role,partition,attempt,snapshot_min,feature,good_n,true_n,good_median,true_median,good_minus_true,iqr_scaled_abs_gap
CLOCK_SUPPORT,external,H2,5,closes_le_H,86,48,0.0,1.0,-1.0,1.0
CLOCK_SUPPORT,external,H2,5,close_minus_L_R,86,48,1.0040364416206713,0.9872011371328355,0.016835304487835767,0.21355470513169003
CLOCK_SUPPORT,external,H2,10,close_R,86,48,0.02580996655670916,-0.03897960694521984,0.064789573501929,0.48359907449073913
CLOCK_SUPPORT,external,H2,10,running_mfe_R,86,48,0.06367503213139794,0.03567180785758229,0.02800322427381565,0.24780105379564904
CLOCK_SUPPORT,external,H2,10,running_mae_R,86,48,0.10152778342160478,0.12250330380194027,-0.020975520380335497,0.1912570642526352
CLOCK_SUPPORT,external,H2,10,break_confirmed_by_snapshot,86,48,1.0,0.0,1.0,1.0
CLOCK_SUPPORT,external,H2,10,closes_above_H,86,48,1.0,0.0,1.0,0.5
CLOCK_SUPPORT,external,H2,10,closes_le_H,86,48,1.0,2.0,-1.0,0.5
CLOCK_SUPPORT,external,H2,10,close_minus_L_R,86,48,1.025809966556709,0.9610203930547802,0.06478957350192893,0.483599074490738
CLOCK_SUPPORT,external,H2,15,close_R,86,48,0.052862731092995975,-0.05445369443875723,0.1073164255317532,0.5600815292412203
CLOCK_SUPPORT,external,H2,15,running_mfe_R,86,48,0.09667597848375956,0.04161974474474493,0.05505623373901462,0.3695511484638187
CLOCK_SUPPORT,external,H2,15,running_mae_R,86,48,0.10843938201775416,0.14938634123132583,-0.040946959213571665,0.3059054588606243
CLOCK_SUPPORT,external,H2,15,break_confirmed_by_snapshot,86,48,1.0,0.5,0.5,0.5
CLOCK_SUPPORT,external,H2,15,closes_above_H,86,48,2.0,0.5,1.5,0.5
CLOCK_SUPPORT,external,H2,15,closes_le_H,86,48,1.0,2.5,-1.5,0.5
CLOCK_SUPPORT,external,H2,15,close_minus_L_R,86,48,1.052862731092996,0.9455463055612428,0.10731642553175336,0.5600815292412216
CLOCK_SUPPORT,external,H2,30,close_R,54,32,0.03491595947846425,-0.07638313420329403,0.11129909368175828,0.5175965633356213
CLOCK_SUPPORT,external,H2,30,running_mfe_R,54,32,0.13989219435218747,0.03988637414051982,0.10000582021166765,0.5745518577102408
CLOCK_SUPPORT,external,H2,30,running_mae_R,54,32,0.1072203653480282,0.1717432828985829,-0.0645229175505547,0.4048740888460341
CLOCK_SUPPORT,external,H2,30,break_confirmed_by_snapshot,54,32,1.0,0.0,1.0,1.0
CLOCK_SUPPORT,external,H2,30,closes_above_H,54,32,4.5,0.0,4.5,0.782608695652174
CLOCK_SUPPORT,external,H2,30,closes_le_H,54,32,1.5,6.0,-4.5,0.782608695652174
CLOCK_SUPPORT,external,H2,30,close_minus_L_R,54,32,1.0349159594784643,0.9236168657967062,0.11129909368175805,0.5175965633356197
CLOCK_SUPPORT,external,PARENT,60,close_R,66,26,0.009444783032668411,-0.18092711819017224,0.19037190122284064,0.5569323796230464
CLOCK_SUPPORT,external,PARENT,60,running_mfe_R,66,26,0.16815528957513143,0.12540512716830354,0.042750162406827885,0.18861876233605998
CLOCK_SUPPORT,external,PARENT,60,running_mae_R,66,26,0.2070920995836253,0.2966698767152633,-0.089577777131638,0.33168581547777953
CLOCK_SUPPORT,external,PARENT,60,break_confirmed_by_snapshot,66,26,1.0,1.0,0.0,0.0
CLOCK_SUPPORT,external,PARENT,60,closes_above_H,66,26,3.0,1.0,2.0,0.1951219512195122
CLOCK_SUPPORT,external,PARENT,60,closes_le_H,66,26,9.0,11.0,-2.0,0.1951219512195122
CLOCK_SUPPORT,external,PARENT,60,close_minus_L_R,66,26,1.0094447830326687,0.8190728818098278,0.19037190122284087,0.5569323796230468
CLOCK_SUPPORT,external,H2,60,close_R,28,20,0.13644399426227272,-0.12590345136076794,0.2623474456230407,0.645633442109614
CLOCK_SUPPORT,external,H2,60,running_mfe_R,28,20,0.19376692776191748,0.04524979524979418,0.14851713251212328,0.5512714141422461
CLOCK_SUPPORT,external,H2,60,running_mae_R,28,20,0.1179795770420499,0.2659164630275418,-0.1479368859854919,0.5637570991089498
CLOCK_SUPPORT,external,H2,60,break_confirmed_by_snapshot,28,20,1.0,0.0,1.0,1.0
CLOCK_SUPPORT,external,H2,60,closes_above_H,28,20,9.5,0.0,9.5,0.8636363636363636
CLOCK_SUPPORT,external,H2,60,closes_le_H,28,20,2.5,12.0,-9.5,0.8636363636363636
CLOCK_SUPPORT,external,H2,60,close_minus_L_R,28,20,1.1364439942622728,0.874096548639232,0.2623474456230408,0.6456334421096142
CLOCK_SUPPORT,reference_validation,PARENT,5,close_R,225,91,0.016286644951143806,-0.007029876977151504,0.02331652192829531,0.23268169717850468
CLOCK_SUPPORT,reference_validation,PARENT,5,running_mfe_R,225,91,0.07816091954022372,0.04667863554757983,0.03148228399264389,0.2686920557749799
CLOCK_SUPPORT,reference_validation,PARENT,5,running_mae_R,225,91,0.13543599257884817,0.11858974358974488,0.016846248989103293,0.15472800768085293
CLOCK_SUPPORT,reference_validation,PARENT,5,break_confirmed_by_snapshot,225,91,1.0,0.0,1.0,1.0
CLOCK_SUPPORT,reference_validation,PARENT,5,closes_above_H,225,91,1.0,0.0,1.0,1.0
CLOCK_SUPPORT,reference_validation,PARENT,5,closes_le_H,225,91,0.0,1.0,-1.0,1.0
CLOCK_SUPPORT,reference_validation,PARENT,5,close_minus_L_R,225,91,1.0162866449511438,0.9929701230228485,0.023316521928295364,0.2326816971785051
CLOCK_SUPPORT,reference_validation,PARENT,10,close_R,225,91,0.028571428571428872,-0.027972027972027382,0.05654345654345626,0.33009141800543007
CLOCK_SUPPORT,reference_validation,PARENT,10,running_mfe_R,225,91,0.13483146067415433,0.06666666666666761,0.06816479400748672,0.4130822686261803
CLOCK_SUPPORT,reference_validation,PARENT,10,running_mae_R,225,91,0.14646464646464322,0.13333333333333425,0.01313131313130897,0.11262739317709794
CLOCK_SUPPORT,reference_validation,PARENT,10,break_confirmed_by_snapshot,225,91,1.0,1.0,0.0,0.0
CLOCK_SUPPORT,reference_validation,PARENT,10,closes_above_H,225,91,1.0,1.0,0.0,0.0
CLOCK_SUPPORT,reference_validation,PARENT,10,closes_le_H,225,91,1.0,1.0,0.0,0.0
CLOCK_SUPPORT,reference_validation,PARENT,10,close_minus_L_R,225,91,1.028571428571429,0.9720279720279726,0.05654345654345627,0.33009141800543007
CLOCK_SUPPORT,reference_validation,PARENT,15,close_R,199,91,0.01301518438177303,-0.03218884120171188,0.04520402558348491,0.26124463687868565
CLOCK_SUPPORT,reference_validation,PARENT,15,running_mfe_R,199,91,0.13829787234043617,0.08662900188324087,0.0516688704571953,0.3344558839602585
CLOCK_SUPPORT,reference_validation,PARENT,15,running_mae_R,199,91,0.14960629921260185,0.15476190476191565,-0.0051556055493137964,0.04322758681676927
CLOCK_SUPPORT,reference_validation,PARENT,15,break_confirmed_by_snapshot,199,91,1.0,1.0,0.0,0.0
CLOCK_SUPPORT,reference_validation,PARENT,15,closes_above_H,199,91,2.0,1.0,1.0,0.3333333333333333
CLOCK_SUPPORT,reference_validation,PARENT,15,closes_le_H,199,91,1.0,2.0,-1.0,0.3333333333333333
CLOCK_SUPPORT,reference_validation,PARENT,15,close_minus_L_R,199,91,1.013015184381773,0.9678111587982882,0.0452040255834848,0.261244636878685
CLOCK_SUPPORT,reference_validation,PARENT,30,close_R,108,48,-0.007226286741110867,-0.07233432135554302,0.06510803461443215,0.27918179893220124
CLOCK_SUPPORT,reference_validation,PARENT,30,running_mfe_R,108,48,0.1622670281260577,0.08632696390658441,0.07594006421947329,0.368602853449499
CLOCK_SUPPORT,reference_validation,PARENT,30,running_mae_R,108,48,0.16398520468366928,0.18457986697312556,-0.020594662289456278,0.13710061488817435
CLOCK_SUPPORT,reference_validation,PARENT,30,break_confirmed_by_snapshot,108,48,1.0,0.0,1.0,1.0
CLOCK_SUPPORT,reference_validation,PARENT,30,closes_above_H,108,48,3.0,0.0,3.0,0.6
CLOCK_SUPPORT,reference_validation,PARENT,30,closes_le_H,108,48,3.0,6.0,-3.0,0.6
CLOCK_SUPPORT,reference_validation,PARENT,30,close_minus_L_R,108,48,0.9927737132588892,0.927665678644457,0.06510803461443215,0.2791817989322014
CLOCK_SUPPORT,reference_validation,PARENT,60,close_R,61,32,-0.04959630911188082,-0.18541868312972543,0.1358223740178446,0.4213270852128264
CLOCK_SUPPORT,reference_validation,PARENT,60,running_mfe_R,61,32,0.14056224899598113,0.06472523128758692,0.07583701770839421,0.45118545088619916
CLOCK_SUPPORT,reference_validation,PARENT,60,running_mae_R,61,32,0.240963855421695,0.296616047994003,-0.055652192572307996,0.27213048105714543
CLOCK_SUPPORT,reference_validation,PARENT,60,break_confirmed_by_snapshot,61,32,1.0,0.0,1.0,1.0
CLOCK_SUPPORT,reference_validation,PARENT,60,closes_above_H,61,32,1.0,0.0,1.0,0.14285714285714285
CLOCK_SUPPORT,reference_validation,PARENT,60,closes_le_H,61,32,11.0,12.0,-1.0,0.14285714285714285
CLOCK_SUPPORT,reference_validation,PARENT,60,close_minus_L_R,61,32,0.9504036908881192,0.8145813168702747,0.13582237401784447,0.42132708521282575
CLOCK_SUPPORT,reference_validation,H2,5,close_R,78,51,0.01329039812646423,-0.006369426751595585,0.019659824878059815,0.2609065574423862
CLOCK_SUPPORT,reference_validation,H2,5,running_mfe_R,78,51,0.04606835095965446,0.025672371638142805,0.020395979321511656,0.3369585750407735
CLOCK_SUPPORT,reference_validation,H2,5,running_mae_R,78,51,0.09471910935325793,0.0985130111524164,-0.003793901799158464,0.03635021186013156
CLOCK_SUPPORT,reference_validation,H2,5,break_confirmed_by_snapshot,78,51,1.0,0.0,1.0,1.0
CLOCK_SUPPORT,reference_validation,H2,5,closes_above_H,78,51,1.0,0.0,1.0,1.0
CLOCK_SUPPORT,reference_validation,H2,5,closes_le_H,78,51,0.0,1.0,-1.0,1.0
CLOCK_SUPPORT,reference_validation,H2,5,close_minus_L_R,78,51,1.0132903981264643,0.9936305732484044,0.01965982487805984,0.2609065574423868
CLOCK_SUPPORT,reference_validation,H2,10,close_R,78,51,0.016424785885194068,-0.02511773940345319,0.041542525288647256,0.3033402745503428
CLOCK_SUPPORT,reference_validation,H2,10,running_mfe_R,78,51,0.08361397867659282,0.04312668463611759,0.04048729404047523,0.4400269895885634
CLOCK_SUPPORT,reference_validation,H2,10,running_mae_R,78,51,0.09756169212691057,0.11857707509881867,-0.021015382971908095,0.20561615090108937
CLOCK_SUPPORT,reference_validation,H2,10,break_confirmed_by_snapshot,78,51,1.0,0.0,1.0,1.0
CLOCK_SUPPORT,reference_validation,H2,10,closes_above_H,78,51,1.0,0.0,1.0,0.5
CLOCK_SUPPORT,reference_validation,H2,10,closes_le_H,78,51,1.0,2.0,-1.0,0.5
CLOCK_SUPPORT,reference_validation,H2,10,close_minus_L_R,78,51,1.016424785885194,0.9748822605965468,0.041542525288647214,0.30334027455034235
CLOCK_SUPPORT,reference_validation,H2,15,close_R,68,51,0.0059780009564812855,-0.03125000000000694,0.037228000956488226,0.23839473641959077
CLOCK_SUPPORT,reference_validation,H2,15,running_mfe_R,68,51,0.09228991794774993,0.052785923753667745,0.03950399419408219,0.3676507839748608
CLOCK_SUPPORT,reference_validation,H2,15,running_mae_R,68,51,0.12973249322942226,0.13793103448275842,-0.008198541253336161,0.07584811165356135
CLOCK_SUPPORT,reference_validation,H2,15,break_confirmed_by_snapshot,68,51,1.0,1.0,0.0,0.0
CLOCK_SUPPORT,reference_validation,H2,15,closes_above_H,68,51,2.0,1.0,1.0,0.5
CLOCK_SUPPORT,reference_validation,H2,15,closes_le_H,68,51,1.0,2.0,-1.0,0.5
CLOCK_SUPPORT,reference_validation,H2,15,close_minus_L_R,68,51,1.0059780009564814,0.9687499999999931,0.03722800095648826,0.23839473641959116
CLOCK_SUPPORT,reference_validation,H2,30,close_R,33,36,0.07812500000000232,0.004634045200083413,0.0734909547999189,0.3659509986868504
CLOCK_SUPPORT,reference_validation,H2,30,running_mfe_R,33,36,0.1838565022421506,0.09617834394904129,0.08767815829310932,0.4657709528088508
CLOCK_SUPPORT,reference_validation,H2,30,running_mae_R,33,36,0.11231884057970848,0.15072951612415803,-0.038410675544449546,0.2669623495364978
CLOCK_SUPPORT,reference_validation,H2,30,break_confirmed_by_snapshot,33,36,1.0,1.0,0.0,0.0
CLOCK_SUPPORT,reference_validation,H2,30,closes_above_H,33,36,5.0,2.0,3.0,0.6
CLOCK_SUPPORT,reference_validation,H2,30,closes_le_H,33,36,1.0,4.0,-3.0,0.6
CLOCK_SUPPORT,reference_validation,H2,30,close_minus_L_R,33,36,1.0781250000000022,1.0046340452000835,0.07349095479991874,0.3659509986868496
CLOCK_SUPPORT,reference_validation,H2,60,close_R,19,17,0.030797101449275693,-0.1388888888888812,0.1696859903381569,0.5831865014351777
CLOCK_SUPPORT,reference_validation,H2,60,running_mfe_R,19,17,0.1648936170212782,0.06363636363635695,0.10125725338492124,0.5123776433907251
CLOCK_SUPPORT,reference_validation,H2,60,running_mae_R,19,17,0.11231884057970848,0.21176470588235427,-0.09944586530264579,0.4836943830444401
CLOCK_SUPPORT,reference_validation,H2,60,break_confirmed_by_snapshot,19,17,1.0,1.0,0.0,0.0
CLOCK_SUPPORT,reference_validation,H2,60,closes_above_H,19,17,11.0,1.0,10.0,0.8888888888888888
CLOCK_SUPPORT,reference_validation,H2,60,closes_le_H,19,17,1.0,11.0,-10.0,0.8888888888888888
CLOCK_SUPPORT,reference_validation,H2,60,close_minus_L_R,19,17,1.0307971014492756,0.8611111111111188,0.1696859903381568,0.5831865014351777
REF_SUPPORT,external,PARENT,5,close_R,221,79,0.016481668348467003,0.0074889367979124695,0.008992731550554533,0.08159344960862407
REF_SUPPORT,external,PARENT,5,running_mfe_R,221,79,0.07107383808096035,0.06064516129031869,0.010428676790641661,0.09222067310887909
REF_SUPPORT,external,PARENT,5,running_mae_R,221,79,0.15388046387154244,0.12616426756985574,0.027716196301686702,0.21965841004057507
REF_SUPPORT,external,PARENT,5,break_confirmed_by_snapshot,221,79,1.0,1.0,0.0,0.0
REF_SUPPORT,external,PARENT,5,closes_above_H,221,79,1.0,1.0,0.0,0.0
REF_SUPPORT,external,PARENT,5,closes_le_H,221,79,0.0,0.0,0.0,0.0
REF_SUPPORT,external,PARENT,5,close_minus_L_R,221,79,1.016481668348467,1.0074889367979125,0.008992731550554467,0.08159344960862343
REF_SUPPORT,external,PARENT,10,close_R,221,79,0.039481996209731814,-0.011985018726592226,0.05146701493632404,0.2867493053386524
REF_SUPPORT,external,PARENT,10,running_mfe_R,221,79,0.12126488820784384,0.08588158750813189,0.03538330069971195,0.21288516722168227
REF_SUPPORT,external,PARENT,10,running_mae_R,221,79,0.1625456890991185,0.14120704591394864,0.02133864318516987,0.16099924456733367
REF_SUPPORT,external,PARENT,10,break_confirmed_by_snapshot,221,79,1.0,1.0,0.0,0.0
REF_SUPPORT,external,PARENT,10,closes_above_H,221,79,1.0,1.0,0.0,0.0
REF_SUPPORT,external,PARENT,10,closes_le_H,221,79,1.0,1.0,0.0,0.0
REF_SUPPORT,external,PARENT,10,close_minus_L_R,221,79,1.039481996209732,0.9880149812734076,0.05146701493632433,0.2867493053386553
REF_SUPPORT,external,PARENT,15,close_R,200,79,0.03280020409736782,-0.035324341682723595,0.06812454578009142,0.3137694142912233
REF_SUPPORT,external,PARENT,15,running_mfe_R,200,79,0.13814591730446935,0.10330350237542779,0.034842414929041554,0.19135440058292252
REF_SUPPORT,external,PARENT,15,running_mae_R,200,79,0.16379785942844582,0.14757709251101228,0.016220766917433543,0.11505571882351559
REF_SUPPORT,external,PARENT,15,break_confirmed_by_snapshot,200,79,1.0,1.0,0.0,0.0
REF_SUPPORT,external,PARENT,15,closes_above_H,200,79,2.0,1.0,1.0,0.5
REF_SUPPORT,external,PARENT,15,closes_le_H,200,79,1.0,2.0,-1.0,0.5
REF_SUPPORT,external,PARENT,15,close_minus_L_R,200,79,1.0328002040973678,0.9646756583172768,0.06812454578009108,0.31376941429122335
REF_SUPPORT,external,PARENT,30,close_R,114,43,0.03861288409273974,-0.0578778135048305,0.09649069759757023,0.29722671605670437
REF_SUPPORT,external,PARENT,30,running_mfe_R,114,43,0.21831728581563276,0.09009740259740176,0.128219883218231,0.516910527734701
REF_SUPPORT,external,PARENT,30,running_mae_R,114,43,0.17047754113588087,0.19705189886375377,-0.026574357727872894,0.15620985009310479
REF_SUPPORT,external,PARENT,30,break_confirmed_by_snapshot,114,43,1.0,1.0,0.0,0.0
REF_SUPPORT,external,PARENT,30,closes_above_H,114,43,4.0,1.0,3.0,0.6
REF_SUPPORT,external,PARENT,30,closes_le_H,114,43,2.0,5.0,-3.0,0.6
REF_SUPPORT,external,PARENT,30,close_minus_L_R,114,43,1.0386128840927396,0.9421221864951711,0.09649069759756845,0.29722671605669904
REF_SUPPORT,external,H2,5,close_R,84,43,0.00690790588667996,-0.013646231779178576,0.020554137665858535,0.2559505195322715
REF_SUPPORT,external,H2,5,running_mfe_R,84,43,0.06318148887924988,0.02708559046587452,0.036095898413375356,0.518594943344387
REF_SUPPORT,external,H2,5,running_mae_R,84,43,0.128864556496134,0.11147011308562624,0.01739444341050775,0.14883260919688898
REF_SUPPORT,external,H2,5,break_confirmed_by_snapshot,84,43,1.0,0.0,1.0,1.0
REF_SUPPORT,external,H2,5,closes_above_H,84,43,1.0,0.0,1.0,1.0
REF_SUPPORT,external,H2,5,closes_le_H,84,43,0.0,1.0,-1.0,1.0
REF_SUPPORT,external,H2,5,close_minus_L_R,84,43,1.0069079058866799,0.9863537682208214,0.020554137665858452,0.2559505195322739
REF_SUPPORT,external,H2,10,close_R,84,43,0.018634585991612822,-0.011556240369800143,0.030190826361412966,0.19997778574033442
REF_SUPPORT,external,H2,10,running_mfe_R,84,43,0.09340881173064913,0.051087331722469,0.04232148000818013,0.3145818192114575
REF_SUPPORT,external,H2,10,running_mae_R,84,43,0.13449537507387366,0.12670807453416139,0.007787300539712272,0.06415938013525457
REF_SUPPORT,external,H2,10,break_confirmed_by_snapshot,84,43,1.0,1.0,0.0,0.0
REF_SUPPORT,external,H2,10,closes_above_H,84,43,1.0,1.0,0.0,0.0
REF_SUPPORT,external,H2,10,closes_le_H,84,43,1.0,1.0,0.0,0.0
REF_SUPPORT,external,H2,10,close_minus_L_R,84,43,1.0186345859916135,0.9884437596301997,0.03019082636141379,0.19997778574033967
REF_SUPPORT,external,H2,15,close_R,78,43,0.008948380729028989,-0.03479853479853502,0.04374691552756401,0.28505510125981504
REF_SUPPORT,external,H2,15,running_mfe_R,78,43,0.10858695358354573,0.06427688504326448,0.044310068540281244,0.3332727848987392
REF_SUPPORT,external,H2,15,running_mae_R,78,43,0.1451072789362747,0.1323057161207448,0.01280156281552991,0.09971904750523305
REF_SUPPORT,external,H2,15,break_confirmed_by_snapshot,78,43,1.0,1.0,0.0,0.0
REF_SUPPORT,external,H2,15,closes_above_H,78,43,2.0,1.0,1.0,0.5
REF_SUPPORT,external,H2,15,closes_le_H,78,43,1.0,2.0,-1.0,0.5
REF_SUPPORT,external,H2,15,close_minus_L_R,78,43,1.0089483807290298,0.965201465201465,0.04374691552756482,0.28505510125982025
REF_SUPPORT,external,H2,30,close_R,42,23,0.027166994163671774,-0.12187500000000046,0.14904199416367223,0.5230421434949751
REF_SUPPORT,external,H2,30,running_mfe_R,42,23,0.1432401631328685,0.05519480519480457,0.08804535793806392,0.5149051340929762
REF_SUPPORT,external,H2,30,running_mae_R,42,23,0.18812865497075987,0.24756756756756876,-0.05943891259680889,0.26192127883704164
REF_SUPPORT,external,H2,30,break_confirmed_by_snapshot,42,23,1.0,0.0,1.0,1.0
REF_SUPPORT,external,H2,30,closes_above_H,42,23,3.0,0.0,3.0,0.6
REF_SUPPORT,external,H2,30,closes_le_H,42,23,3.0,6.0,-3.0,0.6
REF_SUPPORT,external,H2,30,close_minus_L_R,42,23,1.0271669941636716,0.8781250000000004,0.14904199416367125,0.5230421434949718
REF_SUPPORT,external,PARENT,60,close_R,61,27,-0.03574975173783563,-0.2373719533733662,0.20162220163553057,0.6137481246923235
REF_SUPPORT,external,PARENT,60,running_mfe_R,61,27,0.11111111111110371,0.06754221388367807,0.04356889722742564,0.20109147274531408
REF_SUPPORT,external,PARENT,60,running_mae_R,61,27,0.26864197530864187,0.4161861978706095,-0.14754422256196764,0.535587039671678
REF_SUPPORT,external,PARENT,60,break_confirmed_by_snapshot,61,27,1.0,0.0,1.0,1.0
REF_SUPPORT,external,PARENT,60,closes_above_H,61,27,2.0,0.0,2.0,0.21621621621621623
REF_SUPPORT,external,PARENT,60,closes_le_H,61,27,10.0,12.0,-2.0,0.21621621621621623
REF_SUPPORT,external,PARENT,60,close_minus_L_R,61,27,0.9642502482621645,0.7626280466266339,0.20162220163553068,0.6137481246923234
REF_SUPPORT,external,H2,60,close_R,20,14,0.10262359600013862,-0.21143626206463792,0.31405985806477654,0.7159705776128035
REF_SUPPORT,external,H2,60,running_mfe_R,20,14,0.19226203114421422,0.024742795232937802,0.16751923591127643,0.6033553639461054
REF_SUPPORT,external,H2,60,running_mae_R,20,14,0.1956749597571172,0.39881884218471464,-0.20314388242759743,0.6196987992500224
REF_SUPPORT,external,H2,60,break_confirmed_by_snapshot,20,14,1.0,0.0,1.0,1.0
REF_SUPPORT,external,H2,60,closes_above_H,20,14,6.0,0.0,6.0,0.6666666666666666
REF_SUPPORT,external,H2,60,closes_le_H,20,14,6.0,12.0,-6.0,0.6666666666666666
REF_SUPPORT,external,H2,60,close_minus_L_R,20,14,1.1026235960001387,0.788563737935362,0.31405985806477665,0.7159705776128036
REF_SUPPORT,reference_validation,PARENT,5,close_R,266,83,0.0028557467397245097,0.0,0.0028557467397245097,0.025000854729177326
REF_SUPPORT,reference_validation,PARENT,5,running_mfe_R,266,83,0.06979499397811331,0.0583941605839298,0.011400833394183511,0.09975729219911328
REF_SUPPORT,reference_validation,PARENT,5,running_mae_R,266,83,0.14544553177907107,0.12745098039216507,0.017994551386906005,0.1472083290137318
REF_SUPPORT,reference_validation,PARENT,5,break_confirmed_by_snapshot,266,83,1.0,0.0,1.0,1.0
REF_SUPPORT,reference_validation,PARENT,5,closes_above_H,266,83,1.0,0.0,1.0,1.0
REF_SUPPORT,reference_validation,PARENT,5,closes_le_H,266,83,0.0,1.0,-1.0,1.0
REF_SUPPORT,reference_validation,PARENT,5,close_minus_L_R,266,83,1.0028557467397246,1.0,0.0028557467397245517,0.02500085472917765
REF_SUPPORT,reference_validation,PARENT,10,close_R,266,83,0.013448456305597923,-0.03252032520324583,0.04596878150884376,0.24445610491368513
REF_SUPPORT,reference_validation,PARENT,10,running_mfe_R,266,83,0.12983998196979912,0.08754208754208409,0.04229789442771503,0.2511900373414886
REF_SUPPORT,reference_validation,PARENT,10,running_mae_R,266,83,0.15751879699248303,0.15869565217391293,-0.0011768551814299033,0.008215626021562032
REF_SUPPORT,reference_validation,PARENT,10,break_confirmed_by_snapshot,266,83,1.0,1.0,0.0,0.0
REF_SUPPORT,reference_validation,PARENT,10,closes_above_H,266,83,1.0,1.0,0.0,0.0
REF_SUPPORT,reference_validation,PARENT,10,closes_le_H,266,83,1.0,1.0,0.0,0.0
REF_SUPPORT,reference_validation,PARENT,10,close_minus_L_R,266,83,1.0134484563055979,0.9674796747967541,0.04596878150884376,0.24445610491368522
REF_SUPPORT,reference_validation,PARENT,15,close_R,237,83,-0.016181229773466446,-0.03444564047362685,0.018264410700160407,0.09488325287309425
REF_SUPPORT,reference_validation,PARENT,15,running_mfe_R,237,83,0.13043478260869182,0.11002785515320213,0.020406927455489693,0.12986883615051137
REF_SUPPORT,reference_validation,PARENT,15,running_mae_R,237,83,0.16171874999999966,0.17573221757321753,-0.014013467573217864,0.09796199103315192
REF_SUPPORT,reference_validation,PARENT,15,break_confirmed_by_snapshot,237,83,1.0,1.0,0.0,0.0
REF_SUPPORT,reference_validation,PARENT,15,closes_above_H,237,83,1.0,1.0,0.0,0.0
REF_SUPPORT,reference_validation,PARENT,15,closes_le_H,237,83,2.0,2.0,0.0,0.0
REF_SUPPORT,reference_validation,PARENT,15,close_minus_L_R,237,83,0.9838187702265335,0.9655543595263731,0.018264410700160383,0.09488325287309418
REF_SUPPORT,reference_validation,H2,5,close_R,102,48,0.0012411246498739113,-0.006025622466708329,0.00726674711658224,0.09004946566409573
REF_SUPPORT,reference_validation,H2,5,running_mfe_R,102,48,0.051879084967322416,0.0309826497161592,0.020896435251163217,0.3360957514039519
REF_SUPPORT,reference_validation,H2,5,running_mae_R,102,48,0.09185532575323042,0.09711066488174681,-0.00525533912851639,0.05944128661194007
REF_SUPPORT,reference_validation,H2,5,break_confirmed_by_snapshot,102,48,1.0,0.0,1.0,1.0
REF_SUPPORT,reference_validation,H2,5,closes_above_H,102,48,1.0,0.0,1.0,1.0
REF_SUPPORT,reference_validation,H2,5,closes_le_H,102,48,0.0,1.0,-1.0,1.0
REF_SUPPORT,reference_validation,H2,5,close_minus_L_R,102,48,1.0012411246498738,0.9939743775332917,0.007266747116582151,0.0900494656640945
REF_SUPPORT,reference_validation,H2,10,close_R,102,48,0.03063139131250555,-0.027311707680835413,0.057943098993340963,0.3366569035583472
REF_SUPPORT,reference_validation,H2,10,running_mfe_R,102,48,0.09103574409584295,0.05773809523809975,0.033297648857743195,0.34191251119777744
REF_SUPPORT,reference_validation,H2,10,running_mae_R,102,48,0.10297777128793914,0.12553927386344343,-0.022561502575504294,0.2163266431654005
REF_SUPPORT,reference_validation,H2,10,break_confirmed_by_snapshot,102,48,1.0,0.0,1.0,1.0
REF_SUPPORT,reference_validation,H2,10,closes_above_H,102,48,1.0,0.0,1.0,0.5
REF_SUPPORT,reference_validation,H2,10,closes_le_H,102,48,1.0,2.0,-1.0,0.5
REF_SUPPORT,reference_validation,H2,10,close_minus_L_R,102,48,1.0306313913125056,0.9726882923191646,0.057943098993340936,0.33665690355834693
REF_SUPPORT,reference_validation,H2,15,close_R,90,48,0.021526062358417388,-0.06546184738955704,0.08698790974797443,0.4555527433764608
REF_SUPPORT,reference_validation,H2,15,running_mfe_R,90,48,0.10266747925553363,0.06254443880141844,0.04012304045411519,0.34251811217489503
REF_SUPPORT,reference_validation,H2,15,running_mae_R,90,48,0.11306706114398155,0.15684728442565715,-0.043780223281675607,0.38426366096235043
REF_SUPPORT,reference_validation,H2,15,break_confirmed_by_snapshot,90,48,1.0,0.5,0.5,0.5
REF_SUPPORT,reference_validation,H2,15,closes_above_H,90,48,2.0,0.5,1.5,0.75
REF_SUPPORT,reference_validation,H2,15,closes_le_H,90,48,1.0,2.5,-1.5,0.75
REF_SUPPORT,reference_validation,H2,15,close_minus_L_R,90,48,1.0215260623584173,0.934538152610443,0.08698790974797421,0.45555274337645985
REF_SUPPORT,reference_validation,H2,30,close_R,55,37,0.010666666666664545,-0.05142857142856526,0.06209523809522981,0.20149289700500742
REF_SUPPORT,reference_validation,H2,30,running_mfe_R,55,37,0.14380530973451422,0.07979626485568721,0.06400904487882701,0.35668152708232925
REF_SUPPORT,reference_validation,H2,30,running_mae_R,55,37,0.14285714285713416,0.16883116883116692,-0.025974025974032755,0.1401138940591415
REF_SUPPORT,reference_validation,H2,30,break_confirmed_by_snapshot,55,37,1.0,1.0,0.0,0.0
REF_SUPPORT,reference_validation,H2,30,closes_above_H,55,37,4.0,2.0,2.0,0.4
REF_SUPPORT,reference_validation,H2,30,closes_le_H,55,37,2.0,4.0,-2.0,0.4
REF_SUPPORT,reference_validation,H2,30,close_minus_L_R,55,37,1.0106666666666646,0.9485714285714347,0.06209523809522988,0.20149289700500755
REF_SUPPORT,reference_validation,H2,60,close_R,23,21,0.011560693641607861,-0.16098484848485006,0.17254554212645792,0.5751532826961949
