partition,rule,config,tp_pct,sl_pct,rr,cost,decision_time,entry_ts,entry_price,side,market_state,regime,exit_ts,exit_price,exit_reason,samebar_sl,hold_min,gross_return,net_return,net_pnl_usd
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-11 00:45:00+00:00,2023-09-11 00:45:00+00:00,18.03,SHORT,DELEVERAGING,BULL,2023-09-11 01:50:00+00:00,18.2103,SL,False,65.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-11 09:30:00+00:00,2023-09-11 09:30:00+00:00,17.791,SHORT,DELEVERAGING,BULL,2023-09-11 10:10:00+00:00,17.61309,TP,False,40.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-11 13:00:00+00:00,2023-09-11 13:00:00+00:00,17.829,SHORT,DELEVERAGING,BULL,2023-09-11 13:40:00+00:00,18.00729,SL,False,40.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-11 13:45:00+00:00,2023-09-11 13:45:00+00:00,17.8,SHORT,DELEVERAGING,BULL,2023-09-11 13:55:00+00:00,17.622,TP,False,10.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-11 19:30:00+00:00,2023-09-11 19:30:00+00:00,17.543,SHORT,DELEVERAGING,BULL,2023-09-11 23:30:00+00:00,17.569,TIME,False,240.0,-0.0014820726215585278,-0.002982072621558528,-1.491036310779264
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-12 03:30:00+00:00,2023-09-12 03:30:00+00:00,18.348,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,TRANSITION,2023-09-12 03:40:00+00:00,18.16452,TP,False,10.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-12 04:30:00+00:00,2023-09-12 04:30:00+00:00,18.178,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,2023-09-12 05:05:00+00:00,17.99622,SL,False,35.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-12 13:30:00+00:00,2023-09-12 13:30:00+00:00,18.007,SHORT,DELEVERAGING,BULL,2023-09-12 13:50:00+00:00,18.187070000000002,SL,False,20.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-12 14:15:00+00:00,2023-09-12 14:15:00+00:00,18.147,SHORT,DELEVERAGING,BULL,2023-09-12 14:45:00+00:00,17.965529999999998,TP,False,30.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-12 16:45:00+00:00,2023-09-12 16:45:00+00:00,18.056,SHORT,DELEVERAGING,BULL,2023-09-12 17:00:00+00:00,17.87544,TP,False,15.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-12 17:00:00+00:00,2023-09-12 17:00:00+00:00,17.915,SHORT,DELEVERAGING,BULL,2023-09-12 17:20:00+00:00,17.73585,TP,False,20.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-12 17:30:00+00:00,2023-09-12 17:30:00+00:00,17.872,SHORT,DELEVERAGING,BULL,2023-09-12 18:05:00+00:00,17.69328,TP,False,35.0,0.009999999999999898,0.008499999999999898,4.249999999999949
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-12 19:30:00+00:00,2023-09-12 19:30:00+00:00,17.948,SHORT,DELEVERAGING,BULL,2023-09-12 23:30:00+00:00,17.988,TIME,False,240.0,-0.002228660574994379,-0.003728660574994379,-1.8643302874971894
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-13 19:45:00+00:00,2023-09-13 19:45:00+00:00,18.395,SHORT,DELEVERAGING,BULL,2023-09-13 23:45:00+00:00,18.35,TIME,False,240.0,0.0024463169339493662,0.0009463169339493662,0.4731584669746831
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-13 23:45:00+00:00,2023-09-13 23:45:00+00:00,18.35,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,2023-09-14 00:15:00+00:00,18.5335,TP,False,30.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-14 14:45:00+00:00,2023-09-14 14:45:00+00:00,18.941,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,2023-09-14 15:00:00+00:00,19.130409999999998,TP,False,15.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-15 02:15:00+00:00,2023-09-15 02:15:00+00:00,19.048,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,TRANSITION,2023-09-15 05:10:00+00:00,19.23848,SL,False,175.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-15 08:30:00+00:00,2023-09-15 08:30:00+00:00,19.11,LONG,HIGHLOC_BUY_BUILD,SIDEWAYS,2023-09-15 12:30:00+00:00,18.969,TIME,False,240.0,-0.007378335949764447,-0.008878335949764447,-4.439167974882223
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-15 12:45:00+00:00,2023-09-15 12:45:00+00:00,18.915,SHORT,DELEVERAGING,SIDEWAYS,2023-09-15 14:50:00+00:00,18.725849999999998,TP,False,125.0,0.01000000000000012,0.00850000000000012,4.25000000000006
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-15 17:45:00+00:00,2023-09-15 17:45:00+00:00,18.713,SHORT,DELEVERAGING,SIDEWAYS,2023-09-15 21:45:00+00:00,18.709,TIME,False,240.0,0.00021375514348320745,-0.0012862448565167926,-0.6431224282583963
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-15 22:45:00+00:00,2023-09-15 22:45:00+00:00,19.113,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,TRANSITION,2023-09-15 23:05:00+00:00,19.30413,SL,False,20.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-17 00:15:00+00:00,2023-09-17 00:15:00+00:00,18.998,SHORT,DELEVERAGING,SIDEWAYS,2023-09-17 01:05:00+00:00,18.808020000000003,TP,False,50.0,0.009999999999999898,0.008499999999999898,4.249999999999949
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-17 10:45:00+00:00,2023-09-17 10:45:00+00:00,19.088,LONG,HIGHLOC_BUY_BUILD,SIDEWAYS,2023-09-17 14:45:00+00:00,18.997,TIME,False,240.0,-0.004767393126571706,-0.006267393126571706,-3.133696563285853
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-17 16:15:00+00:00,2023-09-17 16:15:00+00:00,18.924,SHORT,DELEVERAGING,SIDEWAYS,2023-09-17 18:05:00+00:00,18.734759999999998,TP,False,110.0,0.01000000000000012,0.00850000000000012,4.25000000000006
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-18 07:30:00+00:00,2023-09-18 07:30:00+00:00,19.159,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,TRANSITION,2023-09-18 09:55:00+00:00,19.35059,SL,False,145.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-18 11:00:00+00:00,2023-09-18 11:00:00+00:00,19.614,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,2023-09-18 12:30:00+00:00,19.81014,TP,False,90.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-18 16:00:00+00:00,2023-09-18 16:00:00+00:00,19.94,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,2023-09-18 17:30:00+00:00,19.7406,SL,False,90.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-18 18:15:00+00:00,2023-09-18 18:15:00+00:00,19.741,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,TRANSITION,2023-09-18 18:45:00+00:00,19.54359,TP,False,30.0,0.01000000000000012,0.00850000000000012,4.25000000000006
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-19 08:15:00+00:00,2023-09-19 08:15:00+00:00,19.834,LONG,HIGHLOC_BUY_BUILD,SIDEWAYS,2023-09-19 08:30:00+00:00,20.03234,TP,False,15.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-19 08:30:00+00:00,2023-09-19 08:30:00+00:00,19.998,LONG,HIGHLOC_BUY_BUILD,SIDEWAYS,2023-09-19 09:00:00+00:00,20.19798,TP,False,30.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-19 10:15:00+00:00,2023-09-19 10:15:00+00:00,20.176,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,2023-09-19 12:45:00+00:00,19.974239999999998,SL,False,150.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-20 02:15:00+00:00,2023-09-20 02:15:00+00:00,20.075,SHORT,DELEVERAGING,SIDEWAYS,2023-09-20 03:50:00+00:00,19.87425,TP,False,95.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-20 12:45:00+00:00,2023-09-20 12:45:00+00:00,19.924,SHORT,DELEVERAGING,SIDEWAYS,2023-09-20 13:40:00+00:00,20.12324,SL,False,55.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-20 13:45:00+00:00,2023-09-20 13:45:00+00:00,20.128,LONG,HIGHLOC_BUY_BUILD,SIDEWAYS,2023-09-20 14:35:00+00:00,20.32928,TP,False,50.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-21 09:45:00+00:00,2023-09-21 09:45:00+00:00,19.726,SHORT,DELEVERAGING,SIDEWAYS,2023-09-21 10:55:00+00:00,19.52874,TP,False,70.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-21 13:45:00+00:00,2023-09-21 13:45:00+00:00,19.369,SHORT,DELEVERAGING,SIDEWAYS,2023-09-21 15:50:00+00:00,19.56269,SL,False,125.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-22 00:15:00+00:00,2023-09-22 00:15:00+00:00,19.341,SHORT,DELEVERAGING,SIDEWAYS,2023-09-22 01:25:00+00:00,19.53441,SL,False,70.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-22 08:15:00+00:00,2023-09-22 08:15:00+00:00,19.762,LONG,HIGHLOC_BUY_BUILD,SIDEWAYS,2023-09-22 12:15:00+00:00,19.661,TIME,False,240.0,-0.0051108187430422,-0.0066108187430422,-3.3054093715211
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-22 12:45:00+00:00,2023-09-22 12:45:00+00:00,19.63,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,SIDEWAYS,2023-09-22 16:10:00+00:00,19.433699999999998,TP,False,205.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-22 17:15:00+00:00,2023-09-22 17:15:00+00:00,19.377,SHORT,DELEVERAGING,SIDEWAYS,2023-09-22 21:10:00+00:00,19.18323,TP,False,235.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-22 21:15:00+00:00,2023-09-22 21:15:00+00:00,19.227,SHORT,DELEVERAGING,SIDEWAYS,2023-09-22 22:05:00+00:00,19.41927,SL,False,50.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-23 00:45:00+00:00,2023-09-23 00:45:00+00:00,19.418,SHORT,DELEVERAGING,SIDEWAYS,2023-09-23 04:45:00+00:00,19.4,TIME,False,240.0,0.0009269749716758202,-0.0005730250283241798,-0.2865125141620899
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-23 13:00:00+00:00,2023-09-23 13:00:00+00:00,19.427,SHORT,DELEVERAGING,SIDEWAYS,2023-09-23 17:00:00+00:00,19.389,TIME,False,240.0,0.0019560405621042998,0.00045604056210429974,0.22802028105214986
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-23 17:15:00+00:00,2023-09-23 17:15:00+00:00,19.37,SHORT,DELEVERAGING,SIDEWAYS,2023-09-23 21:15:00+00:00,19.408,TIME,False,240.0,-0.0019617965926690406,-0.0034617965926690406,-1.7308982963345203
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-23 22:45:00+00:00,2023-09-23 22:45:00+00:00,19.436,SHORT,DELEVERAGING,SIDEWAYS,2023-09-24 01:25:00+00:00,19.63036,SL,False,160.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-24 02:00:00+00:00,2023-09-24 02:00:00+00:00,19.613,LONG,HIGHLOC_BUY_BUILD,SIDEWAYS,2023-09-24 06:00:00+00:00,19.531,TIME,False,240.0,-0.004180900423188749,-0.005680900423188749,-2.8404502115943746
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-24 07:15:00+00:00,2023-09-24 07:15:00+00:00,19.606,LONG,HIGHLOC_BUY_BUILD,SIDEWAYS,2023-09-24 11:15:00+00:00,19.563,TIME,False,240.0,-0.002193206161379302,-0.003693206161379302,-1.846603080689651
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-24 11:15:00+00:00,2023-09-24 11:15:00+00:00,19.563,LONG,HIGHLOC_BUY_BUILD,SIDEWAYS,2023-09-24 15:15:00+00:00,19.482,TIME,False,240.0,-0.004140469253182011,-0.0056404692531820105,-2.8202346265910054
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-24 15:30:00+00:00,2023-09-24 15:30:00+00:00,19.466,SHORT,DELEVERAGING,SIDEWAYS,2023-09-24 19:30:00+00:00,19.463,TIME,False,240.0,0.00015411486694749676,-0.0013458851330525033,-0.6729425665262516
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-24 20:15:00+00:00,2023-09-24 20:15:00+00:00,19.387,SHORT,DELEVERAGING,SIDEWAYS,2023-09-24 23:30:00+00:00,19.19313,TP,False,195.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-25 00:15:00+00:00,2023-09-25 00:15:00+00:00,19.321,SHORT,DELEVERAGING,SIDEWAYS,2023-09-25 00:25:00+00:00,19.12779,TP,False,10.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-25 00:30:00+00:00,2023-09-25 00:30:00+00:00,19.258,SHORT,DELEVERAGING,SIDEWAYS,2023-09-25 01:05:00+00:00,19.45058,SL,False,35.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-25 01:30:00+00:00,2023-09-25 01:30:00+00:00,19.46,SHORT,DELEVERAGING,SIDEWAYS,2023-09-25 05:30:00+00:00,19.383,TIME,False,240.0,0.003956834532374165,0.002456834532374165,1.2284172661870825
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-25 06:15:00+00:00,2023-09-25 06:15:00+00:00,19.347,SHORT,DELEVERAGING,SIDEWAYS,2023-09-25 10:15:00+00:00,19.441,TIME,False,240.0,-0.004858634413604124,-0.006358634413604123,-3.179317206802062
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-25 11:30:00+00:00,2023-09-25 11:30:00+00:00,19.475,LONG,HIGHLOC_BUY_BUILD,SIDEWAYS,2023-09-25 15:30:00+00:00,19.554,TIME,False,240.0,0.004056482670089734,0.002556482670089734,1.278241335044867
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-25 15:30:00+00:00,2023-09-25 15:30:00+00:00,19.555,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,SIDEWAYS,2023-09-25 19:30:00+00:00,19.483,TIME,False,240.0,0.0036819227818971623,0.0021819227818971622,1.0909613909485811
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-25 20:15:00+00:00,2023-09-25 20:15:00+00:00,19.546,LONG,HIGHLOC_BUY_BUILD,SIDEWAYS,2023-09-25 22:35:00+00:00,19.35054,SL,False,140.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-26 00:45:00+00:00,2023-09-26 00:45:00+00:00,19.293,SHORT,DELEVERAGING,SIDEWAYS,2023-09-26 02:55:00+00:00,19.48593,SL,False,130.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-26 03:00:00+00:00,2023-09-26 03:00:00+00:00,19.492,SHORT,DELEVERAGING,SIDEWAYS,2023-09-26 06:55:00+00:00,19.29708,TP,False,235.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-26 10:00:00+00:00,2023-09-26 10:00:00+00:00,19.381,SHORT,DELEVERAGING,SIDEWAYS,2023-09-26 14:00:00+00:00,19.247,TIME,False,240.0,0.006913987926319587,0.005413987926319587,2.7069939631597935
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-26 16:30:00+00:00,2023-09-26 16:30:00+00:00,19.246,SHORT,DELEVERAGING,SIDEWAYS,2023-09-26 20:30:00+00:00,19.203,TIME,False,240.0,0.00223423048945226,0.0007342304894522602,0.3671152447261301
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-27 01:15:00+00:00,2023-09-27 01:15:00+00:00,19.032,SHORT,DELEVERAGING,SIDEWAYS,2023-09-27 05:15:00+00:00,18.936,TIME,False,240.0,0.0050441361916772065,0.0035441361916772065,1.7720680958386033
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-27 09:45:00+00:00,2023-09-27 09:45:00+00:00,19.064,SHORT,DELEVERAGING,SIDEWAYS,2023-09-27 11:05:00+00:00,19.254640000000002,SL,False,80.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-27 12:15:00+00:00,2023-09-27 12:15:00+00:00,19.324,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,TRANSITION,2023-09-27 14:20:00+00:00,19.130760000000002,TP,False,125.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-28 02:30:00+00:00,2023-09-28 02:30:00+00:00,19.292,SHORT,DELEVERAGING,SIDEWAYS,2023-09-28 06:30:00+00:00,19.225,TIME,False,240.0,0.003472942152187408,0.001972942152187408,0.9864710760937041
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-28 07:00:00+00:00,2023-09-28 07:00:00+00:00,19.249,LONG,HIGHLOC_BUY_BUILD,SIDEWAYS,2023-09-28 11:00:00+00:00,19.245,TIME,False,240.0,-0.00020780300275324848,-0.0017078030027532485,-0.8539015013766242
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-28 14:45:00+00:00,2023-09-28 14:45:00+00:00,19.401,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,SIDEWAYS,2023-09-28 16:00:00+00:00,19.59501,SL,False,75.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-28 23:45:00+00:00,2023-09-28 23:45:00+00:00,19.941,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,2023-09-29 01:40:00+00:00,20.14041,TP,False,115.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-29 06:15:00+00:00,2023-09-29 06:15:00+00:00,20.075,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,2023-09-29 07:40:00+00:00,20.27575,TP,False,85.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-29 08:30:00+00:00,2023-09-29 08:30:00+00:00,20.22,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,2023-09-29 12:20:00+00:00,20.017799999999998,SL,False,230.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-29 14:15:00+00:00,2023-09-29 14:15:00+00:00,20.095,SHORT,DELEVERAGING,SIDEWAYS,2023-09-29 14:35:00+00:00,20.295949999999998,SL,False,20.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-29 15:00:00+00:00,2023-09-29 15:00:00+00:00,20.347,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,2023-09-29 16:45:00+00:00,20.143530000000002,SL,False,105.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-29 22:45:00+00:00,2023-09-29 22:45:00+00:00,20.285,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,2023-09-30 02:45:00+00:00,20.256,TIME,False,240.0,-0.001429627803795852,-0.002929627803795852,-1.464813901897926
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-30 05:45:00+00:00,2023-09-30 05:45:00+00:00,20.112,SHORT,DELEVERAGING,SIDEWAYS,2023-09-30 07:35:00+00:00,20.313119999999998,SL,False,110.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-30 08:15:00+00:00,2023-09-30 08:15:00+00:00,20.337,LONG,HIGHLOC_BUY_BUILD,SIDEWAYS,2023-09-30 12:15:00+00:00,20.325,TIME,False,240.0,-0.0005900575306092559,-0.002090057530609256,-1.045028765304628
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-30 12:15:00+00:00,2023-09-30 12:15:00+00:00,20.324,LONG,HIGHLOC_BUY_BUILD,SIDEWAYS,2023-09-30 13:00:00+00:00,20.527240000000003,TP,False,45.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-30 13:15:00+00:00,2023-09-30 13:15:00+00:00,20.649,LONG,HIGHLOC_BUY_BUILD,SIDEWAYS,2023-09-30 13:25:00+00:00,20.85549,TP,False,10.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-30 13:45:00+00:00,2023-09-30 13:45:00+00:00,20.848,SHORT,DELEVERAGING,SIDEWAYS,2023-09-30 14:10:00+00:00,21.05648,SL,False,25.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-09-30 18:15:00+00:00,2023-09-30 18:15:00+00:00,21.419,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,2023-09-30 22:15:00+00:00,21.316,TIME,False,240.0,-0.004808814603856515,-0.0063088146038565145,-3.1544073019282575
