k,loss_abs,share_of_gross_losses,reason_mix
5,52.07469090448535,0.18533649771807112,PRE_ACT_CLOSE_INVALIDATION_F65:5
10,85.52441868608429,0.30438579573570823,PRE_ACT_CLOSE_INVALIDATION_F65:10
