partition,exec_min,execution_start,entry_bar_start,exit_ts,entry_px,pnl_0,pnl_5,k1_ts,leave_bar,k1_episode_bars,single_bar_episode,range_completion_ts,range_completion_elapsed_min
external,600,2020-11-16 10:00:00+00:00,2020-11-16 11:15:00+00:00,2020-11-16 14:05:00+00:00,454.885,3.436134407597558,3.184342236479299,2020-11-16 11:00:00+00:00,2020-11-16 11:05:00+00:00,1,True,2020-11-16 09:40:00+00:00,280.0
external,600,2020-11-23 10:00:00+00:00,2020-11-23 10:10:00+00:00,2020-11-23 13:05:00+00:00,589.4300000000001,7.794357260403961,7.540387066870613,2020-11-23 10:00:00+00:00,2020-11-23 10:05:00+00:00,1,True,2020-11-23 09:45:00+00:00,285.0
external,600,2020-12-24 10:00:00+00:00,2020-12-24 10:10:00+00:00,2020-12-24 13:40:00+00:00,581.6,6.236863823934025,5.983671987939987,2020-12-24 10:00:00+00:00,2020-12-24 10:05:00+00:00,1,True,2020-12-24 08:55:00+00:00,235.0
external,600,2021-01-01 10:00:00+00:00,2021-01-01 12:45:00+00:00,2021-01-01 16:00:00+00:00,739.6375,-2.7846140846022767,-3.2819807871662827,2021-01-01 12:30:00+00:00,2021-01-01 12:40:00+00:00,2,False,2021-01-01 08:20:00+00:00,200.0
external,600,2021-02-01 10:00:00+00:00,2021-02-01 10:15:00+00:00,2021-02-01 16:00:00+00:00,1332.0725,-11.541473155552696,-12.030087375287202,2021-02-01 10:05:00+00:00,2021-02-01 10:10:00+00:00,1,True,2021-02-01 09:05:00+00:00,245.0
external,600,2021-03-19 10:00:00+00:00,2021-03-19 11:25:00+00:00,2021-03-19 16:00:00+00:00,1811.2675,2.9464134922092104,2.44331862615006,2021-03-19 11:15:00+00:00,2021-03-19 11:20:00+00:00,1,True,2021-03-19 09:10:00+00:00,250.0
external,600,2021-03-23 10:00:00+00:00,2021-03-23 11:45:00+00:00,2021-03-23 12:15:00+00:00,1686.645,6.332299920848783,6.07906039065349,2021-03-23 11:30:00+00:00,2021-03-23 11:35:00+00:00,1,True,2021-03-23 06:20:00+00:00,80.0
external,600,2021-03-25 10:00:00+00:00,2021-03-25 10:10:00+00:00,2021-03-25 12:10:00+00:00,1602.0325,-7.728971166315313,-8.22139598274073,2021-03-25 10:00:00+00:00,2021-03-25 10:05:00+00:00,1,True,2021-03-25 09:55:00+00:00,295.0
external,600,2021-03-26 10:00:00+00:00,2021-03-26 13:20:00+00:00,2021-03-26 13:45:00+00:00,1632.3625,3.966370827558197,3.7143136707229023,2021-03-26 13:00:00+00:00,2021-03-26 13:05:00+00:00,1,True,2021-03-26 08:10:00+00:00,190.0
external,600,2021-04-02 10:00:00+00:00,2021-04-02 12:10:00+00:00,2021-04-02 14:05:00+00:00,2005.0175000000002,3.5214121572505035,3.2695773685662126,2021-04-02 12:00:00+00:00,2021-04-02 12:05:00+00:00,1,True,2021-04-02 07:20:00+00:00,140.0
external,600,2021-04-22 10:00:00+00:00,2021-04-22 10:10:00+00:00,2021-04-22 11:05:00+00:00,2479.6749999999997,8.389458295946017,8.13519070059583,2021-04-22 10:00:00+00:00,2021-04-22 10:05:00+00:00,1,True,2021-04-22 09:55:00+00:00,295.0
external,600,2021-05-07 10:00:00+00:00,2021-05-07 10:35:00+00:00,2021-05-07 13:00:00+00:00,3460.13,5.342558805593933,5.089813898644668,2021-05-07 10:00:00+00:00,2021-05-07 10:05:00+00:00,1,True,2021-05-07 07:25:00+00:00,145.0
external,600,2021-07-20 10:00:00+00:00,2021-07-20 14:15:00+00:00,2021-07-20 15:15:00+00:00,1755.375,7.077034821619321,6.823423110064297,2021-07-20 14:05:00+00:00,2021-07-20 14:10:00+00:00,1,True,2021-07-20 09:55:00+00:00,295.0
external,600,2021-08-03 10:00:00+00:00,2021-08-03 10:10:00+00:00,2021-08-03 10:40:00+00:00,2484.41,5.4243204624036645,5.1715346950561125,2021-08-03 10:00:00+00:00,2021-08-03 10:05:00+00:00,1,True,2021-08-03 07:30:00+00:00,150.0
external,600,2021-09-01 10:00:00+00:00,2021-09-01 14:45:00+00:00,2021-09-01 16:00:00+00:00,3536.5,5.87173759366606,5.365718865436531,2021-09-01 14:30:00+00:00,2021-09-01 14:35:00+00:00,1,True,2021-09-01 09:15:00+00:00,255.0
external,600,2021-11-04 10:00:00+00:00,2021-11-04 14:20:00+00:00,2021-11-04 15:15:00+00:00,4560.4725,-7.200008113194423,-7.692961628323602,2021-11-04 14:00:00+00:00,2021-11-04 14:05:00+00:00,1,True,2021-11-04 09:05:00+00:00,245.0
external,600,2021-12-07 10:00:00+00:00,2021-12-07 11:20:00+00:00,2021-12-07 12:35:00+00:00,4398.14,-7.239254775882598,-7.732169063962669,2021-12-07 11:10:00+00:00,2021-12-07 11:15:00+00:00,1,True,2021-12-07 09:05:00+00:00,245.0
external,600,2021-12-24 10:00:00+00:00,2021-12-24 13:45:00+00:00,2021-12-24 15:05:00+00:00,4103.6449999999995,-6.118696427200632,-6.612730713630155,2021-12-24 11:25:00+00:00,2021-12-24 11:30:00+00:00,1,True,2021-12-24 08:10:00+00:00,190.0
external,960,2020-01-10 16:00:00+00:00,2020-01-10 16:10:00+00:00,2020-01-10 18:20:00+00:00,141.425,10.665936008485044,10.410530743113556,2020-01-10 16:00:00+00:00,2020-01-10 16:05:00+00:00,1,True,2020-01-10 15:20:00+00:00,260.0
external,960,2020-01-16 16:00:00+00:00,2020-01-16 21:10:00+00:00,2020-01-16 22:00:00+00:00,164.5325,-3.416121434974872,-3.9128569457844593,2020-01-16 21:00:00+00:00,2020-01-16 21:05:00+00:00,1,True,2020-01-16 14:10:00+00:00,190.0
external,960,2020-01-22 16:00:00+00:00,2020-01-22 17:20:00+00:00,2020-01-22 22:00:00+00:00,168.01,-0.3107196000237563,-0.8105589607433236,2020-01-22 16:40:00+00:00,2020-01-22 17:05:00+00:00,5,False,2020-01-22 13:40:00+00:00,160.0
external,960,2020-02-04 16:00:00+00:00,2020-02-04 16:10:00+00:00,2020-02-04 22:00:00+00:00,187.94,0.2651058848569091,-0.23530901357864364,2020-02-04 16:00:00+00:00,2020-02-04 16:05:00+00:00,1,True,2020-02-04 15:50:00+00:00,290.0
external,960,2020-02-19 16:00:00+00:00,2020-02-19 16:25:00+00:00,2020-02-19 17:30:00+00:00,282.13,4.243249565802976,3.991054038783704,2020-02-19 16:15:00+00:00,2020-02-19 16:20:00+00:00,1,True,2020-02-19 12:15:00+00:00,75.0
external,960,2020-03-26 16:00:00+00:00,2020-03-26 20:20:00+00:00,2020-03-26 21:40:00+00:00,135.52,5.355608028335301,5.102856600035355,2020-03-26 20:10:00+00:00,2020-03-26 20:15:00+00:00,1,True,2020-03-26 12:00:00+00:00,60.0
external,960,2020-03-30 16:00:00+00:00,2020-03-30 21:15:00+00:00,2020-03-30 22:00:00+00:00,133.865,0.10423934560939185,-0.3960147666799859,2020-03-30 21:05:00+00:00,2020-03-30 21:10:00+00:00,1,True,2020-03-30 11:30:00+00:00,30.0
external,960,2020-04-08 16:00:00+00:00,2020-04-08 16:10:00+00:00,2020-04-08 19:10:00+00:00,169.52,5.381028787163689,5.128264654836356,2020-04-08 16:00:00+00:00,2020-04-08 16:05:00+00:00,1,True,2020-04-08 13:55:00+00:00,175.0
external,960,2020-04-16 16:00:00+00:00,2020-04-16 16:10:00+00:00,2020-04-16 22:00:00+00:00,171.4875,3.4851228223630852,2.981489516193881,2020-04-16 16:00:00+00:00,2020-04-16 16:05:00+00:00,1,True,2020-04-16 12:55:00+00:00,115.0
external,960,2020-05-13 16:00:00+00:00,2020-05-13 16:25:00+00:00,2020-05-13 22:00:00+00:00,196.29250000000002,10.489361539539122,10.23404451728056,2020-05-13 16:00:00+00:00,2020-05-13 16:05:00+00:00,1,True,2020-05-13 15:30:00+00:00,270.0
external,960,2020-06-03 16:00:00+00:00,2020-06-03 16:40:00+00:00,2020-06-03 18:45:00+00:00,239.58749999999998,3.199937392393171,2.948263260762874,2020-06-03 16:20:00+00:00,2020-06-03 16:35:00+00:00,3,False,2020-06-03 14:10:00+00:00,190.0
external,960,2020-06-23 16:00:00+00:00,2020-06-23 16:15:00+00:00,2020-06-23 22:00:00+00:00,243.7725,0.10764544811243704,-0.39261206857725794,2020-06-23 16:00:00+00:00,2020-06-23 16:05:00+00:00,1,True,2020-06-23 15:55:00+00:00,295.0
external,960,2020-07-10 16:00:00+00:00,2020-07-10 16:15:00+00:00,2020-07-10 22:00:00+00:00,240.14,-2.398834013492101,-2.8965863033336587,2020-07-10 16:00:00+00:00,2020-07-10 16:05:00+00:00,1,True,2020-07-10 15:15:00+00:00,255.0
external,960,2020-07-22 16:00:00+00:00,2020-07-22 18:15:00+00:00,2020-07-22 19:20:00+00:00,244.595,2.073476563298438,1.8223653806082711,2020-07-22 18:00:00+00:00,2020-07-22 18:05:00+00:00,1,True,2020-07-22 15:45:00+00:00,285.0
external,960,2020-07-24 16:00:00+00:00,2020-07-24 17:05:00+00:00,2020-07-24 18:15:00+00:00,277.875,6.347638326585647,6.094391131020238,2020-07-24 16:55:00+00:00,2020-07-24 17:00:00+00:00,1,True,2020-07-24 15:45:00+00:00,285.0
external,960,2020-07-28 16:00:00+00:00,2020-07-28 16:10:00+00:00,2020-07-28 16:45:00+00:00,319.965,-9.049383526323163,-9.540488590264784,2020-07-28 16:00:00+00:00,2020-07-28 16:05:00+00:00,1,True,2020-07-28 15:55:00+00:00,295.0
external,960,2020-08-03 16:00:00+00:00,2020-08-03 16:20:00+00:00,2020-08-03 22:00:00+00:00,394.865,-13.322137945880208,-13.80897239071187,2020-08-03 16:05:00+00:00,2020-08-03 16:10:00+00:00,1,True,2020-08-03 14:15:00+00:00,195.0
external,960,2020-08-05 16:00:00+00:00,2020-08-05 16:30:00+00:00,2020-08-05 21:25:00+00:00,399.175,6.952664871297043,6.699115313640269,2020-08-05 16:20:00+00:00,2020-08-05 16:25:00+00:00,1,True,2020-08-05 14:25:00+00:00,205.0
external,960,2020-08-17 16:00:00+00:00,2020-08-17 16:10:00+00:00,2020-08-17 22:00:00+00:00,439.4,-0.8779244424214513,-1.3771968817592901,2020-08-17 16:00:00+00:00,2020-08-17 16:05:00+00:00,1,True,2020-08-17 15:45:00+00:00,285.0
external,960,2020-09-11 16:00:00+00:00,2020-09-11 16:15:00+00:00,2020-09-11 22:00:00+00:00,368.315,1.61593744485018,1.1141723899328997,2020-09-11 16:00:00+00:00,2020-09-11 16:10:00+00:00,2,False,2020-09-11 15:05:00+00:00,245.0
external,960,2020-09-14 16:00:00+00:00,2020-09-14 16:45:00+00:00,2020-09-14 22:00:00+00:00,379.38,-1.2961990616268566,-1.7950534353783238,2020-09-14 16:00:00+00:00,2020-09-14 16:10:00+00:00,2,False,2020-09-14 15:55:00+00:00,295.0
external,960,2020-09-25 16:00:00+00:00,2020-09-25 16:20:00+00:00,2020-09-25 18:05:00+00:00,346.26,6.5600877952984415,6.306734428084448,2020-09-25 16:10:00+00:00,2020-09-25 16:15:00+00:00,1,True,2020-09-25 12:15:00+00:00,75.0
external,960,2020-09-28 16:00:00+00:00,2020-09-28 17:50:00+00:00,2020-09-28 22:00:00+00:00,364.86249999999995,-2.226030353900443,-2.7239553610429064,2020-09-28 17:30:00+00:00,2020-09-28 17:35:00+00:00,1,True,2020-09-28 12:35:00+00:00,95.0
external,960,2020-10-09 16:00:00+00:00,2020-10-09 16:10:00+00:00,2020-10-09 22:00:00+00:00,363.5375,0.7862600144413315,0.285324222323036,2020-10-09 16:00:00+00:00,2020-10-09 16:05:00+00:00,1,True,2020-10-09 15:55:00+00:00,295.0
external,960,2020-10-15 16:00:00+00:00,2020-10-15 21:00:00+00:00,2020-10-15 22:00:00+00:00,378.38750000000005,-0.8988272604143362,-1.398078807380287,2020-10-15 20:05:00+00:00,2020-10-15 20:10:00+00:00,1,True,2020-10-15 12:40:00+00:00,100.0
external,960,2020-10-19 16:00:00+00:00,2020-10-19 16:30:00+00:00,2020-10-19 22:00:00+00:00,382.085,-3.9659604538256783,-4.462146400398481,2020-10-19 16:00:00+00:00,2020-10-19 16:05:00+00:00,1,True,2020-10-19 15:50:00+00:00,290.0
external,960,2020-11-13 16:00:00+00:00,2020-11-13 20:25:00+00:00,2020-11-13 22:00:00+00:00,471.63,0.06646735788646863,-0.43374900129177185,2020-11-13 19:40:00+00:00,2020-11-13 19:50:00+00:00,2,False,2020-11-13 14:10:00+00:00,190.0
external,960,2020-12-10 16:00:00+00:00,2020-12-10 19:00:00+00:00,2020-12-10 20:05:00+00:00,559.575,6.185354956886835,5.932188862455567,2020-12-10 18:15:00+00:00,2020-12-10 18:20:00+00:00,1,True,2020-12-10 15:15:00+00:00,255.0
external,960,2020-12-30 16:00:00+00:00,2020-12-30 16:25:00+00:00,2020-12-30 19:00:00+00:00,732.9825,5.503960872189917,5.251135304537757,2020-12-30 16:00:00+00:00,2020-12-30 16:05:00+00:00,1,True,2020-12-30 14:50:00+00:00,230.0
external,960,2021-01-22 16:00:00+00:00,2021-01-22 16:10:00+00:00,2021-01-22 18:50:00+00:00,1225.8875,12.743538864699987,12.487095317041573,2021-01-22 16:00:00+00:00,2021-01-22 16:05:00+00:00,1,True,2021-01-22 15:15:00+00:00,255.0
external,960,2021-03-01 16:00:00+00:00,2021-03-01 16:15:00+00:00,2021-03-01 18:20:00+00:00,1545.3625000000002,-9.573414004804759,-10.063995300152273,2021-03-01 16:00:00+00:00,2021-03-01 16:10:00+00:00,2,False,2021-03-01 15:40:00+00:00,280.0
external,960,2021-03-15 16:00:00+00:00,2021-03-15 20:45:00+00:00,2021-03-15 22:00:00+00:00,1790.3325,1.7469475642094117,1.245051564645117,2021-03-15 20:30:00+00:00,2021-03-15 20:40:00+00:00,2,False,2021-03-15 14:15:00+00:00,195.0
external,960,2021-03-23 16:00:00+00:00,2021-03-23 16:45:00+00:00,2021-03-23 20:50:00+00:00,1709.1,-7.213527587619217,-7.706467590030397,2021-03-23 16:25:00+00:00,2021-03-23 16:40:00+00:00,3,False,2021-03-23 13:30:00+00:00,150.0
external,960,2021-03-29 16:00:00+00:00,2021-03-29 16:15:00+00:00,2021-03-29 16:40:00+00:00,1785.64,4.09138684169259,3.8392672080886485,2021-03-29 16:00:00+00:00,2021-03-29 16:10:00+00:00,2,False,2021-03-29 15:55:00+00:00,295.0
external,960,2021-04-06 16:00:00+00:00,2021-04-06 19:25:00+00:00,2021-04-06 22:00:00+00:00,2109.9725,0.5733539181198125,0.07263092569804763,2021-04-06 18:00:00+00:00,2021-04-06 18:05:00+00:00,1,True,2021-04-06 14:20:00+00:00,200.0
external,960,2021-04-27 16:00:00+00:00,2021-04-27 16:45:00+00:00,2021-04-27 22:00:00+00:00,2639.585,1.1712697261122123,0.6699491166908936,2021-04-27 16:00:00+00:00,2021-04-27 16:05:00+00:00,1,True,2021-04-27 15:45:00+00:00,285.0
external,960,2021-04-28 16:00:00+00:00,2021-04-28 18:45:00+00:00,2021-04-28 22:00:00+00:00,2711.9125,7.944203583264597,7.436113424760649,2021-04-28 18:10:00+00:00,2021-04-28 18:25:00+00:00,3,False,2021-04-28 12:15:00+00:00,75.0
external,960,2021-05-11 16:00:00+00:00,2021-05-11 16:30:00+00:00,2021-05-11 20:40:00+00:00,4027.6875,10.167478236581218,9.912322075543445,2021-05-11 16:05:00+00:00,2021-05-11 16:15:00+00:00,2,False,2021-05-11 13:30:00+00:00,150.0
external,960,2021-05-24 16:00:00+00:00,2021-05-24 16:15:00+00:00,2021-05-24 18:35:00+00:00,2460.6875,27.36155037972117,27.097801478981623,2021-05-24 16:00:00+00:00,2021-05-24 16:05:00+00:00,1,True,2021-05-24 15:30:00+00:00,270.0
external,960,2021-07-08 16:00:00+00:00,2021-07-08 16:35:00+00:00,2021-07-08 21:20:00+00:00,2164.4975,-8.073259035873182,-8.565339736486921,2021-07-08 16:00:00+00:00,2021-07-08 16:05:00+00:00,1,True,2021-07-08 12:30:00+00:00,90.0
external,960,2021-07-20 16:00:00+00:00,2021-07-20 16:10:00+00:00,2021-07-20 22:00:00+00:00,1792.9499999999998,-2.7174098552664057,-3.214843728474514,2021-07-20 16:00:00+00:00,2021-07-20 16:05:00+00:00,1,True,2021-07-20 15:30:00+00:00,270.0
external,960,2021-07-22 16:00:00+00:00,2021-07-22 16:15:00+00:00,2021-07-22 22:00:00+00:00,2020.5625,-4.758316062977485,-5.253710049920968,2021-07-22 16:00:00+00:00,2021-07-22 16:05:00+00:00,1,True,2021-07-22 15:55:00+00:00,295.0
external,960,2021-07-29 16:00:00+00:00,2021-07-29 16:40:00+00:00,2021-07-29 22:00:00+00:00,2323.0875,-3.0338870145873327,-3.5310045687956144,2021-07-29 16:20:00+00:00,2021-07-29 16:25:00+00:00,1,True,2021-07-29 15:10:00+00:00,250.0
external,960,2021-08-09 16:00:00+00:00,2021-08-09 16:10:00+00:00,2021-08-09 20:50:00+00:00,3153.3125,-10.009339385170335,-10.499484972991235,2021-08-09 16:00:00+00:00,2021-08-09 16:05:00+00:00,1,True,2021-08-09 15:35:00+00:00,275.0
external,960,2021-09-09 16:00:00+00:00,2021-09-09 17:55:00+00:00,2021-09-09 22:00:00+00:00,3515.265,-8.155460825855265,-8.64745936575938,2021-09-09 16:40:00+00:00,2021-09-09 16:45:00+00:00,1,True,2021-09-09 13:20:00+00:00,140.0
external,960,2021-10-14 16:00:00+00:00,2021-10-14 16:40:00+00:00,2021-10-14 22:00:00+00:00,3783.115,-0.7138947666143088,-1.213331153654062,2021-10-14 16:20:00+00:00,2021-10-14 16:25:00+00:00,1,True,2021-10-14 15:20:00+00:00,260.0
external,960,2021-10-29 16:00:00+00:00,2021-10-29 16:40:00+00:00,2021-10-29 22:00:00+00:00,4410.514999999999,0.5811779350030747,0.08044712247441443,2021-10-29 16:00:00+00:00,2021-10-29 16:15:00+00:00,3,False,2021-10-29 15:55:00+00:00,295.0
external,960,2021-11-25 16:00:00+00:00,2021-11-25 16:25:00+00:00,2021-11-25 22:00:00+00:00,4469.29,3.2101931179225445,2.7068346040616924,2021-11-25 16:00:00+00:00,2021-11-25 16:10:00+00:00,2,False,2021-11-25 15:05:00+00:00,245.0
external,960,2021-12-23 16:00:00+00:00,2021-12-23 16:30:00+00:00,2021-12-23 16:50:00+00:00,3953.3525,2.412170177083795,2.160889732217797,2021-12-23 16:05:00+00:00,2021-12-23 16:25:00+00:00,4,False,2021-12-23 13:00:00+00:00,120.0
development,300,2022-03-28 05:00:00+00:00,2022-03-28 05:35:00+00:00,2022-03-28 09:50:00+00:00,3321.805,4.366986623236491,4.114729258607186,2022-03-28 05:10:00+00:00,2022-03-28 05:15:00+00:00,1,True,2022-03-28 00:30:00+00:00,30.0
development,300,2022-03-31 05:00:00+00:00,2022-03-31 10:15:00+00:00,2022-03-31 11:00:00+00:00,3411.7675,0.17777969923211712,-0.3225479166590214,2022-03-31 10:00:00+00:00,2022-03-31 10:10:00+00:00,2,False,2022-03-31 01:55:00+00:00,115.0
development,300,2022-04-13 05:00:00+00:00,2022-04-13 06:35:00+00:00,2022-04-13 11:00:00+00:00,3050.3975,-3.4713210327507067,-3.968001371548446,2022-04-13 05:55:00+00:00,2022-04-13 06:05:00+00:00,2,False,2022-04-13 03:20:00+00:00,200.0
development,300,2022-04-20 05:00:00+00:00,2022-04-20 06:15:00+00:00,2022-04-20 10:30:00+00:00,3096.1275,2.84356797321812,2.5920719372495964,2022-04-20 06:05:00+00:00,2022-04-20 06:10:00+00:00,1,True,2022-04-20 00:25:00+00:00,25.0
development,300,2022-04-28 05:00:00+00:00,2022-04-28 07:55:00+00:00,2022-04-28 08:30:00+00:00,2902.7174999999997,3.707358018822116,3.455430303670193,2022-04-28 07:45:00+00:00,2022-04-28 07:50:00+00:00,1,True,2022-04-28 01:50:00+00:00,110.0
development,300,2022-05-02 05:00:00+00:00,2022-05-02 06:50:00+00:00,2022-05-02 09:50:00+00:00,2856.2925,-6.817847611895456,-7.311183096541207,2022-05-02 06:00:00+00:00,2022-05-02 06:10:00+00:00,2,False,2022-05-02 04:50:00+00:00,290.0
development,300,2022-05-19 05:00:00+00:00,2022-05-19 07:20:00+00:00,2022-05-19 11:00:00+00:00,1952.925,-3.8192301291652293,-4.315562732734246,2022-05-19 06:55:00+00:00,2022-05-19 07:00:00+00:00,1,True,2022-05-19 03:05:00+00:00,185.0
development,300,2022-06-02 05:00:00+00:00,2022-06-02 07:35:00+00:00,2022-06-02 11:00:00+00:00,1826.7925,0.23430849425971656,-0.2660756221763313,2022-06-02 07:25:00+00:00,2022-06-02 07:30:00+00:00,1,True,2022-06-02 04:15:00+00:00,255.0
development,300,2022-06-17 05:00:00+00:00,2022-06-17 07:55:00+00:00,2022-06-17 11:00:00+00:00,1100.025,1.4249585236698175,0.9233843522320043,2022-06-17 07:20:00+00:00,2022-06-17 07:25:00+00:00,1,True,2022-06-17 02:00:00+00:00,120.0
development,300,2022-06-21 05:00:00+00:00,2022-06-21 05:30:00+00:00,2022-06-21 05:45:00+00:00,1135.0075,7.346644845959216,7.092898396760816,2022-06-21 05:20:00+00:00,2022-06-21 05:25:00+00:00,1,True,2022-06-21 01:10:00+00:00,70.0
development,300,2022-07-05 05:00:00+00:00,2022-07-05 05:35:00+00:00,2022-07-05 06:15:00+00:00,1158.73,4.614110275905481,4.361729411199899,2022-07-05 05:20:00+00:00,2022-07-05 05:30:00+00:00,2,False,2022-07-05 04:15:00+00:00,255.0
development,300,2022-07-06 05:00:00+00:00,2022-07-06 10:00:00+00:00,2022-07-06 11:00:00+00:00,1143.0025,-1.608440051530979,-2.1069823403349504,2022-07-06 09:20:00+00:00,2022-07-06 09:25:00+00:00,1,True,2022-07-06 02:10:00+00:00,130.0
development,300,2022-07-29 05:00:00+00:00,2022-07-29 10:10:00+00:00,2022-07-29 11:00:00+00:00,1731.6399999999999,-3.58772955117691,-4.084293539631456,2022-07-29 06:35:00+00:00,2022-07-29 06:45:00+00:00,2,False,2022-07-29 04:50:00+00:00,290.0
development,300,2022-08-04 05:00:00+00:00,2022-08-04 05:25:00+00:00,2022-08-04 06:25:00+00:00,1648.0324999999998,-8.871465216857045,-9.362748110193431,2022-08-04 05:00:00+00:00,2022-08-04 05:05:00+00:00,1,True,2022-08-04 01:35:00+00:00,95.0
development,300,2022-08-18 05:00:00+00:00,2022-08-18 10:15:00+00:00,2022-08-18 11:00:00+00:00,1853.7775,-2.184869003966183,-2.682835151888207,2022-08-18 10:05:00+00:00,2022-08-18 10:10:00+00:00,1,True,2022-08-18 02:05:00+00:00,125.0
development,300,2022-09-06 05:00:00+00:00,2022-09-06 07:30:00+00:00,2022-09-06 11:00:00+00:00,1660.0725,0.41848834915343447,-0.08207985509360827,2022-09-06 06:45:00+00:00,2022-09-06 06:50:00+00:00,1,True,2022-09-06 01:00:00+00:00,60.0
development,300,2022-09-13 05:00:00+00:00,2022-09-13 07:00:00+00:00,2022-09-13 10:45:00+00:00,1711.295,7.100168001425833,6.846544729061388,2022-09-13 06:40:00+00:00,2022-09-13 06:45:00+00:00,1,True,2022-09-13 04:20:00+00:00,260.0
development,300,2022-09-14 05:00:00+00:00,2022-09-14 06:40:00+00:00,2022-09-14 11:00:00+00:00,1600.5,-1.1778819119025337,-1.6768545436747102,2022-09-14 05:10:00+00:00,2022-09-14 05:15:00+00:00,1,True,2022-09-14 04:50:00+00:00,290.0
development,300,2022-10-03 05:00:00+00:00,2022-10-03 06:40:00+00:00,2022-10-03 11:00:00+00:00,1290.12,2.219911326078306,1.7175425991157849,2022-10-03 06:05:00+00:00,2022-10-03 06:10:00+00:00,1,True,2022-10-03 02:00:00+00:00,120.0
development,300,2022-10-17 05:00:00+00:00,2022-10-17 05:20:00+00:00,2022-10-17 06:10:00+00:00,1304.6374999999998,2.062369815370291,1.8112641832786607,2022-10-17 05:10:00+00:00,2022-10-17 05:15:00+00:00,1,True,2022-10-17 01:55:00+00:00,115.0
development,300,2022-11-01 05:00:00+00:00,2022-11-01 10:00:00+00:00,2022-11-01 11:00:00+00:00,1595.375,2.895463449032421,2.392419507554156,2022-11-01 09:45:00+00:00,2022-11-01 09:55:00+00:00,2,False,2022-11-01 03:00:00+00:00,180.0
development,300,2022-11-23 05:00:00+00:00,2022-11-23 08:20:00+00:00,2022-11-23 10:55:00+00:00,1160.0025,9.080583015984866,8.825970030969366,2022-11-23 08:00:00+00:00,2022-11-23 08:05:00+00:00,1,True,2022-11-23 04:00:00+00:00,240.0
development,300,2022-12-05 05:00:00+00:00,2022-12-05 05:15:00+00:00,2022-12-05 11:00:00+00:00,1296.9199999999998,-1.0399777935415795,-1.5390882605144536,2022-12-05 05:05:00+00:00,2022-12-05 05:10:00+00:00,1,True,2022-12-05 04:55:00+00:00,295.0
development,300,2023-01-10 05:00:00+00:00,2023-01-10 08:40:00+00:00,2023-01-10 10:30:00+00:00,1326.415,2.0313657490303565,1.7802756112248024,2023-01-10 08:25:00+00:00,2023-01-10 08:35:00+00:00,2,False,2023-01-10 02:40:00+00:00,160.0
development,300,2023-02-17 05:00:00+00:00,2023-02-17 09:50:00+00:00,2023-02-17 11:00:00+00:00,1660.6875,0.7960407963569341,0.2950952283446554,2023-02-17 09:00:00+00:00,2023-02-17 09:05:00+00:00,1,True,2023-02-17 03:30:00+00:00,210.0
development,300,2023-03-16 05:00:00+00:00,2023-03-16 08:05:00+00:00,2023-03-16 10:50:00+00:00,1652.6175,3.758554535456549,3.5066012348392133,2023-03-16 07:40:00+00:00,2023-03-16 07:45:00+00:00,1,True,2023-03-16 01:15:00+00:00,75.0
development,300,2023-03-17 05:00:00+00:00,2023-03-17 07:20:00+00:00,2023-03-17 10:45:00+00:00,1709.1425,8.878044399457673,8.623532633141151,2023-03-17 06:55:00+00:00,2023-03-17 07:00:00+00:00,1,True,2023-03-17 02:20:00+00:00,140.0
development,300,2023-03-22 05:00:00+00:00,2023-03-22 06:00:00+00:00,2023-03-22 11:00:00+00:00,1799.31,-3.151054570918787,-3.6480550161252396,2023-03-22 05:25:00+00:00,2023-03-22 05:30:00+00:00,1,True,2023-03-22 03:15:00+00:00,195.0
development,300,2023-04-10 05:00:00+00:00,2023-04-10 05:55:00+00:00,2023-04-10 11:00:00+00:00,1858.2175,0.1253690700900426,-0.37490616136430754,2023-04-10 05:40:00+00:00,2023-04-10 05:50:00+00:00,2,False,2023-04-10 01:25:00+00:00,85.0
development,300,2023-04-13 05:00:00+00:00,2023-04-13 06:25:00+00:00,2023-04-13 07:55:00+00:00,1914.5025,2.471503171189338,2.2201930746519998,2023-04-13 06:00:00+00:00,2023-04-13 06:05:00+00:00,1,True,2023-04-13 01:30:00+00:00,90.0
development,300,2023-04-28 05:00:00+00:00,2023-04-28 06:00:00+00:00,2023-04-28 07:45:00+00:00,1913.0425,1.6686942396731523,1.417785346999723,2023-04-28 05:35:00+00:00,2023-04-28 05:50:00+00:00,3,False,2023-04-28 04:55:00+00:00,295.0
development,300,2023-06-26 05:00:00+00:00,2023-06-26 07:25:00+00:00,2023-06-26 11:00:00+00:00,1894.0,-4.998732840549125,-5.493886530863346,2023-06-26 07:10:00+00:00,2023-06-26 07:20:00+00:00,2,False,2023-06-26 01:20:00+00:00,80.0
development,300,2023-06-29 05:00:00+00:00,2023-06-29 05:30:00+00:00,2023-06-29 07:15:00+00:00,1838.585,1.6967211197742142,1.4457982206638857,2023-06-29 05:20:00+00:00,2023-06-29 05:25:00+00:00,1,True,2023-06-29 01:20:00+00:00,80.0
development,300,2023-08-23 05:00:00+00:00,2023-08-23 06:35:00+00:00,2023-08-23 06:50:00+00:00,1638.625,1.6596536730490556,1.4087492983999144,2023-08-23 06:25:00+00:00,2023-08-23 06:30:00+00:00,1,True,2023-08-23 01:20:00+00:00,80.0
