candidate,year,n,mean_r,cum_r,pf_r,win_rate
SCORE3_100R__SCORE4_150R,2020,8,0.6391362763915545,5.113090211132436,6.113090211132436,0.875
SCORE3_100R__SCORE4_150R,2021,57,0.0696973238869927,3.9727474615585834,1.167814901499554,0.5614035087719298
SCORE3_100R__SCORE4_150R,2022,42,0.16434593015175117,6.902529066373549,1.4821754465269181,0.5714285714285714
SCORE3_100R__SCORE4_150R,2023,53,0.019508499328187927,1.03395046439396,1.0468292188815786,0.5660377358490566
SCORE3_100R__SCORE4_150R,2024,58,0.058331634861003054,3.383234821938177,1.1599735676167167,0.603448275862069
