hour_utc,hour_wib,direction,hold_min,year,N,WR,net,exp,PF,DD,LS
0,7,SHORT,360,2024,366,39.89071038251366,-410.15246719791395,-1.1206351562784533,0.6508138596001797,412.8575796490709,12
0,7,SHORT,720,2022,365,46.3013698630137,54.36138011220214,0.148935287978636,1.0301466934122632,231.23359013605582,11
0,7,SHORT,720,2023,365,40.821917808219176,-395.2429016380207,-1.0828572647617005,0.620203721415752,395.2429016380209,10
0,7,SHORT,720,2024,366,40.98360655737705,-540.9781527900009,-1.4780823846721336,0.6685089601580186,566.4768216955962,9
0,7,SHORT,960,2022,365,45.20547945205479,110.81126033345498,0.3035924940642602,1.0502625821894764,319.5815712008668,9
0,7,SHORT,960,2023,365,47.94520547945205,-332.07887159937167,-0.9098051276695114,0.7489384268691276,332.318640274219,7
0,7,SHORT,960,2024,366,43.44262295081967,-269.29903332125554,-0.7357897085280206,0.8556354411973268,334.33387287052676,9
1,8,LONG,60,2022,365,37.26027397260274,-380.1369977334234,-1.0414712266669135,0.5242446548062695,380.1369977334236,8
1,8,LONG,60,2023,365,31.780821917808222,-333.56085133981935,-0.9138653461364914,0.3310164782253525,333.98513017841304,20
1,8,LONG,60,2024,366,37.43169398907104,-375.0632455276508,-1.0247629659225432,0.4422483843876239,381.6011289896141,15
1,8,LONG,120,2022,365,40.273972602739725,-470.93837443107395,-1.2902421217289697,0.5453440991517462,470.93837443107407,10
1,8,LONG,120,2023,365,33.97260273972603,-341.6250797946082,-0.935959122724954,0.44396012654871236,345.6001500479741,27
1,8,LONG,120,2024,366,43.98907103825137,-315.99162906744857,-0.8633651067416628,0.6016770827827114,349.94905951681346,10
1,8,LONG,240,2022,365,42.73972602739726,-517.9540734093978,-1.4190522559161582,0.5988739468387893,519.4648456177865,8
1,8,LONG,240,2023,365,36.16438356164384,-291.54558078415755,-0.798755015847007,0.5541011017038696,306.8154188121145,10
1,8,LONG,240,2024,366,45.62841530054645,-179.88261302906614,-0.49148254925974355,0.792155548223142,287.71483944248763,8
1,8,LONG,360,2022,365,42.19178082191781,-475.9465495702408,-1.303963149507509,0.6747033997095181,475.9465495702405,8
1,8,LONG,360,2023,365,37.26027397260274,-334.42692967322034,-0.9162381634882749,0.5591117022299217,348.9248669331576,14
1,8,LONG,360,2024,366,46.72131147540984,-59.72679584949162,-0.16318796680188968,0.9364049279581819,222.9833114416329,7
1,8,LONG,720,2022,365,45.47945205479452,-439.0664560485343,-1.2029217973932447,0.7861003463092451,489.5745340190103,7
1,8,LONG,720,2023,365,42.19178082191781,-205.39421243869427,-0.5627238696950528,0.7814539089272856,256.1665325305462,12
1,8,LONG,720,2024,366,49.45355191256831,37.699275614518314,0.10300348528556916,1.0281185588171857,152.2449990002855,7
1,8,LONG,960,2022,365,48.49315068493151,-413.95311813975,-1.134118131889726,0.8254154956282599,573.8763385723443,6
1,8,LONG,960,2023,365,44.38356164383562,-312.37616186950873,-0.8558251010123527,0.7680671496191112,368.6864100094409,9
1,8,LONG,960,2024,366,48.08743169398907,-190.7770482508634,-0.5212487657127415,0.8944858674007053,407.07682043173764,7
1,8,SHORT,60,2022,365,45.20547945205479,-150.73355572279752,-0.4129686458158836,0.7738708727609359,192.28330500899864,7
1,8,SHORT,60,2023,365,33.15068493150685,-208.2097305129394,-0.5704376178436695,0.5226937344333965,214.87226228984468,12
1,8,SHORT,60,2024,366,38.25136612021858,-160.58371132015387,-0.43875330961790676,0.7176574665920148,177.68508245267242,11
1,8,SHORT,120,2022,365,43.28767123287671,-46.880292043716125,-0.12843915628415375,0.9433037584827776,164.9144365839253,13
1,8,SHORT,120,2023,365,38.35616438356164,-196.49673872166335,-0.5383472293744201,0.6299343855201918,232.86976109743773,12
1,8,SHORT,120,2024,366,38.52459016393443,-211.49972116729873,-0.5778680906210348,0.7201605879732256,227.96927186686966,7
1,8,SHORT,240,2022,365,46.57534246575342,22.87171522786474,0.0626622335009993,1.0224040029483616,211.82533680212387,9
1,8,SHORT,240,2023,365,37.26027397260274,-244.018327827554,-0.6685433639111069,0.6080625775142101,262.53755646688325,11
1,8,SHORT,240,2024,366,39.89071038251366,-339.38831978667565,-0.9272904912204253,0.6464737691300964,342.13388841378304,7
1,8,SHORT,360,2022,365,48.49315068493151,4.537317333972624,0.012431006394445544,1.003722181448864,216.45922131367152,8
1,8,SHORT,360,2023,365,41.369863013698634,-197.16145779304105,-0.540168377515181,0.7138616045287849,227.52600755349164,14
1,8,SHORT,360,2024,366,36.6120218579235,-448.779574068502,-1.2261736996407158,0.6149635419439767,457.0507389292103,12
1,8,SHORT,720,2022,365,46.3013698630137,44.54086876029939,0.12202977742547778,1.0243878702368723,275.6951094179707,7
1,8,SHORT,720,2023,365,43.013698630136986,-309.4992328093266,-0.8479431035871962,0.6867124574727562,326.27643821655437,9
1,8,SHORT,720,2024,366,40.16393442622951,-503.82925168834527,-1.3765826548861892,0.6924005118696531,558.2210796509315,7
1,8,SHORT,960,2022,365,46.57534246575342,66.1669518148868,0.18127932004078576,1.030841087052323,311.6207384960027,8
1,8,SHORT,960,2023,365,45.75342465753425,-175.20185353487216,-0.4800050781777319,0.862193484222185,212.78800673896998,10
1,8,SHORT,960,2024,366,46.17486338797814,-245.8466373841965,-0.6717121240005369,0.8661315868732908,354.88799101104905,9
2,9,LONG,60,2022,365,38.9041095890411,-364.9249070244304,-0.9997942658203572,0.46616692940259763,364.92490702443087,8
2,9,LONG,60,2023,365,29.589041095890412,-281.6655202263519,-0.7716863567845257,0.3481970232720353,282.80568499651014,12
2,9,LONG,60,2024,366,40.16393442622951,-214.81269295298432,-0.58691992610105,0.5931002612902763,238.55787930869076,10
2,9,LONG,120,2022,365,40.273972602739725,-406.491378936226,-1.1136750107841809,0.5601978000227309,406.49137893622583,10
2,9,LONG,120,2023,365,33.97260273972603,-246.11919264862394,-0.6742991579414355,0.4637193380231363,258.22935992997077,11
2,9,LONG,120,2024,366,43.44262295081967,-115.46815176560372,-0.31548675345793364,0.8034487158214533,168.7528334853471,10
2,9,LONG,240,2022,365,42.465753424657535,-325.45893496515566,-0.8916683149730292,0.6981814838546766,326.3499587538313,6
2,9,LONG,240,2023,365,36.43835616438356,-266.9023851619428,-0.731239411402583,0.5431592096103626,278.95932273180836,13
2,9,LONG,240,2024,366,47.26775956284153,-32.231590311859286,-0.08806445440398712,0.9556499108856162,153.00495419154174,6
2,9,LONG,360,2022,365,42.73972602739726,-318.11044460796813,-0.8715354646793647,0.7491614672814781,339.6010257850549,7
2,9,LONG,360,2023,365,35.89041095890411,-267.4357729663317,-0.7327007478529635,0.5978824106296295,284.9190899377587,12
2,9,LONG,360,2024,366,46.17486338797814,-1.223662265869251,-0.0033433395242329265,0.9986125302455086,182.45844094263987,7
2,9,LONG,720,2022,365,45.20547945205479,-393.7250243977513,-1.0786986969801406,0.8096324149787668,456.58938869794076,7
2,9,LONG,720,2023,365,41.0958904109589,-197.00602383690656,-0.539742531060018,0.7791969165754062,262.35061748406787,7
2,9,LONG,720,2024,366,48.90710382513661,7.341747084008162,0.020059418262317382,1.005409546353174,191.2503278069051,6
2,9,LONG,960,2022,365,46.849315068493155,-482.9372156571776,-1.323115659334733,0.8037226292646211,597.3397921132587,7
2,9,LONG,960,2023,365,45.20547945205479,-172.9447864667648,-0.473821332785657,0.8669214638704761,255.1416753364095,9
2,9,LONG,960,2024,366,50.0,-28.128745462028377,-0.07685449579789173,0.9841251463994816,301.04333150197374,6
2,9,SHORT,60,2022,365,36.16438356164384,-170.29827067019065,-0.4665706045758648,0.7131155759664781,172.65079536896263,9
2,9,SHORT,60,2023,365,27.671232876712327,-261.8791491058024,-0.7174771208378148,0.37102022520257666,285.4572840274845,11
2,9,SHORT,60,2024,366,33.60655737704918,-324.77248431493865,-0.8873565145216903,0.46089049266831544,326.3164120507686,7
2,9,SHORT,120,2022,365,40.821917808219176,-112.8343462355858,-0.3091351951659885,0.8556245834045731,193.27358423219863,10
2,9,SHORT,120,2023,365,32.87671232876712,-296.4373096403898,-0.8121570127133967,0.3856668139902212,308.4793612882773,7
2,9,SHORT,120,2024,366,32.240437158469945,-418.67873526337416,-1.1439309706649567,0.45280953167887217,425.5768491644819,10
2,9,SHORT,240,2022,365,41.64383561643836,-166.1291852860471,-0.45514845283848515,0.8353004352618335,253.64207764360657,8
2,9,SHORT,240,2023,365,36.986301369863014,-271.8031304647442,-0.7446661108623128,0.5322490753113057,289.402805662714,11
2,9,SHORT,240,2024,366,37.704918032786885,-491.8061203765127,-1.3437325693347342,0.49688183744488773,497.1492914594112,10
2,9,SHORT,360,2022,365,41.917808219178085,-160.44271391608123,-0.43956907922214034,0.8664434612228272,234.07957382757803,8
2,9,SHORT,360,2023,365,37.80821917808219,-267.4653920225349,-0.7327818959521504,0.5931077910213931,280.0061621749894,8
2,9,SHORT,360,2024,366,40.98360655737705,-513.0689208526999,-1.4018276526030051,0.554094262619322,518.4841862392368,8
2,9,SHORT,720,2022,365,47.397260273972606,2.8136123802641038,0.007708527069216722,1.001500278365267,260.64789671337417,9
2,9,SHORT,720,2023,365,44.109589041095894,-322.86309293650163,-0.8845564190041141,0.6602709971262052,322.8630929365018,7
2,9,SHORT,720,2024,366,42.89617486338798,-481.5165694737959,-1.3156190422781309,0.7009776711686063,514.8840430860103,8
2,9,SHORT,960,2022,365,48.76712328767123,140.44689120555861,0.3847860033029003,1.065196418561796,318.9957690836486,8
2,9,SHORT,960,2023,365,46.02739726027397,-314.38217180870663,-0.8613210186539908,0.7705973692090259,337.76251540540903,7
2,9,SHORT,960,2024,366,45.08196721311475,-404.7354111213857,-1.105834456615808,0.7945718512223279,453.64283412719277,8
3,10,LONG,60,2022,365,34.794520547945204,-316.9996415527194,-0.8684921686375875,0.5084340291850145,316.99964155271925,9
3,10,LONG,60,2023,365,23.28767123287671,-237.71863273773454,-0.6512839253088617,0.3035880376276429,245.0980995773562,46
3,10,LONG,60,2024,366,36.6120218579235,-175.0010527514336,-0.4781449528727694,0.6178750741652299,184.10937449212213,9
3,10,LONG,120,2022,365,40.54794520547945,-321.85588622047436,-0.8817969485492448,0.573099230886242,321.85588622047453,10
3,10,LONG,120,2023,365,30.958904109589042,-223.48625448692698,-0.6122911081833616,0.41295442105203983,238.3819711810935,20
3,10,LONG,120,2024,366,42.07650273224044,-136.96498411829054,-0.37422126808276107,0.7559029806084002,156.13569484534628,7
3,10,LONG,240,2022,365,43.28767123287671,-279.00860968441145,-0.7644071498203053,0.7275338687373579,279.00860968441145,8
3,10,LONG,240,2023,365,36.986301369863014,-266.46856108685245,-0.7300508522927465,0.4915851361131935,275.21703587824845,14
3,10,LONG,240,2024,366,48.08743169398907,-16.18008230313676,-0.04420787514518241,0.9769037740787605,162.60397426581665,8
3,10,LONG,360,2022,365,44.109589041095894,-308.71535050887246,-0.8457954808462259,0.7627549501644894,313.2033191767519,10
3,10,LONG,360,2023,365,37.80821917808219,-243.55894019126646,-0.6672847676473054,0.6042051485591291,265.59120526370634,12
3,10,LONG,360,2024,366,48.36065573770492,13.657692900433304,0.03731610082085602,1.014819663060304,148.85542774378303,7
3,10,LONG,720,2022,365,47.94520547945205,-240.18474805566734,-0.6580404056319653,0.881631883911361,388.1266678322206,8
3,10,LONG,720,2023,365,43.013698630136986,-214.9188565853113,-0.5888187851652364,0.7832657603271991,286.941591350317,11
3,10,LONG,720,2024,366,45.62841530054645,-114.86050358206617,-0.3138265125193065,0.9231607466144574,274.3699420064846,7
3,10,LONG,960,2022,365,48.21917808219178,-397.15896276026876,-1.0881067472884076,0.8388418954030104,504.22470119815614,7
3,10,LONG,960,2023,365,47.671232876712324,-60.6212876971004,-0.16608571971808328,0.951400892606047,252.2315629425355,8
3,10,LONG,960,2024,366,48.08743169398907,-112.58249204105837,-0.3076024372706513,0.9376759272621125,369.7076820436321,6
3,10,SHORT,60,2022,365,35.89041095890411,-218.02568920948272,-0.5973306553684458,0.6321584991909143,272.040966027112,11
3,10,SHORT,60,2023,365,18.356164383561644,-307.816387396467,-0.8433325682094986,0.2034783577073491,307.81638739646695,23
3,10,SHORT,60,2024,366,31.420765027322407,-368.2544758127716,-1.0061597699802503,0.35627943699140585,372.7550279023939,12
3,10,SHORT,120,2022,365,36.43835616438356,-205.33607951463716,-0.5625646014099648,0.7097474220800218,260.6815288723053,13
3,10,SHORT,120,2023,365,27.123287671232877,-321.07022713892934,-0.8796444579148749,0.27576084907899867,321.3763084068973,17
3,10,SHORT,120,2024,366,36.885245901639344,-401.0455808138476,-1.0957529530432994,0.4374076836895627,407.03238059854357,9
3,10,SHORT,240,2022,365,37.80821917808219,-223.12178104339566,-0.6112925508038237,0.7794715587832854,280.28466809889716,13
3,10,SHORT,240,2023,365,33.42465753424658,-274.32295043010345,-0.7515697272057629,0.48611612435783885,283.9433625647566,11
3,10,SHORT,240,2024,366,37.15846994535519,-509.9489398999778,-1.3933031144808137,0.4754731105204564,512.9876699324836,7
3,10,SHORT,360,2022,365,41.917808219178085,-162.01796605105238,-0.44388483849603394,0.8698232789151515,253.04188462715908,7
3,10,SHORT,360,2023,365,35.89041095890411,-292.22578886998815,-0.8006185996438031,0.5456437203239032,301.0381895417198,9
3,10,SHORT,360,2024,366,43.71584699453552,-523.527653072761,-1.4304034236960683,0.5646060272021017,531.1059145212714,8
3,10,SHORT,720,2022,365,45.75342465753425,-148.3827336664792,-0.4065280374424088,0.9257183268092422,320.54185504706595,8
3,10,SHORT,720,2023,365,43.28767123287671,-298.86226252475024,-0.818800719245891,0.7100244202105513,298.8622625247504,8
3,10,SHORT,720,2024,366,46.994535519125684,-351.7824932026547,-0.9611543530127177,0.7812194789480718,432.81796977104864,9
3,10,SHORT,960,2022,365,46.3013698630137,73.48047903077887,0.20131638090624346,1.0327412343457336,376.34406573859115,8
3,10,SHORT,960,2023,365,42.465753424657535,-427.85410017016204,-1.1722030141648274,0.7034776432329364,435.3434794816743,7
3,10,SHORT,960,2024,366,46.44808743169399,-317.60428767034364,-0.8677712777878241,0.8338106849225722,383.49765603367706,7
4,11,LONG,60,2022,365,32.054794520547944,-279.18035623125843,-0.7648776883048176,0.46102631206960076,279.1803562312583,14
4,11,LONG,60,2023,365,22.73972602739726,-259.30819833886244,-0.7104334201064725,0.22917464989190633,259.6691366358587,22
4,11,LONG,60,2024,366,35.79234972677596,-236.7471827322482,-0.646850226044394,0.4816920643991399,239.52901057436574,12
4,11,LONG,120,2022,365,41.0958904109589,-197.9643037472444,-0.5423679554719024,0.6953409290652328,211.14059922010273,11
4,11,LONG,120,2023,365,30.136986301369863,-294.54891400061797,-0.8069833260290903,0.32593974295418104,295.00756484899404,11
4,11,LONG,120,2024,366,42.07650273224044,-191.51654736567974,-0.5232692550974857,0.6485496461693431,192.70073895451162,11
4,11,LONG,240,2022,365,44.38356164383562,-188.21927512864568,-0.5156692469277964,0.7881415410570048,223.21269441678393,10
4,11,LONG,240,2023,365,33.6986301369863,-295.3147499453901,-0.8090815066996988,0.4612957589587759,300.69496866857673,12
4,11,LONG,240,2024,366,42.89617486338798,-160.01719385971649,-0.4372054477041434,0.7923416354878032,210.11492430513562,8
4,11,LONG,360,2022,365,45.47945205479452,-310.8662558979124,-0.8516883723230477,0.7537661358488731,351.1985434975796,10
4,11,LONG,360,2023,365,39.178082191780824,-265.8836902637859,-0.7284484664761258,0.6044374778794849,293.520303028245,9
4,11,LONG,360,2024,366,47.81420765027322,-23.79765730821574,-0.06502092160714683,0.9734723203316953,151.88152072082806,6
4,11,LONG,720,2022,365,48.49315068493151,-159.9821140942966,-0.4383071619021825,0.9186934802810552,411.2587987267774,7
4,11,LONG,720,2023,365,42.19178082191781,-283.84795845108476,-0.7776656395920131,0.7532607952899765,342.6272755672629,6
4,11,LONG,720,2024,366,46.17486338797814,-263.6657600233523,-0.7203982514299243,0.8350255306262526,349.2516763690878,8
4,11,LONG,960,2022,365,45.47945205479452,-375.83765759848916,-1.0296922125986003,0.8475599592155388,570.6329055657153,7
4,11,LONG,960,2023,365,46.02739726027397,-118.20701571719201,-0.323854837581348,0.9096988491198964,289.2699084592217,7
4,11,LONG,960,2024,366,45.62841530054645,-279.32191255235307,-0.7631746244599811,0.8540360014010413,388.6757978032329,7
4,11,SHORT,60,2022,365,34.24657534246575,-261.73165660836816,-0.7170730318037484,0.4832502252406873,266.92658947564456,16
4,11,SHORT,60,2023,365,21.643835616438356,-286.7926517075958,-0.7857332923495775,0.19400846440420347,286.7926517075959,20
4,11,SHORT,60,2024,366,33.060109289617486,-307.5607800310437,-0.8403300000848188,0.3784094650520513,314.3756237211847,12
4,11,SHORT,120,2022,365,35.342465753424655,-332.6537216688567,-0.9113800593667306,0.5436429795329804,334.73856608394976,15
4,11,SHORT,120,2023,365,29.863013698630137,-249.13432268384489,-0.6825597881749175,0.3952942681042322,255.858981167144,15
4,11,SHORT,120,2024,366,38.25136612021858,-347.8820666847796,-0.9504974499584142,0.4543937406423981,347.88206668477943,11
4,11,SHORT,240,2022,365,32.602739726027394,-324.2297912195594,-0.8883007978618065,0.6734257898340917,326.81530192279445,15
4,11,SHORT,240,2023,365,35.342465753424655,-245.03597634303185,-0.6713314420357037,0.5263905459262472,255.8487202699547,17
4,11,SHORT,240,2024,366,40.43715846994536,-368.6124359110163,-1.0071378030355636,0.5802189949317237,374.8601493084888,8
4,11,SHORT,360,2022,365,40.54794520547945,-167.29446839688944,-0.4583410093065464,0.8620353746308483,219.4474018312389,14
4,11,SHORT,360,2023,365,37.26027397260274,-267.67278672976556,-0.7333501006294947,0.6078844989497787,282.29740720223737,8
4,11,SHORT,360,2024,366,42.349726775956285,-489.89904072295417,-1.3385219691883994,0.570898829699845,489.89904072295406,10
4,11,SHORT,720,2022,365,44.109589041095894,-231.3120349359822,-0.6337316025643348,0.8853215154858765,358.73437334769505,10
4,11,SHORT,720,2023,365,44.93150684931507,-220.45765437217318,-0.6039935736223923,0.8009359061041497,228.24262003009414,7
4,11,SHORT,720,2024,366,46.994535519125684,-204.5098531916436,-0.5587700906875508,0.869450556999174,293.4575001099502,9
4,11,SHORT,960,2022,365,49.04109589041096,57.33902947077388,0.15709323142677775,1.0254919858996492,384.4730143519515,6
4,11,SHORT,960,2023,365,43.56164383561644,-365.2286125006934,-1.000626335618338,0.7452508576458187,377.8545442372243,10
4,11,SHORT,960,2024,366,47.26775956284153,-142.03425105646258,-0.3880717241979852,0.9228336406449263,242.45859177755648,9
5,12,LONG,60,2022,365,35.06849315068493,-192.84616990940935,-0.5283456709846832,0.627641569988277,201.36188288131294,11
5,12,LONG,60,2023,365,23.835616438356162,-309.18745483170574,-0.847088917347139,0.21508085172163138,309.830738623145,18
5,12,LONG,60,2024,366,34.15300546448087,-229.3451230342545,-0.6266260192192746,0.49800712896124644,237.22662573398006,15
5,12,LONG,120,2022,365,40.0,-233.39759895265132,-0.6394454765826063,0.6772041972272509,237.67318931826722,14
5,12,LONG,120,2023,365,27.123287671232877,-317.04357378924476,-0.8686125309294377,0.292617055545923,317.0435737892446,18
5,12,LONG,120,2024,366,41.53005464480874,-154.64523390310217,-0.4225279614838857,0.7162068132228736,182.37883470922927,9
5,12,LONG,240,2022,365,43.28767123287671,-262.9385171831099,-0.720379499131808,0.7544300299182581,304.6493825566779,9
5,12,LONG,240,2023,365,33.15068493150685,-294.22182362245337,-0.8060871880067215,0.48189926959238055,301.18543336941275,13
5,12,LONG,240,2024,366,42.62295081967213,-125.77146593941168,-0.3436378850803598,0.8444102852190148,209.4263714952956,11
5,12,LONG,360,2022,365,49.31506849315068,-220.61764748036498,-0.6044319109051095,0.8289801315269871,296.26458332448675,7
5,12,LONG,360,2023,365,39.178082191780824,-273.3660356271371,-0.7489480428140742,0.598637136226122,298.75097591323777,13
5,12,LONG,360,2024,366,45.3551912568306,-105.41314510271506,-0.28801405765769145,0.8854791803452654,187.52457328110822,8
5,12,LONG,720,2022,365,48.76712328767123,-162.62424990003473,-0.44554589013708146,0.9208525194934419,406.500103153992,8
5,12,LONG,720,2023,365,40.0,-296.2016419227901,-0.8115113477336715,0.7443323374875596,331.7536131745339,7
5,12,LONG,720,2024,366,46.994535519125684,-286.9094138857149,-0.7839055024199861,0.8192057167221822,341.89509668340696,10
5,12,LONG,960,2022,365,46.849315068493155,-165.04403659463014,-0.4521754427250141,0.9321586819400901,478.84365101170977,7
5,12,LONG,960,2023,365,46.57534246575342,-173.8235415660608,-0.47622888100290633,0.8684705130455285,337.8206595744301,11
5,12,LONG,960,2024,366,44.80874316939891,-309.9320247360438,-0.846808810754218,0.8412838794426971,417.1081371594845,6
5,12,SHORT,60,2022,365,33.97260273972603,-345.04181334206044,-0.9453200365535902,0.4246223260635981,347.1869462959462,15
5,12,SHORT,60,2023,365,25.753424657534246,-236.29837599047607,-0.6473928109328112,0.31441771108895555,241.43829595140986,18
5,12,SHORT,60,2024,366,32.78688524590164,-314.86025054957423,-0.8602739086053941,0.3777931547018831,316.2168837892899,18
5,12,SHORT,120,2022,365,35.342465753424655,-294.09911376918274,-0.805750996627898,0.615133260086626,294.9194984694581,13
5,12,SHORT,120,2023,365,31.232876712328768,-227.33009344702685,-0.6228221738274708,0.4167700676554609,238.45684433270836,11
5,12,SHORT,120,2024,366,33.060109289617486,-384.26811261843363,-1.0499128760066492,0.4408677709548523,386.8724592467676,10
5,12,SHORT,240,2022,365,41.0958904109589,-233.06081453573762,-0.6385227795499661,0.7823814821068251,262.7394309703334,15
5,12,SHORT,240,2023,365,36.71232876712329,-245.32175328402093,-0.6721143925589614,0.5398193546511524,258.5303064681822,11
5,12,SHORT,240,2024,366,42.349726775956285,-398.774733661871,-1.0895484526280628,0.5754398830399554,407.0656677678908,8
5,12,SHORT,360,2022,365,39.178082191780824,-251.8682863093356,-0.6900500994776317,0.8118306802200995,326.4104936042271,12
5,12,SHORT,360,2023,365,36.986301369863014,-260.21122891682836,-0.7129074764844613,0.6190707308358361,282.5727029703285,9
5,12,SHORT,360,2024,366,43.71584699453552,-410.0257225812644,-1.1202888595116514,0.6175196320314671,420.18568116315225,7
5,12,SHORT,720,2022,365,46.3013698630137,-223.22232352124402,-0.6115680096472439,0.8931669980159379,353.16012060560786,8
5,12,SHORT,720,2023,365,44.93150684931507,-206.59868294165005,-0.5660237888812331,0.8127532737955995,229.74455531557282,6
5,12,SHORT,720,2024,366,44.26229508196721,-182.1130750274882,-0.4975767077253776,0.8821062020635523,263.8713998653869,10
5,12,SHORT,960,2022,365,48.76712328767123,-133.56437142296642,-0.36592978472045595,0.9446709633041184,431.3850530962979,7
5,12,SHORT,960,2023,365,42.465753424657535,-305.46761266649924,-0.836897568949313,0.7807489815540695,323.9102749796358,10
5,12,SHORT,960,2024,366,47.540983606557376,-102.86857510459991,-0.28106168061366094,0.9442164245455781,242.96186614644864,7
6,13,LONG,60,2022,365,36.986301369863014,-314.06496605345194,-0.8604519617902793,0.48327834706402795,314.14048420227977,10
6,13,LONG,60,2023,365,25.205479452054796,-281.3613357277703,-0.770852974596631,0.2426221090438744,281.5116800930605,33
6,13,LONG,60,2024,366,38.52459016393443,-199.82407250344318,-0.5459674112115934,0.5411632749616239,205.24158474291175,9
6,13,LONG,120,2022,365,40.821917808219176,-262.587423368307,-0.7194175982693342,0.6497302800162892,276.88146173773043,8
6,13,LONG,120,2023,365,32.602739726027394,-274.1498921386435,-0.7510955949003931,0.3891051152986072,279.821961344272,13
6,13,LONG,120,2024,366,38.52459016393443,-242.972094200993,-0.6638581808770301,0.6111651803268099,249.82362362743376,12
6,13,LONG,240,2022,365,45.20547945205479,-388.1100412949748,-1.0633151816300679,0.661120282233492,406.2373129474605,7
6,13,LONG,240,2023,365,40.821917808219176,-244.8746649748318,-0.670889493081731,0.5853355613847288,271.4042980560675,12
6,13,LONG,240,2024,366,44.26229508196721,-106.98058190598537,-0.292296671874277,0.8643908483440094,184.8801351523237,12
6,13,LONG,360,2022,365,48.21917808219178,-245.32401511147245,-0.6721205893464999,0.812038578290847,293.69917709590663,6
6,13,LONG,360,2023,365,40.821917808219176,-224.44263632835657,-0.6149113324064563,0.6607991517432309,269.50994445149513,11
6,13,LONG,360,2024,366,43.169398907103826,-106.64785569832384,-0.29138758387520175,0.8863180806764878,201.47820514144684,9
