role,partition,dev_block,execution_start,parent_entry_ts,parent_exit_ts,loss_class,H,L,R,parent_pnl,parent_pnl_5bps,h2_eligible,h2_recovery_entry_ts,h2_recovery_exit_ts,h2_recovery_reason,h2_recovery_pnl,h2_recovery_pnl_5bps,episode_pnl,episode_pnl_5bps,episode_class,latent_target_recovered,latent_recovery_min,latent_target_visit
CENTRAL,external,,2020-11-01 18:00:00+00:00,2020-11-01 19:30:00+00:00,2020-11-01 19:40:00+00:00,L2_BREAK_FAST_FAIL_5M,1.6173,1.5363,0.0809999999999999,-1.76219625301427,-2.0121962530142703,True,2020-11-01 20:15:00+00:00,2020-11-01 22:20:00+00:00,FAILED_BREAK,-0.34007296110799556,-0.5900729611079956,-2.1022692141222654,-2.602269214122266,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CENTRAL,external,,2020-11-04 18:00:00+00:00,2020-11-04 18:30:00+00:00,2020-11-04 19:00:00+00:00,L4_BREAK_FAIL_30M,1.3969,1.2737,0.1231999999999999,-0.5011095998282422,-0.7511095998282422,True,2020-11-04 21:05:00+00:00,2020-11-04 21:35:00+00:00,FAILED_BREAK,-0.35793542844875237,-0.6079354284487524,-0.8590450282769946,-1.3590450282769946,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CENTRAL,external,,2020-11-05 18:00:00+00:00,2020-11-06 01:30:00+00:00,2020-11-06 04:05:00+00:00,WIN,1.489,1.3295,0.1595000000000002,21.423774345198154,21.173774345198154,False,,,NONE,0.0,0.0,21.423774345198154,21.173774345198154,PARENT_WIN,False,,
CENTRAL,external,,2020-11-06 18:00:00+00:00,2020-11-06 18:00:00+00:00,2020-11-06 19:00:00+00:00,L5_BREAK_FAIL_LATE,1.8125,1.6917,0.1208,-2.1241379310344977,-2.3741379310344977,True,2020-11-06 20:55:00+00:00,2020-11-06 21:00:00+00:00,TARGET,13.329655172413801,13.079655172413801,11.205517241379304,10.705517241379304,H2_ECONOMIC_RESCUE,True,20.0,1.0
CENTRAL,external,,2020-11-08 18:00:00+00:00,2020-11-08 18:00:00+00:00,2020-11-08 21:20:00+00:00,L0_NEVER_BREAK_REFERENCE_INVALIDATION,2.2768,2.0956,0.1812,-40.29778636683062,-40.54778636683062,False,,,NONE,0.0,0.0,-40.29778636683062,-40.54778636683062,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CENTRAL,external,,2020-11-09 18:00:00+00:00,2020-11-09 20:30:00+00:00,2020-11-10 03:35:00+00:00,WIN,2.0665,1.9517,0.1148,11.11057343334143,10.86057343334143,False,,,NONE,0.0,0.0,11.11057343334143,10.86057343334143,PARENT_WIN,False,,
CENTRAL,external,,2020-11-10 18:00:00+00:00,2020-11-10 22:40:00+00:00,2020-11-10 23:15:00+00:00,L4_BREAK_FAIL_30M,2.3,2.1382,0.1617999999999999,-0.73913043478252,-0.98913043478252,True,2020-11-10 23:25:00+00:00,2020-11-10 23:35:00+00:00,FAILED_BREAK,-3.239130434782578,-3.4891304347825782,-3.978260869565098,-4.478260869565098,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CENTRAL,external,,2020-11-14 18:00:00+00:00,2020-11-14 19:05:00+00:00,2020-11-15 05:40:00+00:00,WIN,1.9594,1.8785,0.0808999999999999,8.25762988669998,8.007629886699979,False,,,NONE,0.0,0.0,8.25762988669998,8.007629886699979,PARENT_WIN,False,,
CENTRAL,external,,2020-11-15 18:00:00+00:00,2020-11-16 04:25:00+00:00,2020-11-16 04:50:00+00:00,L4_BREAK_FAIL_30M,2.2252,2.031,0.1941999999999999,-1.011145065612118,-1.261145065612118,True,2020-11-16 05:00:00+00:00,2020-11-16 07:40:00+00:00,FAILED_BREAK,-0.4718676972856328,-0.7218676972856328,-1.4830127628977507,-1.9830127628977507,RESIDUAL_LATENT_RECOVERABLE,True,215.0,3.0
CENTRAL,external,,2020-11-18 18:00:00+00:00,2020-11-18 18:00:00+00:00,2020-11-19 05:55:00+00:00,L1_NEVER_BREAK_TIME,2.1283,2.004,0.1242999999999998,-11.58201381384194,-11.83201381384194,False,,,NONE,0.0,0.0,-11.58201381384194,-11.83201381384194,RESIDUAL_LATENT_RECOVERABLE,True,405.0,5.0
CENTRAL,external,,2020-11-21 18:00:00+00:00,2020-11-21 18:00:00+00:00,2020-11-21 18:35:00+00:00,WIN,2.4288,2.2281,0.2006999999999998,16.526679841897263,16.276679841897263,False,,,NONE,0.0,0.0,16.526679841897263,16.276679841897263,PARENT_WIN,False,,
CENTRAL,external,,2020-11-22 18:00:00+00:00,2020-11-22 18:00:00+00:00,2020-11-22 18:30:00+00:00,L4_BREAK_FAIL_30M,2.2387,2.1268,0.1119000000000003,-2.345111001920752,-2.5951110019207526,True,2020-11-22 18:35:00+00:00,2020-11-22 20:35:00+00:00,FAILED_BREAK,-0.6700317148345403,-0.9200317148345403,-3.0151427167552924,-3.515142716755293,RESIDUAL_LATENT_RECOVERABLE,True,645.0,6.0
CENTRAL,external,,2020-11-23 18:00:00+00:00,2020-11-23 22:25:00+00:00,2020-11-23 23:10:00+00:00,L5_BREAK_FAIL_LATE,2.3121,2.15,0.1621000000000001,-3.157302884823354,-3.407302884823354,True,2020-11-24 00:50:00+00:00,2020-11-24 01:15:00+00:00,FAILED_BREAK,-1.6435275290861417,-1.8935275290861417,-4.800830413909496,-5.300830413909496,RESIDUAL_LATENT_RECOVERABLE,True,160.0,2.0
CENTRAL,external,,2020-11-24 18:00:00+00:00,2020-11-24 19:05:00+00:00,2020-11-24 19:15:00+00:00,L2_BREAK_FAST_FAIL_5M,2.2567,2.1701,0.0865999999999997,-4.652811627597786,-4.902811627597786,True,2020-11-24 19:50:00+00:00,2020-11-24 20:05:00+00:00,FAILED_BREAK,-2.7030619931758815,-2.953061993175882,-7.355873620773668,-7.855873620773668,RESIDUAL_LATENT_RECOVERABLE,True,50.0,2.0
CENTRAL,external,,2020-11-26 18:00:00+00:00,2020-11-26 20:40:00+00:00,2020-11-26 20:50:00+00:00,L2_BREAK_FAST_FAIL_5M,1.8419,1.724,0.1179000000000001,-0.9501058689396767,-1.2001058689396769,False,,,NONE,0.0,0.0,-0.9501058689396767,-1.2001058689396769,RESIDUAL_LATENT_RECOVERABLE,True,10.0,1.0
CENTRAL,external,,2020-11-29 18:00:00+00:00,2020-11-30 00:05:00+00:00,2020-11-30 00:45:00+00:00,WIN,1.9324,1.8846,0.0477999999999998,4.947215897329715,4.697215897329715,False,,,NONE,0.0,0.0,4.947215897329715,4.697215897329715,PARENT_WIN,False,,
CENTRAL,external,,2020-11-30 18:00:00+00:00,2020-12-01 05:45:00+00:00,2020-12-01 05:55:00+00:00,WIN,2.015,1.9412,0.0738,7.325062034739482,7.075062034739482,False,,,NONE,0.0,0.0,7.325062034739482,7.075062034739482,PARENT_WIN,False,,
CENTRAL,external,,2020-12-02 18:00:00+00:00,2020-12-02 18:30:00+00:00,2020-12-03 05:55:00+00:00,L1_NEVER_BREAK_TIME,2.1773,2.0592,0.1180999999999996,-7.922656501171188,-8.172656501171188,False,,,NONE,0.0,0.0,-7.922656501171188,-8.172656501171188,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CENTRAL,external,,2020-12-05 18:00:00+00:00,2020-12-05 19:35:00+00:00,2020-12-05 20:30:00+00:00,L5_BREAK_FAIL_LATE,1.9629,1.8925,0.0704,-0.1273625757807761,-0.3773625757807761,True,2020-12-05 21:10:00+00:00,2020-12-05 21:20:00+00:00,FAILED_BREAK,-0.15283509093694247,-0.4028350909369425,-0.28019766671771856,-0.7801976667177186,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CENTRAL,external,,2020-12-06 18:00:00+00:00,2020-12-06 23:10:00+00:00,2020-12-07 05:55:00+00:00,L1_NEVER_BREAK_TIME,1.86,1.8195,0.0405000000000002,-2.231182795699005,-2.481182795699005,True,2020-12-07 12:55:00+00:00,2020-12-07 14:25:00+00:00,TARGET,4.3548387096774555,4.1048387096774555,2.1236559139784505,1.6236559139784505,H2_ECONOMIC_RESCUE,True,420.0,2.0
CENTRAL,external,,2020-12-08 18:00:00+00:00,2020-12-08 18:00:00+00:00,2020-12-08 20:45:00+00:00,L0_NEVER_BREAK_REFERENCE_INVALIDATION,1.7604,1.6955,0.0648999999999999,-20.904339922744818,-21.154339922744818,False,,,NONE,0.0,0.0,-20.904339922744818,-21.154339922744818,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CENTRAL,external,,2020-12-09 18:00:00+00:00,2020-12-09 21:05:00+00:00,2020-12-09 22:45:00+00:00,WIN,1.6519,1.6105,0.0413999999999998,5.012409952176222,4.762409952176222,False,,,NONE,0.0,0.0,5.012409952176222,4.762409952176222,PARENT_WIN,False,,
CENTRAL,external,,2020-12-10 18:00:00+00:00,2020-12-10 20:10:00+00:00,2020-12-11 00:45:00+00:00,L0_NEVER_BREAK_REFERENCE_INVALIDATION,1.6199,1.5409,0.0789999999999999,-26.081856904747124,-26.331856904747124,False,,,NONE,0.0,0.0,-26.081856904747124,-26.331856904747124,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CENTRAL,external,,2020-12-11 18:00:00+00:00,2020-12-11 20:00:00+00:00,2020-12-11 23:45:00+00:00,L0_NEVER_BREAK_REFERENCE_INVALIDATION,1.4973,1.4517,0.0456,-16.796901088626193,-17.046901088626193,True,2020-12-12 00:35:00+00:00,2020-12-12 00:55:00+00:00,TARGET,6.09096373472251,5.84096373472251,-10.705937353903682,-11.205937353903682,RESIDUAL_LATENT_RECOVERABLE,True,70.0,2.0
CENTRAL,external,,2020-12-14 18:00:00+00:00,2020-12-14 22:00:00+00:00,2020-12-14 22:15:00+00:00,L3_BREAK_FAST_FAIL_10M,1.5797,1.5379,0.0418,-3.6399316325884663,-3.8899316325884663,True,2020-12-14 22:40:00+00:00,2020-12-14 22:50:00+00:00,FAILED_BREAK,-0.7596379059315872,-1.0096379059315872,-4.399569538520053,-4.899569538520053,RESIDUAL_LATENT_RECOVERABLE,True,75.0,3.0
CENTRAL,external,,2020-12-16 18:00:00+00:00,2020-12-16 23:35:00+00:00,2020-12-17 00:05:00+00:00,WIN,1.7682,1.6618,0.1064,12.034837688044364,11.784837688044364,False,,,NONE,0.0,0.0,12.034837688044364,11.784837688044364,PARENT_WIN,False,,
CENTRAL,external,,2020-12-18 18:00:00+00:00,2020-12-18 22:35:00+00:00,2020-12-18 23:00:00+00:00,L3_BREAK_FAST_FAIL_10M,1.6864,1.6393,0.0470999999999999,-0.2668406072106055,-0.5168406072106055,False,,,NONE,0.0,0.0,-0.2668406072106055,-0.5168406072106055,RESIDUAL_LATENT_RECOVERABLE,True,60.0,1.0
CENTRAL,external,,2020-12-21 18:00:00+00:00,2020-12-21 19:05:00+00:00,2020-12-21 19:15:00+00:00,L2_BREAK_FAST_FAIL_5M,1.55,1.5146,0.0354000000000001,-0.7419354838709702,-0.9919354838709702,True,2020-12-21 19:20:00+00:00,2020-12-21 21:45:00+00:00,FAILED_BREAK,-0.2258064516129643,-0.4758064516129643,-0.9677419354839345,-1.4677419354839345,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CENTRAL,external,,2020-12-24 18:00:00+00:00,2020-12-24 20:55:00+00:00,2020-12-24 21:25:00+00:00,WIN,1.325,1.2908,0.0342,5.162264150943341,4.912264150943341,False,,,NONE,0.0,0.0,5.162264150943341,4.912264150943341,PARENT_WIN,False,,
CENTRAL,external,,2020-12-25 18:00:00+00:00,2020-12-25 18:45:00+00:00,2020-12-25 20:45:00+00:00,WIN,1.4111,1.3552,0.0559,7.922897030685272,7.672897030685272,False,,,NONE,0.0,0.0,7.922897030685272,7.672897030685272,PARENT_WIN,False,,
CENTRAL,external,,2020-12-28 18:00:00+00:00,2020-12-28 18:00:00+00:00,2020-12-28 21:35:00+00:00,WIN,1.4366,1.3672,0.0694000000000001,9.661701239036644,9.411701239036644,False,,,NONE,0.0,0.0,9.661701239036644,9.411701239036644,PARENT_WIN,False,,
CENTRAL,external,,2020-12-29 18:00:00+00:00,2020-12-29 19:30:00+00:00,2020-12-29 20:05:00+00:00,WIN,1.6254,1.5,0.1253999999999999,15.43004798818748,15.18004798818748,False,,,NONE,0.0,0.0,15.43004798818748,15.18004798818748,PARENT_WIN,False,,
CENTRAL,external,,2020-12-30 18:00:00+00:00,2020-12-30 18:00:00+00:00,2020-12-30 18:10:00+00:00,L2_BREAK_FAST_FAIL_5M,1.5954,1.539,0.0564,-3.8234925410555176,-4.073492541055518,False,,,NONE,0.0,0.0,-3.8234925410555176,-4.073492541055518,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CENTRAL,external,,2020-12-31 18:00:00+00:00,2020-12-31 18:40:00+00:00,2021-01-01 01:20:00+00:00,WIN,1.5357,1.4238,0.1119000000000001,14.573158820082144,14.323158820082144,False,,,NONE,0.0,0.0,14.573158820082144,14.323158820082144,PARENT_WIN,False,,
CENTRAL,external,,2021-01-01 18:00:00+00:00,2021-01-01 18:05:00+00:00,2021-01-01 18:10:00+00:00,WIN,1.713,1.5855,0.1275000000000001,14.88616462346759,14.63616462346759,False,,,NONE,0.0,0.0,14.88616462346759,14.63616462346759,PARENT_WIN,False,,
CENTRAL,external,,2021-01-02 18:00:00+00:00,2021-01-02 18:00:00+00:00,2021-01-02 18:10:00+00:00,WIN,1.9159,1.7396,0.1762999999999999,18.403883292447357,18.153883292447357,False,,,NONE,0.0,0.0,18.403883292447357,18.153883292447357,PARENT_WIN,False,,
CENTRAL,external,,2021-01-03 18:00:00+00:00,2021-01-03 23:10:00+00:00,2021-01-04 00:00:00+00:00,WIN,2.1023,1.885,0.2173,20.672596679826903,20.422596679826903,False,,,NONE,0.0,0.0,20.672596679826903,20.422596679826903,PARENT_WIN,False,,
CENTRAL,external,,2021-01-04 18:00:00+00:00,2021-01-04 19:25:00+00:00,2021-01-04 19:55:00+00:00,WIN,2.329,2.0978,0.2312000000000003,19.854014598540196,19.604014598540196,False,,,NONE,0.0,0.0,19.854014598540196,19.604014598540196,PARENT_WIN,False,,
CENTRAL,external,,2021-01-05 18:00:00+00:00,2021-01-05 18:10:00+00:00,2021-01-05 18:20:00+00:00,L2_BREAK_FAST_FAIL_5M,2.285,2.1313,0.1537000000000001,-4.485776805251696,-4.735776805251696,False,,,NONE,0.0,0.0,-4.485776805251696,-4.735776805251696,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CENTRAL,external,,2021-01-06 18:00:00+00:00,2021-01-07 00:30:00+00:00,2021-01-07 00:35:00+00:00,WIN,2.1276,1.909,0.2186000000000001,20.5489753713104,20.298975371310394,False,,,NONE,0.0,0.0,20.5489753713104,20.298975371310394,PARENT_WIN,False,,
CENTRAL,external,,2021-01-09 18:00:00+00:00,2021-01-09 18:05:00+00:00,2021-01-09 18:10:00+00:00,WIN,3.2838,2.91,0.3737999999999997,22.766307326877342,22.516307326877342,False,,,NONE,0.0,0.0,22.766307326877342,22.516307326877342,PARENT_WIN,False,,
CENTRAL,external,,2021-01-10 18:00:00+00:00,2021-01-10 21:55:00+00:00,2021-01-10 22:15:00+00:00,L4_BREAK_FAIL_30M,3.454,3.2236,0.2304000000000003,-0.3908511870295839,-0.6408511870295839,True,2021-01-10 22:25:00+00:00,2021-01-10 22:40:00+00:00,FAILED_BREAK,-0.37637521713956845,-0.6263752171395685,-0.7672264041691523,-1.2672264041691523,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CENTRAL,external,,2021-01-11 18:00:00+00:00,2021-01-11 18:45:00+00:00,2021-01-11 21:20:00+00:00,WIN,2.8982,2.5833,0.3149000000000002,21.7307294182596,21.4807294182596,False,,,NONE,0.0,0.0,21.7307294182596,21.4807294182596,PARENT_WIN,False,,
CENTRAL,external,,2021-01-12 18:00:00+00:00,2021-01-12 18:00:00+00:00,2021-01-12 18:10:00+00:00,WIN,3.537,3.1507,0.3862999999999998,21.84337008764492,21.59337008764492,False,,,NONE,0.0,0.0,21.84337008764492,21.59337008764492,PARENT_WIN,False,,
CENTRAL,external,,2021-01-13 18:00:00+00:00,2021-01-13 20:15:00+00:00,2021-01-13 20:25:00+00:00,L2_BREAK_FAST_FAIL_5M,3.5753,3.3675,0.2077999999999997,-2.083741224512603,-2.333741224512603,False,,,NONE,0.0,0.0,-2.083741224512603,-2.333741224512603,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CENTRAL,external,,2021-01-15 18:00:00+00:00,2021-01-16 03:15:00+00:00,2021-01-16 03:35:00+00:00,L4_BREAK_FAIL_30M,3.4326,2.9739,0.4586999999999999,-0.1019635261900187,-0.3519635261900187,True,2021-01-16 03:50:00+00:00,2021-01-16 04:15:00+00:00,FAILED_BREAK,-5.171007399638716,-5.421007399638716,-5.272970925828735,-5.772970925828735,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CENTRAL,external,,2021-01-16 18:00:00+00:00,2021-01-16 19:20:00+00:00,2021-01-16 20:05:00+00:00,L5_BREAK_FAIL_LATE,3.5749,3.2866,0.2883,-5.146997118800512,-5.396997118800512,True,2021-01-16 20:25:00+00:00,2021-01-16 20:40:00+00:00,TARGET,16.129122492936855,15.879122492936853,10.982125374136341,10.482125374136341,H2_ECONOMIC_RESCUE,True,35.0,2.0
CENTRAL,external,,2021-01-17 18:00:00+00:00,2021-01-17 18:20:00+00:00,2021-01-18 05:55:00+00:00,L1_NEVER_BREAK_TIME,3.9404,3.449,0.4914,-19.83301187696679,-20.08301187696679,False,,,NONE,0.0,0.0,-19.83301187696679,-20.08301187696679,RESIDUAL_LATENT_RECOVERABLE,True,175.0,6.0
CENTRAL,external,,2021-01-18 18:00:00+00:00,2021-01-19 03:35:00+00:00,2021-01-19 05:55:00+00:00,L1_NEVER_BREAK_TIME,4.0349,3.8642,0.1707000000000005,-19.69069865424178,-19.94069865424178,False,,,NONE,0.0,0.0,-19.69069865424178,-19.94069865424178,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CENTRAL,external,,2021-01-20 18:00:00+00:00,2021-01-20 19:40:00+00:00,2021-01-20 23:20:00+00:00,WIN,3.6348,3.4436,0.1911999999999998,10.52052382524482,10.27052382524482,False,,,NONE,0.0,0.0,10.52052382524482,10.27052382524482,PARENT_WIN,False,,
CENTRAL,external,,2021-01-23 18:00:00+00:00,2021-01-23 21:45:00+00:00,2021-01-23 22:00:00+00:00,L3_BREAK_FAST_FAIL_10M,3.5359,3.446,0.0898999999999996,-2.941259651008221,-3.191259651008221,True,2021-01-24 00:10:00+00:00,2021-01-24 01:10:00+00:00,TARGET,5.08498543510838,4.83498543510838,2.143725784100159,1.643725784100159,H2_ECONOMIC_RESCUE,True,190.0,3.0
CENTRAL,external,,2021-01-24 18:00:00+00:00,2021-01-25 00:20:00+00:00,2021-01-25 00:35:00+00:00,L3_BREAK_FAST_FAIL_10M,3.669,3.5462,0.1228000000000002,-0.7358953393294954,-0.9858953393294954,False,,,NONE,0.0,0.0,-0.7358953393294954,-0.9858953393294954,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CENTRAL,external,,2021-01-25 18:00:00+00:00,2021-01-25 18:40:00+00:00,2021-01-25 20:35:00+00:00,L5_BREAK_FAIL_LATE,3.8466,3.4568,0.3898000000000001,-1.806790412312187,-2.0567904123121874,True,2021-01-25 20:55:00+00:00,2021-01-25 21:10:00+00:00,FAILED_BREAK,-1.7028024749129456,-1.9528024749129456,-3.5095928872251325,-4.009592887225133,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CENTRAL,external,,2021-01-26 18:00:00+00:00,2021-01-26 20:00:00+00:00,2021-01-26 20:35:00+00:00,L4_BREAK_FAIL_30M,4.0391,3.6623,0.3768000000000002,-5.174420044069262,-5.424420044069262,True,2021-01-26 21:20:00+00:00,2021-01-26 21:40:00+00:00,FAILED_BREAK,-0.23520091109408003,-0.48520091109408003,-5.409620955163342,-5.909620955163342,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CENTRAL,external,,2021-01-27 18:00:00+00:00,2021-01-27 20:50:00+00:00,2021-01-27 21:05:00+00:00,L2_BREAK_FAST_FAIL_5M,3.7584,3.5183,0.2400999999999999,-0.6385696040868138,-0.8885696040868138,True,2021-01-27 22:05:00+00:00,2021-01-27 22:35:00+00:00,FAILED_BREAK,-2.6607066836951687,-2.910706683695169,-3.2992762877819826,-3.799276287781983,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CENTRAL,external,,2021-01-29 18:00:00+00:00,2021-01-29 23:35:00+00:00,2021-01-29 23:45:00+00:00,WIN,3.8688,3.7529,0.1158999999999998,0.2067824648470662,-0.0432175351529338,False,,,NONE,0.0,0.0,0.2067824648470662,-0.0432175351529338,PARENT_WIN,False,,
CENTRAL,external,,2021-01-30 18:00:00+00:00,2021-01-30 21:40:00+00:00,2021-01-30 21:55:00+00:00,L3_BREAK_FAST_FAIL_10M,4.2322,3.9226,0.3095999999999996,-1.4413307499645531,-1.6913307499645531,True,2021-01-30 23:40:00+00:00,2021-01-31 00:20:00+00:00,FAILED_BREAK,-3.768725485563007,-4.0187254855630075,-5.21005623552756,-5.710056235527561,RESIDUAL_LATENT_RECOVERABLE,True,330.0,4.0
CENTRAL,external,,2021-02-01 18:00:00+00:00,2021-02-01 18:00:00+00:00,2021-02-01 18:10:00+00:00,WIN,4.3685,4.1978,0.1707,7.815039487238162,7.565039487238162,False,,,NONE,0.0,0.0,7.815039487238162,7.565039487238162,PARENT_WIN,False,,
CENTRAL,external,,2021-02-02 18:00:00+00:00,2021-02-02 20:55:00+00:00,2021-02-02 21:25:00+00:00,L4_BREAK_FAIL_30M,5.2817,5.03,0.2516999999999996,-2.0542628320427414,-2.304262832042742,True,2021-02-02 21:45:00+00:00,2021-02-02 22:25:00+00:00,TARGET,9.531022208758566,9.281022208758566,7.476759376715824,6.976759376715824,H2_ECONOMIC_RESCUE,True,60.0,3.0
CENTRAL,external,,2021-02-03 18:00:00+00:00,2021-02-03 22:25:00+00:00,2021-02-03 23:10:00+00:00,L5_BREAK_FAIL_LATE,5.7104,5.2932,0.4172000000000002,-0.3502381619500672,-0.6002381619500672,True,2021-02-03 23:40:00+00:00,2021-02-04 00:15:00+00:00,FAILED_BREAK,-0.472821518632649,-0.722821518632649,-0.8230596805827162,-1.3230596805827162,RESIDUAL_LATENT_RECOVERABLE,True,105.0,3.0
CENTRAL,external,,2021-02-04 18:00:00+00:00,2021-02-04 20:05:00+00:00,2021-02-04 20:40:00+00:00,WIN,5.9662,5.6524,0.3137999999999996,10.519258489490756,10.269258489490756,False,,,NONE,0.0,0.0,10.519258489490756,10.269258489490756,PARENT_WIN,False,,
CENTRAL,external,,2021-02-06 18:00:00+00:00,2021-02-06 18:10:00+00:00,2021-02-06 18:45:00+00:00,L4_BREAK_FAIL_30M,6.0401,5.7099,0.3301999999999996,-0.4387344580387697,-0.6887344580387698,False,,,NONE,0.0,0.0,-0.4387344580387697,-0.6887344580387698,RESIDUAL_LATENT_RECOVERABLE,True,75.0,1.0
CENTRAL,external,,2021-02-07 18:00:00+00:00,2021-02-08 04:15:00+00:00,2021-02-08 05:10:00+00:00,L5_BREAK_FAIL_LATE,6.8571,6.1501,0.7069999999999999,-0.094792259118237,-0.3447922591182371,False,,,NONE,0.0,0.0,-0.094792259118237,-0.3447922591182371,RESIDUAL_LATENT_RECOVERABLE,True,55.0,1.0
CENTRAL,external,,2021-02-08 18:00:00+00:00,2021-02-08 19:00:00+00:00,2021-02-08 19:45:00+00:00,L5_BREAK_FAIL_LATE,8.0197,7.3093,0.7103999999999999,-0.3616095365163718,-0.6116095365163718,True,2021-02-08 20:30:00+00:00,2021-02-08 21:35:00+00:00,FAILED_BREAK,-0.39278277242288384,-0.6427827724228838,-0.7543923089392557,-1.2543923089392557,RESIDUAL_LATENT_RECOVERABLE,True,390.0,7.0
CENTRAL,external,,2021-02-09 18:00:00+00:00,2021-02-09 18:50:00+00:00,2021-02-09 19:00:00+00:00,WIN,7.8364,7.6347,0.2017000000000006,5.14777193609306,4.89777193609306,False,,,NONE,0.0,0.0,5.14777193609306,4.89777193609306,PARENT_WIN,False,,
CENTRAL,external,,2021-02-10 18:00:00+00:00,2021-02-10 18:45:00+00:00,2021-02-10 19:20:00+00:00,L4_BREAK_FAIL_30M,8.1686,7.6334,0.5351999999999997,-2.0750189750997072,-2.325018975099708,True,2021-02-10 19:25:00+00:00,2021-02-10 19:55:00+00:00,TARGET,13.10383664275394,12.85383664275394,11.028817667654232,10.528817667654232,H2_ECONOMIC_RESCUE,True,35.0,2.0
CENTRAL,external,,2021-02-11 18:00:00+00:00,2021-02-12 02:50:00+00:00,2021-02-12 03:05:00+00:00,L3_BREAK_FAST_FAIL_10M,9.4328,9.0666,0.3662000000000009,-0.3021372233059649,-0.5521372233059649,True,2021-02-12 04:30:00+00:00,2021-02-12 08:35:00+00:00,FAILED_BREAK,0.10071240776854395,-0.14928759223145605,-0.20142481553742092,-0.701424815537421,RESIDUAL_LATENT_RECOVERABLE,True,25.0,1.0
CENTRAL,external,,2021-02-13 18:00:00+00:00,2021-02-14 02:15:00+00:00,2021-02-14 02:40:00+00:00,L2_BREAK_FAST_FAIL_5M,9.1921,8.9024,0.2896999999999998,-0.5221875305969625,-0.7721875305969625,True,2021-02-14 03:20:00+00:00,2021-02-14 04:30:00+00:00,REFERENCE_INVALIDATION,-16.97653419784373,-17.22653419784373,-17.498721728440692,-17.998721728440692,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CENTRAL,external,,2021-02-14 18:00:00+00:00,2021-02-14 18:05:00+00:00,2021-02-14 18:40:00+00:00,L4_BREAK_FAIL_30M,8.9721,8.6146,0.3574999999999999,-2.413035967053334,-2.663035967053334,True,2021-02-14 19:05:00+00:00,2021-02-15 01:30:00+00:00,REFERENCE_INVALIDATION,-20.296251713645574,-20.546251713645574,-22.709287680698907,-23.209287680698907,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CENTRAL,external,,2021-02-15 18:00:00+00:00,2021-02-15 18:25:00+00:00,2021-02-15 21:20:00+00:00,L5_BREAK_FAIL_LATE,9.1639,8.6266,0.5373000000000001,-5.641702768471979,-5.891702768471979,False,,,NONE,0.0,0.0,-5.641702768471979,-5.891702768471979,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CENTRAL,external,,2021-02-17 18:00:00+00:00,2021-02-17 19:05:00+00:00,2021-02-17 19:15:00+00:00,WIN,8.3582,8.1057,0.2524999999999995,6.041970759254278,5.791970759254278,False,,,NONE,0.0,0.0,6.041970759254278,5.791970759254278,PARENT_WIN,False,,
CENTRAL,external,,2021-02-21 18:00:00+00:00,2021-02-21 18:00:00+00:00,2021-02-21 19:05:00+00:00,L5_BREAK_FAIL_LATE,11.3955,10.4282,0.9672999999999998,-0.298363389057088,-0.548363389057088,True,2021-02-21 19:45:00+00:00,2021-02-22 04:50:00+00:00,REFERENCE_INVALIDATION,-42.92483875213904,-43.17483875213904,-43.223202141196126,-43.723202141196126,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CENTRAL,external,,2021-02-22 18:00:00+00:00,2021-02-22 18:25:00+00:00,2021-02-22 18:45:00+00:00,L3_BREAK_FAST_FAIL_10M,12.1915,8.88,3.3114999999999988,-4.531845958249625,-4.781845958249625,True,2021-02-22 18:55:00+00:00,2021-02-22 19:35:00+00:00,TARGET,54.324734446130506,54.074734446130506,49.79288848788088,49.29288848788088,H2_ECONOMIC_RESCUE,True,50.0,2.0
