period,trades,win_rate,net_pnl,expectancy,pf,max_dd,max_loss_streak
2024H1,67,0.4925373134328358,283.34407098286385,4.229015984818863,4.112470757995175,32.5638847476734,10
2024H2,31,0.3225806451612903,-64.32815822944202,-2.0751018783690975,0.2882983504856338,70.3898829077533,7
