hour_wib,lookback_min,hold_min,character_rule,trades,net_wins,net_losses,win_rate,gross_pnl,fees,net_pnl,expectancy,net_per_100,pf,max_dd,max_loss_streak,max_win_streak,evaluable_anchors,supportive_anchors,a1140_trades,a1140_wr,a1140_net,a1140_exp,a1140_pf,a1140_dd,a1140_evaluable,a1140_supportive,a1155_trades,a1155_wr,a1155_net,a1155_exp,a1155_pf,a1155_dd,a1155_evaluable,a1155_supportive,a1170_trades,a1170_wr,a1170_net,a1170_exp,a1170_pf,a1170_dd,a1170_evaluable,a1170_supportive,a1185_trades,a1185_wr,a1185_net,a1185_exp,a1185_pf,a1185_dd,a1185_evaluable,a1185_supportive,y2022_trades,y2022_wr,y2022_net,y2022_exp,y2022_pf,y2023_trades,y2023_wr,y2023_net,y2023_exp,y2023_pf,y2024_trades,y2024_wr,y2024_net,y2024_exp,y2024_pf,years_wr55,min_year_exp,anchor_gate,pooled_gate,era_gate,candidate_gate
2,15,60,ALL,3123,1234,1889,0.39513288504642974,181.36840152077525,2342.25,-2160.881598479225,-0.6919249434771774,-69.19249434771774,0.5899911334955515,2160.881598479226,20,11,4,0,781,0.3969270166453265,-611.7434384680005,-0.7832822515595397,0.56266869542756,617.0561243666621,True,False,780,0.41794871794871796,-548.2356298442082,-0.7028661921079593,0.5978013375371173,548.2356298442087,True,False,781,0.39436619718309857,-510.44173023050547,-0.6535745585537842,0.6104303370291784,510.44173023050513,True,False,781,0.3713188220230474,-490.4607999365106,-0.6279907809686436,0.5906521091243326,490.46079993651017,True,False,1040,0.4423076923076923,-553.0068920428223,-0.5317373961950215,0.730815266464275,1035,0.34396135265700484,-716.4492282023075,-0.6922214765239686,0.47929987600657686,1048,0.3988549618320611,-891.4254782340947,-0.8505968303760446,0.5155342766930946,0,-0.8505968303760446,False,False,False,False
2,15,60,DRIVE_UP,1623,617,1006,0.38016019716574245,252.16171809185303,1217.25,-965.0882819081471,-0.5946323363574535,-59.46323363574535,0.6220407312314894,965.0882819081467,15,6,4,0,397,0.3853904282115869,-234.64087487391566,-0.5910349493045735,0.6562489074522216,234.64087487391566,True,False,390,0.38461538461538464,-271.23936844028356,-0.6954855601032912,0.581013825235742,276.7126308293678,True,False,420,0.39285714285714285,-279.9479355252053,-0.6665427036314412,0.5621873187117068,283.60811056616063,True,False,416,0.3581730769230769,-179.26010306874247,-0.4309137092998617,0.6930659489707246,186.78633303578994,True,False,536,0.43283582089552236,-257.1206582722954,-0.4797027206572675,0.7544565262390741,549,0.3296903460837887,-294.1518245912606,-0.5357956732081249,0.5406206667496571,538,0.379182156133829,-413.8157990445911,-0.7691743476665261,0.5221223388217121,0,-0.7691743476665261,False,False,False,False
2,15,60,DRIVE_DOWN,1500,617,883,0.41133333333333333,-70.79331657107764,1125.0,-1195.7933165710779,-0.7971955443807186,-79.71955443807187,0.5598701366589444,1195.793316571077,14,8,4,0,384,0.4088541666666667,-377.1025635940848,-0.9820379260262625,0.4734826743515456,388.58399507733964,True,False,390,0.4512820512820513,-276.99626140392456,-0.7102468241126271,0.6129855626762064,279.46828488169746,True,False,361,0.3961218836565097,-230.4937947053002,-0.6384869659426599,0.6564136322616668,261.23401070360273,True,False,365,0.3863013698630137,-311.20069686776816,-0.8526046489527894,0.4932549820066088,311.200696867768,True,False,504,0.4523809523809524,-295.8862337705271,-0.5870758606558077,0.7062369828738221,486,0.360082304526749,-422.29740361104695,-0.8689246987881625,0.4259221295046529,510,0.4196078431372549,-477.60967918950365,-0.9364895670382425,0.5096775264556179,0,-0.9364895670382425,False,False,False,False
2,15,60,STR_B0_20,620,233,387,0.3758064516129032,161.22918660993892,465.0,-303.7708133900611,-0.4899529248226792,-48.99529248226792,0.6587047330484115,305.30002934720386,14,5,4,0,161,0.40372670807453415,-72.85656467715862,-0.452525246441979,0.7256614628899696,97.89087915502972,True,False,156,0.42948717948717946,-28.971756848074442,-0.18571639005175924,0.8723686439904689,82.85234525387892,True,False,149,0.35570469798657717,-87.4356883926111,-0.586816700621551,0.5553549900784513,99.70226860315555,True,False,154,0.3116883116883117,-114.50680347221694,-0.7435506718975127,0.4298716497173883,121.43069705841816,True,False,216,0.4305555555555556,-94.9590415873698,-0.4396251925341194,0.736074922387448,213,0.3192488262910798,-123.75672510871817,-0.5810174887733247,0.4976082115250446,191,0.3769633507853403,-85.05504669397314,-0.445314380596718,0.7004284179334749,0,-0.5810174887733247,False,False,False,False
2,15,60,STR_B20_40,618,252,366,0.4077669902912621,5.170178760443505,463.5,-458.32982123955645,-0.7416340149507386,-74.16340149507386,0.5199695486202148,458.32982123955645,16,7,4,0,149,0.42953020134228187,-140.0690186194789,-0.9400605276475094,0.4643989974342232,140.06901861947887,True,False,158,0.4240506329113924,-114.2376016073635,-0.7230227949833133,0.495074206783657,114.23760160736349,True,False,157,0.3821656050955414,-82.2969123365425,-0.5241841550098248,0.6063499828874279,85.46804358319001,True,False,154,0.3961038961038961,-121.72628867617156,-0.790430445949166,0.5281347344139717,153.340795646018,True,False,218,0.46788990825688076,-119.99800876350474,-0.5504495814839667,0.6861424359395851,196,0.3163265306122449,-173.9549250915562,-0.8875251280181439,0.38686591704295054,204,0.43137254901960786,-164.37688738449552,-0.8057690558063506,0.4307218948853789,0,-0.8875251280181439,False,False,False,False
2,15,60,STR_B40_60,612,241,371,0.3937908496732026,70.68261685493914,459.0,-388.31738314506083,-0.6345055280148053,-63.450552801480534,0.5891566963802601,389.23174840235464,14,9,4,0,147,0.3673469387755102,-162.79093601285774,-1.107421333420801,0.3956823504213263,164.5546226258555,True,False,148,0.4391891891891892,-39.94949216966134,-0.2699290011463604,0.7915210995802655,56.265377775225026,True,False,159,0.4088050314465409,-103.01305729988796,-0.6478808635213079,0.5903962047871855,103.01305729988795,True,False,158,0.36075949367088606,-82.56389766265383,-0.5225563143205939,0.6451515582152116,106.79657708881722,True,False,206,0.470873786407767,-81.88898929744587,-0.3975193655215819,0.7804665226405278,206,0.33980582524271846,-183.6310130510139,-0.8914126847136596,0.3377516239335809,200,0.37,-122.79738079660103,-0.6139869039830052,0.5835592939234026,0,-0.8914126847136596,False,False,False,False
2,15,60,STR_B60_80,596,239,357,0.401006711409396,45.74549488165425,447.0,-401.2545051183458,-0.673245813956956,-67.3245813956956,0.5791006547185473,404.4864749229523,14,7,4,0,152,0.35526315789473684,-88.15164512708837,-0.5799450337308446,0.588557269996113,103.0092265856435,True,False,151,0.4503311258278146,-141.79594214950063,-0.9390459745000042,0.49715482747508677,141.7959421495007,True,False,154,0.42857142857142855,-118.73520706024675,-0.7710078380535503,0.5814144782996966,152.23931584282755,True,False,139,0.3669064748201439,-52.57171078151,-0.37821374662956836,0.6968723927754701,73.84080341517225,True,False,179,0.441340782122905,-71.17154572437929,-0.39760640069485637,0.7822473891080728,196,0.37244897959183676,-122.89254764694337,-0.6270027941170581,0.5051991651883803,221,0.3936651583710407,-207.19041174702312,-0.9375131753258965,0.45204090804765384,0,-0.9375131753258965,False,False,False,False
2,15,60,STR_B80_100,677,269,408,0.397341211225997,-101.45907558620056,507.75,-609.2090755862007,-0.8998656951051709,-89.98656951051709,0.6010379161122517,613.889938159921,10,7,4,0,172,0.42441860465116277,-147.8752740314169,-0.8597399652989354,0.6189675462575756,152.5561366051366,True,False,167,0.3532934131736527,-223.28083706960825,-1.3370110004168159,0.4881741041149111,235.53626174709916,True,False,162,0.3950617283950617,-118.9608651412172,-0.7343263280322049,0.6779754284611237,126.93039631255934,True,False,176,0.4147727272727273,-119.09209934395824,-0.6766596553633991,0.6426179036722656,121.58949910056488,True,False,221,0.40271493212669685,-184.98930667012274,-0.8370556862901481,0.697921980605083,224,0.3705357142857143,-112.21401730407591,-0.500955434393196,0.6495864563872847,232,0.41810344827586204,-312.005751612002,-1.3448523776379395,0.47505825553195546,0,-1.3448523776379395,False,False,False,False
2,15,60,EFF_LOW,1029,393,636,0.3819241982507289,-95.82419989529957,771.75,-867.5741998952997,-0.8431236150586002,-84.31236150586003,0.5339411133983696,867.5741998952991,14,6,4,0,263,0.4068441064638783,-168.27980709478476,-0.6398471752653413,0.6366151175355398,182.48857689596778,True,False,259,0.4247104247104247,-178.90587450566963,-0.6907562722226627,0.6314101652403903,195.85171044716952,True,False,254,0.3661417322834646,-258.40646093708955,-1.0173482714058644,0.4294042211623665,260.97728600372506,True,False,253,0.32806324110671936,-261.9820573577556,-1.0355022029950813,0.4306862125539742,261.98205735775565,True,False,352,0.4375,-277.649355162621,-0.788776577166537,0.6242646101743807,343,0.32653061224489793,-279.29426728760444,-0.814269000838497,0.440954889256951,334,0.38023952095808383,-310.63057744507415,-0.930031668997228,0.5013724591109259,0,-0.930031668997228,False,False,False,False
2,15,60,EFF_MID,1015,427,588,0.4206896551724138,173.41134955368528,761.25,-587.8386504463147,-0.5791513797500637,-57.91513797500637,0.6531465366126064,599.1326198365076,14,9,4,0,252,0.43253968253968256,-160.8139282902458,-0.638150509088277,0.6144385827703759,188.72326547750058,True,False,254,0.42913385826771655,-210.06643586819365,-0.8270332120795025,0.5515665020914969,215.50292367819796,True,False,259,0.42857142857142855,-101.49916712922693,-0.39188867617462136,0.7612699970904162,137.77706378659508,True,False,250,0.392,-115.45911915864828,-0.4618364766345931,0.6993853956010668,137.51416192014725,True,False,335,0.47761194029850745,-86.30942314873076,-0.2576400691006888,0.8666683158616646,337,0.3560830860534125,-221.75512310692284,-0.6580270715338956,0.4858132687201829,343,0.42857142857142855,-279.7741041906611,-0.8156679422468254,0.5459487801759124,0,-0.8156679422468254,False,False,False,False
2,15,60,EFF_HIGH,1079,414,665,0.38368860055607046,103.78125186238952,809.25,-705.4687481376104,-0.6538171901182673,-65.38171901182673,0.588417993500055,705.4687481376113,11,7,4,0,266,0.3533834586466165,-282.6497030829699,-1.0625928687329695,0.45500708458163136,287.3305656566896,True,False,267,0.40074906367041196,-159.2633194703449,-0.5964918332222655,0.6108621996500784,181.9660916793831,True,False,268,0.3880597014925373,-150.53610216418897,-0.5617018737469738,0.6517273923410191,175.74399586989875,True,False,278,0.3920863309352518,-113.01962342010671,-0.40654540798599537,0.6806480295596967,121.49205057419562,True,False,353,0.41359773371104813,-189.0481137314707,-0.5355470643951011,0.7170357882236881,355,0.3492957746478873,-215.39983780778016,-0.6067601065007892,0.5160307462224885,371,0.3881401617250674,-301.02079659835965,-0.8113768102381662,0.4990279864196188,0,-0.8113768102381662,False,False,False,False
2,15,60,RV_LOW,1023,380,643,0.37145650048875856,239.3369973492945,767.25,-527.9130026507055,-0.5160439908609047,-51.60439908609047,0.6040212789466606,527.9130026507047,16,8,4,0,248,0.3790322580645161,-190.3766848496838,-0.7676479227809831,0.5437695790645786,190.4305149676967,True,False,253,0.3952569169960474,-96.84960729023672,-0.38280477189816886,0.7016216455718641,116.36287234668748,True,False,259,0.3436293436293436,-141.26563760967264,-0.5454271722381183,0.531107404907134,146.48279871389965,True,False,263,0.3688212927756654,-99.4210729011123,-0.3780268931601228,0.657218111021848,118.83393158201814,True,False,358,0.4329608938547486,-139.44355116698927,-0.3895071261647745,0.731636773652435,340,0.3264705882352941,-195.40608597726836,-0.5747237822860835,0.47017589181063135,325,0.3507692307692308,-193.06336550644778,-0.594041124635224,0.5659201484237701,0,-0.594041124635224,False,False,False,False
2,15,60,RV_MID,1003,420,583,0.4187437686939183,168.8199158175494,752.25,-583.4300841824506,-0.5816850290951652,-58.16850290951652,0.6261021129387392,589.0436132521155,11,8,4,0,260,0.38846153846153847,-192.77316154795616,-0.7414352367229083,0.5602653088808623,213.44178833073036,True,False,251,0.4701195219123506,-72.379990365635,-0.2883664954806175,0.7856085459298721,108.69229069650923,True,False,256,0.4296875,-169.4432913464782,-0.6618878568221804,0.6100013596102253,172.06884483768002,True,False,236,0.3855932203389831,-148.83364092238122,-0.6306510208575475,0.5746834687799818,164.64751406258577,True,False,345,0.46956521739130436,-70.34434657977332,-0.20389665675296614,0.8825691582467284,329,0.3525835866261398,-309.80505579043495,-0.9416567045301975,0.3866203346713746,329,0.4316109422492401,-203.28068181224234,-0.6178744128031682,0.5544951614702593,0,-0.9416567045301975,False,False,False,False
2,15,60,RV_HIGH,1097,434,663,0.39562443026435734,-226.7885116460687,822.75,-1049.5385116460686,-0.9567351974895795,-95.67351974895794,0.5584133388892231,1053.0319960100462,12,6,4,0,273,0.42124542124542125,-228.59359207036056,-0.8373391650928959,0.5791282038975352,238.65483730366702,True,False,276,0.391304347826087,-379.00603218833646,-1.3732102615519437,0.45926062257618777,379.00603218833646,True,False,266,0.40977443609022557,-199.73280127435464,-0.7508751927607318,0.6523509355268177,200.33683603894542,True,False,282,0.3617021276595745,-242.2060861130171,-0.8588868301880039,0.566073880286646,243.12045137031117,True,False,337,0.42433234421364985,-343.2189942960598,-1.0184539890090796,0.6332117375638014,366,0.3524590163934426,-211.2380864346042,-0.5771532416246017,0.5792426365696834,394,0.41116751269035534,-495.08143091540467,-1.2565518551152404,0.4727343473060069,0,-1.2565518551152404,False,False,False,False
2,15,60,RANGE_LOW,1044,376,668,0.36015325670498083,172.03294705671016,783.0,-610.9670529432899,-0.5852174836621551,-58.52174836621551,0.5603972884845768,610.9670529432898,21,10,4,0,263,0.3840304182509506,-190.7262810512159,-0.7251949849856117,0.5535732743979999,190.72628105121584,True,False,262,0.3816793893129771,-124.03978831894528,-0.4734343065608599,0.6210987945954619,126.48685990773983,True,False,262,0.3320610687022901,-171.7018358583586,-0.6553505185433535,0.5052670871080348,171.7018358583585,True,False,257,0.3424124513618677,-124.49914771476999,-0.484432481380428,0.5679528119298617,149.88808254805818,True,False,391,0.43478260869565216,-183.37967993581506,-0.46900173896627895,0.6845800356770331,332,0.286144578313253,-267.586852515991,-0.8059844955300933,0.33791545506834475,321,0.34579439252336447,-160.00052049148385,-0.49844398907004317,0.6042291469251684,0,-0.8059844955300933,False,False,False,False
