hour_wib,lookback_min,hold_min,character_rule,trades,net_wins,net_losses,win_rate,gross_pnl,fees,net_pnl,expectancy,net_per_100,pf,max_dd,max_loss_streak,max_win_streak,evaluable_anchors,supportive_anchors,a1140_trades,a1140_wr,a1140_net,a1140_exp,a1140_pf,a1140_dd,a1140_evaluable,a1140_supportive,a1155_trades,a1155_wr,a1155_net,a1155_exp,a1155_pf,a1155_dd,a1155_evaluable,a1155_supportive,a1170_trades,a1170_wr,a1170_net,a1170_exp,a1170_pf,a1170_dd,a1170_evaluable,a1170_supportive,a1185_trades,a1185_wr,a1185_net,a1185_exp,a1185_pf,a1185_dd,a1185_evaluable,a1185_supportive,y2022_trades,y2022_wr,y2022_net,y2022_exp,y2022_pf,y2023_trades,y2023_wr,y2023_net,y2023_exp,y2023_pf,y2024_trades,y2024_wr,y2024_net,y2024_exp,y2024_pf,years_wr55,min_year_exp,anchor_gate,pooled_gate,era_gate,candidate_gate
2,15,60,RANGE_MID,963,397,566,0.4122533748701973,141.24062230642895,722.25,-581.009377693571,-0.6033326871168961,-60.33326871168961,0.5809512438484875,586.7162031624748,20,8,4,0,238,0.39915966386554624,-186.1853327243419,-0.782291313967823,0.5107949901273059,213.41862788767983,True,False,241,0.45643153526970953,-114.83544111764954,-0.476495606297301,0.654113030887618,114.83544111764955,True,False,238,0.44537815126050423,-81.67444830121556,-0.34316995084544355,0.733245371500656,121.13465736518758,True,False,246,0.34959349593495936,-198.3141555503641,-0.8061551038632687,0.46070329416498274,198.31415555036418,True,False,305,0.4557377049180328,-131.90380833097979,-0.4324715027245239,0.7474167277391799,320,0.35625,-239.782872524137,-0.7493214766379281,0.39248473063513606,338,0.4260355029585799,-209.32269683845425,-0.6192979196403972,0.5542364902548541,0,-0.7493214766379281,False,False,False,False
2,15,60,RANGE_HIGH,1116,461,655,0.41308243727598565,-131.90516784236382,837.0,-968.9051678423639,-0.8681945948408278,-86.81945948408278,0.6115081430837154,980.8041055715764,12,8,4,0,280,0.40714285714285714,-234.8318246924427,-0.8386850881872954,0.6026493283979685,243.81430823417293,True,False,277,0.4187725631768953,-309.3604004076134,-1.1168245502079905,0.5603969582609891,309.3604004076132,True,False,281,0.4092526690391459,-257.06544607093133,-0.9148236514979763,0.6087479815814818,257.42049657069174,True,False,278,0.4172661870503597,-167.6474966713765,-0.6030485491776133,0.6908373889193418,172.88053230487532,True,False,344,0.438953488372093,-237.7234037760276,-0.6910564063256616,0.7499688573135167,383,0.3838120104438642,-209.0795031621796,-0.5458994860631321,0.6376952691987184,389,0.4190231362467866,-522.1022609041567,-1.3421651951263667,0.4596107468422458,0,-1.3421651951263667,False,False,False,False
2,15,60,EXT_LOW,1009,426,583,0.4222001982160555,204.1095118306808,756.75,-552.6404881693192,-0.5477110883739535,-54.77110883739535,0.6660574325819266,577.3790158259224,14,9,4,0,257,0.4280155642023346,-99.8361434937694,-0.3884674844115541,0.746358402548728,136.75429715602363,True,False,248,0.4838709677419355,-73.21229937599168,-0.2952108845806116,0.8154343832495207,109.89839996429374,True,False,256,0.421875,-160.89392961340124,-0.6284919125523486,0.6060555704031615,193.61210683467425,True,False,248,0.3548387096774194,-218.69811568615683,-0.8818472406699872,0.5206031780769683,221.80536278248866,True,False,356,0.4859550561797753,-118.21287314042354,-0.3320586324169201,0.8288309939877548,316,0.3291139240506329,-261.6452969628592,-0.8279914460849975,0.42066674097585577,337,0.4421364985163205,-172.78231806603645,-0.5127071752701379,0.6629586449751957,0,-0.8279914460849975,False,False,False,False
2,15,60,EXT_MID,1041,411,630,0.39481268011527376,1.6683260294791395,780.75,-779.0816739705208,-0.7483973813357548,-74.83973813357548,0.5692414385539565,779.0816739705216,14,6,4,0,256,0.37890625,-224.28333108974874,-0.876106762069331,0.5434627212427801,251.75442445299356,True,False,262,0.4083969465648855,-269.4247995709655,-1.0283389296601737,0.4743913637504528,269.42479957096566,True,False,249,0.42570281124497994,-166.42535599575706,-0.6683749236777392,0.6197333128005791,166.42535599575712,True,False,274,0.3686131386861314,-118.94818731404953,-0.4341174719490859,0.6759845482090607,141.88488221294602,True,False,345,0.4405797101449275,-206.66021027780653,-0.5990151022545117,0.7086489244753758,353,0.35410764872521244,-193.425973426212,-0.547948933218731,0.5511742108207947,343,0.39067055393586003,-378.99549026650243,-1.1049431203105027,0.4329389648065764,0,-1.1049431203105027,False,False,False,False
2,15,60,EXT_HIGH,1073,397,676,0.3699906803355079,-24.409436339384655,804.75,-829.1594363393847,-0.7727487757123809,-77.2748775712381,0.5410907723481495,829.1594363393859,17,6,4,0,268,0.3843283582089552,-287.62396388448235,-1.0732237458376208,0.4403423733544123,287.62396388448246,True,False,270,0.36666666666666664,-205.59853089725095,-0.7614760403601887,0.5469673755841745,205.59853089725087,True,False,276,0.34057971014492755,-183.1224446213471,-0.6634871181932867,0.6055084031686636,191.4679007680494,True,False,259,0.38996138996138996,-152.81449693630424,-0.5900173626884333,0.5923323257855032,152.81449693630435,True,False,339,0.39823008849557523,-228.1338086245924,-0.6729610873881782,0.6514057016827826,366,0.3469945355191257,-261.37795781323626,-0.7141474257192247,0.4701898194686845,368,0.36684782608695654,-339.647669901556,-0.9229556247324892,0.48461935236351955,0,-0.9229556247324892,False,False,False,False
2,15,60,EFF_LOW__RV_LOW,219,71,148,0.3242009132420091,75.6479488173696,164.25,-88.60205118263039,-0.4045755761763945,-40.45755761763945,0.6724790108148622,131.64604548181387,10,4,4,0,57,0.42105263157894735,0.16592842002045138,0.002911024912639498,1.0020707805400648,37.72544433617163,True,False,45,0.3333333333333333,0.34088908547016794,0.007575313010448176,1.0054542517932032,41.31838026119889,True,False,57,0.2631578947368421,-45.52898161818932,-0.7987540634770056,0.2603119860549173,45.52898161818932,True,False,60,0.2833333333333333,-43.57988706993171,-0.7263314511655284,0.34311780797575714,48.044563466140374,True,False,83,0.3493975903614458,-58.15559460424865,-0.7006698145090199,0.43429633714079025,72,0.2916666666666667,-55.3970249595488,-0.7694031244381778,0.35418098989681335,64,0.328125,24.950568381167045,0.3898526309557351,1.3044864642838394,0,-0.7694031244381778,False,False,False,False
2,15,60,EFF_LOW__RV_MID,342,140,202,0.4093567251461988,-14.455061409206879,256.5,-270.9550614092069,-0.7922662614304296,-79.22662614304295,0.5105484882833103,270.95506140920696,16,6,4,0,91,0.37362637362637363,-82.97247910189058,-0.9117854846361603,0.5206935828040175,94.24234586553227,True,False,84,0.47619047619047616,-48.36218100099331,-0.5757402500118252,0.5954802044286635,50.41103673148584,True,False,89,0.4157303370786517,-66.75603909407565,-0.750067854989614,0.4735896398500933,69.32313557613242,True,False,78,0.3717948717948718,-72.86436221224733,-0.9341584899006068,0.4566880949290164,85.50545419313012,True,False,113,0.4778761061946903,-56.340332668072854,-0.4985870147617067,0.7314951309074442,118,0.3305084745762712,-143.87651590727046,-1.2192925076887327,0.31311560982427245,111,0.42342342342342343,-70.73821283386356,-0.6372811967014734,0.47326976567128065,0,-1.2192925076887327,False,False,False,False
2,15,60,EFF_LOW__RV_HIGH,468,182,286,0.3888888888888889,-157.0170873034623,351.0,-508.0170873034623,-1.08550659680227,-108.55065968022699,0.5102975495680606,508.7896725323531,10,6,4,0,115,0.4260869565217391,-85.47325641291467,-0.7432457079383884,0.5926970901409921,107.97126931225397,True,False,130,0.4230769230769231,-130.88458259014647,-1.006804481462665,0.5685005840865429,130.88458259014647,True,False,108,0.37962962962962965,-146.1214402248246,-1.3529762983780056,0.4475685782734607,146.7254749894154,True,False,115,0.3217391304347826,-145.53780807557655,-1.2655461571789266,0.43962844610062524,145.53780807557655,True,False,156,0.4551282051282051,-163.1534278902995,-1.0458553069890992,0.6172956155722318,153,0.33986928104575165,-80.02072642078518,-0.5230112837959816,0.6084157025611462,159,0.3710691823899371,-264.84293299237765,-1.6656788238514317,0.348850208110363,0,-1.6656788238514317,False,False,False,False
2,15,60,EFF_MID__RV_LOW,232,96,136,0.41379310344827586,79.7412632942573,174.0,-94.2587367057427,-0.4062876582144082,-40.62876582144082,0.6419788881565026,116.33219051722575,11,7,4,0,64,0.453125,-47.859863201425746,-0.7478103625222773,0.5026986268719879,53.09770769691035,True,False,53,0.37735849056603776,-4.636050468669614,-0.08747265035225688,0.9003563472100886,17.375240876618445,True,False,58,0.41379310344827586,-29.74358395689117,-0.5128204130498478,0.5893731622895796,30.706872945059246,True,False,57,0.40350877192982454,-12.019239078756183,-0.2108638434869506,0.7500002161269905,28.473415292441285,True,False,84,0.5595238095238095,-10.941895395222863,-0.13026065946693885,0.898736387448636,76,0.2894736842105263,-31.537606035161133,-0.4149685004626465,0.5314688440681605,72,0.375,-51.77923527535872,-0.7191560454910934,0.4110093202009247,1,-0.7191560454910934,False,False,False,False
2,15,60,EFF_MID__RV_MID,362,156,206,0.430939226519337,139.48272222823832,271.5,-132.01727777176166,-0.36468861262917585,-36.468861262917585,0.7415458785203157,179.35917470550407,10,6,4,0,87,0.41379310344827586,-28.39325762175166,-0.32635928300863976,0.7343669419170042,57.4791447383472,True,False,98,0.5,-10.834353239257847,-0.1105546248903862,0.9082858901702657,40.51840715269162,True,False,94,0.44680851063829785,-20.068993394057458,-0.21349992972401552,0.8628090426179893,61.97423014319119,True,False,83,0.3493975903614458,-72.72067351669473,-0.8761526929722256,0.478666968122097,77.53300129411218,True,False,127,0.4645669291338583,11.008599597748194,0.08668188659644248,1.0520106650134227,117,0.36752136752136755,-88.79452464854838,-0.7589275610987041,0.3801321166541392,118,0.4576271186440678,-54.231352720961475,-0.4595877349234023,0.652113056865757,0,-0.7589275610987041,False,False,False,False
2,15,60,EFF_MID__RV_HIGH,421,175,246,0.4156769596199525,-45.81263596881029,315.75,-361.56263596881024,-0.8588186127525184,-85.88186127525184,0.607296946761151,369.06612320663845,11,12,4,0,101,0.43564356435643564,-84.56080746706843,-0.837235717495727,0.6047860980457264,99.06192443646565,True,False,103,0.3883495145631068,-194.59603216026625,-1.889281865633653,0.3594324636912554,194.59603216026625,True,False,107,0.4205607476635514,-51.686589778278304,-0.4830522409184888,0.7496330301579249,61.45335403752875,True,False,110,0.41818181818181815,-30.719206563197396,-0.2792655142108854,0.8436761296370886,58.580309208319434,True,False,124,0.43548387096774194,-86.3761273512561,-0.6965816721875492,0.7363484198995591,144,0.3819444444444444,-101.42299242321334,-0.7043263362723149,0.5404785294330601,153,0.43137254901960786,-173.7635161943408,-1.1357092561721622,0.5333620824593946,0,-1.1357092561721622,False,False,False,False
2,15,60,EFF_HIGH__RV_LOW,572,213,359,0.3723776223776224,83.94778523766766,429.0,-345.05221476233237,-0.6032381376963852,-60.32381376963853,0.5683528866048849,345.05221476233226,15,7,4,0,127,0.3228346456692913,-142.6827500682785,-1.123486221010067,0.4077447311684728,142.68275006827847,True,False,155,0.41935483870967744,-92.55444590703729,-0.5971254574647568,0.570633703169082,101.65812180332301,True,False,144,0.3472222222222222,-65.99307203459215,-0.45828522246244546,0.605514246677622,90.92267838607057,True,False,146,0.3904109589041096,-43.82194675242439,-0.3001503202220849,0.7504747008667275,50.34995807033051,True,False,191,0.41361256544502617,-70.3460611675178,-0.36830398517025026,0.7721597779495389,192,0.3541666666666667,-108.47145498255846,-0.5649554947008253,0.4971737528593967,189,0.3492063492063492,-166.23469861225612,-0.879548669906117,0.3953116574114565,0,-0.879548669906117,False,False,False,False
2,15,60,EFF_HIGH__RV_MID,299,124,175,0.41471571906354515,43.79225499851799,224.25,-180.457745001482,-0.6035376087006087,-60.35376087006087,0.6361845726368199,186.9712421835813,11,7,4,0,82,0.3780487804878049,-81.40742482431392,-0.992773473467243,0.4860209742675228,86.08828739803367,True,False,69,0.42028985507246375,-13.183456125383845,-0.1910645815273021,0.8680603414482869,33.53061389580836,True,False,73,0.4246575342465753,-82.61825885834511,-1.1317569706622619,0.4880282831566993,87.26016541271426,True,False,75,0.44,-3.248605193439151,-0.04331473591252201,0.9574426911475191,27.912171976625636,True,False,105,0.4666666666666667,-25.012613509448688,-0.23821536675665417,0.8591137137386639,94,0.3617021276595745,-77.13401523461607,-0.8205746301554901,0.4937676287071873,100,0.41,-78.3111162574173,-0.783111162574173,0.528553447314818,0,-0.8205746301554901,False,False,False,False
2,15,60,EFF_HIGH__RV_HIGH,208,77,131,0.3701923076923077,-23.9587883737961,156.0,-179.9587883737961,-0.8651864825663274,-86.51864825663273,0.5701370545412808,179.9587883737962,9,4,4,0,57,0.38596491228070173,-58.55952819037746,-1.0273601436908326,0.5092603118269686,58.55952819037745,True,False,43,0.3023255813953488,-53.52541743792377,-1.2447771497191575,0.4293140611661325,63.494716513820485,True,False,51,0.45098039215686275,-1.9247712712517053,-0.037740613161798144,0.9814166154435331,47.690728420273544,True,False,57,0.3333333333333333,-65.94907147424315,-1.1570012539340904,0.3531038117777107,65.94907147424315,True,False,57,0.3157894736842105,-93.68943905450418,-1.6436743693772662,0.4846840406886192,69,0.3188405797101449,-29.79436759060569,-0.4318024288493579,0.612944213975686,82,0.45121951219512196,-56.47498172868622,-0.6887192893742221,0.6467125502715537,0,-1.6436743693772662,False,False,False,False
2,15,60,EFF_LOW__RANGE_LOW,432,144,288,0.3333333333333333,23.575552551779996,324.0,-300.42444744822,-0.6954269616856945,-69.54269616856945,0.5276637355457997,308.0698153471582,13,8,4,0,118,0.3813559322033898,-66.79653215353672,-0.5660723063859043,0.6587897095608874,93.72128327181296,True,False,97,0.3711340206185567,-33.111663142687355,-0.3413573519864676,0.7673575203619932,68.36597872253708,True,False,112,0.30357142857142855,-113.45698262552199,-1.0130087734421607,0.3220035187052419,116.62811387216952,True,False,105,0.2761904761904762,-87.05926952647393,-0.8291359002521327,0.33341919114604773,89.56192252836375,True,False,155,0.3935483870967742,-129.05173117302365,-0.8325918140195074,0.48717937678810447,141,0.2695035460992908,-145.9994979513101,-1.035457432278795,0.31953617693948355,136,0.33088235294117646,-25.373218323886277,-0.18656778179328146,0.8505961304261365,0,-1.035457432278795,False,False,False,False
