partition,entry_name,target_name,risk_name,n_0,wins_0,wr_0,pf_0,expectancy_0,net_0,max_ls_0,median_win_0,median_loss_0,n_5,wins_5,wr_5,pf_5,expectancy_5,net_5,max_ls_5,median_win_5,median_loss_5,tp,stop,time_exit,median_hold
august,F95,E20,D40,1,0,0.0,0.0,-3.125974644108897,-3.125974644108897,1,,-3.125974644108897,1,0,0.0,0.0,-3.6230001567084553,-3.6230001567084553,1,,-3.6230001567084553,0,1,0,45.0
POOLED_MAJOR,F95,E20,D40,98,63,0.6428571428571429,0.8945644803920525,-0.24671656904544104,-24.178223766453222,3,3.0135919370807955,-5.134956884719532,98,61,0.6224489795918368,0.7638388452828638,-0.5950340807495753,-58.31333991345838,3,2.7928343776289615,-5.40892819379356,59,24,15,50.0
external,F95,E20,D50,36,28,0.7777777777777778,1.5309325184192037,1.1008010768141099,39.628838765307954,2,3.61911176457459,-3.2783992045563197,36,26,0.7222222222222222,1.3535330341609508,0.7747754725806412,27.891917012903082,2,3.6052484959494095,-2.679438872419326,25,3,8,75.0
development,F95,E20,D50,43,26,0.6046511627906976,0.676299228143381,-0.7103741657856949,-30.54608912878488,3,2.0219265767569943,-5.590002023871543,43,26,0.6046511627906976,0.5549543189664673,-1.063694718526594,-45.738872896643535,3,1.7708411561789932,-6.084564740489284,25,11,7,40.0
reference_validation,F95,E20,D50,19,11,0.5789473684210527,0.6945200132322656,-0.8033023063912927,-15.262743821434562,2,2.864974047382352,-6.778932849325503,19,11,0.5789473684210527,0.5922765589527497,-1.1569563767647117,-21.982171158529525,2,2.6134673137255375,-7.27230722928614,11,6,2,45.0
august,F95,E20,D50,1,0,0.0,0.0,-4.598190915317479,-4.598190915317479,1,,-4.598190915317479,1,0,0.0,0.0,-5.093744947386114,-5.093744947386114,1,,-5.093744947386114,0,1,0,75.0
POOLED_MAJOR,F95,E20,D50,98,65,0.6632653061224489,0.971776779292549,-0.06306116515215802,-6.179994184911486,3,3.0135919370807955,-5.978622326567306,98,63,0.6428571428571429,0.8309335277457651,-0.4064196636966323,-39.82912704226997,3,2.7928343776289615,-6.084564740489284,61,20,17,50.0
external,F95,E20,D60,36,29,0.8055555555555556,1.4439743993486307,0.9789167075147477,35.24100147053092,2,3.610927533275921,-4.207311887594811,36,27,0.75,1.2858155166376994,0.6599642885213884,23.758714386769984,2,3.3754082917274,-2.8472881341898733,26,1,9,87.5
development,F95,E20,D60,43,27,0.627906976744186,0.5996440001161006,-1.0106780893241543,-43.45915784093864,3,1.8962988056879353,-7.028684618979031,43,27,0.627906976744186,0.4985767469581144,-1.3578679963477691,-58.38832384295407,3,1.6452761676041932,-7.521809371983479,26,10,7,45.0
reference_validation,F95,E20,D60,19,12,0.631578947368421,0.8770822538950196,-0.2810627492984088,-5.340192236669767,2,3.1348106036320327,-7.354722391051216,19,12,0.631578947368421,0.7480376109488928,-0.6219874069047814,-11.817760731190846,2,2.8831690191225117,-7.847521269220992,12,4,3,50.0
august,F95,E20,D60,1,0,0.0,0.0,-4.598190915317479,-4.598190915317479,1,,-4.598190915317479,1,0,0.0,0.0,-5.093744947386114,-5.093744947386114,1,,-5.093744947386114,0,1,0,75.0
POOLED_MAJOR,F95,E20,D60,98,68,0.6938775510204082,0.9414004050494093,-0.13835049599058677,-13.558348607077503,3,2.988196345847583,-6.656033167068825,98,66,0.673469387755102,0.8115527420631875,-0.4739527570140299,-46.44737018737493,3,2.777422654621953,-6.952536805882192,64,15,19,55.0
external,F90,E10,D30,56,37,0.6607142857142857,0.8799056750322204,-0.2854868332510109,-15.987262662056608,3,2.756762266073976,-4.2983432041382885,56,36,0.6428571428571429,0.7535469778831942,-0.62803475230708,-35.169946129196475,3,2.533863357314437,-4.472355672680273,35,17,4,40.0
development,F90,E10,D30,65,44,0.676923076923077,0.9355420287771039,-0.09825318055942808,-6.386456736362826,5,1.7754059784909741,-3.741643515459458,65,44,0.676923076923077,0.7434268643236578,-0.432161971619606,-28.09052815527439,5,1.5244437566126594,-4.23805366686818,43,19,3,35.0
reference_validation,F90,E10,D30,30,18,0.6,0.6214448439775017,-0.8408204089226355,-25.224612267679067,3,2.1619374246676486,-4.339329508830497,30,18,0.6,0.5083052219153278,-1.1893951460916965,-35.68185438275089,3,1.9107820336508712,-4.835142272939535,18,12,0,25.0
august,F90,E10,D30,1,0,0.0,0.0,-2.8403198709196382,-2.8403198709196382,1,,-2.8403198709196382,1,0,0.0,0.0,-3.337630895536336,-3.337630895536336,1,,-3.337630895536336,0,1,0,45.0
POOLED_MAJOR,F90,E10,D30,151,99,0.6556291390728477,0.8407208161548145,-0.315220739510586,-47.59833166609849,5,2.293864175083771,-3.990341173788231,151,98,0.6490066225165563,0.6953343533373145,-0.6552472097167003,-98.94232866722174,5,2.0555178359255692,-4.432427852717624,96,48,7,35.0
external,F90,E10,D40,56,40,0.7142857142857143,0.8034340489898383,-0.528804618328233,-29.613058626381047,3,2.5074035733419047,-6.013812055639045,56,39,0.6964285714285714,0.6973842785021833,-0.8576776313350313,-48.02994735476175,3,2.1923983766069637,-6.025955345726352,38,11,7,47.5
development,F90,E10,D40,65,47,0.7230769230769231,0.9820667085669827,-0.02684887648027506,-1.7451769712178788,3,1.7119444390825804,-5.422375575169824,65,46,0.7076923076923077,0.7842347644968696,-0.3531149468941429,-22.952471548119288,3,1.4634424351358648,-5.864729324077212,45,16,4,40.0
reference_validation,F90,E10,D40,30,20,0.6666666666666666,0.7963019099651482,-0.42189599684985785,-12.656879905495735,2,2.2146763675574115,-6.196873421465343,30,20,0.6666666666666666,0.6627276784151221,-0.754083363727766,-22.62250091183298,2,1.9634946202473196,-6.690829569969569,20,10,0,32.5
august,F90,E10,D40,1,0,0.0,0.0,-2.8403198709196382,-2.8403198709196382,1,,-2.8403198709196382,1,0,0.0,0.0,-3.337630895536336,-3.337630895536336,1,,-3.337630895536336,0,1,0,45.0
POOLED_MAJOR,F90,E10,D40,151,107,0.7086092715231788,0.8580626599053923,-0.2914908311463223,-44.01511550309466,3,2.2649351352082685,-5.516502911537341,151,105,0.695364238410596,0.7181999920755016,-0.6199001312232717,-93.60491981471402,3,2.023489832208081,-5.982902590099442,103,37,11,40.0
external,F90,E10,D50,56,42,0.75,0.7675002880176611,-0.6723729248169688,-37.65288378975025,3,2.5074035733419047,-6.013812055639045,56,40,0.7142857142857143,0.6713435757505978,-0.992142133585341,-55.55995948077909,3,2.34885399393765,-5.947985376850751,40,9,7,55.0
development,F90,E10,D50,65,50,0.7692307692307693,0.9875140001389979,-0.019423751389928162,-1.2625438403453306,3,1.6907615267015679,-6.202942518570831,65,49,0.7538461538461538,0.8001561871610298,-0.33412238092713564,-21.717954760263815,3,1.4610139321164621,-6.516614970335832,48,13,4,40.0
reference_validation,F90,E10,D50,30,20,0.6666666666666666,0.6642484215901994,-0.8336499664930161,-25.009498994790484,2,2.2146763675574115,-6.696203390321109,30,20,0.6666666666666666,0.55974682600478,-1.1654257851753833,-34.9627735552615,2,1.9634946202473196,-7.1896604583967125,20,10,0,35.0
august,F90,E10,D50,1,0,0.0,0.0,-4.313381844062369,-4.313381844062369,1,,-4.313381844062369,1,0,0.0,0.0,-4.809220542868853,-4.809220542868853,1,,-4.809220542868853,0,1,0,75.0
POOLED_MAJOR,F90,E10,D50,151,112,0.7417218543046358,0.8106225226308476,-0.4233438849330203,-63.92492662488606,3,2.2467858184840432,-6.253445537784053,151,109,0.7218543046357616,0.6857249623826019,-0.743315813220559,-112.2406877963044,3,2.023489832208081,-6.642195199813338,108,32,11,40.0
external,F90,E10,D60,56,44,0.7857142857142857,0.7525096925513434,-0.7469604106171348,-41.82978299455955,2,2.392806316808949,-8.37535087471829,56,42,0.75,0.6617534766394235,-1.0576980221974286,-59.231089243056,3,2.1415355490344683,-6.429981205148611,42,6,8,65.0
development,F90,E10,D60,65,50,0.7692307692307693,0.896370017249043,-0.17760334903163966,-11.544217687056578,3,1.6907615267015679,-6.85045103028985,65,49,0.7538461538461538,0.7310599635605938,-0.49214387802147874,-31.98935207139612,3,1.4610139321164621,-7.045549535127332,48,12,5,40.0
reference_validation,F90,E10,D60,30,23,0.7666666666666667,0.6991802705658263,-0.7810566760982256,-23.431700282946768,2,2.2139578185985225,-11.590797464797342,30,23,0.7666666666666667,0.5986789024312775,-1.0877945649692238,-32.633836949076716,2,1.9627764303834065,-12.079362384872438,23,7,0,40.0
august,F90,E10,D60,1,0,0.0,0.0,-4.313381844062369,-4.313381844062369,1,,-4.313381844062369,1,0,0.0,0.0,-4.809220542868853,-4.809220542868853,1,,-4.809220542868853,0,1,0,75.0
POOLED_MAJOR,F90,E10,D60,151,117,0.7748344370860927,0.7856428201525527,-0.5086470262553835,-76.8057009645629,3,2.2153949165163005,-7.871064430336045,151,114,0.7549668874172185,0.6700512176809337,-0.8202270083677407,-123.85427826352884,3,1.9955880244718731,-7.34375392781077,113,25,13,45.0
external,F90,E15,D30,56,37,0.6607142857142857,1.120803738270321,0.28717324230708524,16.081701569196774,3,3.545952832592581,-4.2983432041382885,56,36,0.6428571428571429,0.9781575971386108,-0.05566086369329477,-3.117008366824507,3,3.329797962260306,-4.472355672680273,35,17,4,55.0
development,F90,E15,D30,65,40,0.6153846153846154,0.873329460781825,-0.2390641307660097,-15.539168499790632,5,2.2164890549655873,-3.8480265594704073,65,40,0.6153846153846154,0.7169511270200108,-0.5881103745368301,-38.22717434489396,5,1.9653064017646886,-4.344330381000061,39,23,3,45.0
reference_validation,F90,E15,D30,30,17,0.5666666666666667,0.6222762960231776,-0.9621192529342142,-28.863577588026427,3,2.737396288420913,-4.385349890960333,30,17,0.5666666666666667,0.5224029289724038,-1.3188062743729354,-39.56418823118806,3,2.4859533117651105,-4.881116657685968,17,13,0,30.0
august,F90,E15,D30,1,0,0.0,0.0,-2.8403198709196382,-2.8403198709196382,1,,-2.8403198709196382,1,0,0.0,0.0,-3.337630895536336,-3.337630895536336,1,,-3.337630895536336,0,1,0,45.0
POOLED_MAJOR,F90,E15,D30,151,94,0.6225165562913907,0.9147498214276976,-0.18755658621602836,-28.321044518620283,5,2.9372729452078032,-4.293309126700661,151,93,0.6158940397350994,0.7756282238607793,-0.5358170261119639,-80.90837094290654,5,2.691831055877292,-4.664872769563111,91,53,7,45.0
external,F90,E15,D40,56,40,0.7142857142857143,1.0247711617504338,0.06663974440979357,3.73182568694844,3,3.0910078960111447,-6.013812055639045,56,39,0.6964285714285714,0.9073708381072276,-0.2625308419916824,-14.701727151534214,3,2.9029667363758676,-6.025955345726352,38,11,7,60.0
development,F90,E15,D40,65,43,0.6615384615384615,0.8663461672299076,-0.26308247050978906,-17.10036058313629,3,2.186973267900694,-5.488238160474768,65,42,0.6461538461538462,0.7173280730505259,-0.604384212226575,-39.28497379472738,3,1.9622707729903937,-5.969482344852716,41,20,4,45.0
reference_validation,F90,E15,D40,30,18,0.6,0.7269373857103645,-0.6778486181891379,-20.335458545674136,3,2.802421780834519,-6.196873421465343,30,18,0.6,0.6170204575054561,-1.026374234762308,-30.791227042869238,3,2.550946307680724,-6.690829569969569,18,11,1,40.0
august,F90,E15,D40,1,0,0.0,0.0,-2.8403198709196382,-2.8403198709196382,1,,-2.8403198709196382,1,0,0.0,0.0,-3.337630895536336,-3.337630895536336,1,,-3.337630895536336,0,1,0,45.0
POOLED_MAJOR,F90,E15,D40,151,101,0.6688741721854304,0.904539913723965,-0.22320525458186743,-33.70399344186198,3,2.8692436456454034,-5.659145745803995,151,99,0.6556291390728477,0.7757745693092888,-0.5614432317160981,-84.77792798913082,3,2.6342784879557883,-6.01113909053626,97,42,12,45.0
external,F90,E15,D50,56,42,0.75,0.9796605185914492,-0.0588203593343228,-3.293940122722077,3,3.0910078960111447,-6.013812055639045,56,41,0.7321428571428571,0.8744489269715139,-0.37889619107395617,-21.218186700141544,3,2.9029667363758676,-6.025955345726352,40,9,7,60.0
development,F90,E15,D50,65,47,0.7230769230769231,0.9022523837309191,-0.19598118359289174,-12.738776933537963,3,2.037718743890094,-6.228194028177442,65,46,0.7076923076923077,0.7565588462108559,-0.5219089476346995,-33.92408159625547,3,1.8612153981962924,-6.696892601010962,45,15,5,45.0
reference_validation,F90,E15,D50,30,19,0.6333333333333333,0.804072211089349,-0.48853277877445106,-14.655983363233531,3,2.8674472732481253,-6.606789341717145,30,19,0.6333333333333333,0.6900861202535177,-0.8288116565372886,-24.86434969611866,3,2.615939303596338,-7.100335779156685,19,10,1,45.0
august,F90,E15,D50,1,0,0.0,0.0,-4.313381844062369,-4.313381844062369,1,,-4.313381844062369,1,0,0.0,0.0,-4.809220542868853,-4.809220542868853,1,,-4.809220542868853,0,1,0,75.0
POOLED_MAJOR,F90,E15,D50,151,108,0.7152317880794702,0.9163964701903969,-0.20323642661916264,-30.688700419493557,3,2.8683454594467643,-6.253445537784053,151,106,0.7019867549668874,0.794106532936359,-0.5298451522683159,-80.00661799251569,3,2.6260066331060377,-6.696892601010962,104,34,13,50.0
external,F90,E15,D60,56,44,0.7857142857142857,0.9512728293884642,-0.14706542548440993,-8.235663827126956,2,3.0228284631934725,-8.37535087471829,56,42,0.75,0.8524207612075958,-0.4625687800676711,-25.903851683789583,2,2.8393882019102206,-6.429981205148611,41,6,9,67.5
development,F90,E15,D60,65,47,0.7230769230769231,0.8362755224711635,-0.35416078123460326,-23.020450780249213,3,2.037718743890094,-7.363749826603611,65,46,0.7076923076923077,0.704622439749414,-0.6799304447290426,-44.19547890738777,3,1.8612153981962924,-7.34375392781077,45,14,6,50.0
reference_validation,F90,E15,D60,30,21,0.7,0.8210161321238811,-0.46984346200245214,-14.095303860073564,3,2.8674472732481253,-7.865080237754718,30,21,0.7,0.7138324635708285,-0.7933942346900957,-23.80182704070287,3,2.615939303596338,-8.357369013129212,21,7,2,47.5
august,F90,E15,D60,1,0,0.0,0.0,-4.313381844062369,-4.313381844062369,1,,-4.313381844062369,1,0,0.0,0.0,-4.809220542868853,-4.809220542868853,1,,-4.809220542868853,0,1,0,75.0
POOLED_MAJOR,F90,E15,D60,151,112,0.7417218543046358,0.8832270015582285,-0.30034051965198477,-45.351418467449705,3,2.802421780834519,-7.865080237754718,151,109,0.7218543046357616,0.7700322588198392,-0.6218619710720545,-93.90115763188024,3,2.617734778256287,-7.166850465066421,107,27,17,60.0
external,F90,E20,D30,56,35,0.625,0.9720769035655792,-0.07468431849419639,-4.182321835674998,4,3.7019112249304214,-4.2983432041382885,56,34,0.6071428571428571,0.8464853656649862,-0.43956059259400276,-24.615393185264153,4,3.4554664226209124,-4.472355672680273,30,18,8,57.5
development,F90,E20,D30,65,35,0.5384615384615384,0.7346777039718004,-0.6140107135866055,-39.91069638312936,5,2.77520581043651,-3.892119366100388,65,35,0.5384615384615384,0.6138434494305938,-0.9818927618625903,-63.82302952106837,5,2.5237439384672826,-4.388379116858843,34,27,4,55.0
reference_validation,F90,E20,D30,30,17,0.5666666666666667,0.7645292185923699,-0.5997796005665725,-17.993388016997176,3,3.364875546105162,-4.385349890960333,30,17,0.5666666666666667,0.6535562887282267,-0.9566477012918294,-28.69943103875488,3,3.113118986611885,-4.881116657685968,17,13,0,30.0
august,F90,E20,D30,1,0,0.0,0.0,-2.8403198709196382,-2.8403198709196382,1,,-2.8403198709196382,1,0,0.0,0.0,-3.337630895536336,-3.337630895536336,1,,-3.337630895536336,0,1,0,45.0
POOLED_MAJOR,F90,E20,D30,151,87,0.5761589403973509,0.8351475318788821,-0.4111682532172286,-62.08640623580152,5,3.523092374774506,-4.295826165419475,151,86,0.5695364238410596,0.7132230518151654,-0.7757473757952806,-117.13785374508738,5,3.281182972221031,-4.789167888193102,81,58,12,50.0
external,F90,E20,D40,56,38,0.6785714285714286,0.9205105105418232,-0.23447067607823108,-13.13035786038094,4,3.6047275342493528,-6.013812055639045,56,37,0.6607142857142857,0.8117407166177151,-0.5857327609106898,-32.80103461099863,4,3.360172279546503,-6.025955345726352,33,11,12,60.0
development,F90,E20,D40,65,38,0.5846153846153846,0.7700450843356463,-0.5285946596832857,-34.35865287941357,3,2.646589575645964,-5.369946662070346,65,37,0.5692307692307692,0.6453958493873906,-0.8888351791576551,-57.77428664524758,3,2.51645842940913,-5.766312614996067,36,22,7,55.0
reference_validation,F90,E20,D40,30,18,0.6,0.8916610466760715,-0.26893981806234313,-8.068194541870295,3,3.442906137001445,-6.196873421465343,30,18,0.6,0.7695237425373207,-0.6176697868594592,-18.530093605783776,3,3.1911105817106327,-6.690829569969569,18,11,1,42.5
august,F90,E20,D40,1,0,0.0,0.0,-2.8403198709196382,-2.8403198709196382,1,,-2.8403198709196382,1,0,0.0,0.0,-3.337630895536336,-3.337630895536336,1,,-3.337630895536336,0,1,0,45.0
POOLED_MAJOR,F90,E20,D40,151,94,0.6225165562913907,0.8572051484148911,-0.3679285117991048,-55.55720528166483,4,3.3255136851032656,-5.501671832680232,151,92,0.609271523178808,0.7387063261823577,-0.7225524163048341,-109.10541486202996,4,3.1911105817106327,-5.969482344852716,87,44,20,55.0
external,F90,E20,D50,56,40,0.7142857142857143,0.8915338628915784,-0.34182257707772984,-19.142064316352872,3,3.6047275342493528,-6.013812055639045,56,39,0.6964285714285714,0.792410547483126,-0.6839989568249286,-38.303941582196,3,3.360172279546503,-6.025955345726352,35,9,12,72.5
development,F90,E20,D50,65,41,0.6307692307692307,0.7287777518348197,-0.6832379995054702,-44.41046996785556,3,2.490784649100753,-6.103508501937127,65,40,0.6153846153846154,0.6183895531395893,-1.0317491600502358,-67.06369540326533,3,2.2566952232728315,-6.498223336392595,39,18,8,60.0
reference_validation,F90,E20,D50,30,19,0.6333333333333333,0.9852066981491941,-0.03688610431733682,-1.1065831295201045,3,3.520936727897728,-6.606789341717145,30,19,0.6333333333333333,0.8588839662308889,-0.3773906925621534,-11.321720776864602,3,3.26910217680938,-7.100335779156685,19,10,1,45.0
august,F90,E20,D50,1,0,0.0,0.0,-4.313381844062369,-4.313381844062369,1,,-4.313381844062369,1,0,0.0,0.0,-4.809220542868853,-4.809220542868853,1,,-4.809220542868853,0,1,0,75.0
POOLED_MAJOR,F90,E20,D50,151,100,0.6622516556291391,0.8442041356675665,-0.4282060755876063,-64.65911741372855,3,3.1185819745688352,-6.202942518570831,151,98,0.6490066225165563,0.7350896746855029,-0.7727772037240127,-116.68935776232591,3,3.073776796704964,-6.587497798615716,93,37,21,60.0
external,F90,E20,D60,56,42,0.75,0.8715003390584151,-0.4211745974220195,-23.585777455633092,2,3.5701787277260926,-8.37535087471829,56,40,0.7142857142857143,0.777578939097101,-0.7587829443135986,-42.49184488156152,2,3.3528511086950545,-6.429981205148611,36,6,14,80.0
