partition,entry_name,target_name,risk_name,n_0,wins_0,wr_0,pf_0,expectancy_0,net_0,max_ls_0,median_win_0,median_loss_0,n_5,wins_5,wr_5,pf_5,expectancy_5,net_5,max_ls_5,median_win_5,median_loss_5,tp,stop,time_exit,median_hold
reference_validation,F85,E20,D30,34,19,0.5588235294117647,0.893533814192218,-0.2555450422733214,-8.688531437292928,3,3.457005463259733,-5.183471734260136,34,19,0.5588235294117647,0.762466209961106,-0.6219825582627169,-21.147406980932374,3,3.20520286182886,-5.678440778003935,18,15,1,32.5
august,F85,E20,D30,1,0,0.0,0.0,-2.5543367252602196,-2.5543367252602196,1,,-2.5543367252602196,1,0,0.0,0.0,-3.0519335901025175,-3.0519335901025175,1,,-3.0519335901025175,0,1,0,35.0
POOLED_MAJOR,F85,E20,D30,160,87,0.54375,0.8983235971374728,-0.24437838088963587,-39.10054094234174,7,3.308331684279531,-4.6399720009901895,160,87,0.54375,0.7654718630694932,-0.6166407776998372,-98.66252443197395,7,3.0566033825882415,-5.135484272853308,81,67,12,50.0
external,F85,E20,D40,56,39,0.6964285714285714,1.4247423076974584,0.9547937739879867,53.46845134332725,3,4.2061678485496135,-5.03794291441344,56,39,0.6964285714285714,1.2531875354540691,0.6070224337372663,33.99325628928691,3,3.9539908531231576,-5.53305741424902,34,11,11,65.0
development,F85,E20,D40,70,36,0.5142857142857142,0.6387187078924983,-0.914127271891189,-63.98890903238323,6,2.3114244700819357,-4.776668619369751,70,36,0.5142857142857142,0.5352932135544828,-1.2875342504999514,-90.1273975349966,6,2.060194372895519,-5.27204426292856,35,28,7,60.0
reference_validation,F85,E20,D40,34,20,0.5882352941176471,0.8836232883273323,-0.3189047745558748,-10.842762334899742,3,3.7274397082080584,-5.613439072640631,34,20,0.5882352941176471,0.7697336627290704,-0.6777855485511598,-23.044708650739434,3,3.475501957229466,-6.107978363922284,19,14,1,45.0
august,F85,E20,D40,1,0,0.0,0.0,-4.028245372507944,-4.028245372507944,1,,-4.028245372507944,1,0,0.0,0.0,-4.524369065288958,-4.524369065288958,1,,-4.524369065288958,0,1,0,65.0
POOLED_MAJOR,F85,E20,D40,160,95,0.59375,0.9460756995342371,-0.13352012514972317,-21.363220023955705,6,3.2998096646178037,-4.969434989788956,160,95,0.59375,0.8151255022224455,-0.4948678118528069,-79.17884989644911,6,3.0480856218069845,-5.464617963312424,88,53,19,60.0
external,F85,E20,D50,56,42,0.75,1.3283819599183273,0.8102661018792177,45.37490170523619,2,4.027523605869565,-7.2203029960828005,56,41,0.7321428571428571,1.1820357205272116,0.4716038222118638,26.409814043864372,2,3.653774186518977,-5.454058062030132,36,7,13,85.0
development,F85,E20,D50,70,39,0.5571428571428572,0.5934599813453111,-1.1668728631808056,-81.6811004226564,6,2.307700435873761,-6.12528532527511,70,39,0.5571428571428572,0.5049123489372248,-1.529266110497261,-107.04862773480826,6,2.0564721997738515,-6.619313026099405,38,25,7,80.0
reference_validation,F85,E20,D50,34,22,0.6470588235294118,1.1477184952443318,0.36290438577606504,12.33874911638621,3,4.089143319239663,-5.91313849481036,34,22,0.6470588235294118,1.00693761684162,0.01825146508943097,0.620549813040653,3,3.837024806836298,-6.407378236444677,21,11,2,47.5
august,F85,E20,D50,1,0,0.0,0.0,-4.028245372507944,-4.028245372507944,1,,-4.028245372507944,1,0,0.0,0.0,-4.524369065288958,-4.524369065288958,1,,-4.524369065288958,0,1,0,65.0
POOLED_MAJOR,F85,E20,D50,160,103,0.64375,0.9432889187186063,-0.14979656000646252,-23.967449601034005,6,3.1785979548284,-6.12528532527511,160,102,0.6375,0.82247714282091,-0.5001141492368951,-80.01826387790322,6,2.9479714240631787,-6.548873012649242,95,43,22,70.0
external,F85,E20,D60,56,42,0.75,1.3330971520324082,0.8189935237816425,45.863637331771976,2,4.027523605869565,-4.953156076708337,56,41,0.7321428571428571,1.1860271237049176,0.48032252105391304,26.89806117901913,2,3.653774186518977,-5.44265257998876,36,5,15,87.5
development,F85,E20,D60,70,42,0.6,0.6796871078645084,-0.873513012417442,-61.145910869220934,5,2.361838941422734,-6.208411628302368,70,42,0.6,0.5797429321405732,-1.228998065954631,-86.02986461682416,5,2.0859228193232497,-6.702356244366037,40,18,12,85.0
reference_validation,F85,E20,D60,34,23,0.6764705882352942,1.0525651247045653,0.14330949520333558,4.87252283691341,3,3.997873953156384,-7.347126112088587,34,23,0.6764705882352942,0.9328539997187958,-0.19374380769653507,-6.587289461682192,3,3.7458010526300716,-7.839932582741116,22,9,3,50.0
august,F85,E20,D60,1,0,0.0,0.0,-4.028245372507944,-4.028245372507944,1,,-4.028245372507944,1,0,0.0,0.0,-4.524369065288958,-4.524369065288958,1,,-4.524369065288958,0,1,0,65.0
POOLED_MAJOR,F85,E20,D60,160,107,0.66875,0.9752900540612813,-0.06506094187834699,-10.409750700535518,5,3.1785979548284,-6.432558908732111,160,106,0.6625,0.853110126779158,-0.41074433062179505,-65.71909289948721,5,2.9479714240631787,-6.702356244366037,98,32,30,82.5
external,F80,E10,D30,45,27,0.6,0.9582462466989311,-0.10212913602610756,-4.59581112117484,3,3.553346663984725,-4.51256647352043,45,27,0.6,0.8230901239333279,-0.46767933112116467,-21.04556990045241,3,3.3014959160267536,-5.008206087239997,24,14,7,65.0
development,F80,E10,D30,69,42,0.6086956521739131,0.9609104124234553,-0.07082632156001493,-4.887016187641031,5,2.158913910725269,-4.3397580116324885,69,40,0.5797101449275363,0.7864687572497657,-0.42872467984796714,-29.582002909509733,5,2.0572219819446462,-4.581033158815407,39,27,3,40.0
reference_validation,F80,E10,D30,35,21,0.6,1.1606999530418958,0.3205701118432756,11.219953914514646,4,3.53121275220798,-4.443413992517259,35,21,0.6,0.9869131797554219,-0.028698120908579827,-1.004434231800294,4,3.279373065675118,-4.939122724158878,21,14,0,30.0
august,F80,E10,D30,2,1,0.5,1.8305888983708898,0.9418980438518467,1.8837960877036934,1,4.1518207282913,-2.2680246405876066,2,1,0.5,1.4099063858479797,0.5668816092074096,1.1337632184148192,1,3.899670892844887,-2.7659076744300677,1,1,0,20.0
POOLED_MAJOR,F80,E10,D30,149,90,0.6040268456375839,1.0056971855660357,0.011658567823481769,1.7371266056987835,5,2.6885869793603194,-4.393695025440391,149,88,0.5906040268456376,0.8455291457356253,-0.3465235371930365,-51.63200704176244,5,2.489198452441233,-4.880958158810889,84,55,10,45.0
external,F80,E10,D40,45,31,0.6888888888888889,1.0848264912163619,0.2035707164811178,9.160682241650301,2,3.295232616401034,-4.281774157717649,45,31,0.6888888888888889,0.9451924877039624,-0.13992642436253616,-6.296689096314127,2,3.043510860970611,-4.777644448414515,28,9,8,95.0
development,F80,E10,D40,69,46,0.6666666666666666,0.9111676470798002,-0.18122217860175355,-12.504330323520994,5,2.038543633301149,-5.714789730819502,69,44,0.6376811594202898,0.7623367649520341,-0.5244542494521144,-36.18734321219589,5,1.9077600307099822,-5.673807343268933,43,23,3,50.0
reference_validation,F80,E10,D40,35,21,0.6,0.9689331872198982,-0.07423865834704443,-2.598353042146555,4,3.53121275220798,-5.271271288920593,35,21,0.6,0.8364667590096251,-0.42311227963443937,-14.808929787205377,4,3.279373065675118,-5.766152576987582,21,14,0,40.0
august,F80,E10,D40,2,1,0.5,1.109287665914869,0.20451989625148737,0.40903979250297473,1,4.1518207282913,-3.7427809357883253,2,1,0.5,0.9199094493341406,-0.16975952875016254,-0.33951905750032507,1,3.899670892844887,-4.239189950345212,1,1,0,35.0
POOLED_MAJOR,F80,E10,D40,149,98,0.6577181208053692,0.9821236211196911,-0.03987920217461236,-5.942001124017242,5,2.6885869793603194,-5.178833663772464,149,96,0.6442953020134228,0.8398324955723985,-0.3845165241323181,-57.2929620957154,5,2.489198452441233,-5.622803758128613,92,46,11,50.0
external,F80,E10,D50,45,33,0.7333333333333333,1.0189954005001323,0.050497398253458996,2.272382921405655,2,3.0821370185496026,-6.363306334158675,45,33,0.7333333333333333,0.8990076320556462,-0.28167958951855704,-12.675581528335066,2,2.8305217576708013,-6.857096132925028,30,7,8,100.0
development,F80,E10,D50,69,50,0.7246376811594203,0.972552285918093,-0.05623089633504494,-3.8799318471181006,5,2.158913910725269,-6.859998827231695,69,47,0.6811594202898551,0.8226202705892789,-0.388649558855584,-26.816819561035295,5,2.111916692549021,-6.528107225391172,46,19,4,55.0
reference_validation,F80,E10,D50,35,24,0.6857142857142857,0.9608462254949972,-0.10377647251754211,-3.632176538113974,4,3.4527808003840925,-6.8010580365396756,35,24,0.6857142857142857,0.8463222495157663,-0.431069980990352,-15.08744933466232,4,3.2009803102289296,-7.294410302370147,24,11,0,50.0
august,F80,E10,D50,2,1,0.5,1.109287665914869,0.20451989625148737,0.40903979250297473,1,4.1518207282913,-3.7427809357883253,2,1,0.5,0.9199094493341406,-0.16975952875016254,-0.33951905750032507,1,3.899670892844887,-4.239189950345212,1,1,0,35.0
POOLED_MAJOR,F80,E10,D50,149,107,0.7181208053691275,0.9851881478541166,-0.03516594271024446,-5.239725463826424,5,2.5940276202967687,-6.830528431885686,149,104,0.697986577181208,0.8544029828618867,-0.3663077209666624,-54.5798504240327,5,2.4371683951627925,-6.548116956125105,100,37,12,65.0
external,F80,E10,D60,45,33,0.7333333333333333,1.0034297890714905,0.009259194224947424,0.4166637401226341,2,3.0821370185496026,-4.318918915468944,45,33,0.7333333333333333,0.8859220176233701,-0.3228765759518393,-14.529445917832767,2,2.8305217576708013,-4.8147520799711625,30,5,10,105.0
development,F80,E10,D60,69,51,0.7391304347826086,0.9892361226751388,-0.022667292857427773,-1.5640432071625163,3,2.253728534975919,-7.062382461298855,69,48,0.6956521739130435,0.8431703566180011,-0.35144986231861847,-24.250040499984674,3,2.119239612077451,-7.36347056454727,47,17,5,60.0
reference_validation,F80,E10,D60,35,25,0.7142857142857143,1.0125344516131893,0.0321793942338557,1.1262787981849494,3,3.374348848560205,-8.547071609229285,35,25,0.7142857142857143,0.8936040766118452,-0.2880786428327768,-10.082752499147187,3,3.1225875547827413,-9.038678734057576,25,9,1,50.0
august,F80,E10,D60,2,1,0.5,1.0542009630095523,0.10673139639048612,0.21346279278097224,1,4.1518207282913,-3.9383579355103278,2,1,0.5,0.8793794211045013,-0.2674502889811079,-0.5349005779622158,1,3.899670892844887,-4.434571470807103,1,1,0,50.0
POOLED_MAJOR,F80,E10,D60,149,109,0.7315436241610739,0.9999408353614503,-0.00014161522721423125,-0.021100668854920457,3,2.5940276202967687,-6.912371683712326,149,106,0.7114093959731543,0.870308391721549,-0.32793448937560166,-48.86223891696465,3,2.4371683951627925,-7.393903423000658,102,31,16,75.0
external,F80,E15,D30,45,27,0.6,1.1260813386385142,0.3083933099695003,13.877698948627513,3,4.212237774648919,-4.51256647352043,45,27,0.6,0.9783015596823146,-0.057362043769242546,-2.5812919696159145,3,3.9600577457760804,-5.008206087239997,24,14,7,65.0
development,F80,E15,D30,69,37,0.5362318840579711,0.7846611721689714,-0.4802107796933777,-33.13454379884306,5,2.47478250088713,-4.36672651853644,69,35,0.5072463768115942,0.6523522400465945,-0.8558169632561458,-59.05137046467406,5,2.4445943269751473,-4.708301753134125,34,32,3,50.0
reference_validation,F80,E15,D30,35,20,0.5714285714285714,1.0500747683680947,0.11348817197176077,3.972086019011627,4,3.7323337842155695,-4.64248631812707,35,20,0.5714285714285714,0.8991914463875513,-0.24984987738913128,-8.744745708619595,4,3.480393587421871,-5.137996076929485,19,15,1,40.0
august,F80,E15,D30,2,1,0.5,2.1650812025867734,1.3212164378761218,2.6424328757522435,1,4.91045751633985,-2.2680246405876066,2,1,0.5,1.6840506265356696,0.9460104388168524,1.8920208776337049,1,4.6579285520637725,-2.7659076744300677,1,1,0,20.0
POOLED_MAJOR,F80,E15,D30,149,84,0.5637583892617449,0.9554723163669782,-0.10258227403492556,-15.28475883120391,5,3.0379528061100896,-4.46303236797273,149,82,0.5503355704697986,0.8126107146858299,-0.472331598274561,-70.37740814290959,5,2.867711872677326,-4.889453451201997,77,61,11,50.0
external,F80,E15,D40,45,31,0.6888888888888889,1.2763838364473399,0.663279298749689,29.847568443736005,2,3.91110471913454,-4.281774157717649,45,31,0.6888888888888889,1.1251648727901913,0.3195524184845974,14.379858831806883,2,3.659075181543803,-4.777644448414515,28,9,8,100.0
development,F80,E15,D40,69,42,0.6086956521739131,0.7829870840030773,-0.5308745123690729,-36.63034135346603,5,2.412968749853928,-5.714789730819502,69,40,0.5797101449275363,0.6637461153319254,-0.888225928365943,-61.287589057250074,5,2.193670736816378,-5.673807343268933,39,26,4,55.0
reference_validation,F80,E15,D40,35,21,0.6,1.0989845528153137,0.23653795611752504,8.278828464113376,4,4.0034069899867575,-5.271271288920593,35,21,0.6,0.9537532511913324,-0.11965498387736574,-4.187924435707801,4,3.7513313243246587,-5.766152576987582,20,14,1,50.0
august,F80,E15,D40,2,1,0.5,1.3119810110675318,0.5838382902757624,1.1676765805515248,1,4.91045751633985,-3.7427809357883253,2,1,0.5,1.0987779756565192,0.2093693008592803,0.4187386017185606,1,4.6579285520637725,-4.239189950345212,1,1,0,35.0
POOLED_MAJOR,F80,E15,D40,149,94,0.6308724832214765,1.0041508196737448,0.01004064130458626,1.4960555543833527,5,3.0379528061100896,-5.178833663772464,149,92,0.6174496644295302,0.8682114073510525,-0.3429238567862483,-51.095654661150995,5,2.867711872677326,-5.622803758128613,87,49,13,60.0
external,F80,E15,D50,45,33,0.7333333333333333,1.1855190963201845,0.49318421532817486,22.19328968976787,2,3.6624931883078697,-6.363306334158675,45,33,0.7333333333333333,1.055651621552779,0.15521891638055477,6.984851237124964,2,3.4105878943606176,-6.857096132925028,29,7,9,105.0
development,F80,E15,D50,69,46,0.6666666666666666,0.8483703139949242,-0.3706429028669027,-25.574360297816288,5,2.4449675721847757,-6.859998827231695,69,43,0.6231884057971014,0.7257765012901961,-0.7172037659170178,-49.48705984827423,5,2.4445943269751473,-6.528107225391172,42,21,6,60.0
reference_validation,F80,E15,D50,35,24,0.6857142857142857,1.0671202936102417,0.17790129797888735,6.226545429261057,4,3.7323337842155695,-6.8010580365396756,35,23,0.6571428571428571,0.9416326319376661,-0.1638480537124846,-5.734681879936961,4,3.7513313243246587,-6.641778695421918,22,11,2,55.0
august,F80,E15,D50,2,1,0.5,1.3119810110675318,0.5838382902757624,1.1676765805515248,1,4.91045751633985,-3.7427809357883253,2,1,0.5,1.0987779756565192,0.2093693008592803,0.4187386017185606,1,4.6579285520637725,-4.239189950345212,1,1,0,35.0
POOLED_MAJOR,F80,E15,D50,149,103,0.6912751677852349,1.0074672952399444,0.019097146451091652,2.8454748212126564,5,3.0194748157282407,-6.830528431885686,149,99,0.6644295302013423,0.880668010503237,-0.3237375200744043,-48.23689049108624,5,2.8414115179205672,-6.528107225391172,93,39,17,75.0
external,F80,E15,D60,45,33,0.7333333333333333,1.1674097608065037,0.4519460112996633,20.33757050848485,2,3.6624931883078697,-4.318918915468944,45,33,0.7333333333333333,1.0402859565663087,0.11402192994727266,5.13098684762727,2,3.4105878943606176,-4.8147520799711625,29,5,11,115.0
development,F80,E15,D60,69,47,0.6811594202898551,0.8824942199595164,-0.2903541451011693,-20.03443601198068,3,2.47478250088713,-7.062382461298855,69,44,0.6376811594202898,0.7596249281376317,-0.6333175731999099,-43.698912550793786,3,2.5084048226802884,-7.36347056454727,43,18,8,60.0
reference_validation,F80,E15,D60,35,25,0.7142857142857143,1.1264192653484166,0.32455311998815506,11.359359199585427,3,3.461260578444381,-8.547071609229285,35,24,0.6857142857142857,0.9962483516413138,-0.010166105602019217,-0.3558136960706726,3,3.480393587421871,-7.39672906290183,23,9,3,75.0
august,F80,E15,D60,2,1,0.5,1.2468286521305125,0.48604979041476115,0.9720995808295223,1,4.91045751633985,-3.9383579355103278,2,1,0.5,1.050367230007913,0.11167854062833493,0.22335708125666986,1,4.6579285520637725,-4.434571470807103,1,1,0,50.0
POOLED_MAJOR,F80,E15,D60,149,105,0.7046979865771812,1.03054321028481,0.07827176977241342,11.662493696089598,3,3.0194748157282407,-6.912371683712326,149,101,0.6778523489932886,0.9036543042241698,-0.261233150330451,-38.923739399237206,3,2.8414115179205672,-7.3786869937739645,95,32,22,80.0
external,F80,E20,D30,45,27,0.6,1.2478896398400081,0.6063348260965788,27.285067174346047,3,3.7422197612632773,-4.51256647352043,45,27,0.6,1.0888348013468525,0.23484387303804274,10.567974286711923,3,3.4902746239513065,-5.008206087239997,23,14,8,65.0
development,F80,E20,D30,69,34,0.4927536231884058,0.775882469017423,-0.5205850064855014,-35.9203654474996,5,3.0118852143004142,-4.084966158474024,69,32,0.463768115942029,0.6479301466192428,-0.9069974620066876,-62.582824878461444,6,2.9595876634158196,-4.494093689407386,31,33,5,50.0
reference_validation,F80,E20,D30,35,20,0.5714285714285714,1.2113750731288102,0.47905504970983476,16.766926739844216,4,4.322667181960682,-4.64248631812707,35,20,0.5714285714285714,1.0466153781207388,0.11553430825612376,4.0437007889643315,4,4.070431965977684,-5.137996076929485,19,15,1,40.0
august,F80,E20,D30,2,1,0.5,2.4995735068026574,1.7005348319003968,3.4010696638007936,1,5.6690943043884,-2.2680246405876066,2,1,0.5,1.9581948672234,1.325139268426351,2.650278536852702,1,5.41618621128277,-2.7659076744300677,1,1,0,20.0
POOLED_MAJOR,F80,E20,D30,149,81,0.5436241610738255,1.0232553369721886,0.0545746876959105,8.131628466690664,5,3.507971217975037,-4.389443129473746,149,79,0.5302013422818792,0.874900841132411,-0.32195402552204827,-47.97114980278519,6,3.29835744583924,-4.858264253131866,73,62,14,55.0
external,F80,E20,D40,45,30,0.6666666666666666,1.318191612167131,0.8004251883201361,36.019133474406125,2,4.134598291565661,-4.543567020759687,45,30,0.6666666666666666,1.1662633351522549,0.4455436641815794,20.049464888171073,2,3.882457063034151,-5.039175649424566,26,10,9,105.0
development,F80,E20,D40,69,38,0.5507246376811594,0.7195707210344089,-0.7457563329681465,-51.457186974802106,5,2.758880737395564,-5.178833663772464,69,36,0.5217391304347826,0.612470811377192,-1.1173909854529365,-77.09997799625262,6,2.597396934168728,-5.491778688516902,35,28,6,60.0
reference_validation,F80,E20,D40,35,21,0.6,1.2673728099216637,0.6389261372758922,22.362414804656225,4,4.632465131413532,-5.271271288920593,35,21,0.6,1.109198888408278,0.2825321037372004,9.888623630802014,4,4.380075093866576,-5.766152576987582,20,14,1,50.0
august,F80,E20,D40,2,1,0.5,1.514674356220195,0.9631566843000374,1.9263133686000748,1,5.6690943043884,-3.7427809357883253,2,1,0.5,1.2776465019789243,0.5884981304687789,1.1769962609375577,1,5.41618621128277,-4.239189950345212,1,1,0,35.0
POOLED_MAJOR,F80,E20,D40,149,89,0.5973154362416108,1.0182061242419504,0.04647222351852515,6.924361304260247,5,3.499700944190121,-5.153306356652498,149,87,0.5838926174496645,0.8849983196888667,-0.31652274816966136,-47.161889477279544,6,3.2561431464018358,-5.557291223322758,81,52,16,65.0
external,F80,E20,D50,45,32,0.7111111111111111,1.264984195910439,0.7154697581208339,32.196139115437525,2,3.7181159724804074,-4.0199812946756115,45,32,0.7111111111111111,1.1288850815378826,0.36627025991981027,16.48216169639146,2,3.4661828810399036,-4.516113247404463,27,7,11,115.0
development,F80,E20,D50,69,43,0.6231884057971014,0.8416725425562293,-0.4036019586562467,-27.848535147281023,5,2.8854657152996404,-6.03398827314049,69,40,0.5797101449275363,0.7211268289093495,-0.7646155227103562,-52.758471067014575,5,2.8780109744007247,-6.4583806193927895,38,22,9,75.0
reference_validation,F80,E20,D50,35,24,0.6857142857142857,1.2304131111818593,0.6107063802288205,21.37472330800872,4,4.322667181960682,-6.8010580365396756,35,23,0.6571428571428571,1.0957331441398863,0.26874073414352956,9.405925695023534,4,4.380075093866576,-6.641778695421918,22,11,2,55.0
august,F80,E20,D50,2,1,0.5,1.514674356220195,0.9631566843000374,1.9263133686000748,1,5.6690943043884,-3.7427809357883253,2,1,0.5,1.2776465019789243,0.5884981304687789,1.1769962609375577,1,5.41618621128277,-4.239189950345212,1,1,0,35.0
POOLED_MAJOR,F80,E20,D50,149,99,0.6644295302013423,1.065927455432643,0.17263306896755187,25.72232727616523,5,3.4618219959632994,-6.03398827314049,149,95,0.6375838926174496,0.9353017552536357,-0.1803381454738228,-26.870383675599594,5,3.2561431464018358,-6.333804170742907,87,40,22,85.0
external,F80,E20,D60,45,32,0.7111111111111111,1.2459545531394922,0.6742315540923222,30.340419934154497,2,3.7181159724804074,-4.0199812946756115,45,32,0.7111111111111111,1.1127539223764635,0.3250732734865282,14.628297306893769,2,3.4661828810399036,-4.516113247404463,27,5,13,120.0
development,F80,E20,D60,69,44,0.6376811594202898,0.8868395548724342,-0.2894629433642823,-19.97294309213548,3,3.0118852143004142,-6.870187393526395,69,41,0.5942028985507246,0.7641936862159546,-0.6469048621124625,-44.63643548575991,3,2.8866613826099123,-6.619698464182688,39,18,12,85.0
reference_validation,F80,E20,D60,35,25,0.7142857142857143,1.299170879460286,0.7680541574959586,26.88189551235855,3,4.012869232507832,-8.547071609229285,35,24,0.6857142857142857,1.1598339458042253,0.43311329220688827,15.15896522724109,3,4.070431965977684,-7.39672906290183,23,9,3,75.0
august,F80,E20,D60,2,1,0.5,1.4394563412514727,0.8653681844390362,1.7307363688780724,1,5.6690943043884,-3.9383579355103278,2,1,0.5,1.2213550389113497,0.4908073702378335,0.981614740475667,1,5.41618621128277,-4.434571470807103,1,1,0,50.0
POOLED_MAJOR,F80,E20,D60,149,101,0.6778523489932886,1.095581406345345,0.24999578761327215,37.24937235437755,3,3.4618219959632994,-6.885419046794339,149,97,0.6510067114093959,0.9641212735070924,-0.09965887886996685,-14.84917295162506,3,3.2561431464018358,-6.742915984653669,89,32,28,90.0
external,F75,E10,D30,42,26,0.6190476190476191,1.4545865004586296,0.9486771165968625,39.84443889706822,3,4.258953225761875,-3.976740867152012,42,26,0.6190476190476191,1.2627827878331457,0.597922462518648,25.112743425783215,3,4.006749850836444,-4.472916038699109,25,12,5,65.0
development,F75,E10,D30,65,37,0.5692307692307692,1.0307696896088945,0.0570483915976901,3.708145453849857,5,2.477145691769112,-3.8967187936521537,65,37,0.5692307692307692,0.8512290831417538,-0.30760487093251365,-19.99431661061339,5,2.2258327753815315,-4.392973947281653,35,28,2,40.0
reference_validation,F75,E10,D30,31,15,0.4838709677419355,0.8802714897793785,-0.307000363809328,-9.517011278089168,5,3.4655250926314944,-4.063992478797951,31,15,0.4838709677419355,0.7571701227996003,-0.6847114232147556,-21.226054119657427,5,3.213718233514751,-4.560080442337345,15,16,0,30.0
august,F75,E10,D30,2,1,0.5,1.4227782170466312,0.7307696046758962,1.4615392093517925,1,4.918527177089471,-3.4569879677376787,2,1,0.5,1.1801640682329857,0.3561557737810197,0.7123115475620394,1,4.665994179999533,-3.9536826324374936,1,1,0,35.0
POOLED_MAJOR,F75,E10,D30,138,78,0.5652173913043478,1.118322439057439,0.24663458748426753,34.03557307282892,5,3.1228892232996857,-3.9707335661174508,138,78,0.5652173913043478,0.9492469395068948,-0.11672193698904047,-16.107627304487586,5,2.8712535965014334,-4.466914741963357,75,56,7,45.0
external,F75,E10,D40,42,30,0.7142857142857143,1.3722118593655404,0.88793811748814,37.29340093450188,2,3.791817750043403,-5.803937192339309,42,30,0.7142857142857143,1.2221537308798964,0.561179741498294,23.56954914292835,2,3.5398478261303827,-6.298286080702697,29,7,6,100.0
development,F75,E10,D40,65,41,0.6307692307692307,1.0128220698340145,0.02634246797063397,1.712260418091208,5,2.477145691769112,-4.9349755149314,65,41,0.6307692307692307,0.8557020674917583,-0.3228060619299638,-20.982394025447647,5,2.2258327753815315,-5.430192930708582,39,24,2,50.0
reference_validation,F75,E10,D40,31,19,0.6129032258064516,1.1489597165441128,0.36054505853327073,11.176896814531393,4,3.4655250926314944,-4.856962807865616,31,19,0.6129032258064516,1.005627304154587,0.014696307413995127,0.4555855298338489,4,3.213718233514751,-5.352258197362975,19,12,0,45.0
august,F75,E10,D40,2,1,0.5,1.4227782170466312,0.7307696046758962,1.4615392093517925,1,4.918527177089471,-3.4569879677376787,2,1,0.5,1.1801640682329857,0.3561557737810197,0.7123115475620394,1,4.665994179999533,-3.9536826324374936,1,1,0,35.0
POOLED_MAJOR,F75,E10,D40,138,90,0.6521739130434783,1.1625255859652697,0.3636417258487281,50.182558167124476,5,3.0413332299221834,-4.9349755149314,138,90,0.6521739130434783,1.009152043518217,0.02204884527039528,3.042740647314549,5,2.789738360741823,-5.430192930708582,87,43,8,60.0
external,F75,E10,D50,42,30,0.7142857142857143,1.378668587666193,0.8991104827175859,37.762640274138604,2,3.791817750043403,-3.8436729409956234,42,30,0.7142857142857143,1.2275776277280581,0.5723409399458979,24.03831947772771,2,3.5398478261303827,-4.339981113968122,29,5,8,105.0
development,F75,E10,D50,65,43,0.6615384615384615,0.9371897691935129,-0.1435560116742991,-9.331140758829441,5,2.477145691769112,-5.507738143549313,65,42,0.6461538461538462,0.8008114323128726,-0.48866033705117434,-31.762921908326334,5,2.3365834098759812,-5.9397288315584,40,22,3,55.0
reference_validation,F75,E10,D50,31,20,0.6451612903225806,1.0191359640564928,0.053248399878890705,1.650700396245612,4,3.2626863336629013,-6.453365959151347,31,20,0.6451612903225806,0.9039000718637463,-0.2841988284586335,-8.810163682217638,4,3.0109808432412626,-6.947065743300051,20,10,1,50.0
august,F75,E10,D50,2,1,0.5,1.4227782170466312,0.7307696046758962,1.4615392093517925,1,4.918527177089471,-3.4569879677376787,2,1,0.5,1.1801640682329857,0.3561557737810197,0.7123115475620394,1,4.665994179999533,-3.9536826324374936,1,1,0,35.0
POOLED_MAJOR,F75,E10,D50,138,93,0.6739130434782609,1.089919123914261,0.21798695588083164,30.082199911554767,5,3.0228188851500586,-5.788019009877454,138,92,0.6666666666666666,0.9536536959630443,-0.11981714574504544,-16.53476611281627,5,2.789738360741823,-6.173710571390923,89,37,12,75.0
external,F75,E10,D60,42,30,0.7142857142857143,1.4937252540814725,1.0820025397570507,45.444106669796135,2,3.791817750043403,-3.935734409730151,42,30,0.7142857142857143,1.3237478384454344,0.755050196328652,31.712108245803385,2,3.5398478261303827,-4.431950567241621,29,2,11,105.0
development,F75,E10,D60,65,45,0.6923076923076923,1.0816821753098027,0.17403342795442164,11.312172817037407,3,2.6987577113925636,-5.993450793397182,65,44,0.676923076923077,0.9283371633938449,-0.16361242706527282,-10.634807759242733,3,2.51125991469976,-6.37912120406674,42,19,4,55.0
reference_validation,F75,E10,D60,31,21,0.6774193548387096,1.0195257176567536,0.05568521199229955,1.7262415717612862,3,3.059847574694308,-9.377171494658988,31,21,0.6774193548387096,0.9090939382296546,-0.2736616892478628,-8.483512366683748,3,2.808243452967774,-9.867948934444414,21,9,1,50.0
august,F75,E10,D60,2,1,0.5,0.8054273022597641,-0.5941014782277101,-1.1882029564554202,1,4.918527177089471,-6.106730133544891,2,1,0.5,0.7068856618039283,-0.9673911001441713,-1.9347822002883426,1,4.665994179999533,-6.600776380287876,1,1,0,55.0
POOLED_MAJOR,F75,E10,D60,138,96,0.6956521739130435,1.1833641126242334,0.42378638448257117,58.48252105859482,3,3.0413332299221834,-6.471508052461982,138,95,0.6884057971014492,1.0370759439399775,0.09125933420200665,12.593788119876917,3,2.808243452967774,-6.947065743300051,92,30,16,77.5
external,F75,E15,D30,42,26,0.6190476190476191,1.6748887903832599,1.4084262313957616,59.15390171862199,3,4.924517972299213,-3.976740867152012,42,26,0.6190476190476191,1.4647383669786807,1.0574418176399991,44.41255634087996,3,4.671981981308648,-4.472916038699109,25,12,5,67.5
development,F75,E15,D30,65,33,0.5076923076923077,0.8486853969123954,-0.33008356411201567,-21.45543166728102,5,2.8149073822531627,-3.8967187936521537,65,33,0.5076923076923077,0.7073704383935652,-0.7097689707494159,-46.134983098712034,5,2.563425669418429,-4.392973947281653,31,31,3,45.0
