n,wins,wr,pf,expectancy,net,max_ls,partition,side,exec_min,ref_min,horizon_min,entry_f,target_ext,stop_f,stress_bps,targets,stops,time_exits,config_id,clock_utc,reference_start_min,reference_start_utc,probe,positive
66,45,0.6818181818181818,0.831459854314471,-0.3578998195423981,-23.621388089798273,3,development,LONG,840,240,390,0.9,0.2,0.35,0.0,43,17,6,LONG|E0840|R240|X390|F0.90|T0.20|S0.35,14:00,600,10:00,F90,False
82,48,0.5853658536585366,0.7330213164927586,-0.6432272797537443,-52.74463693980703,5,development,LONG,840,240,390,0.85,0.2,0.35,0.0,46,30,6,LONG|E0840|R240|X390|F0.85|T0.20|S0.35,14:00,600,10:00,F85,False
82,47,0.573170731707317,0.8838951802999321,-0.2629127297439131,-21.558843839000875,6,development,LONG,840,240,390,0.8,0.2,0.35,0.0,45,31,6,LONG|E0840|R240|X390|F0.80|T0.20|S0.35,14:00,600,10:00,F80,False
60,34,0.5666666666666667,0.9923164703261501,-0.016243768613656742,-0.9746261168194046,4,external,LONG,840,240,390,0.9,0.2,0.35,0.0,30,9,21,LONG|E0840|R240|X390|F0.90|T0.20|S0.35,14:00,600,10:00,F90,False
64,38,0.59375,1.076551298925548,0.159646579384904,10.217381080633857,4,external,LONG,840,240,390,0.85,0.2,0.35,0.0,31,12,21,LONG|E0840|R240|X390|F0.85|T0.20|S0.35,14:00,600,10:00,F85,True
60,33,0.55,1.0234084715252543,0.05285087390600122,3.1710524343600732,3,external,LONG,840,240,390,0.8,0.2,0.35,0.0,25,14,21,LONG|E0840|R240|X390|F0.80|T0.20|S0.35,14:00,600,10:00,F80,True
31,16,0.5161290322580645,0.6493120007244868,-1.045280707587747,-32.403701935220155,5,reference_validation,LONG,840,240,390,0.9,0.2,0.35,0.0,15,10,6,LONG|E0840|R240|X390|F0.90|T0.20|S0.35,14:00,600,10:00,F90,False
31,14,0.45161290322580644,0.619260656637018,-1.115578949625679,-34.58294743839605,5,reference_validation,LONG,840,240,390,0.85,0.2,0.35,0.0,14,10,7,LONG|E0840|R240|X390|F0.85|T0.20|S0.35,14:00,600,10:00,F85,False
31,12,0.3870967741935484,0.5943618204597936,-1.1402297372885486,-35.347121855945005,5,reference_validation,LONG,840,240,390,0.8,0.2,0.35,0.0,12,11,8,LONG|E0840|R240|X390|F0.80|T0.20|S0.35,14:00,600,10:00,F80,False
1,1,1.0,inf,3.068718361348544,3.068718361348544,0,august,LONG,840,240,390,0.9,0.2,0.35,0.0,1,0,0,LONG|E0840|R240|X390|F0.90|T0.20|S0.35,14:00,600,10:00,F90,False
0,0,,,,0.0,0,august,LONG,840,240,390,0.85,0.2,0.35,0.0,0,0,0,LONG|E0840|R240|X390|F0.85|T0.20|S0.35,14:00,600,10:00,F85,False
1,1,1.0,inf,5.258068103258973,5.258068103258973,0,august,LONG,840,240,390,0.8,0.2,0.35,0.0,1,0,0,LONG|E0840|R240|X390|F0.80|T0.20|S0.35,14:00,600,10:00,F80,False
65,44,0.676923076923077,0.766717566072635,-0.5439340646552533,-35.355714202591464,4,development,LONG,840,270,390,0.9,0.2,0.35,0.0,42,18,5,LONG|E0840|R270|X390|F0.90|T0.20|S0.35,14:00,570,09:30,F90,False
78,45,0.5769230769230769,0.6210525353010932,-1.054570190701042,-82.25647487468127,7,development,LONG,840,270,390,0.85,0.2,0.35,0.0,43,30,5,LONG|E0840|R270|X390|F0.85|T0.20|S0.35,14:00,570,09:30,F85,False
78,43,0.5512820512820513,0.7523929127365843,-0.6396928489561158,-49.89604221857703,7,development,LONG,840,270,390,0.8,0.2,0.35,0.0,41,32,5,LONG|E0840|R270|X390|F0.80|T0.20|S0.35,14:00,570,09:30,F80,False
58,33,0.5689655172413793,0.9605073052058061,-0.09093449039283895,-5.274200442784659,4,external,LONG,840,270,390,0.9,0.2,0.35,0.0,30,9,19,LONG|E0840|R270|X390|F0.90|T0.20|S0.35,14:00,570,09:30,F90,False
63,38,0.6031746031746031,1.1337887058788014,0.2943751887806121,18.54563689317856,4,external,LONG,840,270,390,0.85,0.2,0.35,0.0,32,10,21,LONG|E0840|R270|X390|F0.85|T0.20|S0.35,14:00,570,09:30,F85,True
56,31,0.5535714285714286,0.9539593912481138,-0.11435764025925454,-6.4040278545182545,4,external,LONG,840,270,390,0.8,0.2,0.35,0.0,24,13,19,LONG|E0840|R270|X390|F0.80|T0.20|S0.35,14:00,570,09:30,F80,False
31,16,0.5161290322580645,0.690968715249721,-0.9088714077887492,-28.175013641451226,5,reference_validation,LONG,840,270,390,0.9,0.2,0.35,0.0,15,10,6,LONG|E0840|R270|X390|F0.90|T0.20|S0.35,14:00,570,09:30,F90,False
31,15,0.4838709677419355,0.7114017149352232,-0.7984734529289895,-24.752677040798677,5,reference_validation,LONG,840,270,390,0.85,0.2,0.35,0.0,15,10,6,LONG|E0840|R270|X390|F0.85|T0.20|S0.35,14:00,570,09:30,F85,False
32,13,0.40625,0.6544500497101723,-0.9455921936079327,-30.258950195453846,5,reference_validation,LONG,840,270,390,0.8,0.2,0.35,0.0,13,12,7,LONG|E0840|R270|X390|F0.80|T0.20|S0.35,14:00,570,09:30,F80,False
1,1,1.0,inf,3.3855344962327565,3.3855344962327565,0,august,LONG,840,270,390,0.9,0.2,0.35,0.0,1,0,0,LONG|E0840|R270|X390|F0.90|T0.20|S0.35,14:00,570,09:30,F90,False
1,1,1.0,inf,4.022036836601139,4.022036836601139,0,august,LONG,840,270,390,0.85,0.2,0.35,0.0,1,0,0,LONG|E0840|R270|X390|F0.85|T0.20|S0.35,14:00,570,09:30,F85,False
2,2,1.0,inf,4.9591088393760145,9.918217678752029,0,august,LONG,840,270,390,0.8,0.2,0.35,0.0,2,0,0,LONG|E0840|R270|X390|F0.80|T0.20|S0.35,14:00,570,09:30,F80,False
65,41,0.6307692307692307,0.6705719292255146,-0.8742819056409976,-56.828323866664846,4,development,LONG,840,300,390,0.9,0.2,0.35,0.0,39,21,5,LONG|E0840|R300|X390|F0.90|T0.20|S0.35,14:00,540,09:00,F90,False
77,42,0.5454545454545454,0.6243130262127004,-1.075438434684855,-82.80875947073382,6,development,LONG,840,300,390,0.85,0.2,0.35,0.0,40,32,5,LONG|E0840|R300|X390|F0.85|T0.20|S0.35,14:00,540,09:00,F85,False
76,39,0.5131578947368421,0.7118629318621214,-0.7903466020685406,-60.06634175720908,6,development,LONG,840,300,390,0.8,0.2,0.35,0.0,37,34,5,LONG|E0840|R300|X390|F0.80|T0.20|S0.35,14:00,540,09:00,F80,False
55,31,0.5636363636363636,1.016858154460248,0.038251696890119764,2.103843328956587,4,external,LONG,840,300,390,0.9,0.2,0.35,0.0,27,7,21,LONG|E0840|R300|X390|F0.90|T0.20|S0.35,14:00,540,09:00,F90,True
57,35,0.6140350877192983,1.2103343280036194,0.463076253628606,26.39534645683054,4,external,LONG,840,300,390,0.85,0.2,0.35,0.0,29,8,20,LONG|E0840|R300|X390|F0.85|T0.20|S0.35,14:00,540,09:00,F85,True
55,33,0.6,1.0289461558237214,0.07408843138230935,4.074863726027014,3,external,LONG,840,300,390,0.8,0.2,0.35,0.0,25,12,18,LONG|E0840|R300|X390|F0.80|T0.20|S0.35,14:00,540,09:00,F80,True
34,18,0.5294117647058824,0.6477034972689198,-1.0960200188359277,-37.264680640421545,5,reference_validation,LONG,840,300,390,0.9,0.2,0.35,0.0,17,11,6,LONG|E0840|R300|X390|F0.90|T0.20|S0.35,14:00,540,09:00,F90,False
34,17,0.5,0.6863948154432279,-0.9185171135777105,-31.229581861642156,5,reference_validation,LONG,840,300,390,0.85,0.2,0.35,0.0,17,11,6,LONG|E0840|R300|X390|F0.85|T0.20|S0.35,14:00,540,09:00,F85,False
36,16,0.4444444444444444,0.7216897616403977,-0.7776254169175735,-27.994515009032646,5,reference_validation,LONG,840,300,390,0.8,0.2,0.35,0.0,16,13,7,LONG|E0840|R300|X390|F0.80|T0.20|S0.35,14:00,540,09:00,F80,False
1,0,0.0,0.0,-2.384432849352957,-2.384432849352957,1,august,LONG,840,300,390,0.9,0.2,0.35,0.0,0,0,1,LONG|E0840|R300|X390|F0.90|T0.20|S0.35,14:00,540,09:00,F90,False
1,0,0.0,0.0,-2.0634747995006304,-2.0634747995006304,1,august,LONG,840,300,390,0.85,0.2,0.35,0.0,0,0,1,LONG|E0840|R300|X390|F0.85|T0.20|S0.35,14:00,540,09:00,F85,False
2,1,0.5,3.018230697716274,1.7579826592959815,3.515965318591963,1,august,LONG,840,300,390,0.8,0.2,0.35,0.0,1,0,1,LONG|E0840|R300|X390|F0.80|T0.20|S0.35,14:00,540,09:00,F80,False
75,48,0.64,0.7961367801041157,-0.5240059613975718,-39.300447104817884,3,development,LONG,840,330,390,0.9,0.2,0.35,0.0,45,22,8,LONG|E0840|R330|X390|F0.90|T0.20|S0.35,14:00,510,08:30,F90,False
82,47,0.573170731707317,0.6887451259504838,-0.8978717952490132,-73.62548721041908,5,development,LONG,840,330,390,0.85,0.2,0.35,0.0,43,31,8,LONG|E0840|R330|X390|F0.85|T0.20|S0.35,14:00,510,08:30,F85,False
79,43,0.5443037974683544,0.881086543010313,-0.3074058135299738,-24.28505926886793,5,development,LONG,840,330,390,0.8,0.2,0.35,0.0,40,32,7,LONG|E0840|R330|X390|F0.80|T0.20|S0.35,14:00,510,08:30,F80,False
57,31,0.543859649122807,0.7948635551798852,-0.5759865400018809,-32.83123278010721,7,external,LONG,840,330,390,0.9,0.2,0.35,0.0,27,9,21,LONG|E0840|R330|X390|F0.90|T0.20|S0.35,14:00,510,08:30,F90,False
57,34,0.5964912280701754,0.8532402831578608,-0.4197352583438084,-23.92490972559708,7,external,LONG,840,330,390,0.85,0.2,0.35,0.0,26,11,20,LONG|E0840|R330|X390|F0.85|T0.20|S0.35,14:00,510,08:30,F85,False
50,31,0.62,0.8848045023819414,-0.32253519324459823,-16.12675966222991,3,external,LONG,840,330,390,0.8,0.2,0.35,0.0,20,11,19,LONG|E0840|R330|X390|F0.80|T0.20|S0.35,14:00,510,08:30,F80,False
36,18,0.5,0.6189071513258106,-1.2172935688371298,-43.822568478136674,5,reference_validation,LONG,840,330,390,0.9,0.2,0.35,0.0,17,12,7,LONG|E0840|R330|X390|F0.90|T0.20|S0.35,14:00,510,08:30,F90,False
35,16,0.45714285714285713,0.6502866608813079,-1.0730456874625638,-37.556599061189736,5,reference_validation,LONG,840,330,390,0.85,0.2,0.35,0.0,16,12,7,LONG|E0840|R330|X390|F0.85|T0.20|S0.35,14:00,510,08:30,F85,False
38,16,0.42105263157894735,0.7000727237411505,-0.8444387641436407,-32.08867303745835,7,reference_validation,LONG,840,330,390,0.8,0.2,0.35,0.0,16,14,8,LONG|E0840|R330|X390|F0.80|T0.20|S0.35,14:00,510,08:30,F80,False
0,0,,,,0.0,0,august,LONG,840,330,390,0.9,0.2,0.35,0.0,0,0,0,LONG|E0840|R330|X390|F0.90|T0.20|S0.35,14:00,510,08:30,F90,False
0,0,,,,0.0,0,august,LONG,840,330,390,0.85,0.2,0.35,0.0,0,0,0,LONG|E0840|R330|X390|F0.85|T0.20|S0.35,14:00,510,08:30,F85,False
1,1,1.0,inf,5.258068103258973,5.258068103258973,0,august,LONG,840,330,390,0.8,0.2,0.35,0.0,1,0,0,LONG|E0840|R330|X390|F0.80|T0.20|S0.35,14:00,510,08:30,F80,False
70,43,0.6142857142857143,0.670444298040935,-0.8727541645160051,-61.09279151612036,3,development,LONG,840,360,390,0.9,0.2,0.35,0.0,41,21,8,LONG|E0840|R360|X390|F0.90|T0.20|S0.35,14:00,480,08:00,F90,False
