partition,f15_fills,h2_count,h2_rate,close_break_count,close_break_rate_given_h2,close_break_rate_all_fills,max_low_ext_p25,max_low_ext_p50,max_low_ext_p75,max_low_ext_p90,max_close_ext_p25,max_close_ext_p50,max_close_ext_p75,max_close_ext_p90
external,50,37,0.74,32,0.8648648648648649,0.64,0.22727272727272727,0.46761082179601227,0.9676458837923533,1.8124100658933728,0.047505910713457625,0.3634951456310729,0.8817386201902687,1.655924491652394
development,79,59,0.7468354430379747,51,0.864406779661017,0.6455696202531646,0.24396550262202654,0.5361540183568382,1.0043406808330588,1.9576060934777808,0.1107143333505789,0.4070912672357112,0.8142560053593557,1.7410119692846966
reference_validation,34,24,0.7058823529411765,22,0.9166666666666666,0.6470588235294118,0.2978231922416671,0.6702465994044501,1.1476340994705658,1.7916247875336007,0.18686373661363337,0.5091986480821722,1.0128360616757763,1.7011132742814243
august,1,1,1.0,0,0.0,0.0,0.17020768679876502,0.17020768679876502,0.17020768679876502,0.17020768679876502,-0.020291238959178733,-0.020291238959178733,-0.020291238959178733,-0.020291238959178733
