event_ts,session,session_wib,original_side,manip_side,acc_high,acc_low,manip_open,manip_high,manip_low,manip_close,fvg,near,far,manip_extreme,opp_boundary,near_first,far_first,manip_extreme_first,opp_first,near_touched,far_touched,manip_extreme_revisited,opp_reached,both_far_opp,both_order,path_signature,failure_close,failure_offset,failure_retest_evaluable,failure_retest,entry_ts,entry,sl,tp,valid,risk,reward,net_rr,rr_ok,outcome,pnl
2020-09-16 00:00:00+00:00,ASIA_OPEN,07:00,LONG,LOW_SWEEP,10923.42,10690.37,10776.88,10785.0,10661.9,10772.61,True,10820.0,10785.0,10661.9,10923.42,8.0,8.0,,3.0,True,True,False,True,True,OPP_FIRST,"+3:OPP_BOUNDARY -> +8:SAME_BAR{FAR,NEAR}",False,,False,False,2020-09-16 12:00:00+00:00,10893.77,10785.0,10923.42,True,0.009984605880241682,0.002721739122452524,0.10638058764858667,False,TP,0.6108695612262621
2020-09-17 13:00:00+00:00,NEW_YORK_OPEN,20:00,LONG,LOW_SWEEP,11029.76,10770.0,10801.57,10871.15,10740.0,10833.8,True,10881.28,10871.15,10740.0,11029.76,3.0,3.0,,5.0,True,True,False,True,True,FAR_FIRST,"+3:SAME_BAR{FAR,NEAR} -> +5:OPP_BOUNDARY",False,,False,False,2020-09-18 01:00:00+00:00,10900.06,10871.15,11029.76,True,0.00265227897828084,0.011899017069630877,2.504411944386348,True,SL,-2.07613948914042
2020-09-23 13:00:00+00:00,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,10522.34,10374.12,10499.49,10531.94,10440.05,10480.54,True,10294.35,10440.05,10531.94,10374.12,3.0,6.0,6.0,3.0,True,True,True,True,True,OPP_FIRST,"+3:SAME_BAR{NEAR,OPP_BOUNDARY} -> +6:SAME_BAR{FAR,MANIP_EXTREME}",True,6.0,True,False,2020-09-24 01:00:00+00:00,10286.77,10440.05,10374.12,False,,,,False,,
2020-10-04 00:00:00+00:00,ASIA_OPEN,07:00,LONG,LOW_SWEEP,10596.0,10514.08,10537.96,10554.99,10514.0,10541.29,True,10564.39,10554.99,10514.0,10596.0,,,,3.0,False,False,False,True,False,,+3:OPP_BOUNDARY,False,,False,False,2020-10-04 12:00:00+00:00,10594.19,10554.99,10596.0,True,0.003700141303865678,0.00017084836122435888,-0.2555991387748593,False,TP,-0.6645758193878205
2020-10-08 07:00:00+00:00,LONDON_OPEN,14:00,LONG,LOW_SWEEP,10675.0,10594.82,10618.48,10627.09,10523.0,10602.43,True,10836.34,10627.09,10523.0,10675.0,5.0,,,3.0,True,False,False,True,False,,+3:OPP_BOUNDARY -> +5:NEAR,False,,False,False,2020-10-08 19:00:00+00:00,10866.11,10627.09,10675.0,False,,,,False,,
2020-10-30 07:00:00+00:00,LONDON_OPEN,14:00,LONG,LOW_SWEEP,13665.65,13132.0,13195.01,13332.99,13100.0,13294.56,True,13339.92,13332.99,13100.0,13665.65,,,,4.0,False,False,False,True,False,,+4:OPP_BOUNDARY,False,,False,False,2020-10-30 19:00:00+00:00,13512.63,13332.99,13665.65,True,0.013294229176703531,0.011324220377528315,0.6640576038255858,False,TP,4.912110188764158
2020-11-04 07:00:00+00:00,LONDON_OPEN,14:00,LONG,LOW_SWEEP,14070.0,13637.02,13794.52,13810.0,13512.0,13678.84,True,13825.86,13810.0,13512.0,14070.0,,,,3.0,False,False,False,True,False,,+3:OPP_BOUNDARY,False,,False,False,2020-11-04 19:00:00+00:00,14080.01,13810.0,14070.0,False,,,,False,,
2020-11-19 07:00:00+00:00,LONDON_OPEN,14:00,LONG,LOW_SWEEP,18079.0,17500.0,17762.89,17776.0,17347.27,17628.15,True,17908.0,17776.0,17347.27,18079.0,3.0,4.0,,3.0,True,True,False,True,True,OPP_FIRST,"+3:SAME_BAR{NEAR,OPP_BOUNDARY} -> +4:FAR",False,,False,False,2020-11-19 19:00:00+00:00,17952.74,17776.0,18079.0,True,0.009844736792266896,0.007032909739683101,0.4877071932999443,False,TP,2.7664548698415503
2020-12-05 00:00:00+00:00,ASIA_OPEN,07:00,LONG,LOW_SWEEP,19144.31,18570.0,18662.72,18888.0,18510.0,18828.6,True,18919.12,18888.0,18510.0,19144.31,,,,3.0,False,False,False,True,False,,+3:OPP_BOUNDARY,False,,False,False,2020-12-05 12:00:00+00:00,19025.15,18888.0,19144.31,True,0.007208878773623411,0.006263288331498035,0.5469462206690269,False,TP,2.3816441657490173
2020-12-22 07:00:00+00:00,LONDON_OPEN,14:00,LONG,LOW_SWEEP,23253.0,22490.0,22761.85,22846.78,22387.0,22723.1,True,23237.0,22846.78,22387.0,23253.0,7.0,7.0,,3.0,True,True,False,True,True,OPP_FIRST,"+3:OPP_BOUNDARY -> +7:SAME_BAR{FAR,NEAR}",False,,False,False,2020-12-22 19:00:00+00:00,23450.68,22846.78,23253.0,False,,,,False,,
2021-01-25 13:00:00+00:00,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,34337.39,32428.64,34218.08,34880.0,33700.0,33973.79,True,33497.62,33700.0,34880.0,32428.64,,,,3.0,False,False,False,True,False,,+3:OPP_BOUNDARY,False,,False,False,2021-01-26 01:00:00+00:00,32479.28,33700.0,32428.64,True,0.037584576998012306,0.001559147862883642,0.0015133299993665026,False,TP,0.029573931441820994
2021-01-29 13:00:00+00:00,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,38356.98,31960.0,37902.59,38641.1,35888.88,36100.0,True,35391.0,35888.88,38641.1,31960.0,,,,,False,False,False,False,False,,NONE,False,,False,False,2021-01-30 01:00:00+00:00,34275.29,35888.88,31960.0,True,0.04707735514418686,0.06754982962945028,1.3596835281254358,True,TIME,1.84939449090002
2021-02-25 13:00:00+00:00,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,51598.58,48578.67,51557.64,52134.96,50531.0,50671.33,True,49355.88,50531.0,52134.96,48578.67,,,,3.0,False,False,False,True,False,,+3:OPP_BOUNDARY,False,,False,False,2021-02-26 01:00:00+00:00,46816.5,50531.0,48578.67,False,,,,False,,
2021-03-06 13:00:00+00:00,NEW_YORK_OPEN,20:00,LONG,LOW_SWEEP,49149.58,47435.0,47696.75,47950.0,47090.0,47766.99,True,48291.5,47950.0,47090.0,49149.58,,,,3.0,False,False,False,True,False,,+3:OPP_BOUNDARY,False,,False,False,2021-03-07 01:00:00+00:00,49214.14,47950.0,49149.58,False,,,,False,,
2021-03-08 07:00:00+00:00,LONDON_OPEN,14:00,LONG,LOW_SWEEP,51870.36,49800.0,50303.87,50450.0,49310.0,50094.92,True,50580.0,50450.0,49310.0,51870.36,,,,3.0,False,False,False,True,False,,+3:OPP_BOUNDARY,False,,False,False,2021-03-08 19:00:00+00:00,50872.14,50450.0,51870.36,True,0.008298058623049855,0.019622135023217052,1.849563849371637,True,TP,9.061067511608526
2021-03-11 07:00:00+00:00,LONDON_OPEN,14:00,LONG,LOW_SWEEP,57500.92,55100.0,55634.85,55861.0,54356.44,55591.24,True,55900.0,55861.0,54356.44,57500.92,6.0,7.0,,3.0,True,True,False,True,True,OPP_FIRST,+3:OPP_BOUNDARY -> +6:NEAR -> +7:FAR,False,,False,False,2021-03-11 19:00:00+00:00,57632.04,55861.0,57500.92,False,,,,False,,
2021-03-24 00:00:00+00:00,ASIA_OPEN,07:00,LONG,LOW_SWEEP,55890.68,54237.56,54400.0,54819.02,53600.0,54400.0,True,55484.69,54819.02,53600.0,55890.68,4.0,4.0,5.0,3.0,True,True,True,True,True,OPP_FIRST,"+3:OPP_BOUNDARY -> +4:SAME_BAR{FAR,NEAR} -> +5:MANIP_EXTREME",True,4.0,True,False,2021-03-24 12:00:00+00:00,56589.25,54819.02,55890.68,False,,,,False,,
2021-03-24 13:00:00+00:00,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,57080.0,53600.0,56915.55,57234.79,55810.0,55834.75,True,54290.07,55810.0,57234.79,53600.0,,,,3.0,False,False,False,True,False,,+3:OPP_BOUNDARY,False,,False,False,2021-03-25 01:00:00+00:00,52643.27,55810.0,53600.0,False,,,,False,,
2021-04-05 07:00:00+00:00,LONDON_OPEN,14:00,LONG,LOW_SWEEP,58450.26,56852.1,57194.13,57768.41,56808.94,57699.9,True,58685.18,57768.41,56808.94,58450.26,3.0,7.0,,3.0,True,True,False,True,True,OPP_FIRST,"+3:SAME_BAR{NEAR,OPP_BOUNDARY} -> +7:FAR",False,,False,False,2021-04-05 19:00:00+00:00,58963.44,57768.41,58450.26,False,,,,False,,
2021-04-19 07:00:00+00:00,LONDON_OPEN,14:00,SHORT,HIGH_SWEEP,57311.39,55308.5,57222.05,57532.7,56220.0,56616.38,True,55818.77,56220.0,57532.7,55308.5,3.0,3.0,,4.0,True,True,False,True,True,FAR_FIRST,"+3:SAME_BAR{FAR,NEAR} -> +4:OPP_BOUNDARY",True,8.0,True,True,2021-04-19 19:00:00+00:00,55621.52,56220.0,55308.5,True,0.01075986416768192,0.005627677920344442,0.3366821902664603,False,SL,-6.129932083840959
2021-04-21 13:00:00+00:00,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,56247.35,54257.88,55417.63,56356.87,55233.52,55739.57,True,55185.84,55233.52,56356.87,54257.88,5.0,5.0,,3.0,True,True,False,True,True,OPP_FIRST,"+3:OPP_BOUNDARY -> +5:SAME_BAR{FAR,NEAR}",False,,False,False,2021-04-22 01:00:00+00:00,54078.39,55233.52,54257.88,False,,,,False,,
2021-05-16 00:00:00+00:00,ASIA_OPEN,07:00,LONG,LOW_SWEEP,49594.42,46584.32,46794.62,48460.09,46481.14,48436.0,True,48670.11,48460.09,46481.14,49594.42,3.0,3.0,4.0,,True,True,True,False,False,,"+3:SAME_BAR{FAR,NEAR} -> +4:MANIP_EXTREME",True,3.0,True,False,2021-05-16 12:00:00+00:00,49044.01,48460.09,49594.42,True,0.01190604112510387,0.011222777256590483,0.7252534261127854,False,SL,-6.703020562551935
2021-05-26 07:00:00+00:00,LONDON_OPEN,14:00,SHORT,HIGH_SWEEP,40771.29,37120.11,40546.99,40900.0,39560.0,39696.26,True,39375.44,39560.0,40900.0,37120.11,4.0,6.0,,,True,True,False,False,False,,+4:NEAR -> +6:FAR,True,7.0,True,True,2021-05-26 19:00:00+00:00,38630.57,39560.0,37120.11,True,0.024059443078370324,0.039100122001823924,1.4710853396349242,True,SL,-12.779721539185163
2021-05-30 00:00:00+00:00,ASIA_OPEN,07:00,LONG,LOW_SWEEP,35419.6,33650.0,34611.95,34988.0,33356.0,34780.52,True,35562.1,34988.0,33356.0,35419.6,3.0,6.0,,3.0,True,True,False,True,True,OPP_FIRST,"+3:SAME_BAR{NEAR,OPP_BOUNDARY} -> +6:FAR",True,6.0,True,True,2021-05-30 12:00:00+00:00,36361.44,34988.0,35419.6,False,,,,False,,
2021-08-04 07:00:00+00:00,LONDON_OPEN,14:00,LONG,LOW_SWEEP,38642.3,37758.0,37819.3,38115.0,37500.0,38080.99,True,39097.73,38115.0,37500.0,38642.3,5.0,6.0,7.0,3.0,True,True,True,True,True,OPP_FIRST,+3:OPP_BOUNDARY -> +5:NEAR -> +6:FAR -> +7:MANIP_EXTREME,True,6.0,True,True,2021-08-04 19:00:00+00:00,39570.0,38115.0,38642.3,False,,,,False,,
2021-08-22 07:00:00+00:00,LONDON_OPEN,14:00,SHORT,HIGH_SWEEP,49494.05,48616.41,49184.76,49500.0,48928.57,49157.06,True,48863.0,48928.57,49500.0,48616.41,3.0,3.0,4.0,3.0,True,True,True,True,True,SAME_BAR,"+3:SAME_BAR{FAR,NEAR,OPP_BOUNDARY} -> +4:MANIP_EXTREME",True,3.0,True,False,2021-08-22 19:00:00+00:00,48404.98,48928.57,48616.41,False,,,,False,,
2021-08-23 07:00:00+00:00,LONDON_OPEN,14:00,SHORT,HIGH_SWEEP,50476.0,48260.87,50185.19,50600.0,50000.0,50250.0,True,49950.0,50000.0,50600.0,48260.87,,,,8.0,False,False,False,True,False,,+8:OPP_BOUNDARY,False,,False,False,2021-08-23 19:00:00+00:00,49512.06,50000.0,48260.87,True,0.009854972707659554,0.02527040886604183,2.0933919858748213,True,TP,11.885204433020915
2021-08-24 07:00:00+00:00,LONDON_OPEN,14:00,SHORT,HIGH_SWEEP,49840.0,48801.01,49808.72,49888.88,49266.59,49330.78,True,48657.56,49266.59,49888.88,48801.01,8.0,,,3.0,True,False,False,True,False,,+3:OPP_BOUNDARY -> +8:NEAR,False,,False,False,2021-08-24 19:00:00+00:00,48214.01,49266.59,48801.01,False,,,,False,,
2021-08-26 00:00:00+00:00,ASIA_OPEN,07:00,SHORT,HIGH_SWEEP,49297.8,47333.0,48992.65,49380.0,47853.0,47945.44,True,47199.99,47853.0,49380.0,47333.0,3.0,,,3.0,True,False,False,True,False,,"+3:SAME_BAR{NEAR,OPP_BOUNDARY}",False,,False,False,2021-08-26 12:00:00+00:00,46851.44,47853.0,47333.0,False,,,,False,,
2021-10-06 07:00:00+00:00,LONDON_OPEN,14:00,LONG,LOW_SWEEP,51888.0,50518.44,51509.24,51547.1,50410.0,51155.01,True,54289.12,51547.1,50410.0,51888.0,4.0,,,3.0,True,False,False,True,False,,+3:OPP_BOUNDARY -> +4:NEAR,False,,False,False,2021-10-06 19:00:00+00:00,54590.0,51547.1,51888.0,False,,,,False,,
2021-10-22 07:00:00+00:00,LONDON_OPEN,14:00,SHORT,HIGH_SWEEP,63573.89,62020.82,62767.12,63796.2,62654.38,63239.35,True,61775.92,62654.38,63796.2,62020.82,7.0,,,3.0,True,False,False,True,False,,+3:OPP_BOUNDARY -> +7:NEAR,False,,False,False,2021-10-22 19:00:00+00:00,60694.87,62654.38,62020.82,False,,,,False,,
2021-10-31 00:00:00+00:00,ASIA_OPEN,07:00,SHORT,HIGH_SWEEP,62327.84,60631.23,61895.19,62462.99,61642.84,61768.51,True,61435.83,61642.84,62462.99,60631.23,5.0,5.0,8.0,3.0,True,True,True,True,True,OPP_FIRST,"+3:OPP_BOUNDARY -> +5:SAME_BAR{FAR,NEAR} -> +8:MANIP_EXTREME",True,7.0,True,True,2021-10-31 12:00:00+00:00,60523.94,61642.84,60631.23,False,,,,False,,
2021-10-31 13:00:00+00:00,NEW_YORK_OPEN,20:00,LONG,LOW_SWEEP,62457.0,60150.13,60338.71,60785.84,60008.0,60717.0,True,60911.62,60785.84,60008.0,62457.0,3.0,3.0,3.0,4.0,True,True,True,True,True,FAR_FIRST,"+3:SAME_BAR{FAR,MANIP_EXTREME,NEAR} -> +4:OPP_BOUNDARY",True,3.0,True,True,2021-11-01 01:00:00+00:00,61617.76,60785.84,62457.0,True,0.013501302221956876,0.013620099140247843,0.8079364685092526,False,SL,-7.5006511109784375
2021-11-15 07:00:00+00:00,LONDON_OPEN,14:00,SHORT,HIGH_SWEEP,66255.53,63914.51,65720.01,66395.05,65326.39,65963.9,True,64965.41,65326.39,66395.05,63914.51,,,,3.0,False,False,False,True,False,,+3:OPP_BOUNDARY,False,,False,False,2021-11-15 19:00:00+00:00,63888.0,65326.39,63914.51,False,,,,False,,
2021-12-03 07:00:00+00:00,LONDON_OPEN,14:00,SHORT,HIGH_SWEEP,57244.0,56101.81,56885.18,57382.98,56472.45,56888.79,True,56390.0,56472.45,57382.98,56101.81,,,,3.0,False,False,False,True,False,,+3:OPP_BOUNDARY,False,,False,False,2021-12-03 19:00:00+00:00,54914.76,56472.45,56101.81,False,,,,False,,
2021-12-20 13:00:00+00:00,NEW_YORK_OPEN,20:00,LONG,LOW_SWEEP,47203.22,45622.0,45711.83,46482.0,45530.67,46391.53,True,46712.88,46482.0,45530.67,47203.22,3.0,,,3.0,True,False,False,True,False,,"+3:SAME_BAR{NEAR,OPP_BOUNDARY}",False,,False,False,2021-12-21 01:00:00+00:00,46788.72,46482.0,47203.22,True,0.006555426179643323,0.008858972846446751,0.9135423356052144,False,TP,3.6794864232233757
2022-01-24 13:00:00+00:00,NEW_YORK_OPEN,20:00,LONG,LOW_SWEEP,36036.56,32950.0,33080.0,34542.16,32853.83,34384.59,True,36003.0,34542.16,32853.83,36036.56,3.0,,,3.0,True,False,False,True,False,,"+3:SAME_BAR{NEAR,OPP_BOUNDARY}",False,,False,False,2022-01-25 01:00:00+00:00,36027.98,34542.16,36036.56,True,0.04124072457018128,0.00023814823922946746,-0.029523405919301676,False,TP,-0.6309258803852663
2022-01-26 13:00:00+00:00,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,38239.99,36541.0,37736.7,38485.39,37566.0,38234.95,True,37148.53,37566.0,38485.39,36541.0,6.0,,,3.0,True,False,False,True,False,,+3:OPP_BOUNDARY -> +6:NEAR,False,,False,False,2022-01-27 01:00:00+00:00,36975.1,37566.0,36541.0,True,0.015981025068221626,0.011740333359477014,0.5857970753724673,False,TP,5.1201666797385075
2022-02-11 13:00:00+00:00,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,43739.89,42777.0,43549.54,43900.0,43262.0,43564.79,True,42721.4,43262.0,43900.0,42777.0,6.0,,,3.0,True,False,False,True,False,,+3:OPP_BOUNDARY -> +6:NEAR,False,,False,False,2022-02-12 01:00:00+00:00,42314.88,43262.0,42777.0,False,,,,False,,
2022-02-23 13:00:00+00:00,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,39148.0,37500.4,38995.0,39250.0,38342.0,38626.0,True,37775.0,38342.0,39250.0,37500.4,7.0,7.0,7.0,3.0,True,True,True,True,True,OPP_FIRST,"+3:OPP_BOUNDARY -> +7:SAME_BAR{FAR,MANIP_EXTREME,NEAR}",True,7.0,True,True,2022-02-24 01:00:00+00:00,36741.0,38342.0,37500.4,False,,,,False,,
2022-03-15 07:00:00+00:00,LONDON_OPEN,14:00,LONG,LOW_SWEEP,39989.0,38579.9,38753.0,38759.4,38073.8,38647.7,True,38910.0,38759.4,38073.8,39989.0,5.0,5.0,,4.0,True,True,False,True,True,OPP_FIRST,"+4:OPP_BOUNDARY -> +5:SAME_BAR{FAR,NEAR}",False,,False,False,2022-03-15 19:00:00+00:00,39387.1,38759.4,39989.0,True,0.015936689931474953,0.015281653130085776,0.7903824168604688,False,TP,6.890826565042889
2022-04-03 00:00:00+00:00,ASIA_OPEN,07:00,LONG,LOW_SWEEP,46947.8,45600.0,45792.3,46058.0,45501.0,45930.2,True,46068.5,46058.0,45501.0,46947.8,6.0,6.0,,5.0,True,True,False,True,True,OPP_FIRST,"+5:OPP_BOUNDARY -> +6:SAME_BAR{FAR,NEAR}",True,6.0,True,True,2022-04-03 12:00:00+00:00,46237.1,46058.0,46947.8,True,0.003873512828442929,0.015370773686066047,2.5813232663455556,True,TP,6.935386843033023
2022-04-21 13:00:00+00:00,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,42760.0,41398.0,42636.8,42966.0,41800.0,41805.1,True,40839.3,41800.0,42966.0,41398.0,,,,3.0,False,False,False,True,False,,+3:OPP_BOUNDARY,False,,False,False,2022-04-22 01:00:00+00:00,40401.9,41800.0,41398.0,False,,,,False,,
2022-05-17 07:00:00+00:00,LONDON_OPEN,14:00,SHORT,HIGH_SWEEP,30539.0,29525.1,30514.5,30794.0,30335.0,30440.0,True,30254.2,30335.0,30794.0,29525.1,3.0,3.0,,7.0,True,True,False,True,True,FAR_FIRST,"+3:SAME_BAR{FAR,NEAR} -> +7:OPP_BOUNDARY",False,,False,False,2022-05-17 19:00:00+00:00,29826.5,30335.0,29525.1,True,0.017048597723500914,0.0101051078738706,0.46392228685665016,False,SL,-9.274298861750458
2022-06-16 00:00:00+00:00,ASIA_OPEN,07:00,SHORT,HIGH_SWEEP,22800.0,20179.9,22567.5,23000.0,22152.5,22197.5,True,21883.7,22152.5,23000.0,20179.9,,,,,False,False,False,False,False,,NONE,False,,False,False,2022-06-16 12:00:00+00:00,21028.2,22152.5,20179.9,True,0.053466297638409335,0.04034106580686884,0.7066342008767111,False,TIME,0.7788992876232865
2022-06-17 07:00:00+00:00,LONDON_OPEN,14:00,SHORT,HIGH_SWEEP,21117.8,20222.0,20881.2,21388.0,20813.4,21108.4,True,20785.5,20813.4,21388.0,20222.0,,,,5.0,False,False,False,True,False,,+5:OPP_BOUNDARY,False,,False,False,2022-06-17 19:00:00+00:00,20512.6,20813.4,20222.0,True,0.01466415763969477,0.014166902294199592,0.7836413487513342,False,TP,6.3334511470997965
2022-06-25 07:00:00+00:00,LONDON_OPEN,14:00,SHORT,HIGH_SWEEP,21563.5,21012.7,21296.9,21627.6,21289.5,21425.1,True,21280.0,21289.5,21627.6,21012.7,3.0,3.0,7.0,,True,True,True,False,False,,"+3:SAME_BAR{FAR,NEAR} -> +7:MANIP_EXTREME",True,3.0,True,True,2022-06-25 19:00:00+00:00,21226.1,21289.5,21012.7,True,0.0029868887831491163,0.01005366035211357,1.9063678119764307,True,SL,-2.2434443915745583
2022-06-27 00:00:00+00:00,ASIA_OPEN,07:00,LONG,LOW_SWEEP,21888.0,20952.0,21029.1,21180.0,20908.8,21160.9,True,21277.0,21180.0,20908.8,21888.0,3.0,3.0,3.0,,True,True,True,False,False,,"+3:SAME_BAR{FAR,MANIP_EXTREME,NEAR}",True,3.0,True,True,2022-06-27 12:00:00+00:00,21298.1,21180.0,21888.0,True,0.0055450955719054075,0.027697306332489822,3.7185168128818624,True,SL,-3.522547785952704
2022-07-05 13:00:00+00:00,NEW_YORK_OPEN,20:00,LONG,LOW_SWEEP,20448.6,19328.4,19364.4,19713.0,19291.6,19539.3,True,20100.2,19713.0,19291.6,20448.6,3.0,,,7.0,True,False,False,True,False,,+3:NEAR -> +7:OPP_BOUNDARY,False,,False,False,2022-07-06 01:00:00+00:00,20254.3,19713.0,20448.6,True,0.02672518921907937,0.009593024691053222,0.2867305734688426,False,TP,4.046512345526611
2022-07-14 00:00:00+00:00,ASIA_OPEN,07:00,SHORT,HIGH_SWEEP,20401.6,18901.0,20220.1,20436.6,20153.3,20215.3,True,20047.0,20153.3,20436.6,18901.0,3.0,3.0,3.0,,True,True,True,False,False,,"+3:SAME_BAR{FAR,MANIP_EXTREME,NEAR}",True,3.0,True,True,2022-07-14 12:00:00+00:00,19728.1,20153.3,18901.0,True,0.02155301321465325,0.04192496996669718,1.753565557365045,True,SL,-11.526506607326626
