cohort_id,partition,date_utc,variant,entry_bar_start,entry_px,H,L,R,first_reason,first_exit_bar_start,first_exit_ts,first_exit_px,deep_exit,secondary_reclaim,reclaim_bar_start,reentry,reentry_bar_start,reentry_px,reentry_status,second_reason,second_exit_bar_start,second_exit_ts,second_exit_px,first_pnl_0,second_pnl_0,pnl_0,first_pnl_5,second_pnl_5,pnl_5,salvaged_0,salvaged_5
development|2022-01-25|2022-01-25 17:20:00+00:00,development,2022-01-25,BASE_F50,2022-01-25 17:20:00+00:00,2452.46,2460.7,2371.63,89.06999999999971,TARGET,2022-01-25 17:20:00+00:00,2022-01-25 17:25:00+00:00,2474.0604999999996,False,False,,False,,,NOT_APPLICABLE,,,,,4.003843487763237,0.0,4.003843487763237,3.7517676039612984,0.0,3.7517676039612984,False,False
development|2022-01-25|2022-01-25 17:20:00+00:00,development,2022-01-25,F80_EXIT_ONLY,2022-01-25 17:20:00+00:00,2452.46,2460.7,2371.63,89.06999999999971,TARGET,2022-01-25 17:20:00+00:00,2022-01-25 17:25:00+00:00,2474.0604999999996,False,False,,False,,,NOT_APPLICABLE,,,,,4.003843487763237,0.0,4.003843487763237,3.7517676039612984,0.0,3.7517676039612984,False,False
development|2022-01-25|2022-01-25 17:20:00+00:00,development,2022-01-25,F80_EXIT_REENTRY,2022-01-25 17:20:00+00:00,2452.46,2460.7,2371.63,89.06999999999971,TARGET,2022-01-25 17:20:00+00:00,2022-01-25 17:25:00+00:00,2474.0604999999996,False,False,,False,,,NOT_APPLICABLE,,,,,4.003843487763237,0.0,4.003843487763237,3.7517676039612984,0.0,3.7517676039612984,False,False
development|2022-01-25|2022-01-25 17:20:00+00:00,development,2022-01-25,F75_EXIT_ONLY,2022-01-25 17:20:00+00:00,2452.46,2460.7,2371.63,89.06999999999971,TARGET,2022-01-25 17:20:00+00:00,2022-01-25 17:25:00+00:00,2474.0604999999996,False,False,,False,,,NOT_APPLICABLE,,,,,4.003843487763237,0.0,4.003843487763237,3.7517676039612984,0.0,3.7517676039612984,False,False
development|2022-01-25|2022-01-25 17:20:00+00:00,development,2022-01-25,F75_EXIT_REENTRY,2022-01-25 17:20:00+00:00,2452.46,2460.7,2371.63,89.06999999999971,TARGET,2022-01-25 17:20:00+00:00,2022-01-25 17:25:00+00:00,2474.0604999999996,False,False,,False,,,NOT_APPLICABLE,,,,,4.003843487763237,0.0,4.003843487763237,3.7517676039612984,0.0,3.7517676039612984,False,False
development|2022-02-09|2022-02-09 15:10:00+00:00,development,2022-02-09,BASE_F50,2022-02-09 15:10:00+00:00,3195.52,3208.26,3066.48,141.7800000000002,TARGET,2022-02-09 19:05:00+00:00,2022-02-09 19:10:00+00:00,3229.527,False,False,,False,,,NOT_APPLICABLE,,,,,4.921043210494647,0.0,4.921043210494647,4.668508956016737,0.0,4.668508956016737,False,False
development|2022-02-09|2022-02-09 15:10:00+00:00,development,2022-02-09,F80_EXIT_ONLY,2022-02-09 15:10:00+00:00,3195.52,3208.26,3066.48,141.7800000000002,DEEP_EXIT,2022-02-09 15:10:00+00:00,2022-02-09 15:15:00+00:00,3179.65,True,False,,False,,,NOT_APPLICABLE,,,,,-2.883163929501264,0.0,-2.883163929501264,-3.380432131470756,0.0,-3.380432131470756,False,False
development|2022-02-09|2022-02-09 15:10:00+00:00,development,2022-02-09,F80_EXIT_REENTRY,2022-02-09 15:10:00+00:00,3195.52,3208.26,3066.48,141.7800000000002,DEEP_EXIT,2022-02-09 15:10:00+00:00,2022-02-09 15:15:00+00:00,3179.65,True,True,2022-02-09 16:45:00+00:00,True,2022-02-09 16:50:00+00:00,3210.24,REENTERED,TARGET,2022-02-09 19:05:00+00:00,2022-02-09 19:10:00+00:00,3229.527,-2.883163929501264,2.6039810107655996,-0.2791829187356645,-3.380432131470756,2.3526047084114325,-1.0278274230593234,False,False
development|2022-02-09|2022-02-09 15:10:00+00:00,development,2022-02-09,F75_EXIT_ONLY,2022-02-09 15:10:00+00:00,3195.52,3208.26,3066.48,141.7800000000002,DEEP_EXIT,2022-02-09 15:15:00+00:00,2022-02-09 15:20:00+00:00,3166.29,True,False,,False,,,NOT_APPLICABLE,,,,,-4.973590526737448,0.0,-4.973590526737448,-5.468769346800562,0.0,-5.468769346800562,False,False
development|2022-02-09|2022-02-09 15:10:00+00:00,development,2022-02-09,F75_EXIT_REENTRY,2022-02-09 15:10:00+00:00,3195.52,3208.26,3066.48,141.7800000000002,DEEP_EXIT,2022-02-09 15:15:00+00:00,2022-02-09 15:20:00+00:00,3166.29,True,True,2022-02-09 16:45:00+00:00,True,2022-02-09 16:50:00+00:00,3210.24,REENTERED,TARGET,2022-02-09 19:05:00+00:00,2022-02-09 19:10:00+00:00,3229.527,-4.973590526737448,2.6039810107655996,-2.3696095159718484,-5.468769346800562,2.3526047084114325,-3.116164638389129,False,False
