partition,dev_block,entry_ts,breakout_confirmation_ts,measurement_start_ts,warning_ts,warning_known_ts,outcome,H,R,prewarning_mfe_R,low_mfe
development,0.0,2022-01-01 15:25:00+00:00,2022-01-01 15:25:00+00:00,2022-01-01 15:25:00+00:00,2022-01-01 15:25:00+00:00,2022-01-01 15:30:00+00:00,FAILED_BREAK,173.37,2.8499999999999943,0.024561403508769585,True
development,0.0,2022-01-04 15:00:00+00:00,2022-01-04 15:00:00+00:00,2022-01-04 15:00:00+00:00,2022-01-04 15:00:00+00:00,2022-01-04 15:05:00+00:00,FAILED_BREAK,173.43,6.110000000000014,0.0736497545008163,True
development,0.0,2022-01-12 15:15:00+00:00,2022-01-12 15:25:00+00:00,2022-01-12 15:25:00+00:00,2022-01-12 15:25:00+00:00,2022-01-12 15:30:00+00:00,FAILED_BREAK,147.67,8.169999999999987,0.1138310893512862,False
development,0.0,2022-01-14 15:05:00+00:00,2022-01-14 15:05:00+00:00,2022-01-14 15:05:00+00:00,2022-01-14 15:05:00+00:00,2022-01-14 15:10:00+00:00,FAILED_BREAK,147.32,5.409999999999997,0.029574861367836727,True
development,0.0,2022-01-28 15:50:00+00:00,2022-01-28 15:50:00+00:00,2022-01-28 15:50:00+00:00,2022-01-28 15:55:00+00:00,2022-01-28 16:00:00+00:00,FAILED_BREAK,90.92,3.820000000000008,0.10994764397905782,False
development,0.0,2022-01-31 15:00:00+00:00,2022-01-31 15:00:00+00:00,2022-01-31 15:00:00+00:00,2022-01-31 15:00:00+00:00,2022-01-31 15:05:00+00:00,RECOVER_E40,92.6,2.7299999999999898,0.08058608058608047,True
development,0.0,2022-02-01 16:30:00+00:00,2022-02-01 16:30:00+00:00,2022-02-01 16:30:00+00:00,2022-02-01 16:30:00+00:00,2022-02-01 16:35:00+00:00,FAILED_BREAK,111.04,7.290000000000006,0.1028806584362139,False
development,0.0,2022-02-07 15:35:00+00:00,2022-02-07 15:35:00+00:00,2022-02-07 15:35:00+00:00,2022-02-07 15:35:00+00:00,2022-02-07 15:40:00+00:00,FAILED_BREAK,121.09,5.719999999999999,0.11188811188811201,False
development,0.0,2022-02-09 00:45:00+00:00,2022-02-09 00:55:00+00:00,2022-02-09 00:55:00+00:00,2022-02-09 00:55:00+00:00,2022-02-09 01:00:00+00:00,FAILED_BREAK,114.72,3.5999999999999943,0.055555555555556434,True
development,0.0,2022-02-15 01:25:00+00:00,2022-02-15 01:25:00+00:00,2022-02-15 01:25:00+00:00,2022-02-15 01:25:00+00:00,2022-02-15 01:30:00+00:00,RECOVER_E40,97.92,6.140000000000001,0.08794788273615504,True
development,0.0,2022-02-20 17:40:00+00:00,2022-02-20 17:40:00+00:00,2022-02-20 17:40:00+00:00,2022-02-20 17:50:00+00:00,2022-02-20 17:55:00+00:00,FAILED_BREAK,90.98,3.61,0.1440443213296388,False
development,0.0,2022-02-23 00:15:00+00:00,2022-02-23 00:15:00+00:00,2022-02-23 00:15:00+00:00,2022-02-23 00:15:00+00:00,2022-02-23 00:20:00+00:00,FAILED_BREAK,87.6,4.549999999999997,0.1582417582417581,False
development,0.0,2022-03-05 16:15:00+00:00,2022-03-05 16:20:00+00:00,2022-03-05 16:20:00+00:00,2022-03-05 16:20:00+00:00,2022-03-05 16:25:00+00:00,RECOVER_E40,89.82,2.1099999999999994,0.07109004739336765,True
development,0.0,2022-03-15 15:15:00+00:00,2022-03-15 15:15:00+00:00,2022-03-15 15:15:00+00:00,2022-03-15 15:15:00+00:00,2022-03-15 15:20:00+00:00,FAILED_BREAK,80.84,1.9000000000000057,0.026315789473682637,True
development,0.0,2022-03-17 19:45:00+00:00,2022-03-17 19:55:00+00:00,2022-03-17 19:55:00+00:00,2022-03-17 19:55:00+00:00,2022-03-17 20:00:00+00:00,FAILED_BREAK,90.76,4.219999999999999,0.01658767772511687,True
development,0.0,2022-03-23 15:00:00+00:00,2022-03-23 15:10:00+00:00,2022-03-23 15:10:00+00:00,2022-03-23 15:15:00+00:00,2022-03-23 15:20:00+00:00,FAILED_BREAK,94.95,4.38000000000001,0.1598173515981738,False
development,0.0,2022-03-24 15:40:00+00:00,2022-03-24 15:40:00+00:00,2022-03-24 15:40:00+00:00,2022-03-24 15:40:00+00:00,2022-03-24 15:45:00+00:00,FAILED_BREAK,101.85,4.579999999999998,0.07641921397380101,True
development,0.0,2022-03-30 15:15:00+00:00,2022-03-30 15:15:00+00:00,2022-03-30 15:15:00+00:00,2022-03-30 15:15:00+00:00,2022-03-30 15:20:00+00:00,FAILED_BREAK,120.11,9.409999999999997,0.041445270988310384,True
development,0.0,2022-04-13 15:20:00+00:00,2022-04-13 15:20:00+00:00,2022-04-13 15:20:00+00:00,2022-04-13 15:35:00+00:00,2022-04-13 15:40:00+00:00,FAILED_BREAK,104.86,4.840000000000003,0.22933884297520632,False
development,0.0,2022-04-17 15:15:00+00:00,2022-04-17 15:15:00+00:00,2022-04-17 15:15:00+00:00,2022-04-17 15:20:00+00:00,2022-04-17 15:25:00+00:00,FAILED_BREAK,104.61,2.8100000000000023,0.12811387900355842,False
development,0.0,2022-04-23 16:35:00+00:00,2022-04-23 16:35:00+00:00,2022-04-23 16:35:00+00:00,2022-04-23 16:35:00+00:00,2022-04-23 16:40:00+00:00,FAILED_BREAK,102.5,1.7999999999999972,0.044444444444443565,True
development,0.0,2022-04-25 16:15:00+00:00,2022-04-25 16:30:00+00:00,2022-04-25 16:30:00+00:00,2022-04-25 16:30:00+00:00,2022-04-25 16:35:00+00:00,RECOVER_E40,98.19,3.8100000000000014,0.06299212598425433,True
development,0.0,2022-05-01 15:25:00+00:00,2022-05-01 15:25:00+00:00,2022-05-01 15:25:00+00:00,2022-05-01 15:25:00+00:00,2022-05-01 15:30:00+00:00,FAILED_BREAK,89.76,2.75,0.05090909090909112,True
development,0.0,2022-05-12 15:00:00+00:00,2022-05-12 15:00:00+00:00,2022-05-12 15:00:00+00:00,2022-05-12 15:00:00+00:00,2022-05-12 15:05:00+00:00,FAILED_BREAK,47.92,6.5,0.02461538461538409,True
development,0.0,2022-05-14 21:40:00+00:00,2022-05-14 21:40:00+00:00,2022-05-14 21:40:00+00:00,2022-05-14 21:50:00+00:00,2022-05-14 21:55:00+00:00,FAILED_BREAK,51.24,5.190000000000005,0.20423892100192567,False
development,0.0,2022-05-15 15:05:00+00:00,2022-05-15 15:05:00+00:00,2022-05-15 15:05:00+00:00,2022-05-15 15:05:00+00:00,2022-05-15 15:10:00+00:00,FAILED_BREAK,54.05,3.299999999999997,0.1333333333333349,False
development,0.0,2022-05-19 15:20:00+00:00,2022-05-19 15:20:00+00:00,2022-05-19 15:20:00+00:00,2022-05-19 15:25:00+00:00,2022-05-19 15:30:00+00:00,FAILED_BREAK,52.81,4.609999999999999,0.12581344902386082,False
development,0.0,2022-05-21 15:00:00+00:00,2022-05-21 15:00:00+00:00,2022-05-21 15:00:00+00:00,2022-05-21 15:00:00+00:00,2022-05-21 15:05:00+00:00,FAILED_BREAK,50.7,1.7800000000000011,0.07303370786516594,True
development,0.0,2022-05-24 15:45:00+00:00,2022-05-24 15:45:00+00:00,2022-05-24 15:45:00+00:00,2022-05-24 15:55:00+00:00,2022-05-24 16:00:00+00:00,FAILED_BREAK,49.88,2.8400000000000034,0.25,False
development,0.0,2022-05-26 15:00:00+00:00,2022-05-26 15:00:00+00:00,2022-05-26 15:00:00+00:00,2022-05-26 15:00:00+00:00,2022-05-26 15:05:00+00:00,FAILED_BREAK,45.43,3.869999999999997,0.03359173126615056,True
development,0.0,2022-05-30 01:35:00+00:00,2022-05-30 01:50:00+00:00,2022-05-30 01:50:00+00:00,2022-05-30 01:50:00+00:00,2022-05-30 01:55:00+00:00,UNRESOLVED_TIME,45.66,3.3799999999999955,0.06213017751479324,True
development,0.0,2022-06-07 18:10:00+00:00,2022-06-07 18:10:00+00:00,2022-06-07 18:10:00+00:00,2022-06-07 18:10:00+00:00,2022-06-07 18:15:00+00:00,FAILED_BREAK,39.64,2.5799999999999983,0.06976744186046505,True
development,0.0,2022-06-12 15:05:00+00:00,2022-06-12 15:15:00+00:00,2022-06-12 15:15:00+00:00,2022-06-12 15:15:00+00:00,2022-06-12 15:20:00+00:00,FAILED_BREAK,34.04,2.68,0.08208955223880554,True
