partition,dev_block,entry_ts,breakout_confirmation_ts,measurement_start_ts,warning_ts,warning_known_ts,outcome,H,R,prewarning_mfe_R,low_mfe
development,0.0,2022-06-19 15:50:00+00:00,2022-06-19 15:50:00+00:00,2022-06-19 15:50:00+00:00,2022-06-19 15:50:00+00:00,2022-06-19 15:55:00+00:00,FAILED_BREAK,33.08,3.7799999999999976,0.08994708994709091,True
development,0.0,2022-06-23 15:10:00+00:00,2022-06-23 15:10:00+00:00,2022-06-23 15:10:00+00:00,2022-06-23 15:10:00+00:00,2022-06-23 15:15:00+00:00,FAILED_BREAK,37.49,1.7899999999999991,0.16201117318435715,False
development,0.0,2022-06-24 20:00:00+00:00,2022-06-24 20:00:00+00:00,2022-06-24 20:00:00+00:00,2022-06-24 20:15:00+00:00,2022-06-24 20:20:00+00:00,FAILED_BREAK,41.38,3.3400000000000034,0.32934131736526745,False
development,1.0,2022-07-02 18:50:00+00:00,2022-07-02 18:50:00+00:00,2022-07-02 18:50:00+00:00,2022-07-02 18:50:00+00:00,2022-07-02 18:55:00+00:00,FAILED_BREAK,33.38,1.5500000000000045,0.0709677419354833,True
development,1.0,2022-07-04 15:05:00+00:00,2022-07-04 15:05:00+00:00,2022-07-04 15:05:00+00:00,2022-07-04 15:05:00+00:00,2022-07-04 15:10:00+00:00,FAILED_BREAK,34.58,1.7299999999999969,0.20809248554913298,False
development,1.0,2022-07-08 15:00:00+00:00,2022-07-08 15:00:00+00:00,2022-07-08 15:00:00+00:00,2022-07-08 15:00:00+00:00,2022-07-08 15:05:00+00:00,RECOVER_E40,37.79,1.3699999999999974,0.21897810218978453,False
development,1.0,2022-07-12 15:10:00+00:00,2022-07-12 15:10:00+00:00,2022-07-12 15:10:00+00:00,2022-07-12 15:10:00+00:00,2022-07-12 15:15:00+00:00,FAILED_BREAK,34.32,1.2100000000000009,0.12396694214875907,False
development,1.0,2022-07-13 23:15:00+00:00,2022-07-13 23:15:00+00:00,2022-07-13 23:15:00+00:00,2022-07-14 00:45:00+00:00,2022-07-14 00:50:00+00:00,UNRESOLVED_TIME,34.51,2.8099999999999987,0.2846975088967988,False
development,1.0,2022-07-18 02:40:00+00:00,2022-07-18 02:40:00+00:00,2022-07-18 02:40:00+00:00,2022-07-18 02:40:00+00:00,2022-07-18 02:45:00+00:00,UNRESOLVED_TIME,40.24,1.230000000000004,0.1382113821138163,False
development,1.0,2022-07-18 23:40:00+00:00,2022-07-18 23:40:00+00:00,2022-07-18 23:40:00+00:00,2022-07-18 23:40:00+00:00,2022-07-18 23:45:00+00:00,RECOVER_E40,42.72,1.509999999999998,0.026490066225165032,True
development,1.0,2022-07-27 16:20:00+00:00,2022-07-27 16:20:00+00:00,2022-07-27 16:20:00+00:00,2022-07-27 16:20:00+00:00,2022-07-27 16:25:00+00:00,FAILED_BREAK,37.44,1.2800000000000011,0.023437500000000867,True
development,1.0,2022-07-28 15:20:00+00:00,2022-07-28 15:20:00+00:00,2022-07-28 15:20:00+00:00,2022-07-28 15:20:00+00:00,2022-07-28 15:25:00+00:00,RECOVER_E40,40.98,1.7899999999999991,0.05027932960894048,True
development,1.0,2022-07-31 18:10:00+00:00,2022-07-31 18:10:00+00:00,2022-07-31 18:10:00+00:00,2022-07-31 18:15:00+00:00,2022-07-31 18:20:00+00:00,FAILED_BREAK,44.76,1.5,0.28000000000000114,False
development,1.0,2022-08-02 15:00:00+00:00,2022-08-02 15:00:00+00:00,2022-08-02 15:00:00+00:00,2022-08-02 15:00:00+00:00,2022-08-02 15:05:00+00:00,FAILED_BREAK,41.53,1.759999999999998,0.07386363636363387,True
development,1.0,2022-08-15 15:55:00+00:00,2022-08-15 15:55:00+00:00,2022-08-15 15:55:00+00:00,2022-08-15 15:55:00+00:00,2022-08-15 16:00:00+00:00,FAILED_BREAK,44.48,1.2299999999999969,0.06504065040650862,True
development,1.0,2022-08-19 16:25:00+00:00,2022-08-19 16:25:00+00:00,2022-08-19 16:25:00+00:00,2022-08-19 16:25:00+00:00,2022-08-19 16:30:00+00:00,FAILED_BREAK,37.2,1.7000000000000028,0.11176470588235142,False
development,1.0,2022-08-28 16:15:00+00:00,2022-08-28 16:15:00+00:00,2022-08-28 16:15:00+00:00,2022-08-28 16:15:00+00:00,2022-08-28 16:20:00+00:00,FAILED_BREAK,32.02,0.8500000000000014,0.04705882352941068,True
development,1.0,2022-08-29 23:25:00+00:00,2022-08-29 23:30:00+00:00,2022-08-29 23:30:00+00:00,2022-08-29 23:30:00+00:00,2022-08-29 23:35:00+00:00,FAILED_BREAK,32.29,1.9699999999999989,0.055837563451776394,True
development,1.0,2022-09-01 22:00:00+00:00,2022-09-01 22:00:00+00:00,2022-09-01 22:00:00+00:00,2022-09-01 22:15:00+00:00,2022-09-01 22:20:00+00:00,FAILED_BREAK,31.57,1.1999999999999993,0.17500000000000082,False
development,1.0,2022-09-02 15:00:00+00:00,2022-09-02 15:00:00+00:00,2022-09-02 15:00:00+00:00,2022-09-02 15:00:00+00:00,2022-09-02 15:05:00+00:00,FAILED_BREAK,32.35,1.110000000000003,0.018018018018014385,True
development,1.0,2022-09-05 15:00:00+00:00,2022-09-05 15:10:00+00:00,2022-09-05 15:10:00+00:00,2022-09-05 15:10:00+00:00,2022-09-05 15:15:00+00:00,FAILED_BREAK,31.77,0.6499999999999986,0.09230769230769054,False
development,1.0,2022-09-17 15:40:00+00:00,2022-09-17 15:50:00+00:00,2022-09-17 15:50:00+00:00,2022-09-17 15:50:00+00:00,2022-09-17 15:55:00+00:00,RECOVER_E40,33.24,0.740000000000002,0.05405405405405276,True
development,1.0,2022-09-19 19:00:00+00:00,2022-09-19 19:00:00+00:00,2022-09-19 19:00:00+00:00,2022-09-19 19:00:00+00:00,2022-09-19 19:05:00+00:00,FAILED_BREAK,32.5,1.9200000000000017,0.046875000000001735,True
development,1.0,2022-09-28 15:55:00+00:00,2022-09-28 16:00:00+00:00,2022-09-28 16:00:00+00:00,2022-09-28 16:00:00+00:00,2022-09-28 16:05:00+00:00,FAILED_BREAK,33.14,1.3200000000000005,0.007575757575756066,True
development,1.0,2022-09-29 15:50:00+00:00,2022-09-29 15:50:00+00:00,2022-09-29 15:50:00+00:00,2022-09-29 15:50:00+00:00,2022-09-29 15:55:00+00:00,FAILED_BREAK,34.06,1.4400000000000048,0.0972222222222223,False
development,1.0,2022-09-30 15:00:00+00:00,2022-09-30 15:05:00+00:00,2022-09-30 15:05:00+00:00,2022-09-30 15:05:00+00:00,2022-09-30 15:10:00+00:00,FAILED_BREAK,35.06,2.0600000000000023,0.06310679611650258,True
development,1.0,2022-10-05 16:05:00+00:00,2022-10-05 16:10:00+00:00,2022-10-05 16:10:00+00:00,2022-10-05 16:10:00+00:00,2022-10-05 16:15:00+00:00,FAILED_BREAK,33.78,0.6300000000000026,0.12698412698412376,False
development,1.0,2022-10-11 16:45:00+00:00,2022-10-11 16:50:00+00:00,2022-10-11 16:50:00+00:00,2022-10-11 16:55:00+00:00,2022-10-11 17:00:00+00:00,FAILED_BREAK,31.71,0.6600000000000001,0.21212121212121293,False
development,1.0,2022-10-17 23:35:00+00:00,2022-10-17 23:35:00+00:00,2022-10-17 23:35:00+00:00,2022-10-17 23:35:00+00:00,2022-10-17 23:40:00+00:00,FAILED_BREAK,31.19,1.0300000000000011,0.0679611650485439,True
development,1.0,2022-10-25 15:00:00+00:00,2022-10-25 15:00:00+00:00,2022-10-25 15:00:00+00:00,2022-10-25 15:00:00+00:00,2022-10-25 15:05:00+00:00,RECOVER_E40,29.08,1.0499999999999972,0.04761904761904842,True
development,1.0,2022-11-04 23:00:00+00:00,2022-11-04 23:05:00+00:00,2022-11-04 23:05:00+00:00,2022-11-04 23:05:00+00:00,2022-11-04 23:10:00+00:00,FAILED_BREAK,34.01,2.18,0.0871559633027545,True
development,1.0,2022-11-10 15:00:00+00:00,2022-11-10 15:05:00+00:00,2022-11-10 15:05:00+00:00,2022-11-10 15:05:00+00:00,2022-11-10 15:10:00+00:00,FAILED_BREAK,17.265,4.865,0.03720452209660862,True
development,1.0,2022-11-26 01:20:00+00:00,2022-11-26 01:20:00+00:00,2022-11-26 01:20:00+00:00,2022-11-26 01:20:00+00:00,2022-11-26 01:25:00+00:00,FAILED_BREAK,14.485,0.5119999999999987,0.21484375000000291,False
development,1.0,2022-11-28 16:55:00+00:00,2022-11-28 16:55:00+00:00,2022-11-28 16:55:00+00:00,2022-11-28 16:55:00+00:00,2022-11-28 17:00:00+00:00,RECOVER_E40,13.519,0.3209999999999997,0.3644859813084088,False
development,1.0,2022-11-30 19:10:00+00:00,2022-11-30 19:15:00+00:00,2022-11-30 19:15:00+00:00,2022-11-30 19:20:00+00:00,2022-11-30 19:25:00+00:00,FAILED_BREAK,13.758,0.2999999999999989,0.2666666666666679,False
development,1.0,2022-12-06 23:00:00+00:00,2022-12-06 23:00:00+00:00,2022-12-06 23:00:00+00:00,2022-12-06 23:00:00+00:00,2022-12-06 23:05:00+00:00,FAILED_BREAK,14.149,0.2749999999999986,0.029090909090912498,True
development,1.0,2022-12-12 19:55:00+00:00,2022-12-12 19:55:00+00:00,2022-12-12 19:55:00+00:00,2022-12-12 20:20:00+00:00,2022-12-12 20:25:00+00:00,FAILED_BREAK,13.212,0.2119999999999997,0.2783018867924582,False
development,1.0,2022-12-14 15:00:00+00:00,2022-12-14 15:00:00+00:00,2022-12-14 15:00:00+00:00,2022-12-14 15:00:00+00:00,2022-12-14 15:05:00+00:00,RECOVER_E40,14.245,0.3349999999999991,0.09253731343283782,False
development,1.0,2022-12-17 23:45:00+00:00,2022-12-17 23:45:00+00:00,2022-12-17 23:45:00+00:00,2022-12-17 23:50:00+00:00,2022-12-17 23:55:00+00:00,FAILED_BREAK,12.499,0.2960000000000011,0.11148648648648429,False
development,1.0,2022-12-18 18:00:00+00:00,2022-12-18 18:00:00+00:00,2022-12-18 18:00:00+00:00,2022-12-18 18:25:00+00:00,2022-12-18 18:30:00+00:00,FAILED_BREAK,12.44,0.1899999999999995,0.47368421052631626,False
development,1.0,2022-12-20 15:30:00+00:00,2022-12-20 15:30:00+00:00,2022-12-20 15:30:00+00:00,2022-12-20 15:30:00+00:00,2022-12-20 15:35:00+00:00,FAILED_BREAK,12.435,0.2520000000000006,0.15873015873015497,False
development,1.0,2022-12-24 16:25:00+00:00,2022-12-24 16:25:00+00:00,2022-12-24 16:25:00+00:00,2022-12-24 16:25:00+00:00,2022-12-24 16:30:00+00:00,FAILED_BREAK,11.386,0.2379999999999995,0.21008403361344882,False
development,2.0,2023-01-01 18:05:00+00:00,2023-01-01 18:05:00+00:00,2023-01-01 18:05:00+00:00,2023-01-01 18:05:00+00:00,2023-01-01 18:10:00+00:00,FAILED_BREAK,9.975,0.2579999999999991,0.1705426356589172,False
development,2.0,2023-01-03 15:10:00+00:00,2023-01-03 15:20:00+00:00,2023-01-03 15:20:00+00:00,2023-01-03 15:20:00+00:00,2023-01-03 15:25:00+00:00,RECOVER_E40,12.432,0.7260000000000009,0.03168044077134939,True
development,2.0,2023-01-10 15:10:00+00:00,2023-01-10 15:15:00+00:00,2023-01-10 15:15:00+00:00,2023-01-10 15:15:00+00:00,2023-01-10 15:20:00+00:00,FAILED_BREAK,16.352,0.5470000000000006,0.2504570383912254,False
development,2.0,2023-01-12 17:35:00+00:00,2023-01-12 17:35:00+00:00,2023-01-12 17:35:00+00:00,2023-01-12 17:35:00+00:00,2023-01-12 17:40:00+00:00,FAILED_BREAK,16.498,1.0980000000000008,0.051001821493622354,True
development,2.0,2023-01-16 18:55:00+00:00,2023-01-16 19:00:00+00:00,2023-01-16 19:00:00+00:00,2023-01-16 19:00:00+00:00,2023-01-16 19:05:00+00:00,FAILED_BREAK,23.683,1.0530000000000008,0.055080721747388206,True
development,2.0,2023-01-18 15:05:00+00:00,2023-01-18 15:05:00+00:00,2023-01-18 15:05:00+00:00,2023-01-18 15:10:00+00:00,2023-01-18 15:15:00+00:00,FAILED_BREAK,23.362,1.1749999999999972,0.26553191489361866,False
development,2.0,2023-01-20 15:00:00+00:00,2023-01-20 15:30:00+00:00,2023-01-20 15:30:00+00:00,2023-01-20 15:30:00+00:00,2023-01-20 15:35:00+00:00,FAILED_BREAK,21.468,0.4879999999999995,0.053278688524589814,True
development,2.0,2023-01-22 15:00:00+00:00,2023-01-22 15:00:00+00:00,2023-01-22 15:00:00+00:00,2023-01-22 15:00:00+00:00,2023-01-22 15:05:00+00:00,FAILED_BREAK,25.292,0.6560000000000024,0.0685975609756067,True
development,2.0,2023-02-13 23:25:00+00:00,2023-02-13 23:25:00+00:00,2023-02-13 23:25:00+00:00,2023-02-13 23:25:00+00:00,2023-02-13 23:30:00+00:00,FAILED_BREAK,20.747,0.7169999999999987,0.05857740585774291,True
development,2.0,2023-02-14 15:10:00+00:00,2023-02-14 15:10:00+00:00,2023-02-14 15:10:00+00:00,2023-02-14 15:20:00+00:00,2023-02-14 15:25:00+00:00,FAILED_BREAK,22.075,1.306000000000001,0.22817764165390628,False
development,2.0,2023-02-15 19:10:00+00:00,2023-02-15 19:10:00+00:00,2023-02-15 19:10:00+00:00,2023-02-15 19:20:00+00:00,2023-02-15 19:25:00+00:00,RECOVER_E40,22.745,1.231999999999999,0.12337662337662142,False
development,2.0,2023-02-22 18:05:00+00:00,2023-02-22 18:05:00+00:00,2023-02-22 18:05:00+00:00,2023-02-22 18:05:00+00:00,2023-02-22 18:10:00+00:00,FAILED_BREAK,23.8,0.6000000000000014,0.06833333333333379,True
development,2.0,2023-03-02 19:00:00+00:00,2023-03-02 19:00:00+00:00,2023-03-02 19:00:00+00:00,2023-03-02 19:00:00+00:00,2023-03-02 19:05:00+00:00,FAILED_BREAK,22.096,0.4420000000000001,0.11764705882352848,False
development,2.0,2023-03-12 17:25:00+00:00,2023-03-12 17:25:00+00:00,2023-03-12 17:25:00+00:00,2023-03-12 17:25:00+00:00,2023-03-12 17:30:00+00:00,RECOVER_E40,18.277,0.5010000000000012,0.2654690618762451,False
development,2.0,2023-03-16 19:20:00+00:00,2023-03-16 19:20:00+00:00,2023-03-16 19:20:00+00:00,2023-03-16 19:20:00+00:00,2023-03-16 19:25:00+00:00,FAILED_BREAK,19.85,0.8320000000000007,0.07211538461538301,True
development,2.0,2023-03-17 21:40:00+00:00,2023-03-17 21:40:00+00:00,2023-03-17 21:40:00+00:00,2023-03-17 21:40:00+00:00,2023-03-17 21:45:00+00:00,FAILED_BREAK,20.72,0.9199999999999982,0.09891304347826224,False
development,2.0,2023-03-22 15:15:00+00:00,2023-03-22 15:15:00+00:00,2023-03-22 15:15:00+00:00,2023-03-22 15:15:00+00:00,2023-03-22 15:20:00+00:00,FAILED_BREAK,22.949,0.8540000000000028,0.16978922716627529,False
development,2.0,2023-03-31 15:00:00+00:00,2023-03-31 15:00:00+00:00,2023-03-31 15:00:00+00:00,2023-03-31 15:00:00+00:00,2023-03-31 15:05:00+00:00,FAILED_BREAK,20.917,0.7110000000000021,0.04781997187060312,True
development,2.0,2023-04-01 20:30:00+00:00,2023-04-01 20:40:00+00:00,2023-04-01 20:40:00+00:00,2023-04-01 20:40:00+00:00,2023-04-01 20:45:00+00:00,FAILED_BREAK,21.111,0.2510000000000012,0.023904382470120313,True
development,2.0,2023-04-03 18:35:00+00:00,2023-04-03 18:50:00+00:00,2023-04-03 18:50:00+00:00,2023-04-03 18:50:00+00:00,2023-04-03 18:55:00+00:00,RECOVER_E40,20.599,0.4969999999999999,0.12676056338027938,False
development,2.0,2023-04-05 00:55:00+00:00,2023-04-05 01:05:00+00:00,2023-04-05 01:05:00+00:00,2023-04-05 01:05:00+00:00,2023-04-05 01:10:00+00:00,FAILED_BREAK,21.269,0.7189999999999976,0.03337969401947286,True
development,2.0,2023-04-06 15:25:00+00:00,2023-04-06 15:35:00+00:00,2023-04-06 15:35:00+00:00,2023-04-06 15:35:00+00:00,2023-04-06 15:40:00+00:00,FAILED_BREAK,20.765,0.4200000000000017,0.02619047619047426,True
development,2.0,2023-04-14 01:45:00+00:00,2023-04-14 01:45:00+00:00,2023-04-14 01:45:00+00:00,2023-04-14 01:45:00+00:00,2023-04-14 01:50:00+00:00,FAILED_BREAK,25.29,1.3230000000000004,0.007558578987151595,True
development,2.0,2023-04-27 15:00:00+00:00,2023-04-27 15:00:00+00:00,2023-04-27 15:00:00+00:00,2023-04-27 15:00:00+00:00,2023-04-27 15:05:00+00:00,RECOVER_E40,21.878,0.593,0.03204047217537665,True
development,2.0,2023-04-28 16:55:00+00:00,2023-04-28 16:55:00+00:00,2023-04-28 16:55:00+00:00,2023-04-28 17:00:00+00:00,2023-04-28 17:05:00+00:00,FAILED_BREAK,22.866,0.7160000000000011,0.3072625698324002,False
development,2.0,2023-05-02 15:40:00+00:00,2023-05-02 15:40:00+00:00,2023-05-02 15:40:00+00:00,2023-05-02 15:40:00+00:00,2023-05-02 15:45:00+00:00,FAILED_BREAK,22.269,0.5189999999999984,0.04431599229287729,True
development,2.0,2023-05-05 16:00:00+00:00,2023-05-05 16:00:00+00:00,2023-05-05 16:00:00+00:00,2023-05-05 16:00:00+00:00,2023-05-05 16:05:00+00:00,FAILED_BREAK,22.481,0.9810000000000016,0.07543323139653205,True
development,2.0,2023-05-07 15:00:00+00:00,2023-05-07 15:00:00+00:00,2023-05-07 15:00:00+00:00,2023-05-07 15:00:00+00:00,2023-05-07 15:05:00+00:00,FAILED_BREAK,22.4,0.4770000000000003,0.17190775681341863,False
development,2.0,2023-05-17 01:45:00+00:00,2023-05-17 01:45:00+00:00,2023-05-17 01:45:00+00:00,2023-05-17 01:45:00+00:00,2023-05-17 01:50:00+00:00,FAILED_BREAK,21.062,0.4329999999999998,0.01847575057736518,True
development,2.0,2023-05-23 15:05:00+00:00,2023-05-23 15:05:00+00:00,2023-05-23 15:05:00+00:00,2023-05-23 15:30:00+00:00,2023-05-23 15:35:00+00:00,FAILED_BREAK,19.973,0.2109999999999985,0.3981042654028447,False
development,2.0,2023-05-31 22:45:00+00:00,2023-05-31 22:50:00+00:00,2023-05-31 22:50:00+00:00,2023-05-31 22:50:00+00:00,2023-05-31 22:55:00+00:00,FAILED_BREAK,20.77,0.4499999999999993,0.06444444444444436,True
development,2.0,2023-06-03 15:55:00+00:00,2023-06-03 16:00:00+00:00,2023-06-03 16:00:00+00:00,2023-06-03 16:00:00+00:00,2023-06-03 16:05:00+00:00,FAILED_BREAK,21.238,0.1550000000000011,0.30322580645161457,False
development,2.0,2023-06-04 17:05:00+00:00,2023-06-04 17:05:00+00:00,2023-06-04 17:05:00+00:00,2023-06-04 17:20:00+00:00,2023-06-04 17:25:00+00:00,FAILED_BREAK,22.149,0.6479999999999997,0.2283950617283947,False
development,2.0,2023-06-11 18:15:00+00:00,2023-06-11 18:15:00+00:00,2023-06-11 18:15:00+00:00,2023-06-11 18:15:00+00:00,2023-06-11 18:20:00+00:00,FAILED_BREAK,15.704,0.6029999999999998,0.2205638474295177,False
development,2.0,2023-06-20 16:30:00+00:00,2023-06-20 16:30:00+00:00,2023-06-20 16:30:00+00:00,2023-06-20 16:40:00+00:00,2023-06-20 16:45:00+00:00,FAILED_BREAK,16.09,0.375,0.25066666666666987,False
development,2.0,2023-06-27 21:35:00+00:00,2023-06-27 21:35:00+00:00,2023-06-27 21:35:00+00:00,2023-06-27 21:35:00+00:00,2023-06-27 21:40:00+00:00,FAILED_BREAK,16.83,0.3299999999999983,0.11818181818182327,False
