bucket,open,high,low,close,bars,ema7,ema20,atr14,regime,available_ts
2020-01-01 00:00:00+00:00,129.12,130.97,128.62,130.09,48,130.09,130.09,0.0,SIDEWAYS,2020-01-01 04:00:00+00:00
2020-01-01 04:00:00+00:00,130.1,130.67,130.0,130.17,48,130.10999999999999,130.09761904761905,0.6699999999999875,SIDEWAYS,2020-01-01 08:00:00+00:00
2020-01-01 08:00:00+00:00,130.15,131.88,129.75,130.64,48,130.24249999999998,130.14927437641722,1.3999999999999915,SIDEWAYS,2020-01-01 12:00:00+00:00
2020-01-01 12:00:00+00:00,130.63,132.49,130.63,131.97,48,130.674375,130.32267681675845,1.5533333333333321,SIDEWAYS,2020-01-01 16:00:00+00:00
2020-01-01 16:00:00+00:00,132.0,132.96,131.45,131.79,48,130.95328125,130.46242188182907,1.542500000000004,SIDEWAYS,2020-01-01 20:00:00+00:00
2020-01-01 20:00:00+00:00,131.79,132.25,129.54,130.62,48,130.8699609375,130.47742932165488,1.7760000000000047,SIDEWAYS,2020-01-02 00:00:00+00:00
2020-01-02 00:00:00+00:00,130.63,130.75,128.75,129.09,48,130.424970703125,130.345293195783,1.8133333333333372,SIDEWAYS,2020-01-02 04:00:00+00:00
2020-01-02 04:00:00+00:00,129.07,129.96,128.67,129.28,48,130.13872802734375,130.24383670094653,1.7385714285714349,SIDEWAYS,2020-01-02 08:00:00+00:00
2020-01-02 08:00:00+00:00,129.2,130.24,129.17,129.48,48,129.9740460205078,130.17109034847542,1.6550000000000082,SIDEWAYS,2020-01-02 12:00:00+00:00
2020-01-02 12:00:00+00:00,129.47,129.95,128.79,129.48,48,129.85053451538087,130.1052722200492,1.600000000000007,SIDEWAYS,2020-01-02 16:00:00+00:00
2020-01-02 16:00:00+00:00,129.5,129.65,126.25,127.53,48,129.27040088653564,129.8600081990921,1.780000000000007,SIDEWAYS,2020-01-02 20:00:00+00:00
2020-01-02 20:00:00+00:00,127.53,127.79,126.7,127.11,48,128.73030066490173,129.59810265632143,1.717272727272734,SIDEWAYS,2020-01-03 00:00:00+00:00
2020-01-03 00:00:00+00:00,127.11,127.51,125.78,126.76,48,128.2377254986763,129.3278071652432,1.7183333333333397,SIDEWAYS,2020-01-03 04:00:00+00:00
2020-01-03 04:00:00+00:00,126.81,130.18,126.81,128.82,48,128.38329412400722,129.27944457807718,1.8492307692307752,SIDEWAYS,2020-01-03 08:00:00+00:00
2020-01-03 08:00:00+00:00,128.84,132.97,128.66,132.42,48,129.3924705930054,129.5785450944508,2.0250000000000057,SIDEWAYS,2020-01-03 12:00:00+00:00
2020-01-03 12:00:00+00:00,132.4,133.95,130.94,132.45,48,130.15685294475406,129.85201699021738,2.0953571428571474,SIDEWAYS,2020-01-03 16:00:00+00:00
2020-01-03 16:00:00+00:00,132.48,134.94,131.92,133.41,48,130.97013970856554,130.19087251495858,2.1614030612244948,SIDEWAYS,2020-01-03 20:00:00+00:00
2020-01-03 20:00:00+00:00,133.42,135.07,132.15,134.29,48,131.80010478142415,130.58126560877204,2.2155885568513156,SIDEWAYS,2020-01-04 00:00:00+00:00
2020-01-04 00:00:00+00:00,134.31,134.73,132.74,133.25,48,132.16257858606812,130.83543078888897,2.1994750885047916,SIDEWAYS,2020-01-04 04:00:00+00:00
2020-01-04 04:00:00+00:00,133.25,134.21,132.88,133.84,48,132.5819339395511,131.1215802375662,2.1373697250401644,SIDEWAYS,2020-01-04 08:00:00+00:00
2020-01-04 08:00:00+00:00,133.84,134.1,132.95,133.71,48,132.86395045466332,131.36809640541705,2.0668433161087245,SIDEWAYS,2020-01-04 12:00:00+00:00
2020-01-04 12:00:00+00:00,133.71,133.71,132.41,133.21,48,132.9504628409975,131.54351579537735,2.0120687935295307,SIDEWAYS,2020-01-04 16:00:00+00:00
2020-01-04 16:00:00+00:00,133.19,135.8,132.7,133.65,48,133.1253471307481,131.74413333867474,2.08977816542028,SIDEWAYS,2020-01-04 20:00:00+00:00
2020-01-04 20:00:00+00:00,133.66,134.51,133.38,134.14,48,133.3790103480611,131.9723111159438,2.021222582175974,SIDEWAYS,2020-01-05 00:00:00+00:00
2020-01-05 00:00:00+00:00,134.14,136.17,134.12,136.1,48,134.0592577610458,132.36542434299676,2.023278112020546,SIDEWAYS,2020-01-05 04:00:00+00:00
2020-01-05 04:00:00+00:00,136.1,137.25,135.56,135.98,48,134.53944332078436,132.70966964366374,1.999472532590507,SIDEWAYS,2020-01-05 08:00:00+00:00
2020-01-05 08:00:00+00:00,135.99,136.18,134.63,135.03,48,134.66208249058826,132.93065348712435,1.9673673516911858,SIDEWAYS,2020-01-05 12:00:00+00:00
2020-01-05 12:00:00+00:00,135.03,137.86,135.02,137.14,48,135.2815618679412,133.33154363120775,2.0296982551418155,SIDEWAYS,2020-01-05 16:00:00+00:00
2020-01-05 16:00:00+00:00,137.16,138.17,136.5,137.87,48,135.92867140095592,133.76377757109273,2.004005522631685,SIDEWAYS,2020-01-05 20:00:00+00:00
2020-01-05 20:00:00+00:00,137.86,137.94,134.16,135.33,48,135.77900355071694,133.91294161194105,2.130862271015136,SIDEWAYS,2020-01-06 00:00:00+00:00
2020-01-06 00:00:00+00:00,135.32,139.62,134.82,139.41,48,136.6867526630377,134.43647098223238,2.3215149659426273,SIDEWAYS,2020-01-06 04:00:00+00:00
2020-01-06 04:00:00+00:00,139.42,139.68,138.47,138.79,48,137.21256449727827,134.85109279344834,2.2421210398038687,SIDEWAYS,2020-01-06 08:00:00+00:00
2020-01-06 08:00:00+00:00,138.79,142.99,138.75,141.5,48,138.2844233729587,135.48432205121517,2.3848266798178788,SIDEWAYS,2020-01-06 12:00:00+00:00
2020-01-06 12:00:00+00:00,141.48,143.0,139.02,140.14,48,138.74831752971903,135.92771995109945,2.498767631259458,SIDEWAYS,2020-01-06 16:00:00+00:00
2020-01-06 16:00:00+00:00,140.14,141.8,139.97,141.29,48,139.38373814728928,136.43841328909,2.450998514740926,SIDEWAYS,2020-01-06 20:00:00+00:00
2020-01-06 20:00:00+00:00,141.32,144.38,141.23,144.04,48,140.54780361046696,137.16237392822427,2.500927192259432,SIDEWAYS,2020-01-07 00:00:00+00:00
2020-01-07 00:00:00+00:00,144.11,145.25,143.13,143.48,48,141.28085270785022,137.76405260172672,2.473718107098044,SIDEWAYS,2020-01-07 04:00:00+00:00
2020-01-07 04:00:00+00:00,143.49,143.61,142.06,142.8,48,141.66063953088766,138.2436666396575,2.4077382423053275,SIDEWAYS,2020-01-07 08:00:00+00:00
2020-01-07 08:00:00+00:00,142.82,143.74,142.39,142.63,48,141.90297964816574,138.66141267397583,2.3321855107120912,BULL,2020-01-07 12:00:00+00:00
2020-01-07 12:00:00+00:00,142.64,142.64,138.78,139.46,48,141.2922347361243,138.73746860978767,2.4413151170897978,BULL,2020-01-07 16:00:00+00:00
2020-01-07 16:00:00+00:00,139.45,144.02,138.7,143.2,48,141.7691760520932,139.1624715993317,2.6469354658690993,BULL,2020-01-07 20:00:00+00:00
2020-01-07 20:00:00+00:00,143.18,145.02,141.32,142.86,48,142.0418820390699,139.51461716130012,2.722154361164165,BULL,2020-01-08 00:00:00+00:00
2020-01-08 00:00:00+00:00,142.86,147.94,142.76,144.56,48,142.67141152930242,139.99512981260486,2.8977147639381537,BULL,2020-01-08 04:00:00+00:00
2020-01-08 04:00:00+00:00,144.55,145.26,142.58,143.59,48,142.90105864697682,140.3374984018806,2.882163709371141,BULL,2020-01-08 08:00:00+00:00
2020-01-08 08:00:00+00:00,143.55,144.5,142.95,143.52,48,143.0557939852326,140.6405937921777,2.7870091587017747,BULL,2020-01-08 12:00:00+00:00
2020-01-08 12:00:00+00:00,143.52,143.66,140.4,141.47,48,142.65934548892446,140.71958485958936,2.8207942187945045,BULL,2020-01-08 16:00:00+00:00
2020-01-08 16:00:00+00:00,141.45,141.91,137.63,137.9,48,141.46950911669333,140.4510529681999,2.925023203166326,SIDEWAYS,2020-01-08 20:00:00+00:00
2020-01-08 20:00:00+00:00,137.91,141.51,137.15,140.75,48,141.28963183752,140.47952411408562,3.0275215457973017,BULL,2020-01-09 00:00:00+00:00
2020-01-09 00:00:00+00:00,140.76,141.52,139.46,139.93,48,140.94972387814,140.4271884841727,2.9584128639546377,SIDEWAYS,2020-01-09 04:00:00+00:00
