coverage,h4_zone_n,v2_return_n,resolved_n,h4_confluent_resolved_n,development_baseline_n,development_baseline_rate,development_h4_n,development_h4_rate,development_lift,confirmation_baseline_n,confirmation_baseline_rate,confirmation_h4_n,confirmation_h4_rate,confirmation_lift,median_overlap_frac_h1,median_overlap_frac_h4,median_h4_zone_age_hours,gate_confirmation_n_ge_25,gate_confirmation_rate_ge_45pct,gate_confirmation_lift_ge_10pp,gate_year_2023_above_baseline,gate_year_2024_above_baseline,verdict
0.9976976650486368,710,383,335,165,174,0.3390804597701149,81,0.2962962962962963,-0.04278416347381864,161,0.3167701863354037,84,0.2857142857142857,-0.031055900621118016,1.0,0.28992314261315216,32.5,True,False,False,False,False,REJECTED_AS_DEFINED
