partition,date_utc,H,L,range,F15,session_end,status,touch1_bar_start,leave1_bar_start,touch2_bar_start,leave2_bar_start,eligible_start,fill_bar_start,entry_px,opp_visit_before_t1
external,2020-01-01,7260.43,7204.0,56.43000000000029,7212.4645,2020-01-02 00:00:00+00:00,BREAK_BEFORE_LEAVE1,2020-01-01 22:30:00+00:00,,,,,,,False
external,2020-01-02,7154.06,6922.0,232.0600000000004,6956.809,2020-01-03 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-01-03,7407.28,7229.0,178.27999999999975,7255.742,2020-01-04 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-01-06,7611.81,7481.74,130.07000000000062,7501.2505,2020-01-07 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-01-07,8133.0,7733.0,400.0,7793.0,2020-01-08 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-01-08,8427.97,7964.41,463.5599999999995,8033.9439999999995,2020-01-09 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-01-09,7963.0,7776.0,187.0,7804.05,2020-01-10 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-01-10,8145.41,7851.0,294.40999999999985,7895.1615,2020-01-11 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-01-13,8132.0,8070.56,61.4399999999996,8079.776000000001,2020-01-14 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-01-14,8864.99,8520.0,344.9899999999998,8571.7485,2020-01-15 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-01-15,8921.2,8680.42,240.78000000000065,8716.537,2020-01-16 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-01-16,8732.86,8634.0,98.86000000000058,8648.829,2020-01-17 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-01-17,8959.22,8785.0,174.21999999999935,8811.133,2020-01-18 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,True
external,2020-01-20,8710.65,8559.21,151.4400000000005,8581.926,2020-01-21 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-01-21,8682.7,8448.6,234.10000000000036,8483.715,2020-01-22 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-01-22,8720.59,8585.85,134.73999999999978,8606.061,2020-01-23 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-01-23,8411.0,8326.0,85.0,8338.75,2020-01-24 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-01-24,8528.0,8422.45,105.54999999999927,8438.282500000001,2020-01-25 00:00:00+00:00,NO_T2,2020-01-24 23:15:00+00:00,2020-01-24 23:25:00+00:00,,,,,,False
external,2020-01-27,8989.37,8715.0,274.3700000000008,8756.1555,2020-01-28 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-01-28,9207.81,8905.0,302.8099999999995,8950.4215,2020-01-29 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-01-29,9422.16,9268.14,154.02000000000044,9291.242999999999,2020-01-30 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-01-30,9545.08,9223.0,322.0799999999999,9271.312,2020-01-31 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-01-31,9377.78,9248.0,129.78000000000065,9267.467,2020-02-01 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-02-03,9372.0,9250.0,122.0,9268.3,2020-02-04 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-02-04,9242.93,9124.0,118.93000000000029,9141.8395,2020-02-05 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-02-05,9799.08,9425.45,373.6299999999992,9481.4945,2020-02-06 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-02-06,9870.64,9651.0,219.63999999999942,9683.946,2020-02-07 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-02-07,9855.35,9773.0,82.35000000000036,9785.3525,2020-02-08 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-02-10,9931.89,9808.35,123.53999999999905,9826.881,2020-02-11 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-02-11,10409.96,9855.6,554.3599999999988,9938.754,2020-02-12 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-02-12,10437.0,10259.64,177.36000000000058,10286.243999999999,2020-02-13 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-02-13,10540.0,10132.0,408.0,10193.2,2020-02-14 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-02-14,10388.99,10233.0,155.98999999999978,10256.3985,2020-02-15 00:00:00+00:00,NO_T1,,,,,,,,True
external,2020-02-17,9730.0,9461.89,268.1100000000006,9502.1065,2020-02-18 00:00:00+00:00,NO_T1,,,,,,,,True
external,2020-02-18,10060.0,9608.68,451.3199999999997,9676.378,2020-02-19 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-02-19,10286.0,10100.0,186.0,10127.9,2020-02-20 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-02-20,9700.0,9382.59,317.40999999999985,9430.2015,2020-02-21 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-02-21,9750.0,9662.86,87.13999999999942,9675.931,2020-02-22 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-02-24,9829.99,9487.38,342.6100000000006,9538.771499999999,2020-02-25 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-02-25,9602.82,9285.66,317.15999999999985,9333.234,2020-02-26 00:00:00+00:00,NO_T2,2020-02-25 21:20:00+00:00,2020-02-25 21:25:00+00:00,,,,,,False
external,2020-02-26,9231.0,8610.0,621.0,8703.15,2020-02-27 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-02-27,8978.0,8793.26,184.73999999999978,8820.971,2020-02-28 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-02-28,8741.93,8500.0,241.9300000000003,8536.2895,2020-02-29 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-03-02,8925.32,8775.0,150.3199999999997,8797.548,2020-03-03 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-03-03,8891.38,8657.41,233.96999999999935,8692.5055,2020-03-04 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-03-04,8787.23,8669.23,118.0,8686.93,2020-03-05 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-03-05,9163.56,9027.0,136.5599999999995,9047.484,2020-03-06 00:00:00+00:00,NO_T1,,,,,,,,True
external,2020-03-06,9114.58,9016.0,98.57999999999993,9030.787,2020-03-07 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,True
external,2020-03-09,7891.71,7635.21,256.5,7673.685,2020-03-10 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,True
external,2020-03-10,8138.92,7733.0,405.9200000000001,7793.888,2020-03-11 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-03-11,7894.09,7593.29,300.8000000000002,7638.41,2020-03-12 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-03-12,6227.75,5711.1,516.6499999999996,5788.5975,2020-03-13 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-03-13,5971.0,4739.22,1231.7799999999997,4923.987,2020-03-14 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-03-16,5200.0,4481.0,719.0,4588.85,2020-03-17 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-03-17,5485.0,5054.62,430.3800000000001,5119.177,2020-03-18 00:00:00+00:00,NO_T1,,,,,,,,True
external,2020-03-18,5390.0,5082.46,307.53999999999996,5128.591,2020-03-19 00:00:00+00:00,NO_T1,,,,,,,,True
external,2020-03-19,6358.0,5706.38,651.6199999999999,5804.1230000000005,2020-03-20 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-03-20,6710.12,6157.26,552.8599999999997,6240.189,2020-03-21 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-03-23,6380.0,6136.63,243.3699999999999,6173.1355,2020-03-24 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,True
external,2020-03-24,6756.03,6456.78,299.25,6501.6675,2020-03-25 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,True
external,2020-03-25,6814.33,6512.78,301.5500000000002,6558.0125,2020-03-26 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-03-26,6688.83,6500.0,188.82999999999993,6528.3245,2020-03-27 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-03-27,6684.55,6566.0,118.55000000000018,6583.7825,2020-03-28 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-03-30,6449.97,6260.0,189.97000000000025,6288.4955,2020-03-31 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,True
external,2020-03-31,6498.0,6392.37,105.63000000000011,6408.2145,2020-04-01 00:00:00+00:00,NO_T2,2020-03-31 23:25:00+00:00,2020-03-31 23:30:00+00:00,,,,,,False
external,2020-04-01,6255.0,6140.0,115.0,6157.25,2020-04-02 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,True
external,2020-04-02,7290.0,6623.01,666.9899999999998,6723.0585,2020-04-03 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-04-03,6904.89,6600.0,304.8900000000003,6645.7335,2020-04-04 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-04-06,7302.0,7026.77,275.22999999999956,7068.0545,2020-04-07 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-04-07,7389.0,7253.05,135.94999999999982,7273.4425,2020-04-08 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-04-08,7347.59,7192.0,155.59000000000015,7215.3385,2020-04-09 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,True
external,2020-04-09,7345.0,7225.09,119.90999999999985,7243.0765,2020-04-10 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-04-10,6946.96,6741.0,205.96000000000004,6771.894,2020-04-11 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-04-13,6800.0,6592.96,207.03999999999996,6624.016,2020-04-14 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-04-14,6975.6,6841.0,134.60000000000036,6861.1900000000005,2020-04-15 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-04-15,6770.4,6686.0,84.39999999999964,6698.66,2020-04-16 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-04-16,7095.0,6950.0,145.0,6971.75,2020-04-17 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-04-17,7084.65,6981.0,103.64999999999964,6996.5475,2020-04-18 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-04-20,7090.0,6763.68,326.3199999999997,6812.628000000001,2020-04-21 00:00:00+00:00,NO_T2,2020-04-20 20:00:00+00:00,2020-04-20 20:05:00+00:00,,,,,,False
external,2020-04-21,6940.0,6780.01,159.98999999999978,6804.0085,2020-04-22 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-04-22,7154.9,7030.2,124.69999999999982,7048.905,2020-04-23 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-04-23,7802.38,7146.05,656.3299999999999,7244.4995,2020-04-24 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-04-24,7546.03,7388.0,158.02999999999975,7411.7045,2020-04-25 00:00:00+00:00,NO_T1,,,,,,,,True
external,2020-04-27,7722.0,7623.98,98.02000000000044,7638.683,2020-04-28 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-04-28,7749.53,7662.49,87.03999999999996,7675.545999999999,2020-04-29 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,True
external,2020-04-29,8988.66,8256.0,732.6599999999999,8365.899,2020-04-30 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-04-30,8899.0,8400.0,499.0,8474.85,2020-05-01 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-05-01,8865.53,8656.0,209.53000000000065,8687.4295,2020-05-02 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,True
external,2020-05-04,8888.0,8731.09,156.90999999999985,8754.6265,2020-05-05 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-05-05,8955.0,8820.0,135.0,8840.25,2020-05-06 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,True
external,2020-05-06,9326.12,9174.98,151.14000000000124,9197.651,2020-05-07 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-05-07,9965.0,9346.49,618.5100000000002,9439.2665,2020-05-08 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-05-08,10024.98,9866.6,158.3799999999992,9890.357,2020-05-09 00:00:00+00:00,F15_FILLED,2020-05-08 22:55:00+00:00,2020-05-08 23:00:00+00:00,2020-05-08 23:10:00+00:00,2020-05-08 23:20:00+00:00,2020-05-08 23:25:00+00:00,2020-05-08 23:25:00+00:00,9890.357,False
external,2020-05-11,8955.0,8151.12,803.8800000000001,8271.702,2020-05-12 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-05-12,8981.0,8706.77,274.22999999999956,8747.9045,2020-05-13 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-05-13,9180.48,9019.0,161.47999999999956,9043.222,2020-05-14 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-05-14,9782.1,9570.0,212.10000000000036,9601.815,2020-05-15 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-05-15,9615.0,9320.0,295.0,9364.25,2020-05-16 00:00:00+00:00,LOW_BREAK_BEFORE_T2,2020-05-15 20:00:00+00:00,2020-05-15 20:05:00+00:00,,,,,,False
external,2020-05-18,9730.0,9540.01,189.98999999999978,9568.5085,2020-05-19 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-05-19,9736.82,9590.0,146.8199999999997,9612.023,2020-05-20 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,True
external,2020-05-20,9798.0,9281.42,516.5799999999999,9358.907,2020-05-21 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-05-21,9368.34,8812.2,556.1399999999994,8895.621000000001,2020-05-22 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-05-22,9259.38,9076.41,182.96999999999935,9103.8555,2020-05-23 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-05-25,8977.0,8728.0,249.0,8765.35,2020-05-26 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-05-26,8855.0,8693.18,161.8199999999997,8717.453,2020-05-27 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-05-27,9230.0,9116.01,113.98999999999978,9133.1085,2020-05-28 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-05-28,9537.0,9385.93,151.0699999999997,9408.5905,2020-05-29 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,True
external,2020-05-29,9473.5,9317.42,156.07999999999993,9340.832,2020-05-30 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-06-01,9610.0,9490.3,119.70000000000073,9508.255,2020-06-02 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-06-02,10196.0,9264.15,931.8500000000004,9403.9275,2020-06-03 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-06-03,9623.57,9472.62,150.9499999999989,9495.2625,2020-06-04 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-06-04,9884.0,9715.78,168.21999999999935,9741.013,2020-06-05 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-06-05,9749.0,9650.12,98.8799999999992,9664.952000000001,2020-06-06 00:00:00+00:00,BREAK_BEFORE_LEAVE1,2020-06-05 21:55:00+00:00,,,,,,,False
external,2020-06-08,9745.0,9656.0,89.0,9669.35,2020-06-09 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-06-09,9745.0,9670.0,75.0,9681.25,2020-06-10 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-06-10,10015.99,9681.21,334.78000000000065,9731.427,2020-06-11 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-06-11,9693.0,9055.07,637.9300000000003,9150.7595,2020-06-12 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-06-12,9550.0,9289.23,260.77000000000044,9328.3455,2020-06-13 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-06-15,9450.0,9035.73,414.27000000000044,9097.870499999999,2020-06-16 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-06-16,9550.0,9400.0,150.0,9422.5,2020-06-17 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-06-17,9477.14,9283.73,193.40999999999985,9312.7415,2020-06-18 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-06-18,9435.0,9329.7,105.29999999999927,9345.495,2020-06-19 00:00:00+00:00,LOW_REVISIT_BEFORE_F15,2020-06-18 20:35:00+00:00,2020-06-18 20:40:00+00:00,2020-06-18 20:50:00+00:00,2020-06-18 20:55:00+00:00,2020-06-18 21:00:00+00:00,,,False
external,2020-06-19,9400.0,9261.66,138.34000000000015,9282.411,2020-06-20 00:00:00+00:00,NO_T2,2020-06-19 20:15:00+00:00,2020-06-19 20:20:00+00:00,,,,,,False
external,2020-06-22,9628.22,9451.0,177.21999999999935,9477.583,2020-06-23 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-06-23,9700.0,9630.38,69.6200000000008,9640.822999999999,2020-06-24 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-06-24,9412.26,9210.0,202.26000000000022,9240.339,2020-06-25 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-06-25,9292.5,9177.77,114.72999999999956,9194.979500000001,2020-06-26 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,True
external,2020-06-26,9210.0,9038.52,171.47999999999956,9064.242,2020-06-27 00:00:00+00:00,NO_T1,,,,,,,,True
external,2020-06-29,9181.0,9022.0,159.0,9045.85,2020-06-30 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-06-30,9188.0,9095.0,93.0,9108.95,2020-07-01 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-07-01,9293.0,9155.56,137.4400000000005,9176.176,2020-07-02 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-07-02,9258.0,8936.0,322.0,8984.3,2020-07-03 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-07-03,9120.99,9068.35,52.63999999999942,9076.246000000001,2020-07-04 00:00:00+00:00,LOW_REVISIT_BEFORE_F15,2020-07-03 23:00:00+00:00,2020-07-03 23:05:00+00:00,2020-07-03 23:10:00+00:00,2020-07-03 23:25:00+00:00,2020-07-03 23:30:00+00:00,,,False
external,2020-07-06,9348.0,9225.24,122.76000000000022,9243.654,2020-07-07 00:00:00+00:00,NO_T1,,,,,,,,True
external,2020-07-07,9286.49,9230.0,56.48999999999978,9238.4735,2020-07-08 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-07-08,9470.0,9302.9,167.10000000000036,9327.965,2020-07-09 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-07-09,9411.0,9164.33,246.67000000000007,9201.3305,2020-07-10 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-07-10,9253.79,9164.0,89.79000000000087,9177.4685,2020-07-11 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-07-13,9334.95,9200.0,134.95000000000073,9220.2425,2020-07-14 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-07-14,9279.0,9185.0,94.0,9199.1,2020-07-15 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-07-15,9245.0,9156.0,89.0,9169.35,2020-07-16 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-07-16,9150.0,9070.0,80.0,9082.0,2020-07-17 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-07-17,9166.75,9128.33,38.42000000000007,9134.093,2020-07-18 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-07-20,9203.83,9146.0,57.82999999999993,9154.6745,2020-07-21 00:00:00+00:00,NO_T2,2020-07-20 21:20:00+00:00,2020-07-20 21:25:00+00:00,,,,,,False
external,2020-07-21,9427.5,9319.21,108.29000000000087,9335.4535,2020-07-22 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-07-22,9384.0,9313.76,70.23999999999978,9324.296,2020-07-23 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,True
external,2020-07-23,9678.32,9439.86,238.45999999999913,9475.629,2020-07-24 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-07-24,9590.75,9504.43,86.31999999999971,9517.378,2020-07-25 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-07-27,10997.24,10240.57,756.6700000000001,10354.0705,2020-07-28 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-07-28,11198.0,10855.0,343.0,10906.45,2020-07-29 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-07-29,11320.0,10970.14,349.8600000000006,11022.618999999999,2020-07-30 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-07-30,11155.06,10965.02,190.03999999999905,10993.526,2020-07-31 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-07-31,11450.42,11124.71,325.71000000000095,11173.566499999999,2020-08-01 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-08-03,11483.0,11253.42,229.57999999999993,11287.857,2020-08-04 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-08-04,11279.0,11090.0,189.0,11118.35,2020-08-05 00:00:00+00:00,NO_T1,,,,,,,,True
external,2020-08-05,11729.0,11500.23,228.77000000000044,11534.5455,2020-08-06 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-08-06,11916.02,11730.0,186.02000000000044,11757.903,2020-08-07 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-08-07,11755.0,11318.93,436.0699999999997,11384.3405,2020-08-08 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-08-10,11983.77,11808.01,175.76000000000022,11834.374,2020-08-11 00:00:00+00:00,LOW_BREAK_BEFORE_T2,2020-08-10 20:50:00+00:00,2020-08-10 20:55:00+00:00,,,,,,False
external,2020-08-11,11668.83,11271.27,397.5599999999995,11330.904,2020-08-12 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-08-12,11630.0,11472.63,157.3700000000008,11496.235499999999,2020-08-13 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-08-13,11557.05,11450.0,107.04999999999927,11466.057499999999,2020-08-14 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-08-14,11868.42,11645.0,223.42000000000007,11678.513,2020-08-15 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-08-17,12499.42,11947.63,551.7900000000009,12030.3985,2020-08-18 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-08-18,12253.5,11810.0,443.5,11876.525,2020-08-19 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-08-19,11885.85,11651.0,234.85000000000036,11686.2275,2020-08-20 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-08-20,11886.0,11781.45,104.54999999999927,11797.1325,2020-08-21 00:00:00+00:00,NO_T1,,,,,,,,True
external,2020-08-21,11777.0,11608.08,168.92000000000007,11633.418,2020-08-22 00:00:00+00:00,BREAK_BEFORE_LEAVE1,2020-08-21 21:10:00+00:00,,,,,,,False
external,2020-08-24,11796.0,11706.61,89.38999999999942,11720.0185,2020-08-25 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-08-25,11519.13,11130.0,389.1299999999992,11188.3695,2020-08-26 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-08-26,11548.68,11255.95,292.72999999999956,11299.8595,2020-08-27 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-08-27,11589.0,11130.82,458.1800000000003,11199.547,2020-08-28 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-08-28,11544.88,11401.0,143.8799999999992,11422.582,2020-08-29 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-08-31,11778.26,11686.23,92.03000000000065,11700.0345,2020-09-01 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-09-01,12061.07,11812.0,249.0699999999997,11849.3605,2020-09-02 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-09-02,11428.93,11210.0,218.9300000000003,11242.8395,2020-09-03 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,True
external,2020-09-03,10931.73,10443.6,488.1299999999992,10516.8195,2020-09-04 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-09-04,10598.87,9878.65,720.2200000000012,9986.682999999999,2020-09-05 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,True
external,2020-09-07,10241.9,9982.82,259.0799999999999,10021.681999999999,2020-09-08 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-09-08,10175.0,9929.77,245.22999999999956,9966.5545,2020-09-09 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-09-09,10346.0,10189.01,156.98999999999978,10212.558500000001,2020-09-10 00:00:00+00:00,BREAK_BEFORE_LEAVE1,2020-09-09 23:20:00+00:00,,,,,,,False
external,2020-09-10,10484.6,10250.01,234.59000000000015,10285.1985,2020-09-11 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-09-11,10347.44,10252.0,95.44000000000051,10266.316,2020-09-12 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-09-14,10746.06,10580.02,166.03999999999905,10604.926,2020-09-15 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-09-15,10887.3,10690.37,196.92999999999847,10719.9095,2020-09-16 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-09-16,11089.08,10854.0,235.07999999999993,10889.262,2020-09-17 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-09-17,10918.8,10757.57,161.22999999999956,10781.7545,2020-09-18 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-09-18,10968.32,10810.1,158.21999999999935,10833.833,2020-09-19 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-09-21,10632.93,10281.0,351.9300000000003,10333.7895,2020-09-22 00:00:00+00:00,NO_T1,,,,,,,,False
external,2020-09-22,10503.38,10422.06,81.31999999999971,10434.258,2020-09-23 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,True
external,2020-09-23,10531.94,10251.0,280.9400000000005,10293.141,2020-09-24 00:00:00+00:00,BREAK_BEFORE_LEAVE1,2020-09-23 20:30:00+00:00,,,,,,,False
external,2020-09-24,10737.0,10326.9,410.10000000000036,10388.414999999999,2020-09-25 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
external,2020-09-25,10739.8,10552.54,187.2599999999984,10580.629,2020-09-26 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,True
external,2020-09-28,10931.0,10832.0,99.0,10846.85,2020-09-29 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
