candidate_id,shape_rule,scale_state,lookback_min,hold_min,neighborhood_points,positive_expectancy_points,pf_ge_1_10_points,median_neighborhood_expectancy,center_positive_net_share,plateau_pass
ALL|NONE|LB15|H60,ALL,NONE,15,60,4,0,0,-0.7092770547542748,,False
ALL|NONE|LB15|H120,ALL,NONE,15,120,6,0,0,-0.6942321903306625,,False
ALL|NONE|LB15|H240,ALL,NONE,15,240,6,0,0,-0.6240339737486497,,False
ALL|NONE|LB15|H360,ALL,NONE,15,360,6,0,0,-0.5559864051993401,,False
ALL|NONE|LB15|H720,ALL,NONE,15,720,6,0,0,-0.3597784955329552,,False
ALL|NONE|LB15|H960,ALL,NONE,15,960,4,0,0,-0.2997233174071917,,False
ALL|RAW_RANGE_LB_LOW|LB15|H60,ALL,RAW_RANGE_LB_LOW,15,60,4,0,0,-0.7887581229544818,,False
ALL|RAW_RANGE_LB_LOW|LB15|H120,ALL,RAW_RANGE_LB_LOW,15,120,6,0,0,-0.8021439598645009,,False
ALL|RAW_RANGE_LB_LOW|LB15|H240,ALL,RAW_RANGE_LB_LOW,15,240,6,0,0,-0.8761592670951521,,False
ALL|RAW_RANGE_LB_LOW|LB15|H360,ALL,RAW_RANGE_LB_LOW,15,360,6,0,0,-0.9364675955732421,,False
ALL|RAW_RANGE_LB_LOW|LB15|H720,ALL,RAW_RANGE_LB_LOW,15,720,6,0,0,-0.996482243930517,,False
ALL|RAW_RANGE_LB_LOW|LB15|H960,ALL,RAW_RANGE_LB_LOW,15,960,4,0,0,-1.0500903111369735,,False
ALL|RAW_RANGE_LB_MID|LB15|H60,ALL,RAW_RANGE_LB_MID,15,60,4,0,0,-0.7353789046955641,,False
ALL|RAW_RANGE_LB_MID|LB15|H120,ALL,RAW_RANGE_LB_MID,15,120,6,0,0,-0.7287394461849501,,False
ALL|RAW_RANGE_LB_MID|LB15|H240,ALL,RAW_RANGE_LB_MID,15,240,6,0,0,-0.7042951386330425,,False
ALL|RAW_RANGE_LB_MID|LB15|H360,ALL,RAW_RANGE_LB_MID,15,360,6,0,0,-0.658390694361263,,False
ALL|RAW_RANGE_LB_MID|LB15|H720,ALL,RAW_RANGE_LB_MID,15,720,6,0,0,-0.5964040594083605,,False
ALL|RAW_RANGE_LB_MID|LB15|H960,ALL,RAW_RANGE_LB_MID,15,960,4,0,0,-0.5064309895346304,,False
ALL|RAW_RANGE_LB_HIGH|LB15|H60,ALL,RAW_RANGE_LB_HIGH,15,60,4,0,0,-0.6024572179865031,,False
ALL|RAW_RANGE_LB_HIGH|LB15|H120,ALL,RAW_RANGE_LB_HIGH,15,120,6,0,0,-0.5648068020673256,,False
ALL|RAW_RANGE_LB_HIGH|LB15|H240,ALL,RAW_RANGE_LB_HIGH,15,240,6,0,0,-0.2849227518465821,,False
ALL|RAW_RANGE_LB_HIGH|LB15|H360,ALL,RAW_RANGE_LB_HIGH,15,360,6,2,0,-0.07630047449750599,0.0,False
ALL|RAW_RANGE_LB_HIGH|LB15|H720,ALL,RAW_RANGE_LB_HIGH,15,720,6,4,0,0.4919282972689544,0.1899856745760947,False
ALL|RAW_RANGE_LB_HIGH|LB15|H960,ALL,RAW_RANGE_LB_HIGH,15,960,4,4,0,0.6708822350341963,0.3156440408805427,False
ALL|RANGE_24H_LOW|LB15|H60,ALL,RANGE_24H_LOW,15,60,4,0,0,-0.8648558869693486,,False
ALL|RANGE_24H_LOW|LB15|H120,ALL,RANGE_24H_LOW,15,120,6,0,0,-0.9005264617196014,,False
ALL|RANGE_24H_LOW|LB15|H240,ALL,RANGE_24H_LOW,15,240,6,0,0,-0.9910248382365701,,False
ALL|RANGE_24H_LOW|LB15|H360,ALL,RANGE_24H_LOW,15,360,6,0,0,-1.0497890620418273,,False
ALL|RANGE_24H_LOW|LB15|H720,ALL,RANGE_24H_LOW,15,720,6,0,0,-1.278011615879989,,False
ALL|RANGE_24H_LOW|LB15|H960,ALL,RANGE_24H_LOW,15,960,4,0,0,-1.3678701679490635,,False
ALL|RANGE_24H_MID|LB15|H60,ALL,RANGE_24H_MID,15,60,4,0,0,-0.7093698063971712,,False
ALL|RANGE_24H_MID|LB15|H120,ALL,RANGE_24H_MID,15,120,6,0,0,-0.684807959138584,,False
ALL|RANGE_24H_MID|LB15|H240,ALL,RANGE_24H_MID,15,240,6,0,0,-0.5885702628434246,,False
ALL|RANGE_24H_MID|LB15|H360,ALL,RANGE_24H_MID,15,360,6,0,0,-0.47334562337595165,,False
ALL|RANGE_24H_MID|LB15|H720,ALL,RANGE_24H_MID,15,720,6,0,0,-0.22172321172731457,,False
ALL|RANGE_24H_MID|LB15|H960,ALL,RANGE_24H_MID,15,960,4,0,0,-0.19012547927470586,,False
ALL|RANGE_24H_HIGH|LB15|H60,ALL,RANGE_24H_HIGH,15,60,4,0,0,-0.5537853680004561,,False
ALL|RANGE_24H_HIGH|LB15|H120,ALL,RANGE_24H_HIGH,15,120,6,0,0,-0.49738835509717794,,False
ALL|RANGE_24H_HIGH|LB15|H240,ALL,RANGE_24H_HIGH,15,240,6,0,0,-0.2926321095870839,,False
ALL|RANGE_24H_HIGH|LB15|H360,ALL,RANGE_24H_HIGH,15,360,6,2,0,-0.14496362414706782,0.0,False
ALL|RANGE_24H_HIGH|LB15|H720,ALL,RANGE_24H_HIGH,15,720,6,4,0,0.42108103073256714,0.15021779372954439,False
ALL|RANGE_24H_HIGH|LB15|H960,ALL,RANGE_24H_HIGH,15,960,4,4,0,0.6638276447197079,0.3330005876367004,False
ALL|RANGE_72H_LOW|LB15|H60,ALL,RANGE_72H_LOW,15,60,4,0,0,-0.8251353324251518,,False
ALL|RANGE_72H_LOW|LB15|H120,ALL,RANGE_72H_LOW,15,120,6,0,0,-0.8407277610257498,,False
ALL|RANGE_72H_LOW|LB15|H240,ALL,RANGE_72H_LOW,15,240,6,0,0,-0.8883465325916953,,False
ALL|RANGE_72H_LOW|LB15|H360,ALL,RANGE_72H_LOW,15,360,6,0,0,-0.9632491723320276,,False
ALL|RANGE_72H_LOW|LB15|H720,ALL,RANGE_72H_LOW,15,720,6,0,0,-1.1360190944832453,,False
ALL|RANGE_72H_LOW|LB15|H960,ALL,RANGE_72H_LOW,15,960,4,0,0,-1.1616665046897134,,False
ALL|RANGE_72H_MID|LB15|H60,ALL,RANGE_72H_MID,15,60,4,0,0,-0.760868335370215,,False
ALL|RANGE_72H_MID|LB15|H120,ALL,RANGE_72H_MID,15,120,6,0,0,-0.756835319488554,,False
ALL|RANGE_72H_MID|LB15|H240,ALL,RANGE_72H_MID,15,240,6,0,0,-0.7187673218643211,,False
