source_tf,family,mode,partition,candidate_n,raw_candidate_wr,long_n,short_n,median_hours,weekly_coverage,weekly_wr
D1,SWING2_HIGH,BODY,development,98,0.3877551020408163,52,46,2.0,0.34615384615384615,0.3888888888888889
D1,SWING2_HIGH,BODY,external,65,0.2923076923076923,34,31,2.0,0.34951456310679613,0.3055555555555556
D1,SWING2_HIGH,BODY,reference_validation,47,0.5319148936170213,22,25,4.0,0.345679012345679,0.5357142857142857
D1,SWING2_HIGH,HOLD,development,103,0.4077669902912621,55,48,2.0,0.358974358974359,0.375
D1,SWING2_HIGH,HOLD,external,76,0.3026315789473684,38,38,2.5,0.4077669902912621,0.2857142857142857
D1,SWING2_HIGH,HOLD,reference_validation,53,0.4528301886792453,23,30,4.0,0.3950617283950617,0.34375
D1,SWING2_HIGH,RECLAIM,development,103,0.4077669902912621,55,48,2.0,0.358974358974359,0.375
D1,SWING2_HIGH,RECLAIM,external,75,0.28,38,37,3.0,0.4077669902912621,0.2619047619047619
D1,SWING2_HIGH,RECLAIM,reference_validation,53,0.4528301886792453,23,30,4.0,0.3950617283950617,0.34375
D1,SWING2_HIGH,WICK,development,83,0.43373493975903615,38,45,3.0,0.3141025641025641,0.40816326530612246
D1,SWING2_HIGH,WICK,external,65,0.27692307692307694,31,34,2.0,0.36893203883495146,0.2894736842105263
D1,SWING2_HIGH,WICK,reference_validation,46,0.4782608695652174,21,25,4.0,0.35802469135802467,0.41379310344827586
D1,SWING2_LOW,BODY,development,75,0.4,38,37,4.0,0.28846153846153844,0.4
D1,SWING2_LOW,BODY,external,48,0.4166666666666667,22,26,2.0,0.2621359223300971,0.48148148148148145
D1,SWING2_LOW,BODY,reference_validation,44,0.5,20,24,4.0,0.30864197530864196,0.56
D1,SWING2_LOW,HOLD,development,85,0.47058823529411764,47,38,3.0,0.32051282051282054,0.48
D1,SWING2_LOW,HOLD,external,53,0.4528301886792453,28,25,2.0,0.2815533980582524,0.5172413793103449
D1,SWING2_LOW,HOLD,reference_validation,48,0.4791666666666667,24,24,3.5,0.3333333333333333,0.5185185185185185
D1,SWING2_LOW,RECLAIM,development,85,0.47058823529411764,47,38,3.0,0.32051282051282054,0.48
D1,SWING2_LOW,RECLAIM,external,53,0.4528301886792453,28,25,2.0,0.2815533980582524,0.5172413793103449
D1,SWING2_LOW,RECLAIM,reference_validation,48,0.4791666666666667,24,24,3.5,0.3333333333333333,0.5185185185185185
D1,SWING2_LOW,WICK,development,74,0.47297297297297297,42,32,4.0,0.30128205128205127,0.46808510638297873
D1,SWING2_LOW,WICK,external,46,0.45652173913043476,26,20,2.5,0.27184466019417475,0.4642857142857143
D1,SWING2_LOW,WICK,reference_validation,42,0.42857142857142855,22,20,3.0,0.3333333333333333,0.48148148148148145
H1,PREV_HIGH,BODY,development,5942,0.4020531807472232,3666,2276,5.0,1.0,0.4358974358974359
H1,PREV_HIGH,BODY,external,4108,0.39386562804284325,2509,1599,3.0,1.0,0.4563106796116505
H1,PREV_HIGH,BODY,reference_validation,3238,0.4042618900555899,2095,1143,6.0,1.0,0.37037037037037035
H1,PREV_HIGH,HOLD,development,8172,0.3997797356828194,3666,4506,5.0,1.0,0.48717948717948717
H1,PREV_HIGH,HOLD,external,5583,0.40211355901844886,2509,3074,3.0,1.0,0.5048543689320388
H1,PREV_HIGH,HOLD,reference_validation,4367,0.4002747881841081,2095,2272,6.0,1.0,0.32098765432098764
H1,PREV_HIGH,RECLAIM,development,8133,0.3999754088282307,3666,4467,5.0,1.0,0.48717948717948717
H1,PREV_HIGH,RECLAIM,external,5555,0.4018001800180018,2509,3046,3.0,1.0,0.5048543689320388
H1,PREV_HIGH,RECLAIM,reference_validation,4357,0.4000459031443654,2095,2262,6.0,1.0,0.32098765432098764
H1,PREV_HIGH,WICK,development,5159,0.39716999418491955,1298,3861,5.0,1.0,0.47435897435897434
H1,PREV_HIGH,WICK,external,3707,0.40086323172376587,1006,2701,3.0,1.0,0.5048543689320388
H1,PREV_HIGH,WICK,reference_validation,2618,0.3938120702826585,720,1898,6.0,1.0,0.2839506172839506
H1,PREV_LOW,BODY,development,5741,0.39435638390524297,2274,3467,4.0,1.0,0.4423076923076923
H1,PREV_LOW,BODY,external,3709,0.3976813157185225,1462,2247,2.0,1.0,0.44660194174757284
H1,PREV_LOW,BODY,reference_validation,3193,0.414970247416223,1113,2080,6.0,1.0,0.41975308641975306
