source_tf,family,mode,partition,candidate_n,raw_candidate_wr,long_n,short_n,median_hours,weekly_coverage,weekly_wr
H1,SWING2_HIGH,WICK,reference_validation,541,0.3807763401109057,212,329,6.0,1.0,0.32098765432098764
H1,SWING2_LOW,BODY,development,1256,0.3980891719745223,589,667,4.0,1.0,0.46153846153846156
H1,SWING2_LOW,BODY,external,886,0.3905191873589165,426,460,2.0,1.0,0.3883495145631068
H1,SWING2_LOW,BODY,reference_validation,722,0.4307479224376731,325,397,5.0,1.0,0.4074074074074074
H1,SWING2_LOW,HOLD,development,1556,0.3991002570694087,863,693,4.0,1.0,0.4230769230769231
H1,SWING2_LOW,HOLD,external,1062,0.3766478342749529,585,477,2.0,1.0,0.32038834951456313
H1,SWING2_LOW,HOLD,reference_validation,856,0.4217289719626168,445,411,5.0,1.0,0.37037037037037035
H1,SWING2_LOW,RECLAIM,development,1553,0.39858338699291695,860,693,4.0,1.0,0.4166666666666667
H1,SWING2_LOW,RECLAIM,external,1060,0.37830188679245286,583,477,2.0,1.0,0.32038834951456313
H1,SWING2_LOW,RECLAIM,reference_validation,856,0.4205607476635514,445,411,5.0,1.0,0.37037037037037035
H1,SWING2_LOW,WICK,development,1041,0.39385206532180594,694,347,4.0,1.0,0.4230769230769231
H1,SWING2_LOW,WICK,external,736,0.38179347826086957,470,266,2.0,1.0,0.3106796116504854
H1,SWING2_LOW,WICK,reference_validation,539,0.4174397031539889,332,207,6.0,1.0,0.4074074074074074
H4,PREV_HIGH,BODY,development,2101,0.4112327463112803,1149,952,4.0,1.0,0.391025641025641
H4,PREV_HIGH,BODY,external,1583,0.40240050536955146,864,719,3.0,1.0,0.4563106796116505
H4,PREV_HIGH,BODY,reference_validation,1165,0.4128755364806867,681,484,5.0,1.0,0.43209876543209874
H4,PREV_HIGH,HOLD,development,2657,0.4109898381633421,1176,1481,4.0,1.0,0.3525641025641026
H4,PREV_HIGH,HOLD,external,1887,0.4138844727080021,874,1013,3.0,1.0,0.5436893203883495
H4,PREV_HIGH,HOLD,reference_validation,1466,0.417462482946794,694,772,5.5,1.0,0.37037037037037035
H4,PREV_HIGH,RECLAIM,development,2652,0.41138763197586725,1176,1476,4.0,1.0,0.3525641025641026
H4,PREV_HIGH,RECLAIM,external,1879,0.41245343267695583,874,1005,3.0,1.0,0.5339805825242718
H4,PREV_HIGH,RECLAIM,reference_validation,1465,0.41706484641638225,694,771,5.0,1.0,0.37037037037037035
H4,PREV_HIGH,WICK,development,1713,0.4115586690017513,525,1188,4.0,1.0,0.391025641025641
H4,PREV_HIGH,WICK,external,1229,0.41171684296175753,426,803,3.0,1.0,0.5339805825242718
H4,PREV_HIGH,WICK,reference_validation,921,0.40608034744842564,330,591,5.0,1.0,0.43209876543209874
H4,PREV_LOW,BODY,development,2005,0.39650872817955113,930,1075,4.0,1.0,0.4358974358974359
H4,PREV_LOW,BODY,external,1337,0.3956619296933433,623,714,2.0,1.0,0.42718446601941745
H4,PREV_LOW,BODY,reference_validation,1135,0.4237885462555066,472,663,5.0,1.0,0.37037037037037035
H4,PREV_LOW,HOLD,development,2537,0.3945605045329129,1435,1102,4.0,1.0,0.38461538461538464
H4,PREV_LOW,HOLD,external,1670,0.40179640718562876,946,724,2.0,1.0,0.3883495145631068
H4,PREV_LOW,HOLD,reference_validation,1396,0.42550143266475643,718,678,5.0,1.0,0.345679012345679
H4,PREV_LOW,RECLAIM,development,2534,0.39423835832675613,1432,1102,4.0,1.0,0.38461538461538464
H4,PREV_LOW,RECLAIM,external,1667,0.40191961607678467,943,724,2.0,1.0,0.3883495145631068
H4,PREV_LOW,RECLAIM,reference_validation,1393,0.42498205312275666,716,677,5.0,1.0,0.345679012345679
H4,PREV_LOW,WICK,development,1698,0.38633686690223795,1203,495,4.0,1.0,0.3974358974358974
H4,PREV_LOW,WICK,external,1119,0.40303842716711347,772,347,2.0,1.0,0.3883495145631068
H4,PREV_LOW,WICK,reference_validation,860,0.39651162790697675,550,310,5.0,1.0,0.37037037037037035
H4,PREV_OPEN,BODY,development,2813,0.39921791681478846,1406,1407,4.0,1.0,0.391025641025641
H4,PREV_OPEN,BODY,external,1871,0.3976483164083378,975,896,3.0,1.0,0.3592233009708738
H4,PREV_OPEN,BODY,reference_validation,1327,0.4212509419743783,674,653,6.0,1.0,0.38271604938271603
H4,PREV_OPEN,HOLD,development,3446,0.3966918165989553,1731,1715,5.0,1.0,0.391025641025641
H4,PREV_OPEN,HOLD,external,2311,0.39939420164430983,1188,1123,3.0,1.0,0.39805825242718446
H4,PREV_OPEN,HOLD,reference_validation,1652,0.41707021791767557,834,818,6.0,1.0,0.3950617283950617
H4,PREV_OPEN,RECLAIM,development,3443,0.3970374673250073,1729,1714,5.0,1.0,0.391025641025641
H4,PREV_OPEN,RECLAIM,external,2309,0.3997401472498917,1186,1123,3.0,1.0,0.39805825242718446
H4,PREV_OPEN,RECLAIM,reference_validation,1652,0.41707021791767557,834,818,6.0,1.0,0.3950617283950617
H4,PREV_OPEN,WICK,development,2203,0.38175215615070357,1120,1083,4.0,1.0,0.3141025641025641
H4,PREV_OPEN,WICK,external,1528,0.39986910994764396,799,729,3.0,1.0,0.44660194174757284
H4,PREV_OPEN,WICK,reference_validation,1044,0.39080459770114945,533,511,6.0,1.0,0.345679012345679
H4,R12_HIGH,BODY,development,461,0.4642082429501085,265,196,3.0,0.8461538461538461,0.4772727272727273
H4,R12_HIGH,BODY,external,420,0.4023809523809524,243,177,2.0,0.883495145631068,0.3626373626373626
H4,R12_HIGH,BODY,reference_validation,284,0.397887323943662,167,117,5.0,0.8641975308641975,0.4142857142857143
H4,R12_HIGH,HOLD,development,621,0.4524959742351047,272,349,3.0,0.9038461538461539,0.4397163120567376
H4,R12_HIGH,HOLD,external,528,0.4166666666666667,249,279,2.0,0.912621359223301,0.3617021276595745
H4,R12_HIGH,HOLD,reference_validation,376,0.4095744680851064,171,205,5.0,0.9135802469135802,0.36486486486486486
H4,R12_HIGH,RECLAIM,development,621,0.4524959742351047,272,349,3.0,0.9038461538461539,0.4397163120567376
H4,R12_HIGH,RECLAIM,external,527,0.4174573055028463,249,278,2.0,0.912621359223301,0.3617021276595745
H4,R12_HIGH,RECLAIM,reference_validation,375,0.4106666666666667,171,204,5.0,0.9135802469135802,0.36486486486486486
H4,R12_HIGH,WICK,development,407,0.45454545454545453,110,297,4.0,0.8269230769230769,0.4573643410852713
H4,R12_HIGH,WICK,external,331,0.43202416918429004,113,218,3.0,0.8640776699029126,0.4157303370786517
H4,R12_HIGH,WICK,reference_validation,234,0.38461538461538464,73,161,5.0,0.8271604938271605,0.40298507462686567
H4,R12_LOW,BODY,development,449,0.3830734966592428,192,257,3.0,0.7692307692307693,0.4083333333333333
H4,R12_LOW,BODY,external,246,0.33739837398373984,102,144,2.0,0.7184466019417476,0.32432432432432434
H4,R12_LOW,BODY,reference_validation,305,0.4098360655737705,123,182,4.0,0.7901234567901234,0.40625
H4,R12_LOW,HOLD,development,612,0.37745098039215685,350,262,3.0,0.8205128205128205,0.40625
H4,R12_LOW,HOLD,external,315,0.34285714285714286,168,147,2.0,0.7572815533980582,0.2948717948717949
H4,R12_LOW,HOLD,reference_validation,383,0.4046997389033943,198,185,4.0,0.8765432098765432,0.4225352112676056
H4,R12_LOW,RECLAIM,development,611,0.3780687397708674,349,262,3.0,0.8205128205128205,0.40625
H4,R12_LOW,RECLAIM,external,313,0.3450479233226837,166,147,2.0,0.7572815533980582,0.2948717948717949
H4,R12_LOW,RECLAIM,reference_validation,382,0.4031413612565445,198,184,4.0,0.8765432098765432,0.4225352112676056
H4,R12_LOW,WICK,development,390,0.3974358974358974,295,95,3.0,0.7692307692307693,0.4083333333333333
H4,R12_LOW,WICK,external,202,0.3712871287128713,136,66,2.0,0.6990291262135923,0.3333333333333333
H4,R12_LOW,WICK,reference_validation,232,0.40948275862068967,156,76,4.0,0.8395061728395061,0.4117647058823529
H4,R3_HIGH,BODY,development,1006,0.4433399602385686,578,428,3.0,1.0,0.391025641025641
H4,R3_HIGH,BODY,external,872,0.4208715596330275,483,389,3.0,1.0,0.4077669902912621
H4,R3_HIGH,BODY,reference_validation,626,0.4009584664536741,374,252,5.0,0.9876543209876543,0.475
H4,R3_HIGH,HOLD,development,1364,0.44574780058651026,594,770,3.0,1.0,0.391025641025641
H4,R3_HIGH,HOLD,external,1053,0.4254510921177588,490,563,2.0,1.0,0.42718446601941745
H4,R3_HIGH,HOLD,reference_validation,809,0.41409147095179233,385,424,5.0,0.9876543209876543,0.4375
H4,R3_HIGH,RECLAIM,development,1364,0.4464809384164223,594,770,3.0,1.0,0.391025641025641
H4,R3_HIGH,RECLAIM,external,1051,0.4253092293054234,490,561,2.0,1.0,0.42718446601941745
H4,R3_HIGH,RECLAIM,reference_validation,809,0.41409147095179233,385,424,5.0,0.9876543209876543,0.4375
H4,R3_HIGH,WICK,development,891,0.4444444444444444,251,640,4.0,0.9935897435897436,0.36774193548387096
H4,R3_HIGH,WICK,external,675,0.4237037037037037,219,456,3.0,1.0,0.4174757281553398
H4,R3_HIGH,WICK,reference_validation,508,0.4035433070866142,170,338,5.0,0.9876543209876543,0.4125
H4,R3_LOW,BODY,development,968,0.3822314049586777,421,547,3.0,0.9935897435897436,0.4064516129032258
H4,R3_LOW,BODY,external,672,0.37202380952380953,287,385,2.0,1.0,0.3883495145631068
H4,R3_LOW,BODY,reference_validation,660,0.41515151515151516,268,392,5.0,0.9876543209876543,0.4125
H4,R3_LOW,HOLD,development,1331,0.38467317806160783,767,564,3.0,1.0,0.40384615384615385
H4,R3_LOW,HOLD,external,841,0.38525564803804996,453,388,2.0,1.0,0.42718446601941745
H4,R3_LOW,HOLD,reference_validation,814,0.4176904176904177,414,400,5.0,1.0,0.4074074074074074
H4,R3_LOW,RECLAIM,development,1329,0.38449962377727614,765,564,3.0,1.0,0.40384615384615385
H4,R3_LOW,RECLAIM,external,838,0.38782816229116945,450,388,2.0,1.0,0.42718446601941745
H4,R3_LOW,RECLAIM,reference_validation,813,0.41697416974169743,414,399,5.0,1.0,0.4074074074074074
H4,R3_LOW,WICK,development,888,0.38400900900900903,649,239,4.0,0.9935897435897436,0.4
H4,R3_LOW,WICK,external,541,0.3900184842883549,370,171,2.0,0.9805825242718447,0.42574257425742573
H4,R3_LOW,WICK,reference_validation,503,0.3976143141153082,328,175,5.0,0.9876543209876543,0.4
H4,R6_HIGH,BODY,development,662,0.459214501510574,369,293,3.0,0.9615384615384616,0.47333333333333333
H4,R6_HIGH,BODY,external,584,0.4126712328767123,332,252,2.0,0.9902912621359223,0.43137254901960786
H4,R6_HIGH,BODY,reference_validation,380,0.40789473684210525,228,152,5.0,0.9382716049382716,0.47368421052631576
H4,R6_HIGH,HOLD,development,884,0.46153846153846156,381,503,3.0,0.9935897435897436,0.4645161290322581
H4,R6_HIGH,HOLD,external,728,0.42032967032967034,339,389,2.0,0.9902912621359223,0.4411764705882353
H4,R6_HIGH,HOLD,reference_validation,500,0.418,237,263,5.0,0.9753086419753086,0.4050632911392405
H4,R6_HIGH,RECLAIM,development,882,0.4614512471655329,381,501,3.0,0.9935897435897436,0.4645161290322581
H4,R6_HIGH,RECLAIM,external,726,0.4201101928374656,339,387,2.0,0.9902912621359223,0.43137254901960786
H4,R6_HIGH,RECLAIM,reference_validation,500,0.418,237,263,5.0,0.9753086419753086,0.4050632911392405
H4,R6_HIGH,WICK,development,571,0.4658493870402802,151,420,4.0,0.9615384615384616,0.42
H4,R6_HIGH,WICK,external,464,0.4245689655172414,151,313,3.0,0.9611650485436893,0.43434343434343436
H4,R6_HIGH,WICK,reference_validation,305,0.3836065573770492,99,206,5.0,0.9753086419753086,0.3924050632911392
H4,R6_LOW,BODY,development,625,0.3728,267,358,3.0,0.8910256410256411,0.35251798561151076
H4,R6_LOW,BODY,external,401,0.38154613466334164,174,227,2.0,0.8640776699029126,0.33707865168539325
H4,R6_LOW,BODY,reference_validation,406,0.4236453201970443,158,248,4.0,0.9259259259259259,0.36
H4,R6_LOW,HOLD,development,849,0.37809187279151946,482,367,3.0,0.9423076923076923,0.3129251700680272
H4,R6_LOW,HOLD,external,515,0.3825242718446602,282,233,2.0,0.9223300970873787,0.3263157894736842
H4,R6_LOW,HOLD,reference_validation,521,0.4107485604606526,268,253,4.0,0.9753086419753086,0.3670886075949367
H4,R6_LOW,RECLAIM,development,848,0.3785377358490566,481,367,3.0,0.9423076923076923,0.3129251700680272
H4,R6_LOW,RECLAIM,external,510,0.3843137254901961,277,233,2.0,0.9223300970873787,0.3157894736842105
H4,R6_LOW,RECLAIM,reference_validation,520,0.4096153846153846,268,252,4.0,0.9753086419753086,0.3670886075949367
H4,R6_LOW,WICK,development,547,0.3912248628884826,406,141,3.0,0.9230769230769231,0.375
H4,R6_LOW,WICK,external,333,0.3813813813813814,236,97,2.0,0.8640776699029126,0.30337078651685395
H4,R6_LOW,WICK,reference_validation,323,0.38699690402476783,212,111,4.0,0.9506172839506173,0.35064935064935066
H4,SWING2_HIGH,BODY,development,391,0.45268542199488493,201,190,4.0,0.8461538461538461,0.48484848484848486
H4,SWING2_HIGH,BODY,external,273,0.4249084249084249,151,122,2.0,0.9029126213592233,0.3978494623655914
H4,SWING2_HIGH,BODY,reference_validation,224,0.38839285714285715,115,109,6.0,0.8395061728395061,0.39705882352941174
H4,SWING2_HIGH,HOLD,development,442,0.4479638009049774,211,231,4.0,0.8974358974358975,0.4785714285714286
H4,SWING2_HIGH,HOLD,external,301,0.4152823920265781,158,143,2.0,0.9320388349514563,0.3854166666666667
H4,SWING2_HIGH,HOLD,reference_validation,253,0.4031620553359684,122,131,6.0,0.8765432098765432,0.4084507042253521
H4,SWING2_HIGH,RECLAIM,development,442,0.4479638009049774,211,231,4.0,0.8974358974358975,0.4785714285714286
H4,SWING2_HIGH,RECLAIM,external,301,0.4152823920265781,158,143,2.0,0.9320388349514563,0.3854166666666667
H4,SWING2_HIGH,RECLAIM,reference_validation,253,0.40711462450592883,122,131,6.0,0.8765432098765432,0.4084507042253521
H4,SWING2_HIGH,WICK,development,317,0.45110410094637227,125,192,4.0,0.8269230769230769,0.4496124031007752
H4,SWING2_HIGH,WICK,external,226,0.42920353982300885,106,120,2.5,0.9029126213592233,0.43010752688172044
H4,SWING2_HIGH,WICK,reference_validation,194,0.39690721649484534,87,107,6.0,0.8148148148148148,0.3939393939393939
H4,SWING2_LOW,BODY,development,402,0.3880597014925373,198,204,4.0,0.8269230769230769,0.3953488372093023
H4,SWING2_LOW,BODY,external,211,0.3744075829383886,97,114,2.0,0.7475728155339806,0.2857142857142857
H4,SWING2_LOW,BODY,reference_validation,197,0.41116751269035534,93,104,5.0,0.8395061728395061,0.4264705882352941
H4,SWING2_LOW,HOLD,development,460,0.3782608695652174,245,215,3.0,0.8653846153846154,0.4074074074074074
H4,SWING2_LOW,HOLD,external,247,0.3724696356275304,126,121,2.0,0.8058252427184466,0.3614457831325301
H4,SWING2_LOW,HOLD,reference_validation,229,0.4148471615720524,119,110,4.0,0.9012345679012346,0.3835616438356164
H4,SWING2_LOW,RECLAIM,development,460,0.3782608695652174,245,215,3.0,0.8653846153846154,0.4074074074074074
H4,SWING2_LOW,RECLAIM,external,245,0.37142857142857144,125,120,2.0,0.8058252427184466,0.37349397590361444
H4,SWING2_LOW,RECLAIM,reference_validation,229,0.4148471615720524,119,110,4.0,0.9012345679012346,0.3835616438356164
H4,SWING2_LOW,WICK,development,344,0.3808139534883721,199,145,3.0,0.8141025641025641,0.3543307086614173
H4,SWING2_LOW,WICK,external,194,0.41237113402061853,105,89,2.0,0.7669902912621359,0.4050632911392405
H4,SWING2_LOW,WICK,reference_validation,170,0.43529411764705883,92,78,5.0,0.8765432098765432,0.39436619718309857
W1,PREV_HIGH,BODY,development,111,0.44144144144144143,60,51,3.0,0.41025641025641024,0.46875
W1,PREV_HIGH,BODY,external,86,0.4418604651162791,46,40,2.0,0.4854368932038835,0.44
W1,PREV_HIGH,BODY,reference_validation,58,0.4827586206896552,28,30,5.0,0.4074074074074074,0.45454545454545453
W1,PREV_HIGH,HOLD,development,124,0.43548387096774194,63,61,3.0,0.4551282051282051,0.4084507042253521
W1,PREV_HIGH,HOLD,external,96,0.4270833333333333,48,48,2.5,0.5242718446601942,0.4074074074074074
W1,PREV_HIGH,HOLD,reference_validation,61,0.4426229508196721,28,33,4.0,0.43209876543209874,0.42857142857142855
W1,PREV_HIGH,RECLAIM,development,124,0.43548387096774194,63,61,2.5,0.4551282051282051,0.4084507042253521
W1,PREV_HIGH,RECLAIM,external,95,0.42105263157894735,48,47,2.0,0.5242718446601942,0.4074074074074074
W1,PREV_HIGH,RECLAIM,reference_validation,61,0.4426229508196721,28,33,4.0,0.43209876543209874,0.42857142857142855
W1,PREV_HIGH,WICK,development,97,0.4020618556701031,43,54,3.0,0.391025641025641,0.3770491803278688
W1,PREV_HIGH,WICK,external,79,0.35443037974683544,39,40,3.0,0.46601941747572817,0.4166666666666667
W1,PREV_HIGH,WICK,reference_validation,53,0.49056603773584906,26,27,5.0,0.4074074074074074,0.6060606060606061
W1,PREV_LOW,BODY,development,81,0.37037037037037035,40,41,3.0,0.3141025641025641,0.3673469387755102
W1,PREV_LOW,BODY,external,46,0.4782608695652174,23,23,1.5,0.2524271844660194,0.4230769230769231
W1,PREV_LOW,BODY,reference_validation,50,0.44,24,26,2.0,0.3333333333333333,0.5185185185185185
W1,PREV_LOW,HOLD,development,94,0.4148936170212766,50,44,2.5,0.3525641025641026,0.41818181818181815
W1,PREV_LOW,HOLD,external,49,0.5102040816326531,26,23,2.0,0.27184466019417475,0.4642857142857143
W1,PREV_LOW,HOLD,reference_validation,56,0.4107142857142857,29,27,2.0,0.37037037037037035,0.5
W1,PREV_LOW,RECLAIM,development,94,0.4148936170212766,50,44,2.5,0.3525641025641026,0.41818181818181815
W1,PREV_LOW,RECLAIM,external,49,0.5102040816326531,26,23,2.0,0.27184466019417475,0.4642857142857143
W1,PREV_LOW,RECLAIM,reference_validation,56,0.4107142857142857,29,27,2.0,0.37037037037037035,0.5
W1,PREV_LOW,WICK,development,82,0.45121951219512196,46,36,3.0,0.3269230769230769,0.45098039215686275
W1,PREV_LOW,WICK,external,39,0.4358974358974359,22,17,2.0,0.24271844660194175,0.44
W1,PREV_LOW,WICK,reference_validation,47,0.40425531914893614,26,21,3.0,0.35802469135802467,0.4827586206896552
W1,PREV_OPEN,BODY,development,124,0.4435483870967742,64,60,4.0,0.4358974358974359,0.4117647058823529
W1,PREV_OPEN,BODY,external,64,0.5,33,31,3.0,0.3592233009708738,0.4594594594594595
W1,PREV_OPEN,BODY,reference_validation,55,0.43636363636363634,26,29,5.0,0.3950617283950617,0.375
W1,PREV_OPEN,HOLD,development,139,0.43884892086330934,73,66,4.0,0.5,0.3717948717948718
W1,PREV_OPEN,HOLD,external,71,0.38028169014084506,36,35,2.0,0.39805825242718446,0.36585365853658536
W1,PREV_OPEN,HOLD,reference_validation,62,0.45161290322580644,30,32,5.0,0.41975308641975306,0.47058823529411764
W1,PREV_OPEN,RECLAIM,development,139,0.43884892086330934,73,66,4.0,0.5,0.3717948717948718
W1,PREV_OPEN,RECLAIM,external,71,0.38028169014084506,36,35,2.0,0.39805825242718446,0.36585365853658536
W1,PREV_OPEN,RECLAIM,reference_validation,62,0.45161290322580644,30,32,5.0,0.41975308641975306,0.47058823529411764
W1,PREV_OPEN,WICK,development,115,0.40869565217391307,57,58,4.0,0.4551282051282051,0.4225352112676056
W1,PREV_OPEN,WICK,external,62,0.45161290322580644,32,30,2.0,0.36893203883495146,0.34210526315789475
W1,PREV_OPEN,WICK,reference_validation,51,0.49019607843137253,27,24,4.0,0.37037037037037035,0.4666666666666667
W1,R12_HIGH,BODY,development,40,0.475,21,19,2.0,0.14743589743589744,0.4782608695652174
W1,R12_HIGH,BODY,external,33,0.45454545454545453,18,15,2.0,0.18446601941747573,0.42105263157894735
W1,R12_HIGH,BODY,reference_validation,14,0.42857142857142855,6,8,6.0,0.09876543209876543,0.375
W1,R12_HIGH,HOLD,development,45,0.4222222222222222,23,22,2.0,0.16666666666666666,0.34615384615384615
W1,R12_HIGH,HOLD,external,36,0.3888888888888889,19,17,2.0,0.1941747572815534,0.3
W1,R12_HIGH,HOLD,reference_validation,15,0.3333333333333333,6,9,6.0,0.1111111111111111,0.4444444444444444
W1,R12_HIGH,RECLAIM,development,45,0.4222222222222222,23,22,2.0,0.16666666666666666,0.34615384615384615
W1,R12_HIGH,RECLAIM,external,36,0.3888888888888889,19,17,2.0,0.1941747572815534,0.3
W1,R12_HIGH,RECLAIM,reference_validation,15,0.3333333333333333,6,9,6.0,0.1111111111111111,0.4444444444444444
W1,R12_HIGH,WICK,development,33,0.48484848484848486,15,18,2.0,0.1282051282051282,0.55
W1,R12_HIGH,WICK,external,31,0.3548387096774194,15,16,2.0,0.17475728155339806,0.2777777777777778
W1,R12_HIGH,WICK,reference_validation,9,0.2222222222222222,3,6,3.0,0.08641975308641975,0.2857142857142857
W1,R12_LOW,BODY,development,14,0.42857142857142855,8,6,1.0,0.057692307692307696,0.5555555555555556
W1,R12_LOW,BODY,external,2,0.0,1,1,1.0,0.009708737864077669,0.0
W1,R12_LOW,BODY,reference_validation,17,0.4117647058823529,8,9,2.0,0.1111111111111111,0.4444444444444444
W1,R12_LOW,HOLD,development,16,0.4375,9,7,1.0,0.0641025641025641,0.5
W1,R12_LOW,HOLD,external,2,0.0,1,1,1.0,0.009708737864077669,0.0
W1,R12_LOW,HOLD,reference_validation,18,0.3888888888888889,9,9,2.0,0.1111111111111111,0.4444444444444444
W1,R12_LOW,RECLAIM,development,16,0.4375,9,7,1.0,0.0641025641025641,0.5
W1,R12_LOW,RECLAIM,external,2,0.0,1,1,1.0,0.009708737864077669,0.0
W1,R12_LOW,RECLAIM,reference_validation,18,0.3888888888888889,9,9,2.0,0.1111111111111111,0.4444444444444444
W1,R12_LOW,WICK,development,13,0.38461538461538464,7,6,1.0,0.057692307692307696,0.4444444444444444
W1,R12_LOW,WICK,external,2,0.0,1,1,1.0,0.009708737864077669,0.0
W1,R12_LOW,WICK,reference_validation,15,0.4666666666666667,9,6,2.0,0.1111111111111111,0.4444444444444444
W1,R3_HIGH,BODY,development,75,0.4666666666666667,38,37,2.0,0.27564102564102566,0.4883720930232558
W1,R3_HIGH,BODY,external,55,0.4727272727272727,29,26,2.0,0.3106796116504854,0.4375
W1,R3_HIGH,BODY,reference_validation,34,0.4117647058823529,16,18,4.0,0.2222222222222222,0.3333333333333333
W1,R3_HIGH,HOLD,development,81,0.4691358024691358,39,42,2.0,0.30128205128205127,0.425531914893617
W1,R3_HIGH,HOLD,external,60,0.4666666666666667,31,29,3.0,0.3300970873786408,0.4117647058823529
W1,R3_HIGH,HOLD,reference_validation,36,0.3611111111111111,16,20,4.0,0.24691358024691357,0.35
W1,R3_HIGH,RECLAIM,development,81,0.4691358024691358,39,42,2.0,0.30128205128205127,0.425531914893617
W1,R3_HIGH,RECLAIM,external,60,0.4666666666666667,31,29,3.0,0.3300970873786408,0.4117647058823529
W1,R3_HIGH,RECLAIM,reference_validation,36,0.3611111111111111,16,20,4.0,0.24691358024691357,0.35
W1,R3_HIGH,WICK,development,63,0.4603174603174603,26,37,2.0,0.25,0.46153846153846156
W1,R3_HIGH,WICK,external,52,0.36538461538461536,24,28,2.0,0.3106796116504854,0.40625
W1,R3_HIGH,WICK,reference_validation,31,0.3870967741935484,14,17,5.0,0.2345679012345679,0.47368421052631576
W1,R3_LOW,BODY,development,42,0.42857142857142855,22,20,2.0,0.16025641025641027,0.44
W1,R3_LOW,BODY,external,16,0.5625,7,9,1.0,0.08737864077669903,0.4444444444444444
W1,R3_LOW,BODY,reference_validation,22,0.3181818181818182,10,12,2.0,0.1728395061728395,0.42857142857142855
W1,R3_LOW,HOLD,development,48,0.4583333333333333,27,21,2.0,0.1858974358974359,0.5172413793103449
W1,R3_LOW,HOLD,external,17,0.5294117647058824,8,9,1.0,0.08737864077669903,0.3333333333333333
W1,R3_LOW,HOLD,reference_validation,27,0.37037037037037035,14,13,2.0,0.19753086419753085,0.4375
W1,R3_LOW,RECLAIM,development,48,0.4583333333333333,27,21,2.0,0.1858974358974359,0.5172413793103449
W1,R3_LOW,RECLAIM,external,17,0.5294117647058824,8,9,1.0,0.08737864077669903,0.3333333333333333
W1,R3_LOW,RECLAIM,reference_validation,27,0.37037037037037035,14,13,2.0,0.19753086419753085,0.4375
W1,R3_LOW,WICK,development,42,0.47619047619047616,22,20,3.0,0.17307692307692307,0.5185185185185185
W1,R3_LOW,WICK,external,13,0.5384615384615384,8,5,2.0,0.08737864077669903,0.6666666666666666
W1,R3_LOW,WICK,reference_validation,23,0.4782608695652174,14,9,2.0,0.1728395061728395,0.42857142857142855
W1,R6_HIGH,BODY,development,51,0.43137254901960786,27,24,2.0,0.19230769230769232,0.4666666666666667
W1,R6_HIGH,BODY,external,41,0.4634146341463415,23,18,2.0,0.23300970873786409,0.375
W1,R6_HIGH,BODY,reference_validation,23,0.43478260869565216,10,13,5.0,0.1728395061728395,0.35714285714285715
W1,R6_HIGH,HOLD,development,57,0.42105263157894735,29,28,2.0,0.21794871794871795,0.38235294117647056
W1,R6_HIGH,HOLD,external,47,0.3829787234042553,25,22,2.0,0.2524271844660194,0.2692307692307692
W1,R6_HIGH,HOLD,reference_validation,26,0.3076923076923077,10,16,5.5,0.19753086419753085,0.25
W1,R6_HIGH,RECLAIM,development,57,0.42105263157894735,29,28,2.0,0.21794871794871795,0.38235294117647056
W1,R6_HIGH,RECLAIM,external,47,0.3829787234042553,25,22,2.0,0.2524271844660194,0.2692307692307692
W1,R6_HIGH,RECLAIM,reference_validation,26,0.3076923076923077,10,16,5.5,0.19753086419753085,0.25
W1,R6_HIGH,WICK,development,44,0.45454545454545453,19,25,2.0,0.17307692307692307,0.48148148148148145
W1,R6_HIGH,WICK,external,41,0.36585365853658536,20,21,2.0,0.23300970873786409,0.3333333333333333
W1,R6_HIGH,WICK,reference_validation,20,0.25,7,13,4.0,0.18518518518518517,0.3333333333333333
W1,R6_LOW,BODY,development,24,0.4583333333333333,13,11,1.5,0.08974358974358974,0.5
W1,R6_LOW,BODY,external,10,0.4,5,5,1.0,0.05825242718446602,0.3333333333333333
W1,R6_LOW,BODY,reference_validation,20,0.45,10,10,3.0,0.13580246913580246,0.5454545454545454
W1,R6_LOW,HOLD,development,27,0.48148148148148145,14,13,1.0,0.10256410256410256,0.4375
W1,R6_LOW,HOLD,external,11,0.36363636363636365,6,5,1.0,0.05825242718446602,0.16666666666666666
W1,R6_LOW,HOLD,reference_validation,23,0.43478260869565216,12,11,3.0,0.14814814814814814,0.5
W1,R6_LOW,RECLAIM,development,27,0.48148148148148145,14,13,1.0,0.10256410256410256,0.4375
W1,R6_LOW,RECLAIM,external,11,0.36363636363636365,6,5,1.0,0.05825242718446602,0.16666666666666666
W1,R6_LOW,RECLAIM,reference_validation,23,0.43478260869565216,12,11,3.0,0.14814814814814814,0.5
W1,R6_LOW,WICK,development,24,0.4583333333333333,12,12,2.0,0.09615384615384616,0.4666666666666667
W1,R6_LOW,WICK,external,10,0.4,6,4,1.0,0.05825242718446602,0.5
W1,R6_LOW,WICK,reference_validation,21,0.5238095238095238,12,9,3.0,0.14814814814814814,0.4166666666666667
W1,SWING2_HIGH,BODY,development,14,0.42857142857142855,7,7,3.0,0.0641025641025641,0.5
W1,SWING2_HIGH,BODY,external,8,0.375,5,3,4.0,0.04854368932038835,0.4
W1,SWING2_HIGH,BODY,reference_validation,10,0.5,5,5,3.5,0.08641975308641975,0.42857142857142855
W1,SWING2_HIGH,HOLD,development,16,0.375,7,9,2.5,0.07051282051282051,0.36363636363636365
