partition,regime,clock_block,obs_start,obs_end,reclaim_complete_ts,H,L,R4,F05,target_fraction,target_px,filled,fill_ts,cancel_reason,rebreak_confirmed,rebreak_complete_ts,target_reached,target_ts,high_failure,high_failure_ts,unresolved,minutes_reclaim_to_fill,minutes_fill_to_rebreak,minutes_fill_to_target
development,BEAR,16-20,2022-09-03 16:00:00+00:00,2022-09-03 20:00:00+00:00,2022-09-03 19:25:00+00:00,19894.0,19740.1,153.90000000000146,19747.795,0.1,19724.71,True,2022-09-03 19:25:00+00:00,,True,2022-09-03 19:50:00+00:00,True,2022-09-03 19:55:00+00:00,False,,False,0.0,25.0,30.0
development,BEAR,16-20,2022-09-03 16:00:00+00:00,2022-09-03 20:00:00+00:00,2022-09-03 19:25:00+00:00,19894.0,19740.1,153.90000000000146,19747.795,0.15,19717.015,True,2022-09-03 19:25:00+00:00,,True,2022-09-03 19:50:00+00:00,True,2022-09-03 19:55:00+00:00,False,,False,0.0,25.0,30.0
development,BEAR,04-08,2022-09-08 04:00:00+00:00,2022-09-08 08:00:00+00:00,2022-09-08 07:35:00+00:00,19373.8,19139.4,234.39999999999782,19151.120000000003,0.05,19127.68,True,2022-09-08 07:35:00+00:00,,False,,False,,False,,True,0.0,,
development,BEAR,04-08,2022-09-08 04:00:00+00:00,2022-09-08 08:00:00+00:00,2022-09-08 07:35:00+00:00,19373.8,19139.4,234.39999999999782,19151.120000000003,0.075,19121.820000000003,True,2022-09-08 07:35:00+00:00,,False,,False,,False,,True,0.0,,
development,BEAR,04-08,2022-09-08 04:00:00+00:00,2022-09-08 08:00:00+00:00,2022-09-08 07:35:00+00:00,19373.8,19139.4,234.39999999999782,19151.120000000003,0.1,19115.960000000003,True,2022-09-08 07:35:00+00:00,,False,,False,,False,,True,0.0,,
development,BEAR,04-08,2022-09-08 04:00:00+00:00,2022-09-08 08:00:00+00:00,2022-09-08 07:35:00+00:00,19373.8,19139.4,234.39999999999782,19151.120000000003,0.15,19104.24,True,2022-09-08 07:35:00+00:00,,False,,False,,False,,True,0.0,,
development,BULL,12-16,2022-09-10 12:00:00+00:00,2022-09-10 16:00:00+00:00,2022-09-10 12:30:00+00:00,21384.0,21246.0,138.0,21252.9,0.05,21239.1,True,2022-09-10 12:30:00+00:00,,True,2022-09-10 13:20:00+00:00,True,2022-09-10 13:25:00+00:00,False,,False,0.0,50.0,55.0
development,BULL,12-16,2022-09-10 12:00:00+00:00,2022-09-10 16:00:00+00:00,2022-09-10 12:30:00+00:00,21384.0,21246.0,138.0,21252.9,0.075,21235.65,True,2022-09-10 12:30:00+00:00,,True,2022-09-10 13:20:00+00:00,True,2022-09-10 13:25:00+00:00,False,,False,0.0,50.0,55.0
development,BULL,12-16,2022-09-10 12:00:00+00:00,2022-09-10 16:00:00+00:00,2022-09-10 12:30:00+00:00,21384.0,21246.0,138.0,21252.9,0.1,21232.2,True,2022-09-10 12:30:00+00:00,,True,2022-09-10 13:20:00+00:00,True,2022-09-10 13:25:00+00:00,False,,False,0.0,50.0,55.0
development,BULL,12-16,2022-09-10 12:00:00+00:00,2022-09-10 16:00:00+00:00,2022-09-10 12:30:00+00:00,21384.0,21246.0,138.0,21252.9,0.15,21225.3,True,2022-09-10 12:30:00+00:00,,True,2022-09-10 13:20:00+00:00,True,2022-09-10 13:25:00+00:00,False,,False,0.0,50.0,55.0
development,BEAR,12-16,2022-09-15 12:00:00+00:00,2022-09-15 16:00:00+00:00,2022-09-15 13:45:00+00:00,20213.3,20010.2,203.09999999999854,20020.355,0.05,20000.045000000002,True,2022-09-15 13:45:00+00:00,,True,2022-09-15 14:35:00+00:00,True,2022-09-15 14:40:00+00:00,False,,False,0.0,50.0,55.0
development,BEAR,12-16,2022-09-15 12:00:00+00:00,2022-09-15 16:00:00+00:00,2022-09-15 13:45:00+00:00,20213.3,20010.2,203.09999999999854,20020.355,0.075,19994.967500000002,True,2022-09-15 13:45:00+00:00,,True,2022-09-15 14:35:00+00:00,True,2022-09-15 14:40:00+00:00,False,,False,0.0,50.0,55.0
development,BEAR,12-16,2022-09-15 12:00:00+00:00,2022-09-15 16:00:00+00:00,2022-09-15 13:45:00+00:00,20213.3,20010.2,203.09999999999854,20020.355,0.1,19989.89,True,2022-09-15 13:45:00+00:00,,True,2022-09-15 14:35:00+00:00,True,2022-09-15 14:40:00+00:00,False,,False,0.0,50.0,55.0
development,BEAR,12-16,2022-09-15 12:00:00+00:00,2022-09-15 16:00:00+00:00,2022-09-15 13:45:00+00:00,20213.3,20010.2,203.09999999999854,20020.355,0.15,19979.735,True,2022-09-15 13:45:00+00:00,,True,2022-09-15 14:35:00+00:00,True,2022-09-15 14:40:00+00:00,False,,False,0.0,50.0,55.0
development,BEAR,20-00,2022-09-15 20:00:00+00:00,2022-09-16 00:00:00+00:00,2022-09-15 23:15:00+00:00,19936.3,19640.0,296.2999999999993,19654.815,0.05,19625.185,True,2022-09-15 23:15:00+00:00,,True,2022-09-16 00:20:00+00:00,True,2022-09-16 00:25:00+00:00,False,,False,0.0,65.0,70.0
development,BEAR,20-00,2022-09-15 20:00:00+00:00,2022-09-16 00:00:00+00:00,2022-09-15 23:15:00+00:00,19936.3,19640.0,296.2999999999993,19654.815,0.075,19617.7775,True,2022-09-15 23:15:00+00:00,,True,2022-09-16 00:20:00+00:00,True,2022-09-16 00:25:00+00:00,False,,False,0.0,65.0,70.0
development,BEAR,20-00,2022-09-15 20:00:00+00:00,2022-09-16 00:00:00+00:00,2022-09-15 23:15:00+00:00,19936.3,19640.0,296.2999999999993,19654.815,0.1,19610.37,True,2022-09-15 23:15:00+00:00,,True,2022-09-16 00:20:00+00:00,True,2022-09-16 00:25:00+00:00,False,,False,0.0,65.0,70.0
development,BEAR,20-00,2022-09-15 20:00:00+00:00,2022-09-16 00:00:00+00:00,2022-09-15 23:15:00+00:00,19936.3,19640.0,296.2999999999993,19654.815,0.15,19595.555,True,2022-09-15 23:15:00+00:00,,True,2022-09-16 00:20:00+00:00,True,2022-09-16 00:25:00+00:00,False,,False,0.0,65.0,70.0
development,BEAR,16-20,2022-09-18 16:00:00+00:00,2022-09-18 20:00:00+00:00,2022-09-18 16:25:00+00:00,20019.0,19707.0,312.0,19722.6,0.05,19691.4,True,2022-09-18 16:25:00+00:00,,True,2022-09-18 16:40:00+00:00,True,2022-09-18 16:45:00+00:00,False,,False,0.0,15.0,20.0
development,BEAR,16-20,2022-09-18 16:00:00+00:00,2022-09-18 20:00:00+00:00,2022-09-18 16:25:00+00:00,20019.0,19707.0,312.0,19722.6,0.075,19683.6,True,2022-09-18 16:25:00+00:00,,True,2022-09-18 16:40:00+00:00,True,2022-09-18 16:45:00+00:00,False,,False,0.0,15.0,20.0
development,BEAR,16-20,2022-09-18 16:00:00+00:00,2022-09-18 20:00:00+00:00,2022-09-18 16:25:00+00:00,20019.0,19707.0,312.0,19722.6,0.1,19675.8,True,2022-09-18 16:25:00+00:00,,True,2022-09-18 16:40:00+00:00,True,2022-09-18 16:45:00+00:00,False,,False,0.0,15.0,20.0
development,BEAR,16-20,2022-09-18 16:00:00+00:00,2022-09-18 20:00:00+00:00,2022-09-18 16:25:00+00:00,20019.0,19707.0,312.0,19722.6,0.15,19660.2,True,2022-09-18 16:25:00+00:00,,True,2022-09-18 16:40:00+00:00,True,2022-09-18 16:45:00+00:00,False,,False,0.0,15.0,20.0
development,BEAR,00-04,2022-09-20 00:00:00+00:00,2022-09-20 04:00:00+00:00,2022-09-20 01:30:00+00:00,19686.3,19408.0,278.2999999999993,19421.915,0.05,19394.085,True,2022-09-20 01:30:00+00:00,,True,2022-09-20 03:20:00+00:00,True,2022-09-20 03:25:00+00:00,False,,False,0.0,110.0,115.0
development,BEAR,00-04,2022-09-20 00:00:00+00:00,2022-09-20 04:00:00+00:00,2022-09-20 01:30:00+00:00,19686.3,19408.0,278.2999999999993,19421.915,0.075,19387.1275,True,2022-09-20 01:30:00+00:00,,True,2022-09-20 03:20:00+00:00,True,2022-09-20 03:25:00+00:00,False,,False,0.0,110.0,115.0
development,BEAR,00-04,2022-09-20 00:00:00+00:00,2022-09-20 04:00:00+00:00,2022-09-20 01:30:00+00:00,19686.3,19408.0,278.2999999999993,19421.915,0.1,19380.17,True,2022-09-20 01:30:00+00:00,,True,2022-09-20 03:20:00+00:00,True,2022-09-20 03:25:00+00:00,False,,False,0.0,110.0,115.0
development,BEAR,00-04,2022-09-20 00:00:00+00:00,2022-09-20 04:00:00+00:00,2022-09-20 01:30:00+00:00,19686.3,19408.0,278.2999999999993,19421.915,0.15,19366.255,True,2022-09-20 01:30:00+00:00,,True,2022-09-20 03:20:00+00:00,True,2022-09-20 03:25:00+00:00,False,,False,0.0,110.0,115.0
development,BEAR,08-12,2022-09-28 08:00:00+00:00,2022-09-28 12:00:00+00:00,2022-09-28 09:30:00+00:00,18870.8,18610.3,260.5,18623.325,0.05,18597.274999999998,True,2022-09-28 09:30:00+00:00,,False,,False,,True,2022-09-28 10:20:00+00:00,False,0.0,,
development,BEAR,08-12,2022-09-28 08:00:00+00:00,2022-09-28 12:00:00+00:00,2022-09-28 09:30:00+00:00,18870.8,18610.3,260.5,18623.325,0.075,18590.7625,True,2022-09-28 09:30:00+00:00,,False,,False,,True,2022-09-28 10:20:00+00:00,False,0.0,,
development,BEAR,08-12,2022-09-28 08:00:00+00:00,2022-09-28 12:00:00+00:00,2022-09-28 09:30:00+00:00,18870.8,18610.3,260.5,18623.325,0.1,18584.25,True,2022-09-28 09:30:00+00:00,,False,,False,,True,2022-09-28 10:20:00+00:00,False,0.0,,
development,BEAR,08-12,2022-09-28 08:00:00+00:00,2022-09-28 12:00:00+00:00,2022-09-28 09:30:00+00:00,18870.8,18610.3,260.5,18623.325,0.15,18571.225,True,2022-09-28 09:30:00+00:00,,False,,False,,True,2022-09-28 10:20:00+00:00,False,0.0,,
development,BEAR,08-12,2022-10-02 08:00:00+00:00,2022-10-02 12:00:00+00:00,2022-10-02 11:30:00+00:00,19389.0,19213.6,175.40000000000146,19222.37,0.05,19204.829999999998,True,2022-10-02 11:30:00+00:00,,True,2022-10-02 11:40:00+00:00,True,2022-10-02 11:45:00+00:00,False,,False,0.0,10.0,15.0
development,BEAR,08-12,2022-10-02 08:00:00+00:00,2022-10-02 12:00:00+00:00,2022-10-02 11:30:00+00:00,19389.0,19213.6,175.40000000000146,19222.37,0.075,19200.445,True,2022-10-02 11:30:00+00:00,,True,2022-10-02 11:40:00+00:00,True,2022-10-02 11:45:00+00:00,False,,False,0.0,10.0,15.0
development,BEAR,08-12,2022-10-02 08:00:00+00:00,2022-10-02 12:00:00+00:00,2022-10-02 11:30:00+00:00,19389.0,19213.6,175.40000000000146,19222.37,0.1,19196.059999999998,True,2022-10-02 11:30:00+00:00,,True,2022-10-02 11:40:00+00:00,True,2022-10-02 11:45:00+00:00,False,,False,0.0,10.0,15.0
development,BEAR,08-12,2022-10-02 08:00:00+00:00,2022-10-02 12:00:00+00:00,2022-10-02 11:30:00+00:00,19389.0,19213.6,175.40000000000146,19222.37,0.15,19187.289999999997,True,2022-10-02 11:30:00+00:00,,True,2022-10-02 11:40:00+00:00,True,2022-10-02 11:45:00+00:00,False,,False,0.0,10.0,15.0
development,BEAR,12-16,2022-10-08 12:00:00+00:00,2022-10-08 16:00:00+00:00,2022-10-08 14:35:00+00:00,19539.3,19441.1,98.20000000000073,19446.01,0.05,19436.19,True,2022-10-08 14:35:00+00:00,,False,,False,,False,,True,0.0,,
development,BEAR,12-16,2022-10-08 12:00:00+00:00,2022-10-08 16:00:00+00:00,2022-10-08 14:35:00+00:00,19539.3,19441.1,98.20000000000073,19446.01,0.075,19433.734999999997,True,2022-10-08 14:35:00+00:00,,False,,False,,False,,True,0.0,,
development,BEAR,12-16,2022-10-08 12:00:00+00:00,2022-10-08 16:00:00+00:00,2022-10-08 14:35:00+00:00,19539.3,19441.1,98.20000000000073,19446.01,0.1,19431.28,True,2022-10-08 14:35:00+00:00,,False,,False,,False,,True,0.0,,
development,BEAR,12-16,2022-10-08 12:00:00+00:00,2022-10-08 16:00:00+00:00,2022-10-08 14:35:00+00:00,19539.3,19441.1,98.20000000000073,19446.01,0.15,19426.37,True,2022-10-08 14:35:00+00:00,,False,,False,,False,,True,0.0,,
development,BEAR,20-00,2022-10-10 20:00:00+00:00,2022-10-11 00:00:00+00:00,2022-10-10 22:20:00+00:00,19355.5,19100.0,255.5,19112.775,0.05,19087.225,True,2022-10-10 22:20:00+00:00,,True,2022-10-11 00:05:00+00:00,True,2022-10-11 00:10:00+00:00,False,,False,0.0,105.0,110.0
development,BEAR,20-00,2022-10-10 20:00:00+00:00,2022-10-11 00:00:00+00:00,2022-10-10 22:20:00+00:00,19355.5,19100.0,255.5,19112.775,0.075,19080.8375,True,2022-10-10 22:20:00+00:00,,True,2022-10-11 00:05:00+00:00,True,2022-10-11 00:10:00+00:00,False,,False,0.0,105.0,110.0
development,BEAR,20-00,2022-10-10 20:00:00+00:00,2022-10-11 00:00:00+00:00,2022-10-10 22:20:00+00:00,19355.5,19100.0,255.5,19112.775,0.1,19074.45,True,2022-10-10 22:20:00+00:00,,True,2022-10-11 00:05:00+00:00,True,2022-10-11 00:10:00+00:00,False,,False,0.0,105.0,110.0
development,BEAR,20-00,2022-10-10 20:00:00+00:00,2022-10-11 00:00:00+00:00,2022-10-10 22:20:00+00:00,19355.5,19100.0,255.5,19112.775,0.15,19061.675,True,2022-10-10 22:20:00+00:00,,True,2022-10-11 00:05:00+00:00,True,2022-10-11 00:10:00+00:00,False,,False,0.0,105.0,110.0
development,BEAR,00-04,2022-10-11 00:00:00+00:00,2022-10-11 04:00:00+00:00,2022-10-11 00:20:00+00:00,19279.9,19000.0,279.90000000000146,19013.995,0.05,18986.005,True,2022-10-11 00:20:00+00:00,,True,2022-10-11 00:25:00+00:00,True,2022-10-11 00:30:00+00:00,False,,False,0.0,5.0,10.0
development,BEAR,00-04,2022-10-11 00:00:00+00:00,2022-10-11 04:00:00+00:00,2022-10-11 00:20:00+00:00,19279.9,19000.0,279.90000000000146,19013.995,0.075,18979.0075,True,2022-10-11 00:20:00+00:00,,True,2022-10-11 00:25:00+00:00,True,2022-10-11 00:30:00+00:00,False,,False,0.0,5.0,10.0
development,BEAR,00-04,2022-10-11 00:00:00+00:00,2022-10-11 04:00:00+00:00,2022-10-11 00:20:00+00:00,19279.9,19000.0,279.90000000000146,19013.995,0.1,18972.01,True,2022-10-11 00:20:00+00:00,,True,2022-10-11 00:25:00+00:00,True,2022-10-11 00:30:00+00:00,False,,False,0.0,5.0,10.0
development,BEAR,00-04,2022-10-11 00:00:00+00:00,2022-10-11 04:00:00+00:00,2022-10-11 00:20:00+00:00,19279.9,19000.0,279.90000000000146,19013.995,0.15,18958.015,True,2022-10-11 00:20:00+00:00,,True,2022-10-11 00:25:00+00:00,True,2022-10-11 01:45:00+00:00,False,,False,0.0,5.0,85.0
development,BEAR,12-16,2022-10-12 12:00:00+00:00,2022-10-12 16:00:00+00:00,2022-10-12 12:45:00+00:00,19190.0,19081.3,108.70000000000073,19086.735,0.05,19075.864999999998,True,2022-10-12 12:45:00+00:00,,True,2022-10-12 12:55:00+00:00,True,2022-10-12 13:00:00+00:00,False,,False,0.0,10.0,15.0
development,BEAR,12-16,2022-10-12 12:00:00+00:00,2022-10-12 16:00:00+00:00,2022-10-12 12:45:00+00:00,19190.0,19081.3,108.70000000000073,19086.735,0.075,19073.1475,True,2022-10-12 12:45:00+00:00,,True,2022-10-12 12:55:00+00:00,True,2022-10-12 13:00:00+00:00,False,,False,0.0,10.0,15.0
development,BEAR,12-16,2022-10-12 12:00:00+00:00,2022-10-12 16:00:00+00:00,2022-10-12 12:45:00+00:00,19190.0,19081.3,108.70000000000073,19086.735,0.1,19070.43,True,2022-10-12 12:45:00+00:00,,True,2022-10-12 12:55:00+00:00,True,2022-10-12 13:00:00+00:00,False,,False,0.0,10.0,15.0
development,BEAR,12-16,2022-10-12 12:00:00+00:00,2022-10-12 16:00:00+00:00,2022-10-12 12:45:00+00:00,19190.0,19081.3,108.70000000000073,19086.735,0.15,19064.995,True,2022-10-12 12:45:00+00:00,,True,2022-10-12 12:55:00+00:00,True,2022-10-12 13:00:00+00:00,False,,False,0.0,10.0,15.0
development,BEAR,12-16,2022-10-19 12:00:00+00:00,2022-10-19 16:00:00+00:00,2022-10-19 12:45:00+00:00,19274.8,19133.4,141.39999999999782,19140.47,0.05,19126.33,True,2022-10-19 12:45:00+00:00,,True,2022-10-19 13:10:00+00:00,True,2022-10-19 13:15:00+00:00,False,,False,0.0,25.0,30.0
development,BEAR,12-16,2022-10-19 12:00:00+00:00,2022-10-19 16:00:00+00:00,2022-10-19 12:45:00+00:00,19274.8,19133.4,141.39999999999782,19140.47,0.075,19122.795000000002,True,2022-10-19 12:45:00+00:00,,True,2022-10-19 13:10:00+00:00,True,2022-10-19 13:15:00+00:00,False,,False,0.0,25.0,30.0
development,BEAR,12-16,2022-10-19 12:00:00+00:00,2022-10-19 16:00:00+00:00,2022-10-19 12:45:00+00:00,19274.8,19133.4,141.39999999999782,19140.47,0.1,19119.260000000002,True,2022-10-19 12:45:00+00:00,,True,2022-10-19 13:10:00+00:00,True,2022-10-19 13:45:00+00:00,False,,False,0.0,25.0,60.0
development,BEAR,12-16,2022-10-19 12:00:00+00:00,2022-10-19 16:00:00+00:00,2022-10-19 12:45:00+00:00,19274.8,19133.4,141.39999999999782,19140.47,0.15,19112.190000000002,True,2022-10-19 12:45:00+00:00,,True,2022-10-19 13:10:00+00:00,True,2022-10-19 13:45:00+00:00,False,,False,0.0,25.0,60.0
development,BEAR,08-12,2022-10-21 08:00:00+00:00,2022-10-21 12:00:00+00:00,2022-10-21 08:50:00+00:00,19075.1,18982.2,92.89999999999782,18986.845,0.05,18977.555,True,2022-10-21 08:50:00+00:00,,True,2022-10-21 08:55:00+00:00,True,2022-10-21 09:00:00+00:00,False,,False,0.0,5.0,10.0
development,BEAR,08-12,2022-10-21 08:00:00+00:00,2022-10-21 12:00:00+00:00,2022-10-21 08:50:00+00:00,19075.1,18982.2,92.89999999999782,18986.845,0.075,18975.232500000002,True,2022-10-21 08:50:00+00:00,,True,2022-10-21 08:55:00+00:00,True,2022-10-21 09:00:00+00:00,False,,False,0.0,5.0,10.0
development,BEAR,08-12,2022-10-21 08:00:00+00:00,2022-10-21 12:00:00+00:00,2022-10-21 08:50:00+00:00,19075.1,18982.2,92.89999999999782,18986.845,0.1,18972.91,True,2022-10-21 08:50:00+00:00,,True,2022-10-21 08:55:00+00:00,True,2022-10-21 09:00:00+00:00,False,,False,0.0,5.0,10.0
development,BEAR,08-12,2022-10-21 08:00:00+00:00,2022-10-21 12:00:00+00:00,2022-10-21 08:50:00+00:00,19075.1,18982.2,92.89999999999782,18986.845,0.15,18968.265,True,2022-10-21 08:50:00+00:00,,True,2022-10-21 08:55:00+00:00,True,2022-10-21 09:00:00+00:00,False,,False,0.0,5.0,10.0
development,BULL,20-00,2022-10-29 20:00:00+00:00,2022-10-30 00:00:00+00:00,2022-10-29 23:00:00+00:00,20974.9,20743.2,231.70000000000073,20754.785,0.05,20731.615,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,20-00,2022-10-29 20:00:00+00:00,2022-10-30 00:00:00+00:00,2022-10-29 23:00:00+00:00,20974.9,20743.2,231.70000000000073,20754.785,0.075,20725.822500000002,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,20-00,2022-10-29 20:00:00+00:00,2022-10-30 00:00:00+00:00,2022-10-29 23:00:00+00:00,20974.9,20743.2,231.70000000000073,20754.785,0.1,20720.03,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,20-00,2022-10-29 20:00:00+00:00,2022-10-30 00:00:00+00:00,2022-10-29 23:00:00+00:00,20974.9,20743.2,231.70000000000073,20754.785,0.15,20708.445,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,16-20,2022-10-30 16:00:00+00:00,2022-10-30 20:00:00+00:00,2022-10-30 17:10:00+00:00,20771.0,20607.1,163.90000000000146,20615.295,0.05,20598.905,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,16-20,2022-10-30 16:00:00+00:00,2022-10-30 20:00:00+00:00,2022-10-30 17:10:00+00:00,20771.0,20607.1,163.90000000000146,20615.295,0.075,20594.8075,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,16-20,2022-10-30 16:00:00+00:00,2022-10-30 20:00:00+00:00,2022-10-30 17:10:00+00:00,20771.0,20607.1,163.90000000000146,20615.295,0.1,20590.71,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,16-20,2022-10-30 16:00:00+00:00,2022-10-30 20:00:00+00:00,2022-10-30 17:10:00+00:00,20771.0,20607.1,163.90000000000146,20615.295,0.15,20582.515,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BEAR,00-04,2022-11-02 00:00:00+00:00,2022-11-02 04:00:00+00:00,2022-11-02 00:15:00+00:00,20494.4,20419.4,75.0,20423.15,0.05,20415.65,True,2022-11-02 00:15:00+00:00,,False,,False,,True,2022-11-02 00:50:00+00:00,False,0.0,,
development,BEAR,00-04,2022-11-02 00:00:00+00:00,2022-11-02 04:00:00+00:00,2022-11-02 00:15:00+00:00,20494.4,20419.4,75.0,20423.15,0.075,20413.775,True,2022-11-02 00:15:00+00:00,,False,,False,,True,2022-11-02 00:50:00+00:00,False,0.0,,
development,BEAR,00-04,2022-11-02 00:00:00+00:00,2022-11-02 04:00:00+00:00,2022-11-02 00:15:00+00:00,20494.4,20419.4,75.0,20423.15,0.1,20411.9,True,2022-11-02 00:15:00+00:00,,False,,False,,True,2022-11-02 00:50:00+00:00,False,0.0,,
development,BEAR,00-04,2022-11-02 00:00:00+00:00,2022-11-02 04:00:00+00:00,2022-11-02 00:15:00+00:00,20494.4,20419.4,75.0,20423.15,0.15,20408.15,True,2022-11-02 00:15:00+00:00,,False,,False,,True,2022-11-02 00:50:00+00:00,False,0.0,,
development,BEAR,20-00,2022-11-02 20:00:00+00:00,2022-11-03 00:00:00+00:00,2022-11-02 21:35:00+00:00,20796.0,20100.0,696.0,20134.8,0.05,20065.2,True,2022-11-02 21:35:00+00:00,,True,2022-11-02 22:45:00+00:00,True,2022-11-02 22:55:00+00:00,False,,False,0.0,70.0,80.0
development,BEAR,20-00,2022-11-02 20:00:00+00:00,2022-11-03 00:00:00+00:00,2022-11-02 21:35:00+00:00,20796.0,20100.0,696.0,20134.8,0.075,20047.8,True,2022-11-02 21:35:00+00:00,,True,2022-11-02 22:45:00+00:00,False,,False,,True,0.0,70.0,
development,BEAR,20-00,2022-11-02 20:00:00+00:00,2022-11-03 00:00:00+00:00,2022-11-02 21:35:00+00:00,20796.0,20100.0,696.0,20134.8,0.1,20030.4,True,2022-11-02 21:35:00+00:00,,True,2022-11-02 22:45:00+00:00,False,,False,,True,0.0,70.0,
development,BEAR,20-00,2022-11-02 20:00:00+00:00,2022-11-03 00:00:00+00:00,2022-11-02 21:35:00+00:00,20796.0,20100.0,696.0,20134.8,0.15,19995.6,True,2022-11-02 21:35:00+00:00,,True,2022-11-02 22:45:00+00:00,False,,False,,True,0.0,70.0,
development,BEAR,20-00,2022-11-03 20:00:00+00:00,2022-11-04 00:00:00+00:00,2022-11-03 23:25:00+00:00,20304.8,20169.2,135.59999999999854,20175.98,0.05,20162.420000000002,True,2022-11-03 23:25:00+00:00,,False,,False,,True,2022-11-04 03:35:00+00:00,False,0.0,,
development,BEAR,20-00,2022-11-03 20:00:00+00:00,2022-11-04 00:00:00+00:00,2022-11-03 23:25:00+00:00,20304.8,20169.2,135.59999999999854,20175.98,0.075,20159.030000000002,True,2022-11-03 23:25:00+00:00,,False,,False,,True,2022-11-04 03:35:00+00:00,False,0.0,,
development,BEAR,20-00,2022-11-03 20:00:00+00:00,2022-11-04 00:00:00+00:00,2022-11-03 23:25:00+00:00,20304.8,20169.2,135.59999999999854,20175.98,0.1,20155.64,True,2022-11-03 23:25:00+00:00,,False,,False,,True,2022-11-04 03:35:00+00:00,False,0.0,,
development,BEAR,20-00,2022-11-03 20:00:00+00:00,2022-11-04 00:00:00+00:00,2022-11-03 23:25:00+00:00,20304.8,20169.2,135.59999999999854,20175.98,0.15,20148.86,True,2022-11-03 23:25:00+00:00,,False,,False,,True,2022-11-04 03:35:00+00:00,False,0.0,,
development,BULL,00-04,2022-11-06 00:00:00+00:00,2022-11-06 04:00:00+00:00,2022-11-06 02:05:00+00:00,21373.1,21227.0,146.09999999999854,21234.305,0.05,21219.695,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,00-04,2022-11-06 00:00:00+00:00,2022-11-06 04:00:00+00:00,2022-11-06 02:05:00+00:00,21373.1,21227.0,146.09999999999854,21234.305,0.075,21216.0425,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,00-04,2022-11-06 00:00:00+00:00,2022-11-06 04:00:00+00:00,2022-11-06 02:05:00+00:00,21373.1,21227.0,146.09999999999854,21234.305,0.1,21212.39,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,00-04,2022-11-06 00:00:00+00:00,2022-11-06 04:00:00+00:00,2022-11-06 02:05:00+00:00,21373.1,21227.0,146.09999999999854,21234.305,0.15,21205.085,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BEAR,20-00,2022-11-07 20:00:00+00:00,2022-11-08 00:00:00+00:00,2022-11-07 22:10:00+00:00,20885.6,20641.6,244.0,20653.8,0.05,20629.399999999998,True,2022-11-07 22:10:00+00:00,,True,2022-11-07 22:20:00+00:00,True,2022-11-07 22:25:00+00:00,False,,False,0.0,10.0,15.0
development,BEAR,20-00,2022-11-07 20:00:00+00:00,2022-11-08 00:00:00+00:00,2022-11-07 22:10:00+00:00,20885.6,20641.6,244.0,20653.8,0.075,20623.3,True,2022-11-07 22:10:00+00:00,,True,2022-11-07 22:20:00+00:00,True,2022-11-07 22:25:00+00:00,False,,False,0.0,10.0,15.0
development,BEAR,20-00,2022-11-07 20:00:00+00:00,2022-11-08 00:00:00+00:00,2022-11-07 22:10:00+00:00,20885.6,20641.6,244.0,20653.8,0.1,20617.199999999997,True,2022-11-07 22:10:00+00:00,,True,2022-11-07 22:20:00+00:00,True,2022-11-07 22:25:00+00:00,False,,False,0.0,10.0,15.0
development,BEAR,20-00,2022-11-07 20:00:00+00:00,2022-11-08 00:00:00+00:00,2022-11-07 22:10:00+00:00,20885.6,20641.6,244.0,20653.8,0.15,20605.0,True,2022-11-07 22:10:00+00:00,,True,2022-11-07 22:20:00+00:00,True,2022-11-07 22:25:00+00:00,False,,False,0.0,10.0,15.0
development,BEAR,12-16,2022-11-08 12:00:00+00:00,2022-11-08 16:00:00+00:00,2022-11-08 14:05:00+00:00,19787.7,19560.0,227.70000000000073,19571.385,0.05,19548.615,True,2022-11-08 14:05:00+00:00,,True,2022-11-08 14:10:00+00:00,True,2022-11-08 14:15:00+00:00,False,,False,0.0,5.0,10.0
development,BEAR,12-16,2022-11-08 12:00:00+00:00,2022-11-08 16:00:00+00:00,2022-11-08 14:05:00+00:00,19787.7,19560.0,227.70000000000073,19571.385,0.075,19542.9225,True,2022-11-08 14:05:00+00:00,,True,2022-11-08 14:10:00+00:00,True,2022-11-08 14:15:00+00:00,False,,False,0.0,5.0,10.0
