partition,failure_n,p50,p75,p90,p95,max
external,13,0.4427756887287786,0.8810526315789481,0.9482024735161033,0.9632241081246142,0.9829761053482068
development,20,0.9473534894300694,1.1093989713389778,1.5179964260304122,1.76120258139512,1.7701152975087588
reference_validation,10,0.9745228282495184,1.0356617914303232,1.1152913856334479,1.143835276750615,1.1723791678677824
august,0,,,,,
