rule,trades,consensus_wr,consensus_mean,consensus_pf,supportive_horizons,supportive_anchors,evaluable_anchors,years_wr55,min_year_mean,pooled_gate,horizon_gate,era_gate,anchor_gate,candidate_gate,y2022_wr,y2022_mean,y2022_pf,y2022_supportive,y2023_wr,y2023_mean,y2023_pf,y2023_supportive,y2024_wr,y2024_mean,y2024_pf,y2024_supportive
drive_60m__LOW,1390,0.556115107913669,5.6180484968350845e-05,1.0174363364167005,0,1,4,2,-0.0003263525274165,False,False,False,False,False,0.5294117647058824,-0.0003263525274165,0.9245375163009032,False,0.5541922290388548,1.2071886145100608e-05,1.004434512219353,False,0.5819327731092437,0.0004430410628845,1.1610508031747817,True
swing_slope_30_30__LOW,1368,0.543859649122807,2.7286693976962545e-05,1.00842719473556,0,2,4,1,-0.000344469289331,False,False,False,False,False,0.5298329355608592,-0.000344469289331,0.9194403564400158,False,0.5161987041036717,-0.0002466930983452,0.913980508865244,False,0.5823045267489712,0.0006088060372923,1.225855098692508,True
rv_ratio_60_240__MID,1368,0.5073099415204678,-0.0003098448394864,0.8874485261394648,0,0,4,0,-0.0004153175480113,False,False,False,False,False,0.4923857868020304,-0.000258281132131,0.9236231518315698,False,0.5182926829268293,-0.0002478087727975,0.8933903718559137,False,0.508298755186722,-0.0004153175480113,0.8448173496530157,False
drive_60m__MID,1387,0.5169430425378515,-8.757413696534743e-05,0.9615521812548068,0,1,4,0,-0.0004650828314924,False,False,False,False,False,0.4899328859060403,-0.0004650828314924,0.840493085246065,False,0.5108695652173914,8.322107553398908e-05,1.0481025065787686,False,0.5479166666666667,0.0001003020895011,1.0454177605055603,False
efficiency_60m__MID,1397,0.525411596277738,-0.0001830255043418,0.9312630630682266,0,1,4,0,-0.0006004692937663,False,False,False,False,False,0.490521327014218,-0.0006004692937663,0.8228558516501192,False,0.539553752535497,-5.0965436490115656e-05,0.9766559528636404,False,0.5414937759336099,4.738044106518557e-05,1.0188273379859527,False
efficiency_60m__LOW,1379,0.5155910079767948,-0.0001894004069856,0.9309207450373136,0,0,4,0,-0.0006151369782932,False,False,False,False,False,0.5023041474654378,-0.0006151369782932,0.8259790814913542,False,0.508695652173913,-6.302017296236534e-05,0.9712322650204032,False,0.534020618556701,7.170219981178075e-05,1.028065261955203,False
above_ema20__FALSE,2181,0.535992663915635,-7.475708491598283e-05,0.97535802697569,0,1,4,1,-0.0006230470783626,False,False,False,False,False,0.5072655217965654,-0.0006230470783626,0.8466856798589325,False,0.5344129554655871,2.3223290527450253e-05,1.0098235498354475,False,0.5695461200585652,0.0004266368635987,1.1629285408240664,True
efficiency_60m__HIGH,1448,0.5435082872928176,0.000202823701375,1.074354675158391,1,2,4,1,-0.0006434717230239,False,False,False,False,False,0.5,-0.0006434717230239,0.8374495416114548,False,0.5443786982248521,0.0002898894390931,1.1437086005086197,True,0.5814889336016097,0.000870052754514,1.3697456852311072,True
drive_240m__MID,1403,0.5146115466856735,-0.0001046581823912,0.953503402765036,0,0,4,1,-0.0006703197508845,False,False,False,False,False,0.5042918454935622,-6.682064808536413e-05,0.975656608887962,False,0.471578947368421,-0.0006703197508845,0.6917291557335372,False,0.5692640692640693,0.0004387551380584,1.2396079126909152,True
range_ratio_60_240__MID,1408,0.5461647727272727,1.4681805927073828e-05,1.0054133410473711,0,2,4,1,-0.0007240540952325,False,False,False,False,False,0.5070754716981132,-0.0007240540952325,0.810775301178072,False,0.5456389452332657,-0.0001006747943425,0.9549295501000494,False,0.5804480651731161,0.0007684390890728,1.344543640238195,True
range_location_240m__HIGH,1445,0.5183391003460207,-5.734501400853239e-05,0.977058772876102,0,0,4,0,-0.0007598180984195,False,False,False,False,False,0.4768856447688564,-0.0007598180984195,0.7812659366572087,False,0.549618320610687,0.0004144165260842,1.2446368310188087,True,0.5196078431372549,2.405379125482775e-05,1.0094609451453145,False
ema20_reclaim__FALSE,4072,0.5230844793713163,-0.0001664427073056,0.9413906431210004,0,0,4,1,-0.000908604360182,False,False,False,False,False,0.4859259259259259,-0.000908604360182,0.7670104349571016,False,0.5291943828529194,6.667518635540188e-05,1.0315372610197509,False,0.5536888239590942,0.0003350253140674,1.1333757886117717,True
above_ema20__TRUE,2203,0.5142986836132547,-0.0001721481190182,0.933539642093106,0,0,4,0,-0.0009296283562475,False,False,False,False,False,0.4736842105263157,-0.0009296283562475,0.7404759237772488,False,0.5285118219749653,0.0001052159215397,1.055830432576509,True,0.5377720870678617,0.0002543356986654,1.1083601052370249,True
range_ratio_60_240__LOW,1385,0.5075812274368231,-0.0002783812119271,0.8962332250136195,0,0,4,0,-0.0010437747139154,False,False,False,False,False,0.451685393258427,-0.0010437747139154,0.705044481034265,False,0.5442477876106194,-5.455942388226642e-05,0.9729691577507816,False,0.5245901639344263,0.0002122594851804,1.084312732057502,True
drive_60m__HIGH,1447,0.5127850725639254,-0.0001242616567676,0.9528399175867294,0,1,4,0,-0.0010735445928555,False,False,False,False,False,0.4742990654205608,-0.0010735445928555,0.7093505188440027,False,0.5283757338551859,9.52521698577964e-05,1.0496805915561964,False,0.5295275590551181,0.000454717735437,1.1844891888568765,True
lower_wick_pressure_15m__HIGH,1471,0.5322909585316111,-0.000235923545882,0.9192388543680377,0,1,4,1,-0.001116799694711,False,False,False,False,False,0.4933920704845815,-0.001116799694711,0.7163870312228604,False,0.5570866141732284,0.0003172364338228,1.149227616962348,True,0.5422396856581533,-2.30369936282402e-06,0.9991797147109625,False
range_location_240m__MID,1414,0.5014144271570015,-0.0007175670177129,0.7575731743182116,0,0,4,0,-0.0011297051700733,False,False,False,False,False,0.4934210526315789,-0.0011297051700733,0.6976642194487802,False,0.4822546972860125,-0.0008741786981055,0.6688688159162612,False,0.5281837160751566,-0.0001686066995826,0.9336330435484944,False
lower_wick_pressure_15m__MID,1363,0.5238444607483492,-0.0001796951142444,0.9366965339933296,0,1,4,1,-0.0012212788664929,False,False,False,False,False,0.4821002386634845,-0.0012212788664929,0.6952084723207465,False,0.5200845665961945,-1.9449233950921315e-05,0.9911204953656588,False,0.564755838641189,0.0005859679235756,1.2391369980518092,True
swing_slope_30_30__HIGH,1447,0.5231513476157568,-8.720258589230799e-05,0.9680874893277368,0,1,4,1,-0.0013123287172966,False,False,False,False,False,0.4644549763033175,-0.0013123287172966,0.6704334409623651,False,0.5529411764705883,0.0004639165509451,1.2562052961787176,True,0.541747572815534,0.0003709187105455,1.141484265266972,True
drive_15m__LOW,1368,0.5358187134502924,-0.0003348545047332,0.8986819664895572,0,0,4,1,-0.0014283438533959,False,False,False,False,False,0.5156626506024097,-0.0014283438533959,0.6986980737003238,False,0.5358649789029536,-6.130636627951553e-06,0.9976348879969054,False,0.5532359081419624,0.0002872393704507,1.1038225682827367,True
ema20_ema50_spread__HIGH,1440,0.4958333333333333,-0.000850665711988,0.7358982322007739,0,0,4,0,-0.001583324017364,False,False,False,False,False,0.4668304668304668,-0.001583324017364,0.6574253048590825,False,0.503690036900369,-0.0008096648769272,0.6766437580630582,False,0.5112016293279023,-0.0002886097492891,0.8987792621994294,False
rv_ratio_60_240__LOW,1392,0.5272988505747126,-0.0002839138392881,0.8979274829296197,0,0,4,2,-0.0016229988516469,False,False,False,False,False,0.4636752136752137,-0.0016229988516469,0.6093776509031704,False,0.5665236051502146,9.39605439487778e-05,1.0463925753478025,False,0.5524017467248908,0.0006999340279509,1.3259366472679093,True
drive_240m__HIGH,1430,0.5006993006993007,-0.0008196404148859,0.7354897196751666,0,0,4,0,-0.0018179662555466,False,False,False,False,False,0.486682808716707,-0.0018179662555466,0.6118952079944601,False,0.5096525096525096,-0.0003931122961765,0.8146900708098256,False,0.503006012024048,-0.0004361393994523,0.844291624759184,False
