event_ts,utc_date,event_hour_utc,event_hour_wib,direction,profile_day,poc,val,vah,event_open,event_high,event_low,event_close,entry_ts,entry_price,signed1h,signed3h,positive1h,positive3h,source_index,poc_eligible,poc_outcome,va_eligible,va_outcome,exec_outcome,exec_net_ret,exec_pnl,exec_risk
2020-01-04 18:00:00+00:00,2020-01-04,18,1,SHORT,2020-01-03 00:00:00+00:00,7322.9848,7206.0592,7380.088,7349.04,7400.0,7269.21,7304.38,2020-01-04 19:00:00+00:00,7303.97,-0.0037486462841440638,-0.005926913719525029,0,0,90,False,INELIGIBLE,True,ADVERSE,SL,-0.014647644363270897,-7.323822181635449,0.013147644363270898
2020-01-08 18:00:00+00:00,2020-01-08,18,1,SHORT,2020-01-07 00:00:00+00:00,7875.28735,7814.9961,8065.8077,8081.02,8098.77,8040.05,8056.69,2020-01-08 19:00:00+00:00,8056.68,0.011373171082877831,0.004691758888276554,1,1,186,True,TARGET,True,ADVERSE,TP,0.006724236285914316,3.3621181429571583,0.005224236285914315
2020-01-08 19:00:00+00:00,2020-01-08,19,2,SHORT,2020-01-07 00:00:00+00:00,7875.28735,7814.9961,8065.8077,8056.68,8074.5,7964.41,7965.05,2020-01-08 20:00:00+00:00,7966.97,-0.010392909726031352,-0.013909930626072375,0,0,187,True,TARGET,True,ADVERSE,SL,-0.014996975638166045,-7.498487819083023,0.013496975638166046
2020-01-11 04:00:00+00:00,2020-01-11,4,11,SHORT,2020-01-10 00:00:00+00:00,8083.5743,7821.3736,8129.527000000001,8165.29,8187.0,8107.0,8123.12,2020-01-11 05:00:00+00:00,8123.69,0.004437638560801704,0.005435953366019652,1,1,244,True,TARGET,True,ADVERSE,SL,-0.009293256512742413,-4.646628256371207,0.007793256512742412
2020-01-13 04:00:00+00:00,2020-01-13,4,11,LONG,2020-01-12 00:00:00+00:00,8141.2880000000005,8092.3504,8166.3536,8107.88,8125.91,8092.11,8120.68,2020-01-13 05:00:00+00:00,8120.24,-0.0027191314542427403,-0.005653773780085247,0,0,292,True,ADVERSE,True,ADVERSE,SL,-0.004964183324630812,-2.482091662315406,0.0034641833246308127
2020-01-13 08:00:00+00:00,2020-01-13,8,15,LONG,2020-01-12 00:00:00+00:00,8141.2880000000005,8092.3504,8166.3536,8075.0,8135.93,8063.92,8130.99,2020-01-13 09:00:00+00:00,8130.04,-0.0020504204161356787,-0.006154951267152486,0,0,296,True,ADVERSE,True,ADVERSE,SL,-0.009632801314630665,-4.816400657315333,0.008132801314630666
2020-01-13 18:00:00+00:00,2020-01-13,18,1,LONG,2020-01-12 00:00:00+00:00,8141.2880000000005,8092.3504,8166.3536,8098.35,8109.1,8089.0,8106.99,2020-01-13 19:00:00+00:00,8107.0,0.0005933144196375029,0.003513013445170854,1,1,306,True,TARGET,True,TARGET,TP,0.003720303441470334,1.860151720735167,0.002220303441470334
2020-01-15 18:00:00+00:00,2020-01-15,18,1,SHORT,2020-01-14 00:00:00+00:00,8528.4493,8469.6508,8783.2428,8801.16,8802.42,8720.04,8753.0,2020-01-15 19:00:00+00:00,8753.0,-0.0015423283445674674,-0.009236833085799256,0,0,354,True,ADVERSE,True,ADVERSE,SL,-0.007146064206557759,-3.5730321032788797,0.00564606420655776
2020-01-15 19:00:00+00:00,2020-01-15,19,2,SHORT,2020-01-14 00:00:00+00:00,8528.4493,8469.6508,8783.2428,8753.0,8789.0,8750.0,8766.5,2020-01-15 20:00:00+00:00,8766.5,-0.006118747504705313,-0.011214281640335333,0,0,355,True,ADVERSE,True,ADVERSE,SL,-0.004066588718416701,-2.0332943592083503,0.0025665887184167
2020-01-18 08:00:00+00:00,2020-01-18,8,15,LONG,2020-01-17 00:00:00+00:00,8943.865,8834.37,8974.38,8854.79,8875.96,8832.0,8867.08,2020-01-18 09:00:00+00:00,8866.06,0.0022490260611816026,0.0022478981644609153,1,1,416,True,TARGET,True,ADVERSE,TP,0.005341616230884914,2.670808115442457,0.003841616230884913
2020-01-21 04:00:00+00:00,2020-01-21,4,11,SHORT,2020-01-20 00:00:00+00:00,8661.76755,8620.2702,8694.2925,8679.0,8700.0,8673.7,8675.9,2020-01-21 05:00:00+00:00,8675.8,0.0012459946056847526,0.00413103114410196,1,1,484,True,TARGET,True,TARGET,TP,0.004289368127435019,2.1446840637175097,0.0027893681274350182
2020-01-21 08:00:00+00:00,2020-01-21,8,15,LONG,2020-01-20 00:00:00+00:00,8661.76755,8620.2702,8694.2925,8639.96,8672.0,8619.17,8662.99,2020-01-21 09:00:00+00:00,8663.0,-0.002940090038092924,-1.1543345261877391e-06,0,0,488,False,INELIGIBLE,True,ADVERSE,SL,-0.006559448228096494,-3.2797241140482467,0.005059448228096494
2020-01-22 08:00:00+00:00,2020-01-22,8,15,SHORT,2020-01-21 00:00:00+00:00,8662.0375,8622.765000000001,8728.630000000001,8744.76,8749.0,8633.27,8680.97,2020-01-22 09:00:00+00:00,8681.0,-0.0005713627462273774,0.0022658679875590115,0,1,512,True,TARGET,True,TARGET,SL,-0.00933319894021426,-4.66659947010713,0.00783319894021426
2020-01-24 19:00:00+00:00,2020-01-24,19,2,SHORT,2020-01-23 00:00:00+00:00,8364.64,8326.0,8524.72,8488.94,8527.38,8482.02,8504.0,2020-01-24 20:00:00+00:00,8504.0,0.0016462841015992824,0.004066321730950118,1,1,571,True,TARGET,True,TARGET,TP,0.004249294449670649,2.124647224835324,0.002749294449670649
2020-01-25 08:00:00+00:00,2020-01-25,8,15,LONG,2020-01-24 00:00:00+00:00,8490.064999999999,8339.73,8522.38,8319.68,8390.0,8310.0,8365.6,2020-01-25 09:00:00+00:00,8365.61,-0.0016986209015242837,-0.005570424631318072,0,0,584,True,ADVERSE,True,ADVERSE,SL,-0.008147453084712361,-4.07372654235618,0.0066474530847123615
2020-01-25 18:00:00+00:00,2020-01-25,18,1,LONG,2020-01-24 00:00:00+00:00,8490.064999999999,8339.73,8522.38,8340.35,8349.66,8326.0,8345.49,2020-01-25 19:00:00+00:00,8345.49,0.0023917109720341667,0.006035595273614858,1,1,594,True,ADVERSE,True,ADVERSE,TP,0.0038353931285041126,1.9176965642520563,0.002335393128504112
2020-01-26 04:00:00+00:00,2020-01-26,4,11,SHORT,2020-01-25 00:00:00+00:00,8331.474999999999,8310.43,8372.65,8371.48,8376.75,8353.6,8370.57,2020-01-26 05:00:00+00:00,8370.56,-0.00124244972857257,-0.0018887625200705305,0,0,604,True,ADVERSE,True,ADVERSE,SL,-0.002239496521140821,-1.1197482605704105,0.0007394965211408209
2020-01-30 04:00:00+00:00,2020-01-30,4,11,LONG,2020-01-29 00:00:00+00:00,9363.2786,9320.6672,9403.7048,9288.05,9369.81,9284.7,9337.82,2020-01-30 05:00:00+00:00,9337.82,-0.001205848902634643,0.00644368814134344,0,1,700,True,TARGET,True,TARGET,SL,-0.007188693934986858,-3.594346967493429,0.005688693934986858
2020-01-30 08:00:00+00:00,2020-01-30,8,15,SHORT,2020-01-29 00:00:00+00:00,9363.2786,9320.6672,9403.7048,9397.97,9415.2,9365.0,9382.85,2020-01-30 09:00:00+00:00,9383.29,0.0010678557307725045,0.003526481649826496,1,1,704,True,TARGET,True,ADVERSE,TP,0.004900726184525882,2.4503630922629407,0.003400726184525881
2020-02-01 08:00:00+00:00,2020-02-01,8,15,SHORT,2020-01-31 00:00:00+00:00,9324.1768,9262.9936,9408.5104,9434.58,9438.07,9391.81,9397.61,2020-02-01 09:00:00+00:00,9397.61,5.32050170203302e-05,0.0034828004141479463,1,1,752,True,TARGET,True,ADVERSE,TP,0.005805349977281365,2.9026749886406824,0.004305349977281364
2020-02-01 18:00:00+00:00,2020-02-01,18,1,SHORT,2020-01-31 00:00:00+00:00,9324.1768,9262.9936,9408.5104,9388.71,9410.47,9366.0,9397.7,2020-02-01 19:00:00+00:00,9397.78,0.0024814371053590856,0.0010694014969493404,1,1,762,True,ADVERSE,True,ADVERSE,SL,-0.0028503189051029805,-1.4251594525514903,0.0013503189051029807
2020-02-05 08:00:00+00:00,2020-02-05,8,15,SHORT,2020-02-04 00:00:00+00:00,9193.105,9126.04,9270.69,9276.05,9276.96,9237.4,9263.7,2020-02-05 09:00:00+00:00,9264.15,0.0003400204012240504,-0.017146743090299843,1,0,848,True,ADVERSE,True,ADVERSE,SL,-0.0028827496316445106,-1.4413748158222552,0.0013827496316445105
2020-02-08 08:00:00+00:00,2020-02-08,8,15,SHORT,2020-02-07 00:00:00+00:00,9807.712899999999,9775.8616,9833.0306,9779.01,9838.0,9779.01,9818.06,2020-02-08 09:00:00+00:00,9817.92,-0.00039825136077698,-0.0007832616277174687,0,0,920,True,TARGET,True,ADVERSE,SL,-0.0035452397249111753,-1.7726198624555876,0.0020452397249111753
2020-02-11 08:00:00+00:00,2020-02-11,8,15,LONG,2020-02-10 00:00:00+00:00,9845.0298,9791.7204,9995.6868,9749.61,9805.59,9742.22,9804.28,2020-02-11 09:00:00+00:00,9803.8,-0.001303576164344289,0.0008639507129890589,0,1,992,True,TARGET,True,ADVERSE,TP,0.007781237887349796,3.890618943674898,0.006281237887349796
