role,partition,loss_class,n,gross_loss,median_loss,latent_rate,median_recovery_min,median_target_visit,reclaim_rate,target_after_reclaim_rate
CENTRAL,development,L4_BREAK_FAIL_30M,66,81.23934276128536,0.595446752089307,0.5757575757575758,97.5,2.0,0.8787878787878788,0.5757575757575758
CENTRAL,development,L2_BREAK_FAST_FAIL_5M,115,176.0683550223055,0.9152852639072728,0.5391304347826087,95.0,2.0,0.8521739130434782,0.5391304347826087
CENTRAL,development,L1_NEVER_BREAK_TIME,58,369.7133513718174,4.484798102895954,0.39655172413793105,305.0,4.0,0.5689655172413793,0.39655172413793105
CENTRAL,development,L3_BREAK_FAST_FAIL_10M,54,52.18569731413663,0.7332414510175245,0.5,70.0,2.0,0.8888888888888888,0.5
CENTRAL,development,L5_BREAK_FAIL_LATE,27,18.741276268630315,0.6198741178713996,0.7037037037037037,160.0,2.0,1.0,0.7037037037037037
CENTRAL,development,L0_NEVER_BREAK_REFERENCE_INVALIDATION,37,521.0509936349906,14.497153700189724,0.16216216216216217,157.5,3.0,0.1891891891891892,0.16216216216216217
CENTRAL,external,L4_BREAK_FAIL_30M,36,66.94710406706888,1.0732866708487443,0.4444444444444444,90.0,2.0,0.8888888888888888,0.4444444444444444
CENTRAL,external,L0_NEVER_BREAK_REFERENCE_INVALIDATION,13,366.70147249808053,25.85350713842327,0.15384615384615385,500.0,5.5,0.23076923076923078,0.15384615384615385
CENTRAL,external,L2_BREAK_FAST_FAIL_5M,51,93.60512012416561,1.0231148162182513,0.5098039215686274,172.5,2.5,0.8235294117647058,0.5098039215686274
CENTRAL,external,L5_BREAK_FAIL_LATE,25,33.18529656783997,1.0999999999999899,0.56,302.5,3.5,1.0,0.56
CENTRAL,external,L1_NEVER_BREAK_TIME,16,150.84395825607123,7.462879634004798,0.4375,360.0,5.0,0.625,0.4375
CENTRAL,external,L3_BREAK_FAST_FAIL_10M,25,56.78226536433256,1.8523489932886217,0.68,110.0,3.0,0.96,0.68
CENTRAL,reference_validation,L2_BREAK_FAST_FAIL_5M,68,67.84815946990047,0.6882001984125086,0.4852941176470588,135.0,2.0,0.8235294117647058,0.4852941176470588
CENTRAL,reference_validation,L1_NEVER_BREAK_TIME,21,73.27532043551777,2.5234741784038173,0.47619047619047616,435.0,5.0,0.8095238095238095,0.47619047619047616
CENTRAL,reference_validation,L3_BREAK_FAST_FAIL_10M,29,20.49659338087495,0.6706090349326566,0.7586206896551724,107.5,3.0,0.9655172413793104,0.7586206896551724
CENTRAL,reference_validation,L5_BREAK_FAIL_LATE,12,6.807259697631906,0.42616164445857807,0.6666666666666666,160.0,2.0,1.0,0.6666666666666666
CENTRAL,reference_validation,L0_NEVER_BREAK_REFERENCE_INVALIDATION,26,277.25603001407046,9.897774410228184,0.15384615384615385,302.5,2.5,0.19230769230769232,0.15384615384615385
CENTRAL,reference_validation,L4_BREAK_FAIL_30M,31,20.01024522783695,0.378443838934317,0.7096774193548387,90.0,2.0,0.8709677419354839,0.7096774193548387
CLOCK_SUPPORT,development,L2_BREAK_FAST_FAIL_5M,118,175.2400696918729,1.0842839245475966,0.559322033898305,130.0,2.0,0.8135593220338984,0.559322033898305
CLOCK_SUPPORT,development,L1_NEVER_BREAK_TIME,59,482.1655607136559,5.803456280629393,0.2542372881355932,245.0,4.0,0.5254237288135594,0.2542372881355932
CLOCK_SUPPORT,development,L3_BREAK_FAST_FAIL_10M,54,51.64206268977978,0.6442712812088913,0.6111111111111112,125.0,2.0,0.9444444444444444,0.6111111111111112
CLOCK_SUPPORT,development,L5_BREAK_FAIL_LATE,21,12.740635748257404,0.474169075144526,0.7142857142857143,275.0,3.0,1.0,0.7142857142857143
