tf,partition,transition,date_utc,previous_session_high,previous_session_low,midpoint,active_session_start,active_session_end,status,side,signal_level,signal_k,signal_bar_start,signal_ts,setup_status,filled,entry_ts,entry_px,stop_px,target_px,exit_ts,exit_px,exit_reason,gross_return,net_pnl_usd,hold_minutes
15m,external,ASIA_TO_LONDON,2021-05-21,42270.42,39208.22,40739.32,2021-05-21 08:00:00+00:00,2021-05-21 13:30:00+00:00,SIGNAL,SHORT,LOW,2.0,2021-05-21 08:10:00+00:00,2021-05-21 08:15:00+00:00,SIGNAL,True,2021-05-21 09:30:00+00:00,40739.32,42270.42,39208.22,2021-05-21 13:30:00+00:00,41071.49,TIME_EXIT_SESSION_END,-0.008153547972818309,-4.476773986409155,240.0
15m,external,LONDON_TO_NEWYORK,2021-05-21,41583.05,39257.13,40420.09,2021-05-21 13:30:00+00:00,2021-05-21 20:00:00+00:00,,LONG,HIGH,,2021-05-21 14:00:00+00:00,2021-05-21 14:05:00+00:00,SIGNAL,False,,,39257.13,41583.05,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,ASIA_TO_LONDON,2021-05-24,36881.39,34366.0,35623.695,2021-05-24 08:00:00+00:00,2021-05-24 13:30:00+00:00,,LONG,HIGH,,2021-05-24 08:10:00+00:00,2021-05-24 08:15:00+00:00,SIGNAL,False,,,34366.0,36881.39,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,LONDON_TO_NEWYORK,2021-05-24,38600.0,35860.42,37230.21,2021-05-24 13:30:00+00:00,2021-05-24 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
15m,external,ASIA_TO_LONDON,2021-05-25,39790.05,37606.6,38698.325,2021-05-25 08:00:00+00:00,2021-05-25 13:30:00+00:00,,SHORT,LOW,,2021-05-25 10:00:00+00:00,2021-05-25 10:05:00+00:00,SIGNAL,False,,,39790.05,37606.6,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,LONDON_TO_NEWYORK,2021-05-25,39122.77,36439.32,37781.045,2021-05-25 13:30:00+00:00,2021-05-25 20:00:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
15m,external,ASIA_TO_LONDON,2021-05-26,40771.29,37804.76,39288.025,2021-05-26 08:00:00+00:00,2021-05-26 13:30:00+00:00,SIGNAL,LONG,HIGH,0.0,2021-05-26 08:00:00+00:00,2021-05-26 08:05:00+00:00,SIGNAL,True,2021-05-26 13:20:00+00:00,39288.025,37804.76,40771.29,2021-05-26 13:30:00+00:00,39356.9,TIME_EXIT_SESSION_END,0.0017530787052797425,0.47653935263987124,10.0
15m,external,LONDON_TO_NEWYORK,2021-05-26,40900.0,39247.0,40073.5,2021-05-26 13:30:00+00:00,2021-05-26 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
15m,external,ASIA_TO_LONDON,2021-05-27,39224.21,37133.22,38178.715,2021-05-27 08:00:00+00:00,2021-05-27 13:30:00+00:00,,LONG,HIGH,,2021-05-27 08:30:00+00:00,2021-05-27 08:35:00+00:00,SIGNAL,False,,,37133.22,39224.21,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,LONDON_TO_NEWYORK,2021-05-27,40438.82,37820.0,39129.41,2021-05-27 13:30:00+00:00,2021-05-27 20:00:00+00:00,SIGNAL,LONG,HIGH,11.0,2021-05-27 14:25:00+00:00,2021-05-27 14:30:00+00:00,SIGNAL,True,2021-05-27 16:25:00+00:00,39129.41,37820.0,40438.82,2021-05-27 20:00:00+00:00,38773.69,TIME_EXIT_SESSION_END,-0.009090860301752546,-4.945430150876273,215.0
15m,external,ASIA_TO_LONDON,2021-05-28,38888.35,36435.15,37661.75,2021-05-28 08:00:00+00:00,2021-05-28 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
15m,external,LONDON_TO_NEWYORK,2021-05-28,37264.0,35122.0,36193.0,2021-05-28 13:30:00+00:00,2021-05-28 20:00:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
15m,external,ASIA_TO_LONDON,2021-05-31,36022.3,34150.0,35086.15,2021-05-31 08:00:00+00:00,2021-05-31 13:30:00+00:00,,LONG,HIGH,,2021-05-31 08:20:00+00:00,2021-05-31 08:25:00+00:00,SIGNAL,False,,,34150.0,36022.3,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,LONDON_TO_NEWYORK,2021-05-31,37282.81,35592.75,36437.78,2021-05-31 13:30:00+00:00,2021-05-31 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
15m,external,ASIA_TO_LONDON,2021-06-01,37893.76,36458.48,37176.12,2021-06-01 08:00:00+00:00,2021-06-01 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
15m,external,LONDON_TO_NEWYORK,2021-06-01,36937.92,35500.0,36218.96,2021-06-01 13:30:00+00:00,2021-06-01 20:00:00+00:00,,LONG,HIGH,,2021-06-01 13:30:00+00:00,2021-06-01 13:35:00+00:00,SIGNAL,False,,,35500.0,36937.92,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,ASIA_TO_LONDON,2021-06-02,37400.0,35905.0,36652.5,2021-06-02 08:00:00+00:00,2021-06-02 13:30:00+00:00,,LONG,HIGH,,2021-06-02 08:00:00+00:00,2021-06-02 08:05:00+00:00,SIGNAL,False,,,35905.0,37400.0,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,LONDON_TO_NEWYORK,2021-06-02,37770.0,36851.0,37310.5,2021-06-02 13:30:00+00:00,2021-06-02 20:00:00+00:00,,LONG,HIGH,,2021-06-02 13:30:00+00:00,2021-06-02 13:35:00+00:00,SIGNAL,False,,,36851.0,37770.0,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,ASIA_TO_LONDON,2021-06-03,39072.02,37150.15,38111.085,2021-06-03 08:00:00+00:00,2021-06-03 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
15m,external,LONDON_TO_NEWYORK,2021-06-03,39470.0,38514.18,38992.09,2021-06-03 13:30:00+00:00,2021-06-03 20:00:00+00:00,,SHORT,LOW,,2021-06-03 13:35:00+00:00,2021-06-03 13:40:00+00:00,SIGNAL,False,,,39470.0,38514.18,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,ASIA_TO_LONDON,2021-06-04,39297.35,36324.01,37810.68,2021-06-04 08:00:00+00:00,2021-06-04 13:30:00+00:00,,SHORT,LOW,,2021-06-04 08:00:00+00:00,2021-06-04 08:05:00+00:00,SIGNAL,False,,,39297.35,36324.01,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,LONDON_TO_NEWYORK,2021-06-04,37191.0,35552.51,36371.755000000005,2021-06-04 13:30:00+00:00,2021-06-04 20:00:00+00:00,,LONG,HIGH,,2021-06-04 17:20:00+00:00,2021-06-04 17:25:00+00:00,SIGNAL,False,,,35552.51,37191.0,,,NO_FILL_MIDPOINT,,,
15m,external,ASIA_TO_LONDON,2021-06-07,36820.0,35515.0,36167.5,2021-06-07 08:00:00+00:00,2021-06-07 13:30:00+00:00,,LONG,HIGH,,2021-06-07 12:30:00+00:00,2021-06-07 12:35:00+00:00,SIGNAL,False,,,35515.0,36820.0,,,NO_FILL_MIDPOINT,,,
15m,external,LONDON_TO_NEWYORK,2021-06-07,36799.0,35903.03,36351.015,2021-06-07 13:30:00+00:00,2021-06-07 20:00:00+00:00,,SHORT,LOW,,2021-06-07 14:20:00+00:00,2021-06-07 14:25:00+00:00,SIGNAL,False,,,36799.0,35903.03,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,ASIA_TO_LONDON,2021-06-08,34061.57,32000.0,33030.785,2021-06-08 08:00:00+00:00,2021-06-08 13:30:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
15m,external,LONDON_TO_NEWYORK,2021-06-08,33350.0,32532.5,32941.25,2021-06-08 13:30:00+00:00,2021-06-08 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
15m,external,ASIA_TO_LONDON,2021-06-09,34489.0,32390.0,33439.5,2021-06-09 08:00:00+00:00,2021-06-09 13:30:00+00:00,,LONG,HIGH,,2021-06-09 10:30:00+00:00,2021-06-09 10:35:00+00:00,SIGNAL,False,,,32390.0,34489.0,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,LONDON_TO_NEWYORK,2021-06-09,35415.0,33783.01,34599.005000000005,2021-06-09 13:30:00+00:00,2021-06-09 20:00:00+00:00,SIGNAL,LONG,HIGH,7.0,2021-06-09 14:05:00+00:00,2021-06-09 14:10:00+00:00,SIGNAL,True,2021-06-09 14:50:00+00:00,34599.005000000005,33783.01,35415.0,2021-06-09 15:00:00+00:00,35415.0,TP_RANGE_EDGE,0.023584348740664618,11.392174370332308,10.0
15m,external,ASIA_TO_LONDON,2021-06-10,37661.7,36511.01,37086.354999999996,2021-06-10 08:00:00+00:00,2021-06-10 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
15m,external,LONDON_TO_NEWYORK,2021-06-10,38489.0,36229.23,37359.115000000005,2021-06-10 13:30:00+00:00,2021-06-10 20:00:00+00:00,,SHORT,LOW,,2021-06-10 17:25:00+00:00,2021-06-10 17:30:00+00:00,SIGNAL,False,,,38489.0,36229.23,,,NO_FILL_MIDPOINT,,,
15m,external,ASIA_TO_LONDON,2021-06-11,37395.0,35900.0,36647.5,2021-06-11 08:00:00+00:00,2021-06-11 13:30:00+00:00,,LONG,HIGH,,2021-06-11 09:25:00+00:00,2021-06-11 09:30:00+00:00,SIGNAL,False,,,35900.0,37395.0,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,LONDON_TO_NEWYORK,2021-06-11,37679.54,36890.58,37285.06,2021-06-11 13:30:00+00:00,2021-06-11 20:00:00+00:00,,SHORT,LOW,,2021-06-11 15:00:00+00:00,2021-06-11 15:05:00+00:00,SIGNAL,False,,,37679.54,36890.58,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,ASIA_TO_LONDON,2021-06-14,39822.64,38720.0,39271.32,2021-06-14 08:00:00+00:00,2021-06-14 13:30:00+00:00,SIGNAL,SHORT,LOW,9.0,2021-06-14 08:45:00+00:00,2021-06-14 08:50:00+00:00,SIGNAL,True,2021-06-14 09:15:00+00:00,39271.32,39822.64,38720.0,2021-06-14 13:00:00+00:00,39822.64,SL_RANGE_EDGE,-0.014038743795726782,-7.419371897863392,225.0
15m,external,LONDON_TO_NEWYORK,2021-06-14,40700.0,38790.0,39745.0,2021-06-14 13:30:00+00:00,2021-06-14 20:00:00+00:00,,LONG,HIGH,,2021-06-14 13:35:00+00:00,2021-06-14 13:40:00+00:00,SIGNAL,False,,,38790.0,40700.0,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,ASIA_TO_LONDON,2021-06-15,40860.0,39840.0,40350.0,2021-06-15 08:00:00+00:00,2021-06-15 13:30:00+00:00,,SHORT,LOW,,2021-06-15 08:40:00+00:00,2021-06-15 08:45:00+00:00,SIGNAL,False,,,40860.0,39840.0,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,LONDON_TO_NEWYORK,2021-06-15,40464.41,39527.0,39995.705,2021-06-15 13:30:00+00:00,2021-06-15 20:00:00+00:00,,LONG,HIGH,,2021-06-15 17:15:00+00:00,2021-06-15 17:20:00+00:00,SIGNAL,False,,,39527.0,40464.41,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,ASIA_TO_LONDON,2021-06-16,40495.0,39605.5,40050.25,2021-06-16 08:00:00+00:00,2021-06-16 13:30:00+00:00,,SHORT,LOW,,2021-06-16 10:40:00+00:00,2021-06-16 10:45:00+00:00,SIGNAL,False,,,40495.0,39605.5,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,LONDON_TO_NEWYORK,2021-06-16,40259.22,38860.0,39559.61,2021-06-16 13:30:00+00:00,2021-06-16 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
15m,external,ASIA_TO_LONDON,2021-06-17,39400.0,38200.01,38800.005000000005,2021-06-17 08:00:00+00:00,2021-06-17 13:30:00+00:00,,LONG,HIGH,,2021-06-17 08:20:00+00:00,2021-06-17 08:25:00+00:00,SIGNAL,False,,,38200.01,39400.0,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,LONDON_TO_NEWYORK,2021-06-17,39565.0,38605.0,39085.0,2021-06-17 13:30:00+00:00,2021-06-17 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
15m,external,ASIA_TO_LONDON,2021-06-18,38198.0,37200.62,37699.31,2021-06-18 08:00:00+00:00,2021-06-18 13:30:00+00:00,,SHORT,LOW,,2021-06-18 10:05:00+00:00,2021-06-18 10:10:00+00:00,SIGNAL,False,,,38198.0,37200.62,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,LONDON_TO_NEWYORK,2021-06-18,38000.0,37049.57,37524.785,2021-06-18 13:30:00+00:00,2021-06-18 20:00:00+00:00,,SHORT,LOW,,2021-06-18 13:35:00+00:00,2021-06-18 13:40:00+00:00,SIGNAL,False,,,38000.0,37049.57,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,ASIA_TO_LONDON,2021-06-21,35746.28,32200.0,33973.14,2021-06-21 08:00:00+00:00,2021-06-21 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
15m,external,LONDON_TO_NEWYORK,2021-06-21,33555.0,31666.0,32610.5,2021-06-21 13:30:00+00:00,2021-06-21 20:00:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
15m,external,ASIA_TO_LONDON,2021-06-22,33240.0,31150.0,32195.0,2021-06-22 08:00:00+00:00,2021-06-22 13:30:00+00:00,SIGNAL,SHORT,LOW,28.0,2021-06-22 10:20:00+00:00,2021-06-22 10:25:00+00:00,SIGNAL,True,2021-06-22 10:40:00+00:00,32195.0,33240.0,31150.0,2021-06-22 12:00:00+00:00,31150.0,TP_RANGE_EDGE,0.03245845628203137,15.829228141015681,80.0
15m,external,LONDON_TO_NEWYORK,2021-06-22,32654.47,29250.0,30952.235,2021-06-22 13:30:00+00:00,2021-06-22 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
15m,external,ASIA_TO_LONDON,2021-06-23,34380.0,31711.5,33045.75,2021-06-23 08:00:00+00:00,2021-06-23 13:30:00+00:00,,LONG,HIGH,,2021-06-23 11:00:00+00:00,2021-06-23 11:05:00+00:00,SIGNAL,False,,,31711.5,34380.0,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,LONDON_TO_NEWYORK,2021-06-23,34867.77,33605.0,34236.384999999995,2021-06-23 13:30:00+00:00,2021-06-23 20:00:00+00:00,,SHORT,LOW,,2021-06-23 15:05:00+00:00,2021-06-23 15:10:00+00:00,SIGNAL,False,,,34867.77,33605.0,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,ASIA_TO_LONDON,2021-06-24,33851.4,32300.0,33075.7,2021-06-24 08:00:00+00:00,2021-06-24 13:30:00+00:00,,LONG,HIGH,,2021-06-24 11:45:00+00:00,2021-06-24 11:50:00+00:00,SIGNAL,False,,,32300.0,33851.4,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,LONDON_TO_NEWYORK,2021-06-24,34300.68,32804.29,33552.485,2021-06-24 13:30:00+00:00,2021-06-24 20:00:00+00:00,,LONG,HIGH,,2021-06-24 15:05:00+00:00,2021-06-24 15:10:00+00:00,SIGNAL,False,,,32804.29,34300.68,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,ASIA_TO_LONDON,2021-06-25,35500.0,33933.0,34716.5,2021-06-25 08:00:00+00:00,2021-06-25 13:30:00+00:00,,SHORT,LOW,,2021-06-25 08:10:00+00:00,2021-06-25 08:15:00+00:00,SIGNAL,False,,,35500.0,33933.0,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,LONDON_TO_NEWYORK,2021-06-25,34479.1,32637.0,33558.05,2021-06-25 13:30:00+00:00,2021-06-25 20:00:00+00:00,,SHORT,LOW,,2021-06-25 14:40:00+00:00,2021-06-25 14:45:00+00:00,SIGNAL,False,,,34479.1,32637.0,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,ASIA_TO_LONDON,2021-06-28,35279.38,34233.27,34756.325,2021-06-28 08:00:00+00:00,2021-06-28 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
15m,external,LONDON_TO_NEWYORK,2021-06-28,35136.14,33855.0,34495.57,2021-06-28 13:30:00+00:00,2021-06-28 20:00:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
15m,external,ASIA_TO_LONDON,2021-06-29,35450.0,34206.0,34828.0,2021-06-29 08:00:00+00:00,2021-06-29 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
15m,external,LONDON_TO_NEWYORK,2021-06-29,36341.37,34711.72,35526.545,2021-06-29 13:30:00+00:00,2021-06-29 20:00:00+00:00,,LONG,HIGH,,2021-06-29 13:30:00+00:00,2021-06-29 13:35:00+00:00,SIGNAL,False,,,34711.72,36341.37,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,ASIA_TO_LONDON,2021-06-30,36089.96,34661.23,35375.595,2021-06-30 08:00:00+00:00,2021-06-30 13:30:00+00:00,,SHORT,LOW,,2021-06-30 08:50:00+00:00,2021-06-30 08:55:00+00:00,SIGNAL,False,,,36089.96,34661.23,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,LONDON_TO_NEWYORK,2021-06-30,35328.0,34401.0,34864.5,2021-06-30 13:30:00+00:00,2021-06-30 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
15m,external,ASIA_TO_LONDON,2021-07-01,35044.98,33264.8,34154.89,2021-07-01 08:00:00+00:00,2021-07-01 13:30:00+00:00,,SHORT,LOW,,2021-07-01 08:00:00+00:00,2021-07-01 08:05:00+00:00,SIGNAL,False,,,35044.98,33264.8,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,LONDON_TO_NEWYORK,2021-07-01,33844.0,32968.0,33406.0,2021-07-01 13:30:00+00:00,2021-07-01 20:00:00+00:00,SIGNAL,LONG,HIGH,0.0,2021-07-01 13:30:00+00:00,2021-07-01 13:35:00+00:00,SIGNAL,True,2021-07-01 13:55:00+00:00,33406.0,32968.0,33844.0,2021-07-01 19:20:00+00:00,32968.0,SL_RANGE_EDGE,-0.013111417110698631,-6.955708555349316,325.0
15m,external,ASIA_TO_LONDON,2021-07-02,33960.0,32684.0,33322.0,2021-07-02 08:00:00+00:00,2021-07-02 13:30:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
15m,external,LONDON_TO_NEWYORK,2021-07-02,33600.0,32751.0,33175.5,2021-07-02 13:30:00+00:00,2021-07-02 20:00:00+00:00,,LONG,HIGH,,2021-07-02 13:45:00+00:00,2021-07-02 13:50:00+00:00,SIGNAL,False,,,32751.0,33600.0,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,ASIA_TO_LONDON,2021-07-05,35281.55,34000.0,34640.775,2021-07-05 08:00:00+00:00,2021-07-05 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
15m,external,LONDON_TO_NEWYORK,2021-07-05,34538.0,33290.0,33914.0,2021-07-05 13:30:00+00:00,2021-07-05 20:00:00+00:00,,SHORT,LOW,,2021-07-05 17:35:00+00:00,2021-07-05 17:40:00+00:00,SIGNAL,False,,,34538.0,33290.0,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,ASIA_TO_LONDON,2021-07-06,34948.0,33603.7,34275.85,2021-07-06 08:00:00+00:00,2021-07-06 13:30:00+00:00,,LONG,HIGH,,2021-07-06 08:00:00+00:00,2021-07-06 08:05:00+00:00,SIGNAL,False,,,33603.7,34948.0,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,LONDON_TO_NEWYORK,2021-07-06,35120.0,33700.0,34410.0,2021-07-06 13:30:00+00:00,2021-07-06 20:00:00+00:00,,SHORT,LOW,,2021-07-06 16:40:00+00:00,2021-07-06 16:45:00+00:00,SIGNAL,False,,,35120.0,33700.0,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,ASIA_TO_LONDON,2021-07-07,34905.0,33925.0,34415.0,2021-07-07 08:00:00+00:00,2021-07-07 13:30:00+00:00,,LONG,HIGH,,2021-07-07 08:00:00+00:00,2021-07-07 08:05:00+00:00,SIGNAL,False,,,33925.0,34905.0,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,LONDON_TO_NEWYORK,2021-07-07,35089.56,34447.6,34768.58,2021-07-07 13:30:00+00:00,2021-07-07 20:00:00+00:00,SIGNAL,SHORT,LOW,24.0,2021-07-07 15:30:00+00:00,2021-07-07 15:35:00+00:00,SIGNAL,True,2021-07-07 18:05:00+00:00,34768.58,35089.56,34447.6,2021-07-07 20:00:00+00:00,34610.56,TIME_EXIT_SESSION_END,0.004544908075049481,1.8724540375247405,115.0
15m,external,ASIA_TO_LONDON,2021-07-08,33910.0,32216.0,33063.0,2021-07-08 08:00:00+00:00,2021-07-08 13:30:00+00:00,,SHORT,LOW,,2021-07-08 08:05:00+00:00,2021-07-08 08:10:00+00:00,SIGNAL,False,,,33910.0,32216.0,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,LONDON_TO_NEWYORK,2021-07-08,32968.0,32066.0,32517.0,2021-07-08 13:30:00+00:00,2021-07-08 20:00:00+00:00,,LONG,HIGH,,2021-07-08 16:00:00+00:00,2021-07-08 16:05:00+00:00,SIGNAL,False,,,32066.0,32968.0,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,ASIA_TO_LONDON,2021-07-09,33300.0,32250.0,32775.0,2021-07-09 08:00:00+00:00,2021-07-09 13:30:00+00:00,,LONG,HIGH,,2021-07-09 13:10:00+00:00,2021-07-09 13:15:00+00:00,SIGNAL,False,,,32250.0,33300.0,,,NO_FILL_MIDPOINT,,,
15m,external,LONDON_TO_NEWYORK,2021-07-09,33272.77,32588.0,32930.384999999995,2021-07-09 13:30:00+00:00,2021-07-09 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
15m,external,ASIA_TO_LONDON,2021-07-12,34662.73,34024.26,34343.495,2021-07-12 08:00:00+00:00,2021-07-12 13:30:00+00:00,,SHORT,LOW,,2021-07-12 09:55:00+00:00,2021-07-12 10:00:00+00:00,SIGNAL,False,,,34662.73,34024.26,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,LONDON_TO_NEWYORK,2021-07-12,34450.0,33340.0,33895.0,2021-07-12 13:30:00+00:00,2021-07-12 20:00:00+00:00,,SHORT,LOW,,2021-07-12 13:30:00+00:00,2021-07-12 13:35:00+00:00,SIGNAL,False,,,34450.0,33340.0,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,ASIA_TO_LONDON,2021-07-13,33336.0,32741.99,33038.995,2021-07-13 08:00:00+00:00,2021-07-13 13:30:00+00:00,SIGNAL,LONG,HIGH,23.0,2021-07-13 09:55:00+00:00,2021-07-13 10:00:00+00:00,SIGNAL,True,2021-07-13 10:50:00+00:00,33038.995,32741.99,33336.0,2021-07-13 12:30:00+00:00,32741.99,SL_RANGE_EDGE,-0.008989528888514897,-4.894764444257449,100.0
15m,external,LONDON_TO_NEWYORK,2021-07-13,33329.84,32259.0,32794.42,2021-07-13 13:30:00+00:00,2021-07-13 20:00:00+00:00,,SHORT,LOW,,2021-07-13 19:20:00+00:00,2021-07-13 19:25:00+00:00,SIGNAL,False,,,33329.84,32259.0,,,NO_FILL_MIDPOINT,,,
15m,external,ASIA_TO_LONDON,2021-07-14,32800.0,31620.0,32210.0,2021-07-14 08:00:00+00:00,2021-07-14 13:30:00+00:00,SIGNAL,SHORT,LOW,12.0,2021-07-14 09:00:00+00:00,2021-07-14 09:05:00+00:00,SIGNAL,True,2021-07-14 09:05:00+00:00,32210.0,32800.0,31620.0,2021-07-14 13:10:00+00:00,32800.0,SL_RANGE_EDGE,-0.018317292766221627,-9.558646383110814,245.0
15m,external,LONDON_TO_NEWYORK,2021-07-14,32888.0,31556.02,32222.010000000002,2021-07-14 13:30:00+00:00,2021-07-14 20:00:00+00:00,,LONG,HIGH,,2021-07-14 13:55:00+00:00,2021-07-14 14:00:00+00:00,SIGNAL,False,,,31556.02,32888.0,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,ASIA_TO_LONDON,2021-07-15,33170.0,32350.89,32760.445,2021-07-15 08:00:00+00:00,2021-07-15 13:30:00+00:00,,SHORT,LOW,,2021-07-15 08:00:00+00:00,2021-07-15 08:05:00+00:00,SIGNAL,False,,,33170.0,32350.89,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,LONDON_TO_NEWYORK,2021-07-15,32620.0,31401.2,32010.6,2021-07-15 13:30:00+00:00,2021-07-15 20:00:00+00:00,,SHORT,LOW,,2021-07-15 16:30:00+00:00,2021-07-15 16:35:00+00:00,SIGNAL,False,,,32620.0,31401.2,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,ASIA_TO_LONDON,2021-07-16,32042.81,31534.41,31788.61,2021-07-16 08:00:00+00:00,2021-07-16 13:30:00+00:00,,SHORT,LOW,,2021-07-16 08:10:00+00:00,2021-07-16 08:15:00+00:00,SIGNAL,False,,,32042.81,31534.41,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,LONDON_TO_NEWYORK,2021-07-16,31955.87,31018.59,31487.23,2021-07-16 13:30:00+00:00,2021-07-16 20:00:00+00:00,,LONG,HIGH,,2021-07-16 13:30:00+00:00,2021-07-16 13:35:00+00:00,SIGNAL,False,,,31018.59,31955.87,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,ASIA_TO_LONDON,2021-07-19,31890.0,31417.92,31653.96,2021-07-19 08:00:00+00:00,2021-07-19 13:30:00+00:00,,SHORT,LOW,,2021-07-19 08:50:00+00:00,2021-07-19 08:55:00+00:00,SIGNAL,False,,,31890.0,31417.92,,,RANGE_BROKE_BEFORE_FILL,,,
15m,external,LONDON_TO_NEWYORK,2021-07-19,31659.44,30550.0,31104.72,2021-07-19 13:30:00+00:00,2021-07-19 20:00:00+00:00,,SHORT,LOW,,2021-07-19 13:30:00+00:00,2021-07-19 13:35:00+00:00,SIGNAL,False,,,31659.44,30550.0,,,NO_FILL_MIDPOINT,,,
15m,external,ASIA_TO_LONDON,2021-07-20,31050.0,29452.53,30251.265,2021-07-20 08:00:00+00:00,2021-07-20 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
15m,external,LONDON_TO_NEWYORK,2021-07-20,29868.2,29250.0,29559.1,2021-07-20 13:30:00+00:00,2021-07-20 20:00:00+00:00,SIGNAL,LONG,HIGH,7.0,2021-07-20 14:05:00+00:00,2021-07-20 14:10:00+00:00,SIGNAL,True,2021-07-20 14:10:00+00:00,29559.1,29250.0,29868.2,2021-07-20 14:15:00+00:00,29250.0,SL_RANGE_EDGE,-0.010457016620939008,-5.628508310469504,5.0
