partition,seed_ts,fresh,stage_index,stage,ordered_d1_cascade,on_15m,on_1h,on_4h,on_1d,lag_5m_to_15m_h,lag_15m_to_1h_h,lag_1h_to_4h_h,lag_4h_to_1d_h,lag_seed_to_deepest_h,ret24,mfe24,mae24,ret72,mfe72,mae72,ret168,mfe168,mae168,mfe3_72h,mfe5_72h,mfe8_168h
external,2020-01-01 12:50:00+00:00,True,0,S0_5M,False,,,,,,,,,0.0,-0.01012411320498563,0.005821226558203385,-0.016265354835760193,0.013439247701363621,0.026165041885955587,-0.049175649485135975,0.15169407113200828,0.17316971466015363,-0.049175649485135975,False,False,True
external,2020-01-01 13:25:00+00:00,True,0,S0_5M,False,,,,,,,,,0.0,-0.009436131892490929,0.005878359656414478,-0.016209476309226978,0.012219451371570988,0.026223330562482605,-0.04912164034358557,0.14349681352175114,0.173236353560543,-0.04912164034358557,False,False,True
external,2020-01-01 14:35:00+00:00,True,0,S0_5M,False,,,,,,,,,0.0,-0.013118500932489896,0.004492277212380769,-0.01756512210914285,0.011552360555398655,0.024809213111306683,-0.0504319337683109,0.1524219835195546,0.17161965478502927,-0.0504319337683109,False,False,True
external,2020-01-01 15:05:00+00:00,True,0,S0_5M,False,,,,,,,,,0.0,-0.010629839458119128,0.005697228263128018,-0.016386630282714365,0.012466582632665313,0.026038535592093348,-0.04929286772955832,0.14911418004515653,0.1730250855346085,-0.04929286772955832,False,False,True
external,2020-01-01 15:30:00+00:00,True,0,S0_5M,False,,,,,,,,,0.0,-0.013843129654752317,0.00507073839253569,-0.0169993632160359,0.013874968852958247,0.025399374290539622,-0.049885102023865646,0.14637725296935145,0.1722943603089786,-0.049885102023865646,False,False,True
external,2020-01-01 16:15:00+00:00,True,0,S0_5M,False,,,,,,,,,0.0,-0.01633038237060369,0.0029029945952825376,-0.01743733931828062,0.012122562273246817,0.02494250742352988,-0.05030842587954665,0.14761686006126995,0.17177204435576487,-0.05030842587954665,False,False,True
external,2020-01-01 17:00:00+00:00,True,0,S0_5M,False,,,,,,,,,0.0,-0.026553768273839373,0.0008409383712308927,-0.02926161744622613,0.008595798622186734,0.02283513603455445,-0.052261074771710825,0.12112136162973597,0.16936277860398707,-0.052261074771710825,False,False,True
external,2020-01-01 20:35:00+00:00,True,0,S0_5M,False,,,,,,,,,0.0,-0.03855359713274742,0.0009374987036798732,-0.04286636771796504,0.01517005645733338,0.02423530940914076,-0.05096370165417363,0.10023354503104942,0.1709635357251995,-0.05096370165417363,False,False,True
external,2020-01-01 20:55:00+00:00,True,0,S0_5M,False,,,,,,,,,0.0,-0.03838217885315365,0.001082843771781361,-0.042727383362651694,0.015436401252392429,0.024384037527520608,-0.05082589310409691,0.11104334694148488,0.1711335700930443,-0.05082589310409691,False,False,True
external,2020-01-01 21:25:00+00:00,True,0,S0_5M,False,,,,,,,,,0.0,-0.03780702130395641,0.00035674828090193067,-0.042863720773950176,0.014177287302665098,0.024238141922209522,-0.050961077103259256,0.11172858369549754,0.17096677401379146,-0.050961077103259256,False,False,True
external,2020-01-02 10:10:00+00:00,True,0,S0_5M,False,,,,,,,,,0.0,0.02324106386961744,0.02832347492742393,-0.04115383863135347,0.03778558875219673,0.047077264383167394,-0.04115383863135347,0.10334282385352367,0.18306738455606442,-0.04115383863135347,True,False,True
external,2020-01-02 13:20:00+00:00,True,0,S0_5M,False,,,,,,,,,0.0,0.02336908097280954,0.030652423561270625,-0.03996956298545706,0.041161306385758545,0.048370514701665535,-0.03996956298545706,0.10921656859028794,0.1845285969459478,-0.03996956298545706,True,False,True
external,2020-01-03 04:20:00+00:00,True,0,S0_5M,False,,,,,,,,,0.0,0.042217279862766466,0.05536503250606595,-0.003349627922019538,0.07213739316026224,0.0799850114480054,-0.003349627922019538,0.1102598918031712,0.20655278976561164,-0.003349627922019538,True,True,True
external,2020-01-03 06:50:00+00:00,True,0,S0_5M,False,,,,,,,,,0.0,0.020257939428955485,0.028768885049457182,-0.0024610632571033797,0.043538042315843795,0.052768418391864635,-0.0024610632571033797,0.07580547044918573,0.1761465749277098,-0.0024610632571033797,True,True,True
external,2020-01-03 08:05:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.018474549473958657,0.02729645542725434,-0.00028430918415744966,0.04239119279491188,0.051261639340624665,-0.00028430918415744966,0.07250716320456685,0.17446321039156998,-0.00028430918415744966,True,True,True
external,2020-01-03 10:40:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.006045235938017424,0.013782097780356883,-0.010617826671301733,0.032630861497444874,0.0374320133359245,-0.010617826671301733,0.06025390812117304,0.15901283500625474,-0.010617826671301733,True,False,True
external,2020-01-03 10:50:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.004542222708378896,0.012809013345000952,-0.01156749070225338,0.03341446073069343,0.03643622839641214,-0.01156749070225338,0.06189838109822787,0.15790035003281555,-0.01156749070225338,True,False,True
external,2020-01-03 11:20:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,-0.0011361156573922448,0.010267321331151047,-0.014048008728859807,0.03041871249318051,0.03383524277141303,-0.014048008728859807,0.06858156028368789,0.1549945444626295,-0.014048008728859807,True,False,True
external,2020-01-03 11:45:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.00026885829393719085,0.01091810330709353,-0.013412889912764347,0.02748905460143458,0.034501206450415545,-0.013412889912764347,0.06694844471618389,0.15573855509820844,-0.013412889912764347,True,False,True
external,2020-01-03 12:00:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,-0.0007263163632399428,0.009386242232639175,-0.014907881827101233,0.027471928485773622,0.03293360950615942,-0.014907881827101233,0.06849176932301337,0.15398724517606022,-0.014907881827101233,True,False,True
external,2020-01-03 13:55:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,-0.006512934031202788,0.007794568427984316,-0.016461246886050107,0.02505173476426492,0.035621817172540426,-0.016461246886050107,0.07457561166749893,0.15216755396946113,-0.016461246886050107,True,False,True
external,2020-01-03 17:05:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,-0.007251715401094039,0.0031426365524516164,-0.013734082926457947,0.02389599939104614,0.0346519176607476,-0.013734082926457947,0.08071628190211055,0.15108850490968995,-0.013734082926457947,True,False,True
external,2020-01-03 20:10:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,-0.001043959259728111,0.007209716034914715,-0.012411818108813977,0.025755985752065946,0.03603905251509798,-0.012411818108813977,0.0985949424461312,0.15263174371140442,-0.012411818108813977,True,False,True
external,2020-01-04 03:30:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.01839119103359388,0.023357646277413435,-0.0065435849497545995,0.07980084979137869,0.09536851398575119,-0.0065435849497545995,0.11783236231889993,0.15734807143276908,-0.0065435849497545995,True,True,True
external,2020-01-04 04:30:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.018023209764597592,0.023518390556591884,-0.007315527709421787,0.07606810528242014,0.09451738274261956,-0.007315527709421787,0.10824577551148606,0.15644878038122134,-0.007315527709421787,True,True,True
external,2020-01-04 04:55:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.01702792924173724,0.022466989799885706,-0.00833525457995643,0.0694336255901864,0.09339304886150779,-0.00833525457995643,0.10909497688365155,0.15526082798681085,-0.00833525457995643,True,True,True
