partition,seed_ts,fresh,stage_index,stage,ordered_d1_cascade,on_15m,on_1h,on_4h,on_1d,lag_5m_to_15m_h,lag_15m_to_1h_h,lag_1h_to_4h_h,lag_4h_to_1d_h,lag_seed_to_deepest_h,ret24,mfe24,mae24,ret72,mfe72,mae72,ret168,mfe168,mae168,mfe3_72h,mfe5_72h,mfe8_168h
external,2020-01-04 06:40:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.014212913306945518,0.020166493349521586,-0.01056644761557346,0.07018391580597916,0.09093297254329746,-0.01056644761557346,0.10523708152076261,0.15266155244976076,-0.01056644761557346,True,True,True
external,2020-01-04 07:15:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.013729631659619379,0.019352048428402657,-0.011356357043865506,0.07137368398862454,0.09006203155027181,-0.011356357043865506,0.10644238654863303,0.15174133074743867,-0.011356357043865506,True,True,True
external,2020-01-04 08:50:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.010851203316567304,0.019425530930961887,-0.011285088232333873,0.0711448849184868,0.09014061135608742,-0.011285088232333873,0.09873670122331046,0.1518243568574218,-0.011285088232333873,True,True,True
external,2020-01-04 09:25:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.012311305205401801,0.02094747194607982,-0.00980899632486154,0.07340877946717295,0.09176812573386983,-0.00980899632486154,0.10224186170690963,0.15354396135792148,-0.00980899632486154,True,True,True
external,2020-01-04 10:40:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.008354431412988639,0.019646042018395704,-0.011071220133349824,0.07213298524336142,0.09037641876366376,-0.011071220133349824,0.09847372795925224,0.1520735070246062,-0.011071220133349824,True,True,True
external,2020-01-04 18:20:00+00:00,True,0,S0_5M,False,,,,,,,,,0.0,0.013869610405885746,0.020946081242516623,-0.009810345132900022,0.08389193636488712,0.09176663856056821,-0.009810345132900022,0.11089558561712409,0.15354239003545733,-0.009810345132900022,True,True,True
external,2020-01-04 19:55:00+00:00,True,0,S0_5M,False,,,,,,,,,0.0,0.0132647610326182,0.021362070469213457,-0.004257151578580087,0.1030860260770976,0.10830389848247002,-0.004802241409384234,0.11190149136577698,0.15401240624454915,-0.004802241409384234,True,True,True
external,2020-01-04 20:25:00+00:00,True,0,S0_5M,False,,,,,,,,,0.0,0.013048774837776111,0.021309183470461734,-0.0019036276575160604,0.10314882089548183,0.10824650956174331,-0.0048537735977608465,0.11426535234144852,0.15395265049832263,-0.0048537735977608465,True,True,True
external,2020-01-04 22:15:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.005366738477376787,0.02064716792539678,-0.002550596591760268,0.09360403519904992,0.11569876541864921,-0.00549883023893627,0.0979072307302633,0.1532046550770898,-0.00549883023893627,True,True,True
external,2020-01-04 22:35:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,-0.001295975125990001,0.020308148035209195,-0.0046039788614476995,0.09011791740064434,0.11532817302901521,-0.005829165430135785,0.09967164999959155,0.15282160466768868,-0.005829165430135785,True,True,True
external,2020-01-04 23:00:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.0007853128798116504,0.020090127242462952,-0.004816676398013531,0.09632808385018343,0.115089848231821,-0.006041601167217192,0.10009268597420307,0.15257526822449874,-0.006041601167217192,True,True,True
external,2020-01-05 00:05:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,-0.0017291105395665918,0.01724360235886513,-0.008815206400694886,0.11648694684410166,0.11971443888734323,-0.008815206400694886,0.0853113824062326,0.14935904831058844,-0.008815206400694886,True,True,True
external,2020-01-05 03:50:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.007270917267558907,0.01424612737351838,-0.022828325267173377,0.11404796343400303,0.13310970200478756,-0.022828325267173377,0.08208215306926658,0.13310970200478756,-0.022828325267173377,True,True,True
external,2020-01-05 05:55:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.007691472928453624,0.015537016469478582,-0.02158462294901864,0.1166167165274894,0.13455187557525283,-0.02158462294901864,0.0861120749828177,0.13455187557525283,-0.02158462294901864,True,True,True
external,2020-01-05 07:55:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.006361319746083227,0.015571031610989605,-0.02155185118691938,0.1117531679318744,0.13458987708772674,-0.02155185118691938,0.0865678080778578,0.13458987708772674,-0.02155185118691938,True,True,True
external,2020-01-05 08:10:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.008358521991240542,0.01649711816721333,-0.0206596165244749,0.11047115082887893,0.13562449544458532,-0.0206596165244749,0.0854572713643178,0.13562449544458532,-0.0206596165244749,True,True,True
external,2020-01-05 08:20:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.010047332849587809,0.016681174562851897,-0.020482288071826837,0.11391671618128929,0.13583012214799117,-0.020482288071826837,0.08882990352360798,0.13583012214799117,-0.020482288071826837,True,True,True
external,2020-01-05 15:30:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.00980135684263761,0.021161593599201556,-0.02026678043002006,0.11096354072339021,0.13608002071351621,-0.02026678043002006,0.0957637907881197,0.13608002071351621,-0.02026678043002006,True,True,True
external,2020-01-05 17:00:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.009175911188228802,0.020682340226105822,-0.02072659056502313,0.0887004748195459,0.1355468336200667,-0.02072659056502313,0.08708734882810343,0.1355468336200667,-0.02072659056502313,True,True,True
external,2020-01-05 17:45:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.011003783639611964,0.02020353649007456,-0.02118596930467076,0.08440880463526024,0.1350141467644721,-0.02118596930467076,0.08930354493390369,0.1350141467644721,-0.02118596930467076,True,True,True
external,2020-01-06 02:25:00+00:00,True,0,S0_5M,False,,,,,,,,,0.0,0.05435966540523429,0.06723453324775841,-0.0037603295880948018,0.06564598041539393,0.12762217742257653,-0.0037603295880948018,0.08389103566187939,0.12762217742257653,-0.0037603295880948018,True,True,True
external,2020-01-06 05:10:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.04166069295101549,0.06397318465418822,-0.006804725872826212,0.05710075667064918,0.12417629098632688,-0.006804725872826212,0.07701181468206553,0.12417629098632688,-0.006804725872826212,True,True,True
external,2020-01-06 06:35:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.04478306231351459,0.06523880091174306,-0.005623301280560433,0.05452116878542812,0.12551351997926652,-0.005623301280560433,0.07535569274526344,0.12551351997926652,-0.005623301280560433,True,True,True
external,2020-01-06 07:05:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.04917187223741393,0.06547387200078703,-0.005403867653764327,0.052775780037993325,0.12576189216459133,-0.005403867653764327,0.07384488174635973,0.12576189216459133,-0.005403867653764327,True,True,True
external,2020-01-06 08:25:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.048766777408637996,0.06510431893687696,-0.005748837209302304,0.05632956810631229,0.1253714285714287,-0.005748837209302304,0.07592956810631235,0.1253714285714287,-0.005748837209302304,True,True,True
external,2020-01-06 09:30:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.04576141046316695,0.0647166347403072,-0.006110731773414035,0.04770223201120127,0.12496180792641631,-0.006110731773414035,0.07672555109501666,0.12496180792641631,-0.006110731773414035,True,True,True
external,2020-01-06 09:40:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.04615715583318725,0.06434619327628432,-0.00645653063067364,0.05010783017013787,0.1245704056645367,-0.00645653063067364,0.07685688333625484,0.1245704056645367,-0.00645653063067364,True,True,True
external,2020-01-06 13:00:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.04228672949705237,0.06106170907651509,-0.009522523488582402,0.04648204117998267,0.1211000745333064,-0.009522523488582402,0.07125542947997454,0.1211000745333064,-0.009522523488582402,True,True,True
external,2020-01-06 18:40:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.07154845552167566,0.07746785098767073,-0.0029113084979450754,0.038100225374519514,0.12268593397852312,-0.0029113084979450754,0.07295505766936228,0.12268593397852312,-0.0029113084979450754,True,True,True
external,2020-01-06 21:05:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.08354847554796674,0.0852704963526274,-0.00016028039797222338,0.026854252132987533,0.1217534940464442,-0.00016028039797222338,0.07997329543121379,0.1217534940464442,-0.00016028039797222338,True,True,True
external,2020-01-07 01:50:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.06256190329027866,0.07257915388493008,-0.020566457852566944,-0.013290050637208117,0.07257915388493008,-0.020566457852566944,0.06737991078326822,0.07467911614133826,-0.028545807801524492,True,True,False
external,2020-01-07 02:20:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.0520997582421745,0.06908971550848042,-0.02375286416745037,-0.013023361506851905,0.06908971550848042,-0.02375286416745037,0.05811656135788379,0.07118284592514978,-0.03170625477361233,True,True,False
external,2020-01-07 03:10:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.04969235239864056,0.06993392209629934,-0.022981970713464417,-0.013444263351400476,0.06993392209629934,-0.022981970713464417,0.060671644619641585,0.07202870535319472,-0.030941641713729706,True,True,False
external,2020-01-07 06:00:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.05922938669748956,0.07563492718739484,-0.017776055989178086,-0.015839043814580234,0.07563492718739484,-0.017776055989178086,0.07804825383115599,0.09212810953962625,-0.02577813907112325,True,True,True
external,2020-01-07 06:15:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.05894884198331307,0.07575380331500692,-0.01766750337903067,-0.017234326886921836,0.07575380331500692,-0.01766750337903067,0.07959903862765638,0.09224880844706873,-0.025670470828548453,True,True,True
external,2020-01-07 06:30:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.061311437904343125,0.07635268248662253,-0.017120632459295626,-0.014851862679054806,0.07635268248662253,-0.01902080658896499,0.07934847541212808,0.0928568704958248,-0.025128055213086364,True,True,True
external,2020-01-07 11:20:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.05251956307964978,0.06900064505460235,-0.023834199507435816,-0.010978551618885057,0.06900064505460235,-0.03178692748248191,0.07747850554355629,0.08539210104761419,-0.03178692748248191,True,True,True
external,2020-01-07 17:40:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.016188499818672764,0.06635824233388399,-0.00227666518918479,-0.0028269432244025783,0.06635824233388399,-0.034180199057097904,0.10077895192811392,0.10660031430068106,-0.034180199057097904,True,True,True
external,2020-01-07 23:20:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.0014704916793957246,0.04909360974117116,-0.025026851648821347,0.0005413688828104224,0.04909360974117116,-0.04981708669211227,0.08935188110201397,0.09822190673341491,-0.04981708669211227,True,False,True
external,2020-01-08 04:15:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,-0.047292566612504694,0.012138985863869856,-0.05485601467054324,-0.020782068695515243,0.012138985863869856,-0.07888779604390106,0.041537716962755766,0.07104813441753177,-0.07888779604390106,False,False,False
external,2020-01-08 04:50:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,-0.04382390698422878,0.01210252197920303,-0.054890064955885554,-0.0227279550484617,0.01210252197920303,-0.07892098054685925,0.03726827417171941,0.07100954823896166,-0.07892098054685925,False,False,False
external,2020-01-08 05:40:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,-0.04769425028509355,0.010624303754360076,-0.056270437694933895,-0.03097716014519092,0.010624303754360076,-0.08026625512478769,0.038113190804580865,0.0694452938291501,-0.08026625512478769,False,False,False
external,2020-01-08 06:20:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,-0.04908549441281884,0.00961824123588828,-0.057209907423379947,-0.03283307457880513,0.00961824123588828,-0.08118183734882034,0.036752726506046995,0.06838067582849372,-0.08118183734882034,False,False,False
external,2020-01-08 11:10:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,-0.055537854904703865,0.009492473097672427,-0.05930130606847506,-0.03794833219942695,0.009492473097672427,-0.08129629452179488,0.05261046004657022,0.0682475876541555,-0.08129629452179488,False,False,False
external,2020-01-08 14:00:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,-0.0582608405428795,0.00016568645447678776,-0.0640610584384469,-0.03516367199326764,0.00016568645447678776,-0.08574452817504119,0.060123919164081885,0.06339712063165881,-0.08574452817504119,False,False,False
external,2020-01-09 20:30:00+00:00,True,0,S0_5M,False,,,,,,,,,0.0,0.016340045731535024,0.022795449950840485,-0.036900401437994335,0.022441350750326272,0.041226187770518674,-0.036900401437994335,0.09487347231936227,0.12020914454906984,-0.036900401437994335,True,False,True
external,2020-01-10 11:35:00+00:00,True,0,S0_5M,False,,,,,,,,,0.0,0.025730486303262357,0.05195248385079965,-0.008983450332534115,0.03168974180379536,0.05588202711461254,-0.008983450332534115,0.13940583166631226,0.15097671942984703,-0.008983450332534115,True,True,True
external,2020-01-10 14:10:00+00:00,True,0,S0_5M,False,,,,,,,,,0.0,0.025643624954540423,0.04684710256309521,-0.0010694875456654929,0.025380054564139387,0.05075757479760212,-0.0010694875456654929,0.11970530802888613,0.14539074943959607,-0.0010694875456654929,True,True,True
external,2020-01-10 16:30:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.01664017050715394,0.030895686658164667,-0.012577148747026978,0.009141798960285774,0.03474657276128257,-0.012577148747026978,0.10972155323232347,0.1279377668853745,-0.012577148747026978,True,False,True
external,2020-01-10 18:20:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.007278534560379191,0.020369521800402968,-0.015847764626544247,0.0006472004258677444,0.024181087667250134,-0.017307670930696406,0.09981707942162021,0.11642073462188796,-0.017307670930696406,False,False,True
external,2020-01-10 19:15:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.012294177043095988,0.024783105957422613,-0.009447326441349935,0.006094369065960059,0.028611158661992597,-0.013057058576897207,0.11092917730359209,0.12124978602103331,-0.013057058576897207,False,False,True
external,2020-01-10 20:45:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.009332348636950094,0.021972584370295367,-0.012163969266586694,0.007127915276525343,0.02579013843890987,-0.015763801521825993,0.09943701592461895,0.11817469948823,-0.015763801521825993,False,False,True
external,2020-01-10 23:00:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,-0.0015132685860265171,0.02435188868272742,-0.01022475435636061,0.0026967063863641005,0.02435188868272742,-0.017143788928062342,0.10487136599358116,0.11660691829337888,-0.017143788928062342,False,False,True
external,2020-01-11 02:20:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,-0.0162733781414377,0.009666617962205581,-0.031234171050068094,0.020541106565361567,0.03314338593415167,-0.031234171050068094,0.0853509156438732,0.10059906487434267,-0.031234171050068094,True,False,True
external,2020-01-11 16:00:00+00:00,True,0,S0_5M,False,,,,,,,,,0.0,0.0065085185930342515,0.023513612591940847,-0.017948107123328616,0.07212198936271319,0.0824901964898681,-0.017948107123328616,0.09977054170179311,0.11569314550420962,-0.017948107123328616,True,True,True
external,2020-01-11 16:10:00+00:00,True,0,S0_5M,False,,,,,,,,,0.0,0.003979821111416593,0.022032605199034272,-0.019369120088544634,0.06257279596915244,0.08092385094836585,-0.019369120088544634,0.10167586335249101,0.11407875584062466,-0.019369120088544634,True,True,True
external,2020-01-11 19:00:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,-0.006220080470685008,0.014717471536676907,-0.026387923523480405,0.07441090955369112,0.08481115821006568,-0.026387923523480405,0.08846268685939163,0.10610480768289454,-0.026387923523480405,True,True,True
external,2020-01-11 20:20:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,-0.004854701440142439,0.014263208237213831,-0.026823784979169707,0.06837068440404215,0.08432551574322544,-0.026823784979169707,0.0913513169707838,0.10560963258875833,-0.026823784979169707,True,True,True
external,2020-01-11 20:35:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,-0.0031248546508069186,0.014958420950847096,-0.026156734777808444,0.06811522182428842,0.08506875169829065,-0.026156734777808444,0.09145187625918294,0.10636745744787635,-0.026156734777808444,True,True,True
external,2020-01-11 21:15:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,-0.003024036807547703,0.015218128549723486,-0.02590754772652426,0.06770169529707193,0.08534639913123221,-0.02590754772652426,0.09073457159682596,0.10665055479444496,-0.02590754772652426,True,True,True
external,2020-01-12 04:25:00+00:00,True,0,S0_5M,False,,,,,,,,,0.0,0.002726102118846052,0.013328983433306796,-0.0027199232835813936,0.06731223137513687,0.1021188461890179,-0.0047404024151832536,0.13095917767117204,0.13756064526812417,-0.0047404024151832536,True,True,True
external,2020-01-12 05:30:00+00:00,True,0,S0_5M,False,,,,,,,,,0.0,0.0010241370194030708,0.013018523414317196,-0.0030254662973678847,0.06835898411537533,0.1017811830573887,-0.005045326401980632,0.1296676063854758,0.13721212360802593,-0.005045326401980632,True,True,True
external,2020-01-12 08:25:00+00:00,True,0,S0_5M,False,,,,,,,,,0.0,-0.003122487450333833,0.009637109335080218,-0.008366444095038839,0.06688599596391409,0.09810348287864779,-0.008366444095038839,0.12168220317592437,0.13341615641002602,-0.008366444095038839,True,True,True
external,2020-01-12 12:05:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,-0.006725017409256573,0.00887564500372795,-0.009114330217302014,0.07821616021929523,0.09727529755679853,-0.009114330217302014,0.0653025519632473,0.13256133840887996,-0.009114330217302014,True,True,True
external,2020-01-12 12:55:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,-0.006839325012932718,0.007590102516149111,-0.01037694928749866,0.07656701764388574,0.09587711332808246,-0.01037694928749866,0.060758911950141714,0.13111819154779347,-0.01037694928749866,True,True,True
external,2020-01-12 13:15:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,-0.003330689928628061,0.008182259680701298,-0.009795351296190469,0.08577294997817653,0.09652115645882131,-0.009795351296190469,0.060608966674658316,0.13178294573643412,-0.009795351296190469,True,True,True
external,2020-01-12 15:25:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,-0.009880359522026372,0.00507316810093883,-0.012849002464880632,0.07849498872969796,0.09347057893440192,-0.012849002464880632,0.05936427896418639,0.1282926871121428,-0.012849002464880632,True,True,True
external,2020-01-12 16:05:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,-0.010888661174589642,0.0039017498497206926,-0.013999532328697106,0.06925208095365787,0.09219613301943053,-0.013999532328697106,0.060450800856499454,0.12697765584044318,-0.013999532328697106,True,True,True
external,2020-01-12 16:20:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,-0.007753315844958197,0.005172963298928579,-0.012750986785653007,0.07860697737135003,0.09357915124175653,-0.012750986785653007,0.0621809801662212,0.12840471695800337,-0.012750986785653007,True,True,True
external,2020-01-12 21:10:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,-0.00015349420344490383,0.0069219745985511505,-0.01103316334361959,0.08591868736669017,0.09548199021812143,-0.01103316334361959,0.06885135989724489,0.13036815277707836,-0.01103316334361959,True,True,True
external,2020-01-12 23:05:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,-0.004421905401365445,0.00470003577712319,-0.013215481202307422,0.08653040320327787,0.09306462916766733,-0.013215481202307422,0.05874432099430993,0.12787380967550632,-0.013215481202307422,True,True,True
external,2020-01-13 00:40:00+00:00,False,0,S0_5M,False,,,,,,,,,0.0,0.004017539092050715,0.0057680207805432815,-0.014126264814828482,0.06993235551181387,0.09205575100560903,-0.014126264814828482,0.0666676459571216,0.12683280329237445,-0.014126264814828482,True,True,True
external,2020-01-13 10:15:00+00:00,True,0,S0_5M,False,,,,,,,,,0.0,0.04874515234092036,0.05924985093602331,-0.00767741077104267,0.061609003956971,0.099032685664727,-0.00767741077104267,0.06632115033040464,0.13403192186583746,-0.00767741077104267,True,True,True
external,2020-01-13 10:35:00+00:00,True,0,S0_5M,False,,,,,,,,,0.0,0.04498947013004306,0.05955137455160253,-0.0073949385151712566,0.06693768707617109,0.09934553377013722,-0.0073949385151712566,0.06630552519343791,0.13435473277297239,-0.0073949385151712566,True,True,True
external,2020-01-13 11:00:00+00:00,True,0,S0_5M,False,,,,,,,,,0.0,0.0491668502521172,0.05822386922644274,-0.008638567221197269,0.06650182949567962,0.09796817059047247,-0.008638567221197269,0.06582123002662099,0.13293350678568738,-0.008638567221197269,True,True,True
