scope,reconciliation_ok,baseline_component_trades,baseline_parent_episodes,baseline_wr_raw,baseline_pf_raw,baseline_net_raw,baseline_max_drawdown_raw,baseline_max_loss_streak_raw,baseline_positive_day_rate_raw,baseline_positive_week_rate_raw,baseline_active_days_raw,baseline_active_weeks_raw,baseline_wr_stress,baseline_pf_stress,baseline_net_stress,baseline_max_drawdown_stress,baseline_max_loss_streak_stress,baseline_positive_day_rate_stress,baseline_positive_week_rate_stress,baseline_active_days_stress,baseline_active_weeks_stress,overlay_component_trades,overlay_parent_episodes,overlay_wr_raw,overlay_pf_raw,overlay_net_raw,overlay_max_drawdown_raw,overlay_max_loss_streak_raw,overlay_positive_day_rate_raw,overlay_positive_week_rate_raw,overlay_active_days_raw,overlay_active_weeks_raw,overlay_wr_stress,overlay_pf_stress,overlay_net_stress,overlay_max_drawdown_stress,overlay_max_loss_streak_stress,overlay_positive_day_rate_stress,overlay_positive_week_rate_stress,overlay_active_days_stress,overlay_active_weeks_stress,net_raw_up,net_stress_up,pf_raw_up,pf_stress_up,dd_raw_not_worse,dd_stress_not_worse,loss_streak_raw_not_worse,loss_streak_stress_not_worse,day_rate_raw_not_worse,day_rate_stress_not_worse,week_rate_raw_not_worse,week_rate_stress_not_worse,all_gates_pass
development,True,2043,1827,0.4003915810083211,1.2663035455283576,1069.201018716549,162.7908945401104,20,0.5102925243770314,0.5569620253164557,923,158,0.39255996084189915,1.1291700544047716,558.4510187165488,201.10662274226883,20,0.49404117009750814,0.5,923,158,2055,1827,0.4029197080291971,1.2728859546074383,1096.757873721403,162.79089454011032,13,0.5135427952329361,0.5632911392405063,923,158,0.39513381995133817,1.1347056215785445,583.0078737214028,201.10662274226917,13,0.49729144095341277,0.5063291139240507,923,158,True,True,True,True,True,False,True,True,True,True,True,True,False
external,True,931,806,0.37593984962406013,1.611315688749578,1407.8817945370774,167.0562035982813,13,0.5225,0.7205882352941176,400,68,0.3727175080558539,1.4799123441751996,1175.1317945370774,183.8062035982813,13,0.515,0.6323529411764706,400,68,940,806,0.3797872340425532,1.6233453850285455,1450.6236415374105,167.0562035982813,13,0.5275,0.6911764705882353,400,68,0.37659574468085105,1.4915063116156198,1215.6236415374105,183.80620359828126,13,0.52,0.6176470588235294,400,68,True,True,True,True,True,True,True,True,True,True,False,False,False
reference_validation,True,1113,974,0.4025157232704403,1.3489106254366778,562.749473428188,77.28161531819563,17,0.5112936344969199,0.6506024096385542,487,83,0.3926325247079964,1.1597163221529523,284.49947342818797,105.63322522873878,17,0.5010266940451745,0.5421686746987951,487,83,1120,974,0.4035714285714286,1.355661492440086,575.1197973478302,77.28161531819563,17,0.5154004106776181,0.6385542168674698,487,83,0.39375,1.1652224403823552,295.11979734783006,105.63322522873878,17,0.5030800821355236,0.5542168674698795,487,83,True,True,True,True,True,True,True,True,True,True,False,True,False
pooled,True,4087,3607,0.3954000489356496,1.3832905542935567,3039.832286681815,167.0562035982813,20,0.5132596685082873,0.6188925081433225,1810,307,0.3880597014925373,1.2359420428091072,2018.0822866818144,201.10662274226888,20,0.5005524861878453,0.5374592833876222,1810,307,4115,3607,0.39781287970838397,1.3921110603326112,3122.501312606644,167.0562035982813,17,0.5171270718232044,0.6123778501628665,1810,307,0.3905224787363305,1.2438146090754882,2093.7513126066433,201.10662274226888,17,0.5038674033149171,0.5407166123778502,1810,307,True,True,True,True,True,True,True,True,True,True,False,True,False
