role,partition,ref_min,hour,dev_block,execution_start,entry_ts,exit_ts,H,L,R,pnl,pnl_5bps,loss_class,mfe_R,mae_R,hold_min,entry_to_break_min,break_to_fail_min,latent_class,latent_target_recovered,latent_recovery_min,latent_target_visit,latent_target_visit_entry_eligible,post_exit_reclaim,reclaim_min,target_after_reclaim,reclaim_to_target_min,visit_count,break_ts,failure_ts,failure_close_ts,prebreak_last_close_distance_H_R,prebreak_return15_R,prebreak_return30_R,prebreak_return60_R,prebreak_range30_R,prebreak_range60_R,prebreak_upper80_close_fraction60,prebreak_nearH10_high_fraction60,break_close_excess_R,break_high_excess_R,break_body_R,break_range_R,break_upper_wick_R,break_lower_wick_R,break_close_location,fail_close_R,fail_low_R,fail_depth_below_H_R,fail_body_R,fail_range_R,fail_upper_wick_R,fail_lower_wick_R,fail_close_location,breakclose_to_failclose_drop_R,breakhigh_to_faillow_excursion_R,max_excess_H_by_fail_R,max_depth_H_by_fail_R,entry_to_failure_close_min
CENTRAL,development,360,15,2.0,2023-04-13 15:00:00+00:00,2023-04-14 01:45:00+00:00,2023-04-14 01:55:00+00:00,25.29,23.967,1.3230000000000004,-2.37247924080658,-2.62247924080658,L2_BREAK_FAST_FAIL_5M,0.0347694633408914,0.2328042328042326,10.0,0.0,5.0,TRUE_FAILURE_PROXY,False,,,False,True,190.0,False,,6,2023-04-14 01:45:00+00:00,2023-04-14 01:50:00+00:00,2023-04-14 01:55:00+00:00,0.045351473922901515,0.06273620559334991,0.19954648526077043,,0.28495842781556974,0.5207860922146635,0.3333333333333333,0.3333333333333333,0.00377928949357714,0.007558578987151595,0.04913076341647865,0.09070294784580571,0.0037792894935744547,0.0377928949357526,0.9583333333333419,-0.09070294784580303,-0.09977324263038387,0.09070294784580303,-0.0937263794406642,0.1345427059712753,0.03174603174603025,0.009070294784580839,0.06741573033708224,0.09448223733938017,0.10733182161753546,0.03476946334089143,0.09977324263038387,10.0
CENTRAL,development,360,15,2.0,2023-04-25 15:00:00+00:00,2023-04-25 17:55:00+00:00,2023-04-25 18:05:00+00:00,21.163,20.726,0.4370000000000011,-1.1576808581014175,-1.4076808581014175,L2_BREAK_FAST_FAIL_5M,0.2379862700228808,0.1990846681922185,10.0,0.0,5.0,LATENT_RECOVERABLE,True,120.0,2.0,True,True,5.0,True,115.0,2,2023-04-25 17:55:00+00:00,2023-04-25 18:00:00+00:00,2023-04-25 18:05:00+00:00,0.19221967963386594,0.20366132723112576,0.5034324942791724,,0.6704805491990894,0.6842105263157947,0.25,0.08333333333333333,0.07780320366132457,0.17620137299770705,0.27002288329519053,0.37528604118992565,0.0983981693363825,0.006864988558352645,0.7378048780487817,-0.10983981693364232,-0.13272311212814572,0.10983981693364232,-0.1876430205949669,0.3707093821510266,0.1601830663615563,0.022883295194503397,0.061728395061716484,0.1876430205949669,0.3089244851258528,0.23798627002288086,0.1990846681922186,10.0
CENTRAL,development,360,15,2.0,2023-04-30 15:00:00+00:00,2023-04-30 15:00:00+00:00,2023-04-30 15:10:00+00:00,23.68,23.325,0.3550000000000004,-0.3378378378378066,-0.5878378378378066,L2_BREAK_FAST_FAIL_5M,0.3352112676056327,0.2985915492957689,10.0,0.0,5.0,LATENT_RECOVERABLE,True,5.0,1.0,False,True,0.0,True,5.0,2,2023-04-30 15:00:00+00:00,2023-04-30 15:05:00+00:00,2023-04-30 15:10:00+00:00,0.29577464788732477,0.25352112676056265,0.5605633802816841,,0.6591549295774689,0.6788732394366179,0.0,0.0,0.10140845070422908,0.33521126760563275,0.399999999999998,0.6338028169014017,0.2338028169014037,0.0,0.6311111111111147,-0.04225352112676212,-0.12112676056337805,0.04225352112676212,-0.14084507042253705,0.30140845070422306,0.08169014084507008,0.07887323943661594,0.26168224299064363,0.1436619718309912,0.4563380281690108,0.33521126760563275,0.2985915492957689,10.0
CENTRAL,development,360,15,2.0,2023-05-02 15:00:00+00:00,2023-05-02 15:40:00+00:00,2023-05-02 15:50:00+00:00,22.269,21.75,0.5189999999999984,-0.9205622165341376,-1.1705622165341376,L2_BREAK_FAST_FAIL_5M,0.0443159922928772,0.2292870905587671,10.0,0.0,5.0,TRUE_FAILURE_PROXY,False,,,False,True,175.0,False,,5,2023-05-02 15:40:00+00:00,2023-05-02 15:45:00+00:00,2023-05-02 15:50:00+00:00,0.10019267822735986,0.16184971098265877,0.314065510597304,,0.33526011560693647,0.48747591522158173,0.3333333333333333,0.25,0.042389210019271845,0.04431599229287729,0.14065510597302627,0.15221579961464524,0.0019267822736054438,0.009633911368013528,0.9873417721518833,-0.08092485549132596,-0.09248554913294493,0.08092485549132596,-0.12138728323699235,0.1368015414258222,0.0038535645472108876,0.011560693641618972,0.08450704225352254,0.1233140655105978,0.1368015414258222,0.04431599229287729,0.10789980732176795,10.0
CENTRAL,development,360,15,2.0,2023-05-05 15:00:00+00:00,2023-05-05 16:00:00+00:00,2023-05-05 16:10:00+00:00,22.481,21.5,0.9810000000000016,-1.2454961967884317,-1.4954961967884317,L2_BREAK_FAST_FAIL_5M,0.075433231396532,0.1763506625891962,10.0,0.0,5.0,LATENT_RECOVERABLE,True,220.0,3.0,True,True,5.0,True,215.0,3,2023-05-05 16:00:00+00:00,2023-05-05 16:05:00+00:00,2023-05-05 16:10:00+00:00,0.17533129459734995,0.05402650356778872,0.006116207951070558,,0.12436289500509652,0.25280326197757463,0.25,0.16666666666666666,0.005096839959224258,0.07543323139653205,0.18144750254842051,0.2517838939857283,0.0703363914373078,0.0,0.7206477732793559,-0.0581039755351703,-0.061162079510705576,0.0581039755351703,-0.06218144750254826,0.10295616717634956,0.03771661569826602,0.003058103975535279,0.029702970297031096,0.06320081549439456,0.13659531090723764,0.07543323139653205,0.17635066258919627,10.0
CENTRAL,development,360,15,2.0,2023-05-16 15:00:00+00:00,2023-05-17 01:45:00+00:00,2023-05-17 01:55:00+00:00,21.062,20.629,0.4329999999999998,-1.0682746177951286,-1.3182746177951286,L2_BREAK_FAST_FAIL_5M,0.0184757505773651,0.1778290993071634,10.0,0.0,5.0,TRUE_FAILURE_PROXY,False,,,False,False,,False,,2,2023-05-17 01:45:00+00:00,2023-05-17 01:50:00+00:00,2023-05-17 01:55:00+00:00,0.14549653579677232,0.38106235565819685,0.3787528868360231,,0.568129330254047,0.928406466512705,0.16666666666666666,0.16666666666666666,0.01847575057736518,0.01847575057736518,0.16397228637413752,0.19630484988452862,0.0,0.03233256351039112,1.0,-0.10623556581986825,-0.12702078521939894,0.10623556581986825,-0.1224018475750597,0.1431870669745904,0.0,0.0207852193995307,0.14516129032253444,0.12471131639723343,0.14549653579676414,0.01847575057736518,0.17782909930716345,10.0
CENTRAL,development,360,15,2.0,2023-05-31 15:00:00+00:00,2023-05-31 22:45:00+00:00,2023-05-31 23:00:00+00:00,20.77,20.32,0.4499999999999993,-0.0962927298989169,-0.3462927298989169,L2_BREAK_FAST_FAIL_5M,0.0644444444444443,0.1333333333333307,15.0,5.0,5.0,LATENT_RECOVERABLE,True,85.0,4.0,True,True,5.0,True,80.0,4,2023-05-31 22:50:00+00:00,2023-05-31 22:55:00+00:00,2023-05-31 23:00:00+00:00,0.01333333333333386,0.040000000000001576,0.028888888888884766,,0.1444444444444475,0.33777777777778056,0.6666666666666666,0.5833333333333334,0.008888888888891871,0.06444444444444436,0.020000000000000788,0.07777777777777822,0.055555555555552485,0.0022222222222249414,0.2857142857143292,-0.00666666666666693,-0.1333333333333307,0.00666666666666693,-0.0155555555555588,0.16666666666666535,0.024444444444442777,0.12666666666666376,0.7599999999999887,0.0155555555555588,0.19777777777777505,0.06444444444444436,0.1333333333333307,15.0
CENTRAL,development,360,15,2.0,2023-06-03 15:00:00+00:00,2023-06-03 15:55:00+00:00,2023-06-03 16:10:00+00:00,21.238,21.083,0.1550000000000011,-0.5650249552688891,-0.8150249552688891,L2_BREAK_FAST_FAIL_5M,0.3032258064516145,0.3806451612903265,15.0,5.0,5.0,LATENT_RECOVERABLE,True,20.0,1.0,False,True,0.0,True,20.0,3,2023-06-03 16:00:00+00:00,2023-06-03 16:05:00+00:00,2023-06-03 16:10:00+00:00,0.0,0.5161290322580498,0.40645161290321535,,0.6193548387096736,1.0709677419354786,0.08333333333333333,0.08333333333333333,0.012903225806444369,0.30322580645161457,0.006451612903210724,0.3225806451612926,0.2903225806451702,0.02580645161291166,0.09999999999997869,-0.16129032258063483,-0.19999999999999088,0.16129032258063483,-0.18064516129031286,0.2387096774193469,0.019354838709678013,0.03870967741935603,0.16216216216217255,0.1741935483870792,0.5032258064516054,0.30322580645161457,0.38064516129032666,15.0
CENTRAL,development,360,15,2.0,2023-06-27 15:00:00+00:00,2023-06-27 21:35:00+00:00,2023-06-27 21:45:00+00:00,16.83,16.5,0.3299999999999983,-0.2376708259060889,-0.4876708259060889,L2_BREAK_FAST_FAIL_5M,0.3272727272727306,0.1181818181818125,10.0,0.0,5.0,TRUE_FAILURE_PROXY,False,,,False,True,0.0,False,,1,2023-06-27 21:35:00+00:00,2023-06-27 21:40:00+00:00,2023-06-27 21:45:00+00:00,0.09393939393939081,0.24242424242423852,0.3969696969696997,,0.4484848484848499,0.5333333333333312,0.08333333333333333,0.08333333333333333,0.012121212121216232,0.11818181818182327,0.1030303030303003,0.23636363636363578,0.10606060606060703,0.027272727272728448,0.551282051282046,-0.0242424242424217,-0.1181818181818125,0.0242424242424217,-0.03333333333333118,0.13030303030302873,0.0030303030303067495,0.09393939393939081,0.7209302325581242,0.03636363636363793,0.23636363636363578,0.11818181818182327,0.1181818181818125,10.0
CENTRAL,development,360,15,3.0,2023-07-10 15:00:00+00:00,2023-07-10 18:40:00+00:00,2023-07-10 18:50:00+00:00,21.3,20.494,0.8060000000000009,-1.220657276995274,-1.470657276995274,L2_BREAK_FAST_FAIL_5M,0.0769230769230738,0.0880893300248156,10.0,0.0,5.0,LATENT_RECOVERABLE,True,70.0,1.0,False,True,0.0,True,70.0,5,2023-07-10 18:40:00+00:00,2023-07-10 18:45:00+00:00,2023-07-10 18:50:00+00:00,0.08436724565756987,0.1228287841191068,0.3200992555831251,,0.34615384615384565,0.34615384615384565,0.25,0.16666666666666666,0.01736972704714557,0.07692307692307387,0.10173697270471543,0.16501240694788954,0.0595533498759283,0.003722084367245794,0.6390977443609129,-0.0645161290322575,-0.08312655086848647,0.0645161290322575,-0.08188585607940306,0.13895781637716897,0.03846153846153694,0.01861042183622897,0.1339285714285785,0.08188585607940306,0.16004962779156034,0.07692307692307387,0.08808933002481566,10.0
CENTRAL,development,360,15,3.0,2023-08-16 15:00:00+00:00,2023-08-16 18:20:00+00:00,2023-08-16 18:45:00+00:00,23.565,22.904,0.6610000000000014,-0.1060895395714744,-0.3560895395714745,L2_BREAK_FAST_FAIL_5M,0.0847201210287402,0.1255673222390344,25.0,15.0,5.0,TRUE_FAILURE_PROXY,False,,,False,False,,False,,1,2023-08-16 18:35:00+00:00,2023-08-16 18:40:00+00:00,2023-08-16 18:45:00+00:00,0.019667170953103857,0.10590015128593062,0.166414523449318,,0.37670196671709266,0.41301059001512724,0.4166666666666667,0.25,0.024205748865352806,0.04689863842662442,0.04538577912254323,0.0892586989409999,0.022692889561271613,0.02118003025718505,0.7457627118644017,-0.0075642965204274545,-0.04689863842662979,0.0075642965204274545,-0.030257186081693695,0.13161875945537,0.06202723146747396,0.039334341906202344,0.29885057471264226,0.03177004538578026,0.09379727685325422,0.0847201210287402,0.12556732223903447,25.0
CENTRAL,development,360,15,3.0,2023-08-23 15:00:00+00:00,2023-08-23 15:55:00+00:00,2023-08-23 16:10:00+00:00,20.924,20.283,0.6409999999999982,-0.1194800229401549,-0.3694800229401549,L2_BREAK_FAST_FAIL_5M,0.215288611544465,0.0811232449297967,15.0,5.0,5.0,LATENT_RECOVERABLE,True,5.0,1.0,False,True,0.0,True,5.0,1,2023-08-23 16:00:00+00:00,2023-08-23 16:05:00+00:00,2023-08-23 16:10:00+00:00,0.03588143525740991,0.14352574102963964,0.17004680187207255,,0.3525741029641181,0.42433697347893795,0.6666666666666666,0.16666666666666666,0.0015600624024980107,0.04836193447737737,0.03744149765990792,0.11388455538221068,0.046801872074879354,0.029641185647423407,0.5890410958904263,-0.007800312012478969,-0.056162246489856335,0.007800312012478969,-0.007800312012478969,0.0748829953198103,0.01872074882995396,0.04836193447737737,0.6458333333333318,0.00936037441497698,0.1045241809672337,0.11856474258970472,0.08112324492979679,15.0
CENTRAL,development,360,15,3.0,2023-08-26 15:00:00+00:00,2023-08-26 15:00:00+00:00,2023-08-26 15:10:00+00:00,20.366,20.173,0.1930000000000014,-0.4173622704507496,-0.6673622704507496,L2_BREAK_FAST_FAIL_5M,0.093264248704666,0.1761658031088014,10.0,0.0,5.0,TRUE_FAILURE_PROXY,False,,,False,True,60.0,False,,5,2023-08-26 15:00:00+00:00,2023-08-26 15:05:00+00:00,2023-08-26 15:10:00+00:00,0.005181347150265362,0.29015544041449215,0.637305699481848,,0.6373056994818664,0.6891191709844464,0.16666666666666666,0.16666666666666666,0.005181347150265362,0.09326424870466607,0.010362694300530724,0.1658031088082891,0.08808290155440071,0.06735751295335766,0.4687500000000173,-0.08808290155440071,-0.17616580310880142,0.08808290155440071,-0.09326424870466607,0.1917098445595791,0.010362694300512317,0.08808290155440071,0.4594594594594569,0.09326424870466607,0.2694300518134675,0.09326424870466607,0.17616580310880142,10.0
CENTRAL,development,360,15,3.0,2023-09-23 15:00:00+00:00,2023-09-24 00:20:00+00:00,2023-09-24 00:35:00+00:00,19.52,19.341,0.1789999999999985,-0.5379098360656087,-0.7879098360656087,L2_BREAK_FAST_FAIL_5M,0.2513966480447044,0.2458100558659265,15.0,5.0,5.0,LATENT_RECOVERABLE,True,45.0,2.0,True,True,35.0,True,10.0,4,2023-09-24 00:25:00+00:00,2023-09-24 00:30:00+00:00,2023-09-24 00:35:00+00:00,0.05586592178769885,0.09497206703912378,0.2513966480447044,,0.5139664804469247,0.8044692737430144,0.4166666666666667,0.3333333333333333,0.13966480446928684,0.14525139664804482,0.2011173184357635,0.24581005586592655,0.005586592178757977,0.03910614525140507,0.9772727272727805,-0.12290502793295335,-0.134078212290509,0.12290502793295335,-0.26815642458099814,0.3854748603352134,0.10614525139665958,0.01117318435755565,0.02898550724641114,0.2625698324022402,0.2793296089385538,0.2513966480447044,0.134078212290509,15.0
CENTRAL,development,360,15,3.0,2023-09-25 15:00:00+00:00,2023-09-25 16:15:00+00:00,2023-09-25 16:25:00+00:00,19.666,19.401,0.2650000000000005,-0.9152852639072728,-1.1652852639072728,L2_BREAK_FAST_FAIL_5M,0.2415094339622638,0.2037735849056676,10.0,0.0,5.0,TRUE_FAILURE_PROXY,False,,,False,False,,False,,1,2023-09-25 16:15:00+00:00,2023-09-25 16:20:00+00:00,2023-09-25 16:25:00+00:00,0.045283018867926156,0.3584905660377309,0.3245283018867863,,0.4792452830188628,0.7811320754716994,0.25,0.08333333333333333,0.16981132075470967,0.2415094339622639,0.21509433962263583,0.3849056603773589,0.07169811320755422,0.09811320754716887,0.8137254901960603,-0.13584905660377847,-0.13584905660377847,0.13584905660377847,-0.30566037735848817,0.31320754716981813,0.0075471698113299636,0.0,0.0,0.30566037735848817,0.37735849056604237,0.2415094339622639,0.14339622641509503,10.0
CENTRAL,development,360,15,3.0,2023-09-30 15:00:00+00:00,2023-09-30 15:45:00+00:00,2023-09-30 15:55:00+00:00,21.49,20.24,1.25,-1.442531409958092,-1.692531409958092,L2_BREAK_FAST_FAIL_5M,0.1256,0.1071999999999974,10.0,0.0,5.0,TRUE_FAILURE_PROXY,False,,,False,True,10.0,False,,4,2023-09-30 15:45:00+00:00,2023-09-30 15:50:00+00:00,2023-09-30 15:55:00+00:00,0.0695999999999998,0.03439999999999941,0.05199999999999818,,0.16159999999999855,0.39519999999999983,0.9166666666666666,0.75,0.016800000000000637,0.12560000000000002,0.08719999999999857,0.2127999999999986,0.10879999999999938,0.016800000000000637,0.48872180451127767,-0.048799999999999955,-0.0711999999999989,0.048799999999999955,-0.06640000000000157,0.09279999999999973,0.003999999999999204,0.022399999999998955,0.24137931034481702,0.06560000000000059,0.19679999999999892,0.12560000000000002,0.08719999999999857,10.0
CENTRAL,development,360,15,3.0,2023-10-06 15:00:00+00:00,2023-10-06 15:45:00+00:00,2023-10-06 15:55:00+00:00,23.562,22.666,0.8960000000000008,-2.631355572532079,-2.88135557253208,L2_BREAK_FAST_FAIL_5M,0.1138392857142859,0.1875000000000029,10.0,0.0,5.0,TRUE_FAILURE_PROXY,False,,,False,True,10.0,False,,8,2023-10-06 15:45:00+00:00,2023-10-06 15:50:00+00:00,2023-10-06 15:55:00+00:00,0.1595982142857149,0.14397321428571566,0.1897321428571446,,0.4051339285714277,0.5468749999999978,0.08333333333333333,0.08333333333333333,0.007812499999997646,0.024553571428569693,0.16629464285713977,0.21205357142857267,0.01674107142857205,0.02901785714286086,0.9210526315789449,-0.13727678571428684,-0.14620535714285726,0.13727678571428684,-0.14508928571428448,0.26004464285714324,0.10602678571428832,0.008928571428570438,0.034334763948493996,0.14508928571428448,0.17075892857142697,0.11383928571428596,0.18750000000000297,10.0
CENTRAL,development,360,15,3.0,2023-10-08 15:00:00+00:00,2023-10-08 16:00:00+00:00,2023-10-08 16:10:00+00:00,23.52,23.046,0.4740000000000002,-0.7440476190476164,-0.9940476190476164,L2_BREAK_FAST_FAIL_5M,0.0632911392405087,0.1962025316455694,10.0,0.0,5.0,TRUE_FAILURE_PROXY,False,,,False,False,,False,,1,2023-10-08 16:00:00+00:00,2023-10-08 16:05:00+00:00,2023-10-08 16:10:00+00:00,0.10126582278480642,0.14345991561181723,0.26160337552743096,,0.3628691983122374,0.3628691983122374,0.16666666666666666,0.08333333333333333,0.01898734177215261,0.03375527426160714,0.12025316455695903,0.22362869198312574,0.014767932489454528,0.08860759493671218,0.9339622641509308,-0.07383966244725765,-0.13713080168776634,0.07383966244725765,-0.09282700421941026,0.20042194092827506,0.04430379746835609,0.0632911392405087,0.31578947368421445,0.09282700421941026,0.1708860759493735,0.0632911392405087,0.1898734177215186,10.0
CENTRAL,development,360,15,3.0,2023-10-13 15:00:00+00:00,2023-10-13 20:00:00+00:00,2023-10-13 20:10:00+00:00,21.6,21.29,0.3100000000000023,-0.092592592592644,-0.3425925925926441,L2_BREAK_FAST_FAIL_5M,0.0741935483870952,0.1677419354838799,10.0,0.0,5.0,LATENT_RECOVERABLE,True,40.0,2.0,True,True,30.0,True,10.0,2,2023-10-13 20:00:00+00:00,2023-10-13 20:05:00+00:00,2023-10-13 20:10:00+00:00,0.11935483870968489,0.15161290322580726,-0.012903225806455827,,0.20645161290322447,0.23225806451612466,0.75,0.5833333333333334,0.022580645161283372,0.07419354838709522,0.14516129032257363,0.24193548387097513,0.05161290322581185,0.04516129032258966,0.7866666666666509,-0.016129032258072648,-0.04516129032258966,0.016129032258072648,-0.03548387096775066,0.09677419354839005,0.03225806451612238,0.029032258064517015,0.3,0.03870967741935602,0.11935483870968489,0.07419354838709522,0.16774193548387992,10.0
CENTRAL,development,360,15,3.0,2023-11-01 15:00:00+00:00,2023-11-01 15:05:00+00:00,2023-11-01 15:15:00+00:00,40.872,38.361,2.511000000000003,-1.3945977686435351,-1.6445977686435351,L2_BREAK_FAST_FAIL_5M,0.4488251692552772,0.1501393866985272,10.0,0.0,5.0,LATENT_RECOVERABLE,True,120.0,2.0,True,True,0.0,True,120.0,2,2023-11-01 15:05:00+00:00,2023-11-01 15:10:00+00:00,2023-11-01 15:15:00+00:00,0.055754679410593554,0.19115890083631873,0.09796893667861488,,0.4030266825965748,0.5272799681401819,0.5,0.4166666666666667,0.024293110314615642,0.44882516925527727,0.0808442851453615,0.5615292712066914,0.4245320589406616,0.05615292712066829,0.24397163120567397,-0.04500199123855015,-0.15013938669852728,0.04500199123855015,-0.06849860613301348,0.22500995619275357,0.05137395459976294,0.10513739545997715,0.46725663716814275,0.06929510155316579,0.5989645559538046,0.44882516925527727,0.15013938669852728,10.0
CENTRAL,development,360,15,3.0,2023-11-03 15:00:00+00:00,2023-11-04 01:40:00+00:00,2023-11-04 01:50:00+00:00,40.315,38.1,2.2149999999999963,-1.785935755922119,-2.035935755922119,L2_BREAK_FAST_FAIL_5M,0.1051918735891668,0.1304740406320518,10.0,0.0,5.0,LATENT_RECOVERABLE,True,125.0,2.0,True,True,0.0,True,125.0,2,2023-11-04 01:40:00+00:00,2023-11-04 01:45:00+00:00,2023-11-04 01:50:00+00:00,0.10790067720090185,0.09571106094808292,0.18645598194131127,,0.2347629796839715,0.4383747178329563,0.16666666666666666,0.0,0.008126410835214768,0.06546275395034012,0.11557562076749466,0.19593679458239197,0.05733634311512535,0.02302483069977197,0.7073732718893936,-0.06365688487584581,-0.09616252821670489,0.06365688487584581,-0.07178329571106058,0.1485327313769757,0.04424379232505605,0.03250564334085907,0.2188449848024395,0.07178329571106058,0.161625282167045,0.06546275395034012,0.13047404063205184,10.0
CENTRAL,development,360,15,3.0,2023-11-04 15:00:00+00:00,2023-11-05 02:05:00+00:00,2023-11-05 02:15:00+00:00,42.785,41.197,1.587999999999994,-0.5609442561644862,-0.8109442561644862,L2_BREAK_FAST_FAIL_5M,0.0698992443324966,0.3217884130982353,10.0,0.0,5.0,TRUE_FAILURE_PROXY,False,,,False,True,5.0,False,,2,2023-11-05 02:05:00+00:00,2023-11-05 02:10:00+00:00,2023-11-05 02:15:00+00:00,0.293450881612088,0.11397984886650199,0.18010075566750783,,0.21536523929471035,0.2764483627204041,0.0,0.0,0.038413098236775925,0.06989924433249661,0.3324937027707813,0.39168765743073186,0.03148614609572069,0.02770780856422991,0.919614147909961,-0.02959697732997306,-0.07808564231737763,0.02959697732997306,-0.06738035264483609,0.14042821158690164,0.024559193954660972,0.048488664987404576,0.34529147982062125,0.06801007556674898,0.14798488664987425,0.06989924433249661,0.32178841309823525,10.0
CENTRAL,development,360,15,3.0,2023-11-19 15:00:00+00:00,2023-11-19 23:05:00+00:00,2023-11-19 23:15:00+00:00,61.8,59.087,2.712999999999994,-0.2669902912620925,-0.5169902912620925,L2_BREAK_FAST_FAIL_5M,0.129377073350537,0.1334316255068174,10.0,0.0,5.0,TRUE_FAILURE_PROXY,False,,,False,True,0.0,False,,1,2023-11-19 23:05:00+00:00,2023-11-19 23:10:00+00:00,2023-11-19 23:15:00+00:00,0.07777368227054884,0.3158864725396245,0.2823442683376336,,0.40398083302617255,0.40398083302617255,0.08333333333333333,0.08333333333333333,0.060081091043127234,0.07371913011426587,0.13785477331367607,0.20715075562108326,0.013638039071138636,0.055657943236268555,0.9341637010676171,-0.012532252119424622,-0.03501658680427537,0.012532252119424622,-0.07113896056026738,0.1643936601548124,0.0707703649096943,0.022484334684850747,0.1367713004484288,0.07261334316255186,0.10873571691854124,0.12937707335053705,0.1334316255068174,10.0
CENTRAL,development,360,15,3.0,2023-11-26 15:00:00+00:00,2023-11-26 20:45:00+00:00,2023-11-26 20:55:00+00:00,58.48,56.663,1.817,-2.7359781121751303,-2.9859781121751308,L2_BREAK_FAST_FAIL_5M,0.1535498073747955,0.5019262520638409,10.0,0.0,5.0,TRUE_FAILURE_PROXY,False,,,False,False,,False,,1,2023-11-26 20:45:00+00:00,2023-11-26 20:50:00+00:00,2023-11-26 20:55:00+00:00,0.4722069345074282,0.20473307649972478,0.31590533847000446,,0.3494771601540991,0.44799119427627965,0.0,0.0,0.0990643918547054,0.15354980737479554,0.5712713263621336,0.6554760594386365,0.054485415520090126,0.029719317556412796,0.9168765743073019,-0.17556411667583682,-0.20363236103467114,0.17556411667583682,-0.2746285085305422,0.31865712713263655,0.015960374243260026,0.028068244358834305,0.08808290155440739,0.2746285085305422,0.35718216840946665,0.15354980737479554,0.501926252063841,10.0
CENTRAL,development,360,15,3.0,2023-12-03 15:00:00+00:00,2023-12-03 22:35:00+00:00,2023-12-03 22:45:00+00:00,63.956,62.446,1.5100000000000051,-5.175433110263361,-5.425433110263361,L2_BREAK_FAST_FAIL_5M,0.0761589403973473,0.5781456953642395,10.0,0.0,5.0,LATENT_RECOVERABLE,True,170.0,3.0,True,True,20.0,True,150.0,4,2023-12-03 22:35:00+00:00,2023-12-03 22:40:00+00:00,2023-12-03 22:45:00+00:00,0.23377483443708633,0.1403973509933792,0.3052980132450311,,0.3708609271523181,0.5754966887417198,0.0,0.0,0.015231788079467587,0.07615894039734734,0.2483443708609263,0.3304635761589361,0.06092715231787976,0.021192052980130046,0.8156312625250508,-0.4384105960264926,-0.5781456953642395,0.4384105960264926,-0.44966887417218526,0.5960264900662222,0.006622516556290051,0.1397350993377469,0.23444444444444318,0.45364238410596025,0.6543046357615869,0.07615894039734734,0.5781456953642395,10.0
CENTRAL,development,360,15,3.0,2023-12-21 15:00:00+00:00,2023-12-21 16:05:00+00:00,2023-12-21 16:15:00+00:00,88.89,85.183,3.7069999999999936,-1.5131060861739432,-1.7631060861739432,L2_BREAK_FAST_FAIL_5M,0.2160776908551398,0.3193957377933638,10.0,0.0,5.0,LATENT_RECOVERABLE,True,65.0,1.0,False,True,0.0,True,65.0,1,2023-12-21 16:05:00+00:00,2023-12-21 16:10:00+00:00,2023-12-21 16:15:00+00:00,0.31777717831130275,0.07067709738332908,0.08092797410304765,,0.24925816023739092,0.5057998381440527,0.0,0.0,0.05314270299433587,0.2160776908551398,0.37091988130563863,0.5354734286485036,0.16293498786080396,0.0016185594820610299,0.6957178841309827,-0.0728351766927425,-0.08605341246290886,0.0728351766927425,-0.12570811977340027,0.17507418397626168,0.03614782843269505,0.013218235770166354,0.0755007704160347,0.12597787968707838,0.3021311033180487,0.2160776908551398,0.3193957377933638,10.0
CENTRAL,development,360,15,3.0,2023-12-25 15:00:00+00:00,2023-12-25 15:00:00+00:00,2023-12-25 15:10:00+00:00,119.603,109.625,9.977999999999994,-1.7558088007825212,-2.005808800782521,L2_BREAK_FAST_FAIL_5M,0.0806774904790546,0.1606534375626373,10.0,0.0,5.0,LATENT_RECOVERABLE,True,30.0,2.0,True,True,10.0,True,20.0,7,2023-12-25 15:00:00+00:00,2023-12-25 15:05:00+00:00,2023-12-25 15:10:00+00:00,0.02194828622970477,0.2550611344958913,0.38785327720986235,,0.4454800561234712,0.5709561034275398,0.16666666666666666,0.08333333333333333,0.05462016436159571,0.08067749047905465,0.07646823010623285,0.18861495289637262,0.026057326117458937,0.08608939667268083,0.8618490967056299,-0.04199238324313461,-0.10553217077570634,0.04199238324313461,-0.09591100420926121,0.17939466827019515,0.019943876528362214,0.06353978753257172,0.3541899441340772,0.09661254760473033,0.186209661254761,0.08067749047905465,0.10793746241731798,10.0
CENTRAL,development,360,15,3.0,2023-12-30 15:00:00+00:00,2023-12-30 15:50:00+00:00,2023-12-30 16:05:00+00:00,104.33,100.698,3.632000000000005,-0.8243074858621524,-1.0743074858621524,L2_BREAK_FAST_FAIL_5M,0.072136563876652,0.2720264317180612,15.0,5.0,5.0,TRUE_FAILURE_PROXY,False,,,False,True,10.0,False,,3,2023-12-30 15:55:00+00:00,2023-12-30 16:00:00+00:00,2023-12-30 16:05:00+00:00,0.03827092511013095,0.36921806167401056,0.427863436123348,,0.52863436123348,0.5333149779735669,0.4166666666666667,0.4166666666666667,0.0011013215859044282,0.018997797356828886,0.03964757709251246,0.17373348017621126,0.017896475770924458,0.11618942731277436,0.8969889064976264,-0.04735682819383172,-0.09884361233480016,0.04735682819383172,-0.046255506607927294,0.17098017621145217,0.07323788546255644,0.05148678414096843,0.30112721417069094,0.04845814977973615,0.11784140969162904,0.072136563876652,0.2720264317180612,15.0
