rule,source_tf,level_type,role,mode,signal_i,signal_ts,side,level,instance,week,entry_ts,exit_ts,entry,tp,sl,reason,net_ret,hours,route,selector,partition,rrank
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,19274,2022-03-14 02:00:00+00:00,SHORT,38087.875,H1|VAH|2022-03-14T01:00:00+00:00|RESISTANCE,2022-W11,2022-03-14 03:00:00+00:00,2022-03-14 04:00:00+00:00,38025.1,37587.81135,38348.31335,SL,-0.009999999999999952,2,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,19444,2022-03-21 04:00:00+00:00,SHORT,40849.27916666667,H1|VAH|2022-03-21T03:00:00+00:00|RESISTANCE,2022-W12,2022-03-21 05:00:00+00:00,2022-03-21 08:00:00+00:00,40840.8,40371.130800000006,41187.9468,SL,-0.009999999999999952,4,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,19613,2022-03-28 05:00:00+00:00,SHORT,47098.57916666666,H1|VAH|2022-03-28T04:00:00+00:00|RESISTANCE,2022-W13,2022-03-28 06:00:00+00:00,2022-03-28 13:00:00+00:00,47069.3,46528.00305000001,47469.38905,SL,-0.009999999999999952,8,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,19779,2022-04-04 03:00:00+00:00,SHORT,46000.768749999996,H1|VAH|2022-04-04T02:00:00+00:00|RESISTANCE,2022-W14,2022-04-04 04:00:00+00:00,2022-04-04 17:00:00+00:00,45990.3,45461.411550000004,46381.21755,TP,0.009999999999999955,14,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,19945,2022-04-11 01:00:00+00:00,SHORT,42237.518749999996,H1|VAH|2022-04-11T00:00:00+00:00|RESISTANCE,2022-W15,2022-04-11 02:00:00+00:00,2022-04-11 09:00:00+00:00,42150.0,41665.275,42508.275,TP,0.009999999999999955,8,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,20112,2022-04-18 00:00:00+00:00,SHORT,39738.80208333333,H1|VAH|2022-04-17T23:00:00+00:00|RESISTANCE,2022-W16,2022-04-18 01:00:00+00:00,2022-04-18 04:00:00+00:00,39707.7,39251.06145,40045.215449999996,TP,0.009999999999999955,4,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,20285,2022-04-25 05:00:00+00:00,SHORT,39179.62291666667,H1|VAH|2022-04-25T04:00:00+00:00|RESISTANCE,2022-W17,2022-04-25 06:00:00+00:00,2022-04-25 07:00:00+00:00,38956.4,38508.4014,39287.5294,TP,0.009999999999999955,2,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,20454,2022-05-02 06:00:00+00:00,SHORT,38962.316666666666,H1|VAH|2022-05-02T05:00:00+00:00|RESISTANCE,2022-W18,2022-05-02 07:00:00+00:00,2022-05-02 11:00:00+00:00,38913.1,38465.59935,39243.86135,TP,0.010000000000000066,5,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,20617,2022-05-09 01:00:00+00:00,SHORT,34133.61875,H1|VAH|2022-05-09T00:00:00+00:00|RESISTANCE,2022-W19,2022-05-09 02:00:00+00:00,2022-05-09 02:00:00+00:00,34050.1,33658.52385,34339.52585,TP,0.010000000000000066,1,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,20788,2022-05-16 04:00:00+00:00,SHORT,30379.425,H1|VAH|2022-05-16T03:00:00+00:00|RESISTANCE,2022-W20,2022-05-16 05:00:00+00:00,2022-05-16 06:00:00+00:00,30313.4,29964.795900000005,30571.0639,TP,0.009999999999999844,2,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,20952,2022-05-23 00:00:00+00:00,SHORT,30360.80625,H1|VAH|2022-05-22T23:00:00+00:00|RESISTANCE,2022-W21,2022-05-23 01:00:00+00:00,2022-05-23 06:00:00+00:00,30267.2,29919.127200000003,30524.4712,SL,-0.009999999999999952,6,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,21127,2022-05-30 07:00:00+00:00,SHORT,30705.22708333333,H1|VAH|2022-05-30T06:00:00+00:00|RESISTANCE,2022-W22,2022-05-30 08:00:00+00:00,2022-05-30 12:00:00+00:00,30625.3,30273.10905,30885.615049999997,SL,-0.009999999999999952,5,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,21293,2022-06-06 05:00:00+00:00,SHORT,31259.06875,H1|VAH|2022-06-06T04:00:00+00:00|RESISTANCE,2022-W23,2022-06-06 06:00:00+00:00,2022-06-06 06:00:00+00:00,31158.3,30799.97955,31423.145549999997,SL,-0.009999999999999952,1,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,21460,2022-06-13 04:00:00+00:00,SHORT,25443.52291666667,H1|VAH|2022-06-13T03:00:00+00:00|RESISTANCE,2022-W24,2022-06-13 05:00:00+00:00,2022-06-13 05:00:00+00:00,25373.8,25082.0013,25589.4773,SL,-0.009999999999999952,1,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,21628,2022-06-20 04:00:00+00:00,SHORT,20036.3375,H1|VAH|2022-06-20T03:00:00+00:00|RESISTANCE,2022-W25,2022-06-20 05:00:00+00:00,2022-06-20 05:00:00+00:00,19850.1,19621.82385,20018.825849999997,SL,-0.009999999999999952,1,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,21802,2022-06-27 10:00:00+00:00,SHORT,21457.4625,H1|VAH|2022-06-27T09:00:00+00:00|RESISTANCE,2022-W26,2022-06-27 11:00:00+00:00,2022-06-27 12:00:00+00:00,21428.2,21181.775700000002,21610.3397,TP,0.009999999999999955,2,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,21960,2022-07-04 00:00:00+00:00,SHORT,19296.177083333336,H1|VAH|2022-07-03T23:00:00+00:00|RESISTANCE,2022-W27,2022-07-04 01:00:00+00:00,2022-07-04 09:00:00+00:00,19254.9,19033.468650000003,19418.56665,SL,-0.009999999999999952,9,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,22131,2022-07-11 03:00:00+00:00,SHORT,20551.82083333333,H1|VAH|2022-07-11T02:00:00+00:00|RESISTANCE,2022-W28,2022-07-11 04:00:00+00:00,2022-07-11 13:00:00+00:00,20540.0,20303.79,20714.59,SL,-0.009999999999999952,10,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,22296,2022-07-18 00:00:00+00:00,SHORT,20876.375,H1|VAH|2022-07-17T23:00:00+00:00|RESISTANCE,2022-W29,2022-07-18 01:00:00+00:00,2022-07-18 01:00:00+00:00,20815.5,20576.121750000002,20992.43175,SL,-0.009999999999999952,1,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,22473,2022-07-25 09:00:00+00:00,SHORT,22036.4125,H1|VAH|2022-07-25T08:00:00+00:00|RESISTANCE,2022-W30,2022-07-25 10:00:00+00:00,2022-07-25 14:00:00+00:00,21991.4,21738.498900000002,22178.3269,TP,0.009999999999999955,5,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,22640,2022-08-01 08:00:00+00:00,SHORT,23300.729166666664,H1|VAH|2022-08-01T07:00:00+00:00|RESISTANCE,2022-W31,2022-08-01 09:00:00+00:00,2022-08-01 10:00:00+00:00,23280.5,23012.774250000002,23478.38425,TP,0.009999999999999955,2,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,22812,2022-08-08 12:00:00+00:00,SHORT,24146.80625,H1|VAH|2022-08-08T11:00:00+00:00|RESISTANCE,2022-W32,2022-08-08 13:00:00+00:00,2022-08-08 19:00:00+00:00,24117.4,23840.0499,24322.3979,TP,0.009999999999999955,7,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,22971,2022-08-15 03:00:00+00:00,SHORT,24862.75625,H1|VAH|2022-08-15T02:00:00+00:00|RESISTANCE,2022-W33,2022-08-15 04:00:00+00:00,2022-08-15 06:00:00+00:00,24856.2,24570.353700000003,25067.4777,TP,0.009999999999999844,3,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,23137,2022-08-22 01:00:00+00:00,SHORT,21460.69375,H1|VAH|2022-08-22T00:00:00+00:00|RESISTANCE,2022-W34,2022-08-22 02:00:00+00:00,2022-08-22 07:00:00+00:00,21435.0,21188.4975,21617.1975,TP,0.009999999999999955,6,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,23308,2022-08-29 04:00:00+00:00,SHORT,19875.84375,H1|VAH|2022-08-29T03:00:00+00:00|RESISTANCE,2022-W35,2022-08-29 05:00:00+00:00,2022-08-29 12:00:00+00:00,19796.0,19568.346,19964.266,SL,-0.009999999999999952,8,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,23472,2022-09-05 00:00:00+00:00,SHORT,19975.627083333333,H1|VAH|2022-09-04T23:00:00+00:00|RESISTANCE,2022-W36,2022-09-05 01:00:00+00:00,2022-09-05 05:00:00+00:00,19906.4,19677.476400000003,20075.6044,TP,0.009999999999999955,5,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,23644,2022-09-12 04:00:00+00:00,SHORT,21721.479166666664,H1|VAH|2022-09-12T03:00:00+00:00|RESISTANCE,2022-W37,2022-09-12 05:00:00+00:00,2022-09-12 07:00:00+00:00,21706.9,21457.270650000002,21891.40865,SL,-0.009999999999999952,3,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,23808,2022-09-19 00:00:00+00:00,SHORT,19463.860416666663,H1|VAH|2022-09-18T23:00:00+00:00|RESISTANCE,2022-W38,2022-09-19 01:00:00+00:00,2022-09-19 02:00:00+00:00,19448.9,19225.237650000003,19614.215650000002,TP,0.009999999999999955,2,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,23976,2022-09-26 00:00:00+00:00,SHORT,18789.41875,H1|VAH|2022-09-25T23:00:00+00:00|RESISTANCE,2022-W39,2022-09-26 01:00:00+00:00,2022-09-26 02:00:00+00:00,18765.7,18549.89445,18925.20845,SL,-0.009999999999999952,2,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,24147,2022-10-03 03:00:00+00:00,SHORT,19189.1625,H1|VAH|2022-10-03T02:00:00+00:00|RESISTANCE,2022-W40,2022-10-03 04:00:00+00:00,2022-10-03 13:00:00+00:00,19159.4,18939.0669,19322.2549,SL,-0.009999999999999952,10,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,24318,2022-10-10 06:00:00+00:00,SHORT,19407.885416666664,H1|VAH|2022-10-10T05:00:00+00:00|RESISTANCE,2022-W41,2022-10-10 07:00:00+00:00,2022-10-10 08:00:00+00:00,19384.3,19161.38055,19549.06655,TP,0.009999999999999844,2,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,24480,2022-10-17 00:00:00+00:00,SHORT,19256.199999999997,H1|VAH|2022-10-16T23:00:00+00:00|RESISTANCE,2022-W42,2022-10-17 01:00:00+00:00,2022-10-17 10:00:00+00:00,19220.0,18998.97,19383.37,SL,-0.009999999999999952,10,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,24648,2022-10-24 00:00:00+00:00,SHORT,19559.9375,H1|VAH|2022-10-23T23:00:00+00:00|RESISTANCE,2022-W43,2022-10-24 01:00:00+00:00,2022-10-24 04:00:00+00:00,19510.4,19286.030400000003,19676.238400000002,TP,0.009999999999999955,4,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,24816,2022-10-31 00:00:00+00:00,SHORT,20607.13958333333,H1|VAH|2022-10-30T23:00:00+00:00|RESISTANCE,2022-W44,2022-10-31 01:00:00+00:00,2022-10-31 09:00:00+00:00,20532.7,20296.57395,20707.22795,SL,-0.009999999999999952,9,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,24989,2022-11-07 05:00:00+00:00,SHORT,20859.214583333334,H1|VAH|2022-11-07T04:00:00+00:00|RESISTANCE,2022-W45,2022-11-07 06:00:00+00:00,2022-11-07 07:00:00+00:00,20851.5,20611.70775,21028.73775,TP,0.009999999999999955,2,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,25152,2022-11-14 00:00:00+00:00,SHORT,16357.864583333332,H1|VAH|2022-11-13T23:00:00+00:00|RESISTANCE,2022-W46,2022-11-14 01:00:00+00:00,2022-11-14 01:00:00+00:00,16254.0,16067.079000000002,16392.159,TP,0.009999999999999955,1,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,25320,2022-11-21 00:00:00+00:00,SHORT,16275.391666666666,H1|VAH|2022-11-20T23:00:00+00:00|RESISTANCE,2022-W47,2022-11-21 01:00:00+00:00,2022-11-21 02:00:00+00:00,16261.5,16074.492750000001,16399.72275,TP,0.009999999999999955,2,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,25500,2022-11-28 12:00:00+00:00,SHORT,16205.63125,H1|VAH|2022-11-28T11:00:00+00:00|RESISTANCE,2022-W48,2022-11-28 13:00:00+00:00,2022-11-28 16:00:00+00:00,16178.0,15991.953000000001,16315.512999999999,SL,-0.009999999999999952,4,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,25658,2022-12-05 02:00:00+00:00,SHORT,17249.05416666667,H1|VAH|2022-12-05T01:00:00+00:00|RESISTANCE,2022-W49,2022-12-05 03:00:00+00:00,2022-12-05 04:00:00+00:00,17235.0,17036.7975,17381.497499999998,SL,-0.009999999999999952,2,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,25836,2022-12-12 12:00:00+00:00,SHORT,16978.55625,H1|VAH|2022-12-12T11:00:00+00:00|RESISTANCE,2022-W50,2022-12-12 13:00:00+00:00,2022-12-12 20:00:00+00:00,16952.9,16757.94165,17096.99965,SL,-0.009999999999999952,8,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,25992,2022-12-19 00:00:00+00:00,SHORT,16789.970833333333,H1|VAH|2022-12-18T23:00:00+00:00|RESISTANCE,2022-W51,2022-12-19 01:00:00+00:00,2022-12-19 17:00:00+00:00,16766.9,16574.080650000004,16909.41865,TP,0.009999999999999844,17,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,26164,2022-12-26 04:00:00+00:00,SHORT,16876.877083333333,H1|VAH|2022-12-26T03:00:00+00:00|RESISTANCE,2022-W52,2022-12-26 05:00:00+00:00,2022-12-27 17:00:00+00:00,16869.6,16675.599599999998,17012.991599999998,TP,0.010000000000000066,37,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,26333,2023-01-02 05:00:00+00:00,SHORT,16644.300000000003,H1|VAH|2023-01-02T04:00:00+00:00|RESISTANCE,2023-W01,2023-01-02 06:00:00+00:00,2023-01-02 21:00:00+00:00,16640.1,16448.738849999998,16781.540849999998,SL,-0.009999999999999952,16,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,26501,2023-01-09 05:00:00+00:00,SHORT,17225.229166666664,H1|VAH|2023-01-09T04:00:00+00:00|RESISTANCE,2023-W02,2023-01-09 06:00:00+00:00,2023-01-09 16:00:00+00:00,17195.0,16997.2575,17341.157499999998,SL,-0.009999999999999952,11,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,26670,2023-01-16 06:00:00+00:00,SHORT,21187.429166666665,H1|VAH|2023-01-16T05:00:00+00:00|RESISTANCE,2023-W03,2023-01-16 07:00:00+00:00,2023-01-16 08:00:00+00:00,21158.1,20914.78185,21337.943849999996,TP,0.009999999999999955,2,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,26833,2023-01-23 01:00:00+00:00,SHORT,22748.81875,H1|VAH|2023-01-23T00:00:00+00:00|RESISTANCE,2023-W04,2023-01-23 02:00:00+00:00,2023-01-23 10:00:00+00:00,22694.7,22433.71095,22887.60495,SL,-0.009999999999999952,9,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,27012,2023-01-30 12:00:00+00:00,SHORT,23142.71875,H1|VAH|2023-01-30T11:00:00+00:00|RESISTANCE,2023-W05,2023-01-30 13:00:00+00:00,2023-01-30 14:00:00+00:00,23075.2,22809.8352,23271.3392,SL,-0.009999999999999952,2,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,27172,2023-02-06 04:00:00+00:00,SHORT,22906.360416666663,H1|VAH|2023-02-06T03:00:00+00:00|RESISTANCE,2023-W06,2023-02-06 05:00:00+00:00,2023-02-06 05:00:00+00:00,22865.6,22602.6456,23059.957599999998,TP,0.009999999999999955,1,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,27341,2023-02-13 05:00:00+00:00,SHORT,21826.418749999997,H1|VAH|2023-02-13T04:00:00+00:00|RESISTANCE,2023-W07,2023-02-13 06:00:00+00:00,2023-02-13 09:00:00+00:00,21820.5,21569.56425,22005.97425,TP,0.010000000000000066,4,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,27509,2023-02-20 05:00:00+00:00,SHORT,24493.433333333334,H1|VAH|2023-02-20T04:00:00+00:00|RESISTANCE,2023-W08,2023-02-20 06:00:00+00:00,2023-02-20 09:00:00+00:00,24491.8,24210.1443,24699.9803,SL,-0.009999999999999952,4,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,27675,2023-02-27 03:00:00+00:00,SHORT,23577.447916666668,H1|VAH|2023-02-27T02:00:00+00:00|RESISTANCE,2023-W09,2023-02-27 04:00:00+00:00,2023-02-27 13:00:00+00:00,23541.0,23270.2785,23741.0985,SL,-0.009999999999999952,10,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,27847,2023-03-06 07:00:00+00:00,SHORT,22404.3125,H1|VAH|2023-03-06T06:00:00+00:00|RESISTANCE,2023-W10,2023-03-06 08:00:00+00:00,2023-03-06 15:00:00+00:00,22380.9,22123.519650000002,22571.13765,SL,-0.009999999999999952,8,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,28010,2023-03-13 02:00:00+00:00,SHORT,22348.229166666664,H1|VAH|2023-03-13T01:00:00+00:00|RESISTANCE,2023-W11,2023-03-13 03:00:00+00:00,2023-03-13 04:00:00+00:00,22174.5,21919.49325,22362.983249999997,SL,-0.009999999999999952,2,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,28185,2023-03-20 09:00:00+00:00,SHORT,28270.9375,H1|VAH|2023-03-20T08:00:00+00:00|RESISTANCE,2023-W12,2023-03-20 10:00:00+00:00,2023-03-20 13:00:00+00:00,28190.6,27866.4081,28430.2201,TP,0.009999999999999955,4,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,28354,2023-03-27 10:00:00+00:00,SHORT,27903.004166666666,H1|VAH|2023-03-27T09:00:00+00:00|RESISTANCE,2023-W13,2023-03-27 11:00:00+00:00,2023-03-27 14:00:00+00:00,27900.3,27579.44655,28137.452549999998,TP,0.009999999999999955,4,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,28514,2023-04-03 02:00:00+00:00,SHORT,27758.029166666667,H1|VAH|2023-04-03T01:00:00+00:00|RESISTANCE,2023-W14,2023-04-03 03:00:00+00:00,2023-04-03 07:00:00+00:00,27706.8,27388.1718,27942.3078,SL,-0.009999999999999952,5,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,28682,2023-04-10 02:00:00+00:00,SHORT,28293.043749999997,H1|VAH|2023-04-10T01:00:00+00:00|RESISTANCE,2023-W15,2023-04-10 03:00:00+00:00,2023-04-10 15:00:00+00:00,28280.2,27954.977700000003,28520.5817,SL,-0.009999999999999952,13,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,28849,2023-04-17 01:00:00+00:00,SHORT,29933.19375,H1|VAH|2023-04-17T00:00:00+00:00|RESISTANCE,2023-W16,2023-04-17 02:00:00+00:00,2023-04-17 11:00:00+00:00,29932.6,29588.3751,30187.027099999996,TP,0.009999999999999955,10,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH|RESISTANCE|WICK,H1,VAH,RESISTANCE,WICK,29040,2023-04-25 00:00:00+00:00,SHORT,27500.035416666666,H1|VAH|2023-04-24T23:00:00+00:00|RESISTANCE,2023-W17,2023-04-25 01:00:00+00:00,2023-04-25 18:00:00+00:00,27447.8,27132.1503,27681.1063,SL,-0.009999999999999952,18,PRIMARY_RULE,PRIMARY_RULE,development,
