partition,regime,clock_block,obs_start,obs_end,fill_ts,entry_price,fraction,H,L,R4,LOCAL_R,structural_winner,terminal_type,terminal_complete_ts,causal_bars,terminal_minutes,fillbar_adv_px,fillbar_adv_r4,fillbar_adv_localr,mae_px,mae_r4,mae_localr,mfe_px,mfe_r4,mfe_localr
external,BULL,04-08,2020-01-09 04:00:00+00:00,2020-01-09 08:00:00+00:00,2020-01-09 05:30:00+00:00,7938.4,0.05,8060.0,7932.0,128.0,6.399999999999636,True,LOW_BREAK,2020-01-09 06:15:00+00:00,8,45.0,11.090000000000146,0.08664062500000114,1.7328125000001213,23.600000000000364,0.18437500000000284,3.6875000000002665,24.029999999999745,0.187734374999998,3.754687500000174
external,BULL,16-20,2020-01-15 16:00:00+00:00,2020-01-15 20:00:00+00:00,2020-01-15 17:00:00+00:00,8736.71,0.05,8921.2,8727.0,194.20000000000073,9.709999999999127,False,BLOCK_END,2020-01-15 20:00:00+00:00,35,180.0,50.13000000000102,0.2581359423275017,5.162718846550518,71.29000000000087,0.36709577754892175,7.341915550979123,16.669999999998254,0.08583934088567555,1.7167868177136718
external,SIDEWAYS,12-16,2020-01-23 12:00:00+00:00,2020-01-23 16:00:00+00:00,2020-01-23 13:00:00+00:00,8415.696,0.05,8625.0,8404.68,220.3199999999997,11.015999999999622,True,LOW_BREAK,2020-01-23 13:15:00+00:00,2,15.0,20.814000000000306,0.09447167755991437,1.8894335511983498,4.543999999999869,0.020624546114741626,0.41249092229484613,19.695999999999913,0.08939724037763226,1.7879448075527042
external,SIDEWAYS,16-20,2020-01-23 16:00:00+00:00,2020-01-23 20:00:00+00:00,2020-01-23 17:45:00+00:00,8343.384,0.05,8508.0,8334.72,173.28000000000065,8.66400000000067,True,LOW_BREAK,2020-01-23 18:10:00+00:00,4,25.0,21.306000000000495,0.12295706371191374,2.4591412742380943,3.6159999999999854,0.020867959372114334,0.41735918744225603,17.384000000000015,0.10032317636195723,2.006463527238997
external,BEAR,20-00,2020-01-24 20:00:00+00:00,2020-01-25 00:00:00+00:00,2020-01-24 22:30:00+00:00,8453.9,0.05,8528.0,8450.0,78.0,3.899999999999636,True,LOW_BREAK,2020-01-24 23:10:00+00:00,7,40.0,13.100000000000364,0.16794871794872263,3.3589743589747654,23.350000000000364,0.299358974358979,5.987179487180139,28.26000000000022,0.3623076923076951,7.246153846154578
external,BULL,08-12,2020-01-28 08:00:00+00:00,2020-01-28 12:00:00+00:00,2020-01-28 09:00:00+00:00,8994.758,0.1,9149.09,8977.61,171.47999999999956,17.14799999999923,True,LOW_BREAK,2020-01-28 10:05:00+00:00,12,65.0,9.99200000000019,0.05826918591089465,0.5826918591089713,34.55199999999968,0.20149288546769167,2.0149288546770023,42.347999999999956,0.24695591322603255,2.4695591322604304
external,BULL,00-04,2020-01-31 00:00:00+00:00,2020-01-31 04:00:00+00:00,2020-01-31 01:30:00+00:00,9487.451,0.05,9599.0,9481.58,117.42000000000007,5.870999999999185,True,LOW_BREAK,2020-01-31 01:40:00+00:00,1,10.0,7.449000000000524,0.06343893714870141,1.268778742974205,0.25900000000001455,0.0022057571112247864,0.04411514222450187,33.45099999999911,0.2848833248168889,5.697666496338572
external,SIDEWAYS,16-20,2020-02-03 16:00:00+00:00,2020-02-03 20:00:00+00:00,2020-02-03 16:40:00+00:00,9284.941,0.05,9378.82,9280.0,98.81999999999971,4.941000000000713,True,LOW_BREAK,2020-02-03 17:05:00+00:00,4,25.0,21.938999999998487,0.2220097146326508,4.440194292652362,18.759000000000015,0.18982999392835528,3.7965998785665467,34.94100000000071,0.3535822707953938,7.0716454159068345
external,SIDEWAYS,12-16,2020-02-04 12:00:00+00:00,2020-02-04 16:00:00+00:00,2020-02-04 12:55:00+00:00,9123.55,0.05,9305.0,9114.0,191.0,9.549999999999272,False,BLOCK_END,2020-02-04 16:00:00+00:00,36,185.0,26.360000000000582,0.13801047120419152,2.760209424084041,113.45000000000073,0.5939790575916268,11.879581151833442,18.549999999999272,0.09712041884816373,1.9424083769634226
external,BULL,12-16,2020-02-07 12:00:00+00:00,2020-02-07 16:00:00+00:00,2020-02-07 12:30:00+00:00,9778.476,0.05,9900.0,9772.08,127.92000000000007,6.39600000000064,True,LOW_BREAK,2020-02-07 12:45:00+00:00,2,15.0,13.523999999999432,0.10572232645402928,2.114446529080375,13.093999999999141,0.10236085053157547,2.0472170106313055,35.13600000000042,0.2746716697936242,5.493433395871937
external,BULL,20-00,2020-02-09 20:00:00+00:00,2020-02-10 00:00:00+00:00,2020-02-09 21:00:00+00:00,10074.381,0.05,10138.43,10071.01,67.42000000000007,3.370999999999185,False,HIGH_BREAK,2020-02-09 23:00:00+00:00,23,120.0,9.199000000000524,0.13644319193118531,2.728863838624369,64.6190000000006,0.9584544645505862,19.16908929101638,0.0,0.0,0.0
external,SIDEWAYS,04-08,2020-02-11 04:00:00+00:00,2020-02-11 08:00:00+00:00,2020-02-11 04:40:00+00:00,9740.0885,0.05,9874.77,9733.0,141.77000000000044,7.08849999999984,False,BLOCK_END,2020-02-11 08:00:00+00:00,39,200.0,9.91150000000016,0.06991253438668357,1.3982506877337073,55.95150000000103,0.3946638922197987,7.893277844396176,6.08849999999984,0.04294632150666446,0.8589264301333114
external,BULL,20-00,2020-02-11 20:00:00+00:00,2020-02-12 00:00:00+00:00,2020-02-11 21:55:00+00:00,10214.659,0.05,10409.96,10204.38,205.57999999999993,10.279000000000451,False,BLOCK_END,2020-02-12 00:00:00+00:00,24,125.0,23.20100000000093,0.11285630897947728,2.257126179589446,52.34100000000035,0.25460161494308964,5.092032298861567,12.90899999999965,0.06279307325615165,1.2558614651229774
external,BULL,00-04,2020-02-14 00:00:00+00:00,2020-02-14 04:00:00+00:00,2020-02-14 00:30:00+00:00,10203.75,0.05,10275.0,10200.0,75.0,3.75,False,HIGH_BREAK,2020-02-14 01:10:00+00:00,7,40.0,15.149999999999636,0.20199999999999516,4.039999999999903,82.48999999999978,1.0998666666666637,21.997333333333277,11.200000000000728,0.14933333333334303,2.986666666666861
external,BULL,04-08,2020-02-14 04:00:00+00:00,2020-02-14 08:00:00+00:00,2020-02-14 05:40:00+00:00,10197.8725,0.05,10299.0,10192.55,106.45000000000073,5.322500000000218,True,LOW_BREAK,2020-02-14 06:00:00+00:00,3,20.0,12.12750000000051,0.11392672616252161,2.2785345232503547,29.847499999999854,0.2803898543917299,5.607797087834407,26.87249999999949,0.25244246124940634,5.048849224987955
external,BULL,12-16,2020-02-15 12:00:00+00:00,2020-02-15 16:00:00+00:00,2020-02-15 13:45:00+00:00,10232.907,0.05,10288.14,10230.0,58.13999999999942,2.9069999999992433,True,LOW_BREAK,2020-02-15 15:45:00+00:00,23,120.0,16.093000000000757,0.2767973856209308,5.535947712420002,38.09300000000076,0.6551943584451521,13.10388716890632,8.80699999999888,0.1514791881664769,3.0295837633302964
external,SIDEWAYS,12-16,2020-02-16 12:00:00+00:00,2020-02-16 16:00:00+00:00,2020-02-16 12:40:00+00:00,9916.001,0.05,10030.02,9910.0,120.02000000000044,6.001000000000204,True,LOW_BREAK,2020-02-16 13:05:00+00:00,4,25.0,22.748999999999796,0.18954340943175899,3.790868188635065,24.449000000000524,0.2037077153807735,4.074154307615347,19.40099999999984,0.1616480586568886,3.232961173137674
external,BEAR,12-16,2020-02-18 12:00:00+00:00,2020-02-18 16:00:00+00:00,2020-02-18 13:05:00+00:00,9653.098,0.05,9802.59,9645.23,157.36000000000058,7.868000000000393,True,LOW_BREAK,2020-02-18 13:20:00+00:00,2,15.0,20.912000000000262,0.13289273004575614,2.657854600915,17.252000000000407,0.1096339603457063,2.1926792069140246,33.097999999999956,0.21033299440772646,4.206659888154334
external,SIDEWAYS,16-20,2020-02-25 16:00:00+00:00,2020-02-25 20:00:00+00:00,2020-02-25 16:25:00+00:00,9374.059,0.05,9686.78,9357.6,329.1800000000003,16.458999999998923,True,LOW_BREAK,2020-02-25 16:50:00+00:00,4,25.0,32.88100000000122,0.09988759948964455,1.9977519897930236,31.561000000001513,0.09587763533629469,1.917552706726021,55.128999999998996,0.16747372258338583,3.349474451667939
external,SIDEWAYS,08-12,2020-02-26 08:00:00+00:00,2020-02-26 12:00:00+00:00,2020-02-26 09:25:00+00:00,9140.072,0.1,9230.72,9130.0,100.71999999999935,10.072000000000116,False,BLOCK_END,2020-02-26 12:00:00+00:00,30,155.0,17.927999999999884,0.17799841143764894,1.7799841143764572,67.1880000000001,0.6670770452740323,6.670770452740203,22.082000000000335,0.21924146147736773,2.1924146147736376
external,SIDEWAYS,16-20,2020-03-03 16:00:00+00:00,2020-03-03 20:00:00+00:00,2020-03-03 16:50:00+00:00,8672.35,0.05,8907.0,8660.0,247.0,12.350000000000364,False,BLOCK_END,2020-03-03 20:00:00+00:00,37,190.0,36.92000000000007,0.14947368421052662,2.989473684210444,66.61999999999898,0.2697165991902793,5.394331983805427,0.0,0.0,0.0
external,SIDEWAYS,20-00,2020-03-15 20:00:00+00:00,2020-03-16 00:00:00+00:00,2020-03-15 20:20:00+00:00,5260.665999999999,0.05,5408.98,5252.86,156.1199999999999,7.805999999999585,True,LOW_BREAK,2020-03-15 20:45:00+00:00,4,25.0,22.634000000000924,0.14497822188061069,2.8995644376123657,37.22400000000107,0.23843197540354277,4.7686395080711055,30.605999999998858,0.19604150653342864,3.9208301306687785
external,BEAR,08-12,2020-03-18 08:00:00+00:00,2020-03-18 12:00:00+00:00,2020-03-18 08:15:00+00:00,5125.85,0.1,5435.0,5091.5,343.5,34.350000000000364,True,LOW_BREAK,2020-03-18 10:10:00+00:00,22,115.0,37.67999999999938,0.109694323144103,1.0969432314410184,123.32999999999993,0.35903930131004347,3.5903930131003965,143.10000000000036,0.41659388646288315,4.165938864628788
external,BULL,04-08,2020-03-21 04:00:00+00:00,2020-03-21 08:00:00+00:00,2020-03-21 06:10:00+00:00,6076.104,0.05,6376.19,6060.31,315.8799999999992,15.793999999999869,False,BLOCK_END,2020-03-21 08:00:00+00:00,21,110.0,58.58599999999933,0.18546916550588666,3.7093833101177545,154.89599999999973,0.4903634291503106,9.80726858300627,0.0,0.0,0.0
external,BULL,08-12,2020-03-21 08:00:00+00:00,2020-03-21 12:00:00+00:00,2020-03-21 09:05:00+00:00,6063.509,0.1,6320.0,6035.01,284.9899999999998,28.498999999999796,True,LOW_BREAK,2020-03-21 09:30:00+00:00,4,25.0,60.22099999999955,0.21130916874276148,2.1130916874276284,32.360999999999876,0.11355135267904103,1.1355135267904175,131.21900000000005,0.4604336994280506,4.604336994280536
external,BULL,12-16,2020-03-24 12:00:00+00:00,2020-03-24 16:00:00+00:00,2020-03-24 15:00:00+00:00,6577.9995,0.05,6840.0,6564.21,275.78999999999996,13.789499999999862,True,LOW_BREAK,2020-03-24 15:10:00+00:00,1,10.0,76.0005000000001,0.2755738061568589,5.511476123137232,22.000500000000102,0.07977265310562423,1.5954530621125003,97.9994999999999,0.3553410203415639,7.106820406831349
external,BULL,20-00,2020-03-25 20:00:00+00:00,2020-03-26 00:00:00+00:00,2020-03-25 21:25:00+00:00,6575.5495,0.05,6699.99,6569.0,130.98999999999978,6.54950000000008,True,LOW_BREAK,2020-03-25 21:50:00+00:00,4,25.0,19.45049999999992,0.14848843423162036,2.969768684632366,21.39049999999952,0.1632987250935152,3.2659745018702586,17.42950000000019,0.13305977555538756,2.6611955111077146
external,BULL,08-12,2020-03-27 08:00:00+00:00,2020-03-27 12:00:00+00:00,2020-03-27 10:15:00+00:00,6634.366,0.1,6823.24,6613.38,209.85999999999967,20.985999999999876,False,BLOCK_END,2020-03-27 12:00:00+00:00,20,105.0,15.634000000000015,0.07449728390355494,0.7449728390355526,54.634000000000015,0.26033546173639616,2.603354617363973,20.485999999999876,0.09761745925855289,0.9761745925855331
external,BULL,12-16,2020-03-27 12:00:00+00:00,2020-03-27 16:00:00+00:00,2020-03-27 13:15:00+00:00,6595.7635,0.05,6699.0,6590.33,108.67000000000007,5.433500000000095,True,LOW_BREAK,2020-03-27 13:45:00+00:00,5,30.0,26.866500000000087,0.24723014631453086,4.944602926290535,34.59649999999965,0.31836293365233853,6.367258673046664,15.763500000000022,0.14505843379037464,2.901168675807444
external,SIDEWAYS,20-00,2020-03-29 20:00:00+00:00,2020-03-30 00:00:00+00:00,2020-03-29 21:55:00+00:00,5884.65,0.05,6163.0,5870.0,293.0,14.649999999999636,False,BLOCK_END,2020-03-30 00:00:00+00:00,24,125.0,30.030000000000655,0.10249146757679405,2.049829351535932,56.160000000000764,0.19167235494880808,3.8334470989762566,22.649999999999636,0.07730375426621036,1.5460750853242455
external,BULL,04-08,2020-03-31 04:00:00+00:00,2020-03-31 08:00:00+00:00,2020-03-31 06:10:00+00:00,6384.0765,0.05,6516.63,6377.1,139.52999999999975,6.97649999999976,False,BLOCK_END,2020-03-31 08:00:00+00:00,21,110.0,21.513500000000022,0.15418547982512765,3.0837095965026533,88.15349999999944,0.6317888626101885,12.635777252204182,0.0,0.0,0.0
external,SIDEWAYS,08-12,2020-04-01 08:00:00+00:00,2020-04-01 12:00:00+00:00,2020-04-01 11:15:00+00:00,6271.153,0.1,6370.0,6260.17,109.82999999999993,10.983000000000175,False,BLOCK_END,2020-04-01 12:00:00+00:00,8,45.0,12.846999999999753,0.11697168351087828,1.1697168351087635,26.846999999999753,0.2444414094509676,2.4444140945096353,4.983000000000175,0.04537011745424909,0.45370117454248343
external,BULL,12-16,2020-04-24 12:00:00+00:00,2020-04-24 16:00:00+00:00,2020-04-24 13:50:00+00:00,7478.542,0.05,7612.91,7471.47,141.4399999999996,7.072000000000116,True,LOW_BREAK,2020-04-24 14:15:00+00:00,4,25.0,16.728000000000065,0.11826923076923157,2.3653846153845857,14.768000000000029,0.10441176470588286,2.088235294117617,19.74200000000019,0.139578619909504,2.7915723981900262
external,BULL,16-20,2020-04-25 16:00:00+00:00,2020-04-25 20:00:00+00:00,2020-04-25 17:35:00+00:00,7522.5165,0.05,7722.33,7512.0,210.32999999999993,10.516499999999724,False,BLOCK_END,2020-04-25 20:00:00+00:00,28,145.0,7.403500000000349,0.0351994484857146,0.7039889697143102,25.753500000000713,0.12244330338040565,2.4488660676081766,9.376499999999396,0.04457994579945514,0.8915989159891259
external,BULL,04-08,2020-05-08 04:00:00+00:00,2020-05-08 08:00:00+00:00,2020-05-08 06:00:00+00:00,9843.9245,0.05,10045.03,9833.34,211.6900000000005,10.584499999999025,True,LOW_BREAK,2020-05-08 06:10:00+00:00,1,10.0,28.56550000000061,0.134940242807882,2.6988048561578952,35.33550000000105,0.16692096934196685,3.338419386839653,44.35449999999946,0.20952572157399668,4.190514431480329
external,BULL,08-12,2020-05-09 08:00:00+00:00,2020-05-09 12:00:00+00:00,2020-05-09 10:50:00+00:00,9608.739,0.1,9888.0,9577.71,310.2900000000009,31.02900000000045,True,LOW_BREAK,2020-05-09 11:30:00+00:00,7,40.0,44.26100000000042,0.14264397821392985,1.426439782139282,64.23099999999977,0.20700312610783328,2.0700312610783085,58.73899999999958,0.18930355473911312,1.8930355473911091
external,SIDEWAYS,20-00,2020-05-12 20:00:00+00:00,2020-05-13 00:00:00+00:00,2020-05-12 20:20:00+00:00,8780.55,0.05,8981.0,8770.0,211.0,10.549999999999272,True,LOW_BREAK,2020-05-12 21:55:00+00:00,18,95.0,25.450000000000728,0.12061611374407928,2.412322274881752,72.03000000000065,0.3413744075829415,6.827488151659301,55.54999999999927,0.2632701421800913,5.26540284360219
external,BULL,12-16,2020-05-15 12:00:00+00:00,2020-05-15 16:00:00+00:00,2020-05-15 15:25:00+00:00,9472.0,0.05,9700.0,9460.0,240.0,12.0,True,LOW_BREAK,2020-05-15 15:50:00+00:00,4,25.0,24.76000000000022,0.10316666666666757,2.0633333333333517,26.840000000000146,0.11183333333333394,2.236666666666679,49.090000000000146,0.20454166666666726,4.090833333333346
external,BULL,08-12,2020-05-16 08:00:00+00:00,2020-05-16 12:00:00+00:00,2020-05-16 08:40:00+00:00,9392.715,0.1,9585.0,9371.35,213.64999999999964,21.36499999999978,True,LOW_BREAK,2020-05-16 09:25:00+00:00,8,45.0,10.204999999999927,0.0477650362742801,0.47765036274280515,37.284999999999854,0.17451439269833802,1.745143926983395,33.00500000000102,0.15448162883220723,1.5448162883220855
external,BEAR,04-08,2020-05-22 04:00:00+00:00,2020-05-22 08:00:00+00:00,2020-05-22 05:35:00+00:00,8962.102,0.05,9128.58,8953.34,175.23999999999978,8.762000000000626,False,BLOCK_END,2020-05-22 08:00:00+00:00,28,145.0,26.367999999998574,0.1504679296964084,3.0093585939279492,147.89799999999923,0.8439739785437081,16.879479570872935,0.0,0.0,0.0
external,BEAR,20-00,2020-05-22 20:00:00+00:00,2020-05-23 00:00:00+00:00,2020-05-22 20:20:00+00:00,9140.573,0.05,9259.38,9134.32,125.05999999999949,6.253000000000611,False,BLOCK_END,2020-05-23 00:00:00+00:00,43,220.0,21.066999999999098,0.16845514153205807,3.3691028306408186,71.32699999999932,0.570342235726848,11.406844714535797,14.32300000000032,0.11452902606749063,2.2905805213495793
external,BULL,04-08,2020-05-28 04:00:00+00:00,2020-05-28 08:00:00+00:00,2020-05-28 05:15:00+00:00,9157.4785,0.05,9280.0,9151.03,128.96999999999935,6.448499999998603,True,LOW_BREAK,2020-05-28 05:35:00+00:00,3,20.0,6.011500000000524,0.04661161510429212,0.9322323020860396,11.521500000000742,0.08933472900675196,1.7866945801354173,22.248499999999694,0.17250911064588514,3.450182212918433
external,BULL,20-00,2020-05-29 20:00:00+00:00,2020-05-30 00:00:00+00:00,2020-05-29 21:10:00+00:00,9393.0475,0.05,9450.0,9390.05,59.95000000000073,2.9975000000013097,True,LOW_BREAK,2020-05-29 21:20:00+00:00,1,10.0,9.602499999999054,0.16017514595494475,3.203502919097534,1.3324999999986176,0.022226855713070915,0.4445371142612295,7.857500000000073,0.13106755629691372,2.621351125937161
external,SIDEWAYS,12-16,2020-06-07 12:00:00+00:00,2020-06-07 16:00:00+00:00,2020-06-07 12:20:00+00:00,9546.9045,0.05,9678.09,9540.0,138.09000000000015,6.904500000000553,True,LOW_BREAK,2020-06-07 12:30:00+00:00,1,10.0,21.095499999999447,0.1527663118256168,3.055326236512095,2.1854999999995925,0.015826634803386128,0.3165326960676975,78.90450000000055,0.5713990875516002,11.427981751031101
external,SIDEWAYS,16-20,2020-06-11 16:00:00+00:00,2020-06-11 20:00:00+00:00,2020-06-11 16:15:00+00:00,9517.694,0.05,9796.88,9503.0,293.8799999999992,14.693999999999505,True,LOW_BREAK,2020-06-11 16:35:00+00:00,3,20.0,40.29600000000028,0.1371171906900789,2.742343813801663,18.40600000000086,0.0626310058527321,1.2526201170546807,33.02399999999943,0.1123723968966909,2.2474479379338876
external,SIDEWAYS,20-00,2020-06-13 20:00:00+00:00,2020-06-14 00:00:00+00:00,2020-06-13 20:35:00+00:00,9383.0425,0.05,9497.85,9377.0,120.85000000000036,6.042499999999563,False,BLOCK_END,2020-06-14 00:00:00+00:00,40,205.0,15.177499999999782,0.12558957385188033,2.511791477037795,94.90750000000116,0.7853330575093164,15.706661150187509,0.0,0.0,0.0
external,SIDEWAYS,00-04,2020-06-15 00:00:00+00:00,2020-06-15 04:00:00+00:00,2020-06-15 02:20:00+00:00,9249.3505,0.05,9408.58,9240.97,167.61000000000058,8.38050000000112,True,LOW_BREAK,2020-06-15 03:25:00+00:00,12,65.0,13.379499999999098,0.07982518942783277,1.5965037885564475,30.649499999999534,0.1828620010739182,3.6572400214778877,44.28050000000076,0.2641876976314098,5.283753952627508
external,SIDEWAYS,04-08,2020-06-15 04:00:00+00:00,2020-06-15 08:00:00+00:00,2020-06-15 05:10:00+00:00,9141.916,0.05,9368.32,9130.0,238.3199999999997,11.915999999999258,True,LOW_BREAK,2020-06-15 05:25:00+00:00,2,15.0,32.52400000000125,0.1364719704598913,2.7294394091979925,28.54399999999987,0.11977173548170486,2.3954347096342437,16.115999999999985,0.06762336354481371,1.352467270896357
external,BULL,00-04,2020-06-17 00:00:00+00:00,2020-06-17 04:00:00+00:00,2020-06-17 00:45:00+00:00,9476.306,0.05,9533.8,9473.28,60.51999999999862,3.02599999999984,True,LOW_BREAK,2020-06-17 01:05:00+00:00,3,20.0,12.193999999999505,0.20148711169860845,4.02974223397229,6.183999999999287,0.10218109715795486,2.0436219431591587,10.445999999999913,0.17260409781890534,3.4520819563782106
external,SIDEWAYS,16-20,2020-06-17 16:00:00+00:00,2020-06-17 20:00:00+00:00,2020-06-17 16:40:00+00:00,9365.7,0.05,9569.0,9355.0,214.0,10.700000000000728,True,LOW_BREAK,2020-06-17 19:55:00+00:00,38,195.0,14.80999999999949,0.06920560747663314,1.3841121495325686,59.599999999998545,0.27850467289718944,5.57009345794341,59.090000000000146,0.2761214953271035,5.522429906541694
external,SIDEWAYS,08-12,2020-06-21 08:00:00+00:00,2020-06-21 12:00:00+00:00,2020-06-21 09:05:00+00:00,9363.122,0.1,9420.47,9356.75,63.719999999999345,6.371999999999389,True,LOW_BREAK,2020-06-21 10:05:00+00:00,11,60.0,3.298000000000684,0.05175768989329438,0.5175768989329881,13.878000000000611,0.21779661016950336,2.17796610169522,17.12199999999939,0.2687068424356492,2.6870684243567218
external,BULL,20-00,2020-06-23 20:00:00+00:00,2020-06-24 00:00:00+00:00,2020-06-23 20:10:00+00:00,9648.0825,0.05,9700.0,9645.35,54.649999999999636,2.7325000000000728,True,LOW_BREAK,2020-06-23 21:00:00+00:00,9,50.0,10.1875,0.18641354071363345,3.7282708142725447,18.917499999999563,0.3461573650503145,6.92314730100606,16.592500000000655,0.3036139066788795,6.072278133577388
external,SIDEWAYS,08-12,2020-06-24 08:00:00+00:00,2020-06-24 12:00:00+00:00,2020-06-24 08:30:00+00:00,9520.5,0.1,9678.0,9503.0,175.0,17.5,True,LOW_BREAK,2020-06-24 10:40:00+00:00,25,130.0,23.100000000000364,0.1320000000000021,1.3200000000000207,22.26000000000022,0.12720000000000126,1.2720000000000125,220.5,1.26,12.6
external,SIDEWAYS,12-16,2020-06-24 12:00:00+00:00,2020-06-24 16:00:00+00:00,2020-06-24 14:35:00+00:00,9312.7915,0.05,9555.83,9300.0,255.82999999999993,12.79149999999936,True,LOW_BREAK,2020-06-24 15:45:00+00:00,13,70.0,27.928499999999985,0.10916819763123947,2.183363952624898,31.258499999999913,0.12218465387171137,2.4436930774343493,78.04149999999936,0.305052183090331,6.101043661806924
external,BEAR,12-16,2020-06-25 12:00:00+00:00,2020-06-25 16:00:00+00:00,2020-06-25 12:50:00+00:00,9177.624,0.05,9333.12,9169.44,163.6800000000003,8.183999999999287,False,BLOCK_END,2020-06-25 16:00:00+00:00,37,190.0,21.195999999999913,0.12949657869012632,2.5899315738027564,89.1859999999997,0.5448802541544449,10.897605083089866,11.78399999999965,0.07199413489735844,1.439882697947297
external,BEAR,08-12,2020-06-29 08:00:00+00:00,2020-06-29 12:00:00+00:00,2020-06-29 08:35:00+00:00,9067.9,0.1,9130.0,9061.0,69.0,6.899999999999636,False,HIGH_BREAK,2020-06-29 10:00:00+00:00,16,85.0,6.149999999999636,0.08913043478260342,0.8913043478260813,68.76000000000022,0.996521739130438,9.965217391304904,0.0,0.0,0.0
external,BULL,08-12,2020-07-02 08:00:00+00:00,2020-07-02 12:00:00+00:00,2020-07-02 11:15:00+00:00,9184.632,0.1,9253.32,9177.0,76.31999999999971,7.631999999999607,False,BLOCK_END,2020-07-02 12:00:00+00:00,8,45.0,12.438000000000102,0.1629716981132095,1.6297169811321728,15.368000000000393,0.20136268343816105,2.0136268343817063,7.4319999999988795,0.09737945492661043,0.9737945492661507
external,BEAR,16-20,2020-07-03 16:00:00+00:00,2020-07-03 20:00:00+00:00,2020-07-03 18:20:00+00:00,9078.416,0.05,9124.32,9076.0,48.31999999999971,2.415999999999258,True,LOW_BREAK,2020-07-03 19:10:00+00:00,9,50.0,6.713999999999942,0.13894867549668838,2.7789735099346045,13.854000000001179,0.28671357615896653,5.734271523181057,4.845999999999549,0.10028973509932902,2.0057947019871842
external,BEAR,08-12,2020-07-04 08:00:00+00:00,2020-07-04 12:00:00+00:00,2020-07-04 09:15:00+00:00,9072.1,0.1,9091.0,9070.0,21.0,2.100000000000364,True,LOW_BREAK,2020-07-04 10:10:00+00:00,10,55.0,3.2299999999995634,0.15380952380950302,1.5380952380947637,6.619999999998981,0.31523809523804674,3.152380952379921,4.059999999999491,0.19333333333330907,1.9333333333327558
external,BEAR,04-08,2020-07-17 04:00:00+00:00,2020-07-17 08:00:00+00:00,2020-07-17 05:25:00+00:00,9106.6945,0.05,9138.89,9105.0,33.88999999999942,1.694499999999607,True,LOW_BREAK,2020-07-17 05:40:00+00:00,2,15.0,6.205500000000029,0.18310711124225837,3.662142224845953,6.205500000000029,0.18310711124225837,3.662142224845953,19.694499999999607,0.5811301268810842,11.62260253762418
external,BULL,04-08,2020-07-20 04:00:00+00:00,2020-07-20 08:00:00+00:00,2020-07-20 06:50:00+00:00,9180.226,0.05,9221.0,9178.08,42.92000000000007,2.1460000000006403,True,LOW_BREAK,2020-07-20 07:20:00+00:00,5,30.0,5.443999999999505,0.12684063373717372,2.536812674742722,3.253999999998996,0.07581547064303333,1.5163094128602168,10.226000000000568,0.23825722273999417,4.76514445479847
external,BULL,08-12,2020-07-25 08:00:00+00:00,2020-07-25 12:00:00+00:00,2020-07-25 09:45:00+00:00,9575.146,0.1,9630.37,9569.01,61.36000000000058,6.136000000000422,True,LOW_BREAK,2020-07-25 10:30:00+00:00,8,45.0,10.843999999999141,0.17672750977834156,1.767275097783311,15.644000000000233,0.2549543676662335,2.5495436766621835,7.77599999999984,0.12672750977835343,1.267275097783459
external,BULL,04-08,2020-07-28 04:00:00+00:00,2020-07-28 08:00:00+00:00,2020-07-28 07:40:00+00:00,10876.6525,0.05,11270.0,10855.95,414.0499999999993,20.702499999999418,False,BLOCK_END,2020-07-28 08:00:00+00:00,3,20.0,34.25749999999971,0.08273759207825086,1.6547518415650608,39.23749999999927,0.09476512498490361,1.8953024996981223,21.652500000000146,0.052294408887815926,1.045888177756346
external,BULL,04-08,2020-07-30 04:00:00+00:00,2020-07-30 08:00:00+00:00,2020-07-30 07:20:00+00:00,10961.554,0.05,11137.0,10952.32,184.6800000000003,9.234000000000378,True,LOW_BREAK,2020-07-30 07:35:00+00:00,2,15.0,13.445999999999913,0.07280701754385906,1.4561403508771238,27.976000000000568,0.15148364739008296,3.02967294780154,26.453999999999724,0.14324236517218802,2.8648473034436472
external,BULL,12-16,2020-08-01 12:00:00+00:00,2020-08-01 16:00:00+00:00,2020-08-01 13:30:00+00:00,11573.917,0.05,11743.34,11565.0,178.34000000000015,8.916999999999462,True,LOW_BREAK,2020-08-01 13:40:00+00:00,1,10.0,30.533000000001266,0.17120668386229249,3.424133677246059,20.423000000000684,0.11451721430974918,2.2903442861951238,68.91699999999946,0.38643602108332065,7.728720421666886
external,SIDEWAYS,20-00,2020-08-02 20:00:00+00:00,2020-08-03 00:00:00+00:00,2020-08-02 23:35:00+00:00,11082.349,0.05,11297.98,11071.0,226.97999999999956,11.34900000000016,False,BLOCK_END,2020-08-03 00:00:00+00:00,4,25.0,49.751000000000204,0.2191867124856829,4.383734249713587,32.02100000000064,0.14107410344524055,2.821482068904766,45.259000000000015,0.19939642259229934,3.9879284518459226
external,SIDEWAYS,12-16,2020-08-04 12:00:00+00:00,2020-08-04 16:00:00+00:00,2020-08-04 13:25:00+00:00,11081.9015,0.05,11324.56,11069.13,255.4300000000003,12.771500000000742,False,BLOCK_END,2020-08-04 16:00:00+00:00,30,155.0,53.09850000000006,0.20787887092354068,4.157577418470577,168.09850000000006,0.6581000665544371,13.162001331087993,0.0,0.0,0.0
