character_rule,lookback_min,hold_min,distance_from_2023_selected,trades,wr,net,exp,pf,dd,ls,exp_retention_vs_2022,pf_retention_vs_2022,wr_change_vs_2022_pp,economically_viable,performance_stable_vs_2022,risk_clustering_warning
EFF_LOW__RANGE_MID,360,360,0,129,0.4496124031007752,5.178968521031448,0.04014704279869339,1.019091941196495,70.17151096596913,6,0.019132770668431012,0.35638974849013194,-16.80346557227542,False,False,False
EFF_LOW__RANGE_MID,240,360,1,115,0.43478260869565216,-88.98947826648303,-0.7738215501433308,0.7008947384740705,133.16361025752497,8,-0.36877810232299313,0.24511203500398154,-18.286445012787727,False,False,False
EFF_LOW__RANGE_MID,360,240,1,129,0.46511627906976744,-40.80909756367873,-0.3163495935168894,0.8381165213361198,80.88004832142505,5,-0.15076189432330997,0.2931002828790021,-15.2530779753762,False,False,False
EFF_LOW__RANGE_MID,360,480,1,129,0.4806201550387597,-11.46686436306677,-0.08889042141912225,0.9688768766891513,108.15823730852479,5,-0.042362274505747775,0.33882888524831645,-13.702690378476973,False,False,False
