event_ts,utc_date,session,session_wib,side,manip_side,acc_high,acc_low,manip_open,manip_high,manip_low,manip_close,displacement_ok,fvg,fvg_low,fvg_high,baseline_entry_idx,baseline_entry_ts,baseline_entry,baseline_signed1h,baseline_signed3h,fvg_entry_idx,fvg_entry_ts,fvg_entry,fvg_signed1h,fvg_signed3h,fill,fill_idx,fill_ts,entry,fvg_stop_valid,fvg_stop,fvg_risk,target,target_dist,net_rr,rr_ok,outcome,net_ret,pnl,control_manip_risk,control_rr_ok
2026-08-06 13:00:00+00:00,2026-08-06,NEW_YORK_OPEN,20:00,LONG,LOW_SWEEP,64656.0,64360.2,64392.4,64501.0,64111.0,64404.8,True,True,64501.0,64588.5,57830,2026-08-06 14:00:00+00:00,64404.8,0.005331900727896022,0.004943730902044585,57832.0,2026-08-06 16:00:00+00:00,64604.2,0.00184198550558623,-0.003334148553809091,True,57832.0,2026-08-06 16:00:00+00:00,64588.5,True,64501.0,0.0013547303312509192,64656.0,0.0010450776841078521,-0.15935736938515124,False,,,,0.007392956950540731,False
2026-08-18 13:00:00+00:00,2026-08-18,NEW_YORK_OPEN,20:00,LONG,LOW_SWEEP,64380.0,64100.1,64194.6,64262.5,63979.2,64187.5,True,True,64262.5,64615.0,58118,2026-08-18 14:00:00+00:00,64187.6,0.00772734920763507,0.0096140064436121,58120.0,2026-08-18 16:00:00+00:00,64823.9,-0.0002961870544661016,-0.0012217715996724055,True,58123.0,2026-08-18 19:00:00+00:00,64615.0,False,,,,,,False,,,,,False
