hour_wib,component_rank,character_rule,component_size,component_cells,y2024_viable_cells,y2024_strict_cells,y2024_viable_fraction,y2024_median_wr,y2024_median_exp,y2024_median_pf,y2024_max_dd,y2024_max_ls,risk_warning_cells,verdict
5,1,DRIVE_DOWN__STR_B60_80,8,LB60/H360;LB120/H360;LB60/H480;LB120/H480;LB60/H720;LB120/H720;LB60/H960;LB120/H960,5,4,0.625,0.5982384823848239,1.1282692177774556,1.402230874693392,112.88875875085847,5,0,ECONOMIC_PLATEAU_PERSISTS
22,3,RV_HIGH__RANGE_MID,7,LB180/H360;LB180/H480;LB180/H720;LB240/H720;LB360/H720;LB180/H960;LB240/H960,5,3,0.7142857142857143,0.5844155844155844,3.6241421542847823,2.3018143981394408,84.74039580041094,7,0,ECONOMIC_PLATEAU_PERSISTS
