structure_id,raid_i_h1,raid_time,reclaim_i_h1,reclaim_time,reclaim_close_time,raid_year,liquidity_low,liquidity_pivot_i,liquidity_confirm_i,significant_high,significant_high_pivot_i,significant_high_confirm_i,raid_extreme,raid_depth_pct,reclaim_delay_h1_bars,reclaim_close,median_prior_h1_range,bos_i_h1,bos_time,bos_close_time,bos_close,bos_high,bars_reclaim_to_bos,displacement_range_units,bull_path_efficiency,bos_extension_range_units,origin_i_h1,origin_time,origin_open,origin_high,origin_low,origin_close,zone_low,zone_high,zone_width_range_units,first_return_i_5m,first_return_time,return_year,bos_to_return_min,return_open,return_high,return_low,return_close,return_penetration_zone_width,pre_return_structural_high
2024-02-19 10:00:00+00:00__L29950__H29952,29955,2024-02-19 10:00:00+00:00,29955,2024-02-19 10:00:00+00:00,2024-02-19 11:00:00+00:00,2024,111.204,29950,29952,113.737,29952,29954,110.785,0.376785007733532,0,112.008,1.112000000000009,29960,2024-02-19 15:00:00+00:00,2024-02-19 16:00:00+00:00,113.78,115.022,5,2.6933453237409894,0.5455665024630552,0.038669064748206854,29957,2024-02-19 12:00:00+00:00,112.739,112.866,111.86,111.998,111.86,112.866,0.9046762589927987,359542,2024-02-19 16:50:00+00:00,2024,50.0,113.05,113.419,112.398,113.041,0.4652087475149139,115.022
2024-02-21 19:00:00+00:00__L30007__H30009,30012,2024-02-21 19:00:00+00:00,30012,2024-02-21 19:00:00+00:00,2024-02-21 20:00:00+00:00,2024,101.052,30007,30009,104.582,30009,30011,100.752,0.29687685548035797,0,102.102,1.5820000000000007,30014,2024-02-21 21:00:00+00:00,2024-02-21 22:00:00+00:00,104.653,104.7,2,2.4658659924146704,0.7487525682418563,0.04487989886220742,30013,2024-02-21 20:00:00+00:00,102.102,102.281,101.47,101.674,101.47,102.281,0.5126422250316098,360226,2024-02-22 01:50:00+00:00,2024,230.0,102.456,102.464,102.122,102.208,0.196054254007404,105.802
2024-02-24 01:00:00+00:00__L30057__H30061,30066,2024-02-24 01:00:00+00:00,30066,2024-02-24 01:00:00+00:00,2024-02-24 02:00:00+00:00,2024,98.674,30057,30059,101.849,30061,30063,98.5,0.17633824513043617,0,98.782,1.2639999999999958,30072,2024-02-24 07:00:00+00:00,2024-02-24 08:00:00+00:00,102.313,102.354,6,3.016613924050645,1.0,0.36708860759493683,30066,2024-02-24 01:00:00+00:00,100.629,100.629,98.5,98.782,98.5,100.629,1.6843354430379842,361498,2024-02-26 11:50:00+00:00,2024,3110.0,100.852,101.02,100.621,100.998,0.003757632691408999,105.2
2024-02-25 10:00:00+00:00__L30092__H30095,30099,2024-02-25 10:00:00+00:00,30099,2024-02-25 10:00:00+00:00,2024-02-25 11:00:00+00:00,2024,102.227,30092,30094,103.795,30095,30097,102.033,0.18977373883612217,0,102.525,0.741500000000002,30113,2024-02-26 00:00:00+00:00,2024-02-26 01:00:00+00:00,104.091,104.143,14,2.775455158462558,0.3147106109324727,0.3991908293998536,30112,2024-02-25 23:00:00+00:00,103.64,103.784,103.148,103.569,103.148,103.784,0.8577208361429645,361370,2024-02-26 01:10:00+00:00,2024,10.0,104.035,104.04,103.705,103.784,0.12421383647799765,104.34
2024-03-03 07:00:00+00:00__L30259__H30261,30264,2024-03-03 07:00:00+00:00,30266,2024-03-03 09:00:00+00:00,2024-03-03 10:00:00+00:00,2024,128.35,30259,30261,130.78,30261,30263,123.053,4.126996493961821,2,130.106,1.5740000000000052,30279,2024-03-03 22:00:00+00:00,2024-03-03 23:00:00+00:00,131.127,132.386,13,5.129606099110537,0.16620543708286173,0.22045743329098302,30277,2024-03-03 20:00:00+00:00,130.317,130.66,129.753,129.894,129.753,130.66,0.576238881829738,363360,2024-03-03 23:00:00+00:00,2024,0.0,131.124,131.3,130.566,130.769,0.1036383682469603,132.386
2024-03-03 08:00:00+00:00__L30255__H30261,30265,2024-03-03 08:00:00+00:00,30266,2024-03-03 09:00:00+00:00,2024-03-03 10:00:00+00:00,2024,128.333,30255,30257,130.78,30261,30263,125.2,2.441305042350756,1,130.106,1.7355000000000018,30279,2024-03-03 22:00:00+00:00,2024-03-03 23:00:00+00:00,131.127,132.386,13,3.4151541342552583,0.16620543708286173,0.19994237971766526,30277,2024-03-03 20:00:00+00:00,130.317,130.66,129.753,129.894,129.753,130.66,0.5226159608182136,363360,2024-03-03 23:00:00+00:00,2024,0.0,131.124,131.3,130.566,130.769,0.1036383682469603,132.386
2024-03-15 09:00:00+00:00__L30548__H30551,30554,2024-03-15 09:00:00+00:00,30554,2024-03-15 09:00:00+00:00,2024-03-15 10:00:00+00:00,2024,169.227,30548,30550,182.181,30551,30553,164.675,2.6898780927393338,0,173.182,6.202999999999989,30558,2024-03-15 13:00:00+00:00,2024-03-15 14:00:00+00:00,182.331,184.655,4,2.846364662260198,0.5873403094305708,0.024181847493144854,30555,2024-03-15 10:00:00+00:00,173.181,173.304,169.779,169.968,169.779,173.304,0.5682734160889912,367801,2024-03-19 09:05:00+00:00,2024,5465.0,176.769,177.011,171.841,173.629,0.4150354609929054,210.425
2024-03-20 06:00:00+00:00__L30663__H30668,30671,2024-03-20 06:00:00+00:00,30671,2024-03-20 06:00:00+00:00,2024-03-20 07:00:00+00:00,2024,166.18,30663,30665,177.131,30668,30670,165.393,0.4735828619569179,0,167.936,5.3929999999999865,30683,2024-03-20 18:00:00+00:00,2024-03-20 19:00:00+00:00,184.015,184.799,12,3.4529946226590083,0.39741466669962155,1.2764694974967556,30681,2024-03-20 16:00:00+00:00,170.672,172.499,165.55,168.033,165.55,172.499,1.2885221583534214,368699,2024-03-22 11:55:00+00:00,2024,2455.0,172.895,172.97,171.666,172.25,0.11987336307382362,195.933
2024-03-20 16:00:00+00:00__L30675__H30677,30681,2024-03-20 16:00:00+00:00,30682,2024-03-20 17:00:00+00:00,2024-03-20 18:00:00+00:00,2024,169.506,30675,30677,176.961,30677,30679,165.55,2.3338406900050668,1,172.222,4.9754999999999825,30683,2024-03-20 18:00:00+00:00,2024-03-20 19:00:00+00:00,184.015,184.799,1,3.711184805547189,1.0,1.4177469601045118,30681,2024-03-20 16:00:00+00:00,170.672,172.499,165.55,168.033,165.55,172.499,1.396643553411719,368699,2024-03-22 11:55:00+00:00,2024,2455.0,172.895,172.97,171.666,172.25,0.11987336307382362,195.933
2024-03-24 03:00:00+00:00__L30760__H30761,30764,2024-03-24 03:00:00+00:00,30765,2024-03-24 04:00:00+00:00,2024-03-24 05:00:00+00:00,2024,172.53,30760,30762,177.708,30761,30763,171.394,0.658436213991767,1,172.923,2.211999999999989,30781,2024-03-24 20:00:00+00:00,2024-03-24 21:00:00+00:00,179.074,179.8,16,3.471971066907796,0.3360284075389242,0.6175406871609497,30780,2024-03-24 19:00:00+00:00,176.528,176.999,176.034,176.237,176.034,176.999,0.43625678119349376,371886,2024-04-02 13:30:00+00:00,2024,12510.0,177.315,177.996,176.474,177.046,0.544041450777206,204.755
2024-03-24 17:00:00+00:00__L30772__H30775,30778,2024-03-24 17:00:00+00:00,30778,2024-03-24 17:00:00+00:00,2024-03-24 18:00:00+00:00,2024,173.713,30772,30774,177.5,30775,30777,172.519,0.6873406135407186,0,174.287,1.954499999999996,30781,2024-03-24 20:00:00+00:00,2024-03-24 21:00:00+00:00,179.074,179.8,3,3.353798925556419,0.8912679203127906,0.8053210539780075,30780,2024-03-24 19:00:00+00:00,176.528,176.999,176.034,176.237,176.034,176.999,0.4937324123816861,371886,2024-04-02 13:30:00+00:00,2024,12510.0,177.315,177.996,176.474,177.046,0.544041450777206,204.755
2024-03-29 07:00:00+00:00__L30874__H30880,30888,2024-03-29 07:00:00+00:00,30889,2024-03-29 08:00:00+00:00,2024-03-29 09:00:00+00:00,2024,184.65,30874,30876,191.18,30880,30882,183.547,0.5973463308962949,1,185.606,2.4025000000000034,30903,2024-03-29 22:00:00+00:00,2024-03-29 23:00:00+00:00,192.399,192.55,14,3.6844953173777277,0.3381452536213852,0.5073881373569167,30902,2024-03-29 21:00:00+00:00,189.848,190.032,187.5,188.668,187.5,190.032,1.0539021852237282,371617,2024-04-01 15:05:00+00:00,2024,3845.0,190.898,191.015,188.627,188.693,0.5548973143759854,204.755
2024-04-04 03:00:00+00:00__L31022__H31025,31028,2024-04-04 03:00:00+00:00,31030,2024-04-04 05:00:00+00:00,2024-04-04 06:00:00+00:00,2024,182.2,31022,31024,187.519,31025,31027,180.33,1.0263446761800088,2,182.877,2.8644999999999925,31038,2024-04-04 13:00:00+00:00,2024-04-04 14:00:00+00:00,188.307,189.692,8,2.784779193576539,0.9095477386934638,0.27509163902949363,31034,2024-04-04 09:00:00+00:00,185.68,186.116,184.936,185.41,184.936,186.116,0.4119392564147355,372526,2024-04-04 18:50:00+00:00,2024,290.0,187.3,187.35,186.016,186.107,0.08474576271188318,190.295
2024-04-08 03:00:00+00:00__L31119__H31120,31124,2024-04-08 03:00:00+00:00,31126,2024-04-08 05:00:00+00:00,2024-04-08 06:00:00+00:00,2024,176.958,31119,31121,180.245,31120,31122,175.401,0.8798697996134608,2,177.259,1.7109999999999985,31128,2024-04-08 07:00:00+00:00,2024-04-08 08:00:00+00:00,180.283,181.256,2,2.8533021624780717,0.8852459016393454,0.0222092343658577,31127,2024-04-08 06:00:00+00:00,177.259,177.635,176.374,177.063,176.374,177.635,0.7369959088252465,373784,2024-04-09 03:40:00+00:00,2024,1180.0,177.995,178.043,177.56,177.638,0.05947660586834964,184.799
2024-04-18 07:00:00+00:00__L31361__H31365,31368,2024-04-18 07:00:00+00:00,31369,2024-04-18 08:00:00+00:00,2024-04-18 09:00:00+00:00,2024,129.59,31361,31363,136.808,31365,31367,127.514,1.601975461069533,1,130.085,3.492500000000007,31375,2024-04-18 14:00:00+00:00,2024-04-18 15:00:00+00:00,138.793,139.799,6,3.229491768074442,0.638042203985932,0.5683607730851853,31373,2024-04-18 12:00:00+00:00,135.721,136.15,131.909,133.251,131.909,136.15,1.2143163922691498,376550,2024-04-18 18:10:00+00:00,2024,190.0,136.48,136.594,135.556,135.632,0.14006130629568314,141.481
2024-04-19 01:00:00+00:00__L31379__H31383,31386,2024-04-19 01:00:00+00:00,31388,2024-04-19 03:00:00+00:00,2024-04-19 04:00:00+00:00,2024,135.556,31379,31381,143.88,31383,31385,128.401,5.278261382749565,2,136.431,3.350500000000011,31391,2024-04-19 06:00:00+00:00,2024-04-19 07:00:00+00:00,144.958,146.3,3,4.941650499925364,0.9132483667130766,0.32174302342933875,31390,2024-04-19 05:00:00+00:00,139.302,140.769,136.89,138.897,136.89,140.769,1.1577376510968531,376896,2024-04-19 23:00:00+00:00,2024,960.0,143.575,143.787,140.554,141.215,0.05542665635473121,147.491
2024-04-19 02:00:00+00:00__L31374__H31383,31387,2024-04-19 02:00:00+00:00,31387,2024-04-19 02:00:00+00:00,2024-04-19 03:00:00+00:00,2024,131.87,31374,31376,143.88,31383,31385,128.401,2.6306210662015572,0,132.87,3.3930000000000007,31391,2024-04-19 06:00:00+00:00,2024-04-19 07:00:00+00:00,144.958,146.3,4,4.879752431476565,0.9371995658241586,0.3177129384025944,31390,2024-04-19 05:00:00+00:00,139.302,140.769,136.89,138.897,136.89,140.769,1.1432360742705625,376896,2024-04-19 23:00:00+00:00,2024,960.0,143.575,143.787,140.554,141.215,0.05542665635473121,147.491
2024-04-22 02:00:00+00:00__L31453__H31454,31459,2024-04-22 02:00:00+00:00,31460,2024-04-22 03:00:00+00:00,2024-04-22 04:00:00+00:00,2024,147.395,31453,31455,150.8,31454,31456,146.544,0.5773601546863862,1,150.27,1.9415000000000049,31461,2024-04-22 04:00:00+00:00,2024-04-22 05:00:00+00:00,150.818,151.683,1,2.2013906773113523,1.0,0.009271182075714982,31459,2024-04-22 02:00:00+00:00,147.977,148.479,146.544,147.356,146.544,148.479,0.9966520731393239,378288,2024-04-24 19:00:00+00:00,2024,3720.0,148.61,148.884,147.388,148.76,0.5638242894056883,159.987
2024-04-22 15:00:00+00:00__L31468__H31469,31472,2024-04-22 15:00:00+00:00,31472,2024-04-22 15:00:00+00:00,2024-04-22 16:00:00+00:00,2024,152.341,31468,31470,154.9,31469,31471,151.453,0.582902829835701,0,153.372,2.010000000000005,31478,2024-04-22 21:00:00+00:00,2024-04-22 22:00:00+00:00,155.464,155.688,6,1.9955223880596942,0.5549071618037121,0.2805970149253689,31475,2024-04-22 18:00:00+00:00,154.895,155.235,153.694,154.058,153.694,155.235,0.7666666666666773,377828,2024-04-23 04:40:00+00:00,2024,400.0,155.818,155.818,155.174,155.189,0.03958468526930957,159.222
2024-04-29 17:00:00+00:00__L31637__H31639,31642,2024-04-29 17:00:00+00:00,31642,2024-04-29 17:00:00+00:00,2024-04-29 18:00:00+00:00,2024,133.871,31637,31639,137.5,31639,31641,133.475,0.2958071576368407,0,135.0,2.048500000000004,31647,2024-04-29 22:00:00+00:00,2024-04-29 23:00:00+00:00,137.553,138.115,5,1.990724920673661,0.6802557953637005,0.02587258969977894,31646,2024-04-29 21:00:00+00:00,134.906,135.171,133.953,134.814,133.953,135.171,0.5945814010251339,379812,2024-04-30 02:00:00+00:00,2024,180.0,136.449,136.567,134.858,135.379,0.2569786535303702,139.721
2024-05-05 20:00:00+00:00__L31782__H31783,31789,2024-05-05 20:00:00+00:00,31789,2024-05-05 20:00:00+00:00,2024-05-05 21:00:00+00:00,2024,145.3,31782,31784,147.976,31783,31785,144.896,0.27804542326223314,0,145.378,1.2275000000000063,31798,2024-05-06 05:00:00+00:00,2024-05-06 06:00:00+00:00,148.66,148.933,9,3.066395112016286,0.5222788033099937,0.5572301425661865,31795,2024-05-06 02:00:00+00:00,146.77,147.503,145.943,145.987,145.943,147.503,1.2708757637474264,382098,2024-05-08 00:30:00+00:00,2024,2550.0,148.751,148.842,147.1,148.66,0.25833333333333225,159.194
2024-05-09 10:00:00+00:00__L31868__H31871,31875,2024-05-09 10:00:00+00:00,31877,2024-05-09 12:00:00+00:00,2024-05-09 13:00:00+00:00,2024,143.128,31868,31870,145.772,31871,31873,140.535,1.81166508300262,2,144.106,1.7494999999999976,31880,2024-05-09 15:00:00+00:00,2024-05-09 16:00:00+00:00,146.401,147.8,3,3.3529579879965827,0.4826498422712972,0.3595312946556273,31878,2024-05-09 13:00:00+00:00,144.108,144.682,141.55,142.876,141.55,144.682,1.7902257787939302,382937,2024-05-10 22:25:00+00:00,2024,1825.0,145.957,145.957,144.177,144.88,0.16123882503192824,155.7
2024-05-11 11:00:00+00:00__L31916__H31919,31924,2024-05-11 11:00:00+00:00,31924,2024-05-11 11:00:00+00:00,2024-05-11 12:00:00+00:00,2024,143.2,31916,31918,146.372,31919,31921,143.068,0.09217877094970432,0,144.197,1.757000000000005,31939,2024-05-12 02:00:00+00:00,2024-05-12 03:00:00+00:00,146.669,146.921,15,2.0495162208309554,0.4305120167189155,0.1690381331815573,31938,2024-05-12 01:00:00+00:00,145.577,146.249,145.415,145.566,145.415,146.249,0.47467273762094525,383281,2024-05-12 03:05:00+00:00,2024,5.0,146.396,146.61,146.234,146.507,0.017985611510774942,146.921
2024-05-14 03:00:00+00:00__L31979__H31985,31988,2024-05-14 03:00:00+00:00,31988,2024-05-14 03:00:00+00:00,2024-05-14 04:00:00+00:00,2024,145.738,31979,31981,148.265,31985,31987,145.595,0.09812128614362808,0,146.275,1.899499999999989,31990,2024-05-14 05:00:00+00:00,2024-05-14 06:00:00+00:00,148.583,149.036,2,1.5730455382995614,1.0,0.16741247696763037,31988,2024-05-14 03:00:00+00:00,146.582,146.861,145.595,146.275,145.595,146.861,0.6664911818899703,383893,2024-05-14 06:05:00+00:00,2024,5.0,147.964,148.25,146.69,146.869,0.1350710900473882,149.036
2024-05-15 00:00:00+00:00__L32001__H32004,32009,2024-05-15 00:00:00+00:00,32010,2024-05-15 01:00:00+00:00,2024-05-15 02:00:00+00:00,2024,141.762,32001,32003,144.706,32004,32006,141.1,0.46697986766552824,1,142.82,1.468500000000006,32018,2024-05-15 09:00:00+00:00,2024-05-15 10:00:00+00:00,144.994,146.051,8,2.65168539325842,0.5803523758675924,0.19611848825332637,32017,2024-05-15 08:00:00+00:00,144.197,144.601,143.465,144.141,143.465,144.601,0.7735784814436439,384228,2024-05-15 10:00:00+00:00,2024,0.0,144.994,145.6,144.54,144.574,0.05369718309859796,146.051
2024-05-20 14:00:00+00:00__L32139__H32140,32143,2024-05-20 14:00:00+00:00,32143,2024-05-20 14:00:00+00:00,2024-05-20 15:00:00+00:00,2024,176.219,32139,32141,178.889,32140,32142,175.2,0.5782577361124541,0,176.231,2.0060000000000144,32144,2024-05-20 15:00:00+00:00,2024-05-20 16:00:00+00:00,178.911,179.5,1,1.849950149551339,1.0,0.01096709870388395,32143,2024-05-20 14:00:00+00:00,177.052,177.282,175.2,176.231,175.2,177.282,1.0378863409770722,386014,2024-05-21 14:50:00+00:00,2024,1370.0,178.11,178.297,177.114,177.501,0.08069164265129904,188.955
2024-05-26 19:00:00+00:00__L32285__H32288,32292,2024-05-26 19:00:00+00:00,32294,2024-05-26 21:00:00+00:00,2024-05-26 22:00:00+00:00,2024,162.861,32285,32287,165.937,32288,32290,161.002,1.141464193391899,2,163.403,1.490000000000009,32307,2024-05-27 10:00:00+00:00,2024-05-27 11:00:00+00:00,166.488,166.531,13,3.6818791946308433,0.35084726486978457,0.3697986577181103,32303,2024-05-27 06:00:00+00:00,164.746,165.616,164.537,164.693,164.537,165.616,0.7241610738255041,387905,2024-05-28 04:25:00+00:00,2024,1045.0,166.001,166.352,165.564,165.843,0.04819277108435639,172.412
2024-06-14 01:00:00+00:00__L32726__H32727,32730,2024-06-14 01:00:00+00:00,32730,2024-06-14 01:00:00+00:00,2024-06-14 02:00:00+00:00,2024,146.0,32726,32728,148.35,32727,32729,145.743,0.1760273972602774,0,147.916,1.6885000000000048,32734,2024-06-14 05:00:00+00:00,2024-06-14 06:00:00+00:00,148.599,149.711,4,1.6914421083802111,0.23922942206654585,0.14746816701213772,32733,2024-06-14 04:00:00+00:00,147.454,148.008,147.004,147.004,147.004,148.008,0.5946106011252688,392820,2024-06-14 06:00:00+00:00,2024,0.0,148.599,148.775,147.9,147.965,0.10756972111553988,149.711
2024-06-16 04:00:00+00:00__L32773__H32776,32781,2024-06-16 04:00:00+00:00,32782,2024-06-16 05:00:00+00:00,2024-06-16 06:00:00+00:00,2024,143.778,32773,32775,145.633,32776,32778,143.02,0.5272016581117983,1,144.369,0.873500000000007,32790,2024-06-16 13:00:00+00:00,2024-06-16 14:00:00+00:00,145.759,145.971,8,3.1356611333714413,0.38935574229691566,0.1442472810532059,32788,2024-06-16 11:00:00+00:00,145.382,145.529,144.818,144.947,144.818,145.529,0.8139668002289394,393492,2024-06-16 14:00:00+00:00,2024,0.0,145.759,145.78,145.505,145.715,0.0337552742616054,145.971
2024-06-20 04:00:00+00:00__L32872__H32874,32877,2024-06-20 04:00:00+00:00,32878,2024-06-20 05:00:00+00:00,2024-06-20 06:00:00+00:00,2024,134.402,32872,32874,137.2,32874,32876,132.482,1.42855017038436,1,135.934,1.5584999999999951,32881,2024-06-20 08:00:00+00:00,2024-06-20 09:00:00+00:00,137.582,137.622,3,3.272377285851787,0.6442533229085298,0.24510747513635303,32879,2024-06-20 06:00:00+00:00,135.933,136.9,135.272,135.479,135.272,136.9,1.0445941610523064,394597,2024-06-20 10:05:00+00:00,2024,65.0,137.016,137.125,136.868,136.968,0.019656019656026046,137.973
2024-06-20 05:00:00+00:00__L32860__H32874,32878,2024-06-20 05:00:00+00:00,32880,2024-06-20 07:00:00+00:00,2024-06-20 08:00:00+00:00,2024,136.85,32860,32862,137.2,32874,32876,134.208,1.9305809280233805,2,137.141,1.5584999999999951,32881,2024-06-20 08:00:00+00:00,2024-06-20 09:00:00+00:00,137.582,137.622,1,2.1649021495027307,1.0,0.24510747513635303,32879,2024-06-20 06:00:00+00:00,135.933,136.9,135.272,135.479,135.272,136.9,1.0445941610523064,394597,2024-06-20 10:05:00+00:00,2024,65.0,137.016,137.125,136.868,136.968,0.019656019656026046,137.973
2024-06-21 13:00:00+00:00__L32905__H32907,32910,2024-06-21 13:00:00+00:00,32910,2024-06-21 13:00:00+00:00,2024-06-21 14:00:00+00:00,2024,129.522,32905,32907,132.772,32907,32909,129.31,0.16367875727674763,0,130.123,1.483000000000004,32911,2024-06-21 14:00:00+00:00,2024-06-21 15:00:00+00:00,132.871,133.451,1,2.4012137559002005,1.0,0.06675657451113802,32910,2024-06-21 13:00:00+00:00,131.194,131.215,129.31,130.123,129.31,131.215,1.2845583277140902,394951,2024-06-21 15:35:00+00:00,2024,35.0,131.568,131.591,130.442,130.863,0.40577427821522083,133.69
2024-06-27 06:00:00+00:00__L33043__H33044,33047,2024-06-27 06:00:00+00:00,33047,2024-06-27 06:00:00+00:00,2024-06-27 07:00:00+00:00,2024,135.582,33043,33045,137.916,33044,33046,135.179,0.2972370963697184,0,135.779,1.380500000000012,33050,2024-06-27 09:00:00+00:00,2024-06-27 10:00:00+00:00,138.28,138.432,3,2.2462875769648476,1.0,0.2636725823976828,33047,2024-06-27 06:00:00+00:00,136.141,136.296,135.179,135.779,135.179,136.296,0.8091271278522133,398526,2024-07-04 01:30:00+00:00,2024,9570.0,138.706,138.723,134.12,135.694,1.0,154.915
2024-07-20 13:00:00+00:00__L33590__H33602,33606,2024-07-20 13:00:00+00:00,33606,2024-07-20 13:00:00+00:00,2024-07-20 14:00:00+00:00,2024,167.856,33590,33592,169.787,33602,33604,167.187,0.398555905061471,0,168.14,1.468999999999994,33610,2024-07-20 17:00:00+00:00,2024-07-20 18:00:00+00:00,174.214,174.6,4,4.78352620830498,1.0,3.0136147038801977,33606,2024-07-20 13:00:00+00:00,168.33,168.659,167.187,168.14,167.187,168.659,1.002042205582019,404589,2024-07-25 02:45:00+00:00,2024,6285.0,169.221,170.14,168.103,169.745,0.3777173913043415,185.32
2024-07-25 10:00:00+00:00__L33715__H33718,33723,2024-07-25 10:00:00+00:00,33724,2024-07-25 11:00:00+00:00,2024-07-25 12:00:00+00:00,2024,168.103,33715,33717,172.88,33718,33720,167.0,0.6561453394645,1,168.739,2.718999999999994,33738,2024-07-26 01:00:00+00:00,2024-07-26 02:00:00+00:00,173.967,174.2,14,2.562339095255619,0.31505363384355745,0.39977933063627064,33736,2024-07-25 23:00:00+00:00,172.22,172.842,171.087,171.759,171.087,172.842,0.6454578889297637,406541,2024-07-31 21:25:00+00:00,2024,8365.0,174.425,174.425,172.7,172.701,0.08091168091169368,193.893
2024-07-25 20:00:00+00:00__L33727__H33729,33733,2024-07-25 20:00:00+00:00,33733,2024-07-25 20:00:00+00:00,2024-07-25 21:00:00+00:00,2024,165.679,33727,33729,172.449,33729,33731,165.304,0.2263412985351191,0,170.599,2.5805000000000007,33737,2024-07-26 00:00:00+00:00,2024-07-26 01:00:00+00:00,172.78,173.488,4,2.897112962604145,0.7028681920721835,0.12826971517147404,33736,2024-07-25 23:00:00+00:00,172.22,172.842,171.087,171.759,171.087,172.842,0.6801007556675154,404856,2024-07-26 01:00:00+00:00,2024,0.0,172.78,173.56,172.736,173.428,0.06039886039887266,173.488
2024-07-28 22:00:00+00:00__L33802__H33804,33807,2024-07-28 22:00:00+00:00,33807,2024-07-28 22:00:00+00:00,2024-07-28 23:00:00+00:00,2024,183.03,33802,33804,185.488,33804,33806,182.5,0.28957001584439773,0,183.39,1.4749999999999943,33809,2024-07-29 00:00:00+00:00,2024-07-29 01:00:00+00:00,188.025,189.367,2,3.745762711864425,1.0,1.7200000000000109,33807,2024-07-28 22:00:00+00:00,184.492,185.0,182.5,183.39,182.5,185.0,1.6949152542372947,405905,2024-07-29 16:25:00+00:00,2024,925.0,185.963,186.127,185.0,185.903,0.0,193.893
2024-08-06 09:00:00+00:00__L34005__H34007,34010,2024-08-06 09:00:00+00:00,34010,2024-08-06 09:00:00+00:00,2024-08-06 10:00:00+00:00,2024,137.425,34005,34007,143.913,34007,34009,136.3,0.8186283427323995,0,138.809,4.4879999999999995,34015,2024-08-06 14:00:00+00:00,2024-08-06 15:00:00+00:00,144.732,146.313,5,1.8787878787878762,0.6538249254884628,0.1824866310160402,34013,2024-08-06 12:00:00+00:00,139.347,140.484,137.467,137.78,137.467,140.484,0.6722370766488405,410820,2024-08-15 18:00:00+00:00,2024,13140.0,143.145,143.182,139.771,141.507,0.23632747762678927,163.712
2024-08-08 00:00:00+00:00__L34045__H34046,34049,2024-08-08 00:00:00+00:00,34049,2024-08-08 00:00:00+00:00,2024-08-08 01:00:00+00:00,2024,142.223,34045,34047,147.485,34046,34048,141.315,0.6384340085640264,0,144.062,2.8804999999999836,34050,2024-08-08 01:00:00+00:00,2024-08-08 02:00:00+00:00,152.658,152.964,1,3.937858010762039,1.0,1.795868772782504,34049,2024-08-08 00:00:00+00:00,144.732,145.829,141.315,144.062,141.315,145.829,1.5670890470404568,409685,2024-08-11 19:25:00+00:00,2024,5365.0,146.048,146.315,145.6,145.775,0.050731058927783096,163.712
2024-08-14 01:00:00+00:00__L34188__H34190,34194,2024-08-14 01:00:00+00:00,34195,2024-08-14 02:00:00+00:00,2024-08-14 03:00:00+00:00,2024,144.8,34188,34190,147.8,34190,34192,143.51,0.8908839779005665,1,144.901,1.9905000000000115,34204,2024-08-14 11:00:00+00:00,2024-08-14 12:00:00+00:00,147.943,148.93,9,2.2270786234614395,0.7005988023952079,0.07184124591811096,34201,2024-08-14 08:00:00+00:00,145.654,145.864,144.727,145.537,144.727,145.864,0.5712132629992434,410486,2024-08-14 14:10:00+00:00,2024,130.0,147.528,147.531,145.208,146.479,0.57695690413369,152.13
2024-08-14 02:00:00+00:00__L34183__H34190,34195,2024-08-14 02:00:00+00:00,34195,2024-08-14 02:00:00+00:00,2024-08-14 03:00:00+00:00,2024,144.566,34183,34185,147.8,34190,34192,143.661,0.6260116486587449,0,144.901,2.043500000000023,34204,2024-08-14 11:00:00+00:00,2024-08-14 12:00:00+00:00,147.943,148.93,9,2.0954245167604415,0.7005988023952079,0.06997797895767022,34201,2024-08-14 08:00:00+00:00,145.654,145.864,144.727,145.537,144.727,145.864,0.5563983361879069,410486,2024-08-14 14:10:00+00:00,2024,130.0,147.528,147.531,145.208,146.479,0.57695690413369,152.13
2024-08-19 09:00:00+00:00__L34318__H34319,34322,2024-08-19 09:00:00+00:00,34324,2024-08-19 11:00:00+00:00,2024-08-19 12:00:00+00:00,2024,141.823,34318,34320,143.477,34319,34321,140.252,1.1077187762210627,2,142.275,1.3019999999999783,34327,2024-08-19 14:00:00+00:00,2024-08-19 15:00:00+00:00,144.229,144.284,3,3.054531490015415,0.6827393431166988,0.5775729646697558,34326,2024-08-19 13:00:00+00:00,143.099,144.578,142.338,142.646,142.338,144.578,1.7204301075269175,411936,2024-08-19 15:00:00+00:00,2024,0.0,144.228,144.417,143.693,144.056,0.39508928571428004,144.284
2024-08-19 10:00:00+00:00__L34315__H34319,34323,2024-08-19 10:00:00+00:00,34324,2024-08-19 11:00:00+00:00,2024-08-19 12:00:00+00:00,2024,141.479,34315,34317,143.477,34319,34321,140.252,0.8672665201195964,1,142.275,1.3019999999999783,34327,2024-08-19 14:00:00+00:00,2024-08-19 15:00:00+00:00,144.229,144.284,3,3.054531490015415,0.6827393431166988,0.5775729646697558,34326,2024-08-19 13:00:00+00:00,143.099,144.578,142.338,142.646,142.338,144.578,1.7204301075269175,411936,2024-08-19 15:00:00+00:00,2024,0.0,144.228,144.417,143.693,144.056,0.39508928571428004,144.284
