candidate_id,shape_rule,scale_state,lookback_min,hold_min,hour_utc,trades,win_rate,net_pnl,expectancy,pf
DRIVE_UP__STR_B0_20|RAW_RANGE_LB_HIGH|LB30|H960,DRIVE_UP__STR_B0_20,RAW_RANGE_LB_HIGH,30,960,0,56,0.5535714285714286,34.007715058900956,0.6072806260518028,1.0816380306507445
DRIVE_UP__STR_B0_20|RAW_RANGE_LB_HIGH|LB30|H960,DRIVE_UP__STR_B0_20,RAW_RANGE_LB_HIGH,30,960,1,38,0.5,17.941690769728638,0.47214975709812207,1.0573001715584542
DRIVE_UP__STR_B0_20|RAW_RANGE_LB_HIGH|LB30|H960,DRIVE_UP__STR_B0_20,RAW_RANGE_LB_HIGH,30,960,2,25,0.44,77.1666625812605,3.0866665032504197,1.3297704240972694
DRIVE_UP__STR_B0_20|RAW_RANGE_LB_HIGH|LB30|H960,DRIVE_UP__STR_B0_20,RAW_RANGE_LB_HIGH,30,960,3,25,0.6,92.86951128302609,3.7147804513210434,1.470810577448218
DRIVE_UP__STR_B0_20|RAW_RANGE_LB_HIGH|LB30|H960,DRIVE_UP__STR_B0_20,RAW_RANGE_LB_HIGH,30,960,4,15,0.2,-79.34093033263859,-5.28939535550924,0.4546474129312274
DRIVE_UP__STR_B0_20|RAW_RANGE_LB_HIGH|LB30|H960,DRIVE_UP__STR_B0_20,RAW_RANGE_LB_HIGH,30,960,5,14,0.35714285714285715,-77.16143728040953,-5.511531234314966,0.5687200087580504
DRIVE_UP__STR_B0_20|RAW_RANGE_LB_HIGH|LB30|H960,DRIVE_UP__STR_B0_20,RAW_RANGE_LB_HIGH,30,960,6,22,0.5,75.84150652993256,3.4473412059060253,1.5186479317077555
DRIVE_UP__STR_B0_20|RAW_RANGE_LB_HIGH|LB30|H960,DRIVE_UP__STR_B0_20,RAW_RANGE_LB_HIGH,30,960,7,20,0.5,-44.07607156353426,-2.2038035781767134,0.8168048332201002
DRIVE_UP__STR_B0_20|RAW_RANGE_LB_HIGH|LB30|H960,DRIVE_UP__STR_B0_20,RAW_RANGE_LB_HIGH,30,960,8,26,0.5384615384615384,98.1352410538928,3.774432348226646,1.4974856750287242
DRIVE_UP__STR_B0_20|RAW_RANGE_LB_HIGH|LB30|H960,DRIVE_UP__STR_B0_20,RAW_RANGE_LB_HIGH,30,960,9,27,0.5925925925925926,93.0331546989216,3.445672396256356,1.4389888357064813
DRIVE_UP__STR_B0_20|RAW_RANGE_LB_HIGH|LB30|H960,DRIVE_UP__STR_B0_20,RAW_RANGE_LB_HIGH,30,960,10,22,0.4090909090909091,2.078348316887052,0.09447037804032053,1.0087169016547086
DRIVE_UP__STR_B0_20|RAW_RANGE_LB_HIGH|LB30|H960,DRIVE_UP__STR_B0_20,RAW_RANGE_LB_HIGH,30,960,11,21,0.47619047619047616,226.91222113337878,10.805343863494228,2.300500003810115
DRIVE_UP__STR_B0_20|RAW_RANGE_LB_HIGH|LB30|H960,DRIVE_UP__STR_B0_20,RAW_RANGE_LB_HIGH,30,960,12,31,0.4838709677419355,362.84054160334097,11.704533600107773,2.138267072479346
DRIVE_UP__STR_B0_20|RAW_RANGE_LB_HIGH|LB30|H960,DRIVE_UP__STR_B0_20,RAW_RANGE_LB_HIGH,30,960,13,43,0.5348837209302325,109.176651641526,2.53899189864014,1.241208256269503
DRIVE_UP__STR_B0_20|RAW_RANGE_LB_HIGH|LB30|H960,DRIVE_UP__STR_B0_20,RAW_RANGE_LB_HIGH,30,960,14,82,0.5121951219512195,244.24978784390404,2.978655949315903,1.3895057130668702
