role,partition,ref_min,hour,entry_ts,loss_class,latent_class,snapshot_min,close_R,running_mfe_R,running_mae_R,closes_above_H,closes_le_H,reclaim_by_snapshot
CENTRAL,development,360,15,2022-01-20 15:00:00+00:00,L4_BREAK_FAIL_30M,TRUE_FAILURE_PROXY,10,0.12974683544303703,0.15348101265822783,0.012658227848103259,2,0,True
CENTRAL,development,360,15,2022-01-20 15:00:00+00:00,L4_BREAK_FAIL_30M,TRUE_FAILURE_PROXY,15,0.14873417721518967,0.23259493670886083,0.012658227848103259,3,0,True
CENTRAL,development,360,15,2022-01-20 15:00:00+00:00,L4_BREAK_FAIL_30M,TRUE_FAILURE_PROXY,30,0.09335443037974747,0.23259493670886083,0.012658227848103259,6,0,True
CENTRAL,development,360,15,2022-01-20 15:00:00+00:00,L4_BREAK_FAIL_30M,TRUE_FAILURE_PROXY,60,0.10443037974683501,0.29746835443037933,0.012658227848103259,12,0,True
CENTRAL,development,360,15,2022-01-21 17:00:00+00:00,L2_BREAK_FAST_FAIL_5M,TRUE_FAILURE_PROXY,5,-0.008832188420019964,0.011776251226693285,0.2522080471050043,0,1,False
CENTRAL,development,360,15,2022-01-21 17:00:00+00:00,L2_BREAK_FAST_FAIL_5M,TRUE_FAILURE_PROXY,10,-0.15701668302257063,0.03532875368007846,0.2522080471050043,0,2,False
CENTRAL,development,360,15,2022-01-21 17:00:00+00:00,L2_BREAK_FAST_FAIL_5M,TRUE_FAILURE_PROXY,15,-0.2659470068694793,0.03532875368007846,0.27968596663395434,0,3,False
CENTRAL,development,360,15,2022-01-21 17:00:00+00:00,L2_BREAK_FAST_FAIL_5M,TRUE_FAILURE_PROXY,30,-0.28753680078508276,0.03532875368007846,0.3601570166830228,0,6,False
CENTRAL,development,360,15,2022-01-21 17:00:00+00:00,L2_BREAK_FAST_FAIL_5M,TRUE_FAILURE_PROXY,60,-0.09617271835132524,0.03532875368007846,0.3601570166830228,0,12,False
CENTRAL,development,360,15,2022-01-26 19:00:00+00:00,L2_BREAK_FAST_FAIL_5M,TRUE_FAILURE_PROXY,5,-0.45374449339207085,0.0,0.66079295154185,0,1,False
CENTRAL,development,360,15,2022-01-26 19:00:00+00:00,L2_BREAK_FAST_FAIL_5M,TRUE_FAILURE_PROXY,10,-0.23935389133626944,0.0,0.66079295154185,0,2,False
CENTRAL,development,360,15,2022-01-26 19:00:00+00:00,L2_BREAK_FAST_FAIL_5M,TRUE_FAILURE_PROXY,15,-0.15859030837004376,0.0,0.66079295154185,0,3,False
CENTRAL,development,360,15,2022-01-26 19:00:00+00:00,L2_BREAK_FAST_FAIL_5M,TRUE_FAILURE_PROXY,30,-0.2364170337738618,0.0,0.66079295154185,0,6,False
CENTRAL,development,360,15,2022-01-26 19:00:00+00:00,L2_BREAK_FAST_FAIL_5M,TRUE_FAILURE_PROXY,60,-1.199706314243759,0.0,1.2246696035242293,0,12,False
CENTRAL,development,360,15,2022-01-28 15:50:00+00:00,L3_BREAK_FAST_FAIL_10M,LATENT_RECOVERABLE,5,-0.03403141361256419,0.005235602094239786,0.09424083769633475,0,1,False
CENTRAL,development,360,15,2022-01-28 15:50:00+00:00,L3_BREAK_FAST_FAIL_10M,LATENT_RECOVERABLE,10,0.07591623036648992,0.20418848167539258,0.09424083769633475,1,1,True
CENTRAL,development,360,15,2022-01-28 15:50:00+00:00,L3_BREAK_FAST_FAIL_10M,LATENT_RECOVERABLE,15,0.39790575916230186,0.41361256544502495,0.09424083769633475,2,1,True
CENTRAL,development,360,15,2022-01-28 15:50:00+00:00,L3_BREAK_FAST_FAIL_10M,LATENT_RECOVERABLE,30,0.17539267015706816,0.46596858638743394,0.09424083769633475,5,1,True
CENTRAL,development,360,15,2022-01-28 15:50:00+00:00,L3_BREAK_FAST_FAIL_10M,LATENT_RECOVERABLE,60,0.04450261780104748,0.46596858638743394,0.09424083769633475,11,1,True
CENTRAL,development,360,15,2022-02-01 16:30:00+00:00,L3_BREAK_FAST_FAIL_10M,TRUE_FAILURE_PROXY,5,0.12345679012345552,0.1714677640603565,0.03703703703703841,1,0,True
CENTRAL,development,360,15,2022-02-01 16:30:00+00:00,L3_BREAK_FAST_FAIL_10M,TRUE_FAILURE_PROXY,10,0.15500685871056166,0.1728395061728381,0.03703703703703841,2,0,True
CENTRAL,development,360,15,2022-02-01 16:30:00+00:00,L3_BREAK_FAST_FAIL_10M,TRUE_FAILURE_PROXY,15,0.24828532235939457,0.35253772290809204,0.03703703703703841,3,0,True
CENTRAL,development,360,15,2022-02-01 16:30:00+00:00,L3_BREAK_FAST_FAIL_10M,TRUE_FAILURE_PROXY,30,0.15500685871056166,0.35253772290809204,0.03703703703703841,6,0,True
CENTRAL,development,360,15,2022-02-01 16:30:00+00:00,L3_BREAK_FAST_FAIL_10M,TRUE_FAILURE_PROXY,60,-0.0521262002743497,0.35253772290809204,0.05898491083676358,11,1,True
CENTRAL,development,360,15,2022-02-05 15:30:00+00:00,L2_BREAK_FAST_FAIL_5M,TRUE_FAILURE_PROXY,5,-0.13364055299539448,0.0,0.36866359447005104,0,1,False
CENTRAL,development,360,15,2022-02-05 15:30:00+00:00,L2_BREAK_FAST_FAIL_5M,TRUE_FAILURE_PROXY,10,-0.27188940092166036,0.0,0.396313364055299,0,2,False
CENTRAL,development,360,15,2022-02-05 15:30:00+00:00,L2_BREAK_FAST_FAIL_5M,TRUE_FAILURE_PROXY,15,-0.18894009216590343,0.0,0.396313364055299,0,3,False
CENTRAL,development,360,15,2022-02-05 15:30:00+00:00,L2_BREAK_FAST_FAIL_5M,TRUE_FAILURE_PROXY,30,-0.6497695852534607,0.0,0.7327188940092176,0,6,False
CENTRAL,development,360,15,2022-02-05 15:30:00+00:00,L2_BREAK_FAST_FAIL_5M,TRUE_FAILURE_PROXY,60,-0.9539170506912469,0.0,0.9815668202765013,0,12,False
CENTRAL,development,360,15,2022-02-07 15:35:00+00:00,L2_BREAK_FAST_FAIL_5M,TRUE_FAILURE_PROXY,5,-0.015734265734266333,0.02622377622377474,0.06118881118881269,0,1,False
CENTRAL,development,360,15,2022-02-07 15:35:00+00:00,L2_BREAK_FAST_FAIL_5M,TRUE_FAILURE_PROXY,10,-0.047202797202799,0.07867132867132919,0.06118881118881269,0,2,False
CENTRAL,development,360,15,2022-02-07 15:35:00+00:00,L2_BREAK_FAST_FAIL_5M,TRUE_FAILURE_PROXY,15,0.029720279720280025,0.07867132867132919,0.06118881118881269,1,2,True
CENTRAL,development,360,15,2022-02-07 15:35:00+00:00,L2_BREAK_FAST_FAIL_5M,TRUE_FAILURE_PROXY,30,-0.06293706293706285,0.11188811188811201,0.1223776223776229,1,5,True
CENTRAL,development,360,15,2022-02-07 15:35:00+00:00,L2_BREAK_FAST_FAIL_5M,TRUE_FAILURE_PROXY,60,-0.32692307692307776,0.13811188811188674,0.3426573426573441,2,10,True
CENTRAL,development,360,15,2022-02-09 00:45:00+00:00,L2_BREAK_FAST_FAIL_5M,TRUE_FAILURE_PROXY,5,-0.08611111111111187,0.04166666666666831,0.10833333333333366,0,1,False
CENTRAL,development,360,15,2022-02-09 00:45:00+00:00,L2_BREAK_FAST_FAIL_5M,TRUE_FAILURE_PROXY,10,-0.049999999999998025,0.04166666666666831,0.1361111111111099,0,2,False
CENTRAL,development,360,15,2022-02-09 00:45:00+00:00,L2_BREAK_FAST_FAIL_5M,TRUE_FAILURE_PROXY,15,-0.17777777777777823,0.04166666666666831,0.18888888888888714,0,3,False
CENTRAL,development,360,15,2022-02-09 00:45:00+00:00,L2_BREAK_FAST_FAIL_5M,TRUE_FAILURE_PROXY,30,-0.14444444444444357,0.04166666666666831,0.29166666666666635,0,6,False
CENTRAL,development,360,15,2022-02-09 00:45:00+00:00,L2_BREAK_FAST_FAIL_5M,TRUE_FAILURE_PROXY,60,-0.5555555555555565,0.04166666666666831,0.5638888888888901,0,12,False
CENTRAL,development,360,15,2022-02-19 16:05:00+00:00,L5_BREAK_FAIL_LATE,TRUE_FAILURE_PROXY,5,-0.0738007380073813,0.022140221402214912,0.11439114391144022,0,1,False
CENTRAL,development,360,15,2022-02-19 16:05:00+00:00,L5_BREAK_FAIL_LATE,TRUE_FAILURE_PROXY,10,-0.10332103321033276,0.022140221402214912,0.1881918819188215,0,2,False
CENTRAL,development,360,15,2022-02-19 16:05:00+00:00,L5_BREAK_FAIL_LATE,TRUE_FAILURE_PROXY,15,-0.19926199261992372,0.022140221402214912,0.3505535055350572,0,3,False
CENTRAL,development,360,15,2022-02-19 16:05:00+00:00,L5_BREAK_FAIL_LATE,TRUE_FAILURE_PROXY,30,-0.12915129151291332,0.022140221402214912,0.39483394833948177,0,6,False
CENTRAL,development,360,15,2022-02-19 16:05:00+00:00,L5_BREAK_FAIL_LATE,TRUE_FAILURE_PROXY,60,-0.06642066420663949,0.022140221402214912,0.39483394833948177,0,12,False
CENTRAL,development,360,15,2022-02-20 17:40:00+00:00,L4_BREAK_FAIL_30M,LATENT_RECOVERABLE,5,0.03047091412742367,0.06094182825484734,0.04986149584487724,1,0,True
CENTRAL,development,360,15,2022-02-20 17:40:00+00:00,L4_BREAK_FAIL_30M,LATENT_RECOVERABLE,10,0.05817174515235285,0.08587257617728596,0.04986149584487724,2,0,True
CENTRAL,development,360,15,2022-02-20 17:40:00+00:00,L4_BREAK_FAIL_30M,LATENT_RECOVERABLE,15,0.23822714681440432,0.274238227146813,0.04986149584487724,3,0,True
CENTRAL,development,360,15,2022-02-20 17:40:00+00:00,L4_BREAK_FAIL_30M,LATENT_RECOVERABLE,30,0.1966759002770066,0.274238227146813,0.04986149584487724,6,0,True
CENTRAL,development,360,15,2022-02-20 17:40:00+00:00,L4_BREAK_FAIL_30M,LATENT_RECOVERABLE,60,0.5650969529085852,0.6703601108033247,0.04986149584487724,12,0,True
CENTRAL,development,360,15,2022-02-23 00:15:00+00:00,L2_BREAK_FAST_FAIL_5M,LATENT_RECOVERABLE,5,-0.015384615384613895,0.08351648351648569,0.02197802197802074,0,1,False
CENTRAL,development,360,15,2022-02-23 00:15:00+00:00,L2_BREAK_FAST_FAIL_5M,LATENT_RECOVERABLE,10,-0.08131868131867924,0.08351648351648569,0.1758241758241753,0,2,False
CENTRAL,development,360,15,2022-02-23 00:15:00+00:00,L2_BREAK_FAST_FAIL_5M,LATENT_RECOVERABLE,15,-0.1318681318681307,0.08351648351648569,0.1758241758241753,0,3,False
CENTRAL,development,360,15,2022-02-23 00:15:00+00:00,L2_BREAK_FAST_FAIL_5M,LATENT_RECOVERABLE,30,-0.061538461538461826,0.08351648351648569,0.1758241758241753,0,6,False
CENTRAL,development,360,15,2022-02-23 00:15:00+00:00,L2_BREAK_FAST_FAIL_5M,LATENT_RECOVERABLE,60,-0.18021978021977883,0.08351648351648569,0.21538461538461326,0,12,False
CENTRAL,development,360,15,2022-03-06 16:20:00+00:00,L0_NEVER_BREAK_REFERENCE_INVALIDATION,TRUE_FAILURE_PROXY,5,-1.103703703703704,0.0,1.2777777777777775,0,1,False
CENTRAL,development,360,15,2022-03-06 16:20:00+00:00,L0_NEVER_BREAK_REFERENCE_INVALIDATION,TRUE_FAILURE_PROXY,10,-1.074074074074075,0.0,1.2777777777777775,0,2,False
CENTRAL,development,360,15,2022-03-06 16:20:00+00:00,L0_NEVER_BREAK_REFERENCE_INVALIDATION,TRUE_FAILURE_PROXY,15,-1.0629629629629636,0.0,1.2777777777777775,0,3,False
CENTRAL,development,360,15,2022-03-06 16:20:00+00:00,L0_NEVER_BREAK_REFERENCE_INVALIDATION,TRUE_FAILURE_PROXY,30,-1.007407407407406,0.0,1.2777777777777775,0,6,False
CENTRAL,development,360,15,2022-03-06 16:20:00+00:00,L0_NEVER_BREAK_REFERENCE_INVALIDATION,TRUE_FAILURE_PROXY,60,-0.9666666666666655,0.0,1.2777777777777775,0,12,False
CENTRAL,development,360,15,2022-03-08 18:05:00+00:00,L2_BREAK_FAST_FAIL_5M,LATENT_RECOVERABLE,5,-0.5314685314685325,0.0,0.5734265734265759,0,1,False
CENTRAL,development,360,15,2022-03-08 18:05:00+00:00,L2_BREAK_FAST_FAIL_5M,LATENT_RECOVERABLE,10,-0.5034965034965102,0.0,0.8601398601398588,0,2,False
CENTRAL,development,360,15,2022-03-08 18:05:00+00:00,L2_BREAK_FAST_FAIL_5M,LATENT_RECOVERABLE,15,-0.713286713286717,0.0,0.8601398601398588,0,3,False
CENTRAL,development,360,15,2022-03-08 18:05:00+00:00,L2_BREAK_FAST_FAIL_5M,LATENT_RECOVERABLE,30,-1.1328671328671307,0.0,1.1328671328671307,0,6,False
CENTRAL,development,360,15,2022-03-08 18:05:00+00:00,L2_BREAK_FAST_FAIL_5M,LATENT_RECOVERABLE,60,-1.5384615384615332,0.0,1.8811188811188806,0,12,False
CENTRAL,development,360,15,2022-03-09 15:50:00+00:00,L0_NEVER_BREAK_REFERENCE_INVALIDATION,TRUE_FAILURE_PROXY,5,-1.1189591078066943,0.0,1.1821561338289999,0,1,False
CENTRAL,development,360,15,2022-03-09 15:50:00+00:00,L0_NEVER_BREAK_REFERENCE_INVALIDATION,TRUE_FAILURE_PROXY,10,-1.0297397769516723,0.0,1.1821561338289999,0,2,False
CENTRAL,development,360,15,2022-03-09 15:50:00+00:00,L0_NEVER_BREAK_REFERENCE_INVALIDATION,TRUE_FAILURE_PROXY,15,-1.0,0.0,1.1821561338289999,0,3,False
CENTRAL,development,360,15,2022-03-09 15:50:00+00:00,L0_NEVER_BREAK_REFERENCE_INVALIDATION,TRUE_FAILURE_PROXY,30,-0.7546468401487,0.0,1.1821561338289999,0,6,False
CENTRAL,development,360,15,2022-03-09 15:50:00+00:00,L0_NEVER_BREAK_REFERENCE_INVALIDATION,TRUE_FAILURE_PROXY,60,-0.7732342007434945,0.0,1.1821561338289999,0,12,False
CENTRAL,development,360,15,2022-03-10 22:35:00+00:00,L1_NEVER_BREAK_TIME,TRUE_FAILURE_PROXY,5,-0.7721893491124269,0.0,0.8106508875739641,0,1,False
CENTRAL,development,360,15,2022-03-10 22:35:00+00:00,L1_NEVER_BREAK_TIME,TRUE_FAILURE_PROXY,10,-0.724852071005919,0.0,0.8106508875739641,0,2,False
CENTRAL,development,360,15,2022-03-10 22:35:00+00:00,L1_NEVER_BREAK_TIME,TRUE_FAILURE_PROXY,15,-0.6360946745562114,0.0,0.8106508875739641,0,3,False
CENTRAL,development,360,15,2022-03-10 22:35:00+00:00,L1_NEVER_BREAK_TIME,TRUE_FAILURE_PROXY,30,-0.5946745562130159,0.0,0.8106508875739641,0,6,False
CENTRAL,development,360,15,2022-03-10 22:35:00+00:00,L1_NEVER_BREAK_TIME,TRUE_FAILURE_PROXY,60,-0.5946745562130159,0.0,0.8106508875739641,0,12,False
CENTRAL,development,360,15,2022-03-15 15:15:00+00:00,L2_BREAK_FAST_FAIL_5M,LATENT_RECOVERABLE,5,0.010526315789471559,0.01578947368421108,0.07894736842105539,1,0,True
CENTRAL,development,360,15,2022-03-15 15:15:00+00:00,L2_BREAK_FAST_FAIL_5M,LATENT_RECOVERABLE,10,0.09473684210525898,0.12631578947368113,0.07894736842105539,2,0,True
CENTRAL,development,360,15,2022-03-15 15:15:00+00:00,L2_BREAK_FAST_FAIL_5M,LATENT_RECOVERABLE,15,0.15789473684210328,0.1631578947368428,0.07894736842105539,3,0,True
CENTRAL,development,360,15,2022-03-15 15:15:00+00:00,L2_BREAK_FAST_FAIL_5M,LATENT_RECOVERABLE,30,0.005263157894732039,0.2157894736842081,0.07894736842105539,6,0,True
CENTRAL,development,360,15,2022-03-15 15:15:00+00:00,L2_BREAK_FAST_FAIL_5M,LATENT_RECOVERABLE,60,0.7105263157894686,0.7157894736842081,0.17368421052631436,12,0,True
CENTRAL,development,360,15,2022-03-17 19:45:00+00:00,L2_BREAK_FAST_FAIL_5M,TRUE_FAILURE_PROXY,5,-0.0853080568720378,0.0,0.09004739336493123,0,1,False
CENTRAL,development,360,15,2022-03-17 19:45:00+00:00,L2_BREAK_FAST_FAIL_5M,TRUE_FAILURE_PROXY,10,-0.1303317535545051,0.0,0.18009478672985907,0,2,False
CENTRAL,development,360,15,2022-03-17 19:45:00+00:00,L2_BREAK_FAST_FAIL_5M,TRUE_FAILURE_PROXY,15,-0.19668246445497595,0.0,0.20616113744075942,0,3,False
CENTRAL,development,360,15,2022-03-17 19:45:00+00:00,L2_BREAK_FAST_FAIL_5M,TRUE_FAILURE_PROXY,30,-0.19905213270142266,0.0,0.2345971563981065,0,6,False
CENTRAL,development,360,15,2022-03-17 19:45:00+00:00,L2_BREAK_FAST_FAIL_5M,TRUE_FAILURE_PROXY,60,-0.32701421800948105,0.0,0.3388625592417079,0,12,False
CENTRAL,development,360,15,2022-03-19 15:20:00+00:00,L1_NEVER_BREAK_TIME,TRUE_FAILURE_PROXY,5,-0.7469287469287462,0.0,0.7714987714987729,0,1,False
CENTRAL,development,360,15,2022-03-19 15:20:00+00:00,L1_NEVER_BREAK_TIME,TRUE_FAILURE_PROXY,10,-0.6879606879606884,0.0,0.7714987714987729,0,2,False
CENTRAL,development,360,15,2022-03-19 15:20:00+00:00,L1_NEVER_BREAK_TIME,TRUE_FAILURE_PROXY,15,-0.6707616707616694,0.0,0.7714987714987729,0,3,False
CENTRAL,development,360,15,2022-03-19 15:20:00+00:00,L1_NEVER_BREAK_TIME,TRUE_FAILURE_PROXY,30,-0.6511056511056501,0.0,0.7714987714987729,0,6,False
CENTRAL,development,360,15,2022-03-19 15:20:00+00:00,L1_NEVER_BREAK_TIME,TRUE_FAILURE_PROXY,60,-0.6904176904176886,0.0,0.7714987714987729,0,12,False
CENTRAL,development,360,15,2022-03-23 15:00:00+00:00,L5_BREAK_FAIL_LATE,TRUE_FAILURE_PROXY,5,-0.07077625570776291,0.0,0.11187214611872329,0,1,False
CENTRAL,development,360,15,2022-03-23 15:00:00+00:00,L5_BREAK_FAIL_LATE,TRUE_FAILURE_PROXY,10,-0.050228310502282734,0.0,0.11187214611872329,0,2,False
CENTRAL,development,360,15,2022-03-23 15:00:00+00:00,L5_BREAK_FAIL_LATE,TRUE_FAILURE_PROXY,15,-0.02739726027397358,0.0,0.11187214611872329,0,3,False
CENTRAL,development,360,15,2022-03-23 15:00:00+00:00,L5_BREAK_FAIL_LATE,TRUE_FAILURE_PROXY,30,-0.10730593607305887,0.015981735159815758,0.12785388127853906,0,6,False
CENTRAL,development,360,15,2022-03-23 15:00:00+00:00,L5_BREAK_FAIL_LATE,TRUE_FAILURE_PROXY,60,-0.04337899543378934,0.031963470319634764,0.13470319634703246,0,12,False
CENTRAL,development,360,15,2022-03-24 15:40:00+00:00,L2_BREAK_FAST_FAIL_5M,LATENT_RECOVERABLE,5,-0.11572052401746755,0.0,0.2139737991266354,0,1,False
CENTRAL,development,360,15,2022-03-24 15:40:00+00:00,L2_BREAK_FAST_FAIL_5M,LATENT_RECOVERABLE,10,-0.05240174672488973,0.0,0.2139737991266354,0,2,False
CENTRAL,development,360,15,2022-03-24 15:40:00+00:00,L2_BREAK_FAST_FAIL_5M,LATENT_RECOVERABLE,15,-0.1375545851528375,0.0,0.2139737991266354,0,3,False
CENTRAL,development,360,15,2022-03-24 15:40:00+00:00,L2_BREAK_FAST_FAIL_5M,LATENT_RECOVERABLE,30,-0.061135371179039576,0.0,0.22489082969432347,0,6,False
CENTRAL,development,360,15,2022-03-24 15:40:00+00:00,L2_BREAK_FAST_FAIL_5M,LATENT_RECOVERABLE,60,-0.06550218340611294,0.19213973799126854,0.22489082969432347,3,9,True
CENTRAL,development,360,15,2022-03-26 15:30:00+00:00,L4_BREAK_FAIL_30M,LATENT_RECOVERABLE,5,-0.18300653594771302,0.0,0.39215686274509404,0,1,False
CENTRAL,development,360,15,2022-03-26 15:30:00+00:00,L4_BREAK_FAIL_30M,LATENT_RECOVERABLE,10,0.032679738562089625,0.032679738562089625,0.39215686274509404,1,1,True
CENTRAL,development,360,15,2022-03-26 15:30:00+00:00,L4_BREAK_FAIL_30M,LATENT_RECOVERABLE,15,0.4313725490196053,0.4509803921568609,0.39215686274509404,2,1,True
CENTRAL,development,360,15,2022-03-26 15:30:00+00:00,L4_BREAK_FAIL_30M,LATENT_RECOVERABLE,30,1.1307189542483678,1.1633986928104574,0.39215686274509404,5,1,True
CENTRAL,development,360,15,2022-03-26 15:30:00+00:00,L4_BREAK_FAIL_30M,LATENT_RECOVERABLE,60,1.2483660130718923,1.4117647058823497,0.39215686274509404,11,1,True
CENTRAL,development,360,15,2022-03-30 15:15:00+00:00,L3_BREAK_FAST_FAIL_10M,LATENT_RECOVERABLE,5,0.03506907545164702,0.053134962805526056,0.06057385759829898,1,0,True
CENTRAL,development,360,15,2022-03-30 15:15:00+00:00,L3_BREAK_FAST_FAIL_10M,LATENT_RECOVERABLE,10,0.11902231668437885,0.1339001062699262,0.06057385759829898,2,0,True
CENTRAL,development,360,15,2022-03-30 15:15:00+00:00,L3_BREAK_FAST_FAIL_10M,LATENT_RECOVERABLE,15,0.3517534537725827,0.46121147715196653,0.06057385759829898,3,0,True
CENTRAL,development,360,15,2022-03-30 15:15:00+00:00,L3_BREAK_FAST_FAIL_10M,LATENT_RECOVERABLE,30,0.2741764080765143,0.5600425079702442,0.06057385759829898,6,0,True
CENTRAL,development,360,15,2022-03-30 15:15:00+00:00,L3_BREAK_FAST_FAIL_10M,LATENT_RECOVERABLE,60,0.3634431455897984,0.5600425079702442,0.06057385759829898,12,0,True
CENTRAL,development,360,15,2022-04-10 15:05:00+00:00,L2_BREAK_FAST_FAIL_5M,LATENT_RECOVERABLE,5,-0.1439688715953321,0.023346303501940814,0.1517509727626457,0,1,False
