unfiltered_all_n,unfiltered_all_event_rate,unfiltered_all_mean_r,unfiltered_all_pf,unfiltered_all_cum_r,accepted_all_n,accepted_all_event_rate,accepted_all_mean_r,accepted_all_pf,accepted_all_cum_r,gate_accepted_event_rate_gt_unfiltered,gate_accepted_mean_r_gt_unfiltered,gate_accepted_pf_gt_unfiltered,gate_accepted_cum_r_gt_0
56,0.4642857142857143,0.09967777206707717,1.1815042973107357,5.581955235756322,36,0.6388888888888888,0.5551851753931009,2.427619022439402,19.98666631415163,True,True,True,True
