hour_wib,component_rank,character_rule,component_size,component_cells,dev_component_wr_min,dev_component_wr_mean,dev_component_exp_floor,dev_component_exp_mean,test_viable_cells,test_stable_cells,test_viable_fraction,test_positive_net_cells,test_positive_exp_cells,test_median_wr,test_median_exp,test_median_pf,test_max_dd,test_max_ls,risk_warning_cells,verdict
4,2,EFF_LOW__EXT_HIGH,4,LB180/H360;LB180/H480;LB180/H720;LB180/H960,0.5283018867924528,0.5566037735849056,0.744741974862501,1.4440482253187197,1,1,0.25,4,4,0.6090909090909091,1.2179684149752537,1.3950976456434672,127.36312667218476,4,0,PLATEAU_DEGRADATION_FAIL
4,3,RV_HIGH__RANGE_MID,3,LB360/H480;LB360/H720;LB360/H960,0.6724137931034483,0.7126436781609194,3.9069086358617087,6.208968879989364,0,0,0.0,0,0,0.3582089552238806,-3.1881993242579623,0.29319344706939227,268.30404619175266,17,3,PLATEAU_DEGRADATION_FAIL
5,1,DRIVE_DOWN__STR_B60_80,8,LB60/H360;LB120/H360;LB60/H480;LB120/H480;LB60/H720;LB120/H720;LB60/H960;LB120/H960,0.5274725274725275,0.6156328611147888,0.5791770893661642,2.076817199497912,8,4,1.0,8,8,0.5955056179775281,1.6682007353902284,2.0595956863683007,42.3662713441514,8,0,STABLE_PLATEAU_FROZEN
5,2,RV_LOW__RANGE_MID,7,LB180/H360;LB360/H360;LB180/H480;LB240/H480;LB360/H480;LB180/H720;LB360/H720,0.5420560747663551,0.5660064979416347,0.8325283443776047,2.266605284205628,0,0,0.0,1,1,0.38181818181818183,-0.6752356975969205,0.7387914546444221,129.6916092951307,18,1,PLATEAU_DEGRADATION_FAIL
5,3,EFF_MID__RANGE_MID,7,LB180/H240;LB180/H360;LB240/H360;LB180/H480;LB240/H480;LB180/H720;LB240/H720,0.5689655172413793,0.6277269528501056,0.983434602195724,1.8039814652066477,0,0,0.0,0,0,0.42063492063492064,-0.836806034484299,0.6396144551304269,170.89837212591038,14,2,PLATEAU_DEGRADATION_FAIL
6,1,DRIVE_DOWN__EXT_HIGH,10,LB60/H240;LB30/H360;LB60/H360;LB120/H360;LB180/H360;LB60/H480;LB30/H720;LB60/H720;LB30/H960;LB60/H960,0.5448275862068965,0.5830732509646162,0.5324018087716081,1.4548885825550273,0,0,0.0,1,1,0.4562962962962963,-0.4136631402933165,0.8099200661842771,244.01916111366333,17,4,PLATEAU_DEGRADATION_FAIL
6,2,DRIVE_DOWN__RV_LOW,7,LB30/H240;LB30/H360;LB60/H360;LB60/H480;LB30/H720;LB60/H720;LB30/H960,0.5286624203821656,0.5704293362063672,0.3481262240180147,1.32477964748452,0,0,0.0,1,1,0.3958333333333333,-0.679695045386302,0.7371940767908124,264.29489171835377,17,3,PLATEAU_DEGRADATION_FAIL
6,3,EFF_HIGH__RV_LOW,7,LB30/H360;LB60/H360;LB60/H480;LB30/H720;LB60/H720;LB30/H960;LB60/H960,0.5267175572519084,0.5668900221254278,0.9496999234978104,1.7091731509958894,0,0,0.0,0,0,0.39634146341463417,-0.8502190211807422,0.5943052375516492,235.32491533352848,14,4,PLATEAU_DEGRADATION_FAIL
7,1,DRIVE_DOWN__STR_B20_40,11,LB120/H240;LB180/H240;LB120/H360;LB180/H360;LB120/H480;LB60/H720;LB120/H720;LB180/H720;LB240/H720;LB120/H960;LB180/H960,0.5242718446601942,0.5829573244505373,0.5185486596856819,1.8793103331973648,1,0,0.09090909090909091,7,7,0.47058823529411764,0.05046518207598522,1.0302835741707421,197.2149469232834,11,0,PLATEAU_DEGRADATION_FAIL
7,2,EFF_MID__RV_MID,8,LB240/H240;LB240/H360;LB360/H360;LB240/H480;LB360/H480;LB240/H720;LB180/H960;LB240/H960,0.5344827586206896,0.5586608350236646,0.8497070136090152,1.318164964118888,0,0,0.0,0,0,0.35964912280701755,-1.381988596344986,0.5352226833963918,436.6486884499698,14,5,PLATEAU_DEGRADATION_FAIL
7,3,EFF_LOW__RV_HIGH,7,LB120/H360;LB120/H480;LB180/H480;LB180/H720;LB240/H720;LB120/H960;LB180/H960,0.5384615384615384,0.5836219529599321,1.0746740054930066,2.9535792250686543,0,0,0.0,1,1,0.4946236559139785,-0.456582121478693,0.8758356349360505,199.58802892537403,11,0,PLATEAU_DEGRADATION_FAIL
8,1,RV_HIGH__RANGE_MID,11,LB180/H240;LB240/H240;LB180/H360;LB360/H360;LB180/H480;LB240/H480;LB360/H480;LB180/H720;LB240/H720;LB360/H720;LB360/H960,0.5454545454545454,0.6360662189276198,0.6912758145588073,2.592708939231511,4,0,0.36363636363636365,7,7,0.5352112676056338,0.40865929697300896,1.144505525502435,122.03491383005561,14,1,PARTIAL_PLATEAU_PERSISTENCE
8,2,RV_MID__RANGE_LOW,10,LB120/H240;LB120/H360;LB120/H480;LB240/H480;LB120/H720;LB240/H720;LB120/H960;LB180/H960;LB240/H960;LB360/H960,0.5238095238095238,0.5827959283435511,1.230572232873217,2.779725259520501,1,0,0.1,1,1,0.4907407407407407,-1.115715770206842,0.5544900948053141,205.68678060542325,16,1,PLATEAU_DEGRADATION_FAIL
8,3,DRIVE_DOWN__EFF_MID,7,LB240/H480;LB120/H720;LB180/H720;LB240/H720;LB120/H960;LB180/H960;LB240/H960,0.5212121212121212,0.531044751426917,0.7899786251635462,1.258877551405157,1,1,0.14285714285714285,2,2,0.4691358024691358,-0.3126469878830046,0.9179347620881118,461.7735210218142,19,2,PLATEAU_DEGRADATION_FAIL
9,1,RV_HIGH__RANGE_MID,7,LB240/H240;LB240/H360;LB240/H480;LB360/H480;LB240/H720;LB360/H720;LB360/H960,0.543859649122807,0.5865836466165414,0.6981826291788187,2.3295487943146176,4,0,0.5714285714285714,5,5,0.5584415584415584,1.3192649719622922,1.5503989491158836,224.31359315444783,18,1,PARTIAL_PLATEAU_PERSISTENCE
9,2,EFF_MID__RV_MID,7,LB240/H240;LB240/H360;LB360/H360;LB240/H480;LB360/H480;LB240/H720;LB240/H960,0.5581395348837209,0.5986313428173894,0.5793510344844683,1.8411112946441692,0,0,0.0,2,2,0.43137254901960786,-0.7258920393235855,0.7516873648045304,259.97540912229607,19,3,PLATEAU_DEGRADATION_FAIL
9,3,DRIVE_DOWN__STR_B40_60,4,LB120/H240;LB120/H360;LB120/H480;LB120/H720,0.5357142857142857,0.550595238095238,0.7940591429382415,1.1839875042481174,0,0,0.0,0,0,0.4224137931034483,-0.9069891263589609,0.636065452187232,252.45827377769405,9,0,PLATEAU_DEGRADATION_FAIL
10,1,DRIVE_UP__STR_B60_80,5,LB30/H360;LB30/H480;LB30/H720;LB60/H720;LB30/H960,0.5304347826086957,0.5518115942028985,1.1137781746195357,2.343196111550707,0,0,0.0,1,1,0.3963963963963964,-0.22822532332877551,0.8835570960811848,321.1117624285916,10,0,PLATEAU_DEGRADATION_FAIL
10,2,RV_LOW__RANGE_MID,5,LB240/H240;LB240/H360;LB240/H480;LB240/H720;LB240/H960,0.5473684210526316,0.5936842105263158,0.7206927021191588,2.2827611048414718,0,0,0.0,0,0,0.36363636363636365,-1.1276959012840488,0.4906881879256681,161.7885801153572,19,3,PLATEAU_DEGRADATION_FAIL
10,3,EFF_MID__RANGE_MID,4,LB30/H240;LB30/H360;LB30/H480;LB30/H720,0.5213675213675214,0.5598290598290598,0.9945711710251046,1.181500676689255,0,0,0.0,0,0,0.38235294117647056,-1.4042000832795636,0.5320141751747733,205.6886561532753,11,0,PLATEAU_DEGRADATION_FAIL
11,1,EFF_LOW__RANGE_MID,4,LB360/H240;LB360/H360;LB360/H480;LB360/H720,0.573170731707317,0.6128048780487805,0.8049542103684575,1.575053278385306,0,0,0.0,0,0,0.42035398230088494,-0.5800422897569879,0.7916101626947947,248.25382264483287,29,4,PLATEAU_DEGRADATION_FAIL
11,2,RV_HIGH__RANGE_MID,4,LB180/H360;LB180/H480;LB240/H480;LB240/H720,0.5483870967741935,0.6178484479610469,0.9632033141178186,1.2217586615242575,0,0,0.0,0,0,0.42842741935483875,-0.9809762264508619,0.6481662296372539,124.92576422385302,15,2,PLATEAU_DEGRADATION_FAIL
11,3,DRIVE_UP__EXT_HIGH,4,LB60/H360;LB120/H360;LB120/H480;LB120/H720,0.53,0.5396428571428572,0.5245588946326212,1.170052609396314,0,0,0.0,0,0,0.3950276243093923,-1.5254979424268207,0.4996606510662021,457.98159266848154,20,3,PLATEAU_DEGRADATION_FAIL
12,1,RV_HIGH__RANGE_MID,9,LB240/H240;LB360/H240;LB180/H360;LB240/H360;LB360/H360;LB180/H480;LB240/H480;LB180/H720;LB240/H720,0.5217391304347826,0.6393712138639676,0.8865691436910172,2.1719568869048262,0,0,0.0,3,3,0.4936708860759494,-0.7439943922337366,0.7142443429238251,154.2602448632673,13,2,PLATEAU_DEGRADATION_FAIL
12,2,EFF_LOW__RANGE_MID,6,LB360/H240;LB360/H360;LB240/H480;LB360/H480;LB240/H720;LB240/H960,0.5789473684210527,0.6351928510414614,2.2887304566693065,3.0071478269496303,0,0,0.0,2,2,0.45833333333333337,-0.48460225136330604,0.8309353173271685,205.85126060216666,16,1,PLATEAU_DEGRADATION_FAIL
12,3,DRIVE_UP__RV_HIGH,5,LB180/H360;LB240/H360;LB180/H480;LB240/H480;LB360/H480,0.5238095238095238,0.5390232337600758,0.8436019234799181,1.2673935142858084,0,0,0.0,0,0,0.3756906077348066,-1.0552234011847905,0.671325813028723,391.44456165281633,21,5,PLATEAU_DEGRADATION_FAIL
13,1,RV_HIGH__RANGE_MID,13,LB30/H240;LB60/H240;LB120/H240;LB180/H240;LB240/H240;LB360/H240;LB180/H360;LB240/H360;LB120/H480;LB180/H480;LB240/H480;LB240/H720;LB240/H960,0.5223880597014925,0.5892056744143062,0.4612966134631203,1.9708407082825092,0,0,0.0,0,0,0.3977272727272727,-1.2652394714176416,0.5183577986475479,187.940386954175,17,3,PLATEAU_DEGRADATION_FAIL
13,2,EFF_LOW__RANGE_MID,7,LB240/H240;LB240/H360;LB360/H360;LB240/H480;LB360/H480;LB240/H720;LB240/H960,0.5321100917431193,0.5816110495009578,0.9415340247120958,2.7398025563122417,0,0,0.0,0,0,0.43243243243243246,-0.997913570309166,0.6090746916404028,373.48377246904835,15,3,PLATEAU_DEGRADATION_FAIL
13,3,EFF_MID__RV_MID,5,LB180/H240;LB240/H240;LB180/H360;LB240/H360;LB180/H480,0.5555555555555556,0.5685902503293807,0.9576319610934944,1.2029663711835006,0,0,0.0,1,1,0.5,-0.07722281514396817,0.9578055500522327,170.4693565522173,23,1,PLATEAU_DEGRADATION_FAIL
14,1,RV_MID__RANGE_HIGH,7,LB120/H480;LB240/H480;LB120/H720;LB180/H720;LB240/H720;LB120/H960;LB240/H960,0.5428571428571428,0.6089968381718885,1.51229403635467,2.56290474101706,1,0,0.14285714285714285,2,2,0.5,-0.1939329177901639,0.9446551716929461,273.0074733141779,10,0,PLATEAU_DEGRADATION_FAIL
14,2,RV_HIGH__RANGE_MID,5,LB360/H240;LB360/H360;LB360/H480;LB360/H720;LB360/H960,0.5352112676056338,0.5830985915492958,3.165059404800481,3.960649470610665,0,0,0.0,0,0,0.42105263157894735,-0.4916254224485185,0.8017321778327052,134.5272799453829,11,0,PLATEAU_DEGRADATION_FAIL
14,3,DRIVE_DOWN__RV_MID,5,LB240/H240;LB360/H240;LB360/H360;LB360/H480;LB360/H720,0.5289256198347108,0.557636975818794,1.1243673566416927,1.80331510175979,0,0,0.0,0,0,0.3961038961038961,-1.5498360024458766,0.4663869746051952,610.9335483777727,26,3,PLATEAU_DEGRADATION_FAIL
15,1,EFF_MID__RV_HIGH,6,LB60/H240;LB60/H360;LB30/H480;LB60/H480;LB120/H480;LB60/H720,0.5212765957446809,0.5363100871272353,1.6502953131494504,2.651270962477677,0,0,0.0,2,2,0.4358112201623652,-0.6429388329797066,0.8181041075253337,355.5513559662647,20,2,PLATEAU_DEGRADATION_FAIL
15,2,RV_HIGH__RANGE_MID,5,LB60/H720;LB30/H960;LB60/H960;LB120/H960;LB180/H960,0.5441176470588235,0.5753677636241561,1.7602777891317332,2.277020066184193,0,0,0.0,2,2,0.45454545454545453,-0.6519316572283568,0.8466941094397096,173.6322694121473,12,0,PLATEAU_DEGRADATION_FAIL
15,3,RV_HIGH__RANGE_MID,4,LB60/H240;LB120/H240;LB60/H360;LB120/H360,0.59375,0.6135110294117647,1.128054603108716,1.6590977986015347,0,0,0.0,1,1,0.43297150610583446,-0.22141681855595802,0.9039114441437375,111.53782426365339,13,0,PLATEAU_DEGRADATION_FAIL
16,1,RV_MID__RANGE_LOW,8,LB60/H360;LB60/H480;LB60/H720;LB120/H720;LB180/H720;LB60/H960;LB120/H960;LB180/H960,0.5342465753424658,0.585120837509745,0.5144280798902041,1.9092818328952763,0,0,0.0,3,3,0.4731182795698925,-0.11529806682675073,0.9575565337013283,160.51237207222087,24,3,PLATEAU_DEGRADATION_FAIL
16,2,RV_MID__RANGE_LOW,4,LB180/H240;LB240/H240;LB240/H360;LB240/H480,0.5365853658536586,0.5640243902439025,0.5622991962265949,0.9225614638660606,0,0,0.0,0,0,0.39327956989247315,-0.5019842209319747,0.6165475099548308,55.48885606209441,11,0,PLATEAU_DEGRADATION_FAIL
16,3,DRIVE_UP__RV_MID,3,LB240/H240;LB360/H240;LB360/H360,0.5316455696202531,0.5443037974683544,1.2461744627679654,1.4446128535510478,0,0,0.0,0,0,0.35172413793103446,-0.8154208201183729,0.613527058979526,265.08803621856515,22,3,PLATEAU_DEGRADATION_FAIL
17,1,EFF_MID__RANGE_HIGH,9,LB180/H240;LB240/H240;LB180/H360;LB240/H360;LB240/H480;LB180/H720;LB240/H720;LB120/H960;LB180/H960,0.5277777777777778,0.5786518149531847,1.4238112629226225,2.939850667227508,0,0,0.0,3,3,0.39805825242718446,-1.2003363443699868,0.7624983818391294,359.2806501629927,22,8,PLATEAU_DEGRADATION_FAIL
17,2,EFF_MID__RV_HIGH,6,LB240/H240;LB360/H240;LB360/H360;LB360/H480;LB360/H720;LB360/H960,0.532608695652174,0.5679710144927536,2.312340736736199,4.421082182465288,0,0,0.0,2,2,0.42990654205607476,-0.3895980889439563,0.870320239225213,145.90209717271185,13,0,PLATEAU_DEGRADATION_FAIL
17,3,DRIVE_UP__STR_B80_100,5,LB240/H480;LB360/H480;LB240/H720;LB240/H960;LB360/H960,0.5412844036697247,0.6119457186544344,1.2591441361630311,2.832409535613903,0,0,0.0,4,4,0.44036697247706424,0.737971523985948,1.2382872046946187,299.02136135387843,27,3,PLATEAU_DEGRADATION_FAIL
18,1,RV_HIGH__RANGE_MID,2,LB360/H720;LB360/H960,0.5370370370370371,0.5555555555555556,1.7791894679709523,1.964917399205983,1,0,0.5,1,1,0.5677966101694916,0.00482128849692226,1.0118364983846924,174.72694425662934,9,0,PLATEAU_DEGRADATION_FAIL
18,2,RV_MID__RANGE_HIGH,2,LB180/H240;LB240/H240,0.5633802816901409,0.5733568075117371,0.4842571016917473,1.354845840173201,0,0,0.0,0,0,0.23434819897084047,-2.04527355388764,0.2552481456639386,118.25658468458776,15,2,PLATEAU_DEGRADATION_FAIL
18,3,DRIVE_DOWN__STR_B60_80,2,LB240/H720;LB240/H960,0.5652173913043478,0.5815217391304348,1.12662227971872,1.921534732715949,0,0,0.0,0,0,0.5263157894736842,-1.0490327915559363,0.7362382445638157,231.4574186114244,10,0,PLATEAU_DEGRADATION_FAIL
19,1,EFF_LOW__RANGE_HIGH,4,LB360/H360;LB360/H480;LB360/H720;LB360/H960,0.5636363636363636,0.6181818181818182,2.736077501638245,6.252141193701665,0,0,0.0,1,1,0.4365079365079365,-0.7474314282237333,0.7860658996788956,202.02042662430136,16,2,PLATEAU_DEGRADATION_FAIL
19,2,RV_MID__RANGE_HIGH,3,LB60/H720;LB120/H720;LB120/H960,0.5507246376811594,0.5954286538322878,1.768656580890032,2.4988830398698068,1,0,0.3333333333333333,1,1,0.4696969696969697,-0.536334987160195,0.8766973701120605,218.41203805272266,15,1,PLATEAU_DEGRADATION_FAIL
19,3,RV_MID__RANGE_HIGH,3,LB240/H480;LB240/H720;LB240/H960,0.6111111111111112,0.6666666666666666,3.32183312705936,4.2616024087924975,1,0,0.3333333333333333,1,1,0.46875,-1.0305506866200715,0.7870314037635541,209.11163789048194,11,0,PLATEAU_DEGRADATION_FAIL
20,1,RV_MID__RANGE_HIGH,13,LB180/H240;LB240/H240;LB240/H360;LB120/H480;LB180/H480;LB240/H480;LB360/H480;LB120/H720;LB180/H720;LB240/H720;LB120/H960;LB180/H960;LB240/H960,0.532258064516129,0.6177389905942788,1.0243389551608422,3.015446896576572,1,0,0.07692307692307693,6,6,0.47058823529411764,-0.09898831002741643,0.9627508772517611,183.66654384850568,15,4,PLATEAU_DEGRADATION_FAIL
20,2,DRIVE_DOWN__STR_B80_100,5,LB30/H240;LB60/H240;LB120/H240;LB180/H240;LB240/H240,0.5555555555555556,0.6070661920501738,1.5421654085434255,2.978292900273382,0,0,0.0,1,1,0.41964285714285715,-0.6775240881920078,0.7877940435931547,229.64067562594755,17,2,PLATEAU_DEGRADATION_FAIL
20,3,EFF_MID__RANGE_MID,5,LB180/H480;LB180/H720;LB240/H720;LB360/H720;LB240/H960,0.54,0.5676009139375476,0.7935755660707857,1.295308273725523,0,0,0.0,0,0,0.42857142857142855,-1.0958500359127494,0.75471892623935,313.3871776206431,13,1,PLATEAU_DEGRADATION_FAIL
21,1,DRIVE_UP__RV_MID,5,LB180/H360;LB120/H480;LB180/H480;LB120/H720;LB120/H960,0.5289855072463768,0.5577207798978209,1.0778422703925163,1.5503568710426183,0,0,0.0,0,0,0.29605263157894735,-3.031768592947871,0.2465995032864042,626.3853618217387,35,3,PLATEAU_DEGRADATION_FAIL
21,2,RV_MID__RANGE_MID,4,LB30/H360;LB30/H480;LB30/H720;LB30/H960,0.5390070921985816,0.5780141843971631,0.6866129223485603,1.2112550131618378,0,0,0.0,0,0,0.46571428571428575,-0.981592828021203,0.7183524364304528,360.7763929385087,10,0,PLATEAU_DEGRADATION_FAIL
21,3,DRIVE_UP__STR_B60_80,4,LB60/H480;LB60/H720;LB30/H960;LB60/H960,0.5425531914893617,0.5658380373425966,1.467459621179606,2.673823342063113,0,0,0.0,0,0,0.34251769464105153,-2.516966873487582,0.45089336357029774,284.3640834191741,13,1,PLATEAU_DEGRADATION_FAIL
22,1,RV_MID__RANGE_LOW,7,LB360/H360;LB240/H480;LB360/H480;LB180/H720;LB240/H720;LB240/H960;LB360/H960,0.5454545454545454,0.5775494071146244,0.6919995856259371,1.6369193537285356,0,0,0.0,0,0,0.4098360655737705,-1.670891915810572,0.36354168857339886,218.71688785512032,25,3,PLATEAU_DEGRADATION_FAIL
22,2,DRIVE_UP__STR_B40_60,7,LB120/H480;LB180/H480;LB120/H720;LB180/H720;LB120/H960;LB180/H960;LB240/H960,0.5339805825242718,0.5943267897151392,0.7372759885264669,1.5965839194822742,0,0,0.0,1,1,0.4148936170212766,-1.0805961130920638,0.743181729471812,252.7885511343005,16,3,PLATEAU_DEGRADATION_FAIL
22,3,RV_HIGH__RANGE_MID,7,LB180/H360;LB180/H480;LB180/H720;LB240/H720;LB360/H720;LB180/H960;LB240/H960,0.6071428571428571,0.6830019187162044,1.408649944463251,2.643717059831621,6,1,0.8571428571428571,7,7,0.575,2.77432066516757,2.4496145373980807,72.1806076915856,12,0,STABLE_PLATEAU_FROZEN
23,1,DRIVE_UP__RV_MID,12,LB180/H240;LB240/H240;LB180/H360;LB240/H360;LB360/H360;LB180/H480;LB240/H480;LB360/H480;LB180/H720;LB240/H720;LB180/H960;LB240/H960,0.5507246376811594,0.6173324402224658,0.8047685056993716,1.7191135085102391,0,0,0.0,0,0,0.35279081461615824,-1.6764110661276432,0.46934057773020055,450.6293283718614,33,11,PLATEAU_DEGRADATION_FAIL
23,2,EFF_MID__RV_MID,10,LB180/H240;LB240/H240;LB180/H360;LB240/H360;LB360/H360;LB180/H480;LB240/H480;LB360/H480;LB240/H720;LB240/H960,0.5760869565217391,0.6230614343990796,0.9144316992105384,1.9939269815473484,0,0,0.0,1,1,0.4029126213592233,-1.2859727738194449,0.6025134828722934,253.58233662871567,22,2,PLATEAU_DEGRADATION_FAIL
23,3,RV_MID__RANGE_LOW,10,LB180/H360;LB240/H360;LB360/H360;LB180/H480;LB240/H480;LB360/H480;LB180/H720;LB240/H720;LB360/H720;LB240/H960,0.5733333333333334,0.6701891833656539,0.6197594821199089,2.5296918790988,0,0,0.0,0,0,0.35185185185185186,-1.3553515144652302,0.6153332943382592,225.11997587475122,19,3,PLATEAU_DEGRADATION_FAIL
