episode_id,partition,outcome,transition,entry_ts,entry_px,regime_exit_effective_ts,observation_bars,observation_hours,local_low,local_r_abs,local_r_pct_entry,min_low,max_high,mae_abs,mfe_abs,mae_pct_entry,mfe_pct_entry,mae_local_r,mfe_local_r,local_low_breached,mae_bar_start,mfe_bar_start,minutes_to_mae,minutes_to_mfe,reach_1r,reach_1p5r,reach_2r,exit_open,detector_exit_return
1066,development,TRANSITION,True,2023-05-26 18:15:00+00:00,26650.0,2023-05-27 00:00:00+00:00,69,5.75,26601.0,49.0,0.0018386491557223265,26621.3,26816.5,28.700000000000728,166.5,0.0010769230769231042,0.00624765478424015,0.5857142857143005,3.3979591836734695,False,2023-05-26 18:20:00+00:00,2023-05-26 19:35:00+00:00,5.0,80.0,True,True,True,26689.8,0.00149343339587249
1140,development,RESUME,False,2023-07-27 07:20:00+00:00,29420.4,2023-07-27 16:00:00+00:00,104,8.666666666666666,29366.0,54.400000000001455,0.001849057116830548,29218.1,29558.4,202.3000000000029,138.0,0.006876181153213515,0.004690622833136191,3.718749999999954,2.536764705882285,True,2023-07-27 15:10:00+00:00,2023-07-27 09:55:00+00:00,470.0,155.0,True,True,True,29278.0,-0.004840178923468108
1209,development,TRANSITION,True,2023-09-28 00:45:00+00:00,26459.7,2023-09-28 08:00:00+00:00,87,7.25,26410.7,49.0,0.0018518728481426471,26325.2,26523.2,134.5,63.5,0.005083202001534409,0.0023998760378991448,2.7448979591836733,1.2959183673469388,True,2023-09-28 03:05:00+00:00,2023-09-28 02:05:00+00:00,140.0,80.0,True,False,False,26445.7,-0.0005291065280407237
1267,development,TRANSITION,True,2023-12-13 17:50:00+00:00,42127.7,2023-12-14 04:00:00+00:00,122,10.166666666666666,41735.6,392.09999999999854,0.009307415311066082,42000.6,43517.6,127.09999999999854,1389.9000000000015,0.00301701730690255,0.03299254409806378,0.3241520020402933,3.5447589900535745,False,2023-12-13 18:30:00+00:00,2023-12-13 22:10:00+00:00,40.0,260.0,True,True,True,42726.8,0.01422104695960158
1305,development,RESUME,False,2024-01-16 16:50:00+00:00,43301.0,2024-01-17 04:00:00+00:00,134,11.166666666666666,43003.2,297.8000000000029,0.006877439320108148,42825.5,43589.0,475.5,288.0,0.010981270640400914,0.006651116602387936,1.5967092008058945,0.9670920080590906,True,2024-01-16 18:35:00+00:00,2024-01-16 21:35:00+00:00,105.0,285.0,False,False,False,42842.0,-0.010600217085055763
1442,development,RESUME,False,2024-06-20 10:35:00+00:00,65728.6,2024-06-20 16:00:00+00:00,65,5.416666666666667,65552.6,176.0,0.0026776776015311446,64625.2,66467.0,1103.4000000000087,738.3999999999942,0.016787212872326637,0.011234074664605577,6.269318181818232,4.1954545454545125,True,2024-06-20 14:20:00+00:00,2024-06-20 11:30:00+00:00,225.0,55.0,True,True,True,64794.3,-0.01421451240403726
1472,development,TRANSITION,True,2024-07-26 03:45:00+00:00,67122.4,2024-07-26 08:00:00+00:00,51,4.25,66982.3,140.09999999999127,0.0020872316842066325,66839.5,67168.2,282.8999999999942,45.80000000000291,0.004214688390164747,0.0006823355541518616,2.019271948608221,0.32690935046399544,True,2024-07-26 05:45:00+00:00,2024-07-26 07:20:00+00:00,120.0,215.0,False,False,False,66873.7,-0.003705171447981548
1508,development,TRANSITION,True,2024-09-09 05:40:00+00:00,54894.3,2024-09-09 20:00:00+00:00,172,14.333333333333334,54651.0,243.3000000000029,0.004432154158082039,54557.0,57148.6,337.3000000000029,2254.2999999999956,0.00614453595364187,0.04106619448649487,1.3863542951089145,9.265515824085362,True,2024-09-09 05:50:00+00:00,2024-09-09 19:55:00+00:00,10.0,855.0,True,True,True,57060.1,0.03945400524280296
1544,development,TRANSITION,True,2024-10-24 13:55:00+00:00,67890.1,2024-10-24 20:00:00+00:00,73,6.083333333333333,67639.6,250.5,0.003689786876142471,67329.2,68296.0,560.9000000000087,405.8999999999942,0.008261882071171034,0.005978780411282266,2.239121756487061,1.6203592814371026,True,2024-10-24 16:15:00+00:00,2024-10-24 19:55:00+00:00,140.0,360.0,True,True,False,68279.7,0.005738686494790812
1593,development,RESUME,False,2024-12-31 13:50:00+00:00,95867.1,2025-01-01 00:00:00+00:00,122,10.166666666666666,95407.5,459.6000000000058,0.0047941368832478065,93145.1,96254.3,2722.0,387.1999999999971,0.028393473882072157,0.004038924719742196,5.922541340295835,0.8424717145343608,True,2024-12-31 17:35:00+00:00,2024-12-31 14:30:00+00:00,225.0,40.0,False,False,False,93548.8,-0.024182435893022713
39,external,TRANSITION,True,2020-03-02 13:35:00+00:00,8826.6,2020-03-02 20:00:00+00:00,77,6.416666666666667,8801.0,25.600000000000364,0.0029003240205742148,8775.0,8925.32,51.600000000000364,98.71999999999935,0.005845965603969859,0.011184374504339081,2.015624999999986,3.85624999999992,True,2020-03-02 15:40:00+00:00,2020-03-02 17:25:00+00:00,125.0,230.0,True,True,True,8885.64,0.006688872272449187
80,external,TRANSITION,True,2020-04-22 12:55:00+00:00,6945.4,2020-04-22 20:00:00+00:00,85,7.083333333333333,6922.0,23.399999999999636,0.003369136406830368,6938.86,7154.9,6.539999999999964,209.5,0.0009416304316525995,0.03016384945431509,0.27948717948718227,8.952991452991592,False,2020-04-22 13:05:00+00:00,2020-04-22 16:45:00+00:00,10.0,230.0,True,True,True,7078.74,0.019198318311400397
116,external,TRANSITION,True,2020-06-29 23:05:00+00:00,9189.63,2020-06-30 04:00:00+00:00,59,4.916666666666667,9184.0,5.6299999999992,0.0006126470815472658,9152.5,9205.0,37.1299999999992,15.3700000000008,0.004040423825551105,0.0016725374144552939,6.595026642984809,2.730017761989873,True,2020-06-30 01:05:00+00:00,2020-06-30 01:35:00+00:00,120.0,150.0,True,True,True,9162.35,-0.002968563478616515
201,external,TRANSITION,True,2020-10-04 09:10:00+00:00,10596.3,2020-10-05 00:00:00+00:00,178,14.833333333333334,10581.21,15.090000000000146,0.001424081990883624,10564.39,10694.0,31.909999999999854,97.70000000000073,0.0030114285175013786,0.009220199503600382,2.114645460569884,6.474486414844254,True,2020-10-04 10:10:00+00:00,2020-10-04 19:30:00+00:00,60.0,620.0,True,True,True,10660.16,0.006026631937563254
353,external,TRANSITION,True,2021-05-31 14:40:00+00:00,36526.26,2021-05-31 20:00:00+00:00,64,5.333333333333333,36320.17,206.09000000000378,0.00564224204722859,36452.25,37444.0,74.01000000000204,917.739999999998,0.0020262134694327325,0.025125485061980007,0.359114949779226,4.453103013246548,False,2021-05-31 14:45:00+00:00,2021-05-31 16:15:00+00:00,5.0,95.0,True,True,True,36858.84,0.009105230045452162
559,external,RESUME,False,2021-12-31 12:15:00+00:00,47966.47,2021-12-31 20:00:00+00:00,93,7.75,47810.0,156.47000000000116,0.0032620703587318634,45656.0,48140.18,2310.470000000001,173.70999999999913,0.04816843932855599,0.0036214880936620755,14.766217166229845,1.1101808653415852,True,2021-12-31 19:55:00+00:00,2021-12-31 14:35:00+00:00,460.0,140.0,True,False,False,45707.62,-0.04709227091341095
1898,reference_validation,RESUME,False,2025-09-24 16:20:00+00:00,113364.5,2025-09-25 04:00:00+00:00,140,11.666666666666666,113107.4,257.1000000000058,0.0022679057376868935,112155.6,113895.8,1208.8999999999942,531.3000000000029,0.010663832152040491,0.0046866523470751684,4.702061454686763,2.066511085180828,True,2025-09-25 03:30:00+00:00,2025-09-24 17:40:00+00:00,670.0,80.0,True,True,True,112485.7,-0.007751985850949827
1918,reference_validation,TRANSITION,True,2025-10-23 09:20:00+00:00,109259.7,2025-10-23 16:00:00+00:00,80,6.666666666666667,109064.6,195.09999999999127,0.0017856538138031797,108639.4,110088.0,620.3000000000029,828.3000000000029,0.005677299132250985,0.00758102026639285,3.1793951819581276,4.245515120451255,True,2025-10-23 12:05:00+00:00,2025-10-23 15:10:00+00:00,165.0,350.0,True,True,True,109849.0,0.005393571463220281
1954,reference_validation,TRANSITION,True,2025-12-08 00:00:00+00:00,90345.4,2025-12-08 04:00:00+00:00,48,4.0,88890.0,1455.3999999999942,0.016109287246500587,89806.4,91650.0,539.0,1304.6000000000058,0.0059659927345498505,0.014440137516686028,0.3703449223581161,0.8963858732994442,False,2025-12-08 00:20:00+00:00,2025-12-08 01:35:00+00:00,20.0,95.0,False,False,False,91039.3,0.007680523856222976
2068,reference_validation,TRANSITION,True,2026-03-23 14:40:00+00:00,71474.0,2026-03-24 00:00:00+00:00,112,9.333333333333334,71172.8,301.1999999999971,0.00421411981979457,70074.7,71635.5,1399.300000000003,161.5,0.01957774855192102,0.002259562917984162,4.645750332005367,0.5361885790172695,True,2026-03-23 15:55:00+00:00,2026-03-23 15:00:00+00:00,75.0,20.0,False,False,False,70866.0,-0.008506589808881526
2074,reference_validation,RESUME,False,2026-03-30 06:45:00+00:00,67333.7,2026-03-30 20:00:00+00:00,159,13.25,67250.0,83.69999999999709,0.0012430625377782163,66200.1,68148.4,1133.5999999999913,814.6999999999971,0.016835551885608414,0.012099439062460509,13.543608124253652,9.733572281959683,True,2026-03-30 19:20:00+00:00,2026-03-30 13:20:00+00:00,755.0,395.0,True,True,True,66515.9,-0.012145478415711675
2122,reference_validation,TRANSITION,True,2026-05-09 15:50:00+00:00,80498.3,2026-05-09 20:00:00+00:00,50,4.166666666666667,80415.8,82.5,0.0010248663636374929,80440.0,81043.2,58.30000000000291,544.8999999999942,0.0007242388969705311,0.006769087049043199,0.706666666666702,6.604848484848414,False,2026-05-09 16:00:00+00:00,2026-05-09 18:30:00+00:00,10.0,160.0,True,True,True,80897.1,0.004954141888710684
2130,reference_validation,TRANSITION,True,2026-05-14 17:00:00+00:00,81839.2,2026-05-15 00:00:00+00:00,84,7.0,81020.5,818.6999999999971,0.010003763477648817,81007.9,81999.0,831.3000000000029,159.8000000000029,0.010157723926920144,0.0019526095074243507,1.0153902528398753,0.19518749236595026,True,2026-05-14 23:50:00+00:00,2026-05-14 17:05:00+00:00,410.0,5.0,False,False,False,81048.8,-0.009657963420952265
2152,reference_validation,TRANSITION,True,2026-06-08 01:35:00+00:00,63004.6,2026-06-08 12:00:00+00:00,125,10.416666666666666,62676.8,327.79999999999563,0.0052027947165761805,62377.0,63861.3,627.5999999999985,856.7000000000044,0.00996117743783785,0.013597419870930128,1.91458206223309,2.613483831604685,True,2026-06-08 05:40:00+00:00,2026-06-08 11:35:00+00:00,245.0,600.0,True,True,True,63450.1,0.007070912282595154
