role,partition,dev_block,execution_start,H,L,R,parent_entry_ts,parent_exit_ts,parent_pnl,parent_pnl_5bps,signal_ts,confirm_ts,reentry_ts,reentry_price,reentry_R,exit_ts,exit_price,exit_reason,floor_close_ts,recovery_pnl,recovery_pnl_5bps,combined_episode_pnl,combined_episode_pnl_5bps,rescued,rescued_5bps,ref_width_pct,parent_mfe_R,parent_mae_R,parent_hold_min,exit_to_signal_min,signal_to_confirm_min,confirm_to_e20_min,confirm_close_R,confirm_body_R,running_mfe_R_to_confirm,running_mae_R_to_confirm,preconfirm_30m_return_R,preexit_60m_return_R,preexit_60m_range_R,preentry_30m_return_R,preentry_30m_range_R,preentry_60m_return_R,preentry_60m_range_R,last_completed_close_R_before_e20,stress_outcome,raw_outcome
CENTRAL,external,,2021-07-22 15:00:00+00:00,27.558,26.299,1.2590000000000003,2021-07-22 15:40:00+00:00,2021-07-22 15:50:00+00:00,-0.07257420712680762,-0.3225742071268076,2021-07-22 15:55:00+00:00,2021-07-22 16:05:00+00:00,2021-07-22 16:10:00+00:00,27.8098,0.2,2021-07-22 17:35:00+00:00,28.0616,TARGET,,4.527181065667518,4.277181065667518,4.454606858540711,3.9546068585407106,True,True,0.04568546338631252,0.09928514694201744,0.12787926926131957,10.0,5.0,10.0,5.0,0.2589356632247819,-0.042096902303416055,0.39714058776806976,0.04606830818109596,0.3343923749007143,0.4567116759332797,0.5607625099285142,0.19618745035742638,0.5250198570293894,0.49086576648133595,0.6783161239078626,0.2589356632247819,WIN,WIN
CENTRAL,external,,2021-07-24 15:00:00+00:00,29.141,28.264,0.8769999999999989,2021-07-24 16:40:00+00:00,2021-07-24 16:50:00+00:00,-1.1152671493771527,-1.3652671493771527,2021-07-24 16:55:00+00:00,2021-07-24 17:05:00+00:00,2021-07-24 17:10:00+00:00,29.316399999999998,0.2,2021-07-24 17:20:00+00:00,29.491799999999998,TARGET,,2.991499638427597,2.741499638427597,1.8762324890504445,1.3762324890504445,True,True,0.030095055077039187,0.1630558722919052,0.153933865450397,10.0,5.0,10.0,5.0,0.1265678449258846,-0.007981755986318652,0.18129988597491753,0.1470923603192679,0.24629418472063602,0.8643101482326112,1.147092360319272,0.07867730900798078,0.33523375142531453,0.9030786773090069,1.1653363740022842,0.1265678449258846,WIN,WIN
CENTRAL,external,,2021-07-25 15:00:00+00:00,28.444,26.526,1.9179999999999993,2021-07-26 00:20:00+00:00,2021-07-26 00:30:00+00:00,-0.33398959358738045,-0.5839895935873805,2021-07-26 00:35:00+00:00,2021-07-26 00:45:00+00:00,2021-07-26 00:50:00+00:00,28.8276,0.2,2021-07-26 00:55:00+00:00,29.211199999999998,TARGET,,6.653346098877466,6.403346098877466,6.319356505290086,5.819356505290086,True,True,0.06743074110532975,0.09906152241918736,0.06517205422314915,10.0,5.0,10.0,5.0,0.29197080291970934,0.13138686131386995,0.31074035453597515,0.011991657977059278,0.33263816475495406,0.35766423357664245,0.42231491136600574,0.2825860271115755,0.3759124087591243,0.49530761209593493,0.540145985401459,0.29197080291970934,WIN,WIN
CENTRAL,external,,2021-09-06 15:00:00+00:00,146.347,135.721,10.626000000000005,2021-09-06 15:10:00+00:00,2021-09-06 15:20:00+00:00,-0.9805462360007455,-1.2305462360007455,2021-09-06 15:30:00+00:00,2021-09-06 15:40:00+00:00,2021-09-06 15:45:00+00:00,148.47220000000002,0.2,2021-09-06 15:55:00+00:00,150.59740000000002,TARGET,,7.156895364923588,6.906895364923588,6.176349128922842,5.676349128922842,True,True,0.072608252987762,0.14313946922642443,0.10511951816299814,10.0,10.0,10.0,5.0,0.2948428383210973,0.02136269527573911,0.31996988518727687,0.07895727460944836,0.26058723884810614,0.1964991530208915,0.3866930171278004,0.32185206098249447,0.3989271597967252,0.4936947110860134,0.555241859589686,0.2948428383210973,WIN,WIN
CENTRAL,external,,2021-10-28 15:00:00+00:00,201.55,194.043,7.507000000000005,2021-10-29 01:25:00+00:00,2021-10-29 01:35:00+00:00,-2.331927561399161,-2.5819275613991612,2021-10-29 01:40:00+00:00,2021-10-29 01:50:00+00:00,2021-10-29 01:55:00+00:00,203.0514,0.2,2021-10-29 02:10:00+00:00,204.55280000000002,TARGET,,3.6970934453049997,3.4470934453049997,1.365165883905839,0.8651658839058385,True,True,0.037246340858347826,0.1416011722392417,0.1733049154122839,10.0,5.0,10.0,5.0,0.1547888637271849,-0.04555747968562845,0.2854668975622751,0.1733049154122839,0.23911016384707423,0.6242173970960442,0.8877048088450756,0.06274144132142999,0.458771812974559,0.4577061409351241,0.7696816304782225,0.1547888637271849,WIN,WIN
CENTRAL,reference_validation,,2025-01-22 15:00:00+00:00,264.9,252.08,12.819999999999965,2025-01-22 19:50:00+00:00,2025-01-22 20:05:00+00:00,-0.3963759909399456,-0.6463759909399456,2025-01-22 20:10:00+00:00,2025-01-22 20:20:00+00:00,2025-01-22 20:25:00+00:00,267.46399999999994,0.2,2025-01-22 20:30:00+00:00,270.02799999999996,TARGET,,4.793168426405092,4.543168426405092,4.396792435465146,3.8967924354651466,True,True,0.04839562098905234,0.1638065522620927,0.12636505460218478,15.0,5.0,10.0,5.0,0.18096723868955197,-0.03120124804992031,0.37441497659906586,0.033541341653662335,0.17706708268331084,0.938377535101409,1.0366614664586606,0.15678627145086219,0.4680187207488312,0.8611544461778511,1.126365054602187,0.18096723868955197,WIN,WIN
CENTRAL,reference_validation,,2025-04-09 15:00:00+00:00,107.55,102.22,5.329999999999998,2025-04-09 16:30:00+00:00,2025-04-09 16:40:00+00:00,-0.46490004648996885,-0.7149000464899689,2025-04-09 16:50:00+00:00,2025-04-09 17:00:00+00:00,2025-04-09 17:05:00+00:00,108.616,0.2,2025-04-09 17:10:00+00:00,108.04,E10_FLOOR_ENTRY_BAR,2025-04-09 17:05:00+00:00,-2.6515430507475513,-2.9015430507475513,-3.11644309723752,-3.61644309723752,False,False,0.04955834495583448,0.037523452157599044,0.1744840525328317,10.0,10.0,10.0,5.0,0.3151969981238288,0.19512195121951342,0.33395872420262696,0.09943714821763627,0.3020637898686679,0.18761726078799257,0.2983114446529088,0.3358348968105078,0.43339587242026323,0.4784240150093805,0.5365853658536586,0.3151969981238288,FAIL,FAIL
CENTRAL,reference_validation,,2025-05-04 15:00:00+00:00,146.6,144.57,2.030000000000001,2025-05-04 15:00:00+00:00,2025-05-04 15:45:00+00:00,-0.03410641200540798,-0.284106412005408,2025-05-04 15:50:00+00:00,2025-05-04 16:00:00+00:00,2025-05-04 16:05:00+00:00,147.006,0.2,2025-05-04 16:15:00+00:00,146.7,E10_FLOOR,2025-05-04 16:10:00+00:00,-1.0407738459655147,-1.2907738459655147,-1.0748802579709227,-1.5748802579709227,False,False,0.01384720327421556,0.2857142857142917,0.13300492610836534,45.0,5.0,10.0,5.0,0.2019704433497519,0.1379310344827591,0.22660098522167868,0.13300492610836534,0.14285714285713885,0.24137931034483193,0.4679802955665106,0.17241379310344537,0.359605911330044,0.05911330049261304,0.4187192118226571,0.2019704433497519,FAIL,FAIL
CENTRAL,reference_validation,,2025-06-19 15:00:00+00:00,146.45,142.84,3.609999999999985,2025-06-19 22:05:00+00:00,2025-06-19 22:25:00+00:00,0.0,-0.25,2025-06-19 22:30:00+00:00,2025-06-19 22:40:00+00:00,2025-06-19 22:45:00+00:00,147.172,0.2,2025-06-19 22:55:00+00:00,146.76,E10_FLOOR,2025-06-19 22:50:00+00:00,-1.399722773353651,-1.649722773353651,-1.399722773353651,-1.899722773353651,False,False,0.024650051212017656,0.05817174515235701,0.14127423822714488,20.0,5.0,10.0,5.0,0.18836565096953176,0.008310249307479574,0.27423822714681806,0.002770083102490567,0.18005540166205217,0.29639889196675834,0.41828254847645346,0.14958448753462444,0.3240997229916876,0.36842105263157604,0.5761772853185575,0.18836565096953176,FAIL,FAIL
CENTRAL,reference_validation,,2025-07-02 15:00:00+00:00,150.59,147.03,3.5600000000000023,2025-07-02 15:10:00+00:00,2025-07-02 15:30:00+00:00,-0.23241915133803692,-0.4824191513380369,2025-07-02 15:50:00+00:00,2025-07-02 16:00:00+00:00,2025-07-02 16:05:00+00:00,151.302,0.2,2025-07-02 16:10:00+00:00,152.014,TARGET,,2.352910073892045,2.102910073892045,2.120490922554008,1.620490922554008,True,True,0.023640347964672303,0.2219101123595482,0.13202247191011196,20.0,20.0,10.0,5.0,0.2837078651685366,0.10393258426966413,0.2977528089887645,0.13202247191011196,0.2949438202247141,0.26685393258427426,0.654494382022467,0.2977528089887645,0.3483146067415754,0.36797752808988804,0.42977528089887646,0.2837078651685366,WIN,WIN
CENTRAL,reference_validation,,2025-08-09 15:00:00+00:00,183.26,178.79,4.469999999999999,2025-08-09 20:40:00+00:00,2025-08-10 02:55:00+00:00,-0.1364182036450723,-0.3864182036450723,2025-08-10 03:05:00+00:00,2025-08-10 03:15:00+00:00,2025-08-10 03:20:00+00:00,184.154,0.2,2025-08-10 03:25:00+00:00,185.048,TARGET,,2.4273162679062654,2.1773162679062654,2.290898064261193,1.7908980642611931,True,True,0.024391574811742874,0.3892617449664451,0.8165548098433956,375.0,10.0,10.0,5.0,0.3803131991051493,0.1565995525727108,0.3892617449664451,0.08948545861297033,0.3624161073825514,-0.27069351230424604,0.4787472035794154,0.42953020134228553,0.4787472035794154,0.11856823266219267,0.4787472035794154,0.3803131991051493,WIN,WIN
CENTRAL,reference_validation,,2025-09-26 15:00:00+00:00,198.18,190.72,7.460000000000008,2025-09-26 16:10:00+00:00,2025-09-26 16:35:00+00:00,-0.378443838934317,-0.628443838934317,2025-09-26 16:40:00+00:00,2025-09-26 16:50:00+00:00,2025-09-26 17:00:00+00:00,199.672,0.2,2025-09-26 17:25:00+00:00,201.16400000000002,TARGET,,3.7361272486878816,3.4861272486878816,3.3576834097535646,2.8576834097535646,True,True,0.03764254717933196,0.14209115281501355,0.1005361930294905,25.0,5.0,10.0,10.0,0.14209115281501355,-0.020107238605895052,0.19839142091152656,0.034852546916892636,0.045576407506702825,0.33378016085790974,0.47989276139410303,0.19034852546916703,0.2386058981233243,0.35790884718498456,0.5321715817694362,0.17024128686326817,WIN,WIN
CENTRAL,reference_validation,,2025-10-12 15:00:00+00:00,188.82,178.02,10.799999999999983,2025-10-12 15:05:00+00:00,2025-10-12 15:45:00+00:00,-0.34424319457682095,-0.594243194576821,2025-10-12 15:50:00+00:00,2025-10-12 16:00:00+00:00,2025-10-12 16:05:00+00:00,190.98,0.2,2025-10-12 16:10:00+00:00,193.14,TARGET,,5.655042412818112,5.405042412818112,5.310799218241291,4.810799218241291,True,True,0.057197330791229656,0.24907407407407425,0.13703703703703632,40.0,5.0,10.0,5.0,0.3759259259259267,0.1777777777777769,0.3944444444444469,0.013888888888889436,0.37407407407407395,0.5000000000000013,1.0907407407407426,0.3342592592592584,0.5138888888888907,0.39629629629629703,0.5314814814814831,0.3759259259259267,WIN,WIN
CENTRAL,reference_validation,,2025-11-10 15:00:00+00:00,170.4,165.2,5.200000000000017,2025-11-11 01:15:00+00:00,2025-11-11 02:55:00+00:00,-0.6748826291080312,-0.9248826291080312,2025-11-11 03:05:00+00:00,2025-11-11 03:15:00+00:00,2025-11-11 03:20:00+00:00,171.44,0.2,2025-11-11 03:30:00+00:00,170.76,E10_FLOOR,2025-11-11 03:25:00+00:00,-1.9832011199253374,-2.2332011199253374,-2.6580837490333686,-3.1580837490333686,False,False,0.03051643192488273,0.10769230769230778,0.8211538461538455,100.0,10.0,10.0,5.0,0.18846153846153588,-0.013461538461537106,0.2596153846153827,0.13076923076923166,0.31346153846153657,0.5519230769230705,0.9211538461538415,0.24615384615384556,0.40576923076923205,0.6884615384615331,0.8749999999999993,0.18846153846153588,FAIL,FAIL
CENTRAL,reference_validation,,2025-12-27 15:00:00+00:00,123.31,122.45,0.8599999999999994,2025-12-27 15:10:00+00:00,2025-12-27 15:20:00+00:00,-0.608223177357925,-0.858223177357925,2025-12-27 15:30:00+00:00,2025-12-27 15:40:00+00:00,2025-12-27 15:45:00+00:00,123.482,0.2,2025-12-27 15:50:00+00:00,123.38,E10_FLOOR_ENTRY_BAR,2025-12-27 15:45:00+00:00,-0.41301566220180996,-0.66301566220181,-1.021238839559735,-1.521238839559735,False,False,0.006974292433703669,0.05813953488371766,0.24418604651163733,10.0,10.0,10.0,5.0,0.22093023255813704,0.04651162790698404,0.3720930232558063,0.24418604651163733,0.19767441860465326,0.4418604651162741,0.6046511627906934,0.38372093023255643,0.6162790697674436,0.4302325581395405,0.6860465116278949,0.22093023255813704,FAIL,FAIL
CENTRAL,reference_validation,,2026-04-23 15:00:00+00:00,86.15,85.13,1.0200000000000102,2026-04-23 15:15:00+00:00,2026-04-23 15:30:00+00:00,-0.5803830528148812,-0.8303830528148812,2026-04-23 15:35:00+00:00,2026-04-23 15:45:00+00:00,2026-04-23 15:50:00+00:00,86.35400000000001,0.2,2026-04-23 15:55:00+00:00,86.12,E10_FLOOR_ENTRY_BAR,2026-04-23 15:50:00+00:00,-1.3548880190842882,-1.6048880190842882,-1.9352710718991695,-2.4352710718991695,False,False,0.011839814277423217,0.3333333333333194,0.3823529411764673,15.0,5.0,10.0,5.0,0.3431372549019518,0.20588235294116827,0.35294117647058415,0.21568627450980063,0.26470588235293463,0.3039215686274502,0.725490196078419,0.20588235294116827,0.5686274509803848,0.4509803921568521,0.7450980392156838,0.3431372549019518,FAIL,FAIL
CENTRAL,reference_validation,,2026-07-17 15:00:00+00:00,74.97,73.32,1.6500000000000057,2026-07-17 16:40:00+00:00,2026-07-17 16:55:00+00:00,-0.13338668800849662,-0.3833866880084966,2026-07-17 17:05:00+00:00,2026-07-17 17:15:00+00:00,2026-07-17 17:25:00+00:00,75.3,0.2,2026-07-17 18:20:00+00:00,75.04,E10_FLOOR,2026-07-17 18:15:00+00:00,-1.7264276228419195,-1.9764276228419198,-1.8598143108504162,-2.3598143108504166,False,False,0.02200880352140864,0.07272727272727524,0.10303030303030371,15.0,10.0,10.0,10.0,0.13939393939394132,-0.042424242424238146,0.3696969696969681,0.05454545454545642,0.1333333333333322,0.10303030303030371,0.32727272727272994,0.151515151515151,0.4242424242424245,0.2242424242424176,0.5878787878787851,0.11515151515151338,FAIL,FAIL
CLOCK_SUPPORT,development,0,2022-01-06 16:00:00+00:00,151.09,146.22,4.8700000000000045,2022-01-06 17:05:00+00:00,2022-01-06 17:15:00+00:00,-1.0920643325170731,-1.3420643325170731,2022-01-06 17:25:00+00:00,2022-01-06 17:35:00+00:00,2022-01-06 17:40:00+00:00,152.064,0.2,2022-01-06 18:10:00+00:00,153.038,TARGET,,3.2025989057239412,2.9525989057239412,2.110534573206868,1.610534573206868,True,True,0.03223244423853335,0.09445585215605905,0.14168377823408565,10.0,10.0,10.0,5.0,0.2874743326488715,0.12320328542094912,0.30390143737166087,0.14168377823408565,0.20739219712526044,0.17453798767967013,0.5646817248459953,0.3552361396303935,0.4455852156057465,0.5174537987679687,0.5995893223819271,0.2874743326488715,WIN,WIN
CLOCK_SUPPORT,development,0,2022-01-21 16:00:00+00:00,124.12,115.5,8.620000000000005,2022-01-21 16:20:00+00:00,2022-01-21 16:35:00+00:00,-3.1824041250402835,-3.432404125040284,2022-01-21 17:00:00+00:00,2022-01-21 17:10:00+00:00,2022-01-21 17:20:00+00:00,125.84400000000001,0.2,2022-01-21 17:25:00+00:00,124.09,E10_FLOOR_ENTRY_BAR,2022-01-21 17:20:00+00:00,-6.968945678776928,-7.218945678776928,-10.151349803817212,-10.651349803817212,False,False,0.06944892039961331,0.11368909512760896,0.19837587006960639,15.0,25.0,10.0,10.0,0.1264501160092794,-0.1566125290023211,0.30742459396751626,0.22505800464037085,0.2262180974477944,0.32714617169373617,0.5916473317865419,0.29582366589327097,0.4895591647331783,0.09976798143851497,0.532482598607887,0.17169373549883862,FAIL,FAIL
CLOCK_SUPPORT,development,0,2022-02-01 16:00:00+00:00,111.04,103.96,7.0800000000000125,2022-02-01 16:30:00+00:00,2022-02-01 16:45:00+00:00,-0.7654899135446924,-1.0154899135446924,2022-02-01 16:50:00+00:00,2022-02-01 17:00:00+00:00,2022-02-01 17:05:00+00:00,112.456,0.2,2022-02-01 17:35:00+00:00,111.25,E10_FLOOR,2022-02-01 17:30:00+00:00,-5.362097175784342,-5.612097175784342,-6.127587089329035,-6.627587089329035,False,False,0.06376080691642662,0.17655367231638386,0.18644067796610242,15.0,5.0,10.0,5.0,0.25564971751412213,-0.0014124293785317936,0.3629943502824843,0.03813559322034036,0.2358757062146871,0.6016949152542349,0.7259887005649706,0.15960451977401038,0.42796610169491467,0.405367231638416,0.696327683615817,0.25564971751412213,FAIL,FAIL
CLOCK_SUPPORT,development,0,2022-02-20 16:00:00+00:00,90.98,87.37,3.6099999999999994,2022-02-20 17:40:00+00:00,2022-02-20 18:00:00+00:00,-0.16487140030774228,-0.4148714003077423,2022-02-20 18:05:00+00:00,2022-02-20 18:15:00+00:00,2022-02-20 18:20:00+00:00,91.702,0.2,2022-02-20 18:40:00+00:00,92.424,TARGET,,3.9366644129898987,3.6866644129898987,3.7717930126821564,3.2717930126821564,True,True,0.03967905034073422,0.14404432132963882,0.08310249307479146,20.0,5.0,10.0,5.0,0.20775623268698065,-0.02770083102492918,0.274238227146813,0.04986149584487724,0.08864265927978045,0.19390581717451605,0.40997229916897626,0.17728531855955698,0.33795013850415484,0.3102493074792257,0.47922437673130314,0.20775623268698065,WIN,WIN
CLOCK_SUPPORT,development,0,2022-05-30 16:00:00+00:00,46.71,44.92,1.7899999999999991,2022-05-30 20:25:00+00:00,2022-05-30 20:35:00+00:00,-0.5352172982231451,-0.7852172982231451,2022-05-30 20:55:00+00:00,2022-05-30 21:05:00+00:00,2022-05-30 21:10:00+00:00,47.068,0.2,2022-05-30 21:15:00+00:00,47.426,TARGET,,3.8030084133594544,3.5530084133594544,3.2677911151363093,2.7677911151363093,True,True,0.03832155855277241,0.15642458100558732,0.2402234636871508,10.0,20.0,10.0,5.0,0.15083798882681348,-0.07262569832402381,0.3631284916201111,0.19553072625698412,0.2569832402234603,0.36312849162011507,0.9050279329608968,0.15642458100558332,0.530726256983242,0.564245810055865,0.8603351955307262,0.15083798882681348,WIN,WIN
CLOCK_SUPPORT,development,1,2022-08-21 16:00:00+00:00,36.27,35.55,0.720000000000006,2022-08-21 16:45:00+00:00,2022-08-21 17:00:00+00:00,0.0,-0.25,2022-08-21 17:05:00+00:00,2022-08-21 17:15:00+00:00,2022-08-21 17:20:00+00:00,36.414,0.2,2022-08-21 17:45:00+00:00,36.28,E10_FLOOR,2022-08-21 17:40:00+00:00,-1.8399516669412863,-2.0899516669412863,-1.8399516669412863,-2.3399516669412863,False,False,0.019851116625310337,0.37499999999999134,0.1666666666666716,15.0,5.0,10.0,5.0,0.18055555555554775,-0.09722222222222181,0.3194444444444375,0.0833333333333358,0.26388888888888357,0.3194444444444473,1.0138888888888762,-0.09722222222222181,0.48611111111110905,0.7916666666666605,1.0138888888888762,0.18055555555554775,FAIL,FAIL
CLOCK_SUPPORT,development,1,2022-09-26 16:00:00+00:00,33.41,32.1,1.3099999999999952,2022-09-26 18:05:00+00:00,2022-09-26 18:30:00+00:00,-0.5986231667165498,-0.8486231667165498,2022-09-26 18:45:00+00:00,2022-09-26 18:55:00+00:00,2022-09-26 19:00:00+00:00,33.672,0.2,2022-09-26 20:35:00+00:00,33.5,E10_FLOOR,2022-09-26 20:30:00+00:00,-2.5540508434306886,-2.804050843430689,-3.1526740101472384,-3.652674010147239,False,False,0.03920981741993401,0.16030534351145162,0.1603053435114462,25.0,15.0,10.0,5.0,0.16030534351145162,-0.05343511450381721,0.2519083969465699,0.06870229007633331,0.1832061068702258,0.3587786259541989,0.5496183206106882,0.15267175572518815,0.32061068702290324,0.2900763358778602,0.534351145038172,0.16030534351145162,FAIL,FAIL
CLOCK_SUPPORT,development,1,2022-10-05 16:00:00+00:00,33.78,33.15,0.6300000000000026,2022-10-05 16:05:00+00:00,2022-10-05 16:25:00+00:00,0.0,-0.25,2022-10-05 16:50:00+00:00,2022-10-05 17:00:00+00:00,2022-10-05 17:05:00+00:00,33.906,0.2,2022-10-05 17:20:00+00:00,34.032000000000004,TARGET,,1.8580782162449516,1.6080782162449516,1.8580782162449516,1.3580782162449516,True,True,0.01865008880994679,0.17460317460317298,0.2857142857142841,20.0,25.0,10.0,5.0,0.15873015873016033,0.04761904761904923,0.3333333333333333,0.23809523809523486,0.3650793650793699,0.2539682539682588,0.6031746031746048,0.301587301587308,0.5714285714285682,0.19047619047619693,0.6190476190476174,0.15873015873016033,WIN,WIN
CLOCK_SUPPORT,development,1,2022-10-17 16:00:00+00:00,31.19,30.39,0.8000000000000007,2022-10-17 23:35:00+00:00,2022-10-17 23:55:00+00:00,0.0,-0.25,2022-10-18 00:20:00+00:00,2022-10-18 00:30:00+00:00,2022-10-18 00:35:00+00:00,31.35,0.2,2022-10-18 00:50:00+00:00,31.27,E10_FLOOR,2022-10-18 00:45:00+00:00,-1.2759170653907637,-1.5259170653907637,-1.2759170653907637,-1.7759170653907637,False,False,0.025649246553382517,0.11249999999999973,0.07500000000000277,20.0,25.0,10.0,5.0,0.3374999999999992,0.12500000000000167,0.34999999999999665,0.11249999999999973,0.4125000000000019,0.22499999999999945,0.37500000000000056,0.37500000000000056,0.4624999999999964,0.3000000000000022,0.4624999999999964,0.3374999999999992,FAIL,FAIL
CLOCK_SUPPORT,development,2,2023-01-02 16:00:00+00:00,11.234,10.832,0.40199999999999925,2023-01-02 19:45:00+00:00,2023-01-02 20:05:00+00:00,-1.8248175182482007,-2.074817518248201,2023-01-02 20:30:00+00:00,2023-01-02 20:40:00+00:00,2023-01-02 20:45:00+00:00,11.3144,0.2,2023-01-02 21:55:00+00:00,11.3948,TARGET,,3.552994414197874,3.302994414197874,1.7281768959496735,1.228176895949673,True,True,0.035784226455403176,0.6616915422885585,0.21144278606965425,20.0,25.0,10.0,5.0,0.2263681592039788,0.10447761194029824,0.24129353233830775,0.1542288557213918,0.30597014925373023,0.22139303482587208,0.9900497512437821,0.2661691542288545,0.37313432835821053,0.14427860696517397,0.8731343283582127,0.2263681592039788,WIN,WIN
CLOCK_SUPPORT,development,2,2023-01-27 16:00:00+00:00,24.219,23.31,0.9090000000000025,2023-01-27 17:00:00+00:00,2023-01-27 17:35:00+00:00,-0.3922540154424614,-0.6422540154424614,2023-01-27 17:40:00+00:00,2023-01-27 17:50:00+00:00,2023-01-27 17:55:00+00:00,24.4008,0.2,2023-01-27 18:00:00+00:00,24.582600000000003,TARGET,,3.725287695485413,3.475287695485413,3.3330336800429516,2.8330336800429516,True,True,0.03753251579338546,0.19031903190318789,0.08030803080308052,35.0,5.0,10.0,5.0,0.3410341034103387,0.1276127612761269,0.3751375137513714,0.02090209020902294,0.19581958195819618,0.3509350935093489,0.3784378437843787,0.3014301430143016,0.409240924092408,0.4213421342134192,0.5016501650164997,0.3410341034103387,WIN,WIN
CLOCK_SUPPORT,development,2,2023-04-22 16:00:00+00:00,21.721,21.2,0.5210000000000008,2023-04-22 16:00:00+00:00,2023-04-22 16:55:00+00:00,-0.046038396022241024,-0.296038396022241,2023-04-22 17:10:00+00:00,2023-04-22 17:20:00+00:00,2023-04-22 17:25:00+00:00,21.8252,0.2,2023-04-22 17:50:00+00:00,21.766,E10_FLOOR,2023-04-22 17:45:00+00:00,-1.3562304125506186,-1.6062304125506186,-1.4022688085728596,-1.9022688085728596,False,False,0.02398600432760926,0.39731285988483767,0.13435700575815773,55.0,15.0,10.0,5.0,0.2245681381957787,0.049904030710172284,0.28023032629558653,0.11708253358925115,0.23032629558541423,-0.019193857965447206,0.5316698656429953,0.24568138195777336,0.39731285988483767,0.036468330134360606,0.3992322456813783,0.2245681381957787,FAIL,FAIL
CLOCK_SUPPORT,development,2,2023-04-25 16:00:00+00:00,21.163,20.726,0.43700000000000117,2023-04-25 17:55:00+00:00,2023-04-25 18:05:00+00:00,-1.1576808581014175,-1.4076808581014175,2023-04-25 18:15:00+00:00,2023-04-25 18:25:00+00:00,2023-04-25 18:35:00+00:00,21.2504,0.2,2023-04-25 18:45:00+00:00,21.142,E10_FLOOR,2023-04-25 18:40:00+00:00,-2.5505402251251863,-2.8005402251251867,-3.708221083226604,-4.208221083226604,False,False,0.020649246326135292,0.23798627002288084,0.19908466819221857,10.0,10.0,10.0,10.0,0.12814645308924666,0.08924485125858438,0.27231121281464404,0.11212814645308777,0.0503432494279221,0.3569794050343294,1.0,0.18077803203660608,0.3844393592677318,0.5194508009153311,0.8901601830663577,0.12356979405033948,FAIL,FAIL
CLOCK_SUPPORT,development,2,2023-06-16 16:00:00+00:00,15.094,14.315,0.7789999999999999,2023-06-16 17:05:00+00:00,2023-06-16 17:15:00+00:00,-1.358155558499996,-1.608155558499996,2023-06-16 17:20:00+00:00,2023-06-16 17:30:00+00:00,2023-06-16 17:35:00+00:00,15.249799999999999,0.2,2023-06-16 18:05:00+00:00,15.4056,TARGET,,5.108263714934003,4.858263714934003,3.7501081564340066,3.2501081564340066,True,True,0.051609911223002514,0.16431322207958937,0.08857509627727737,10.0,5.0,10.0,5.0,0.17586649550706093,0.010269576379973196,0.24646983311938406,0.05263157894736662,0.24646983311938406,0.17458279845956487,0.4364569961489087,0.13093709884467308,0.3350449293966614,0.3902439024390248,0.4916559691912698,0.17586649550706093,WIN,WIN
CLOCK_SUPPORT,development,3,2023-08-12 16:00:00+00:00,24.703,24.484,0.21899999999999764,2023-08-12 16:15:00+00:00,2023-08-12 16:30:00+00:00,-0.020240456624631697,-0.2702404566246317,2023-08-12 16:35:00+00:00,2023-08-12 16:45:00+00:00,2023-08-12 16:50:00+00:00,24.7468,0.2,2023-08-12 17:20:00+00:00,24.714,E10_FLOOR,2023-08-12 17:15:00+00:00,-0.6627119465951736,-0.9127119465951736,-0.6829524032198053,-1.1829524032198053,False,False,0.008865320001619142,0.16894977168949513,0.2648401826484039,15.0,5.0,10.0,5.0,0.19634703196346906,-0.1004566210045765,0.3881278538812866,0.06849315068493483,0.15525114155250816,0.3470319634703257,0.6940639269406352,0.08219178082190559,0.5342465753424755,0.5799086757990879,0.8949771689497882,0.19634703196346906,FAIL,FAIL
CLOCK_SUPPORT,development,3,2023-11-04 16:00:00+00:00,42.287,40.811,1.475999999999999,2023-11-04 22:20:00+00:00,2023-11-04 22:40:00+00:00,-0.6976139239009416,-0.9476139239009416,2023-11-04 22:50:00+00:00,2023-11-04 23:00:00+00:00,2023-11-04 23:05:00+00:00,42.5822,0.2,2023-11-04 23:30:00+00:00,42.418,E10_FLOOR,2023-11-04 23:25:00+00:00,-1.928035658091909,-2.1780356580919094,-2.6256495819928505,-3.125649581992851,False,False,0.03490434412467187,0.1917344173441744,0.12262872628726118,20.0,10.0,10.0,5.0,0.24593495934959334,0.15040650406504164,0.30081300813008327,0.062330623306232256,0.23712737127371383,0.3624661246612445,0.51829268292683,0.2886178861788633,0.42344173441734445,0.33943089430894174,0.5013550135501371,0.24593495934959334,FAIL,FAIL
CLOCK_SUPPORT,development,4,2024-02-10 16:00:00+00:00,109.12,107.134,1.9860000000000042,2024-02-10 18:50:00+00:00,2024-02-10 19:05:00+00:00,-0.6369134897361017,-0.8869134897361017,2024-02-10 19:20:00+00:00,2024-02-10 19:30:00+00:00,2024-02-10 19:45:00+00:00,109.5172,0.2,2024-02-10 19:50:00+00:00,109.231,E10_FLOOR_ENTRY_BAR,2024-02-10 19:45:00+00:00,-1.3066440705204463,-1.5566440705204463,-1.943557560256548,-2.443557560256548,False,False,0.01820014662756602,0.19133937562940315,0.1359516616314248,15.0,15.0,10.0,15.0,0.13695871097683324,0.014098690835846691,0.20140986908358038,0.1359516616314248,0.20745216515608814,0.4028197381671751,0.7764350453172197,0.1505538771399757,0.27593152064451193,0.27442094662638494,0.3449144008056399,0.17925478348438761,FAIL,FAIL
