partition,timeframe,signal_ts,entry_ts,exit_ts,entry_px,exit_px,return,mfe,mae,bars_held,hold_minutes,gross_pnl_usd,fee_sensitive_pnl_usd,exit_reason,context_15m,context_1h,context_4h
reference_validation,15m,2025-10-25 22:30:00+00:00,2025-10-25 22:45:00+00:00,2025-10-26 02:00:00+00:00,111555.6,111589.5,0.00030388434108186146,0.002788743908866964,-0.0008937247435361062,13,195,0.15194217054093073,-0.2480578294590693,DYNAMIC_DETERIORATION_CUT,,HEALTHY_BULL,STRONG_BULL
reference_validation,15m,2025-10-26 06:15:00+00:00,2025-10-26 06:30:00+00:00,2025-10-26 18:00:00+00:00,111575.1,113397.1,0.016329808353297448,0.021733343729918086,-0.0005565757951371264,46,690,8.164904176648724,7.764904176648724,DYNAMIC_DETERIORATION_CUT,,HEALTHY_BULL,STRONG_BULL
reference_validation,15m,2025-10-26 22:00:00+00:00,2025-10-26 22:15:00+00:00,2025-10-27 08:15:00+00:00,114576.4,115419.2,0.00735579054674429,0.015743207152607352,-0.00336369444318374,40,600,3.677895273372145,3.277895273372145,DYNAMIC_DETERIORATION_CUT,,STRONG_BULL,STRONG_BULL
reference_validation,15m,2025-10-27 16:15:00+00:00,2025-10-27 16:30:00+00:00,2025-10-27 19:00:00+00:00,115291.5,115277.9,-0.00011796186188928193,0.003931772940763301,-0.0006349123742860341,10,150,-0.058980930944640964,-0.458980930944641,DYNAMIC_DETERIORATION_CUT,,HEALTHY_BULL,STRONG_BULL
reference_validation,15m,2025-10-28 10:30:00+00:00,2025-10-28 10:45:00+00:00,2025-10-28 12:00:00+00:00,114480.9,114290.6,-0.0016622860232579084,0.0012080617814849148,-0.0023034410106838044,5,75,-0.8311430116289542,-1.2311430116289541,DYNAMIC_DETERIORATION_CUT,,HEALTHY_BULL,HEALTHY_BULL
reference_validation,15m,2025-10-28 13:00:00+00:00,2025-10-28 13:15:00+00:00,2025-10-28 14:45:00+00:00,114707.0,114720.1,0.00011420401544803838,0.011919935139093507,-0.0018804432161942941,6,90,0.05710200772401919,-0.34289799227598083,DYNAMIC_DETERIORATION_CUT,,HEALTHY_BULL,HEALTHY_BULL
reference_validation,15m,2025-10-28 14:45:00+00:00,2025-10-28 15:00:00+00:00,2025-10-28 15:45:00+00:00,115021.8,114486.2,-0.004656508592284281,0.0028898869605586963,-0.005023395565014632,3,45,-2.3282542961421404,-2.7282542961421403,REVERSAL_CUT,,STRONG_BULL,HEALTHY_BULL
reference_validation,15m,2025-10-28 16:45:00+00:00,2025-10-28 17:00:00+00:00,2025-10-28 18:30:00+00:00,115296.1,114849.9,-0.0038700354998999487,0.0022411859551190183,-0.0043028341808613035,6,90,-1.9350177499499743,-2.3350177499499742,DYNAMIC_DETERIORATION_CUT,,STRONG_BULL,HEALTHY_BULL
reference_validation,15m,2025-10-29 13:15:00+00:00,2025-10-29 13:30:00+00:00,2025-10-29 13:45:00+00:00,113484.1,112964.1,-0.004582139700627708,0.000624757124566333,-0.005516191254986369,1,15,-2.291069850313854,-2.6910698503138537,REVERSAL_CUT,,REVERSAL,DETERIORATING
reference_validation,15m,2025-10-31 01:00:00+00:00,2025-10-31 01:15:00+00:00,2025-10-31 07:45:00+00:00,109727.6,109461.8,-0.0024223622862433736,0.0043052067118938275,-0.011081077140117968,26,390,-1.2111811431216868,-1.6111811431216867,DYNAMIC_DETERIORATION_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-10-31 08:45:00+00:00,2025-10-31 09:00:00+00:00,2025-10-31 11:15:00+00:00,110013.0,109520.0,-0.004481288574986642,0.0036086644305672877,-0.004481288574986642,9,135,-2.240644287493321,-2.6406442874933207,DYNAMIC_DETERIORATION_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-10-31 12:00:00+00:00,2025-10-31 12:15:00+00:00,2025-10-31 12:45:00+00:00,110115.2,109719.5,-0.003593509342942669,0.003194835953619579,-0.004678736450553611,2,30,-1.7967546714713345,-2.1967546714713344,DYNAMIC_DETERIORATION_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-10-31 14:45:00+00:00,2025-10-31 15:00:00+00:00,2025-10-31 16:15:00+00:00,110750.5,110069.9,-0.006145344716276702,0.004356639473410917,-0.007278522444593927,5,75,-3.072672358138351,-3.4726723581383507,DYNAMIC_DETERIORATION_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-10-31 19:45:00+00:00,2025-10-31 20:00:00+00:00,2025-10-31 20:45:00+00:00,109802.7,109500.1,-0.002755852087425792,0.0,-0.003118320405600228,3,45,-1.377926043712896,-1.7779260437128959,REVERSAL_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-11-01 01:15:00+00:00,2025-11-01 01:30:00+00:00,2025-11-01 02:15:00+00:00,109900.0,109600.0,-0.0027297543221109777,0.0013876251137396878,-0.003821656050955413,3,45,-1.3648771610554888,-1.7648771610554888,REVERSAL_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-11-01 02:45:00+00:00,2025-11-01 03:00:00+00:00,2025-11-01 06:30:00+00:00,109750.0,109980.0,0.0020956719817768477,0.007353075170842827,0.0,14,210,1.0478359908884238,0.6478359908884238,DYNAMIC_DETERIORATION_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-11-01 08:30:00+00:00,2025-11-01 08:45:00+00:00,2025-11-01 09:45:00+00:00,110129.9,109953.0,-0.0016062849416915714,0.0008635257091853532,-0.0018605301557523823,4,60,-0.8031424708457857,-1.2031424708457856,DYNAMIC_DETERIORATION_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-11-01 11:00:00+00:00,2025-11-01 11:15:00+00:00,2025-11-01 11:30:00+00:00,110161.5,110010.7,-0.0013688992978491132,9.077581550887004e-07,-0.001381607912020022,1,15,-0.6844496489245566,-1.0844496489245565,DYNAMIC_DETERIORATION_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-11-01 15:00:00+00:00,2025-11-01 15:15:00+00:00,2025-11-01 21:15:00+00:00,110138.9,110167.6,0.00026058004937401513,0.003160554536135729,-0.0019620678978997663,24,360,0.13029002468700757,-0.26970997531299246,DYNAMIC_DETERIORATION_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-11-02 04:45:00+00:00,2025-11-02 05:00:00+00:00,2025-11-02 09:45:00+00:00,110624.8,110584.8,-0.0003615825746126067,0.0033907405934292534,-0.0035688200114259994,19,285,-0.18079128730630334,-0.5807912873063034,DYNAMIC_DETERIORATION_CUT,,STRONG_BULL,REVERSAL
reference_validation,15m,2025-11-02 11:30:00+00:00,2025-11-02 11:45:00+00:00,2025-11-02 13:00:00+00:00,110862.3,110690.8,-0.0015469641167465964,0.003190444362059841,-0.0022324992355381434,5,75,-0.7734820583732982,-1.173482058373298,DYNAMIC_DETERIORATION_CUT,,STRONG_BULL,REVERSAL
reference_validation,15m,2025-11-05 07:00:00+00:00,2025-11-05 07:15:00+00:00,2025-11-05 08:15:00+00:00,101880.0,101670.8,-0.002053396152336018,0.002159403219473832,-0.003219473890851976,4,60,-1.026698076168009,-1.4266980761680088,REVERSAL_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-11-05 09:15:00+00:00,2025-11-05 09:30:00+00:00,2025-11-05 10:15:00+00:00,101847.7,101710.1,-0.0013510368913582926,0.0012989984064442073,-0.0019018593448845156,3,45,-0.6755184456791463,-1.0755184456791462,REVERSAL_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-11-05 10:15:00+00:00,2025-11-05 10:30:00+00:00,2025-11-05 10:45:00+00:00,101754.2,101648.0,-0.0010436915626086396,0.0004501042708802139,-0.002321280104408463,1,15,-0.5218457813043198,-0.9218457813043198,REVERSAL_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-11-05 11:45:00+00:00,2025-11-05 12:00:00+00:00,2025-11-05 21:00:00+00:00,102019.3,103788.0,0.017336915662036434,0.02429246230860249,-0.0014850131298685953,36,540,8.668457831018216,8.268457831018216,DYNAMIC_DETERIORATION_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-11-06 03:15:00+00:00,2025-11-06 03:30:00+00:00,2025-11-06 05:15:00+00:00,103561.9,103468.4,-0.0009028416821244001,0.006260024198088354,-0.0018510668498743499,7,105,-0.45142084106220004,-0.8514208410622001,DYNAMIC_DETERIORATION_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-11-07 04:45:00+00:00,2025-11-07 05:00:00+00:00,2025-11-07 07:00:00+00:00,101974.0,101778.6,-0.0019161747112008687,0.004965971718281059,-0.0020632710298702506,8,120,-0.9580873556004343,-1.3580873556004343,REVERSAL_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-11-07 17:30:00+00:00,2025-11-07 17:45:00+00:00,2025-11-08 00:30:00+00:00,102088.6,103046.2,0.009380087492628864,0.01941548811522531,-0.002430241966292046,27,405,4.690043746314432,4.290043746314431,DYNAMIC_DETERIORATION_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-11-08 22:15:00+00:00,2025-11-08 22:30:00+00:00,2025-11-09 00:15:00+00:00,102277.0,102004.9,-0.0026604221868065103,0.001631842936339556,-0.0026604221868065103,7,105,-1.3302110934032552,-1.730211093403255,REVERSAL_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-11-09 11:45:00+00:00,2025-11-09 12:00:00+00:00,2025-11-09 22:45:00+00:00,102198.2,104232.5,0.019905438647647378,0.027772504799497444,-0.0019295838869960447,43,645,9.95271932382369,9.55271932382369,DYNAMIC_DETERIORATION_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-11-10 00:15:00+00:00,2025-11-10 00:30:00+00:00,2025-11-10 08:45:00+00:00,105448.3,105891.8,0.004205852536266486,0.011547839083228428,-0.00029113793204815774,33,495,2.102926268133243,1.7029262681332429,DYNAMIC_DETERIORATION_CUT,,STRONG_BULL,REVERSAL
reference_validation,15m,2025-11-10 13:30:00+00:00,2025-11-10 13:45:00+00:00,2025-11-10 14:30:00+00:00,106365.8,106139.0,-0.002132264318042143,0.0018887649977716858,-0.0025337091433524916,3,45,-1.0661321590210715,-1.4661321590210714,DYNAMIC_DETERIORATION_CUT,,HEALTHY_BULL,REVERSAL
reference_validation,15m,2025-11-10 20:00:00+00:00,2025-11-10 20:15:00+00:00,2025-11-10 21:15:00+00:00,106179.5,105547.7,-0.005950301140992376,0.0004002655879902228,-0.0067649593377252515,4,60,-2.975150570496188,-3.3751505704961877,REVERSAL_CUT,,HEALTHY_BULL,REVERSAL
reference_validation,15m,2025-11-10 23:00:00+00:00,2025-11-10 23:15:00+00:00,2025-11-11 00:30:00+00:00,106070.5,105673.6,-0.0037418509387623367,0.0016196774786580992,-0.004803409053412588,5,75,-1.8709254693811683,-2.2709254693811682,REVERSAL_CUT,,HEALTHY_BULL,REVERSAL
reference_validation,15m,2025-11-11 01:00:00+00:00,2025-11-11 01:15:00+00:00,2025-11-11 04:15:00+00:00,106220.3,106112.8,-0.0010120476029534808,0.011800004330622338,-0.006465807383334465,12,180,-0.5060238014767404,-0.9060238014767404,DYNAMIC_DETERIORATION_CUT,,HEALTHY_BULL,REVERSAL
reference_validation,15m,2025-11-12 08:30:00+00:00,2025-11-12 08:45:00+00:00,2025-11-12 14:45:00+00:00,104004.6,104653.7,0.006241070106514535,0.012426373448866546,-0.0006403562919332639,24,360,3.1205350532572673,2.7205350532572674,DYNAMIC_DETERIORATION_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-11-13 06:00:00+00:00,2025-11-13 06:15:00+00:00,2025-11-13 09:15:00+00:00,103140.7,102780.4,-0.003493286355434888,0.008569846820896121,-0.006123673777664762,12,180,-1.746643177717444,-2.146643177717444,DYNAMIC_DETERIORATION_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-11-15 03:45:00+00:00,2025-11-15 04:00:00+00:00,2025-11-15 08:30:00+00:00,96388.5,95947.7,-0.0045731596611628955,0.0016111880566664905,-0.006278757320634654,18,270,-2.2865798305814478,-2.6865798305814477,DYNAMIC_DETERIORATION_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-11-15 13:45:00+00:00,2025-11-15 14:00:00+00:00,2025-11-15 16:15:00+00:00,96325.7,95835.0,-0.005094175282401192,0.0011824466367751363,-0.006727176651713962,9,135,-2.547087641200596,-2.947087641200596,REVERSAL_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-11-15 17:45:00+00:00,2025-11-15 18:00:00+00:00,2025-11-15 18:30:00+00:00,96197.9,96031.1,-0.001733925584654017,0.0011860965779919574,-0.0031029783394439514,2,30,-0.8669627923270085,-1.2669627923270084,DYNAMIC_DETERIORATION_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-11-15 18:30:00+00:00,2025-11-15 18:45:00+00:00,2025-11-15 19:00:00+00:00,96084.1,96009.6,-0.0007753624168826967,0.00012384983571678276,-0.0015829882363471715,1,15,-0.38768120844134835,-0.7876812084413484,DYNAMIC_DETERIORATION_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-11-16 05:15:00+00:00,2025-11-16 05:30:00+00:00,2025-11-16 07:00:00+00:00,95929.6,95763.0,-0.0017366902395090644,0.000807884115017643,-0.0022891787310694856,6,90,-0.8683451197545322,-1.2683451197545321,DYNAMIC_DETERIORATION_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-11-16 07:00:00+00:00,2025-11-16 07:15:00+00:00,2025-11-16 07:30:00+00:00,95818.7,95781.2,-0.0003913641074236862,0.0012158378270630266,-0.0013431616166781346,1,15,-0.1956820537118431,-0.5956820537118431,DYNAMIC_DETERIORATION_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-11-16 07:30:00+00:00,2025-11-16 07:45:00+00:00,2025-11-16 11:15:00+00:00,95884.8,95909.4,0.00025655786944334125,0.007458950740889092,-0.0006904118275263826,14,210,0.12827893472167062,-0.2717210652783294,REVERSAL_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-11-17 02:30:00+00:00,2025-11-17 02:45:00+00:00,2025-11-17 05:15:00+00:00,94934.9,94910.8,-0.0002538581701775344,0.00639069509737733,-0.00089429703933952,10,150,-0.1269290850887672,-0.5269290850887672,DYNAMIC_DETERIORATION_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-11-17 07:00:00+00:00,2025-11-17 07:15:00+00:00,2025-11-17 12:00:00+00:00,95278.8,95530.0,0.0026364731713666156,0.007360504120538902,-0.00010390559075057482,19,285,1.3182365856833078,0.9182365856833078,DYNAMIC_DETERIORATION_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-11-18 14:15:00+00:00,2025-11-18 14:30:00+00:00,2025-11-18 20:45:00+00:00,91744.0,92761.3,0.011088463550749994,0.02240037495640057,-0.008744986048134007,25,375,5.544231775374997,5.144231775374997,DYNAMIC_DETERIORATION_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-11-20 00:00:00+00:00,2025-11-20 00:15:00+00:00,2025-11-20 06:45:00+00:00,91444.0,91800.0,0.0038930930405494113,0.018656226761734063,-0.0006659813656444413,26,390,1.9465465202747056,1.5465465202747057,DYNAMIC_DETERIORATION_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-11-20 13:15:00+00:00,2025-11-20 13:30:00+00:00,2025-11-20 13:45:00+00:00,91872.3,91581.9,-0.003160909218556718,0.006817071086715032,-0.003462414677764758,1,15,-1.580454609278359,-1.9804546092783588,REVERSAL_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-11-21 21:15:00+00:00,2025-11-21 21:30:00+00:00,2025-11-21 23:00:00+00:00,84914.6,84242.2,-0.007918544043074016,0.0054160297522451994,-0.008237688218516004,6,90,-3.959272021537008,-4.359272021537008,REVERSAL_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-11-21 23:30:00+00:00,2025-11-21 23:45:00+00:00,2025-11-22 01:00:00+00:00,85202.1,84695.1,-0.005950557556679947,0.0046688990060101965,-0.00822984410008687,5,75,-2.9752787783399737,-3.3752787783399736,DYNAMIC_DETERIORATION_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-11-22 01:45:00+00:00,2025-11-22 02:00:00+00:00,2025-11-22 02:15:00+00:00,85143.5,84683.4,-0.00540381825976155,0.0003441249185198725,-0.006324616676551931,1,15,-2.701909129880775,-3.101909129880775,DYNAMIC_DETERIORATION_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-11-22 16:15:00+00:00,2025-11-22 16:30:00+00:00,2025-11-22 20:45:00+00:00,84563.5,84383.6,-0.0021273953892636532,0.003837352995086585,-0.0022846736476138663,17,255,-1.0636976946318266,-1.4636976946318265,REVERSAL_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-11-22 22:30:00+00:00,2025-11-22 22:45:00+00:00,2025-11-23 06:45:00+00:00,84709.9,85986.8,0.015073798930231419,0.02498999526619694,-0.001084879099137126,32,480,7.5368994651157095,7.136899465115709,DYNAMIC_DETERIORATION_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-11-23 09:30:00+00:00,2025-11-23 09:45:00+00:00,2025-11-23 11:00:00+00:00,86405.0,86024.0,-0.004409467044731219,0.00016087032000466905,-0.00468722874833627,5,75,-2.2047335223656095,-2.6047335223656094,DYNAMIC_DETERIORATION_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-11-23 12:00:00+00:00,2025-11-23 12:15:00+00:00,2025-11-23 17:00:00+00:00,86561.8,86647.4,0.000988888863216797,0.010515030879671983,-0.0033663810133339744,19,285,0.49444443160839846,0.09444443160839844,DYNAMIC_DETERIORATION_CUT,,STRONG_BULL,REVERSAL
reference_validation,15m,2025-11-23 19:00:00+00:00,2025-11-23 19:15:00+00:00,2025-11-23 23:15:00+00:00,87191.6,87290.0,0.0011285490804160414,0.010418434803352472,-0.0010505599163223023,16,240,0.5642745402080207,0.16427454020802068,DYNAMIC_DETERIORATION_CUT,,STRONG_BULL,REVERSAL
reference_validation,15m,2025-11-24 02:00:00+00:00,2025-11-24 02:15:00+00:00,2025-11-24 04:30:00+00:00,87870.9,86555.7,-0.014967412419811255,0.0020325272644301506,-0.016739330085386528,9,135,-7.483706209905627,-7.883706209905627,REVERSAL_CUT,,HEALTHY_BULL,REVERSAL
reference_validation,15m,2025-11-24 05:15:00+00:00,2025-11-24 05:30:00+00:00,2025-11-24 06:15:00+00:00,87579.8,86892.0,-0.007853409119454535,0.00033226839979061396,-0.008208513835382236,3,45,-3.9267045597272676,-4.3267045597272675,REVERSAL_CUT,,DETERIORATING,REVERSAL
reference_validation,15m,2025-11-24 16:45:00+00:00,2025-11-24 17:00:00+00:00,2025-11-24 23:15:00+00:00,87123.3,88470.5,0.01546314246590752,0.02357578282732642,-0.0027007700580671257,25,375,7.73157123295376,7.33157123295376,DYNAMIC_DETERIORATION_CUT,,HEALTHY_BULL,REVERSAL
reference_validation,15m,2025-11-25 04:30:00+00:00,2025-11-25 04:45:00+00:00,2025-11-25 05:30:00+00:00,88116.0,87958.1,-0.0017919560579235938,0.004103681510735813,-0.0026317581370011167,3,45,-0.8959780289617969,-1.2959780289617968,DYNAMIC_DETERIORATION_CUT,,HEALTHY_BULL,REVERSAL
reference_validation,15m,2025-11-25 05:30:00+00:00,2025-11-25 05:45:00+00:00,2025-11-25 06:30:00+00:00,88166.1,87899.9,-0.0030193010692319833,0.00041739398703111164,-0.0032472798501919087,3,45,-1.5096505346159916,-1.9096505346159915,REVERSAL_CUT,,HEALTHY_BULL,REVERSAL
reference_validation,15m,2025-11-26 00:00:00+00:00,2025-11-26 00:15:00+00:00,2025-11-26 03:45:00+00:00,87424.0,87328.9,-0.0010878019765739877,0.00887628111273786,-0.00237005856515371,14,210,-0.5439009882869938,-0.9439009882869939,REVERSAL_CUT,,HEALTHY_BULL,REVERSAL
reference_validation,15m,2025-11-26 05:30:00+00:00,2025-11-26 05:45:00+00:00,2025-11-26 08:15:00+00:00,87594.0,87584.3,-0.0001107381784140049,0.004029956389707046,-0.002099458867045656,10,150,-0.05536908920700245,-0.4553690892070025,DYNAMIC_DETERIORATION_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-11-26 16:45:00+00:00,2025-11-26 17:00:00+00:00,2025-11-27 05:45:00+00:00,87778.9,90927.1,0.03586511109161772,0.04637902730610666,-0.0013158059624807095,51,765,17.93255554580886,17.53255554580886,DYNAMIC_DETERIORATION_CUT,,TRANSITION,REVERSAL
reference_validation,15m,2025-11-27 16:15:00+00:00,2025-11-27 16:30:00+00:00,2025-11-27 20:30:00+00:00,91148.2,91392.0,0.002674764833534793,0.007150991462256062,-0.00035217371270079845,16,240,1.3373824167673964,0.9373824167673964,DYNAMIC_DETERIORATION_CUT,,HEALTHY_BULL,REVERSAL
reference_validation,15m,2025-11-28 05:00:00+00:00,2025-11-28 05:15:00+00:00,2025-11-28 06:30:00+00:00,91459.2,91267.1,-0.0021003901193099583,0.0025235296175780686,-0.0021211644099227156,5,75,-1.0501950596549792,-1.450195059654979,DYNAMIC_DETERIORATION_CUT,,HEALTHY_BULL,STRONG_BULL
reference_validation,15m,2025-11-28 07:15:00+00:00,2025-11-28 07:30:00+00:00,2025-11-28 07:45:00+00:00,91439.7,91023.6,-0.0045505398639758,0.0,-0.004669744104584761,1,15,-2.2752699319879,-2.6752699319879,REVERSAL_CUT,,HEALTHY_BULL,STRONG_BULL
reference_validation,15m,2025-11-28 08:45:00+00:00,2025-11-28 09:00:00+00:00,2025-11-28 11:15:00+00:00,91649.9,91322.6,-0.0035711986592456,0.0038199714347753044,-0.0036944939383457553,9,135,-1.7855993296228,-2.1855993296228,REVERSAL_CUT,,HEALTHY_BULL,STRONG_BULL
reference_validation,15m,2025-11-28 12:15:00+00:00,2025-11-28 12:30:00+00:00,2025-11-28 16:15:00+00:00,91506.5,91839.3,0.003636900110921104,0.017195499773240197,-0.002099304420997483,15,225,1.818450055460552,1.4184500554605521,DYNAMIC_DETERIORATION_CUT,,HEALTHY_BULL,STRONG_BULL
reference_validation,15m,2025-11-29 15:45:00+00:00,2025-11-29 16:00:00+00:00,2025-11-29 17:15:00+00:00,91030.0,90667.4,-0.003983302208063311,0.0010985389432054404,-0.004053608700428479,5,75,-1.9916511040316554,-2.3916511040316553,REVERSAL_CUT,,HEALTHY_BULL,STRONG_BULL
reference_validation,15m,2025-11-29 21:15:00+00:00,2025-11-29 21:30:00+00:00,2025-11-29 22:15:00+00:00,90908.6,90711.5,-0.0021681117078032885,0.0012254066171957234,-0.0024442131987514326,3,45,-1.0840558539016443,-1.4840558539016442,DYNAMIC_DETERIORATION_CUT,,HEALTHY_BULL,STRONG_BULL
reference_validation,15m,2025-11-29 23:45:00+00:00,2025-11-30 00:00:00+00:00,2025-11-30 02:45:00+00:00,90764.9,90810.0,0.0004968881142379811,0.0027664879265003606,-0.0003845098711064976,11,165,0.24844405711899054,-0.1515559428810095,DYNAMIC_DETERIORATION_CUT,,DETERIORATING,STRONG_BULL
reference_validation,15m,2025-11-30 04:00:00+00:00,2025-11-30 04:15:00+00:00,2025-11-30 04:45:00+00:00,90891.0,90803.7,-0.0009604911377364411,9.90197049213215e-05,-0.001189336677999031,2,30,-0.48024556886822056,-0.8802455688682206,DYNAMIC_DETERIORATION_CUT,,STRONG_BULL,HEALTHY_BULL
reference_validation,15m,2025-11-30 06:30:00+00:00,2025-11-30 06:45:00+00:00,2025-11-30 11:45:00+00:00,90883.7,91091.1,0.002282037373038337,0.007661439840147333,-0.0007460083601350531,20,300,1.1410186865191685,0.7410186865191685,DYNAMIC_DETERIORATION_CUT,,REVERSAL,HEALTHY_BULL
reference_validation,15m,2025-11-30 12:30:00+00:00,2025-11-30 12:45:00+00:00,2025-11-30 14:45:00+00:00,91400.2,91327.2,-0.0007986853420451911,0.005844626160555366,-0.0020940873214718714,8,120,-0.3993426710225956,-0.7993426710225956,DYNAMIC_DETERIORATION_CUT,,STRONG_BULL,STRONG_BULL
reference_validation,15m,2025-11-30 16:30:00+00:00,2025-11-30 16:45:00+00:00,2025-11-30 17:15:00+00:00,91668.7,91380.3,-0.0031461120316966795,0.0016374182245413316,-0.0038759140251798385,2,30,-1.5730560158483398,-1.9730560158483397,DYNAMIC_DETERIORATION_CUT,,STRONG_BULL,STRONG_BULL
reference_validation,15m,2025-12-01 23:00:00+00:00,2025-12-01 23:15:00+00:00,2025-12-02 03:30:00+00:00,86396.3,86303.1,-0.001078749900169318,0.011432202536451275,-0.0029654047684911644,17,255,-0.539374950084659,-0.939374950084659,DYNAMIC_DETERIORATION_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-12-02 03:30:00+00:00,2025-12-02 03:45:00+00:00,2025-12-02 08:15:00+00:00,86932.8,86721.3,-0.002432913698857009,0.003601632525352727,-0.003380772274676591,18,270,-1.2164568494285044,-1.6164568494285043,DYNAMIC_DETERIORATION_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-12-02 10:30:00+00:00,2025-12-02 10:45:00+00:00,2025-12-02 20:30:00+00:00,87022.4,90930.0,0.04490338119840409,0.06033848756182314,-0.0013054110206106584,39,585,22.451690599202045,22.051690599202047,DYNAMIC_DETERIORATION_CUT,,REVERSAL,REVERSAL
reference_validation,15m,2025-12-03 02:00:00+00:00,2025-12-03 02:15:00+00:00,2025-12-03 07:30:00+00:00,92841.0,92995.8,0.001667366788380198,0.011758813455262196,-0.0066113031957864,21,315,0.833683394190099,0.43368339419009894,DYNAMIC_DETERIORATION_CUT,,STRONG_BULL,REVERSAL
reference_validation,15m,2025-12-03 17:45:00+00:00,2025-12-03 18:00:00+00:00,2025-12-03 19:00:00+00:00,92919.4,92584.8,-0.0036009703032949814,0.0059374038144888175,-0.006501333413689636,4,60,-1.8004851516474907,-2.2004851516474906,REVERSAL_CUT,,HEALTHY_BULL,STRONG_BULL
reference_validation,15m,2025-12-03 19:45:00+00:00,2025-12-03 20:00:00+00:00,2025-12-04 00:15:00+00:00,92995.8,92899.0,-0.0010409072237671513,0.012787674282064287,-0.002274296258540698,17,255,-0.5204536118835756,-0.9204536118835757,REVERSAL_CUT,,HEALTHY_BULL,STRONG_BULL
reference_validation,15m,2025-12-04 01:30:00+00:00,2025-12-04 01:45:00+00:00,2025-12-04 02:00:00+00:00,93398.3,93150.0,-0.002658506632347679,0.00039079940427177995,-0.002959368639472104,1,15,-1.3292533161738396,-1.7292533161738395,DYNAMIC_DETERIORATION_CUT,,HEALTHY_BULL,STRONG_BULL
reference_validation,15m,2025-12-04 02:00:00+00:00,2025-12-04 02:15:00+00:00,2025-12-04 03:45:00+00:00,93639.0,93429.2,-0.0022405194416856844,0.004282403699313431,-0.003075641559606601,6,90,-1.1202597208428422,-1.520259720842842,DYNAMIC_DETERIORATION_CUT,,HEALTHY_BULL,STRONG_BULL
reference_validation,15m,2025-12-04 07:45:00+00:00,2025-12-04 08:00:00+00:00,2025-12-04 08:15:00+00:00,93358.5,93113.7,-0.0026221500988127255,0.0023554363019970825,-0.003711499220745873,1,15,-1.3110750494063628,-1.7110750494063627,REVERSAL_CUT,,HEALTHY_BULL,STRONG_BULL
reference_validation,15m,2025-12-04 09:00:00+00:00,2025-12-04 09:15:00+00:00,2025-12-04 10:30:00+00:00,93333.1,93272.1,-0.0006535730625041314,0.0026700066750167117,-0.0014153606812589148,5,75,-0.3267865312520657,-0.7267865312520657,DYNAMIC_DETERIORATION_CUT,,HEALTHY_BULL,STRONG_BULL
reference_validation,15m,2025-12-06 13:30:00+00:00,2025-12-06 13:45:00+00:00,2025-12-06 15:30:00+00:00,89736.1,89588.2,-0.001648166122664274,0.005808141873783201,-0.0034757472187894045,7,105,-0.824083061332137,-1.224083061332137,REVERSAL_CUT,,REVERSAL,REVERSAL
