parent_n,parent_wr,parent_pf,parent_net,parent_wr_5bps,parent_pf_5bps,parent_net_5bps,recovery_n,attempt_rate,floor_exit_rate,recovery_wr,recovery_pf,recovery_exp,recovery_net,recovery_wr_5bps,recovery_pf_5bps,recovery_exp_5bps,recovery_net_5bps,rescue_rate,rescue_rate_5bps,episode_wr,episode_wr_5bps,overlay_pf,overlay_net,overlay_pf_5bps,overlay_net_5bps,overlay_net_improvement,overlay_net_improvement_5bps,episode_wr_uplift,episode_wr_uplift_5bps,adequate_blocks,positive_blocks_raw,positive_blocks_5bps,eligible,b1_n,b1_net,b1_net_5bps,b2_n,b2_net,b2_net_5bps,b3_n,b3_net,b3_net_5bps,b4_n,b4_net,b4_net_5bps,b5_n,b5_net,b5_net_5bps,b6_n,b6_net,b6_net_5bps
601,0.4059900166389351,1.2780237033255166,338.9106208822296,0.40266222961730447,1.1441769326833608,188.66062088222947,23,0.06442577030812324,0.34782608695652173,0.6086956521739131,1.7750132140425257,0.7416190311500632,17.057237716451453,0.6086956521739131,1.4661055535311014,0.4916190311500633,11.307237716451455,0.6086956521739131,0.6086956521739131,0.4292845257903494,0.4259567387687188,1.2868376870305953,355.967858598681,1.1500365423306886,199.967858598681,17.057237716451453,11.307237716451455,0.023294509151414344,0.023294509151414344,4,3,3,False,5,4.410665348466069,3.160665348466069,5,-5.987920584447249,-7.237920584447249,1,-2.5505402251251863,-2.8005402251251867,1,0.7133824053957571,0.46338240539575715,5,14.354771204242667,13.104771204242667,6,6.116879567919398,4.616879567919397
