partition,date_utc,weekday,day_type,clock_start_hour,clock_block,prev_start,obs_start,obs_end,H,L,range,regime,regime_bar_start,regime_available_ts,status,breakout_side,low_visits,high_visits,k1_opp0,k1_ts,k2_ts,k3_ts
development,2022-12-29,3,WEEKDAY,8,08-12,2022-12-29 04:00:00+00:00,2022-12-29 08:00:00+00:00,2022-12-29 12:00:00+00:00,16575.3,16529.5,45.79999999999927,BEAR,2022-12-29 04:00:00+00:00,2022-12-29 08:00:00+00:00,BREAK_LOW,LOW,1.0,0.0,True,2022-12-29 08:20:00+00:00,,
development,2022-12-29,3,WEEKDAY,12,12-16,2022-12-29 08:00:00+00:00,2022-12-29 12:00:00+00:00,2022-12-29 16:00:00+00:00,16628.6,16514.6,114.0,BEAR,2022-12-29 08:00:00+00:00,2022-12-29 12:00:00+00:00,BREAK_HIGH,HIGH,0.0,1.0,False,,,
development,2022-12-29,3,WEEKDAY,16,16-20,2022-12-29 12:00:00+00:00,2022-12-29 16:00:00+00:00,2022-12-29 20:00:00+00:00,16659.0,16584.0,75.0,BEAR,2022-12-29 12:00:00+00:00,2022-12-29 16:00:00+00:00,NO_BREAK,,0.0,0.0,False,,,
development,2022-12-29,3,WEEKDAY,20,20-00,2022-12-29 16:00:00+00:00,2022-12-29 20:00:00+00:00,2022-12-30 00:00:00+00:00,16647.8,16589.0,58.79999999999927,BEAR,2022-12-29 16:00:00+00:00,2022-12-29 20:00:00+00:00,BREAK_LOW,LOW,0.0,0.0,False,,,
development,2022-12-30,4,WEEKDAY,0,00-04,2022-12-29 20:00:00+00:00,2022-12-30 00:00:00+00:00,2022-12-30 04:00:00+00:00,16649.0,16551.0,98.0,BEAR,2022-12-29 20:00:00+00:00,2022-12-30 00:00:00+00:00,NO_BREAK,,0.0,0.0,False,,,
development,2022-12-30,4,WEEKDAY,4,04-08,2022-12-30 00:00:00+00:00,2022-12-30 04:00:00+00:00,2022-12-30 08:00:00+00:00,16641.1,16576.3,64.79999999999927,BEAR,2022-12-30 00:00:00+00:00,2022-12-30 04:00:00+00:00,BREAK_LOW,LOW,0.0,0.0,False,,,
development,2022-12-30,4,WEEKDAY,8,08-12,2022-12-30 04:00:00+00:00,2022-12-30 08:00:00+00:00,2022-12-30 12:00:00+00:00,16608.5,16410.0,198.5,BEAR,2022-12-30 04:00:00+00:00,2022-12-30 08:00:00+00:00,NO_BREAK,,0.0,0.0,False,,,
development,2022-12-30,4,WEEKDAY,12,12-16,2022-12-30 08:00:00+00:00,2022-12-30 12:00:00+00:00,2022-12-30 16:00:00+00:00,16524.9,16453.0,71.90000000000146,BEAR,2022-12-30 08:00:00+00:00,2022-12-30 12:00:00+00:00,BREAK_LOW,LOW,1.0,0.0,True,2022-12-30 14:00:00+00:00,,
development,2022-12-30,4,WEEKDAY,16,16-20,2022-12-30 12:00:00+00:00,2022-12-30 16:00:00+00:00,2022-12-30 20:00:00+00:00,16568.5,16320.0,248.5,BEAR,2022-12-30 12:00:00+00:00,2022-12-30 16:00:00+00:00,NO_BREAK,,0.0,1.0,False,,,
development,2022-12-30,4,WEEKDAY,20,20-00,2022-12-30 16:00:00+00:00,2022-12-30 20:00:00+00:00,2022-12-31 00:00:00+00:00,16569.8,16510.0,59.79999999999927,BEAR,2022-12-30 16:00:00+00:00,2022-12-30 20:00:00+00:00,BREAK_HIGH,HIGH,0.0,0.0,False,,,
development,2022-12-31,5,WEEKEND,0,00-04,2022-12-30 20:00:00+00:00,2022-12-31 00:00:00+00:00,2022-12-31 04:00:00+00:00,16666.6,16520.5,146.09999999999854,BEAR,2022-12-30 20:00:00+00:00,2022-12-31 00:00:00+00:00,NO_BREAK,,0.0,0.0,False,,,
development,2022-12-31,5,WEEKEND,4,04-08,2022-12-31 00:00:00+00:00,2022-12-31 04:00:00+00:00,2022-12-31 08:00:00+00:00,16611.5,16546.5,65.0,BEAR,2022-12-31 00:00:00+00:00,2022-12-31 04:00:00+00:00,BREAK_LOW,LOW,0.0,0.0,False,,,
development,2022-12-31,5,WEEKEND,8,08-12,2022-12-31 04:00:00+00:00,2022-12-31 08:00:00+00:00,2022-12-31 12:00:00+00:00,16565.6,16530.0,35.599999999998545,BEAR,2022-12-31 04:00:00+00:00,2022-12-31 08:00:00+00:00,BREAK_HIGH,HIGH,0.0,0.0,False,,,
development,2022-12-31,5,WEEKEND,12,12-16,2022-12-31 08:00:00+00:00,2022-12-31 12:00:00+00:00,2022-12-31 16:00:00+00:00,16581.8,16538.0,43.79999999999927,BEAR,2022-12-31 08:00:00+00:00,2022-12-31 12:00:00+00:00,BREAK_HIGH,HIGH,0.0,1.0,False,,,
development,2022-12-31,5,WEEKEND,16,16-20,2022-12-31 12:00:00+00:00,2022-12-31 16:00:00+00:00,2022-12-31 20:00:00+00:00,16640.0,16546.2,93.79999999999927,BEAR,2022-12-31 12:00:00+00:00,2022-12-31 16:00:00+00:00,NO_BREAK,,0.0,0.0,False,,,
development,2022-12-31,5,WEEKEND,20,20-00,2022-12-31 16:00:00+00:00,2022-12-31 20:00:00+00:00,2023-01-01 00:00:00+00:00,16609.3,16562.0,47.29999999999927,BEAR,2022-12-31 16:00:00+00:00,2022-12-31 20:00:00+00:00,BREAK_LOW,LOW,3.0,0.0,True,2022-12-31 20:10:00+00:00,2022-12-31 20:45:00+00:00,2022-12-31 21:10:00+00:00
development,2023-01-01,6,WEEKEND,0,00-04,2022-12-31 20:00:00+00:00,2023-01-01 00:00:00+00:00,2023-01-01 04:00:00+00:00,16569.7,16461.8,107.90000000000146,BEAR,2022-12-31 20:00:00+00:00,2023-01-01 00:00:00+00:00,NO_BREAK,,0.0,0.0,False,,,
development,2023-01-01,6,WEEKEND,4,04-08,2023-01-01 00:00:00+00:00,2023-01-01 04:00:00+00:00,2023-01-01 08:00:00+00:00,16557.1,16504.0,53.099999999998545,BEAR,2023-01-01 00:00:00+00:00,2023-01-01 04:00:00+00:00,BREAK_LOW,LOW,0.0,0.0,False,,,
development,2023-01-01,6,WEEKEND,8,08-12,2023-01-01 04:00:00+00:00,2023-01-01 08:00:00+00:00,2023-01-01 12:00:00+00:00,16545.7,16488.0,57.70000000000073,BEAR,2023-01-01 04:00:00+00:00,2023-01-01 08:00:00+00:00,BREAK_HIGH,HIGH,0.0,2.0,False,,,
development,2023-01-01,6,WEEKEND,12,12-16,2023-01-01 08:00:00+00:00,2023-01-01 12:00:00+00:00,2023-01-01 16:00:00+00:00,16549.8,16496.8,53.0,BEAR,2023-01-01 08:00:00+00:00,2023-01-01 12:00:00+00:00,BREAK_HIGH,HIGH,0.0,0.0,False,,,
development,2023-01-01,6,WEEKEND,16,16-20,2023-01-01 12:00:00+00:00,2023-01-01 16:00:00+00:00,2023-01-01 20:00:00+00:00,16565.9,16524.6,41.30000000000291,BEAR,2023-01-01 12:00:00+00:00,2023-01-01 16:00:00+00:00,BREAK_HIGH,HIGH,0.0,1.0,False,,,
development,2023-01-01,6,WEEKEND,20,20-00,2023-01-01 16:00:00+00:00,2023-01-01 20:00:00+00:00,2023-01-02 00:00:00+00:00,16615.8,16552.6,63.20000000000073,SIDEWAYS,2023-01-01 16:00:00+00:00,2023-01-01 20:00:00+00:00,NO_BREAK,,0.0,2.0,False,,,
development,2023-01-02,0,WEEKDAY,0,00-04,2023-01-01 20:00:00+00:00,2023-01-02 00:00:00+00:00,2023-01-02 04:00:00+00:00,16618.8,16579.1,39.70000000000073,SIDEWAYS,2023-01-01 20:00:00+00:00,2023-01-02 00:00:00+00:00,BREAK_LOW,LOW,1.0,0.0,True,2023-01-02 00:35:00+00:00,,
development,2023-01-02,0,WEEKDAY,4,04-08,2023-01-02 00:00:00+00:00,2023-01-02 04:00:00+00:00,2023-01-02 08:00:00+00:00,16700.7,16541.2,159.5,BULL,2023-01-02 00:00:00+00:00,2023-01-02 04:00:00+00:00,BREAK_HIGH,HIGH,0.0,0.0,False,,,
development,2023-01-02,0,WEEKDAY,8,08-12,2023-01-02 04:00:00+00:00,2023-01-02 08:00:00+00:00,2023-01-02 12:00:00+00:00,16767.8,16612.8,155.0,BULL,2023-01-02 04:00:00+00:00,2023-01-02 08:00:00+00:00,NO_BREAK,,0.0,0.0,False,,,
development,2023-01-02,0,WEEKDAY,12,12-16,2023-01-02 08:00:00+00:00,2023-01-02 12:00:00+00:00,2023-01-02 16:00:00+00:00,16764.0,16696.0,68.0,BULL,2023-01-02 08:00:00+00:00,2023-01-02 12:00:00+00:00,BREAK_LOW,LOW,0.0,0.0,False,,,
development,2023-01-02,0,WEEKDAY,16,16-20,2023-01-02 12:00:00+00:00,2023-01-02 16:00:00+00:00,2023-01-02 20:00:00+00:00,16744.8,16665.0,79.79999999999927,BULL,2023-01-02 12:00:00+00:00,2023-01-02 16:00:00+00:00,NO_BREAK,,0.0,0.0,False,,,
development,2023-01-02,0,WEEKDAY,20,20-00,2023-01-02 16:00:00+00:00,2023-01-02 20:00:00+00:00,2023-01-03 00:00:00+00:00,16732.9,16702.6,30.30000000000291,BULL,2023-01-02 16:00:00+00:00,2023-01-02 20:00:00+00:00,BREAK_HIGH,HIGH,0.0,0.0,False,,,
development,2023-01-03,1,WEEKDAY,0,00-04,2023-01-02 20:00:00+00:00,2023-01-03 00:00:00+00:00,2023-01-03 04:00:00+00:00,16799.0,16650.0,149.0,BULL,2023-01-02 20:00:00+00:00,2023-01-03 00:00:00+00:00,NO_BREAK,,2.0,0.0,True,2023-01-03 00:05:00+00:00,2023-01-03 01:25:00+00:00,
development,2023-01-03,1,WEEKDAY,4,04-08,2023-01-03 00:00:00+00:00,2023-01-03 04:00:00+00:00,2023-01-03 08:00:00+00:00,16699.7,16639.5,60.20000000000073,BULL,2023-01-03 00:00:00+00:00,2023-01-03 04:00:00+00:00,BREAK_HIGH,HIGH,0.0,1.0,False,,,
development,2023-01-03,1,WEEKDAY,8,08-12,2023-01-03 04:00:00+00:00,2023-01-03 08:00:00+00:00,2023-01-03 12:00:00+00:00,16774.0,16675.2,98.79999999999927,BULL,2023-01-03 04:00:00+00:00,2023-01-03 08:00:00+00:00,NO_BREAK,,0.0,0.0,False,,,
development,2023-01-03,1,WEEKDAY,12,12-16,2023-01-03 08:00:00+00:00,2023-01-03 12:00:00+00:00,2023-01-03 16:00:00+00:00,16750.5,16691.7,58.79999999999927,BULL,2023-01-03 08:00:00+00:00,2023-01-03 12:00:00+00:00,BREAK_LOW,LOW,1.0,1.0,False,2023-01-03 14:55:00+00:00,,
development,2023-01-03,1,WEEKDAY,16,16-20,2023-01-03 12:00:00+00:00,2023-01-03 16:00:00+00:00,2023-01-03 20:00:00+00:00,16764.9,16610.0,154.90000000000146,BULL,2023-01-03 12:00:00+00:00,2023-01-03 16:00:00+00:00,NO_BREAK,,3.0,0.0,True,2023-01-03 17:00:00+00:00,2023-01-03 17:50:00+00:00,2023-01-03 18:00:00+00:00
development,2023-01-03,1,WEEKDAY,20,20-00,2023-01-03 16:00:00+00:00,2023-01-03 20:00:00+00:00,2023-01-04 00:00:00+00:00,16680.1,16600.3,79.79999999999927,SIDEWAYS,2023-01-03 16:00:00+00:00,2023-01-03 20:00:00+00:00,BREAK_HIGH,HIGH,0.0,1.0,False,,,
development,2023-01-04,2,WEEKDAY,0,00-04,2023-01-03 20:00:00+00:00,2023-01-04 00:00:00+00:00,2023-01-04 04:00:00+00:00,16688.2,16636.0,52.20000000000073,BULL,2023-01-03 20:00:00+00:00,2023-01-04 00:00:00+00:00,BREAK_HIGH,HIGH,0.0,0.0,False,,,
development,2023-01-04,2,WEEKDAY,4,04-08,2023-01-04 00:00:00+00:00,2023-01-04 04:00:00+00:00,2023-01-04 08:00:00+00:00,16870.0,16645.7,224.29999999999927,BULL,2023-01-04 00:00:00+00:00,2023-01-04 04:00:00+00:00,BREAK_HIGH,HIGH,0.0,0.0,False,,,
development,2023-01-04,2,WEEKDAY,8,08-12,2023-01-04 04:00:00+00:00,2023-01-04 08:00:00+00:00,2023-01-04 12:00:00+00:00,16904.4,16832.3,72.10000000000218,BULL,2023-01-04 04:00:00+00:00,2023-01-04 08:00:00+00:00,BREAK_LOW,LOW,1.0,1.0,False,2023-01-04 08:30:00+00:00,,
development,2023-01-04,2,WEEKDAY,12,12-16,2023-01-04 08:00:00+00:00,2023-01-04 12:00:00+00:00,2023-01-04 16:00:00+00:00,16913.6,16824.5,89.09999999999854,BULL,2023-01-04 08:00:00+00:00,2023-01-04 12:00:00+00:00,BREAK_LOW,LOW,1.0,0.0,True,2023-01-04 12:05:00+00:00,,
development,2023-01-04,2,WEEKDAY,16,16-20,2023-01-04 12:00:00+00:00,2023-01-04 16:00:00+00:00,2023-01-04 20:00:00+00:00,16852.1,16759.3,92.79999999999927,BULL,2023-01-04 12:00:00+00:00,2023-01-04 16:00:00+00:00,BREAK_HIGH,HIGH,0.0,0.0,False,,,
development,2023-01-04,2,WEEKDAY,20,20-00,2023-01-04 16:00:00+00:00,2023-01-04 20:00:00+00:00,2023-01-05 00:00:00+00:00,16984.6,16777.7,206.89999999999782,BULL,2023-01-04 16:00:00+00:00,2023-01-04 20:00:00+00:00,NO_BREAK,,2.0,0.0,True,2023-01-04 20:45:00+00:00,2023-01-04 21:00:00+00:00,
development,2023-01-05,3,WEEKDAY,0,00-04,2023-01-04 20:00:00+00:00,2023-01-05 00:00:00+00:00,2023-01-05 04:00:00+00:00,16860.9,16766.0,94.90000000000146,BULL,2023-01-04 20:00:00+00:00,2023-01-05 00:00:00+00:00,BREAK_HIGH,HIGH,0.0,0.0,False,,,
development,2023-01-05,3,WEEKDAY,4,04-08,2023-01-05 00:00:00+00:00,2023-01-05 04:00:00+00:00,2023-01-05 08:00:00+00:00,16869.0,16800.0,69.0,BULL,2023-01-05 00:00:00+00:00,2023-01-05 04:00:00+00:00,BREAK_LOW,LOW,0.0,0.0,False,,,
development,2023-01-05,3,WEEKDAY,8,08-12,2023-01-05 04:00:00+00:00,2023-01-05 08:00:00+00:00,2023-01-05 12:00:00+00:00,16840.7,16782.4,58.29999999999927,BULL,2023-01-05 04:00:00+00:00,2023-01-05 08:00:00+00:00,NO_BREAK,,2.0,0.0,True,2023-01-05 09:10:00+00:00,2023-01-05 09:50:00+00:00,
development,2023-01-05,3,WEEKDAY,12,12-16,2023-01-05 08:00:00+00:00,2023-01-05 12:00:00+00:00,2023-01-05 16:00:00+00:00,16830.0,16775.1,54.900000000001455,BULL,2023-01-05 08:00:00+00:00,2023-01-05 12:00:00+00:00,BREAK_LOW,LOW,1.0,0.0,True,2023-01-05 13:40:00+00:00,,
development,2023-01-05,3,WEEKDAY,16,16-20,2023-01-05 12:00:00+00:00,2023-01-05 16:00:00+00:00,2023-01-05 20:00:00+00:00,16872.8,16740.4,132.39999999999782,BULL,2023-01-05 12:00:00+00:00,2023-01-05 16:00:00+00:00,NO_BREAK,,0.0,0.0,False,,,
development,2023-01-05,3,WEEKDAY,20,20-00,2023-01-05 16:00:00+00:00,2023-01-05 20:00:00+00:00,2023-01-06 00:00:00+00:00,16867.8,16794.0,73.79999999999927,BULL,2023-01-05 16:00:00+00:00,2023-01-05 20:00:00+00:00,NO_BREAK,,0.0,0.0,False,,,
development,2023-01-06,4,WEEKDAY,0,00-04,2023-01-05 20:00:00+00:00,2023-01-06 00:00:00+00:00,2023-01-06 04:00:00+00:00,16863.4,16810.0,53.400000000001455,BULL,2023-01-05 20:00:00+00:00,2023-01-06 00:00:00+00:00,BREAK_LOW,LOW,0.0,1.0,False,,,
development,2023-01-06,4,WEEKDAY,4,04-08,2023-01-06 00:00:00+00:00,2023-01-06 04:00:00+00:00,2023-01-06 08:00:00+00:00,16865.0,16795.6,69.40000000000146,BULL,2023-01-06 00:00:00+00:00,2023-01-06 04:00:00+00:00,BREAK_LOW,LOW,0.0,0.0,False,,,
development,2023-01-06,4,WEEKDAY,8,08-12,2023-01-06 04:00:00+00:00,2023-01-06 08:00:00+00:00,2023-01-06 12:00:00+00:00,16828.0,16773.0,55.0,BULL,2023-01-06 04:00:00+00:00,2023-01-06 08:00:00+00:00,BREAK_LOW,LOW,0.0,0.0,False,,,
development,2023-01-06,4,WEEKDAY,12,12-16,2023-01-06 08:00:00+00:00,2023-01-06 12:00:00+00:00,2023-01-06 16:00:00+00:00,16805.3,16685.2,120.09999999999854,SIDEWAYS,2023-01-06 08:00:00+00:00,2023-01-06 12:00:00+00:00,BREAK_LOW,LOW,0.0,0.0,False,,,
development,2023-01-06,4,WEEKDAY,16,16-20,2023-01-06 12:00:00+00:00,2023-01-06 16:00:00+00:00,2023-01-06 20:00:00+00:00,16843.0,16664.8,178.20000000000073,BULL,2023-01-06 12:00:00+00:00,2023-01-06 16:00:00+00:00,BREAK_HIGH,HIGH,0.0,1.0,False,,,
development,2023-01-06,4,WEEKDAY,20,20-00,2023-01-06 16:00:00+00:00,2023-01-06 20:00:00+00:00,2023-01-07 00:00:00+00:00,16960.0,16801.6,158.40000000000146,BULL,2023-01-06 16:00:00+00:00,2023-01-06 20:00:00+00:00,BREAK_HIGH,HIGH,0.0,1.0,False,,,
development,2023-01-07,5,WEEKEND,0,00-04,2023-01-06 20:00:00+00:00,2023-01-07 00:00:00+00:00,2023-01-07 04:00:00+00:00,17030.0,16881.0,149.0,BULL,2023-01-06 20:00:00+00:00,2023-01-07 00:00:00+00:00,NO_BREAK,,0.0,0.0,False,,,
development,2023-01-07,5,WEEKEND,4,04-08,2023-01-07 00:00:00+00:00,2023-01-07 04:00:00+00:00,2023-01-07 08:00:00+00:00,16973.6,16924.8,48.79999999999927,BULL,2023-01-07 00:00:00+00:00,2023-01-07 04:00:00+00:00,BREAK_LOW,LOW,0.0,0.0,False,,,
development,2023-01-07,5,WEEKEND,8,08-12,2023-01-07 04:00:00+00:00,2023-01-07 08:00:00+00:00,2023-01-07 12:00:00+00:00,16945.0,16915.8,29.200000000000728,BULL,2023-01-07 04:00:00+00:00,2023-01-07 08:00:00+00:00,BREAK_HIGH,HIGH,0.0,0.0,False,,,
development,2023-01-07,5,WEEKEND,12,12-16,2023-01-07 08:00:00+00:00,2023-01-07 12:00:00+00:00,2023-01-07 16:00:00+00:00,16946.4,16903.0,43.400000000001455,BULL,2023-01-07 08:00:00+00:00,2023-01-07 12:00:00+00:00,NO_BREAK,,3.0,0.0,True,2023-01-07 12:10:00+00:00,2023-01-07 14:10:00+00:00,2023-01-07 14:20:00+00:00
development,2023-01-07,5,WEEKEND,16,16-20,2023-01-07 12:00:00+00:00,2023-01-07 16:00:00+00:00,2023-01-07 20:00:00+00:00,16944.0,16900.1,43.900000000001455,BULL,2023-01-07 12:00:00+00:00,2023-01-07 16:00:00+00:00,NO_BREAK,,0.0,0.0,False,,,
development,2023-01-07,5,WEEKEND,20,20-00,2023-01-07 16:00:00+00:00,2023-01-07 20:00:00+00:00,2023-01-08 00:00:00+00:00,16939.6,16910.4,29.19999999999709,BULL,2023-01-07 16:00:00+00:00,2023-01-07 20:00:00+00:00,BREAK_HIGH,HIGH,0.0,0.0,False,,,
development,2023-01-08,6,WEEKEND,0,00-04,2023-01-07 20:00:00+00:00,2023-01-08 00:00:00+00:00,2023-01-08 04:00:00+00:00,16945.8,16922.9,22.899999999997817,BULL,2023-01-07 20:00:00+00:00,2023-01-08 00:00:00+00:00,BREAK_HIGH,HIGH,0.0,1.0,False,,,
development,2023-01-08,6,WEEKEND,4,04-08,2023-01-08 00:00:00+00:00,2023-01-08 04:00:00+00:00,2023-01-08 08:00:00+00:00,16949.3,16905.0,44.29999999999927,BULL,2023-01-08 00:00:00+00:00,2023-01-08 04:00:00+00:00,NO_BREAK,,0.0,0.0,False,,,
development,2023-01-08,6,WEEKEND,8,08-12,2023-01-08 04:00:00+00:00,2023-01-08 08:00:00+00:00,2023-01-08 12:00:00+00:00,16947.5,16927.5,20.0,BULL,2023-01-08 04:00:00+00:00,2023-01-08 08:00:00+00:00,BREAK_HIGH,HIGH,0.0,0.0,False,,,
development,2023-01-08,6,WEEKEND,12,12-16,2023-01-08 08:00:00+00:00,2023-01-08 12:00:00+00:00,2023-01-08 16:00:00+00:00,16960.0,16917.8,42.20000000000073,BULL,2023-01-08 08:00:00+00:00,2023-01-08 12:00:00+00:00,BREAK_LOW,LOW,3.0,0.0,True,2023-01-08 12:05:00+00:00,2023-01-08 12:25:00+00:00,2023-01-08 12:45:00+00:00
development,2023-01-08,6,WEEKEND,16,16-20,2023-01-08 12:00:00+00:00,2023-01-08 16:00:00+00:00,2023-01-08 20:00:00+00:00,17015.6,16912.7,102.89999999999782,BULL,2023-01-08 12:00:00+00:00,2023-01-08 16:00:00+00:00,NO_BREAK,,2.0,0.0,True,2023-01-08 16:40:00+00:00,2023-01-08 18:00:00+00:00,
development,2023-01-08,6,WEEKEND,20,20-00,2023-01-08 16:00:00+00:00,2023-01-08 20:00:00+00:00,2023-01-09 00:00:00+00:00,17015.1,16910.2,104.89999999999782,BULL,2023-01-08 16:00:00+00:00,2023-01-08 20:00:00+00:00,BREAK_HIGH,HIGH,0.0,0.0,False,,,
development,2023-01-09,0,WEEKDAY,0,00-04,2023-01-08 20:00:00+00:00,2023-01-09 00:00:00+00:00,2023-01-09 04:00:00+00:00,17181.1,16916.5,264.59999999999854,BULL,2023-01-08 20:00:00+00:00,2023-01-09 00:00:00+00:00,BREAK_HIGH,HIGH,0.0,2.0,False,,,
development,2023-01-09,0,WEEKDAY,4,04-08,2023-01-09 00:00:00+00:00,2023-01-09 04:00:00+00:00,2023-01-09 08:00:00+00:00,17245.1,17098.2,146.89999999999782,BULL,2023-01-09 00:00:00+00:00,2023-01-09 04:00:00+00:00,NO_BREAK,,0.0,1.0,False,,,
development,2023-01-09,0,WEEKDAY,8,08-12,2023-01-09 04:00:00+00:00,2023-01-09 08:00:00+00:00,2023-01-09 12:00:00+00:00,17248.0,17171.7,76.29999999999927,BULL,2023-01-09 04:00:00+00:00,2023-01-09 08:00:00+00:00,BREAK_HIGH,HIGH,0.0,3.0,False,,,
development,2023-01-09,0,WEEKDAY,12,12-16,2023-01-09 08:00:00+00:00,2023-01-09 12:00:00+00:00,2023-01-09 16:00:00+00:00,17277.7,17180.0,97.70000000000073,BULL,2023-01-09 08:00:00+00:00,2023-01-09 12:00:00+00:00,BREAK_HIGH,HIGH,0.0,2.0,False,,,
development,2023-01-09,0,WEEKDAY,16,16-20,2023-01-09 12:00:00+00:00,2023-01-09 16:00:00+00:00,2023-01-09 20:00:00+00:00,17325.0,17181.9,143.09999999999854,BULL,2023-01-09 12:00:00+00:00,2023-01-09 16:00:00+00:00,BREAK_HIGH,HIGH,0.0,2.0,False,,,
development,2023-01-09,0,WEEKDAY,20,20-00,2023-01-09 16:00:00+00:00,2023-01-09 20:00:00+00:00,2023-01-10 00:00:00+00:00,17387.8,17259.6,128.20000000000073,BULL,2023-01-09 16:00:00+00:00,2023-01-09 20:00:00+00:00,BREAK_LOW,LOW,0.0,0.0,False,,,
development,2023-01-10,1,WEEKDAY,0,00-04,2023-01-09 20:00:00+00:00,2023-01-10 00:00:00+00:00,2023-01-10 04:00:00+00:00,17302.3,17118.3,184.0,BULL,2023-01-09 20:00:00+00:00,2023-01-10 00:00:00+00:00,NO_BREAK,,0.0,0.0,False,,,
development,2023-01-10,1,WEEKDAY,4,04-08,2023-01-10 00:00:00+00:00,2023-01-10 04:00:00+00:00,2023-01-10 08:00:00+00:00,17227.7,17140.4,87.29999999999927,BULL,2023-01-10 00:00:00+00:00,2023-01-10 04:00:00+00:00,NO_BREAK,,0.0,1.0,False,,,
development,2023-01-10,1,WEEKDAY,8,08-12,2023-01-10 04:00:00+00:00,2023-01-10 08:00:00+00:00,2023-01-10 12:00:00+00:00,17228.0,17181.8,46.20000000000073,BULL,2023-01-10 04:00:00+00:00,2023-01-10 08:00:00+00:00,BREAK_HIGH,HIGH,1.0,0.0,True,2023-01-10 08:10:00+00:00,,
development,2023-01-10,1,WEEKDAY,12,12-16,2023-01-10 08:00:00+00:00,2023-01-10 12:00:00+00:00,2023-01-10 16:00:00+00:00,17278.0,17181.2,96.79999999999927,BULL,2023-01-10 08:00:00+00:00,2023-01-10 12:00:00+00:00,BREAK_HIGH,HIGH,0.0,0.0,False,,,
development,2023-01-10,1,WEEKDAY,16,16-20,2023-01-10 12:00:00+00:00,2023-01-10 16:00:00+00:00,2023-01-10 20:00:00+00:00,17368.7,17204.4,164.29999999999927,BULL,2023-01-10 12:00:00+00:00,2023-01-10 16:00:00+00:00,BREAK_HIGH,HIGH,0.0,0.0,False,,,
development,2023-01-10,1,WEEKDAY,20,20-00,2023-01-10 16:00:00+00:00,2023-01-10 20:00:00+00:00,2023-01-11 00:00:00+00:00,17448.0,17273.3,174.70000000000073,BULL,2023-01-10 16:00:00+00:00,2023-01-10 20:00:00+00:00,BREAK_HIGH,HIGH,0.0,0.0,False,,,
development,2023-01-11,2,WEEKDAY,0,00-04,2023-01-10 20:00:00+00:00,2023-01-11 00:00:00+00:00,2023-01-11 04:00:00+00:00,17485.4,17393.3,92.10000000000218,BULL,2023-01-10 20:00:00+00:00,2023-01-11 00:00:00+00:00,BREAK_LOW,LOW,0.0,2.0,False,,,
development,2023-01-11,2,WEEKDAY,4,04-08,2023-01-11 00:00:00+00:00,2023-01-11 04:00:00+00:00,2023-01-11 08:00:00+00:00,17500.0,17360.0,140.0,BULL,2023-01-11 00:00:00+00:00,2023-01-11 04:00:00+00:00,NO_BREAK,,0.0,0.0,False,,,
development,2023-01-11,2,WEEKDAY,8,08-12,2023-01-11 04:00:00+00:00,2023-01-11 08:00:00+00:00,2023-01-11 12:00:00+00:00,17456.0,17380.0,76.0,BULL,2023-01-11 04:00:00+00:00,2023-01-11 08:00:00+00:00,BREAK_HIGH,HIGH,0.0,1.0,False,,,
development,2023-01-11,2,WEEKDAY,12,12-16,2023-01-11 08:00:00+00:00,2023-01-11 12:00:00+00:00,2023-01-11 16:00:00+00:00,17464.0,17399.5,64.5,BULL,2023-01-11 08:00:00+00:00,2023-01-11 12:00:00+00:00,BREAK_LOW,LOW,0.0,0.0,False,,,
development,2023-01-11,2,WEEKDAY,16,16-20,2023-01-11 12:00:00+00:00,2023-01-11 16:00:00+00:00,2023-01-11 20:00:00+00:00,17429.7,17306.4,123.29999999999927,BULL,2023-01-11 12:00:00+00:00,2023-01-11 16:00:00+00:00,BREAK_HIGH,HIGH,0.0,0.0,False,,,
development,2023-01-11,2,WEEKDAY,20,20-00,2023-01-11 16:00:00+00:00,2023-01-11 20:00:00+00:00,2023-01-12 00:00:00+00:00,17550.9,17320.3,230.60000000000218,BULL,2023-01-11 16:00:00+00:00,2023-01-11 20:00:00+00:00,BREAK_HIGH,HIGH,0.0,2.0,False,,,
development,2023-01-12,3,WEEKDAY,0,00-04,2023-01-11 20:00:00+00:00,2023-01-12 00:00:00+00:00,2023-01-12 04:00:00+00:00,18013.2,17501.4,511.7999999999993,BULL,2023-01-11 20:00:00+00:00,2023-01-12 00:00:00+00:00,BREAK_HIGH,HIGH,0.0,0.0,False,,,
development,2023-01-12,3,WEEKDAY,4,04-08,2023-01-12 00:00:00+00:00,2023-01-12 04:00:00+00:00,2023-01-12 08:00:00+00:00,18400.0,17902.4,497.59999999999854,BULL,2023-01-12 00:00:00+00:00,2023-01-12 04:00:00+00:00,NO_BREAK,,0.0,0.0,False,,,
development,2023-01-12,3,WEEKDAY,8,08-12,2023-01-12 04:00:00+00:00,2023-01-12 08:00:00+00:00,2023-01-12 12:00:00+00:00,18233.0,18070.0,163.0,BULL,2023-01-12 04:00:00+00:00,2023-01-12 08:00:00+00:00,NO_BREAK,,1.0,0.0,True,2023-01-12 08:15:00+00:00,,
