partition,origin,feature,resume_n,transition_n,resume_median,transition_median,median_diff,resume_mean,transition_mean,mean_diff,auc_resume_high
external,BEAR,dir_ema7_slope_atr,56,52,-0.14200878699854153,-0.20282945297297678,0.06082066597443525,-0.14148357170702314,-0.20188297666928254,0.0603994049622594,0.6380494505494505
external,BEAR,dir_ema20_slope_atr,56,52,-0.015340246326754101,-0.03117836805926416,0.01583812173251006,-0.009539993801217134,-0.03775779487554401,0.028217801074326875,0.6675824175824175
external,BEAR,dir_body_atr,56,52,-0.6393309643423233,-0.7056216934216517,0.06629072907932843,-0.5994518175812263,-0.7929679368485008,0.1935161192672744,0.5731456043956044
external,BEAR,bar_range_atr,56,52,0.9612726826180755,1.000594747904096,-0.03932206528602045,1.0741013641779358,1.2052577119128833,-0.13115634773494755,0.44711538461538464
external,BEAR,prior_directional_age,56,52,7.5,7.5,0.0,9.017857142857142,9.25,-0.23214285714285765,0.49416208791208793
development,BULL,directional_evidence_score,105,114,3.0,3.0,0.0,3.0,3.0,0.0,0.5
development,BULL,aligned_structure_strength,105,114,32.0,32.0,0.0,35.53333333333333,35.12280701754386,0.4105263157894683,0.5126984126984127
development,BULL,opposite_structure_strength,105,114,24.0,24.0,0.0,20.466666666666665,20.87719298245614,-0.4105263157894754,0.4873015873015873
development,BULL,dir_ema_spread_atr,105,114,0.22299334721604622,0.1759167420776674,0.04707660513837883,0.25272516312449733,0.22003183090839254,0.03269333221610479,0.5651629072681704
development,BULL,dir_close_ema20_atr,105,114,-0.1781372937942516,-0.44514653454730796,0.2670092407530563,-0.22795499015314355,-0.5194856189049574,0.2915306287518138,0.7262322472848789
development,BULL,dir_ema7_slope_atr,105,114,-0.1473402858726582,-0.22798149839207027,0.08064121251941206,-0.16022671775921396,-0.24650581660445087,0.0862790988452369,0.6831244778613199
development,BULL,dir_ema20_slope_atr,105,114,-0.018751294083602318,-0.04685752995234625,0.028106235868743935,-0.023995262121383934,-0.054682696726837336,0.030687434605453402,0.7262322472848789
development,BULL,dir_body_atr,105,114,-0.5621083462946551,-0.925450902635492,0.3633425563408369,-0.6708024715282263,-1.0217757497180042,0.35097327818977797,0.6728487886382624
development,BULL,bar_range_atr,105,114,1.020337147513328,1.5144458550152047,-0.49410870750187663,1.2340665028430051,1.5703028909535468,-0.3362363881105417,0.33575605680868836
development,BULL,prior_directional_age,105,114,7.0,7.0,0.0,12.714285714285714,12.324561403508772,0.38972431077694125,0.48567251461988303
development,BEAR,directional_evidence_score,135,114,3.0,3.0,0.0,3.0,3.0,0.0,0.5
development,BEAR,aligned_structure_strength,135,114,27.0,25.0,2.0,22.385185185185186,22.473684210526315,-0.08849902534112886,0.490220922677063
development,BEAR,opposite_structure_strength,135,114,29.0,31.0,-2.0,33.614814814814814,33.526315789473685,0.08849902534112886,0.5097790773229369
development,BEAR,dir_ema_spread_atr,135,114,0.21856334297528351,0.152736451978351,0.06582689099693251,0.24701657009031083,0.19340165113736651,0.05361491895294432,0.5989603638726446
development,BEAR,dir_close_ema20_atr,135,114,-0.14869754599338153,-0.36911683427539366,0.22041928828201213,-0.19205712455502413,-0.4407241812952125,0.24866705674018838,0.7423651721897336
development,BEAR,dir_ema7_slope_atr,135,114,-0.1340107219566946,-0.19617584331582696,0.06216512135913235,-0.1463578982151117,-0.2113752774775262,0.06501737926241452,0.6657569850552306
development,BEAR,dir_ema20_slope_atr,135,114,-0.015652373262462424,-0.038854403607935725,0.0232020303454733,-0.02021653942684458,-0.046392019083706534,0.026175479656861955,0.7423651721897336
development,BEAR,dir_body_atr,135,114,-0.4515828582159763,-0.7955050178262798,0.3439221596103035,-0.5900588423365609,-0.856130527414447,0.26607168507788603,0.6637426900584795
development,BEAR,bar_range_atr,135,114,0.9212552070618213,1.2722265965021602,-0.3509713894403389,1.0613023442226444,1.364121744322194,-0.30281940009954966,0.35536062378167643
development,BEAR,prior_directional_age,135,114,7.0,6.0,1.0,11.496296296296297,9.824561403508772,1.6717348927875246,0.5373944119558155
reference_validation,BULL,directional_evidence_score,72,78,3.0,3.0,0.0,3.0,2.9871794871794872,0.012820512820512775,0.5064102564102564
reference_validation,BULL,aligned_structure_strength,72,78,51.0,50.0,1.0,49.791666666666664,49.47435897435897,0.3173076923076934,0.5269764957264957
reference_validation,BULL,opposite_structure_strength,72,78,6.0,6.0,0.0,6.708333333333333,7.0256410256410255,-0.3173076923076925,0.47337962962962965
reference_validation,BULL,dir_ema_spread_atr,72,78,0.22495589049629877,0.19067444834424013,0.03428144215205864,0.2532118027227961,0.20932160713879794,0.04389019558399815,0.5863603988603988
reference_validation,BULL,dir_close_ema20_atr,72,78,-0.12815678351185078,-0.3311385053372566,0.2029817218254058,-0.19607837425997252,-0.4373201382769571,0.24124176401698458,0.7460826210826211
reference_validation,BULL,dir_ema7_slope_atr,72,78,-0.14481681459060503,-0.18237184472180046,0.03755503013119543,-0.14976339232758884,-0.21554724847191645,0.06578385614432761,0.6504629629629629
reference_validation,BULL,dir_ema20_slope_atr,72,78,-0.013490187738083005,-0.03485668477234521,0.021366497034262202,-0.020639828869469967,-0.0460336987659939,0.02539386989652393,0.7460826210826211
reference_validation,BULL,dir_body_atr,72,78,-0.6046776665283432,-0.7451221013195608,0.1404444347912176,-0.7229532182792506,-0.9174049725347323,0.19445175425548167,0.6102207977207977
reference_validation,BULL,bar_range_atr,72,78,1.0375698172134997,1.191700291846586,-0.15413047463308627,1.2169155725684133,1.3594830460562215,-0.14256747348780818,0.42628205128205127
reference_validation,BULL,prior_directional_age,72,78,5.5,6.0,-0.5,9.805555555555555,9.346153846153847,0.45940170940170866,0.4966168091168091
reference_validation,BEAR,directional_evidence_score,55,79,3.0,3.0,0.0,2.981818181818182,3.0,-0.018181818181818077,0.4909090909090909
reference_validation,BEAR,aligned_structure_strength,55,79,8.0,7.0,1.0,8.527272727272727,7.974683544303797,0.55258918296893,0.5373993095512083
reference_validation,BEAR,opposite_structure_strength,55,79,49.0,50.0,-1.0,47.945454545454545,48.53164556962025,-0.5861910241657071,0.4626006904487917
reference_validation,BEAR,dir_ema_spread_atr,55,79,0.26764945262643075,0.164695512237926,0.10295394038850475,0.312482267118509,0.18801811947782746,0.12446414764068156,0.6819332566168009
reference_validation,BEAR,dir_close_ema20_atr,55,79,-0.21817019232698204,-0.2782710310136416,0.06010083868665955,-0.2667502026265568,-0.39722704365621153,0.13047684102965473,0.5802071346375144
reference_validation,BEAR,dir_ema7_slope_atr,55,79,-0.18019257409623138,-0.17407322087710836,-0.006119353219123019,-0.19307748991502277,-0.19508172104467958,0.0020042311296568083,0.4524741081703107
reference_validation,BEAR,dir_ema20_slope_atr,55,79,-0.022965283402839355,-0.029291687475120166,0.0063264040722808106,-0.028078968697531487,-0.04181337301644388,0.013734404318912395,0.5802071346375144
reference_validation,BEAR,dir_body_atr,55,79,-0.7250491280045913,-0.6376731572681836,-0.08737597073640768,-0.7358111433152267,-0.8136147409389898,0.0778035976237631,0.5199079401611048
reference_validation,BEAR,bar_range_atr,55,79,1.1167307554971297,1.1390283688127876,-0.022297613315657827,1.1638989150171746,1.2932437771618353,-0.12934486214466068,0.46881472957422327
reference_validation,BEAR,prior_directional_age,55,79,10.0,5.0,5.0,12.618181818181819,9.063291139240507,3.5548906789413124,0.6264672036823935
POOLED_MAJOR,BULL,directional_evidence_score,281,251,3.0,3.0,0.0,2.98576512455516,2.9880478087649402,-0.0022826842097800615,0.49885865789510997
POOLED_MAJOR,BULL,aligned_structure_strength,281,251,40.0,43.0,-3.0,35.79715302491103,39.47808764940239,-3.680934624491357,0.4258411195077342
POOLED_MAJOR,BULL,opposite_structure_strength,281,251,7.0,11.0,-4.0,10.11032028469751,13.143426294820717,-3.0331060101232072,0.3909273936283336
POOLED_MAJOR,BULL,dir_ema_spread_atr,281,251,0.2237912980724578,0.17756812278209919,0.046223175290358604,0.24894740528537396,0.21544022690629075,0.03350717837908321,0.5644326608158114
POOLED_MAJOR,BULL,dir_close_ema20_atr,281,251,-0.1781372937942516,-0.407397839207668,0.22926054541341637,-0.2586312182243956,-0.48848582859353074,0.22985461036913513,0.6970977300761367
POOLED_MAJOR,BULL,dir_ema7_slope_atr,281,251,-0.15385805660790386,-0.20854268036771606,0.0546846237598122,-0.16919287450325654,-0.23464201849994015,0.06544914399668361,0.6437453034835746
POOLED_MAJOR,BULL,dir_ema20_slope_atr,281,251,-0.018751294083602318,-0.04288398307448537,0.024132688990883052,-0.027224338760462503,-0.05141956090458151,0.024195222144119007,0.6970977300761367
POOLED_MAJOR,BULL,dir_body_atr,281,251,-0.6336041513130007,-0.8784630390787646,0.2448588877657638,-0.7406283077210655,-0.9874022262793692,0.24677391855830377,0.6315662616438162
POOLED_MAJOR,BULL,bar_range_atr,281,251,1.112314538362131,1.4268325204204222,-0.3145179820582913,1.2821398135789321,1.5032065893111335,-0.22106677573220135,0.39425217280344815
POOLED_MAJOR,BULL,prior_directional_age,281,251,7.0,7.0,0.0,12.758007117437723,11.314741035856574,1.4432660815811484,0.5001346925465399
POOLED_MAJOR,BEAR,directional_evidence_score,246,245,3.0,3.0,0.0,2.9959349593495936,2.9959183673469387,1.6592002654913784e-05,0.5000082960013273
POOLED_MAJOR,BEAR,aligned_structure_strength,246,245,14.0,13.0,1.0,15.934959349593496,14.604081632653061,1.330877716940435,0.5391903102704496
POOLED_MAJOR,BEAR,opposite_structure_strength,246,245,40.0,42.0,-2.0,36.59756097560975,38.30612244897959,-1.7085614733698407,0.4532105525136884
POOLED_MAJOR,BEAR,dir_ema_spread_atr,246,245,0.23997154762611866,0.1693166618283695,0.07065488579774917,0.2814135162530183,0.20303107493999198,0.07838244131302632,0.6125269620043139
POOLED_MAJOR,BEAR,dir_close_ema20_atr,246,245,-0.1548348847816476,-0.3195908182935908,0.1647559335119432,-0.1856676815513671,-0.4092891583061765,0.22362147675480942,0.6851833416293347
POOLED_MAJOR,BEAR,dir_ema7_slope_atr,246,245,-0.15305244544322516,-0.18220129242047173,0.029148846977246567,-0.1556937326014619,-0.20410674441538923,0.04841301181392732,0.6056412809026049
POOLED_MAJOR,BEAR,dir_ema20_slope_atr,246,245,-0.016298408924385534,-0.033641138767750746,0.017342729843365212,-0.01954396647909109,-0.04308306929538734,0.023539102816296252,0.6851833416293347
POOLED_MAJOR,BEAR,dir_body_atr,246,245,-0.5449400723389463,-0.717773454935827,0.17283338259688075,-0.62478397716391,-0.8290154178593843,0.20423144069547428,0.609556993529119
POOLED_MAJOR,BEAR,bar_range_atr,246,245,0.9989599962979062,1.1696927438423772,-0.170732747544471,1.0871541999592114,1.3075491357876938,-0.22039493582848246,0.4052928488468558
POOLED_MAJOR,BEAR,prior_directional_age,246,245,7.0,6.0,1.0,11.182926829268293,9.457142857142857,1.725783972125436,0.553202256512361
