local_date,partition,london_open_utc,london_end_utc,utc_offset_hours,dst_regime,H,L,R,break_side,breakout_ts,retest_episodes,retest_bucket,first_retest_ts,first_retest_state,first_event,first_event_ts,post_e10,post_e20,post_e30,post_e50,first_e10_ts,first_e20_ts,opposite_boundary_reached,retest_episodes_before_e20,hold_then_e10,hold_then_e20,minutes_open_to_break
2020-12-07,external,2020-12-07 08:00:00+00:00,2020-12-07 13:00:00+00:00,0.0,GMT,29.658,29.176,0.48200000000000287,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
2020-12-08,external,2020-12-08 08:00:00+00:00,2020-12-08 13:00:00+00:00,0.0,GMT,29.488,29.18,0.30799999999999983,DOWN_BREAK,2020-12-08 08:05:00+00:00,1.0,1,2020-12-08 08:10:00+00:00,HOLD_RETEST,AMBIGUOUS_E10_BOUNDARY_INTERACTION,2020-12-08 08:10:00+00:00,True,True,True,True,2020-12-08 08:10:00+00:00,2020-12-08 08:15:00+00:00,False,1.0,False,False,5.0
2020-12-09,external,2020-12-09 08:00:00+00:00,2020-12-09 13:00:00+00:00,0.0,GMT,27.836,27.2,0.6359999999999992,DOWN_BREAK,2020-12-09 08:25:00+00:00,1.0,1,2020-12-09 08:40:00+00:00,ACCEPT_BACK_INSIDE,DIRECT_E10,2020-12-09 08:30:00+00:00,True,True,True,False,2020-12-09 08:30:00+00:00,2020-12-09 08:30:00+00:00,True,0.0,False,False,25.0
2020-12-10,external,2020-12-10 08:00:00+00:00,2020-12-10 13:00:00+00:00,0.0,GMT,28.243,27.768,0.47499999999999787,DOWN_BREAK,2020-12-10 10:15:00+00:00,2.0,2,2020-12-10 10:20:00+00:00,HOLD_RETEST,BOUNDARY_HOLD_RETEST,2020-12-10 10:20:00+00:00,True,True,True,False,2020-12-10 10:35:00+00:00,2020-12-10 10:40:00+00:00,False,2.0,True,True,135.0
2020-12-11,external,2020-12-11 08:00:00+00:00,2020-12-11 13:00:00+00:00,0.0,GMT,27.784,26.872,0.911999999999999,DOWN_BREAK,2020-12-11 11:00:00+00:00,4.0,3+,2020-12-11 11:05:00+00:00,HOLD_RETEST,BOUNDARY_HOLD_RETEST,2020-12-11 11:05:00+00:00,True,False,False,False,2020-12-11 11:30:00+00:00,,False,,True,False,180.0
2020-12-14,external,2020-12-14 08:00:00+00:00,2020-12-14 13:00:00+00:00,0.0,GMT,29.271,28.69,0.5809999999999995,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
2020-12-15,external,2020-12-15 08:00:00+00:00,2020-12-15 13:00:00+00:00,0.0,GMT,30.335,29.44,0.8949999999999996,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
2020-12-16,external,2020-12-16 08:00:00+00:00,2020-12-16 13:00:00+00:00,0.0,GMT,29.482,29.099,0.3829999999999991,DOWN_BREAK,2020-12-16 08:20:00+00:00,2.0,2,2020-12-16 08:25:00+00:00,HOLD_RETEST,AMBIGUOUS_E10_BOUNDARY_INTERACTION,2020-12-16 08:25:00+00:00,True,False,False,False,2020-12-16 08:25:00+00:00,,True,,False,False,20.0
2020-12-17,external,2020-12-17 08:00:00+00:00,2020-12-17 13:00:00+00:00,0.0,GMT,31.265,30.502,0.7630000000000017,DOWN_BREAK,2020-12-17 09:20:00+00:00,2.0,2,2020-12-17 09:25:00+00:00,ACCEPT_BACK_INSIDE,AMBIGUOUS_E10_BOUNDARY_INTERACTION,2020-12-17 09:25:00+00:00,True,True,True,False,2020-12-17 09:25:00+00:00,2020-12-17 09:25:00+00:00,True,0.0,False,False,80.0
2020-12-18,external,2020-12-18 08:00:00+00:00,2020-12-18 13:00:00+00:00,0.0,GMT,30.682,29.638,1.043999999999997,UP_BREAK,2020-12-18 08:05:00+00:00,2.0,2,2020-12-18 11:05:00+00:00,HOLD_RETEST,DIRECT_E10,2020-12-18 08:10:00+00:00,True,True,True,True,2020-12-18 08:10:00+00:00,2020-12-18 08:25:00+00:00,False,0.0,False,False,5.0
2020-12-21,external,2020-12-21 08:00:00+00:00,2020-12-21 13:00:00+00:00,0.0,GMT,35.695,33.491,2.2040000000000006,DOWN_BREAK,2020-12-21 10:05:00+00:00,1.0,1,2020-12-21 10:10:00+00:00,HOLD_RETEST,BOUNDARY_HOLD_RETEST,2020-12-21 10:10:00+00:00,True,True,True,True,2020-12-21 10:15:00+00:00,2020-12-21 10:15:00+00:00,False,1.0,True,True,125.0
2020-12-22,external,2020-12-22 08:00:00+00:00,2020-12-22 13:00:00+00:00,0.0,GMT,32.655,31.075,1.5800000000000018,DOWN_BREAK,2020-12-22 08:15:00+00:00,2.0,2,2020-12-22 08:20:00+00:00,HOLD_RETEST,AMBIGUOUS_E10_BOUNDARY_INTERACTION,2020-12-22 08:20:00+00:00,True,True,True,False,2020-12-22 08:20:00+00:00,2020-12-22 08:20:00+00:00,True,0.0,False,False,15.0
2020-12-23,external,2020-12-23 08:00:00+00:00,2020-12-23 13:00:00+00:00,0.0,GMT,34.5,33.035,1.4650000000000034,DOWN_BREAK,2020-12-23 09:25:00+00:00,3.0,3+,2020-12-23 09:30:00+00:00,ACCEPT_BACK_INSIDE,AMBIGUOUS_E10_BOUNDARY_INTERACTION,2020-12-23 09:30:00+00:00,True,True,True,True,2020-12-23 09:30:00+00:00,2020-12-23 10:40:00+00:00,False,2.0,False,False,85.0
2020-12-24,external,2020-12-24 08:00:00+00:00,2020-12-24 13:00:00+00:00,0.0,GMT,31.553,30.354,1.1990000000000016,UP_BREAK,2020-12-24 08:10:00+00:00,4.0,3+,2020-12-24 10:15:00+00:00,HOLD_RETEST,DIRECT_E10,2020-12-24 08:15:00+00:00,True,True,True,False,2020-12-24 08:15:00+00:00,2020-12-24 08:15:00+00:00,False,0.0,False,False,10.0
2020-12-25,external,2020-12-25 08:00:00+00:00,2020-12-25 13:00:00+00:00,0.0,GMT,32.943,32.029,0.9139999999999944,UP_BREAK,2020-12-25 09:40:00+00:00,1.0,1,2020-12-25 09:45:00+00:00,ACCEPT_BACK_INSIDE,ACCEPT_BACK_INSIDE,2020-12-25 09:45:00+00:00,True,True,True,True,2020-12-25 09:50:00+00:00,2020-12-25 09:55:00+00:00,False,1.0,False,False,100.0
2020-12-28,external,2020-12-28 08:00:00+00:00,2020-12-28 13:00:00+00:00,0.0,GMT,35.495,33.352,2.1430000000000007,UP_BREAK,2020-12-28 09:55:00+00:00,4.0,3+,2020-12-28 10:40:00+00:00,HOLD_RETEST,DIRECT_E10,2020-12-28 10:00:00+00:00,True,True,True,False,2020-12-28 10:00:00+00:00,2020-12-28 10:00:00+00:00,False,0.0,False,False,115.0
2020-12-29,external,2020-12-29 08:00:00+00:00,2020-12-29 13:00:00+00:00,0.0,GMT,39.5,35.372,4.128,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
2020-12-30,external,2020-12-30 08:00:00+00:00,2020-12-30 13:00:00+00:00,0.0,GMT,39.355,37.372,1.982999999999997,DOWN_BREAK,2020-12-30 09:00:00+00:00,3.0,3+,2020-12-30 09:20:00+00:00,ACCEPT_BACK_INSIDE,DIRECT_E10,2020-12-30 09:05:00+00:00,True,True,False,False,2020-12-30 09:05:00+00:00,2020-12-30 09:40:00+00:00,False,1.0,False,False,60.0
2020-12-31,external,2020-12-31 08:00:00+00:00,2020-12-31 13:00:00+00:00,0.0,GMT,38.28,37.007,1.2730000000000032,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
2021-01-01,external,2021-01-01 08:00:00+00:00,2021-01-01 13:00:00+00:00,0.0,GMT,38.207,37.03,1.1769999999999996,UP_BREAK,2021-01-01 10:00:00+00:00,0.0,0,,NO_RETEST,DIRECT_E10,2021-01-01 10:05:00+00:00,True,True,True,True,2021-01-01 10:05:00+00:00,2021-01-01 10:10:00+00:00,False,0.0,False,False,120.0
2021-01-04,external,2021-01-04 08:00:00+00:00,2021-01-04 13:00:00+00:00,0.0,GMT,43.646,40.5,3.146000000000001,DOWN_BREAK,2021-01-04 09:25:00+00:00,1.0,1,2021-01-04 09:45:00+00:00,ACCEPT_BACK_INSIDE,DIRECT_E10,2021-01-04 09:30:00+00:00,True,True,True,True,2021-01-04 09:30:00+00:00,2021-01-04 09:35:00+00:00,False,0.0,False,False,85.0
2021-01-05,external,2021-01-05 08:00:00+00:00,2021-01-05 13:00:00+00:00,0.0,GMT,41.3,38.844,2.455999999999996,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
2021-01-06,external,2021-01-06 08:00:00+00:00,2021-01-06 13:00:00+00:00,0.0,GMT,41.951,40.53,1.4209999999999994,UP_BREAK,2021-01-06 12:50:00+00:00,1.0,1,2021-01-06 12:55:00+00:00,ACCEPT_BACK_INSIDE,ACCEPT_BACK_INSIDE,2021-01-06 12:55:00+00:00,False,False,False,False,,,False,,False,False,290.0
2021-01-07,external,2021-01-07 08:00:00+00:00,2021-01-07 13:00:00+00:00,0.0,GMT,44.208,41.488,2.719999999999999,UP_BREAK,2021-01-07 12:00:00+00:00,1.0,1,2021-01-07 12:05:00+00:00,HOLD_RETEST,BOUNDARY_HOLD_RETEST,2021-01-07 12:05:00+00:00,False,False,False,False,,,False,,False,False,240.0
2021-01-08,external,2021-01-08 08:00:00+00:00,2021-01-08 13:00:00+00:00,0.0,GMT,43.69,40.054,3.6359999999999957,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
2021-01-11,external,2021-01-11 08:00:00+00:00,2021-01-11 13:00:00+00:00,0.0,GMT,42.464,36.8,5.6640000000000015,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
2021-01-12,external,2021-01-12 08:00:00+00:00,2021-01-12 13:00:00+00:00,0.0,GMT,39.998,37.135,2.8629999999999995,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
2021-01-13,external,2021-01-13 08:00:00+00:00,2021-01-13 13:00:00+00:00,0.0,GMT,38.529,37.0,1.5290000000000035,UP_BREAK,2021-01-13 10:05:00+00:00,3.0,3+,2021-01-13 10:30:00+00:00,ACCEPT_BACK_INSIDE,DIRECT_E10,2021-01-13 10:10:00+00:00,True,False,False,False,2021-01-13 10:10:00+00:00,,False,,False,False,125.0
2021-01-14,external,2021-01-14 08:00:00+00:00,2021-01-14 13:00:00+00:00,0.0,GMT,41.482,39.68,1.8019999999999996,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
2021-01-15,external,2021-01-15 08:00:00+00:00,2021-01-15 13:00:00+00:00,0.0,GMT,42.69,40.74,1.9499999999999957,DOWN_BREAK,2021-01-15 12:25:00+00:00,1.0,1,2021-01-15 12:30:00+00:00,HOLD_RETEST,BOUNDARY_HOLD_RETEST,2021-01-15 12:30:00+00:00,False,False,False,False,,,False,,False,False,265.0
2021-01-18,external,2021-01-18 08:00:00+00:00,2021-01-18 13:00:00+00:00,0.0,GMT,46.967,44.85,2.1169999999999973,DOWN_BREAK,2021-01-18 11:05:00+00:00,3.0,3+,2021-01-18 11:10:00+00:00,HOLD_RETEST,AMBIGUOUS_E10_BOUNDARY_INTERACTION,2021-01-18 11:10:00+00:00,True,True,False,False,2021-01-18 11:10:00+00:00,2021-01-18 11:45:00+00:00,False,2.0,False,False,185.0
2021-01-19,external,2021-01-19 08:00:00+00:00,2021-01-19 13:00:00+00:00,0.0,GMT,45.875,44.653,1.2220000000000013,UP_BREAK,2021-01-19 08:00:00+00:00,4.0,3+,2021-01-19 08:05:00+00:00,ACCEPT_BACK_INSIDE,ACCEPT_BACK_INSIDE,2021-01-19 08:05:00+00:00,True,True,False,False,2021-01-19 09:15:00+00:00,2021-01-19 09:15:00+00:00,False,1.0,False,False,0.0
2021-01-20,external,2021-01-20 08:00:00+00:00,2021-01-20 13:00:00+00:00,0.0,GMT,42.802,40.981,1.820999999999998,DOWN_BREAK,2021-01-20 10:05:00+00:00,4.0,3+,2021-01-20 10:10:00+00:00,HOLD_RETEST,AMBIGUOUS_E10_BOUNDARY_INTERACTION,2021-01-20 10:10:00+00:00,True,True,True,False,2021-01-20 10:10:00+00:00,2021-01-20 11:15:00+00:00,False,1.0,False,False,125.0
2021-01-21,external,2021-01-21 08:00:00+00:00,2021-01-21 13:00:00+00:00,0.0,GMT,42.714,40.94,1.774000000000001,DOWN_BREAK,2021-01-21 08:55:00+00:00,1.0,1,2021-01-21 09:00:00+00:00,HOLD_RETEST,AMBIGUOUS_E10_BOUNDARY_INTERACTION,2021-01-21 09:00:00+00:00,True,True,True,True,2021-01-21 09:00:00+00:00,2021-01-21 09:00:00+00:00,False,0.0,False,False,55.0
2021-01-22,external,2021-01-22 08:00:00+00:00,2021-01-22 13:00:00+00:00,0.0,GMT,40.014,36.81,3.2040000000000006,UP_BREAK,2021-01-22 09:40:00+00:00,2.0,2,2021-01-22 10:00:00+00:00,HOLD_RETEST,BOUNDARY_HOLD_RETEST,2021-01-22 10:00:00+00:00,True,False,False,False,2021-01-22 11:10:00+00:00,,False,,True,False,100.0
2021-01-25,external,2021-01-25 08:00:00+00:00,2021-01-25 13:00:00+00:00,0.0,GMT,42.9,41.833,1.0670000000000002,DOWN_BREAK,2021-01-25 09:55:00+00:00,1.0,1,2021-01-25 10:00:00+00:00,ACCEPT_BACK_INSIDE,ACCEPT_BACK_INSIDE,2021-01-25 10:00:00+00:00,False,False,False,False,,,False,,False,False,115.0
2021-01-26,external,2021-01-26 08:00:00+00:00,2021-01-26 13:00:00+00:00,0.0,GMT,42.556,40.627,1.928999999999995,DOWN_BREAK,2021-01-26 08:05:00+00:00,2.0,2,2021-01-26 08:30:00+00:00,HOLD_RETEST,DIRECT_E10,2021-01-26 08:10:00+00:00,True,True,True,False,2021-01-26 08:10:00+00:00,2021-01-26 09:45:00+00:00,False,1.0,False,False,5.0
2021-01-27,external,2021-01-27 08:00:00+00:00,2021-01-27 13:00:00+00:00,0.0,GMT,42.131,40.988,1.1430000000000007,DOWN_BREAK,2021-01-27 09:05:00+00:00,3.0,3+,2021-01-27 10:00:00+00:00,HOLD_RETEST,DIRECT_E10,2021-01-27 09:10:00+00:00,True,True,True,False,2021-01-27 09:10:00+00:00,2021-01-27 09:10:00+00:00,False,0.0,False,False,65.0
2021-01-28,external,2021-01-28 08:00:00+00:00,2021-01-28 13:00:00+00:00,0.0,GMT,42.49,40.36,2.1300000000000026,UP_BREAK,2021-01-28 10:00:00+00:00,3.0,3+,2021-01-28 10:15:00+00:00,ACCEPT_BACK_INSIDE,DIRECT_E10,2021-01-28 10:05:00+00:00,True,False,False,False,2021-01-28 10:05:00+00:00,,False,,False,False,120.0
2021-01-29,external,2021-01-29 08:00:00+00:00,2021-01-29 13:00:00+00:00,0.0,GMT,42.8,41.837,0.9629999999999939,UP_BREAK,2021-01-29 08:45:00+00:00,0.0,0,,NO_RETEST,DIRECT_E10,2021-01-29 08:50:00+00:00,True,True,True,True,2021-01-29 08:50:00+00:00,2021-01-29 08:50:00+00:00,False,0.0,False,False,45.0
2021-02-01,external,2021-02-01 08:00:00+00:00,2021-02-01 13:00:00+00:00,0.0,GMT,45.948,43.418,2.530000000000001,UP_BREAK,2021-02-01 08:45:00+00:00,1.0,1,2021-02-01 08:50:00+00:00,ACCEPT_BACK_INSIDE,ACCEPT_BACK_INSIDE,2021-02-01 08:50:00+00:00,True,True,True,True,2021-02-01 09:10:00+00:00,2021-02-01 09:40:00+00:00,False,1.0,False,False,45.0
2021-02-02,external,2021-02-02 08:00:00+00:00,2021-02-02 13:00:00+00:00,0.0,GMT,51.778,49.315,2.463000000000001,UP_BREAK,2021-02-02 09:35:00+00:00,6.0,3+,2021-02-02 09:40:00+00:00,HOLD_RETEST,AMBIGUOUS_E10_BOUNDARY_INTERACTION,2021-02-02 09:40:00+00:00,True,True,True,False,2021-02-02 09:40:00+00:00,2021-02-02 09:40:00+00:00,False,0.0,False,False,95.0
2021-02-03,external,2021-02-03 08:00:00+00:00,2021-02-03 13:00:00+00:00,0.0,GMT,51.85,50.159,1.6910000000000025,DOWN_BREAK,2021-02-03 08:10:00+00:00,1.0,1,2021-02-03 08:50:00+00:00,ACCEPT_BACK_INSIDE,DIRECT_E10,2021-02-03 08:15:00+00:00,True,True,False,False,2021-02-03 08:15:00+00:00,2021-02-03 08:15:00+00:00,False,0.0,False,False,10.0
2021-02-04,external,2021-02-04 08:00:00+00:00,2021-02-04 13:00:00+00:00,0.0,GMT,53.632,52.089,1.5429999999999993,DOWN_BREAK,2021-02-04 09:05:00+00:00,1.0,1,2021-02-04 09:50:00+00:00,HOLD_RETEST,DIRECT_E10,2021-02-04 09:10:00+00:00,True,True,True,True,2021-02-04 09:10:00+00:00,2021-02-04 09:10:00+00:00,True,0.0,False,False,65.0
2021-02-05,external,2021-02-05 08:00:00+00:00,2021-02-05 13:00:00+00:00,0.0,GMT,58.162,55.925,2.237000000000002,UP_BREAK,2021-02-05 09:00:00+00:00,0.0,0,,NO_RETEST,DIRECT_E10,2021-02-05 09:05:00+00:00,True,True,True,True,2021-02-05 09:05:00+00:00,2021-02-05 09:15:00+00:00,False,0.0,False,False,60.0
2021-02-08,external,2021-02-08 08:00:00+00:00,2021-02-08 13:00:00+00:00,0.0,GMT,74.777,67.4,7.376999999999995,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
2021-02-09,external,2021-02-09 08:00:00+00:00,2021-02-09 13:00:00+00:00,0.0,GMT,97.352,78.785,18.567000000000007,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
2021-02-10,external,2021-02-10 08:00:00+00:00,2021-02-10 13:00:00+00:00,0.0,GMT,144.214,107.25,36.964,UP_BREAK,2021-02-10 08:25:00+00:00,4.0,3+,2021-02-10 08:40:00+00:00,HOLD_RETEST,BOUNDARY_HOLD_RETEST,2021-02-10 08:40:00+00:00,True,False,False,False,2021-02-10 08:55:00+00:00,,False,,True,False,25.0
2021-02-11,external,2021-02-11 08:00:00+00:00,2021-02-11 13:00:00+00:00,0.0,GMT,130.45,121.198,9.251999999999995,DOWN_BREAK,2021-02-11 11:50:00+00:00,2.0,2,2021-02-11 12:10:00+00:00,ACCEPT_BACK_INSIDE,DIRECT_E10,2021-02-11 11:55:00+00:00,True,True,True,False,2021-02-11 11:55:00+00:00,2021-02-11 11:55:00+00:00,False,0.0,False,False,230.0
2021-02-12,external,2021-02-12 08:00:00+00:00,2021-02-12 13:00:00+00:00,0.0,GMT,128.5,121.0,7.5,UP_BREAK,2021-02-12 09:10:00+00:00,2.0,2,2021-02-12 09:15:00+00:00,ACCEPT_BACK_INSIDE,ACCEPT_BACK_INSIDE,2021-02-12 09:15:00+00:00,True,True,True,True,2021-02-12 11:10:00+00:00,2021-02-12 11:20:00+00:00,False,1.0,False,False,70.0
2021-02-15,external,2021-02-15 08:00:00+00:00,2021-02-15 13:00:00+00:00,0.0,GMT,140.187,117.189,22.99800000000002,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
2021-02-16,external,2021-02-16 08:00:00+00:00,2021-02-16 13:00:00+00:00,0.0,GMT,132.5,126.2,6.299999999999997,UP_BREAK,2021-02-16 09:35:00+00:00,2.0,2,2021-02-16 09:40:00+00:00,HOLD_RETEST,AMBIGUOUS_E10_BOUNDARY_INTERACTION,2021-02-16 09:40:00+00:00,True,True,False,False,2021-02-16 09:40:00+00:00,2021-02-16 09:45:00+00:00,False,1.0,False,False,95.0
2021-02-17,external,2021-02-17 08:00:00+00:00,2021-02-17 13:00:00+00:00,0.0,GMT,131.3,127.0,4.300000000000011,UP_BREAK,2021-02-17 09:00:00+00:00,0.0,0,,NO_RETEST,DIRECT_E10,2021-02-17 09:05:00+00:00,True,True,True,True,2021-02-17 09:05:00+00:00,2021-02-17 09:10:00+00:00,False,0.0,False,False,60.0
2021-02-18,external,2021-02-18 08:00:00+00:00,2021-02-18 13:00:00+00:00,0.0,GMT,180.973,163.257,17.716000000000008,UP_BREAK,2021-02-18 08:00:00+00:00,0.0,0,,NO_RETEST,DIRECT_E10,2021-02-18 08:05:00+00:00,True,True,True,True,2021-02-18 08:05:00+00:00,2021-02-18 08:05:00+00:00,False,0.0,False,False,0.0
2021-02-19,external,2021-02-19 08:00:00+00:00,2021-02-19 13:00:00+00:00,0.0,GMT,288.387,195.0,93.387,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
2021-02-22,external,2021-02-22 08:00:00+00:00,2021-02-22 13:00:00+00:00,0.0,GMT,295.986,267.763,28.223000000000013,DOWN_BREAK,2021-02-22 09:50:00+00:00,3.0,3+,2021-02-22 10:30:00+00:00,ACCEPT_BACK_INSIDE,DIRECT_E10,2021-02-22 09:55:00+00:00,True,True,True,True,2021-02-22 09:55:00+00:00,2021-02-22 09:55:00+00:00,False,0.0,False,False,110.0
2021-02-23,external,2021-02-23 08:00:00+00:00,2021-02-23 13:00:00+00:00,0.0,GMT,270.081,227.5,42.58100000000002,DOWN_BREAK,2021-02-23 08:05:00+00:00,0.0,0,,NO_RETEST,DIRECT_E10,2021-02-23 08:10:00+00:00,True,True,True,True,2021-02-23 08:10:00+00:00,2021-02-23 08:15:00+00:00,False,0.0,False,False,5.0
2021-02-24,external,2021-02-24 08:00:00+00:00,2021-02-24 13:00:00+00:00,0.0,GMT,256.0,213.2,42.80000000000001,UP_BREAK,2021-02-24 08:05:00+00:00,1.0,1,2021-02-24 08:10:00+00:00,HOLD_RETEST,BOUNDARY_HOLD_RETEST,2021-02-24 08:10:00+00:00,True,True,True,True,2021-02-24 08:15:00+00:00,2021-02-24 08:20:00+00:00,False,1.0,True,True,5.0
2021-02-25,external,2021-02-25 08:00:00+00:00,2021-02-25 13:00:00+00:00,0.0,GMT,265.82,242.22,23.599999999999994,DOWN_BREAK,2021-02-25 08:50:00+00:00,2.0,2,2021-02-25 08:55:00+00:00,HOLD_RETEST,BOUNDARY_HOLD_RETEST,2021-02-25 08:55:00+00:00,True,False,False,False,2021-02-25 09:05:00+00:00,,False,,True,False,50.0
2021-02-26,external,2021-02-26 08:00:00+00:00,2021-02-26 13:00:00+00:00,0.0,GMT,235.5,208.872,26.627999999999986,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
2021-03-01,external,2021-03-01 08:00:00+00:00,2021-03-01 13:00:00+00:00,0.0,GMT,229.318,209.052,20.26600000000002,UP_BREAK,2021-03-01 08:20:00+00:00,1.0,1,2021-03-01 08:25:00+00:00,ACCEPT_BACK_INSIDE,ACCEPT_BACK_INSIDE,2021-03-01 08:25:00+00:00,True,True,True,True,2021-03-01 08:50:00+00:00,2021-03-01 09:05:00+00:00,False,1.0,False,False,20.0
2021-03-02,external,2021-03-02 08:00:00+00:00,2021-03-02 13:00:00+00:00,0.0,GMT,265.584,243.142,22.442000000000007,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
2021-03-03,external,2021-03-03 08:00:00+00:00,2021-03-03 13:00:00+00:00,0.0,GMT,251.078,236.054,15.024000000000001,UP_BREAK,2021-03-03 08:15:00+00:00,6.0,3+,2021-03-03 08:45:00+00:00,HOLD_RETEST,DIRECT_E10,2021-03-03 08:20:00+00:00,True,True,False,False,2021-03-03 08:20:00+00:00,2021-03-03 08:20:00+00:00,False,0.0,False,False,15.0
2021-03-04,external,2021-03-04 08:00:00+00:00,2021-03-04 13:00:00+00:00,0.0,GMT,250.311,238.1,12.211000000000013,DOWN_BREAK,2021-03-04 11:20:00+00:00,1.0,1,2021-03-04 11:30:00+00:00,HOLD_RETEST,DIRECT_E10,2021-03-04 11:25:00+00:00,True,False,False,False,2021-03-04 11:25:00+00:00,,False,,False,False,200.0
2021-03-05,external,2021-03-05 08:00:00+00:00,2021-03-05 13:00:00+00:00,0.0,GMT,229.74,215.7,14.04000000000002,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
2021-03-08,external,2021-03-08 08:00:00+00:00,2021-03-08 13:00:00+00:00,0.0,GMT,243.394,231.641,11.753000000000014,DOWN_BREAK,2021-03-08 08:05:00+00:00,4.0,3+,2021-03-08 08:10:00+00:00,HOLD_RETEST,AMBIGUOUS_E10_BOUNDARY_INTERACTION,2021-03-08 08:10:00+00:00,True,True,False,False,2021-03-08 08:10:00+00:00,2021-03-08 09:30:00+00:00,False,3.0,False,False,5.0
2021-03-09,external,2021-03-09 08:00:00+00:00,2021-03-09 13:00:00+00:00,0.0,GMT,248.992,235.82,13.171999999999997,UP_BREAK,2021-03-09 09:10:00+00:00,0.0,0,,NO_RETEST,DIRECT_E10,2021-03-09 09:15:00+00:00,True,True,True,True,2021-03-09 09:15:00+00:00,2021-03-09 09:15:00+00:00,False,0.0,False,False,70.0
2021-03-10,external,2021-03-10 08:00:00+00:00,2021-03-10 13:00:00+00:00,0.0,GMT,296.5,264.0,32.5,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
2021-03-11,external,2021-03-11 08:00:00+00:00,2021-03-11 13:00:00+00:00,0.0,GMT,288.576,275.122,13.454000000000008,DOWN_BREAK,2021-03-11 08:15:00+00:00,1.0,1,2021-03-11 08:20:00+00:00,ACCEPT_BACK_INSIDE,ACCEPT_BACK_INSIDE,2021-03-11 08:20:00+00:00,False,False,False,False,,,False,,False,False,15.0
2021-03-12,external,2021-03-12 08:00:00+00:00,2021-03-12 13:00:00+00:00,0.0,GMT,290.954,277.052,13.901999999999987,DOWN_BREAK,2021-03-12 12:30:00+00:00,1.0,1,2021-03-12 12:45:00+00:00,HOLD_RETEST,DIRECT_E10,2021-03-12 12:35:00+00:00,True,False,False,False,2021-03-12 12:35:00+00:00,,False,,False,False,270.0
2021-03-15,external,2021-03-15 08:00:00+00:00,2021-03-15 13:00:00+00:00,0.0,GMT,268.158,249.649,18.509000000000015,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
2021-03-16,external,2021-03-16 08:00:00+00:00,2021-03-16 13:00:00+00:00,0.0,GMT,256.6,240.0,16.600000000000023,UP_BREAK,2021-03-16 08:50:00+00:00,2.0,2,2021-03-16 09:10:00+00:00,HOLD_RETEST,DIRECT_E10,2021-03-16 08:55:00+00:00,True,False,False,False,2021-03-16 08:55:00+00:00,,False,,False,False,50.0
2021-03-17,external,2021-03-17 08:00:00+00:00,2021-03-17 13:00:00+00:00,0.0,GMT,260.673,252.348,8.324999999999989,DOWN_BREAK,2021-03-17 09:30:00+00:00,4.0,3+,2021-03-17 09:35:00+00:00,HOLD_RETEST,AMBIGUOUS_E10_BOUNDARY_INTERACTION,2021-03-17 09:35:00+00:00,True,True,True,False,2021-03-17 09:35:00+00:00,2021-03-17 09:45:00+00:00,False,1.0,False,False,90.0
2021-03-18,external,2021-03-18 08:00:00+00:00,2021-03-18 13:00:00+00:00,0.0,GMT,277.401,269.431,7.970000000000027,UP_BREAK,2021-03-18 08:10:00+00:00,1.0,1,2021-03-18 08:15:00+00:00,ACCEPT_BACK_INSIDE,AMBIGUOUS_E10_BOUNDARY_INTERACTION,2021-03-18 08:15:00+00:00,True,False,False,False,2021-03-18 08:15:00+00:00,,True,,False,False,10.0
2021-03-19,external,2021-03-19 08:00:00+00:00,2021-03-19 13:00:00+00:00,0.0,GMT,267.512,255.001,12.510999999999996,UP_BREAK,2021-03-19 09:10:00+00:00,4.0,3+,2021-03-19 09:15:00+00:00,ACCEPT_BACK_INSIDE,ACCEPT_BACK_INSIDE,2021-03-19 09:15:00+00:00,True,False,False,False,2021-03-19 11:00:00+00:00,,False,,False,False,70.0
