partition,bull_cross_ts,signal_ts,entry_ts,entry_px,config,tp,sl,resolved,exit_reason,exit_ts,gross_return,gross_pnl_usd,net_pnl_usd,hold_minutes
external,2020-10-27 00:00:00+00:00,2020-10-27 00:15:00+00:00,2020-10-27 00:30:00+00:00,13108.25,TP1.00_SL0.50,0.01,0.005,True,TP,2020-10-27 10:35:00+00:00,0.01,5.0,4.6,605.0
external,2020-10-27 00:00:00+00:00,2020-10-27 00:15:00+00:00,2020-10-27 00:30:00+00:00,13108.25,TP1.00_SL0.75,0.01,0.0075,True,TP,2020-10-27 10:35:00+00:00,0.01,5.0,4.6,605.0
external,2020-10-27 00:00:00+00:00,2020-10-27 00:15:00+00:00,2020-10-27 00:30:00+00:00,13108.25,TP1.50_SL1.00,0.015,0.01,True,TP,2020-10-27 11:00:00+00:00,0.015,7.5,7.1,630.0
external,2020-10-27 00:00:00+00:00,2020-10-27 00:15:00+00:00,2020-10-27 00:30:00+00:00,13108.25,TP2.00_SL1.00,0.02,0.01,True,TP,2020-10-27 11:20:00+00:00,0.02,10.0,9.6,650.0
external,2020-10-27 00:00:00+00:00,2020-10-27 00:15:00+00:00,2020-10-27 00:30:00+00:00,13108.25,TP2.00_SL1.50,0.02,0.015,True,TP,2020-10-27 11:20:00+00:00,0.02,10.0,9.6,650.0
external,2020-10-30 15:30:00+00:00,2020-10-30 15:45:00+00:00,2020-10-30 16:00:00+00:00,13540.01,TP0.50_SL0.50,0.005,0.005,True,SL,2020-10-30 17:30:00+00:00,-0.005,-2.5,-2.9,90.0
external,2020-10-30 15:30:00+00:00,2020-10-30 15:45:00+00:00,2020-10-30 16:00:00+00:00,13540.01,TP0.75_SL0.75,0.0075,0.0075,True,TP,2020-10-30 20:40:00+00:00,0.0075,3.75,3.35,280.0
external,2020-10-30 15:30:00+00:00,2020-10-30 15:45:00+00:00,2020-10-30 16:00:00+00:00,13540.01,TP1.00_SL0.50,0.01,0.005,True,SL,2020-10-30 17:30:00+00:00,-0.005,-2.5,-2.9,90.0
external,2020-10-30 15:30:00+00:00,2020-10-30 15:45:00+00:00,2020-10-30 16:00:00+00:00,13540.01,TP1.00_SL0.75,0.01,0.0075,True,TP,2020-10-31 02:05:00+00:00,0.01,5.0,4.6,605.0
external,2020-10-30 15:30:00+00:00,2020-10-30 15:45:00+00:00,2020-10-30 16:00:00+00:00,13540.01,TP1.50_SL1.00,0.015,0.01,True,SL,2020-10-31 03:20:00+00:00,-0.01,-5.0,-5.4,680.0
external,2020-10-30 15:30:00+00:00,2020-10-30 15:45:00+00:00,2020-10-30 16:00:00+00:00,13540.01,TP2.00_SL1.00,0.02,0.01,True,SL,2020-10-31 03:20:00+00:00,-0.01,-5.0,-5.4,680.0
external,2020-10-30 15:30:00+00:00,2020-10-30 15:45:00+00:00,2020-10-30 16:00:00+00:00,13540.01,TP2.00_SL1.50,0.02,0.015,True,TP,2020-10-31 08:25:00+00:00,0.02,10.0,9.6,985.0
external,2020-11-01 13:45:00+00:00,2020-11-01 14:00:00+00:00,2020-11-01 14:15:00+00:00,13828.33,TP0.50_SL0.50,0.005,0.005,True,SL,2020-11-01 16:25:00+00:00,-0.005,-2.5,-2.9,130.0
external,2020-11-01 13:45:00+00:00,2020-11-01 14:00:00+00:00,2020-11-01 14:15:00+00:00,13828.33,TP0.75_SL0.75,0.0075,0.0075,True,SL,2020-11-01 22:35:00+00:00,-0.0075,-3.75,-4.15,500.0
external,2020-11-01 13:45:00+00:00,2020-11-01 14:00:00+00:00,2020-11-01 14:15:00+00:00,13828.33,TP1.00_SL0.50,0.01,0.005,True,SL,2020-11-01 16:25:00+00:00,-0.005,-2.5,-2.9,130.0
external,2020-11-01 13:45:00+00:00,2020-11-01 14:00:00+00:00,2020-11-01 14:15:00+00:00,13828.33,TP1.00_SL0.75,0.01,0.0075,True,SL,2020-11-01 22:35:00+00:00,-0.0075,-3.75,-4.15,500.0
external,2020-11-01 13:45:00+00:00,2020-11-01 14:00:00+00:00,2020-11-01 14:15:00+00:00,13828.33,TP1.50_SL1.00,0.015,0.01,True,SL,2020-11-01 22:45:00+00:00,-0.01,-5.0,-5.4,510.0
external,2020-11-01 13:45:00+00:00,2020-11-01 14:00:00+00:00,2020-11-01 14:15:00+00:00,13828.33,TP2.00_SL1.00,0.02,0.01,True,SL,2020-11-01 22:45:00+00:00,-0.01,-5.0,-5.4,510.0
external,2020-11-01 13:45:00+00:00,2020-11-01 14:00:00+00:00,2020-11-01 14:15:00+00:00,13828.33,TP2.00_SL1.50,0.02,0.015,True,SL,2020-11-02 08:30:00+00:00,-0.015,-7.5,-7.9,1095.0
external,2020-11-02 00:30:00+00:00,2020-11-02 01:30:00+00:00,2020-11-02 01:45:00+00:00,13786.68,TP0.50_SL0.50,0.005,0.005,True,SL,2020-11-02 02:05:00+00:00,-0.005,-2.5,-2.9,20.0
external,2020-11-02 00:30:00+00:00,2020-11-02 01:30:00+00:00,2020-11-02 01:45:00+00:00,13786.68,TP0.75_SL0.75,0.0075,0.0075,True,SL,2020-11-02 02:05:00+00:00,-0.0075,-3.75,-4.15,20.0
external,2020-11-02 00:30:00+00:00,2020-11-02 01:30:00+00:00,2020-11-02 01:45:00+00:00,13786.68,TP1.00_SL0.50,0.01,0.005,True,SL,2020-11-02 02:05:00+00:00,-0.005,-2.5,-2.9,20.0
external,2020-11-02 00:30:00+00:00,2020-11-02 01:30:00+00:00,2020-11-02 01:45:00+00:00,13786.68,TP1.00_SL0.75,0.01,0.0075,True,SL,2020-11-02 02:05:00+00:00,-0.0075,-3.75,-4.15,20.0
external,2020-11-02 00:30:00+00:00,2020-11-02 01:30:00+00:00,2020-11-02 01:45:00+00:00,13786.68,TP1.50_SL1.00,0.015,0.01,True,SL,2020-11-02 03:15:00+00:00,-0.01,-5.0,-5.4,90.0
external,2020-11-02 00:30:00+00:00,2020-11-02 01:30:00+00:00,2020-11-02 01:45:00+00:00,13786.68,TP2.00_SL1.00,0.02,0.01,True,SL,2020-11-02 03:15:00+00:00,-0.01,-5.0,-5.4,90.0
external,2020-11-02 00:30:00+00:00,2020-11-02 01:30:00+00:00,2020-11-02 01:45:00+00:00,13786.68,TP2.00_SL1.50,0.02,0.015,True,SL,2020-11-02 08:35:00+00:00,-0.015,-7.5,-7.9,410.0
external,2020-11-04 13:30:00+00:00,2020-11-04 14:30:00+00:00,2020-11-04 14:45:00+00:00,13770.9,TP0.50_SL0.50,0.005,0.005,True,TP,2020-11-04 15:00:00+00:00,0.005,2.5,2.1,15.0
external,2020-11-04 13:30:00+00:00,2020-11-04 14:30:00+00:00,2020-11-04 14:45:00+00:00,13770.9,TP0.75_SL0.75,0.0075,0.0075,True,TP,2020-11-04 15:05:00+00:00,0.0075,3.75,3.35,20.0
external,2020-11-04 13:30:00+00:00,2020-11-04 14:30:00+00:00,2020-11-04 14:45:00+00:00,13770.9,TP1.00_SL0.50,0.01,0.005,True,TP,2020-11-04 15:25:00+00:00,0.01,5.0,4.6,40.0
external,2020-11-04 13:30:00+00:00,2020-11-04 14:30:00+00:00,2020-11-04 14:45:00+00:00,13770.9,TP1.00_SL0.75,0.01,0.0075,True,TP,2020-11-04 15:25:00+00:00,0.01,5.0,4.6,40.0
external,2020-11-04 13:30:00+00:00,2020-11-04 14:30:00+00:00,2020-11-04 14:45:00+00:00,13770.9,TP1.50_SL1.00,0.015,0.01,True,TP,2020-11-04 16:15:00+00:00,0.015,7.5,7.1,90.0
external,2020-11-04 13:30:00+00:00,2020-11-04 14:30:00+00:00,2020-11-04 14:45:00+00:00,13770.9,TP2.00_SL1.00,0.02,0.01,True,TP,2020-11-04 17:00:00+00:00,0.02,10.0,9.6,135.0
external,2020-11-04 13:30:00+00:00,2020-11-04 14:30:00+00:00,2020-11-04 14:45:00+00:00,13770.9,TP2.00_SL1.50,0.02,0.015,True,TP,2020-11-04 17:00:00+00:00,0.02,10.0,9.6,135.0
external,2020-11-06 22:45:00+00:00,2020-11-06 23:00:00+00:00,2020-11-06 23:15:00+00:00,15635.12,TP0.50_SL0.50,0.005,0.005,True,SL,2020-11-06 23:40:00+00:00,-0.005,-2.5,-2.9,25.0
external,2020-11-06 22:45:00+00:00,2020-11-06 23:00:00+00:00,2020-11-06 23:15:00+00:00,15635.12,TP0.75_SL0.75,0.0075,0.0075,True,TP,2020-11-07 01:35:00+00:00,0.0075,3.75,3.35,140.0
external,2020-11-06 22:45:00+00:00,2020-11-06 23:00:00+00:00,2020-11-06 23:15:00+00:00,15635.12,TP1.00_SL0.50,0.01,0.005,True,SL,2020-11-06 23:40:00+00:00,-0.005,-2.5,-2.9,25.0
external,2020-11-06 22:45:00+00:00,2020-11-06 23:00:00+00:00,2020-11-06 23:15:00+00:00,15635.12,TP1.00_SL0.75,0.01,0.0075,True,SL,2020-11-07 03:35:00+00:00,-0.0075,-3.75,-4.15,260.0
external,2020-11-06 22:45:00+00:00,2020-11-06 23:00:00+00:00,2020-11-06 23:15:00+00:00,15635.12,TP1.50_SL1.00,0.015,0.01,True,SL,2020-11-07 04:35:00+00:00,-0.01,-5.0,-5.4,320.0
external,2020-11-06 22:45:00+00:00,2020-11-06 23:00:00+00:00,2020-11-06 23:15:00+00:00,15635.12,TP2.00_SL1.00,0.02,0.01,True,SL,2020-11-07 04:35:00+00:00,-0.01,-5.0,-5.4,320.0
external,2020-11-06 22:45:00+00:00,2020-11-06 23:00:00+00:00,2020-11-06 23:15:00+00:00,15635.12,TP2.00_SL1.50,0.02,0.015,True,SL,2020-11-07 14:15:00+00:00,-0.015,-7.5,-7.9,900.0
external,2020-11-08 10:45:00+00:00,2020-11-08 11:15:00+00:00,2020-11-08 11:30:00+00:00,15132.57,TP0.50_SL0.50,0.005,0.005,True,TP,2020-11-08 12:00:00+00:00,0.005,2.5,2.1,30.0
external,2020-11-08 10:45:00+00:00,2020-11-08 11:15:00+00:00,2020-11-08 11:30:00+00:00,15132.57,TP0.75_SL0.75,0.0075,0.0075,True,TP,2020-11-08 12:10:00+00:00,0.0075,3.75,3.35,40.0
external,2020-11-08 10:45:00+00:00,2020-11-08 11:15:00+00:00,2020-11-08 11:30:00+00:00,15132.57,TP1.00_SL0.50,0.01,0.005,True,TP,2020-11-08 12:50:00+00:00,0.01,5.0,4.6,80.0
external,2020-11-08 10:45:00+00:00,2020-11-08 11:15:00+00:00,2020-11-08 11:30:00+00:00,15132.57,TP1.00_SL0.75,0.01,0.0075,True,TP,2020-11-08 12:50:00+00:00,0.01,5.0,4.6,80.0
external,2020-11-08 10:45:00+00:00,2020-11-08 11:15:00+00:00,2020-11-08 11:30:00+00:00,15132.57,TP1.50_SL1.00,0.015,0.01,True,TP,2020-11-08 15:00:00+00:00,0.015,7.5,7.1,210.0
external,2020-11-08 10:45:00+00:00,2020-11-08 11:15:00+00:00,2020-11-08 11:30:00+00:00,15132.57,TP2.00_SL1.00,0.02,0.01,True,TP,2020-11-08 15:10:00+00:00,0.02,10.0,9.6,220.0
external,2020-11-08 10:45:00+00:00,2020-11-08 11:15:00+00:00,2020-11-08 11:30:00+00:00,15132.57,TP2.00_SL1.50,0.02,0.015,True,TP,2020-11-08 15:10:00+00:00,0.02,10.0,9.6,220.0
external,2020-11-09 10:30:00+00:00,2020-11-09 11:00:00+00:00,2020-11-09 11:15:00+00:00,15548.48,TP0.50_SL0.50,0.005,0.005,True,TP,2020-11-09 11:50:00+00:00,0.005,2.5,2.1,35.0
external,2020-11-09 10:30:00+00:00,2020-11-09 11:00:00+00:00,2020-11-09 11:15:00+00:00,15548.48,TP0.75_SL0.75,0.0075,0.0075,True,TP,2020-11-09 11:50:00+00:00,0.0075,3.75,3.35,35.0
external,2020-11-09 10:30:00+00:00,2020-11-09 11:00:00+00:00,2020-11-09 11:15:00+00:00,15548.48,TP1.00_SL0.50,0.01,0.005,True,TP,2020-11-09 11:50:00+00:00,0.01,5.0,4.6,35.0
external,2020-11-09 10:30:00+00:00,2020-11-09 11:00:00+00:00,2020-11-09 11:15:00+00:00,15548.48,TP1.00_SL0.75,0.01,0.0075,True,TP,2020-11-09 11:50:00+00:00,0.01,5.0,4.6,35.0
external,2020-11-09 10:30:00+00:00,2020-11-09 11:00:00+00:00,2020-11-09 11:15:00+00:00,15548.48,TP1.50_SL1.00,0.015,0.01,True,TP,2020-11-09 11:55:00+00:00,0.015,7.5,7.1,40.0
external,2020-11-09 10:30:00+00:00,2020-11-09 11:00:00+00:00,2020-11-09 11:15:00+00:00,15548.48,TP2.00_SL1.00,0.02,0.01,True,TP,2020-11-09 11:55:00+00:00,0.02,10.0,9.6,40.0
external,2020-11-09 10:30:00+00:00,2020-11-09 11:00:00+00:00,2020-11-09 11:15:00+00:00,15548.48,TP2.00_SL1.50,0.02,0.015,True,TP,2020-11-09 11:55:00+00:00,0.02,10.0,9.6,40.0
external,2020-11-09 20:45:00+00:00,2020-11-09 21:00:00+00:00,2020-11-09 21:15:00+00:00,15401.72,TP0.50_SL0.50,0.005,0.005,True,SL,2020-11-09 21:50:00+00:00,-0.005,-2.5,-2.9,35.0
external,2020-11-09 20:45:00+00:00,2020-11-09 21:00:00+00:00,2020-11-09 21:15:00+00:00,15401.72,TP0.75_SL0.75,0.0075,0.0075,True,SL,2020-11-09 22:35:00+00:00,-0.0075,-3.75,-4.15,80.0
external,2020-11-09 20:45:00+00:00,2020-11-09 21:00:00+00:00,2020-11-09 21:15:00+00:00,15401.72,TP1.00_SL0.50,0.01,0.005,True,SL,2020-11-09 21:50:00+00:00,-0.005,-2.5,-2.9,35.0
external,2020-11-09 20:45:00+00:00,2020-11-09 21:00:00+00:00,2020-11-09 21:15:00+00:00,15401.72,TP1.00_SL0.75,0.01,0.0075,True,SL,2020-11-09 22:35:00+00:00,-0.0075,-3.75,-4.15,80.0
external,2020-11-09 20:45:00+00:00,2020-11-09 21:00:00+00:00,2020-11-09 21:15:00+00:00,15401.72,TP1.50_SL1.00,0.015,0.01,True,SL,2020-11-09 22:40:00+00:00,-0.01,-5.0,-5.4,85.0
external,2020-11-09 20:45:00+00:00,2020-11-09 21:00:00+00:00,2020-11-09 21:15:00+00:00,15401.72,TP2.00_SL1.00,0.02,0.01,True,SL,2020-11-09 22:40:00+00:00,-0.01,-5.0,-5.4,85.0
external,2020-11-09 20:45:00+00:00,2020-11-09 21:00:00+00:00,2020-11-09 21:15:00+00:00,15401.72,TP2.00_SL1.50,0.02,0.015,True,SL,2020-11-10 11:20:00+00:00,-0.015,-7.5,-7.9,845.0
external,2020-11-10 21:00:00+00:00,2020-11-10 21:15:00+00:00,2020-11-10 21:30:00+00:00,15337.97,TP0.50_SL0.50,0.005,0.005,True,TP,2020-11-11 00:30:00+00:00,0.005,2.5,2.1,180.0
external,2020-11-10 21:00:00+00:00,2020-11-10 21:15:00+00:00,2020-11-10 21:30:00+00:00,15337.97,TP0.75_SL0.75,0.0075,0.0075,True,TP,2020-11-11 00:45:00+00:00,0.0075,3.75,3.35,195.0
external,2020-11-10 21:00:00+00:00,2020-11-10 21:15:00+00:00,2020-11-10 21:30:00+00:00,15337.97,TP1.00_SL0.50,0.01,0.005,True,TP,2020-11-11 00:50:00+00:00,0.01,5.0,4.6,200.0
external,2020-11-10 21:00:00+00:00,2020-11-10 21:15:00+00:00,2020-11-10 21:30:00+00:00,15337.97,TP1.00_SL0.75,0.01,0.0075,True,TP,2020-11-11 00:50:00+00:00,0.01,5.0,4.6,200.0
external,2020-11-10 21:00:00+00:00,2020-11-10 21:15:00+00:00,2020-11-10 21:30:00+00:00,15337.97,TP1.50_SL1.00,0.015,0.01,True,TP,2020-11-11 10:55:00+00:00,0.015,7.5,7.1,805.0
external,2020-11-10 21:00:00+00:00,2020-11-10 21:15:00+00:00,2020-11-10 21:30:00+00:00,15337.97,TP2.00_SL1.00,0.02,0.01,True,TP,2020-11-11 11:25:00+00:00,0.02,10.0,9.6,835.0
external,2020-11-10 21:00:00+00:00,2020-11-10 21:15:00+00:00,2020-11-10 21:30:00+00:00,15337.97,TP2.00_SL1.50,0.02,0.015,True,TP,2020-11-11 11:25:00+00:00,0.02,10.0,9.6,835.0
external,2020-11-12 05:30:00+00:00,2020-11-12 06:00:00+00:00,2020-11-12 06:15:00+00:00,15790.26,TP0.50_SL0.50,0.005,0.005,True,TP,2020-11-12 07:25:00+00:00,0.005,2.5,2.1,70.0
external,2020-11-12 05:30:00+00:00,2020-11-12 06:00:00+00:00,2020-11-12 06:15:00+00:00,15790.26,TP0.75_SL0.75,0.0075,0.0075,True,TP,2020-11-12 07:35:00+00:00,0.0075,3.75,3.35,80.0
external,2020-11-12 05:30:00+00:00,2020-11-12 06:00:00+00:00,2020-11-12 06:15:00+00:00,15790.26,TP1.00_SL0.50,0.01,0.005,True,TP,2020-11-12 08:10:00+00:00,0.01,5.0,4.6,115.0
external,2020-11-12 05:30:00+00:00,2020-11-12 06:00:00+00:00,2020-11-12 06:15:00+00:00,15790.26,TP1.00_SL0.75,0.01,0.0075,True,TP,2020-11-12 08:10:00+00:00,0.01,5.0,4.6,115.0
external,2020-11-12 05:30:00+00:00,2020-11-12 06:00:00+00:00,2020-11-12 06:15:00+00:00,15790.26,TP1.50_SL1.00,0.015,0.01,True,TP,2020-11-12 09:50:00+00:00,0.015,7.5,7.1,215.0
external,2020-11-12 05:30:00+00:00,2020-11-12 06:00:00+00:00,2020-11-12 06:15:00+00:00,15790.26,TP2.00_SL1.00,0.02,0.01,True,TP,2020-11-12 09:50:00+00:00,0.02,10.0,9.6,215.0
external,2020-11-12 05:30:00+00:00,2020-11-12 06:00:00+00:00,2020-11-12 06:15:00+00:00,15790.26,TP2.00_SL1.50,0.02,0.015,True,TP,2020-11-12 09:50:00+00:00,0.02,10.0,9.6,215.0
external,2020-11-13 19:30:00+00:00,2020-11-13 20:30:00+00:00,2020-11-13 20:45:00+00:00,16232.49,TP0.50_SL0.50,0.005,0.005,True,TP,2020-11-13 22:00:00+00:00,0.005,2.5,2.1,75.0
external,2020-11-13 19:30:00+00:00,2020-11-13 20:30:00+00:00,2020-11-13 20:45:00+00:00,16232.49,TP0.75_SL0.75,0.0075,0.0075,True,TP,2020-11-13 22:20:00+00:00,0.0075,3.75,3.35,95.0
external,2020-11-13 19:30:00+00:00,2020-11-13 20:30:00+00:00,2020-11-13 20:45:00+00:00,16232.49,TP1.00_SL0.50,0.01,0.005,True,SL,2020-11-14 02:50:00+00:00,-0.005,-2.5,-2.9,365.0
external,2020-11-13 19:30:00+00:00,2020-11-13 20:30:00+00:00,2020-11-13 20:45:00+00:00,16232.49,TP1.00_SL0.75,0.01,0.0075,True,SL,2020-11-14 04:15:00+00:00,-0.0075,-3.75,-4.15,450.0
external,2020-11-13 19:30:00+00:00,2020-11-13 20:30:00+00:00,2020-11-13 20:45:00+00:00,16232.49,TP1.50_SL1.00,0.015,0.01,True,SL,2020-11-14 05:05:00+00:00,-0.01,-5.0,-5.4,500.0
external,2020-11-13 19:30:00+00:00,2020-11-13 20:30:00+00:00,2020-11-13 20:45:00+00:00,16232.49,TP2.00_SL1.00,0.02,0.01,True,SL,2020-11-14 05:05:00+00:00,-0.01,-5.0,-5.4,500.0
external,2020-11-13 19:30:00+00:00,2020-11-13 20:30:00+00:00,2020-11-13 20:45:00+00:00,16232.49,TP2.00_SL1.50,0.02,0.015,True,SL,2020-11-14 08:15:00+00:00,-0.015,-7.5,-7.9,690.0
external,2020-11-19 02:15:00+00:00,2020-11-19 03:00:00+00:00,2020-11-19 03:15:00+00:00,17972.01,TP0.50_SL0.50,0.005,0.005,True,SL,2020-11-19 03:50:00+00:00,-0.005,-2.5,-2.9,35.0
external,2020-11-19 02:15:00+00:00,2020-11-19 03:00:00+00:00,2020-11-19 03:15:00+00:00,17972.01,TP0.75_SL0.75,0.0075,0.0075,True,SL,2020-11-19 04:05:00+00:00,-0.0075,-3.75,-4.15,50.0
external,2020-11-19 02:15:00+00:00,2020-11-19 03:00:00+00:00,2020-11-19 03:15:00+00:00,17972.01,TP1.00_SL0.50,0.01,0.005,True,SL,2020-11-19 03:50:00+00:00,-0.005,-2.5,-2.9,35.0
external,2020-11-19 02:15:00+00:00,2020-11-19 03:00:00+00:00,2020-11-19 03:15:00+00:00,17972.01,TP1.00_SL0.75,0.01,0.0075,True,SL,2020-11-19 04:05:00+00:00,-0.0075,-3.75,-4.15,50.0
external,2020-11-19 02:15:00+00:00,2020-11-19 03:00:00+00:00,2020-11-19 03:15:00+00:00,17972.01,TP1.50_SL1.00,0.015,0.01,True,SL,2020-11-19 04:25:00+00:00,-0.01,-5.0,-5.4,70.0
external,2020-11-19 02:15:00+00:00,2020-11-19 03:00:00+00:00,2020-11-19 03:15:00+00:00,17972.01,TP2.00_SL1.00,0.02,0.01,True,SL,2020-11-19 04:25:00+00:00,-0.01,-5.0,-5.4,70.0
external,2020-11-19 02:15:00+00:00,2020-11-19 03:00:00+00:00,2020-11-19 03:15:00+00:00,17972.01,TP2.00_SL1.50,0.02,0.015,True,SL,2020-11-19 07:00:00+00:00,-0.015,-7.5,-7.9,225.0
external,2020-11-19 13:30:00+00:00,2020-11-19 13:45:00+00:00,2020-11-19 14:00:00+00:00,18023.08,TP0.50_SL0.50,0.005,0.005,True,SL,2020-11-19 14:20:00+00:00,-0.005,-2.5,-2.9,20.0
external,2020-11-19 13:30:00+00:00,2020-11-19 13:45:00+00:00,2020-11-19 14:00:00+00:00,18023.08,TP0.75_SL0.75,0.0075,0.0075,True,SL,2020-11-19 14:25:00+00:00,-0.0075,-3.75,-4.15,25.0
external,2020-11-19 13:30:00+00:00,2020-11-19 13:45:00+00:00,2020-11-19 14:00:00+00:00,18023.08,TP1.00_SL0.50,0.01,0.005,True,SL,2020-11-19 14:20:00+00:00,-0.005,-2.5,-2.9,20.0
external,2020-11-19 13:30:00+00:00,2020-11-19 13:45:00+00:00,2020-11-19 14:00:00+00:00,18023.08,TP1.00_SL0.75,0.01,0.0075,True,SL,2020-11-19 14:25:00+00:00,-0.0075,-3.75,-4.15,25.0
external,2020-11-19 13:30:00+00:00,2020-11-19 13:45:00+00:00,2020-11-19 14:00:00+00:00,18023.08,TP1.50_SL1.00,0.015,0.01,True,SL,2020-11-19 23:05:00+00:00,-0.01,-5.0,-5.4,545.0
external,2020-11-19 13:30:00+00:00,2020-11-19 13:45:00+00:00,2020-11-19 14:00:00+00:00,18023.08,TP2.00_SL1.00,0.02,0.01,True,SL,2020-11-19 23:05:00+00:00,-0.01,-5.0,-5.4,545.0
external,2020-11-19 13:30:00+00:00,2020-11-19 13:45:00+00:00,2020-11-19 14:00:00+00:00,18023.08,TP2.00_SL1.50,0.02,0.015,True,SL,2020-11-19 23:20:00+00:00,-0.015,-7.5,-7.9,560.0
external,2020-11-20 02:00:00+00:00,2020-11-20 02:15:00+00:00,2020-11-20 02:30:00+00:00,18032.6,TP0.50_SL0.50,0.005,0.005,True,TP,2020-11-20 04:30:00+00:00,0.005,2.5,2.1,120.0
external,2020-11-20 02:00:00+00:00,2020-11-20 02:15:00+00:00,2020-11-20 02:30:00+00:00,18032.6,TP0.75_SL0.75,0.0075,0.0075,True,TP,2020-11-20 04:35:00+00:00,0.0075,3.75,3.35,125.0
external,2020-11-20 02:00:00+00:00,2020-11-20 02:15:00+00:00,2020-11-20 02:30:00+00:00,18032.6,TP1.00_SL0.50,0.01,0.005,True,TP,2020-11-20 04:40:00+00:00,0.01,5.0,4.6,130.0
external,2020-11-20 02:00:00+00:00,2020-11-20 02:15:00+00:00,2020-11-20 02:30:00+00:00,18032.6,TP1.00_SL0.75,0.01,0.0075,True,TP,2020-11-20 04:40:00+00:00,0.01,5.0,4.6,130.0
external,2020-11-20 02:00:00+00:00,2020-11-20 02:15:00+00:00,2020-11-20 02:30:00+00:00,18032.6,TP1.50_SL1.00,0.015,0.01,True,TP,2020-11-20 07:10:00+00:00,0.015,7.5,7.1,280.0
external,2020-11-20 02:00:00+00:00,2020-11-20 02:15:00+00:00,2020-11-20 02:30:00+00:00,18032.6,TP2.00_SL1.00,0.02,0.01,True,TP,2020-11-20 07:15:00+00:00,0.02,10.0,9.6,285.0
external,2020-11-20 02:00:00+00:00,2020-11-20 02:15:00+00:00,2020-11-20 02:30:00+00:00,18032.6,TP2.00_SL1.50,0.02,0.015,True,TP,2020-11-20 07:15:00+00:00,0.02,10.0,9.6,285.0
external,2020-11-21 13:30:00+00:00,2020-11-21 13:45:00+00:00,2020-11-21 14:00:00+00:00,18820.02,TP0.50_SL0.50,0.005,0.005,True,SL,2020-11-21 14:20:00+00:00,-0.005,-2.5,-2.9,20.0
external,2020-11-21 13:30:00+00:00,2020-11-21 13:45:00+00:00,2020-11-21 14:00:00+00:00,18820.02,TP0.75_SL0.75,0.0075,0.0075,True,SL,2020-11-21 14:25:00+00:00,-0.0075,-3.75,-4.15,25.0
external,2020-11-21 13:30:00+00:00,2020-11-21 13:45:00+00:00,2020-11-21 14:00:00+00:00,18820.02,TP1.00_SL0.50,0.01,0.005,True,SL,2020-11-21 14:20:00+00:00,-0.005,-2.5,-2.9,20.0
external,2020-11-21 13:30:00+00:00,2020-11-21 13:45:00+00:00,2020-11-21 14:00:00+00:00,18820.02,TP1.00_SL0.75,0.01,0.0075,True,SL,2020-11-21 14:25:00+00:00,-0.0075,-3.75,-4.15,25.0
external,2020-11-21 13:30:00+00:00,2020-11-21 13:45:00+00:00,2020-11-21 14:00:00+00:00,18820.02,TP1.50_SL1.00,0.015,0.01,True,SL,2020-11-21 19:35:00+00:00,-0.01,-5.0,-5.4,335.0
external,2020-11-21 13:30:00+00:00,2020-11-21 13:45:00+00:00,2020-11-21 14:00:00+00:00,18820.02,TP2.00_SL1.00,0.02,0.01,True,SL,2020-11-21 19:35:00+00:00,-0.01,-5.0,-5.4,335.0
external,2020-11-21 13:30:00+00:00,2020-11-21 13:45:00+00:00,2020-11-21 14:00:00+00:00,18820.02,TP2.00_SL1.50,0.02,0.015,True,SL,2020-11-21 22:15:00+00:00,-0.015,-7.5,-7.9,495.0
external,2020-11-22 17:15:00+00:00,2020-11-22 17:45:00+00:00,2020-11-22 18:00:00+00:00,18508.06,TP0.50_SL0.50,0.005,0.005,True,TP,2020-11-22 18:15:00+00:00,0.005,2.5,2.1,15.0
external,2020-11-22 17:15:00+00:00,2020-11-22 17:45:00+00:00,2020-11-22 18:00:00+00:00,18508.06,TP0.75_SL0.75,0.0075,0.0075,True,TP,2020-11-22 18:20:00+00:00,0.0075,3.75,3.35,20.0
external,2020-11-22 17:15:00+00:00,2020-11-22 17:45:00+00:00,2020-11-22 18:00:00+00:00,18508.06,TP1.00_SL0.50,0.01,0.005,True,TP,2020-11-22 20:10:00+00:00,0.01,5.0,4.6,130.0
external,2020-11-22 17:15:00+00:00,2020-11-22 17:45:00+00:00,2020-11-22 18:00:00+00:00,18508.06,TP1.00_SL0.75,0.01,0.0075,True,TP,2020-11-22 20:10:00+00:00,0.01,5.0,4.6,130.0
external,2020-11-22 17:15:00+00:00,2020-11-22 17:45:00+00:00,2020-11-22 18:00:00+00:00,18508.06,TP1.50_SL1.00,0.015,0.01,True,SL,2020-11-23 00:25:00+00:00,-0.01,-5.0,-5.4,385.0
external,2020-11-22 17:15:00+00:00,2020-11-22 17:45:00+00:00,2020-11-22 18:00:00+00:00,18508.06,TP2.00_SL1.00,0.02,0.01,True,SL,2020-11-23 00:25:00+00:00,-0.01,-5.0,-5.4,385.0
external,2020-11-22 17:15:00+00:00,2020-11-22 17:45:00+00:00,2020-11-22 18:00:00+00:00,18508.06,TP2.00_SL1.50,0.02,0.015,True,SL,2020-11-23 00:30:00+00:00,-0.015,-7.5,-7.9,390.0
