partition,bull_cross_ts,signal_ts,entry_ts,entry_px,config,tp,sl,resolved,exit_reason,exit_ts,gross_return,gross_pnl_usd,net_pnl_usd,hold_minutes
external,2020-01-17 16:15:00+00:00,2020-01-17 16:30:00+00:00,2020-01-17 16:45:00+00:00,8926.42,TP0.50_SL0.50,0.005,0.005,True,SL,2020-01-17 16:55:00+00:00,-0.005,-2.5,-2.9,10.0
external,2020-01-17 16:15:00+00:00,2020-01-17 16:30:00+00:00,2020-01-17 16:45:00+00:00,8926.42,TP0.75_SL0.75,0.0075,0.0075,True,SL,2020-01-17 19:45:00+00:00,-0.0075,-3.75,-4.15,180.0
external,2020-01-17 16:15:00+00:00,2020-01-17 16:30:00+00:00,2020-01-17 16:45:00+00:00,8926.42,TP1.00_SL0.50,0.01,0.005,True,SL,2020-01-17 16:55:00+00:00,-0.005,-2.5,-2.9,10.0
external,2020-01-17 16:15:00+00:00,2020-01-17 16:30:00+00:00,2020-01-17 16:45:00+00:00,8926.42,TP1.00_SL0.75,0.01,0.0075,True,SL,2020-01-17 19:45:00+00:00,-0.0075,-3.75,-4.15,180.0
external,2020-01-17 16:15:00+00:00,2020-01-17 16:30:00+00:00,2020-01-17 16:45:00+00:00,8926.42,TP1.50_SL1.00,0.015,0.01,True,SL,2020-01-17 19:45:00+00:00,-0.01,-5.0,-5.4,180.0
external,2020-01-17 16:15:00+00:00,2020-01-17 16:30:00+00:00,2020-01-17 16:45:00+00:00,8926.42,TP2.00_SL1.00,0.02,0.01,True,SL,2020-01-17 19:45:00+00:00,-0.01,-5.0,-5.4,180.0
external,2020-01-17 16:15:00+00:00,2020-01-17 16:30:00+00:00,2020-01-17 16:45:00+00:00,8926.42,TP2.00_SL1.50,0.02,0.015,True,TP,2020-01-19 01:00:00+00:00,0.02,10.0,9.6,1935.0
external,2020-01-18 12:45:00+00:00,2020-01-18 13:00:00+00:00,2020-01-18 13:15:00+00:00,8925.0,TP0.50_SL0.50,0.005,0.005,True,SL,2020-01-18 15:40:00+00:00,-0.005,-2.5,-2.9,145.0
external,2020-01-18 12:45:00+00:00,2020-01-18 13:00:00+00:00,2020-01-18 13:15:00+00:00,8925.0,TP0.75_SL0.75,0.0075,0.0075,True,SL,2020-01-18 16:30:00+00:00,-0.0075,-3.75,-4.15,195.0
external,2020-01-18 12:45:00+00:00,2020-01-18 13:00:00+00:00,2020-01-18 13:15:00+00:00,8925.0,TP1.00_SL0.50,0.01,0.005,True,SL,2020-01-18 15:40:00+00:00,-0.005,-2.5,-2.9,145.0
external,2020-01-18 12:45:00+00:00,2020-01-18 13:00:00+00:00,2020-01-18 13:15:00+00:00,8925.0,TP1.00_SL0.75,0.01,0.0075,True,SL,2020-01-18 16:30:00+00:00,-0.0075,-3.75,-4.15,195.0
external,2020-01-18 12:45:00+00:00,2020-01-18 13:00:00+00:00,2020-01-18 13:15:00+00:00,8925.0,TP1.50_SL1.00,0.015,0.01,True,TP,2020-01-19 01:00:00+00:00,0.015,7.5,7.1,705.0
external,2020-01-18 12:45:00+00:00,2020-01-18 13:00:00+00:00,2020-01-18 13:15:00+00:00,8925.0,TP2.00_SL1.00,0.02,0.01,True,TP,2020-01-19 01:00:00+00:00,0.02,10.0,9.6,705.0
external,2020-01-18 12:45:00+00:00,2020-01-18 13:00:00+00:00,2020-01-18 13:15:00+00:00,8925.0,TP2.00_SL1.50,0.02,0.015,True,TP,2020-01-19 01:00:00+00:00,0.02,10.0,9.6,705.0
external,2020-01-28 20:30:00+00:00,2020-01-28 21:00:00+00:00,2020-01-28 21:15:00+00:00,9105.75,TP0.50_SL0.50,0.005,0.005,True,SL,2020-01-28 21:30:00+00:00,-0.005,-2.5,-2.9,15.0
external,2020-01-28 20:30:00+00:00,2020-01-28 21:00:00+00:00,2020-01-28 21:15:00+00:00,9105.75,TP0.75_SL0.75,0.0075,0.0075,True,TP,2020-01-28 22:50:00+00:00,0.0075,3.75,3.35,95.0
external,2020-01-28 20:30:00+00:00,2020-01-28 21:00:00+00:00,2020-01-28 21:15:00+00:00,9105.75,TP1.00_SL0.50,0.01,0.005,True,SL,2020-01-28 21:30:00+00:00,-0.005,-2.5,-2.9,15.0
external,2020-01-28 20:30:00+00:00,2020-01-28 21:00:00+00:00,2020-01-28 21:15:00+00:00,9105.75,TP1.00_SL0.75,0.01,0.0075,True,TP,2020-01-28 23:30:00+00:00,0.01,5.0,4.6,135.0
external,2020-01-28 20:30:00+00:00,2020-01-28 21:00:00+00:00,2020-01-28 21:15:00+00:00,9105.75,TP1.50_SL1.00,0.015,0.01,True,TP,2020-01-28 23:35:00+00:00,0.015,7.5,7.1,140.0
external,2020-01-28 20:30:00+00:00,2020-01-28 21:00:00+00:00,2020-01-28 21:15:00+00:00,9105.75,TP2.00_SL1.00,0.02,0.01,True,TP,2020-01-28 23:35:00+00:00,0.02,10.0,9.6,140.0
external,2020-01-28 20:30:00+00:00,2020-01-28 21:00:00+00:00,2020-01-28 21:15:00+00:00,9105.75,TP2.00_SL1.50,0.02,0.015,True,TP,2020-01-28 23:35:00+00:00,0.02,10.0,9.6,140.0
external,2020-01-30 06:30:00+00:00,2020-01-30 07:00:00+00:00,2020-01-30 07:15:00+00:00,9350.62,TP0.50_SL0.50,0.005,0.005,True,TP,2020-01-30 07:40:00+00:00,0.005,2.5,2.1,25.0
external,2020-01-30 06:30:00+00:00,2020-01-30 07:00:00+00:00,2020-01-30 07:15:00+00:00,9350.62,TP0.75_SL0.75,0.0075,0.0075,True,TP,2020-01-30 14:00:00+00:00,0.0075,3.75,3.35,405.0
external,2020-01-30 06:30:00+00:00,2020-01-30 07:00:00+00:00,2020-01-30 07:15:00+00:00,9350.62,TP1.00_SL0.50,0.01,0.005,True,SL,2020-01-30 14:05:00+00:00,-0.005,-2.5,-2.9,410.0
external,2020-01-30 06:30:00+00:00,2020-01-30 07:00:00+00:00,2020-01-30 07:15:00+00:00,9350.62,TP1.00_SL0.75,0.01,0.0075,True,TP,2020-01-30 16:20:00+00:00,0.01,5.0,4.6,545.0
external,2020-01-30 06:30:00+00:00,2020-01-30 07:00:00+00:00,2020-01-30 07:15:00+00:00,9350.62,TP1.50_SL1.00,0.015,0.01,True,TP,2020-01-30 16:25:00+00:00,0.015,7.5,7.1,550.0
external,2020-01-30 06:30:00+00:00,2020-01-30 07:00:00+00:00,2020-01-30 07:15:00+00:00,9350.62,TP2.00_SL1.00,0.02,0.01,True,SL,2020-01-30 16:30:00+00:00,-0.01,-5.0,-5.4,555.0
external,2020-01-30 06:30:00+00:00,2020-01-30 07:00:00+00:00,2020-01-30 07:15:00+00:00,9350.62,TP2.00_SL1.50,0.02,0.015,True,TP,2020-01-30 18:15:00+00:00,0.02,10.0,9.6,660.0
external,2020-01-31 22:00:00+00:00,2020-01-31 22:15:00+00:00,2020-01-31 22:30:00+00:00,9389.69,TP0.50_SL0.50,0.005,0.005,True,TP,2020-01-31 22:45:00+00:00,0.005,2.5,2.1,15.0
external,2020-01-31 22:00:00+00:00,2020-01-31 22:15:00+00:00,2020-01-31 22:30:00+00:00,9389.69,TP0.75_SL0.75,0.0075,0.0075,True,TP,2020-02-01 02:10:00+00:00,0.0075,3.75,3.35,220.0
external,2020-01-31 22:00:00+00:00,2020-01-31 22:15:00+00:00,2020-01-31 22:30:00+00:00,9389.69,TP1.00_SL0.50,0.01,0.005,True,SL,2020-01-31 23:45:00+00:00,-0.005,-2.5,-2.9,75.0
external,2020-01-31 22:00:00+00:00,2020-01-31 22:15:00+00:00,2020-01-31 22:30:00+00:00,9389.69,TP1.00_SL0.75,0.01,0.0075,True,SL,2020-02-01 12:45:00+00:00,-0.0075,-3.75,-4.15,855.0
external,2020-01-31 22:00:00+00:00,2020-01-31 22:15:00+00:00,2020-01-31 22:30:00+00:00,9389.69,TP1.50_SL1.00,0.015,0.01,True,SL,2020-02-02 02:10:00+00:00,-0.01,-5.0,-5.4,1660.0
external,2020-01-31 22:00:00+00:00,2020-01-31 22:15:00+00:00,2020-01-31 22:30:00+00:00,9389.69,TP2.00_SL1.00,0.02,0.01,True,SL,2020-02-02 02:10:00+00:00,-0.01,-5.0,-5.4,1660.0
external,2020-01-31 22:00:00+00:00,2020-01-31 22:15:00+00:00,2020-01-31 22:30:00+00:00,9389.69,TP2.00_SL1.50,0.02,0.015,True,SL,2020-02-02 04:05:00+00:00,-0.015,-7.5,-7.9,1775.0
external,2020-02-07 23:30:00+00:00,2020-02-08 00:30:00+00:00,2020-02-08 00:45:00+00:00,9816.74,TP0.50_SL0.50,0.005,0.005,True,SL,2020-02-08 02:30:00+00:00,-0.005,-2.5,-2.9,105.0
external,2020-02-07 23:30:00+00:00,2020-02-08 00:30:00+00:00,2020-02-08 00:45:00+00:00,9816.74,TP0.75_SL0.75,0.0075,0.0075,True,SL,2020-02-08 02:50:00+00:00,-0.0075,-3.75,-4.15,125.0
external,2020-02-07 23:30:00+00:00,2020-02-08 00:30:00+00:00,2020-02-08 00:45:00+00:00,9816.74,TP1.00_SL0.50,0.01,0.005,True,SL,2020-02-08 02:30:00+00:00,-0.005,-2.5,-2.9,105.0
external,2020-02-07 23:30:00+00:00,2020-02-08 00:30:00+00:00,2020-02-08 00:45:00+00:00,9816.74,TP1.00_SL0.75,0.01,0.0075,True,SL,2020-02-08 02:50:00+00:00,-0.0075,-3.75,-4.15,125.0
external,2020-02-07 23:30:00+00:00,2020-02-08 00:30:00+00:00,2020-02-08 00:45:00+00:00,9816.74,TP1.50_SL1.00,0.015,0.01,True,SL,2020-02-08 02:50:00+00:00,-0.01,-5.0,-5.4,125.0
external,2020-02-07 23:30:00+00:00,2020-02-08 00:30:00+00:00,2020-02-08 00:45:00+00:00,9816.74,TP2.00_SL1.00,0.02,0.01,True,SL,2020-02-08 02:50:00+00:00,-0.01,-5.0,-5.4,125.0
external,2020-02-07 23:30:00+00:00,2020-02-08 00:30:00+00:00,2020-02-08 00:45:00+00:00,9816.74,TP2.00_SL1.50,0.02,0.015,True,TP,2020-02-09 03:10:00+00:00,0.02,10.0,9.6,1585.0
external,2020-02-08 08:30:00+00:00,2020-02-08 09:30:00+00:00,2020-02-08 09:45:00+00:00,9823.58,TP0.50_SL0.50,0.005,0.005,True,TP,2020-02-08 13:40:00+00:00,0.005,2.5,2.1,235.0
external,2020-02-08 08:30:00+00:00,2020-02-08 09:30:00+00:00,2020-02-08 09:45:00+00:00,9823.58,TP0.75_SL0.75,0.0075,0.0075,True,TP,2020-02-08 17:10:00+00:00,0.0075,3.75,3.35,445.0
external,2020-02-08 08:30:00+00:00,2020-02-08 09:30:00+00:00,2020-02-08 09:45:00+00:00,9823.58,TP1.00_SL0.50,0.01,0.005,True,SL,2020-02-08 13:45:00+00:00,-0.005,-2.5,-2.9,240.0
external,2020-02-08 08:30:00+00:00,2020-02-08 09:30:00+00:00,2020-02-08 09:45:00+00:00,9823.58,TP1.00_SL0.75,0.01,0.0075,True,TP,2020-02-08 21:45:00+00:00,0.01,5.0,4.6,720.0
external,2020-02-08 08:30:00+00:00,2020-02-08 09:30:00+00:00,2020-02-08 09:45:00+00:00,9823.58,TP1.50_SL1.00,0.015,0.01,True,TP,2020-02-09 02:30:00+00:00,0.015,7.5,7.1,1005.0
external,2020-02-08 08:30:00+00:00,2020-02-08 09:30:00+00:00,2020-02-08 09:45:00+00:00,9823.58,TP2.00_SL1.00,0.02,0.01,True,TP,2020-02-09 03:10:00+00:00,0.02,10.0,9.6,1045.0
external,2020-02-08 08:30:00+00:00,2020-02-08 09:30:00+00:00,2020-02-08 09:45:00+00:00,9823.58,TP2.00_SL1.50,0.02,0.015,True,TP,2020-02-09 03:10:00+00:00,0.02,10.0,9.6,1045.0
external,2020-02-14 03:00:00+00:00,2020-02-14 03:15:00+00:00,2020-02-14 03:30:00+00:00,10298.57,TP0.50_SL0.50,0.005,0.005,True,SL,2020-02-14 03:35:00+00:00,-0.005,-2.5,-2.9,5.0
external,2020-02-14 03:00:00+00:00,2020-02-14 03:15:00+00:00,2020-02-14 03:30:00+00:00,10298.57,TP0.75_SL0.75,0.0075,0.0075,True,SL,2020-02-14 04:20:00+00:00,-0.0075,-3.75,-4.15,50.0
external,2020-02-14 03:00:00+00:00,2020-02-14 03:15:00+00:00,2020-02-14 03:30:00+00:00,10298.57,TP1.00_SL0.50,0.01,0.005,True,SL,2020-02-14 03:35:00+00:00,-0.005,-2.5,-2.9,5.0
external,2020-02-14 03:00:00+00:00,2020-02-14 03:15:00+00:00,2020-02-14 03:30:00+00:00,10298.57,TP1.00_SL0.75,0.01,0.0075,True,SL,2020-02-14 04:20:00+00:00,-0.0075,-3.75,-4.15,50.0
external,2020-02-14 03:00:00+00:00,2020-02-14 03:15:00+00:00,2020-02-14 03:30:00+00:00,10298.57,TP1.50_SL1.00,0.015,0.01,True,SL,2020-02-14 05:25:00+00:00,-0.01,-5.0,-5.4,115.0
external,2020-02-14 03:00:00+00:00,2020-02-14 03:15:00+00:00,2020-02-14 03:30:00+00:00,10298.57,TP2.00_SL1.00,0.02,0.01,True,SL,2020-02-14 05:25:00+00:00,-0.01,-5.0,-5.4,115.0
external,2020-02-14 03:00:00+00:00,2020-02-14 03:15:00+00:00,2020-02-14 03:30:00+00:00,10298.57,TP2.00_SL1.50,0.02,0.015,True,SL,2020-02-14 07:35:00+00:00,-0.015,-7.5,-7.9,245.0
external,2020-03-25 06:45:00+00:00,2020-03-25 07:00:00+00:00,2020-03-25 07:15:00+00:00,6688.16,TP0.50_SL0.50,0.005,0.005,True,SL,2020-03-25 07:20:00+00:00,-0.005,-2.5,-2.9,5.0
external,2020-03-25 06:45:00+00:00,2020-03-25 07:00:00+00:00,2020-03-25 07:15:00+00:00,6688.16,TP0.75_SL0.75,0.0075,0.0075,True,SL,2020-03-25 07:20:00+00:00,-0.0075,-3.75,-4.15,5.0
external,2020-03-25 06:45:00+00:00,2020-03-25 07:00:00+00:00,2020-03-25 07:15:00+00:00,6688.16,TP1.00_SL0.50,0.01,0.005,True,SL,2020-03-25 07:20:00+00:00,-0.005,-2.5,-2.9,5.0
external,2020-03-25 06:45:00+00:00,2020-03-25 07:00:00+00:00,2020-03-25 07:15:00+00:00,6688.16,TP1.00_SL0.75,0.01,0.0075,True,SL,2020-03-25 07:20:00+00:00,-0.0075,-3.75,-4.15,5.0
external,2020-03-25 06:45:00+00:00,2020-03-25 07:00:00+00:00,2020-03-25 07:15:00+00:00,6688.16,TP1.50_SL1.00,0.015,0.01,True,SL,2020-03-25 07:30:00+00:00,-0.01,-5.0,-5.4,15.0
external,2020-03-25 06:45:00+00:00,2020-03-25 07:00:00+00:00,2020-03-25 07:15:00+00:00,6688.16,TP2.00_SL1.00,0.02,0.01,True,SL,2020-03-25 07:30:00+00:00,-0.01,-5.0,-5.4,15.0
external,2020-03-25 06:45:00+00:00,2020-03-25 07:00:00+00:00,2020-03-25 07:15:00+00:00,6688.16,TP2.00_SL1.50,0.02,0.015,True,TP,2020-03-25 09:00:00+00:00,0.02,10.0,9.6,105.0
external,2020-03-25 23:15:00+00:00,2020-03-25 23:30:00+00:00,2020-03-25 23:45:00+00:00,6666.31,TP0.50_SL0.50,0.005,0.005,True,TP,2020-03-26 00:00:00+00:00,0.005,2.5,2.1,15.0
external,2020-03-25 23:15:00+00:00,2020-03-25 23:30:00+00:00,2020-03-25 23:45:00+00:00,6666.31,TP0.75_SL0.75,0.0075,0.0075,True,TP,2020-03-26 00:00:00+00:00,0.0075,3.75,3.35,15.0
external,2020-03-25 23:15:00+00:00,2020-03-25 23:30:00+00:00,2020-03-25 23:45:00+00:00,6666.31,TP1.00_SL0.50,0.01,0.005,True,TP,2020-03-26 00:00:00+00:00,0.01,5.0,4.6,15.0
external,2020-03-25 23:15:00+00:00,2020-03-25 23:30:00+00:00,2020-03-25 23:45:00+00:00,6666.31,TP1.00_SL0.75,0.01,0.0075,True,TP,2020-03-26 00:00:00+00:00,0.01,5.0,4.6,15.0
external,2020-03-25 23:15:00+00:00,2020-03-25 23:30:00+00:00,2020-03-25 23:45:00+00:00,6666.31,TP1.50_SL1.00,0.015,0.01,True,TP,2020-03-26 00:20:00+00:00,0.015,7.5,7.1,35.0
external,2020-03-25 23:15:00+00:00,2020-03-25 23:30:00+00:00,2020-03-25 23:45:00+00:00,6666.31,TP2.00_SL1.00,0.02,0.01,True,SL,2020-03-26 06:15:00+00:00,-0.01,-5.0,-5.4,390.0
external,2020-03-25 23:15:00+00:00,2020-03-25 23:30:00+00:00,2020-03-25 23:45:00+00:00,6666.31,TP2.00_SL1.50,0.02,0.015,True,SL,2020-03-26 07:45:00+00:00,-0.015,-7.5,-7.9,480.0
external,2020-03-26 19:15:00+00:00,2020-03-26 19:45:00+00:00,2020-03-26 20:00:00+00:00,6653.06,TP0.50_SL0.50,0.005,0.005,True,TP,2020-03-26 20:10:00+00:00,0.005,2.5,2.1,10.0
external,2020-03-26 19:15:00+00:00,2020-03-26 19:45:00+00:00,2020-03-26 20:00:00+00:00,6653.06,TP0.75_SL0.75,0.0075,0.0075,True,TP,2020-03-26 20:10:00+00:00,0.0075,3.75,3.35,10.0
external,2020-03-26 19:15:00+00:00,2020-03-26 19:45:00+00:00,2020-03-26 20:00:00+00:00,6653.06,TP1.00_SL0.50,0.01,0.005,True,TP,2020-03-26 20:10:00+00:00,0.01,5.0,4.6,10.0
external,2020-03-26 19:15:00+00:00,2020-03-26 19:45:00+00:00,2020-03-26 20:00:00+00:00,6653.06,TP1.00_SL0.75,0.01,0.0075,True,TP,2020-03-26 20:10:00+00:00,0.01,5.0,4.6,10.0
external,2020-03-26 19:15:00+00:00,2020-03-26 19:45:00+00:00,2020-03-26 20:00:00+00:00,6653.06,TP1.50_SL1.00,0.015,0.01,True,TP,2020-03-26 23:30:00+00:00,0.015,7.5,7.1,210.0
external,2020-03-26 19:15:00+00:00,2020-03-26 19:45:00+00:00,2020-03-26 20:00:00+00:00,6653.06,TP2.00_SL1.00,0.02,0.01,True,TP,2020-03-27 00:00:00+00:00,0.02,10.0,9.6,240.0
external,2020-03-26 19:15:00+00:00,2020-03-26 19:45:00+00:00,2020-03-26 20:00:00+00:00,6653.06,TP2.00_SL1.50,0.02,0.015,True,TP,2020-03-27 00:00:00+00:00,0.02,10.0,9.6,240.0
external,2020-03-27 21:15:00+00:00,2020-03-27 21:45:00+00:00,2020-03-27 22:00:00+00:00,6669.99,TP0.50_SL0.50,0.005,0.005,True,SL,2020-03-27 23:05:00+00:00,-0.005,-2.5,-2.9,65.0
external,2020-03-27 21:15:00+00:00,2020-03-27 21:45:00+00:00,2020-03-27 22:00:00+00:00,6669.99,TP0.75_SL0.75,0.0075,0.0075,True,SL,2020-03-27 23:25:00+00:00,-0.0075,-3.75,-4.15,85.0
external,2020-03-27 21:15:00+00:00,2020-03-27 21:45:00+00:00,2020-03-27 22:00:00+00:00,6669.99,TP1.00_SL0.50,0.01,0.005,True,SL,2020-03-27 23:05:00+00:00,-0.005,-2.5,-2.9,65.0
external,2020-03-27 21:15:00+00:00,2020-03-27 21:45:00+00:00,2020-03-27 22:00:00+00:00,6669.99,TP1.00_SL0.75,0.01,0.0075,True,SL,2020-03-27 23:25:00+00:00,-0.0075,-3.75,-4.15,85.0
external,2020-03-27 21:15:00+00:00,2020-03-27 21:45:00+00:00,2020-03-27 22:00:00+00:00,6669.99,TP1.50_SL1.00,0.015,0.01,True,SL,2020-03-27 23:35:00+00:00,-0.01,-5.0,-5.4,95.0
external,2020-03-27 21:15:00+00:00,2020-03-27 21:45:00+00:00,2020-03-27 22:00:00+00:00,6669.99,TP2.00_SL1.00,0.02,0.01,True,SL,2020-03-27 23:35:00+00:00,-0.01,-5.0,-5.4,95.0
external,2020-03-27 21:15:00+00:00,2020-03-27 21:45:00+00:00,2020-03-27 22:00:00+00:00,6669.99,TP2.00_SL1.50,0.02,0.015,True,SL,2020-03-27 23:40:00+00:00,-0.015,-7.5,-7.9,100.0
external,2020-03-31 14:15:00+00:00,2020-03-31 15:00:00+00:00,2020-03-31 15:15:00+00:00,6476.0,TP0.50_SL0.50,0.005,0.005,True,SL,2020-03-31 15:15:00+00:00,-0.005,-2.5,-2.9,0.0
external,2020-03-31 14:15:00+00:00,2020-03-31 15:00:00+00:00,2020-03-31 15:15:00+00:00,6476.0,TP0.75_SL0.75,0.0075,0.0075,True,SL,2020-03-31 15:20:00+00:00,-0.0075,-3.75,-4.15,5.0
external,2020-03-31 14:15:00+00:00,2020-03-31 15:00:00+00:00,2020-03-31 15:15:00+00:00,6476.0,TP1.00_SL0.50,0.01,0.005,True,SL,2020-03-31 15:15:00+00:00,-0.005,-2.5,-2.9,0.0
external,2020-03-31 14:15:00+00:00,2020-03-31 15:00:00+00:00,2020-03-31 15:15:00+00:00,6476.0,TP1.00_SL0.75,0.01,0.0075,True,SL,2020-03-31 15:20:00+00:00,-0.0075,-3.75,-4.15,5.0
external,2020-03-31 14:15:00+00:00,2020-03-31 15:00:00+00:00,2020-03-31 15:15:00+00:00,6476.0,TP1.50_SL1.00,0.015,0.01,True,SL,2020-03-31 16:35:00+00:00,-0.01,-5.0,-5.4,80.0
external,2020-03-31 14:15:00+00:00,2020-03-31 15:00:00+00:00,2020-03-31 15:15:00+00:00,6476.0,TP2.00_SL1.00,0.02,0.01,True,SL,2020-03-31 16:35:00+00:00,-0.01,-5.0,-5.4,80.0
external,2020-03-31 14:15:00+00:00,2020-03-31 15:00:00+00:00,2020-03-31 15:15:00+00:00,6476.0,TP2.00_SL1.50,0.02,0.015,True,SL,2020-04-01 00:10:00+00:00,-0.015,-7.5,-7.9,535.0
external,2020-04-04 09:30:00+00:00,2020-04-04 09:45:00+00:00,2020-04-04 10:00:00+00:00,6831.32,TP0.50_SL0.50,0.005,0.005,True,TP,2020-04-04 10:00:00+00:00,0.005,2.5,2.1,0.0
external,2020-04-04 09:30:00+00:00,2020-04-04 09:45:00+00:00,2020-04-04 10:00:00+00:00,6831.32,TP0.75_SL0.75,0.0075,0.0075,True,TP,2020-04-04 10:30:00+00:00,0.0075,3.75,3.35,30.0
external,2020-04-04 09:30:00+00:00,2020-04-04 09:45:00+00:00,2020-04-04 10:00:00+00:00,6831.32,TP1.00_SL0.50,0.01,0.005,True,TP,2020-04-04 11:00:00+00:00,0.01,5.0,4.6,60.0
external,2020-04-04 09:30:00+00:00,2020-04-04 09:45:00+00:00,2020-04-04 10:00:00+00:00,6831.32,TP1.00_SL0.75,0.01,0.0075,True,TP,2020-04-04 11:00:00+00:00,0.01,5.0,4.6,60.0
external,2020-04-04 09:30:00+00:00,2020-04-04 09:45:00+00:00,2020-04-04 10:00:00+00:00,6831.32,TP1.50_SL1.00,0.015,0.01,True,SL,2020-04-04 11:35:00+00:00,-0.01,-5.0,-5.4,95.0
external,2020-04-04 09:30:00+00:00,2020-04-04 09:45:00+00:00,2020-04-04 10:00:00+00:00,6831.32,TP2.00_SL1.00,0.02,0.01,True,SL,2020-04-04 11:35:00+00:00,-0.01,-5.0,-5.4,95.0
external,2020-04-04 09:30:00+00:00,2020-04-04 09:45:00+00:00,2020-04-04 10:00:00+00:00,6831.32,TP2.00_SL1.50,0.02,0.015,True,SL,2020-04-04 11:35:00+00:00,-0.015,-7.5,-7.9,95.0
external,2020-04-04 17:00:00+00:00,2020-04-04 17:30:00+00:00,2020-04-04 17:45:00+00:00,6777.9,TP0.50_SL0.50,0.005,0.005,True,SL,2020-04-04 19:15:00+00:00,-0.005,-2.5,-2.9,90.0
external,2020-04-04 17:00:00+00:00,2020-04-04 17:30:00+00:00,2020-04-04 17:45:00+00:00,6777.9,TP0.75_SL0.75,0.0075,0.0075,True,SL,2020-04-04 19:15:00+00:00,-0.0075,-3.75,-4.15,90.0
external,2020-04-04 17:00:00+00:00,2020-04-04 17:30:00+00:00,2020-04-04 17:45:00+00:00,6777.9,TP1.00_SL0.50,0.01,0.005,True,SL,2020-04-04 19:15:00+00:00,-0.005,-2.5,-2.9,90.0
external,2020-04-04 17:00:00+00:00,2020-04-04 17:30:00+00:00,2020-04-04 17:45:00+00:00,6777.9,TP1.00_SL0.75,0.01,0.0075,True,SL,2020-04-04 19:15:00+00:00,-0.0075,-3.75,-4.15,90.0
external,2020-04-04 17:00:00+00:00,2020-04-04 17:30:00+00:00,2020-04-04 17:45:00+00:00,6777.9,TP1.50_SL1.00,0.015,0.01,True,SL,2020-04-04 19:15:00+00:00,-0.01,-5.0,-5.4,90.0
external,2020-04-04 17:00:00+00:00,2020-04-04 17:30:00+00:00,2020-04-04 17:45:00+00:00,6777.9,TP2.00_SL1.00,0.02,0.01,True,SL,2020-04-04 19:15:00+00:00,-0.01,-5.0,-5.4,90.0
external,2020-04-04 17:00:00+00:00,2020-04-04 17:30:00+00:00,2020-04-04 17:45:00+00:00,6777.9,TP2.00_SL1.50,0.02,0.015,True,TP,2020-04-04 20:30:00+00:00,0.02,10.0,9.6,165.0
external,2020-04-06 00:15:00+00:00,2020-04-06 00:30:00+00:00,2020-04-06 00:45:00+00:00,6836.9,TP0.50_SL0.50,0.005,0.005,True,TP,2020-04-06 01:00:00+00:00,0.005,2.5,2.1,15.0
external,2020-04-06 00:15:00+00:00,2020-04-06 00:30:00+00:00,2020-04-06 00:45:00+00:00,6836.9,TP0.75_SL0.75,0.0075,0.0075,True,TP,2020-04-06 04:10:00+00:00,0.0075,3.75,3.35,205.0
external,2020-04-06 00:15:00+00:00,2020-04-06 00:30:00+00:00,2020-04-06 00:45:00+00:00,6836.9,TP1.00_SL0.50,0.01,0.005,True,SL,2020-04-06 02:40:00+00:00,-0.005,-2.5,-2.9,115.0
external,2020-04-06 00:15:00+00:00,2020-04-06 00:30:00+00:00,2020-04-06 00:45:00+00:00,6836.9,TP1.00_SL0.75,0.01,0.0075,True,TP,2020-04-06 04:15:00+00:00,0.01,5.0,4.6,210.0
external,2020-04-06 00:15:00+00:00,2020-04-06 00:30:00+00:00,2020-04-06 00:45:00+00:00,6836.9,TP1.50_SL1.00,0.015,0.01,True,TP,2020-04-06 04:30:00+00:00,0.015,7.5,7.1,225.0
external,2020-04-06 00:15:00+00:00,2020-04-06 00:30:00+00:00,2020-04-06 00:45:00+00:00,6836.9,TP2.00_SL1.00,0.02,0.01,True,TP,2020-04-06 05:00:00+00:00,0.02,10.0,9.6,255.0
external,2020-04-06 00:15:00+00:00,2020-04-06 00:30:00+00:00,2020-04-06 00:45:00+00:00,6836.9,TP2.00_SL1.50,0.02,0.015,True,TP,2020-04-06 05:00:00+00:00,0.02,10.0,9.6,255.0
external,2020-04-08 03:45:00+00:00,2020-04-08 04:15:00+00:00,2020-04-08 04:30:00+00:00,7345.99,TP0.50_SL0.50,0.005,0.005,True,TP,2020-04-08 05:50:00+00:00,0.005,2.5,2.1,80.0
external,2020-04-08 03:45:00+00:00,2020-04-08 04:15:00+00:00,2020-04-08 04:30:00+00:00,7345.99,TP0.75_SL0.75,0.0075,0.0075,True,TP,2020-04-08 05:55:00+00:00,0.0075,3.75,3.35,85.0
external,2020-04-08 03:45:00+00:00,2020-04-08 04:15:00+00:00,2020-04-08 04:30:00+00:00,7345.99,TP1.00_SL0.50,0.01,0.005,True,SL,2020-04-08 06:50:00+00:00,-0.005,-2.5,-2.9,140.0
external,2020-04-08 03:45:00+00:00,2020-04-08 04:15:00+00:00,2020-04-08 04:30:00+00:00,7345.99,TP1.00_SL0.75,0.01,0.0075,True,SL,2020-04-08 06:50:00+00:00,-0.0075,-3.75,-4.15,140.0
external,2020-04-08 03:45:00+00:00,2020-04-08 04:15:00+00:00,2020-04-08 04:30:00+00:00,7345.99,TP1.50_SL1.00,0.015,0.01,True,SL,2020-04-08 08:40:00+00:00,-0.01,-5.0,-5.4,250.0
