character_rule,pair_state,region_cells,representative_lb,representative_hold,representative_n,representative_wr,representative_net,representative_exp,representative_pf,representative_dd,representative_ls,representative_H1_exp,representative_H1_pf,representative_H2_exp,representative_H2_pf,representative_positive_anchors,rep_pass,region_positive_fraction,region_median_exp,region_median_pf,region_pass,overall_pass
DRIVE_DOWN__EFF_MID__RANGE_LOW,EFF_MID__RANGE_LOW,6,360,360,58,0.3448275862068966,-124.69212344095384,-2.1498641972578247,0.23329482693668332,135.28625360481664,9,-1.7707445599930864,0.34286820736008544,-2.556063808612901,0.12499989448394296,0,False,0.0,-1.5444850772479368,0.27223794271744256,False,False
