character_rule,pair_state,lookback_min,hold_min,trades,net_wins,net_losses,win_rate,gross_pnl,fees,net_pnl,expectancy,net_per_100,pf,max_dd,max_loss_streak,max_win_streak,H1_trades,H1_wr,H1_net,H1_exp,H1_pf,H2_trades,H2_wr,H2_net,H2_exp,H2_pf,min_half_exp,evaluable_anchors,positive_anchors,discovery_supportive,discovery_strict
DRIVE_DOWN__EFF_HIGH__EXT_HIGH,EFF_HIGH__EXT_HIGH,240,480,88,49,39,0.5568181818181818,-100.17718956441942,66.0,-166.17718956441945,-1.88837715414113,-188.837715414113,0.675849710990345,208.9861920508958,6,14,47,0.5319148936170213,-145.86736872357935,-3.103561036671901,0.5583739772211005,41,0.5853658536585366,-20.309820840840086,-0.49536148392292895,0.8886270359478082,-3.103561036671901,4,1,False,False
DRIVE_DOWN__EFF_HIGH__EXT_HIGH,EFF_HIGH__EXT_HIGH,360,120,98,54,44,0.5510204081632653,154.3033832446382,73.5,80.8033832446382,0.8245243188228387,82.45243188228388,1.3287248691845654,63.08793394086261,8,7,54,0.5185185185185185,85.99708383323204,1.592538589504297,1.5415409906298498,44,0.5909090909090909,-5.193700588593857,-0.11803864974076948,0.9403076834757639,-0.11803864974076948,4,3,False,False
DRIVE_DOWN__EFF_HIGH__EXT_HIGH,EFF_HIGH__EXT_HIGH,360,240,98,50,48,0.5102040816326531,23.317076430865487,73.5,-50.18292356913449,-0.5120706486646376,-51.20706486646376,0.8784287857260967,157.10913033088707,6,11,54,0.4444444444444444,-53.193276001879404,-0.9850606667014704,0.795660705780666,44,0.5909090909090909,3.0103524327449054,0.06841710074420239,1.019744179280528,-0.9850606667014704,4,1,False,False
DRIVE_DOWN__EFF_HIGH__EXT_HIGH,EFF_HIGH__EXT_HIGH,360,360,98,45,53,0.45918367346938777,-403.46515556093294,73.5,-476.96515556093294,-4.866991383274826,-486.69913832748256,0.4113493111342548,481.50345135843133,11,11,54,0.3888888888888889,-396.88542637009743,-7.349730117964767,0.2848670797304132,44,0.5454545454545454,-80.07972919083541,-1.8199938452462592,0.686315186080476,-7.349730117964767,4,0,False,False
DRIVE_DOWN__EFF_HIGH__EXT_HIGH,EFF_HIGH__EXT_HIGH,360,480,98,42,56,0.42857142857142855,-539.5975930784401,73.5,-613.0975930784401,-6.256097888555511,-625.6097888555512,0.3478812337498381,616.1521703945451,12,8,54,0.3333333333333333,-523.1501524062874,-9.687965785301618,0.2352372549260101,44,0.5454545454545454,-89.94744067215285,-2.044260015276201,0.6487716547675069,-9.687965785301618,4,0,False,False
DRIVE_DOWN__EFF_HIGH__EXT_LOW,EFF_HIGH__EXT_LOW,60,120,23,19,4,0.8260869565217391,55.95340169271544,17.25,38.70340169271543,1.6827565953354535,168.27565953354537,2.520103712567022,15.87463767115716,2,9,7,0.8571428571428571,30.84789312194085,4.4068418745629785,18.796050440819112,16,0.8125,7.855508570774576,0.490969285673411,1.331070302354009,0.490969285673411,0,0,False,False
DRIVE_DOWN__EFF_HIGH__EXT_LOW,EFF_HIGH__EXT_LOW,60,240,23,17,6,0.7391304347826086,76.40321711282934,17.25,59.15321711282932,2.5718790049056226,257.18790049056224,2.7459546519511644,16.42246732940715,3,9,7,0.8571428571428571,43.56495501599197,6.223565002284567,7.651378804901835,16,0.6875,15.58826209683735,0.9742663810523344,1.5703636147756805,0.9742663810523344,0,0,False,False
DRIVE_DOWN__EFF_HIGH__EXT_LOW,EFF_HIGH__EXT_LOW,60,360,23,18,5,0.782608695652174,72.76762053311232,17.25,55.51762053311233,2.4138095883961883,241.38095883961884,2.274021781845525,24.336816579724122,2,7,7,0.8571428571428571,35.95915447466139,5.13702206780877,8.285926389776499,16,0.75,19.558466058450932,1.2224041286531833,1.5061552574733803,1.2224041286531833,0,0,False,False
DRIVE_DOWN__EFF_HIGH__EXT_LOW,EFF_HIGH__EXT_LOW,60,480,23,16,7,0.6956521739130435,83.78858562905454,17.25,66.53858562905457,2.8929819838719375,289.29819838719374,2.7698987741482806,19.2334220238036,2,10,7,0.5714285714285714,37.87122981652844,5.410175688075491,4.678172333368653,16,0.75,28.667355812526125,1.7917097382828828,2.0501492783171695,1.7917097382828828,0,0,False,False
DRIVE_DOWN__EFF_HIGH__EXT_LOW,EFF_HIGH__EXT_LOW,120,120,17,9,8,0.5294117647058824,20.30134232761916,12.75,7.55134232761916,0.4441966075070094,44.41966075070094,1.2047626025940465,24.95990624818872,3,3,6,0.5,28.5847717174363,4.764128619572717,4.845712900168293,11,0.5454545454545454,-21.033429389817137,-1.9121299445288307,0.2856858786545049,-1.9121299445288307,0,0,False,False
DRIVE_DOWN__EFF_HIGH__EXT_LOW,EFF_HIGH__EXT_LOW,120,240,17,11,6,0.6470588235294118,47.69109170650934,12.75,34.94109170650934,2.05535833567702,205.53583356770199,1.9493035365614455,29.118999192778567,2,3,6,0.6666666666666666,61.11622016416065,10.186036694026775,13.066856618201763,11,0.6363636363636364,-26.17512845765132,-2.379557132513756,0.17538600390883677,-2.379557132513756,0,0,False,False
DRIVE_DOWN__EFF_HIGH__EXT_LOW,EFF_HIGH__EXT_LOW,120,360,17,11,6,0.6470588235294118,53.782384849604576,12.75,41.032384849604576,2.413669697035563,241.36696970355632,1.8876679499588824,19.875102932037557,3,3,6,0.5,52.87146937226893,8.811911562044822,3.8131484609368744,11,0.7272727272727273,-11.839084522664361,-1.0762804111513056,0.5683972796797322,-1.0762804111513056,0,0,False,False
DRIVE_DOWN__EFF_HIGH__EXT_LOW,EFF_HIGH__EXT_LOW,120,480,17,11,6,0.6470588235294118,66.14894441220046,12.75,53.39894441220046,3.1411143771882624,314.1114377188262,2.3595262779816273,24.220632187050832,2,4,6,0.6666666666666666,69.70196015172375,11.616993358620626,7.048097574839769,11,0.6363636363636364,-16.3030157395233,-1.4820923399566637,0.41256748633181684,-1.4820923399566637,0,0,False,False
DRIVE_DOWN__EFF_HIGH__EXT_LOW,EFF_HIGH__EXT_LOW,180,120,9,5,4,0.5555555555555556,-8.334906741278065,6.75,-15.084906741278065,-1.6761007490308961,-167.6100749030896,0.37341978241313084,21.962237205414922,3,3,2,0.5,-0.6004683462749432,-0.3002341731374716,0.368804629164933,7,0.5714285714285714,-14.484438395003123,-2.069205485000446,0.37360965218819925,-2.069205485000446,0,0,False,False
DRIVE_DOWN__EFF_HIGH__EXT_LOW,EFF_HIGH__EXT_LOW,180,240,9,6,3,0.6666666666666666,6.090818790083572,6.75,-0.6591812099164267,-0.07324235665738074,-7.324235665738074,0.9714498621603702,15.310194084178079,1,3,2,0.5,0.19036567439411645,0.09518283719705822,1.0710312622548488,7,0.7142857142857143,-0.8495468843105431,-0.12136384061579188,0.9583729318186669,-0.12136384061579188,0,0,False,False
DRIVE_DOWN__EFF_HIGH__EXT_LOW,EFF_HIGH__EXT_LOW,180,360,9,6,3,0.6666666666666666,-5.820328334869783,6.75,-12.57032833486978,-1.3967031483188643,-139.67031483188643,0.648227055382668,29.764946338294653,1,3,2,0.5,-13.06682961410813,-6.533414807054065,0.20349898382224113,7,0.7142857142857143,0.4965012792383483,0.0709287541769069,1.025686963235436,-6.533414807054065,0,0,False,False
DRIVE_DOWN__EFF_HIGH__EXT_LOW,EFF_HIGH__EXT_LOW,180,480,9,4,5,0.4444444444444444,-4.514524617154187,6.75,-11.264524617154187,-1.2516138463504651,-125.16138463504652,0.7089471218442615,34.89614674506492,4,3,2,0.5,-12.261998035054901,-6.130999017527451,0.2368933722193327,7,0.42857142857142855,0.9974734179007143,0.1424962025572449,1.044069402860271,-6.130999017527451,0,0,False,False
DRIVE_DOWN__EFF_HIGH__EXT_LOW,EFF_HIGH__EXT_LOW,240,120,10,5,5,0.5,14.057260504741864,7.5,6.557260504741864,0.6557260504741864,65.57260504741865,1.9052847987677348,3.841383229788242,2,2,5,0.6,7.910987333846372,1.5821974667692744,2.8651782841224946,5,0.4,-1.353726829104509,-0.2707453658209018,0.5490435514123254,-0.2707453658209018,0,0,False,False
DRIVE_DOWN__EFF_HIGH__EXT_LOW,EFF_HIGH__EXT_LOW,240,240,10,6,4,0.6,19.987527478143264,7.5,12.487527478143262,1.248752747814326,124.87527478143261,2.0972298110724594,10.058061266451855,2,4,5,0.8,18.54624719526952,3.7092494390539037,31.083746715525724,5,0.4,-6.058719717126256,-1.2117439434252513,0.43715586953636487,-1.2117439434252513,0,0,False,False
DRIVE_DOWN__EFF_HIGH__EXT_LOW,EFF_HIGH__EXT_LOW,240,360,10,5,5,0.5,0.7320049462855844,7.5,-6.767995053714415,-0.6767995053714415,-67.67995053714415,0.7183029969759771,16.485539553949135,3,2,5,0.4,5.1146012250216994,1.02292024500434,1.6783059009255883,5,0.6,-11.882596278736116,-2.3765192557472234,0.27921095698140974,-2.3765192557472234,0,0,False,False
DRIVE_DOWN__EFF_HIGH__EXT_LOW,EFF_HIGH__EXT_LOW,240,480,10,5,5,0.5,14.920355710204529,7.5,7.420355710204529,0.7420355710204529,74.2035571020453,1.2652414304291548,22.84394138036692,3,2,5,0.6,16.75558900134295,3.3511178002685904,4.264978976653146,5,0.4,-9.335233291138424,-1.8670466582276848,0.5913475203030625,-1.8670466582276848,0,0,False,False
DRIVE_DOWN__EFF_HIGH__EXT_LOW,EFF_HIGH__EXT_LOW,360,120,11,3,8,0.2727272727272727,-5.109531922246325,8.25,-13.359531922246326,-1.2145029020223932,-121.45029020223932,0.18741930235960225,14.462561984279034,4,1,7,0.2857142857142857,-3.575198494980694,-0.5107426421400991,0.35622658788187544,4,0.25,-9.784333427265633,-2.446083356816408,0.1013128718552406,-2.446083356816408,0,0,False,False
DRIVE_DOWN__EFF_HIGH__EXT_LOW,EFF_HIGH__EXT_LOW,360,240,11,7,4,0.6363636363636364,20.653886597002764,8.25,12.403886597002767,1.1276260542729788,112.76260542729788,1.8033707855272454,11.07604245375405,3,4,7,0.8571428571428571,20.82210337873521,2.9745861969621727,5.771596323616239,4,0.25,-8.418216781732445,-2.1045541954331113,0.2399616725124395,-2.1045541954331113,0,0,False,False
DRIVE_DOWN__EFF_HIGH__EXT_LOW,EFF_HIGH__EXT_LOW,360,360,11,5,6,0.45454545454545453,9.59716583943778,8.25,1.3471658394377808,0.12246962176707098,12.246962176707097,1.0632025248667474,21.315063635164446,6,3,7,0.42857142857142855,13.067664058084928,1.8668091511549896,2.488423305172982,4,0.5,-11.720498218647151,-2.930124554661788,0.06501765657097812,-2.930124554661788,0,0,False,False
DRIVE_DOWN__EFF_HIGH__EXT_LOW,EFF_HIGH__EXT_LOW,360,480,11,4,7,0.36363636363636365,-2.678421109998279,8.25,-10.928421109998279,-0.9934928281816617,-99.34928281816617,0.34883441156222483,14.651133945749073,3,1,7,0.42857142857142855,-4.003051662015994,-0.571864523145142,0.5725721184839656,4,0.25,-6.925369447982286,-1.7313423619955715,0.06633675888282871,-1.7313423619955715,0,0,False,False
DRIVE_DOWN__EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,60,120,72,34,38,0.4722222222222222,-65.97769250521596,54.0,-119.97769250521597,-1.6663568403502218,-166.63568403502217,0.5146844211192998,134.07213298177257,6,4,34,0.5294117647058824,-6.22046456928514,-0.18295484027309233,0.9308077393179723,38,0.42105263157894735,-113.75722793593081,-2.9936112614718637,0.2768809776255191,-2.9936112614718637,4,0,False,False
DRIVE_DOWN__EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,60,240,72,25,47,0.3472222222222222,-121.44614805971675,54.0,-175.44614805971673,-2.4367520563849547,-243.67520563849547,0.467888558166539,196.7238980061871,6,3,34,0.38235294117647056,-69.87519852725454,-2.0551528978604274,0.5260450686947874,38,0.3157894736842105,-105.57094953246222,-2.7781828824332164,0.42085271355260023,-2.7781828824332164,4,1,False,False
DRIVE_DOWN__EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,60,360,72,24,48,0.3333333333333333,-230.35091410295408,54.0,-284.3509141029541,-3.949318251429918,-394.9318251429918,0.3312271568270424,305.8330089348039,6,2,34,0.38235294117647056,-156.38790573828237,-4.5996442864200695,0.2549290252306699,38,0.2894736842105263,-127.96300836467165,-3.3674475885439907,0.40561513003011196,-4.5996442864200695,4,0,False,False
DRIVE_DOWN__EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,60,480,72,25,47,0.3472222222222222,-266.9838959920746,54.0,-320.9838959920747,-4.4581096665565925,-445.81096665565923,0.36348588032475254,345.1119080743916,6,3,34,0.35294117647058826,-211.23635989557255,-6.212834114575664,0.2535059674596653,38,0.34210526315789475,-109.74753609650215,-2.888093055171109,0.5041065846037617,-6.212834114575664,4,0,False,False
DRIVE_DOWN__EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,120,120,49,32,17,0.6530612244897959,63.559067500894876,36.75,26.80906750089488,0.5471238265488751,54.71238265488751,1.2916299981467771,50.47930083579252,3,7,21,0.7142857142857143,55.943903842353805,2.6639954210644667,3.349050271560806,28,0.6071428571428571,-29.134836341458914,-1.0405298693378184,0.5722561942428328,-1.0405298693378184,3,2,False,False
DRIVE_DOWN__EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,120,240,49,31,18,0.6326530612244898,117.18484071591787,36.75,80.43484071591786,1.641527361549344,164.1527361549344,1.8758296931144325,34.78693103088069,4,9,21,0.5714285714285714,30.91111340585343,1.4719577812311158,1.9087732132803938,28,0.6785714285714286,49.52372731006443,1.7687045467880154,1.8564512684898387,1.4719577812311158,3,2,True,False
DRIVE_DOWN__EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,120,360,49,34,15,0.6938775510204082,137.8634621262995,36.75,101.11346212629952,2.0635400433938678,206.3540043393868,1.7024422119109666,40.55423227726497,3,9,21,0.6190476190476191,7.86931344675842,0.3747292117504009,1.0894466634463704,28,0.75,93.24414867954107,3.3301481671264668,2.6660297986960195,0.3747292117504009,3,2,True,False
DRIVE_DOWN__EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,120,480,49,32,17,0.6530612244897959,131.42260964341304,36.75,94.67260964341304,1.932094074355368,193.2094074355368,1.5486977362537333,63.6276475302525,4,9,21,0.5714285714285714,-1.025449373890595,-0.04883092256621881,0.9909646724759966,28,0.7142857142857143,95.69805901730366,3.4177878220465594,2.6207037608096306,-0.04883092256621881,3,2,False,False
DRIVE_DOWN__EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,180,120,59,28,31,0.4745762711864407,62.096378827916865,44.25,17.84637882791687,0.30248099708333676,30.248099708333676,1.1301746060088351,59.36183136419707,8,10,24,0.4166666666666667,44.90979461441771,1.8712414422674046,1.6327588400201123,35,0.5142857142857142,-27.063415786500844,-0.7732404510428813,0.5906993621785112,-0.7732404510428813,4,2,False,False
DRIVE_DOWN__EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,180,240,59,32,27,0.5423728813559322,122.08319013550569,44.25,77.83319013550572,1.3192066124661985,131.92066124661986,1.593209676007658,31.80349289134645,5,8,24,0.4583333333333333,52.75181398444434,2.1979922493518473,1.8355323422556598,35,0.6,25.081376151061363,0.7166107471731819,1.3684574015773898,0.7166107471731819,4,3,True,False
DRIVE_DOWN__EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,180,360,59,34,25,0.576271186440678,78.39964655867867,44.25,34.14964655867869,0.5788075687911642,57.880756879116426,1.1786813408513068,58.61219311984638,4,9,24,0.4166666666666667,-49.23542173016939,-2.051475905423725,0.6320567676581377,35,0.6857142857142857,83.38506828884807,2.3824305225385163,2.455037820241331,-2.051475905423725,4,3,False,False
DRIVE_DOWN__EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,180,480,59,34,25,0.576271186440678,65.4631513531984,44.25,21.21315135319838,0.35954493818980304,35.9544938189803,1.083931488135503,105.96566076814233,6,8,24,0.5,-94.98003608126564,-3.957501503386068,0.5404216182783654,35,0.6285714285714286,116.19318743446404,3.319805355270401,3.521778184934283,-3.957501503386068,4,3,False,False
DRIVE_DOWN__EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,240,120,57,25,32,0.43859649122807015,-5.698112369752206,42.75,-48.44811236975219,-0.849966883679863,-84.9966883679863,0.7360338794105074,76.17729859594301,7,7,32,0.4375,-9.062398048907397,-0.28319993902835616,0.9244840481321362,25,0.44,-39.3857143208448,-1.575428572833792,0.3800720033463912,-1.575428572833792,4,1,False,False
DRIVE_DOWN__EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,240,240,57,32,25,0.5614035087719298,64.8952709617739,42.75,22.1452709617739,0.3885135256451561,38.851352564515615,1.1199112646222962,52.120625273037284,7,8,32,0.53125,10.671957088910307,0.3334986590284471,1.0789882994445705,25,0.6,11.473313872863594,0.45893255491454377,1.2314455360537924,0.3334986590284471,4,3,True,False
DRIVE_DOWN__EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,240,360,57,32,25,0.5614035087719298,-53.87232472083804,42.75,-96.62232472083805,-1.6951285038743518,-169.51285038743518,0.6684048118364576,163.34543813106072,5,8,32,0.46875,-132.08153658689915,-4.127548018340598,0.448454346823072,25,0.68,35.45921186606112,1.4183684746424448,1.6830752761201995,-4.127548018340598,4,1,False,False
DRIVE_DOWN__EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,240,480,57,30,27,0.5263157894736842,-107.42718352013598,42.75,-150.17718352013603,-2.634687430177825,-263.4687430177825,0.5940938389649567,237.99015300792442,5,8,32,0.46875,-198.61109767163347,-6.206596802238546,0.3963122762127878,25,0.6,48.433914151497454,1.9373565660598981,2.181786596339872,-6.206596802238546,4,1,False,False
DRIVE_DOWN__EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,360,120,69,28,41,0.4057971014492754,-86.7586356248371,51.75,-138.50863562483713,-2.007371530794741,-200.7371530794741,0.4790938730572811,175.93086564526138,8,5,37,0.3783783783783784,-73.55762043690211,-1.988043795591949,0.5625961746322659,32,0.4375,-64.95101518793498,-2.0297192246229683,0.33540857607700875,-2.0297192246229683,4,0,False,False
DRIVE_DOWN__EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,360,240,69,33,36,0.4782608695652174,-61.94121821046492,51.75,-113.69121821046491,-1.647698814644419,-164.76988146444188,0.6157523214561281,187.06252581142303,8,9,37,0.5675675675675675,-18.005320481115703,-0.48663028327339736,0.8791831261271662,32,0.375,-95.68589772934922,-2.990184304042163,0.3484114823084358,-2.990184304042163,4,2,False,False
DRIVE_DOWN__EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,360,360,69,36,33,0.5217391304347826,-193.4109964155622,51.75,-245.16099641556218,-3.5530579190661187,-355.3057919066119,0.47517166086297663,287.6377639032251,8,9,37,0.5135135135135135,-148.439522295866,-4.011878980969351,0.4972134316240051,32,0.53125,-96.72147411969624,-3.0225460662405075,0.4373138328476148,-4.011878980969351,4,1,False,False
DRIVE_DOWN__EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,360,480,69,32,37,0.463768115942029,-212.82941946080143,51.75,-264.57941946080143,-3.834484340011615,-383.4484340011615,0.5576766854424896,354.61807733861866,12,7,37,0.5135135135135135,-161.08648709275926,-4.353688840344844,0.6165764404757275,32,0.40625,-103.49293236804219,-3.2341541365013184,0.4186825519100465,-4.353688840344844,4,1,False,False
DRIVE_DOWN__EFF_HIGH__RANGE_HIGH,EFF_HIGH__RANGE_HIGH,60,120,99,50,49,0.5050505050505051,-54.552686457232895,74.25,-128.8026864572329,-1.3010372369417464,-130.10372369417465,0.6590758933212587,201.6442327755219,11,10,49,0.6122448979591837,56.406628351928326,1.1511556806515986,1.409691072877819,50,0.4,-185.2093148091612,-3.704186296183224,0.22869203610694605,-3.704186296183224,4,0,False,False
DRIVE_DOWN__EFF_HIGH__RANGE_HIGH,EFF_HIGH__RANGE_HIGH,60,240,99,47,52,0.47474747474747475,-99.6212696968161,74.25,-173.87126969681606,-1.7562754514829906,-175.62754514829905,0.6479196350176548,220.586824080876,20,7,49,0.5306122448979592,-30.971198780898252,-0.6320652812428215,0.8585270044284053,50,0.42,-142.90007091591784,-2.8580014183183566,0.48021257019181995,-2.8580014183183566,4,1,False,False
DRIVE_DOWN__EFF_HIGH__RANGE_HIGH,EFF_HIGH__RANGE_HIGH,60,360,99,45,54,0.45454545454545453,-275.80656080046975,74.25,-350.0565608004697,-3.535924856570401,-353.5924856570401,0.4853055510347638,374.7112724307414,19,10,49,0.4897959183673469,-165.39215240853667,-3.3753500491538095,0.47752927497057435,50,0.42,-184.66440839193308,-3.6932881678386615,0.49207634884231866,-3.6932881678386615,4,0,False,False
DRIVE_DOWN__EFF_HIGH__RANGE_HIGH,EFF_HIGH__RANGE_HIGH,60,480,99,47,52,0.47474747474747475,-228.23413801899608,74.25,-302.48413801899613,-3.0553953335252135,-305.53953335252135,0.5733604185368335,327.9877375057427,9,6,49,0.46938775510204084,-139.01260790050435,-2.8369919979694767,0.6005808630027265,50,0.48,-163.47153011849173,-3.2694306023698347,0.5471141762884381,-3.2694306023698347,4,0,False,False
