entry_ts,exit_ts,clock,gross,net
2024-01-01 18:15:00+00:00,2024-01-02 00:15:00+00:00,1095,6.021874329830566,5.271874329830566
2024-01-01 18:30:00+00:00,2024-01-02 00:30:00+00:00,1110,9.109936865220975,8.359936865220975
2024-01-01 18:45:00+00:00,2024-01-02 00:45:00+00:00,1125,12.17653725294916,11.42653725294916
2024-01-09 18:45:00+00:00,2024-01-10 00:45:00+00:00,1125,24.41014856821067,23.66014856821067
2024-01-15 18:30:00+00:00,2024-01-16 00:30:00+00:00,1110,-6.619800130315666,-7.369800130315666
2024-01-15 18:45:00+00:00,2024-01-16 00:45:00+00:00,1125,-8.982270392181453,-9.732270392181453
2024-01-26 18:00:00+00:00,2024-01-27 00:00:00+00:00,1080,-0.23150393777178163,-0.9815039377717816
2024-01-26 18:30:00+00:00,2024-01-27 00:30:00+00:00,1110,0.21361310042894388,-0.5363868995710561
2024-01-29 18:30:00+00:00,2024-01-30 00:30:00+00:00,1110,1.050520278290383,0.3005202782903831
2024-02-05 18:00:00+00:00,2024-02-06 00:00:00+00:00,1080,-0.12818173127898114,-0.8781817312789811
2024-02-05 18:15:00+00:00,2024-02-06 00:15:00+00:00,1095,0.698767904567033,-0.05123209543296703
2024-02-05 18:30:00+00:00,2024-02-06 00:30:00+00:00,1110,0.8387470643852548,0.08874706438525481
2024-02-05 18:45:00+00:00,2024-02-06 00:45:00+00:00,1125,0.557345641382902,-0.192654358617098
2024-02-14 18:15:00+00:00,2024-02-15 00:15:00+00:00,1095,8.949291011178396,8.199291011178396
2024-02-22 18:00:00+00:00,2024-02-23 00:00:00+00:00,1080,-2.3553083997629143,-3.1053083997629143
2024-02-22 18:45:00+00:00,2024-02-23 00:45:00+00:00,1125,-0.41904711024441027,-1.1690471102444102
2024-03-28 18:45:00+00:00,2024-03-29 00:45:00+00:00,1125,0.1865718750613621,-0.5634281249386379
2024-03-29 18:00:00+00:00,2024-03-30 00:00:00+00:00,1080,3.4658815637461102,2.7158815637461102
