partition,entry_bar_start,group_size,candidate_id,execution_utc,execution_start,current_winner,standalone_pnl_0,standalone_pnl_5,exit_ts
development,2022-01-20 13:15:00+00:00,2,development|10:00|2022-01-20T10:00:00+00:00|2022-01-20T13:15:00+00:00,10:00,2022-01-20 10:00:00+00:00,True,4.539721084734061,4.035033707338109,2022-01-20 14:00:00+00:00
development,2022-01-20 13:15:00+00:00,2,development|09:00|2022-01-20T09:00:00+00:00|2022-01-20T13:15:00+00:00,09:00,2022-01-20 09:00:00+00:00,False,2.8931473898226705,2.6416265765343954,2022-01-20 13:35:00+00:00
development,2022-02-04 13:30:00+00:00,2,development|10:00|2022-02-04T10:00:00+00:00|2022-02-04T13:30:00+00:00,10:00,2022-02-04 10:00:00+00:00,True,13.942842784628718,13.42875698474406,2022-02-04 15:45:00+00:00
development,2022-02-04 13:30:00+00:00,2,development|09:00|2022-02-04T09:00:00+00:00|2022-02-04T13:30:00+00:00,09:00,2022-02-04 09:00:00+00:00,False,1.7490416819915926,1.247143589355804,2022-02-04 15:00:00+00:00
development,2022-02-11 11:05:00+00:00,2,development|10:00|2022-02-11T10:00:00+00:00|2022-02-11T11:05:00+00:00,10:00,2022-02-11 10:00:00+00:00,True,2.512178775284491,2.0095179269335577,2022-02-11 12:35:00+00:00
development,2022-02-11 11:05:00+00:00,2,development|09:00|2022-02-11T09:00:00+00:00|2022-02-11T11:05:00+00:00,09:00,2022-02-11 09:00:00+00:00,False,5.424357550569092,5.1715717646867,2022-02-11 14:35:00+00:00
development,2022-02-28 12:55:00+00:00,2,development|10:00|2022-02-28T10:00:00+00:00|2022-02-28T12:55:00+00:00,10:00,2022-02-28 10:00:00+00:00,True,19.896043267862165,19.376007242607088,2022-02-28 15:10:00+00:00
development,2022-02-28 12:55:00+00:00,2,development|09:00|2022-02-28T09:00:00+00:00|2022-02-28T12:55:00+00:00,09:00,2022-02-28 09:00:00+00:00,False,8.424366638200963,8.170081597402357,2022-02-28 14:20:00+00:00
development,2022-03-17 10:50:00+00:00,2,development|10:00|2022-03-17T10:00:00+00:00|2022-03-17T10:50:00+00:00,10:00,2022-03-17 10:00:00+00:00,True,0.9266265742679639,0.4255504857380691,2022-03-17 11:20:00+00:00
development,2022-03-17 10:50:00+00:00,2,development|09:00|2022-03-17T09:00:00+00:00|2022-03-17T10:50:00+00:00,09:00,2022-03-17 09:00:00+00:00,False,2.253253148536039,2.002052122474796,2022-03-17 12:05:00+00:00
