partition,anchor_date_utc,clock_min,reference_start,reference_end,execution_start,execution_end,H,L,range,F85,F35,E20,k1_signal_bar_start,k1_signal_ts,leave_bar_start,leave_ts,h2_bar_start,opposite_break_bar_start,touch_bar_start,same_bar_confirmed,entry_executed,entry_bar_start,entry_px,entry_fraction,nominal_rr,exit_bar_start,exit_ts,exit_px,exit_reason,gross_return,net_pnl_usd,tp_hit,time_exit,case_status,entry_b,zone,touch_elapsed_min,primary_eligible,expanded_eligible,k1_elapsed_min,h_formation_ts,l_formation_ts,range_completion_ts,range_completion_elapsed_min,range_completion_age_min,range_completed_second_half,management_mode,fixed_exit_ts,fixed_exit_px,fixed_net_pnl_usd,live_exit_reason,runner_armed,runner_arm_bar_start,runner_final_active_floor,runner_pending_floor_count_at_exit,runner_scheduled_updates,runner_activations,runner_ratchet_updates,runner_buffer_f35_exit,runner_max_high_ext,runner_max_close_ext,runner_delta_vs_fixed_candidate,tie_order,accepted,decision,blocked_by_zone,portfolio
external,2021-06-29,330,2021-06-29 05:30:00+00:00,2021-06-29 11:00:00+00:00,2021-06-29 11:00:00+00:00,2021-06-29 17:30:00+00:00,35760.0,34533.64,1226.3600000000006,35576.046,34962.866,36005.272,2021-06-29 12:05:00+00:00,2021-06-29 12:10:00+00:00,2021-06-29 12:10:00+00:00,2021-06-29 12:15:00+00:00,2021-06-29 12:25:00+00:00,,2021-06-29 12:15:00+00:00,True,True,2021-06-29 12:20:00+00:00,35630.89,0.8947209628494076,0.560431960528363,2021-06-29 13:10:00+00:00,2021-06-29 13:50:00+00:00,36250.544,TP_E20,0.0105072312254899,8.2954605961288,True,False,TRADE_EXECUTED,True,RAW_0530,75.0,False,True,70.0,2021-06-29 10:35:00+00:00,2021-06-29 05:35:00+00:00,2021-06-29 10:35:00+00:00,305.0,25.0,True,LIVE_EXEC_NPLUS2_E10_HYBRID,2021-06-29 13:10:00+00:00,36005.272,4.853615612744955,LIVE_FLOOR_TOUCH,True,2021-06-29 13:10:00+00:00,36250.544,0,4,4,3,False,0.5210541765876249,0.5139763201669978,3.441844983383845,2,True,ACCEPT,,B27DQ_LIVE_EXEC_NPLUS2_E10_HYBRID_external
external,2021-07-02,480,2021-07-02 08:00:00+00:00,2021-07-02 13:30:00+00:00,2021-07-02 13:30:00+00:00,2021-07-02 20:00:00+00:00,33600.0,32751.0,849.0,33472.65,33048.15,33769.8,2021-07-02 14:30:00+00:00,2021-07-02 14:35:00+00:00,2021-07-02 14:35:00+00:00,2021-07-02 14:40:00+00:00,2021-07-02 14:55:00+00:00,,2021-07-02 14:40:00+00:00,True,True,2021-07-02 14:45:00+00:00,33510.0,0.8939929328621908,0.5625202987983192,2021-07-02 16:20:00+00:00,2021-07-02 16:30:00+00:00,33529.38,TP_E20,0.0077529095792301,-0.11083258728743461,True,False,TRADE_EXECUTED,True,LONDON,70.0,True,True,65.0,2021-07-02 08:15:00+00:00,2021-07-02 10:15:00+00:00,2021-07-02 10:15:00+00:00,135.0,195.0,False,LIVE_EXEC_NPLUS2_E10_HYBRID,2021-07-02 16:20:00+00:00,33769.8,3.4764547896150693,LIVE_FLOOR_GAP_OPEN,True,2021-07-02 16:20:00+00:00,33684.9,0,1,1,0,False,0.22143698468786807,0.09997644287396629,-3.5872873769025038,0,True,ACCEPT,,B27DQ_LIVE_EXEC_NPLUS2_E10_HYBRID_external
external,2021-07-02,330,2021-07-02 05:30:00+00:00,2021-07-02 11:00:00+00:00,2021-07-02 11:00:00+00:00,2021-07-02 17:30:00+00:00,33600.0,32684.0,916.0,33462.6,33004.6,33783.2,2021-07-02 14:30:00+00:00,2021-07-02 14:35:00+00:00,2021-07-02 14:35:00+00:00,2021-07-02 14:40:00+00:00,2021-07-02 14:55:00+00:00,,2021-07-02 14:45:00+00:00,True,True,2021-07-02 14:50:00+00:00,33480.47,0.8695087336244555,0.6361611364448153,2021-07-02 16:20:00+00:00,2021-07-02 16:30:00+00:00,33529.38,TP_E20,0.0090419877618204,0.3304258273553854,True,False,TRADE_EXECUTED,True,RAW_0530,225.0,False,True,215.0,2021-07-02 08:15:00+00:00,2021-07-02 05:45:00+00:00,2021-07-02 08:15:00+00:00,165.0,165.0,True,LIVE_EXEC_NPLUS2_E10_HYBRID,2021-07-02 16:20:00+00:00,33783.2,4.120993880910207,LIVE_FLOOR_GAP_OPEN,True,2021-07-02 16:20:00+00:00,33691.6,0,1,1,0,False,0.2052401746724891,0.09266375545851242,-3.790568053554822,2,False,SKIP_OPEN_POSITION,LONDON,B27DQ_LIVE_EXEC_NPLUS2_E10_HYBRID_external
external,2021-07-05,210,2021-07-05 03:30:00+00:00,2021-07-05 09:00:00+00:00,2021-07-05 09:00:00+00:00,2021-07-05 15:30:00+00:00,34429.0,34000.0,429.0,34364.65,34150.15,34514.8,2021-07-05 09:10:00+00:00,2021-07-05 09:15:00+00:00,2021-07-05 09:15:00+00:00,2021-07-05 09:20:00+00:00,2021-07-05 10:20:00+00:00,,2021-07-05 10:05:00+00:00,True,True,2021-07-05 10:10:00+00:00,34390.03,0.9091608391608365,0.5201350675337896,2021-07-05 10:45:00+00:00,2021-07-05 10:45:00+00:00,34514.8,TP_E20,0.0036280863959701,1.4140431979850605,True,False,TRADE_EXECUTED,True,ALT_0330,65.0,True,True,15.0,2021-07-05 03:30:00+00:00,2021-07-05 04:15:00+00:00,2021-07-05 04:15:00+00:00,45.0,285.0,False,FIXED_E20,2021-07-05 10:45:00+00:00,34514.8,1.4140431979850605,,,,,,,,,,,,,1,True,ACCEPT,,B27DQ_LIVE_EXEC_NPLUS2_E10_HYBRID_external
external,2021-07-21,210,2021-07-21 03:30:00+00:00,2021-07-21 09:00:00+00:00,2021-07-21 09:00:00+00:00,2021-07-21 15:30:00+00:00,30933.19,29789.02,1144.1699999999985,30761.5645,30189.4795,31162.024,2021-07-21 09:00:00+00:00,2021-07-21 09:05:00+00:00,2021-07-21 09:05:00+00:00,2021-07-21 09:10:00+00:00,2021-07-21 09:55:00+00:00,,2021-07-21 09:10:00+00:00,True,True,2021-07-21 09:15:00+00:00,30786.44,0.8717410874258193,0.6291605558491735,2021-07-21 09:55:00+00:00,2021-07-21 09:55:00+00:00,31162.024,TP_E20,0.0121996567319897,5.6998283659948745,True,False,TRADE_EXECUTED,True,ALT_0330,10.0,True,True,5.0,2021-07-21 07:00:00+00:00,2021-07-21 03:45:00+00:00,2021-07-21 07:00:00+00:00,210.0,120.0,True,FIXED_E20,2021-07-21 09:55:00+00:00,31162.024,5.6998283659948745,,,,,,,,,,,,,1,True,ACCEPT,,B27DQ_LIVE_EXEC_NPLUS2_E10_HYBRID_external
external,2021-07-22,480,2021-07-22 08:00:00+00:00,2021-07-22 13:30:00+00:00,2021-07-22 13:30:00+00:00,2021-07-22 20:00:00+00:00,32240.0,31700.0,540.0,32159.0,31889.0,32348.0,2021-07-22 14:40:00+00:00,2021-07-22 14:45:00+00:00,2021-07-22 14:45:00+00:00,2021-07-22 14:50:00+00:00,2021-07-22 14:55:00+00:00,,2021-07-22 14:50:00+00:00,True,True,2021-07-22 14:55:00+00:00,32186.42,0.9007777777777746,0.5432721404075136,2021-07-22 15:25:00+00:00,2021-07-22 15:35:00+00:00,32276.12,TP_E20,0.0050201296074556,0.9934448130609178,True,False,TRADE_EXECUTED,True,LONDON,80.0,True,True,75.0,2021-07-22 08:25:00+00:00,2021-07-22 09:40:00+00:00,2021-07-22 09:40:00+00:00,100.0,230.0,False,LIVE_EXEC_NPLUS2_E10_HYBRID,2021-07-22 15:25:00+00:00,32348.0,2.1100648037278407,LIVE_FLOOR_GAP_OPEN,True,2021-07-22 15:25:00+00:00,32294.0,0,1,1,0,False,0.3888888888888889,0.1685925925925942,-1.1166199906669227,0,True,ACCEPT,,B27DQ_LIVE_EXEC_NPLUS2_E10_HYBRID_external
external,2021-07-28,210,2021-07-28 03:30:00+00:00,2021-07-28 09:00:00+00:00,2021-07-28 09:00:00+00:00,2021-07-28 15:30:00+00:00,40388.0,39222.39,1165.6100000000006,40213.1585,39630.3535,40621.122,2021-07-28 10:55:00+00:00,2021-07-28 11:00:00+00:00,2021-07-28 11:00:00+00:00,2021-07-28 11:05:00+00:00,2021-07-28 11:10:00+00:00,,2021-07-28 11:05:00+00:00,True,True,2021-07-28 11:10:00+00:00,40307.01,0.9305170683161624,0.4642119007206741,2021-07-28 11:30:00+00:00,2021-07-28 11:30:00+00:00,40621.122,TP_E20,0.0077929868774686,3.496493438734328,True,False,TRADE_EXECUTED,True,ALT_0330,125.0,True,True,120.0,2021-07-28 03:30:00+00:00,2021-07-28 06:40:00+00:00,2021-07-28 06:40:00+00:00,190.0,140.0,True,FIXED_E20,2021-07-28 11:30:00+00:00,40621.122,3.496493438734328,,,,,,,,,,,,,1,True,ACCEPT,,B27DQ_LIVE_EXEC_NPLUS2_E10_HYBRID_external
external,2021-07-27,1410,2021-07-27 23:30:00+00:00,2021-07-28 05:00:00+00:00,2021-07-28 05:00:00+00:00,2021-07-28 11:30:00+00:00,40388.0,38861.61,1526.3899999999994,40159.0415,39395.8465,40693.278,2021-07-28 10:55:00+00:00,2021-07-28 11:00:00+00:00,2021-07-28 11:00:00+00:00,2021-07-28 11:05:00+00:00,2021-07-28 11:10:00+00:00,,2021-07-28 11:05:00+00:00,True,True,2021-07-28 11:10:00+00:00,40307.01,0.9469401660126192,0.4239283070491689,2021-07-28 11:30:00+00:00,2021-07-28 11:30:00+00:00,40445.15,TIME_EXIT_EXEC_END,0.0034271954183651,1.3135977091825572,False,True,TRADE_EXECUTED,True,RAW_2330,365.0,False,True,360.0,2021-07-28 03:30:00+00:00,2021-07-28 01:00:00+00:00,2021-07-28 03:30:00+00:00,240.0,90.0,True,LIVE_EXEC_NPLUS2_E10_HYBRID,2021-07-28 11:30:00+00:00,40445.15,1.3135977091825572,TIME_EXIT_EXEC_END,False,,,0,0,0,0,False,0.040618714745248606,0.037441283027274466,0.0,4,False,SKIP_OPEN_POSITION,ALT_0330,B27DQ_LIVE_EXEC_NPLUS2_E10_HYBRID_external
external,2021-08-04,480,2021-08-04 08:00:00+00:00,2021-08-04 13:30:00+00:00,2021-08-04 13:30:00+00:00,2021-08-04 20:00:00+00:00,39155.0,37500.0,1655.0,38906.75,38079.25,39486.0,2021-08-04 13:30:00+00:00,2021-08-04 13:35:00+00:00,2021-08-04 13:50:00+00:00,2021-08-04 13:55:00+00:00,2021-08-04 14:15:00+00:00,,2021-08-04 13:55:00+00:00,True,True,2021-08-04 14:00:00+00:00,38985.01,0.8972870090634454,0.5531156156156122,2021-08-04 16:10:00+00:00,2021-08-04 16:25:00+00:00,39320.5,TP_E20,0.0128508367703381,3.902807668896347,True,False,TRADE_EXECUTED,True,LONDON,25.0,True,True,5.0,2021-08-04 13:25:00+00:00,2021-08-04 08:50:00+00:00,2021-08-04 13:25:00+00:00,325.0,5.0,True,LIVE_EXEC_NPLUS2_E10_HYBRID,2021-08-04 16:10:00+00:00,39486.0,6.025418385169079,LIVE_FLOOR_TOUCH,True,2021-08-04 16:10:00+00:00,39320.5,0,1,1,0,False,0.28157099697885196,0.17063444108761416,-2.122610716272732,0,True,ACCEPT,,B27DQ_LIVE_EXEC_NPLUS2_E10_HYBRID_external
external,2021-08-22,1410,2021-08-22 23:30:00+00:00,2021-08-23 05:00:00+00:00,2021-08-23 05:00:00+00:00,2021-08-23 11:30:00+00:00,50476.0,49100.0,1376.0,50269.6,49581.6,50751.2,2021-08-23 10:15:00+00:00,2021-08-23 10:20:00+00:00,2021-08-23 10:20:00+00:00,2021-08-23 10:25:00+00:00,,,2021-08-23 10:25:00+00:00,True,True,2021-08-23 10:30:00+00:00,50331.24,0.8947965116279055,0.5602155701403333,2021-08-23 11:30:00+00:00,2021-08-23 11:30:00+00:00,50235.42,TIME_EXIT_EXEC_END,-0.0019037877866708,-1.3518938933354425,False,True,TRADE_EXECUTED,True,RAW_2330,325.0,False,True,320.0,2021-08-23 03:40:00+00:00,2021-08-23 00:30:00+00:00,2021-08-23 03:40:00+00:00,250.0,80.0,True,LIVE_EXEC_NPLUS2_E10_HYBRID,2021-08-23 11:30:00+00:00,50235.42,-1.3518938933354423,TIME_EXIT_EXEC_END,False,,,0,0,0,0,False,-0.059731104651164484,-0.11088662790697801,-2.220446049250313e-16,4,True,ACCEPT,,B27DQ_LIVE_EXEC_NPLUS2_E10_HYBRID_external
external,2021-09-03,210,2021-09-03 03:30:00+00:00,2021-09-03 09:00:00+00:00,2021-09-03 09:00:00+00:00,2021-09-03 15:30:00+00:00,50097.57,49012.85,1084.7200000000012,49934.862,49392.502,50314.514,2021-09-03 09:00:00+00:00,2021-09-03 09:05:00+00:00,2021-09-03 09:05:00+00:00,2021-09-03 09:10:00+00:00,2021-09-03 09:15:00+00:00,,2021-09-03 09:10:00+00:00,True,True,2021-09-03 09:15:00+00:00,50024.44,0.932581680064904,0.4590228788267197,2021-09-03 10:40:00+00:00,2021-09-03 10:40:00+00:00,50314.514,TP_E20,0.00579864562202,2.499322811010019,True,False,TRADE_EXECUTED,True,ALT_0330,10.0,True,True,5.0,2021-09-03 08:55:00+00:00,2021-09-03 03:30:00+00:00,2021-09-03 08:55:00+00:00,325.0,5.0,True,FIXED_E20,2021-09-03 10:40:00+00:00,50314.514,2.499322811010019,,,,,,,,,,,,,1,True,ACCEPT,,B27DQ_LIVE_EXEC_NPLUS2_E10_HYBRID_external
external,2021-09-05,1410,2021-09-05 23:30:00+00:00,2021-09-06 05:00:00+00:00,2021-09-06 05:00:00+00:00,2021-09-06 11:30:00+00:00,51961.46,51450.0,511.4599999999991,51884.741,51629.011,52063.752,2021-09-06 07:45:00+00:00,2021-09-06 07:50:00+00:00,2021-09-06 07:50:00+00:00,2021-09-06 07:55:00+00:00,2021-09-06 11:10:00+00:00,,2021-09-06 09:40:00+00:00,True,True,2021-09-06 09:45:00+00:00,51887.55,0.8554921205959481,0.6815296725058678,2021-09-06 11:15:00+00:00,2021-09-06 11:25:00+00:00,51687.59,TP_E20,0.0033958435115937,-2.3268591405838808,True,False,TRADE_EXECUTED,True,RAW_2330,280.0,False,True,170.0,2021-09-06 01:25:00+00:00,2021-09-06 03:50:00+00:00,2021-09-06 03:50:00+00:00,260.0,70.0,True,LIVE_EXEC_NPLUS2_E10_HYBRID,2021-09-06 11:15:00+00:00,52063.752,1.2979217557968608,LIVE_FLOOR_GAP_OPEN,True,2021-09-06 11:15:00+00:00,52012.606,0,1,1,0,False,0.5524185664568125,-0.0028545731826518776,-3.6247808963807415,4,True,ACCEPT,,B27DQ_LIVE_EXEC_NPLUS2_E10_HYBRID_external
external,2021-09-08,330,2021-09-08 05:30:00+00:00,2021-09-08 11:00:00+00:00,2021-09-08 11:00:00+00:00,2021-09-08 17:30:00+00:00,46714.1,44431.0,2283.0999999999985,46371.635,45230.085,47170.72,2021-09-08 11:10:00+00:00,2021-09-08 11:15:00+00:00,2021-09-08 11:15:00+00:00,2021-09-08 11:20:00+00:00,2021-09-08 13:30:00+00:00,,2021-09-08 11:55:00+00:00,True,True,2021-09-08 12:00:00+00:00,46406.56,0.8652971836538036,0.6495335642491379,2021-09-08 17:30:00+00:00,2021-09-08 17:30:00+00:00,46174.3,TIME_EXIT_EXEC_END,-0.0050048958595507,-2.9024479297753865,False,True,TRADE_EXECUTED,True,RAW_0530,55.0,False,True,15.0,2021-09-08 05:30:00+00:00,2021-09-08 08:20:00+00:00,2021-09-08 08:20:00+00:00,170.0,160.0,True,LIVE_EXEC_NPLUS2_E10_HYBRID,2021-09-08 17:30:00+00:00,46174.3,-2.9024479297753865,TIME_EXIT_EXEC_END,False,,,0,0,0,0,False,0.05265209583461049,-0.0409925101835209,0.0,2,True,ACCEPT,,B27DQ_LIVE_EXEC_NPLUS2_E10_HYBRID_external
external,2021-09-08,480,2021-09-08 08:00:00+00:00,2021-09-08 13:30:00+00:00,2021-09-08 13:30:00+00:00,2021-09-08 20:00:00+00:00,46800.0,44431.0,2369.0,46444.65,45260.15,47273.8,2021-09-08 13:30:00+00:00,2021-09-08 13:35:00+00:00,2021-09-08 13:35:00+00:00,2021-09-08 13:40:00+00:00,,,2021-09-08 13:40:00+00:00,True,True,2021-09-08 13:45:00+00:00,46533.06,0.8873195441114384,0.5819264519879704,2021-09-08 20:00:00+00:00,2021-09-08 20:00:00+00:00,46454.12,TIME_EXIT_EXEC_END,-0.0016964283028022,-1.2482141514011276,False,True,TRADE_EXECUTED,True,LONDON,10.0,True,True,5.0,2021-09-08 11:10:00+00:00,2021-09-08 08:20:00+00:00,2021-09-08 11:10:00+00:00,190.0,140.0,True,LIVE_EXEC_NPLUS2_E10_HYBRID,2021-09-08 20:00:00+00:00,46454.12,-1.2482141514011276,TIME_EXIT_EXEC_END,False,,,0,0,0,0,False,-0.10637399746728578,-0.11367243562684715,0.0,0,False,SKIP_OPEN_POSITION,RAW_0530,B27DQ_LIVE_EXEC_NPLUS2_E10_HYBRID_external
external,2021-09-15,1410,2021-09-15 23:30:00+00:00,2021-09-16 05:00:00+00:00,2021-09-16 05:00:00+00:00,2021-09-16 11:30:00+00:00,48480.0,47330.0,1150.0,48307.5,47732.5,48710.0,2021-09-16 07:10:00+00:00,2021-09-16 07:15:00+00:00,2021-09-16 07:15:00+00:00,2021-09-16 07:20:00+00:00,,,2021-09-16 07:30:00+00:00,True,True,2021-09-16 07:35:00+00:00,48357.22,0.8932347826086967,0.5647009860417438,2021-09-16 10:30:00+00:00,2021-09-16 10:35:00+00:00,47725.18,CLOSE_INVALIDATION_F35,-0.0130702302572397,-6.935115128619874,False,False,TRADE_EXECUTED,True,RAW_2330,150.0,False,True,135.0,2021-09-16 04:45:00+00:00,2021-09-16 03:20:00+00:00,2021-09-16 04:45:00+00:00,315.0,15.0,True,LIVE_EXEC_NPLUS2_E10_HYBRID,2021-09-16 10:35:00+00:00,47725.18,-6.935115128619874,CLOSE_INVALIDATION_F35,False,,,0,0,0,0,False,-0.0817391304347826,-0.09240000000000177,0.0,4,True,ACCEPT,,B27DQ_LIVE_EXEC_NPLUS2_E10_HYBRID_external
external,2021-09-30,1410,2021-09-30 23:30:00+00:00,2021-10-01 05:00:00+00:00,2021-10-01 05:00:00+00:00,2021-10-01 11:30:00+00:00,44043.22,43260.01,783.2099999999991,43925.7385,43534.1335,44199.862,2021-10-01 07:00:00+00:00,2021-10-01 07:05:00+00:00,2021-10-01 07:05:00+00:00,2021-10-01 07:10:00+00:00,2021-10-01 07:15:00+00:00,,2021-10-01 07:10:00+00:00,True,True,2021-10-01 07:15:00+00:00,43977.99,0.916714546545622,0.4998732698518683,2021-10-01 07:15:00+00:00,2021-10-01 07:50:00+00:00,44662.01,TP_E20,0.00504506913572,7.376844735286947,True,False,TRADE_EXECUTED,True,RAW_2330,130.0,False,True,125.0,2021-10-01 00:35:00+00:00,2021-10-01 02:50:00+00:00,2021-10-01 02:50:00+00:00,200.0,130.0,True,LIVE_EXEC_NPLUS2_E10_HYBRID,2021-10-01 07:15:00+00:00,44199.862,2.122534567860002,LIVE_FLOOR_GAP_OPEN,True,2021-10-01 07:15:00+00:00,44669.788,0,4,4,4,False,0.9585551767725142,0.9031549648242507,5.2543101674269455,4,True,ACCEPT,,B27DQ_LIVE_EXEC_NPLUS2_E10_HYBRID_external
external,2021-10-05,210,2021-10-05 03:30:00+00:00,2021-10-05 09:00:00+00:00,2021-10-05 09:00:00+00:00,2021-10-05 15:30:00+00:00,49950.0,49061.0,889.0,49816.65,49372.15,50127.8,2021-10-05 09:00:00+00:00,2021-10-05 09:05:00+00:00,2021-10-05 09:05:00+00:00,2021-10-05 09:10:00+00:00,2021-10-05 09:15:00+00:00,,2021-10-05 09:10:00+00:00,True,True,2021-10-05 09:15:00+00:00,49860.03,0.8987964004499425,0.548843978027395,2021-10-05 09:40:00+00:00,2021-10-05 09:40:00+00:00,50127.8,TP_E20,0.0053704339929199,2.2852169964599605,True,False,TRADE_EXECUTED,True,ALT_0330,10.0,True,True,5.0,2021-10-05 08:55:00+00:00,2021-10-05 04:55:00+00:00,2021-10-05 08:55:00+00:00,325.0,5.0,True,FIXED_E20,2021-10-05 09:40:00+00:00,50127.8,2.2852169964599605,,,,,,,,,,,,,1,True,ACCEPT,,B27DQ_LIVE_EXEC_NPLUS2_E10_HYBRID_external
external,2021-10-20,330,2021-10-20 05:30:00+00:00,2021-10-20 11:00:00+00:00,2021-10-20 11:00:00+00:00,2021-10-20 17:30:00+00:00,64293.66,63518.81,774.8500000000058,64177.4325,63790.0075,64448.630000000005,2021-10-20 12:20:00+00:00,2021-10-20 12:25:00+00:00,2021-10-20 12:25:00+00:00,2021-10-20 12:30:00+00:00,2021-10-20 12:35:00+00:00,,2021-10-20 12:30:00+00:00,True,True,2021-10-20 12:35:00+00:00,64226.69,0.9135703684584104,0.5082411133947456,2021-10-20 12:40:00+00:00,2021-10-20 12:55:00+00:00,64371.145000000004,TP_E20,0.0034555727533212,0.7245714203861334,True,False,TRADE_EXECUTED,True,RAW_0530,90.0,False,True,85.0,2021-10-20 08:35:00+00:00,2021-10-20 05:50:00+00:00,2021-10-20 08:35:00+00:00,185.0,145.0,True,LIVE_EXEC_NPLUS2_E10_HYBRID,2021-10-20 12:40:00+00:00,64448.630000000005,1.3277863766606006,LIVE_FLOOR_TOUCH,True,2021-10-20 12:40:00+00:00,64371.145000000004,0,1,1,0,False,0.5244111763567058,0.1501322836677984,-0.6032149562744672,2,True,ACCEPT,,B27DQ_LIVE_EXEC_NPLUS2_E10_HYBRID_external
external,2021-10-22,210,2021-10-22 03:30:00+00:00,2021-10-22 09:00:00+00:00,2021-10-22 09:00:00+00:00,2021-10-22 15:30:00+00:00,63688.74,62511.0,1177.739999999998,63512.079,62923.209,63924.288,2021-10-22 09:00:00+00:00,2021-10-22 09:05:00+00:00,2021-10-22 09:10:00+00:00,2021-10-22 09:15:00+00:00,2021-10-22 12:55:00+00:00,,2021-10-22 09:15:00+00:00,True,True,2021-10-22 09:20:00+00:00,63550.0,0.8821981082412093,0.5971496080830803,2021-10-22 13:50:00+00:00,2021-10-22 13:55:00+00:00,62766.61,CLOSE_INVALIDATION_F35,-0.0123271439811172,-6.563571990558614,False,False,TRADE_EXECUTED,True,ALT_0330,15.0,True,True,5.0,2021-10-22 08:15:00+00:00,2021-10-22 06:35:00+00:00,2021-10-22 08:15:00+00:00,285.0,45.0,True,FIXED_E20,2021-10-22 13:55:00+00:00,62766.61,-6.563571990558614,,,,,,,,,,,,,1,True,ACCEPT,,B27DQ_LIVE_EXEC_NPLUS2_E10_HYBRID_external
external,2021-11-08,210,2021-11-08 03:30:00+00:00,2021-11-08 09:00:00+00:00,2021-11-08 09:00:00+00:00,2021-11-08 15:30:00+00:00,66485.05,65085.14,1399.9100000000035,66275.0635,65575.1085,66765.032,2021-11-08 09:05:00+00:00,2021-11-08 09:10:00+00:00,2021-11-08 09:10:00+00:00,2021-11-08 09:15:00+00:00,,,2021-11-08 09:15:00+00:00,True,True,2021-11-08 09:20:00+00:00,66291.57,0.8617911151431196,0.6608338340580705,2021-11-08 13:35:00+00:00,2021-11-08 13:40:00+00:00,65574.52,CLOSE_INVALIDATION_F35,-0.0108166091103288,-5.808304555164446,False,False,TRADE_EXECUTED,True,ALT_0330,15.0,True,True,10.0,2021-11-08 07:10:00+00:00,2021-11-08 03:30:00+00:00,2021-11-08 07:10:00+00:00,220.0,110.0,True,FIXED_E20,2021-11-08 13:40:00+00:00,65574.52,-5.808304555164446,,,,,,,,,,,,,1,True,ACCEPT,,B27DQ_LIVE_EXEC_NPLUS2_E10_HYBRID_external
external,2021-11-16,480,2021-11-16 08:00:00+00:00,2021-11-16 13:30:00+00:00,2021-11-16 13:30:00+00:00,2021-11-16 20:00:00+00:00,61320.58,58397.14,2923.4400000000023,60882.064,59420.344,61905.268,2021-11-16 14:45:00+00:00,2021-11-16 14:50:00+00:00,2021-11-16 14:50:00+00:00,2021-11-16 14:55:00+00:00,,,2021-11-16 15:00:00+00:00,True,True,2021-11-16 15:05:00+00:00,61013.89,0.895092767424677,0.5593675990526806,2021-11-16 20:00:00+00:00,2021-11-16 20:00:00+00:00,60243.54,TIME_EXIT_EXEC_END,-0.0126258135647472,-6.712906782373618,False,True,TRADE_EXECUTED,True,LONDON,90.0,True,True,80.0,2021-11-16 09:00:00+00:00,2021-11-16 10:10:00+00:00,2021-11-16 10:10:00+00:00,130.0,200.0,False,LIVE_EXEC_NPLUS2_E10_HYBRID,2021-11-16 20:00:00+00:00,60243.54,-6.712906782373618,TIME_EXIT_EXEC_END,False,,,0,0,0,0,False,-0.0729106805680983,-0.09878088826861459,0.0,0,True,ACCEPT,,B27DQ_LIVE_EXEC_NPLUS2_E10_HYBRID_external
external,2021-11-25,480,2021-11-25 08:00:00+00:00,2021-11-25 13:30:00+00:00,2021-11-25 13:30:00+00:00,2021-11-25 20:00:00+00:00,58888.0,57375.38,1512.6200000000026,58661.107,57904.797,59190.524,2021-11-25 15:05:00+00:00,2021-11-25 15:10:00+00:00,2021-11-25 15:10:00+00:00,2021-11-25 15:15:00+00:00,2021-11-25 15:45:00+00:00,,2021-11-25 15:20:00+00:00,True,True,2021-11-25 15:25:00+00:00,58687.05,0.8671510359508688,0.6436204143672085,2021-11-25 15:55:00+00:00,2021-11-25 16:25:00+00:00,59147.79,TP_E20,0.0085789624797973,3.525397511035156,True,False,TRADE_EXECUTED,True,LONDON,110.0,True,True,100.0,2021-11-25 13:25:00+00:00,2021-11-25 09:15:00+00:00,2021-11-25 13:25:00+00:00,325.0,5.0,True,LIVE_EXEC_NPLUS2_E10_HYBRID,2021-11-25 15:55:00+00:00,59190.524,3.889481239898696,LIVE_FLOOR_GAP_OPEN,True,2021-11-25 15:55:00+00:00,59190.524,0,2,2,1,False,0.371289550581112,0.31104309079610026,-0.3640837288635401,0,True,ACCEPT,,B27DQ_LIVE_EXEC_NPLUS2_E10_HYBRID_external
external,2021-12-07,210,2021-12-07 03:30:00+00:00,2021-12-07 09:00:00+00:00,2021-12-07 09:00:00+00:00,2021-12-07 15:30:00+00:00,51324.53,50731.58,592.9499999999971,51235.5875,50939.1125,51443.12,2021-12-07 09:05:00+00:00,2021-12-07 09:10:00+00:00,2021-12-07 09:10:00+00:00,2021-12-07 09:15:00+00:00,2021-12-07 09:20:00+00:00,,2021-12-07 09:15:00+00:00,True,True,2021-12-07 09:20:00+00:00,51256.3,0.8849312758242748,0.5889891625615525,2021-12-07 09:30:00+00:00,2021-12-07 09:30:00+00:00,51443.12,TP_E20,0.0036448202464867,1.4224101232433566,True,False,TRADE_EXECUTED,True,ALT_0330,15.0,True,True,10.0,2021-12-07 07:05:00+00:00,2021-12-07 03:45:00+00:00,2021-12-07 07:05:00+00:00,215.0,115.0,True,FIXED_E20,2021-12-07 09:30:00+00:00,51443.12,1.4224101232433566,,,,,,,,,,,,,1,True,ACCEPT,,B27DQ_LIVE_EXEC_NPLUS2_E10_HYBRID_external
