freeze_rank,candidate_id,partition,trades,win_rate,net_pnl,expectancy,pf,max_dd,max_loss_streak,max_win_streak,partition_gate
1,DRIVE_UP__STR_B0_20|RAW_RANGE_LB_HIGH|LB30|H960,external,951,0.5068349106203995,3756.0625610604475,3.9495925983811224,1.3530621522958766,1489.7278436161598,12,20,False
1,DRIVE_UP__STR_B0_20|RAW_RANGE_LB_HIGH|LB30|H960,reference_validation,221,0.579185520361991,645.7873453388,2.9221146847909503,1.4557755211268786,218.7502722507612,10,9,True
2,EFF_HIGH__EXT_LOW|RANGE_72H_HIGH|LB120|H240,external,428,0.5070093457943925,1478.8408451988385,3.4552356196234544,1.576433392516651,361.90838070257337,9,12,True
2,EFF_HIGH__EXT_LOW|RANGE_72H_HIGH|LB120|H240,reference_validation,177,0.4124293785310734,-280.79455547833265,-1.5864099179566817,0.7090587534839954,352.10139154368284,8,9,False
3,EFF_HIGH__EXT_LOW|RAW_RANGE_LB_LOW|LB240|H720,external,4,1.0,49.10694389193607,12.276735972984017,inf,0.0,0,4,False
3,EFF_HIGH__EXT_LOW|RAW_RANGE_LB_LOW|LB240|H720,reference_validation,213,0.4460093896713615,-419.94128638832234,-1.971555335156443,0.6251166538514736,481.6587122243568,11,9,False
4,EFF_HIGH__EXT_LOW|RANGE_24H_MID|LB120|H360,external,139,0.4028776978417266,-101.02679743408703,-0.7268114923315614,0.8861904084940938,308.52790264188377,13,8,False
4,EFF_HIGH__EXT_LOW|RANGE_24H_MID|LB120|H360,reference_validation,305,0.4360655737704918,-660.8697055582729,-2.16678591986319,0.586246243830679,751.887162122543,10,12,False
