i,date,period,parent_pnl,win,f5_body,f5_upper,f5_lower,f5_upper_minus_lower,f5_upper_delta_prev3median,f5_body_delta_prev3median,f5_upper_share_delta_prev3median,h4_ret,entry_dist_ema7,entry_dist_ema20,ema7_slope15,ema20_slope15,m15_ret,m15_body,m15_upper,m15_lower,m15_close_pos,m15_range_open,h1_ret,h1_body,h1_upper,h1_lower,h1_close_pos,h1_range_open,leaf
54,2024-12-20,discovery,-4.25,0,0.5629173086800168,0.03338469440164156,0.4036979969183417,-0.37031330251670014,-0.12026494063482292,0.20525307510337443,-0.16282381689985947,0.007652199350660194,-0.0005125817994280357,0.0018650515313538563,-0.0007556648830560064,0.0006634645194798505,-0.002327281924403124,0.4977099236641158,0.09182115594327431,0.4104689203926099,0.4104689203926099,0.004675980553632018,0.005698465536774222,0.562626877791316,0.42316280958180613,0.014210312626877834,0.5768371904181938,0.010128320849413674,6
55,2024-12-27,discovery,9.25,1,0.35140367860602023,0.0,0.6485963213939798,-0.6485963213939798,-0.437216338880463,0.2461056653609775,-0.4478305785124019,-0.01352386130415939,-0.0015007138235100248,-0.005902053818650388,-0.0015275965177492523,-0.001910938285215269,0.0021302319011975435,0.29642123789966324,0.6378703432091624,0.06570841889117442,0.3621296567908377,0.007186502277271689,-0.015442352141963767,0.7608163265306181,0.007346938775507235,0.23183673469387459,0.23183673469387459,0.02029708301921181,2
56,2025-01-03,discovery,0.2315622107897104,1,0.11506849315060519,0.8849315068493948,0.0,0.8849315068493948,0.4949446820800465,-0.2843309062488467,0.17318435754187445,-0.007669623816341398,-0.0006491425051098343,-0.0019347133516078863,-0.0007305995050225222,-0.0006291725783154067,-0.0007794491131820624,0.7172874880612026,0.28271251193879743,0.0,0.0,0.0010866620792297785,-0.0023801949542353595,0.6073506081438362,0.2911158117398378,0.10153358011632595,0.10153358011632595,0.0039189801118494445,2
57,2025-01-10,discovery,-4.25,0,0.21075581395347945,0.3750000000000264,0.4142441860464941,-0.03924418604646768,0.03292326035120374,-0.4458667743838114,-0.38675446157323473,0.008563344188778022,-0.00022231999037181094,0.0018837716311901342,0.000727619341895025,0.000979793236585147,-0.003334282970888336,0.5493741307371377,0.35152990264255585,0.09909596662030648,0.09909596662030648,0.006069239129287847,0.0026473448002071187,0.2612338954645385,0.5427883104640188,0.19597779407144275,0.4572116895359813,0.010134001927657609,6
58,2025-01-17,discovery,4.243249966225188,1,0.09934497816601189,0.3460698689956344,0.5545851528383537,-0.20851528384271933,-0.07837834832185986,-0.4756408735601199,-0.5918667907747097,0.003977022965154342,-0.0007992918024429807,-0.0007058132919347537,-0.0006400182132202392,-0.00010562625197518827,-0.002244305603384733,0.6445323537722791,0.21192427239333494,0.14354337383438598,0.14354337383438598,0.0034820681851723736,0.00032454080928046025,0.06721144024513621,0.8962206332993088,0.03656792645555501,0.10377936670069124,0.0048286542900546495,2
59,2025-01-24,discovery,-0.4014282394554085,0,0.2754275427541824,0.3861386138614445,0.3384338433843731,0.04770477047707139,0.13228837488108247,-0.19310392577736085,-0.1878254261927098,0.011144751768541905,0.0010852384056976305,0.0015865460171426982,0.0011122389059228244,0.0004439333038412929,0.0019839300709978414,0.7962466487935257,0.1643048640367973,0.03944848716967706,0.8356951359632027,0.0024916024123979486,0.000417317335533518,0.08075221238935994,0.2859513274336421,0.6332964601769979,0.7140486725663578,0.005167874949621738,6
60,2025-01-31,discovery,1.513824884792709,1,0.508710801393728,0.3850174216027523,0.10627177700351965,0.2787456445992327,0.210546122509155,-0.0683284735308346,0.42013457247584696,-0.0012130033964095066,-0.0009047029395748973,-0.0020731855869594584,-0.0018824750237541599,-0.0009022617906893071,-0.0009083514619949717,0.3475229357798058,0.0,0.6524770642201941,0.6524770642201941,0.0026137885258040875,-0.0029482684187804864,0.3878604709734333,0.3882382571464447,0.223901271880122,0.223901271880122,0.007601363478420602,3
61,2025-02-07,discovery,9.25,1,0.3574730354391964,0.19029275808934157,0.45223420647146206,-0.2619414483821205,-0.04394147614489266,0.12152491931814349,-0.21232520854777298,-0.007238461680604158,-0.0006581015626708764,-0.001881878433820261,-0.0010072284698878775,-0.0006806865284320063,-0.0007119680906028103,0.2908400168847441,0.2655128746306278,0.4436471084846281,0.4436471084846281,0.0024479715626097315,-9.40916638920708e-05,0.015622317596551534,0.8039484978540823,0.1804291845493662,0.1804291845493662,0.006022900463427294,2
62,2025-02-14,discovery,-1.5199460934524338,0,1.0,0.0,0.0,0.0,-0.13593749999995453,0.13750000000004547,,-0.0021113364347663532,-0.00034310820457250646,0.00031964462017142203,-8.522245622022417e-05,0.0002214136014806467,-0.001045454592319195,0.9209809264305483,0.07901907356945168,0.0,0.0,0.0011351533591157745,0.001068330810598539,0.3745019920318633,0.5505251720391336,0.07497283592900306,0.44947482796086635,0.00285267056872592,6
63,2025-02-21,discovery,5.119770579609246,1,0.6046901172530583,0.0016750418759007325,0.39363484087104095,-0.3919597989951402,-7.320987245286632e-05,0.16413067669364623,0.001112288135042926,0.00024463335575797274,-0.0009691548580359477,-0.0015758930927460835,-0.0008946956658210103,-0.000424090258160259,-0.0009569962534614618,0.669992872416237,0.16250890947970376,0.16749821810405924,0.16749821810405924,0.0014283678123473175,-0.002287631538813506,0.5016722408026756,0.4459308807134894,0.05239687848383501,0.05239687848383501,0.00456001220070154,2
64,2025-02-28,discovery,-4.25,0,0.48848801329215985,0.20223118917638513,0.30928079753145504,-0.10704960835506991,-0.41544574953003854,0.21825435260810255,-0.22656566731227384,-0.015781581813570256,-0.00032355017846563694,-0.0031717627831635564,-0.002445890652442273,-0.0016784022147935396,-0.0006110470746122365,0.10565378738268526,0.08033180528269471,0.81401440733462,0.81401440733462,0.005783484811566538,-0.0020171482818308606,0.11121924092868021,0.6295704156819185,0.2592103433894013,0.2592103433894013,0.01813668448901229,6
65,2025-03-07,discovery,9.25,1,0.309696969697005,0.08666666666668431,0.6036363636363107,-0.5169696969696264,-0.17139784946230796,-0.12210146644543268,-0.3852946465404059,0.015529264567885503,0.0006336669813085116,0.0012620105391480951,0.00010969204170385716,0.00021620235818931022,0.0015367463846764906,0.7230522945570634,0.07630736392743993,0.20064034151549665,0.92369263607256,0.002125359944563816,0.0016162638105490235,0.27409117137911443,0.5022119638391886,0.2236968647816969,0.4977880361608113,0.005896810913013183,6
66,2025-03-14,discovery,9.25,1,0.9287749287749287,0.07122507122507123,0.0,0.07122507122507123,-0.11688004634070019,0.3815408862217744,0.19078947368422228,0.003212743475260016,-0.0003643341134861311,0.0008162280123886756,0.0007289808022001854,0.000626834199334958,-0.0026038725316951394,0.7134775374375846,0.28652246256241537,0.0,0.0,0.0036495508198433548,0.0015671496170543975,0.2249649859943989,0.5260854341736722,0.24894957983192895,0.47391456582632785,0.006966193472852299,6
67,2025-03-21,discovery,-4.25,0,0.3387314439946538,0.20242914979755494,0.45883940620779123,-0.2564102564102363,-0.05149381739222081,0.01574696727957653,-0.1710485447536606,-0.006165146309678904,8.611557077453647e-05,-0.001493671213666392,-0.0004138691831618857,-0.0006832597014836406,0.0016010888837152404,0.646265060240992,0.07228915662650602,0.28144578313250207,0.927710843373494,0.002477449242139322,-0.003273328256011121,0.4733676975945017,0.11546391752576819,0.41116838487973006,0.41116838487973006,0.006914980199631438,5
68,2025-03-28,discovery,-2.013279996149169,0,0.049612403100842875,0.5813953488372093,0.3689922480619478,0.21240310077526153,0.37914815782592437,-0.3970542635658723,0.21614111826181526,-0.018118247589536396,-0.0014063678649736122,-0.004548783837516002,-0.001778827542093242,-0.001543065941011057,-0.0005444635449973756,0.21682242990651485,0.5308411214953543,0.2523364485981308,0.2523364485981308,0.002511103418738229,-0.005894017397271911,0.691401971522459,0.23466593647315928,0.07393209200438175,0.07393209200438175,0.008524733281123553,3
69,2025-04-04,discovery,-4.25,0,0.25549132947966785,0.08670520231213873,0.6578034682081935,-0.5710982658960547,-0.21569654441277009,-0.4031264890049449,-0.8453459282263489,0.014256914355841976,0.002498679662906955,0.005924028904914724,0.002913808701149323,0.0019201301332156806,0.0034620601468715595,0.9291212315586734,0.06029506093650653,0.010583707504820012,0.9397049390634935,0.003726166219518788,0.01143474558203006,0.9720458734384572,0.019250460782308826,0.008703665779234026,0.9807495392176911,0.011763586364068976,5
70,2025-04-11,discovery,9.25,1,0.8215507411630334,0.12713797035349858,0.05131128848346807,0.07582668187003051,-0.3307567664885811,0.5958197470109525,0.15250531276653168,0.005157376087449039,-5.158041391140067e-05,0.0015174806792299655,0.001230852617663869,0.0009008161537102932,-0.0013391127916627665,0.5937840785168901,0.3571428571428685,0.04907306434024147,0.04907306434024147,0.0022552184204862637,0.0019196131165339914,0.26462585034014596,0.2965986394557724,0.4387755102040816,0.7034013605442276,0.00725406499050063,6
71,2025-04-18,discovery,-1.3213583438998193,0,0.7294832826749011,0.0,0.2705167173250989,-0.2705167173250989,-0.27380952380961315,0.005276933468468248,-0.6331168831169728,-0.001975459485979547,0.0005449665035333062,0.00043129245376971603,0.00038239197469946973,4.2739596913587974e-05,0.000605403462387466,0.616125150421209,0.0,0.383874849578791,1.0,0.0009825981977421676,-0.0007687039486113934,0.1856287425149882,0.03421727972626205,0.7801539777587497,0.7801539777587497,0.004141082561874139,5
72,2025-04-25,discovery,2.5022918602555517,1,0.2357032457496242,0.6777434312210281,0.0865533230293477,0.5911901081916804,0.6401990375122787,-0.6835040713236112,0.7184233414925041,0.005051311936472125,0.0012216796562027898,0.002272511828907531,0.0007470003357941124,0.000510559382402187,0.0010647807480805849,0.3129315756434395,0.2752667922159432,0.4118016321406173,0.7247332077840568,0.00340259926116809,0.002599180669797141,0.6646608315098627,0.23987964989058858,0.09545951859954872,0.7601203501094114,0.003910536843118495,6
73,2025-05-02,discovery,1.3662592677202996,1,0.6946564885496409,0.27989821882949584,0.025445292620863254,0.2544529262086326,0.04741676788146276,0.22123456163931904,0.5841194968553916,-0.0077584874555663985,-0.001055288617233141,-0.0022188688314945804,-0.000808231925932601,-0.0005892719304849692,-0.0015344738206324315,0.8305274971941774,0.1582491582491445,0.011223344556678073,0.011223344556678073,0.001847589424572287,-0.0036830888286536467,0.9111850524699325,0.04044023547479659,0.04837471205527085,0.04837471205527085,0.004042086531895933,3
74,2025-05-09,discovery,-4.25,0,0.9618395303327368,0.03669275929550007,0.001467710371763048,0.03522504892373702,-0.4449882751872895,0.5686440924823734,0.2094352646806502,0.011500739605250887,-0.0012336490377542475,0.0011133955931403872,0.0006684693381648898,0.0010920532417639794,-0.002584103718452191,0.345920866091005,0.653692486145123,0.00038664776387209785,0.00038664776387209785,0.007470216375361227,0.003957786198141244,0.318564742589699,0.604992199687992,0.07644305772230889,0.39500780031200794,0.012423804862921436,6
75,2025-05-16,discovery,0.7324427259965134,1,0.8885191347751915,0.001663893510911998,0.10981697171389654,-0.10815307820298455,-0.4392101424788261,0.5350486977572099,-0.6669831755726007,-0.0031977580109848747,-0.001257668241658405,-0.0021212206441220127,-0.0010603138589484473,-0.0005460865422693972,-0.0012844491081605014,0.7669735327962378,0.19505178365942558,0.037974683544336654,0.037974683544336654,0.0016746980870091697,-0.0029014451428691634,0.5913725490195907,0.39568627450980964,0.012941176470599648,0.012941176470599648,0.004906289863605142,2
76,2025-05-23,discovery,-4.25,0,0.17400722021664852,0.6534296028880866,0.17256317689526482,0.4808664259928218,0.6523508542366165,-0.28586476402762895,0.789323352703828,-0.0032311516155758557,-5.031078082351481e-05,0.00010172043645906292,-0.0001820725766862319,-5.271564881836888e-06,-0.0003847272320049999,0.1481739130434985,0.25043478260869567,0.6013913043478059,0.6013913043478059,0.002596457258249509,0.001895437733874683,0.5989702517162205,0.3855835240274619,0.015446224256317623,0.6144164759725381,0.003164493943470025,6
77,2025-05-30,discovery,1.4086228243529737,1,0.07324106113031402,0.19088811995388785,0.7358708189157981,-0.5449826989619102,0.14008745733648673,-0.32233776376787926,-0.03340837503868491,-0.009259399049621253,-0.0011176741947472868,-0.004015197594276487,-0.0019282048176900712,-0.001526926791330263,-0.000254227120987327,0.0762421473443638,0.01827527127358229,0.905482581382054,0.905482581382054,0.003334469579392289,-0.006377316852052672,0.5965300522262434,0.12277595821900524,0.28069398955475133,0.28069398955475133,0.010690688303552444,6
78,2025-06-06,discovery,3.7913674734496867,1,0.8705440900564014,0.0,0.12945590994359854,-0.12945590994359854,-0.03015075376889444,0.3713816109943518,-0.060200668896430116,0.006362438381570579,7.254957441449328e-05,0.0003832198847146806,-0.00019474985230483188,5.2020742276059906e-05,-3.879833787912013e-06,0.006589785831864883,0.046128500823773386,0.9472817133443617,0.9472817133443617,0.0005887647773169116,-0.00019007645728508216,0.045880149812713954,0.7212078651685578,0.23291198501872817,0.23291198501872817,0.004142890946541938,2
79,2025-06-13,discovery,-1.4463562444076699,0,0.22580645161290322,0.7741935483870968,0.0,0.7741935483870968,0.4848810909330636,-0.15671103090455893,0.5186862967157577,0.005732300144194902,0.0014347794400748626,0.0033773928506166673,0.0011239276241725715,0.0009207080173638804,0.001850191804491308,0.5407821229050035,0.16759776536312848,0.29162011173186797,0.8324022346368715,0.003421325754172966,0.0015687818151244315,0.28310344827585704,0.10344827586206896,0.613448275862074,0.896551724137931,0.005541373037589618,5
80,2025-06-20,discovery,-1.48702105450274,0,0.9867892016082548,0.013210798391745167,0.0,0.013210798391745167,-0.194502327453989,0.32982032474763967,0.3944773175542633,0.011558509875185363,0.0030906553906784318,0.006515448670781909,0.002604667397010818,0.0018053974997833677,0.0032859943974934414,0.8194937307783217,0.005441211260948489,0.17506505796072985,0.9945587887390515,0.004009785888627149,0.010356383395395907,0.9264228337036476,0.0019654759870132593,0.07161169030933906,0.9980345240129868,0.011178894796875003,5
81,2025-06-27,discovery,-0.9437895595172656,0,0.06979542719617936,0.9302045728038206,0.0,0.9302045728038206,0.5195923279058376,-0.4514811685485015,0.3023578363384348,-0.005689386668851215,-0.001487240175421345,-0.003122026245790721,-0.001834445891030767,-0.0010304485201273472,-0.0009857625584186458,0.6341756919374885,0.27015643802644385,0.09566787003606773,0.09566787003606773,0.0015543997837681857,-0.0038441057511441334,0.4657627118644199,0.5162711864406714,0.017966101694908677,0.017966101694908677,0.008253356598162252,3
82,2025-07-04,validation,-4.166125918106861,0,0.5944881889762866,0.4055118110237134,0.0,0.4055118110237134,0.4038697748990619,-0.20594099557315704,0.1182795698923721,-0.004896712965803518,-0.0007723528536940361,-0.0015224259907762328,-0.0006929911751547557,-0.00042439788931680766,-0.0014134106757537346,0.9036427732080231,0.09635722679197685,0.0,0.0,0.0015641254682267217,-0.0029509297814513946,0.7233468286099901,0.2766531713900099,0.0,0.0,0.004079550313536342,2
83,2025-07-11,validation,1.1406985629160156,1,0.8854519091348586,0.0,0.11454809086514141,-0.11454809086514141,-0.10242290748901556,0.17527491798453243,-0.35428571428582517,0.00584733758703182,-0.0017532336220565936,-0.0017820773897063713,-0.0008257739178414436,-0.00016369952670380883,-0.0034655740540686653,0.866624257845615,0.08312128922818311,0.05025445292620186,0.05025445292620186,0.003998934974061241,-0.0008850023974128485,0.15823073415413702,0.7025383796929643,0.13923088615289875,0.13923088615289875,0.005593113134081639,2
84,2025-07-18,validation,-4.25,0,0.47003682624705573,0.3404753933712691,0.18948778038167516,0.15098761298959393,0.28404198479339005,-0.26218665005092473,0.4671569246776494,-0.00712236966446167,-0.0024246144054560492,-0.004643080071655148,-0.00168270914502755,-0.0011370541558864966,-0.004140078496288724,0.8974498100922451,0.00018086453244939394,0.1023693253753055,0.1023693253753055,0.004613158808137934,-0.007335414750338054,0.8199312075857603,0.1274518917913839,0.05261690062285579,0.05261690062285579,0.008946378284510939,3
85,2025-07-25,validation,3.181861610267817,1,0.827788362890225,0.13703649421075714,0.03517514289901788,0.10186135131173926,0.136517013691322,-0.05439315251362198,0.7907446808515003,-0.0008311327238359478,0.0009307262287179263,-4.267836500926325e-05,-0.0013123996396321447,-0.000713698338954516,0.001291470130736272,0.2079720279720239,0.13076923076923078,0.6612587412587453,0.8692307692307693,0.006209826116183675,0.00029065908465808477,0.02657675525585085,0.5069416898056327,0.46648155493851645,0.4930583101943673,0.010936590334674414,6
86,2025-08-01,validation,-4.25,0,0.8814285714285715,0.11828571428569766,0.0002857142857309165,0.11799999999996674,-0.2821263736263942,0.47807895523874777,0.36732009117534115,-0.005021817439418097,0.001662618443773578,0.0004103237872770116,0.000355977055249479,-0.0003980689808713578,0.00264926179832492,0.8007905138340151,0.10909090909089375,0.09011857707509115,0.8909090909091062,0.003308308168687975,-0.0008496006963597535,0.14422651526321711,0.21339035540482287,0.64238312933196,0.64238312933196,0.005890738570568597,6
87,2025-08-08,validation,-0.3612081663411919,0,1.0,0.0,0.0,0.0,-0.5070242656448993,0.527458492975752,,0.0006838503344697155,-0.00013477594916588842,0.0004720190005427227,8.636653401139505e-05,0.00024226377552682976,-1.1132681871695027e-05,0.016602809706294536,0.9795657726691473,0.0038314176245581,0.0038314176245581,0.0006705299927295273,0.0007361630905480254,0.20678863745785356,0.34930187770823967,0.44390948483390674,0.6506981222917603,0.0035599784378774224,6
88,2025-08-15,validation,-4.25,0,0.9975990396160557,0.0012004801919721828,0.0012004801919721828,0.0,-0.36278915711362797,0.8007078479060529,0.04677419354842155,-8.24096584119971e-05,0.0006281923288198321,0.00027846309813073233,0.0001360213407710642,-0.00011443920042963907,0.0013676261664614664,0.7830279652845386,0.00048216007710352775,0.21648987463835795,0.9995178399228964,0.0017465866189905856,-0.00114075372068001,0.36584051724139,0.07570043103445984,0.5584590517241501,0.5584590517241501,0.0031181721731694144,5
89,2025-08-22,validation,-4.25,0,0.5572005383580171,0.41588156123821024,0.026917900403772725,0.3889636608344375,0.2863396970992417,-0.020998513774749705,0.7355343818803474,0.001329612897510879,-0.00040871793254937394,-0.00030694461870162115,-0.0001812622881171011,3.2793259512331474e-06,-0.0011036981398842016,0.9217712177121342,0.0,0.07822878228786584,0.07822878228786584,0.0011973666769760968,0.0008251665163010458,0.3048740595355333,0.5417075564278471,0.15341838403661964,0.45829244357215293,0.0027065815883392736,6
90,2025-08-29,validation,-4.25,0,0.35884439939179863,0.03801317790167202,0.6031424227065294,-0.5651292448048574,-0.5100892051522047,0.20585932476493296,-0.6680604557391768,-0.01504362795413472,-0.0013021404797233238,-0.004678240296106639,-0.0012620389026803958,-0.0014875932222369048,-0.000518059367785817,0.20120014119307947,0.3787504412283862,0.4200494175785343,0.4200494175785343,0.0025748459455038164,-0.011283535927497645,0.9036578341013806,0.010656682027651843,0.08568548387096757,0.08568548387096757,0.012486513702078714,2
91,2025-09-05,validation,-4.25,0,0.3761854583772316,0.13909378292937724,0.48472075869339115,-0.3456269757640139,-0.0750589172568541,-0.3063098861293502,-0.4840095706679523,0.014677307737244627,0.0013713616924178051,0.004996590594744887,0.001688500829181816,0.001683552822168144,0.00153556823121348,0.6434944237918432,0.18178438661707874,0.17472118959107807,0.8182156133829213,0.0023862960958776513,0.009298229930269963,0.9309048599301917,0.04376622214266003,0.025328917927148337,0.95623377785734,0.009988378330055453,5
92,2025-09-12,validation,-0.46446923873230617,0,0.8968750000000606,0.0,0.10312499999993936,-0.10312499999993936,-0.28846153846158457,0.6541971757320972,-0.6140350877196118,-0.0007755890090439532,-0.0007366579087639824,-0.0014312512532407284,-0.0004416177351644901,-0.00033995254189089774,-0.0007538923601521086,0.6910828025478419,0.23009554140124353,0.07882165605091455,0.07882165605091455,0.0010908857192983526,-0.0019215670965251341,0.694575101912838,0.2743806835998796,0.03104421448728241,0.03104421448728241,0.00276653610420701,2
93,2025-09-19,validation,-4.25,0,0.6299999999998059,0.36666666666666664,0.003333333333527359,0.3633333333331393,0.08095238095238094,0.17693877550977244,0.46860293128875186,-0.0005474104492101395,-1.516531432410595e-05,0.0003419363715380097,0.00013692296791689706,0.0001656513870647025,-0.000567071856471757,0.9969924812028325,0.001503759398583771,0.001503759398583771,0.001503759398583771,0.0005687824804732271,0.0018596763185783072,0.6803638644918967,0.29422835633623523,0.025407779171868147,0.7057716436637648,0.0027333555111236627,6
94,2025-09-26,validation,0.9153334236399475,1,0.7382388419782829,0.08353437876959169,0.1782267792521254,-0.09469240048253372,-0.19404137880609534,0.10005562411840696,-0.6787479164623187,-0.002558028072577878,0.00136043914981121,0.000392358988984709,-6.376639259964012e-05,-0.000416813610643163,0.0035565320505812625,0.9330120481927641,0.06674698795180022,0.00024096385543571268,0.9332530120481998,0.0038118822339650647,-0.0003796930981858626,0.059515273196615266,0.3434676609780568,0.597017065825328,0.597017065825328,0.006379758972651145,6
95,2025-10-03,validation,2.1964111800608928,1,0.1766467065869007,0.7529940119760049,0.07035928143709444,0.6826347305389104,0.6334911439071613,-0.7038504253442557,-0.08545454545451514,-0.0047035663233636615,-0.0004402828745210252,-0.0012464285468533065,-0.00039169448017606356,-0.0003672386439360631,2.507946008867279e-06,0.0024834437086336033,0.8634105960264769,0.1341059602648895,0.1365894039735231,0.001009866259599066,-0.0021888098763371833,0.6464646464646414,0.25375708302537936,0.09977827050997926,0.09977827050997926,0.0033858152774591302,2
96,2025-10-10,validation,2.2404182532152213,1,0.6834586466164976,0.04548872180453316,0.27105263157896925,-0.22556390977443608,-0.07291452582739956,0.11715282794264481,-0.12930545725384554,-0.0006175554394480809,-0.001344908690536828,-0.0025255246674832366,-0.000905207807135322,-0.0006244907025619861,-0.0015733841221177158,0.7021747143383633,0.032067821599694055,0.26575746406194267,0.26575746406194267,0.002240730248454308,-0.0035362456940644105,0.8210526315789474,0.04095693779903192,0.1379904306220207,0.1379904306220207,0.004306965909437489,2
97,2025-10-17,validation,-4.25,0,0.42691029900332916,0.07101328903650773,0.5020764119601631,-0.43106312292365534,-0.23517164666465035,-0.06604313236925541,-0.5610184633711175,-0.032473774741825334,-0.0024842195477047246,-0.008560694161530047,-0.002269250235975795,-0.0026593785985589147,-0.0012430268934637834,0.26756261453877545,0.48625534514355545,0.2461820403176691,0.2461820403176691,0.004645742065297753,-0.010504306034446409,0.7963055062166984,0.11779751332148373,0.08589698046181793,0.08589698046181793,0.01319130151988161,2
98,2025-10-24,validation,-1.3314597657766152,0,0.3103731037310143,0.3542435424354475,0.3353833538335383,0.01886018860190919,0.23927028040334097,-0.2575803600447944,0.13836247668581042,0.005559787644735303,4.525366217889015e-05,-0.0008099150693036128,-0.0007892476815665184,-0.0005357931235266955,0.0010875338501672438,0.3205741626793927,0.22966507177035103,0.44976076555025624,0.770334928229649,0.0033924563385820364,-0.0035857510600180165,0.5155503935991683,0.11046586656343381,0.3739837398373979,0.3739837398373979,0.006955190228806001,5
99,2025-10-31,validation,2.544789762339989,1,0.29046563192906183,0.5107169253509962,0.198817442719942,0.3118994826310542,0.18840750831065323,-0.19146207891431166,-0.13137112403123408,0.0019581211195909276,-0.0005072225377638073,-0.0013130209260157066,-0.0010327287188099943,-0.0005578209188696892,-0.0005636669596150723,0.19903225806450675,0.18548387096774194,0.6154838709677514,0.6154838709677514,0.0028320382087632396,-0.0018621549174209218,0.3541558216206667,0.3147666146104595,0.33107756376887376,0.33107756376887376,0.005258010185741084,6
100,2025-11-07,validation,-4.25,0,0.307284768211882,0.041059602648890976,0.651655629139227,-0.6105960264903361,-0.10353089280109642,-0.07390835615615954,-0.34650165342580846,0.0011328897327205212,0.000943718096569901,0.0005640482125404134,0.0010029527780952563,0.00011054218673911542,0.0020703933747412417,0.9508122743682553,0.013989169675051403,0.035198555956693224,0.9860108303249486,0.0021774996290585286,0.001967014676955703,0.5064507968631494,0.007842145206150671,0.48570705793069985,0.9921578547938493,0.003883920588414346,5
101,2025-11-14,validation,-4.25,0,0.34240609689716783,0.43113772455088917,0.226456178551943,0.20468154599894617,0.11259467819326685,-0.27238419007854964,-0.15149371006678747,-0.02021527032904058,-0.0009130611876422279,-0.0010350691409587442,0.00020771508153627494,8.26435900305178e-05,-0.00020696046128509948,0.03437072503420951,0.8944938440492531,0.07113543091653739,0.07113543091653739,0.006021416803953902,-0.004420133085890732,0.4268739479156434,0.1814040994157819,0.3917219526685747,0.3917219526685747,0.010354656468199795,6
102,2025-11-21,validation,-4.25,0,0.40887432995831363,0.2355568790947145,0.35556879094697186,-0.12001191185225735,-0.0725197237362597,-0.054073213755258365,-0.17515474586527824,-0.02070005035998057,-0.002410447443100594,-0.009887882714417318,-0.004414799918989298,-0.0037641674948911685,-0.0037309671459050398,0.5225913621262556,0.050996677740858955,0.4264119601328855,0.4264119601328855,0.007139358619945376,-0.017941020371422423,0.33191314503222374,0.04182706864483944,0.6262597863229368,0.6262597863229368,0.054053358958352365,5
103,2025-11-28,validation,7.2779343503150145,1,0.1313672922251819,0.45665773011625094,0.41197497765856717,0.04468275245768377,0.2646636604350404,-0.6238958656694784,-0.17084975623515153,-0.003266497016497061,-0.0017292782778074445,-0.0035647367618049097,-0.0021303542410555654,-0.001176842429582825,-0.001685277224807713,0.6805678793256996,0.11490683229811378,0.2045252883761866,0.2045252883761866,0.0024762808766077607,-0.004220028864077019,0.5456219892320944,0.38906205724000537,0.0653159535279003,0.0653159535279003,0.0077343452928212205,2
104,2025-12-05,validation,-4.25,0,0.37867078825349465,0.0,0.6213292117465053,-0.6213292117465053,-0.0013513513514300103,-0.2551129955302105,-0.0036900369005829995,0.001332178127524175,-0.00038996721526041167,7.254167530579281e-05,-0.0005726484804459142,1.968385197570477e-05,-0.0004616880224471709,0.2960389159138815,0.25434329395408445,0.4496177901320341,0.4496177901320341,0.0015595517941347648,-8.781858631601303e-05,0.027281913102074704,0.740316604917456,0.23240148198046937,0.23240148198046937,0.003218930651505429,2
105,2025-12-12,validation,-1.4416370366762403,0,0.23821656050951706,0.0165605095541772,0.7452229299363057,-0.7286624203821285,-0.09388125751408943,0.12487103948579824,-0.10075530163645514,0.0016826711971575925,-6.295234099007452e-06,-0.00019581363409648667,0.00013233897957909413,-2.895514760459239e-05,-0.000218591771210086,0.21956521739127272,0.144565217391336,0.6358695652173914,0.6358695652173914,0.000995566482739366,-0.000856506039340843,0.251269035532988,0.1894035532994849,0.559327411167527,0.559327411167527,0.0034087210050535704,6
106,2025-12-19,validation,-0.4178409777305374,0,0.21690427698577944,0.5835030549898637,0.19959266802435693,0.3839103869655067,0.2973856735000334,-0.46989030540699195,-0.07305828112060553,0.012047679569714198,0.0009615548419599218,0.0035036849826068917,0.0006670906795160914,0.0010277854244069573,0.001773136525814678,0.6469854469854107,0.23825363825365037,0.11476091476093897,0.7617463617463497,0.0027406126893216383,0.005256718124642568,0.49446057868129345,0.4908034849951644,0.014735936323542146,0.5091965150048356,0.010631217838764976,6
107,2025-12-26,validation,2.2245683172571757,1,0.3612823674475673,0.09412248253188844,0.5445951500205443,-0.45047266748865583,-0.033756008403952195,-0.37365148850537594,-0.33507827870120693,-0.004090265123957937,-0.003381448925362074,-0.005618489067932941,-0.0035535429298551025,-0.001652184442730964,-0.003571830985915514,0.6665264928511273,0.05487804878049937,0.27859545836837335,0.27859545836837335,0.005358873239436685,-0.007318852781051821,0.5186540450242598,0.3759446344761782,0.105401320499562,0.105401320499562,0.014111242072178322,2
108,2026-01-02,validation,1.9647574054957602,1,0.01080246913575707,0.5370370370370579,0.4521604938271851,0.08487654320987276,0.03963669041663259,-0.18023526671311982,-0.07965793685983236,-0.0007874077748644126,-0.0001806364070345845,-0.0002892178125638578,-0.00028522590301793826,-0.00011338503086943952,3.264795151003419e-05,0.04475308641988582,0.5478395061728148,0.4074074074072993,0.4521604938271851,0.0007295128475318476,-0.0007952755905511477,0.3150623885917956,0.5543672014260134,0.13057040998219105,0.13057040998219105,0.002524184476940317,2
