arm_ext,arm,partition,exec_min,execution_utc,execution_start,entry_bar_start,entry_px,exit_ts,exit_px_0,exit_reason,pnl_0,pnl_5,H,L,armed,arm_bar,scheduled_updates,activations,ratchet_updates,buffer_f20_exit,gap_exit,touch_exit,early_floor_violation
0.1,E10,external,300,05:00,2020-08-28 05:00:00+00:00,2020-08-28 05:20:00+00:00,386.58500000000004,2020-08-28 07:05:00+00:00,389.68600000000004,LIVE_FLOOR_TOUCH,3.6107608934645268,3.1070020120118174,388.8,379.94,True,2020-08-28 06:25:00+00:00,2,2,1,0,0,1,0
0.1,E10,external,300,05:00,2020-10-15 05:00:00+00:00,2020-10-15 06:00:00+00:00,378.29999999999995,2020-10-15 06:55:00+00:00,379.28,LIVE_FLOOR_TOUCH,0.8952683055775793,0.3942235596449798,379.28,375.36,True,2020-10-15 06:35:00+00:00,1,1,0,0,0,1,0
0.1,E10,external,300,05:00,2020-12-21 05:00:00+00:00,2020-12-21 08:15:00+00:00,645.04,2020-12-21 09:00:00+00:00,636.1,CLOSE_INVALIDATION_F20,-7.329802802926933,-7.8226265882312855,648.76,633.88,False,,0,0,0,0,0,0,0
0.1,E10,external,300,05:00,2020-12-25 05:00:00+00:00,2020-12-25 07:00:00+00:00,613.3425,2020-12-25 08:35:00+00:00,618.6479999999999,LIVE_FLOOR_TOUCH,3.9250712285549665,3.420998193843739,616.29,604.5,True,2020-12-25 08:00:00+00:00,3,3,2,0,0,1,0
0.1,E10,external,300,05:00,2020-12-31 05:00:00+00:00,2020-12-31 07:35:00+00:00,749.6324999999999,2020-12-31 11:00:00+00:00,752.6,TIME_EXIT_EXEC_END,1.5793031918974303,1.0775747529249817,757.0,727.53,False,,0,0,0,0,0,0,0
0.1,E10,external,300,05:00,2021-02-01 05:00:00+00:00,2021-02-01 07:10:00+00:00,1316.155,2021-02-01 09:25:00+00:00,1331.54,LIVE_FLOOR_TOUCH,5.444676348910282,4.93908446850162,1331.54,1270.0,True,2021-02-01 09:00:00+00:00,1,1,0,0,0,1,0
0.1,E10,external,300,05:00,2021-02-24 05:00:00+00:00,2021-02-24 06:15:00+00:00,1616.365,2021-02-24 09:55:00+00:00,1685.53,LIVE_FLOOR_TOUCH,20.995229419097775,20.474094757009745,1654.79,1501.09,True,2021-02-24 08:15:00+00:00,3,3,2,0,0,1,0
0.1,E10,external,300,05:00,2021-04-15 05:00:00+00:00,2021-04-15 06:50:00+00:00,2464.6325,2021-04-15 08:15:00+00:00,2478.36,LIVE_FLOOR_GAP_OPEN,2.384897951317311,1.8823643201815847,2485.13,2403.14,True,2021-04-15 08:05:00+00:00,1,1,0,0,1,0,0
0.1,E10,external,300,05:00,2021-04-30 05:00:00+00:00,2021-04-30 05:15:00+00:00,2760.3250000000003,2021-04-30 06:05:00+00:00,2767.44,LIVE_FLOOR_GAP_OPEN,0.8887975147853892,0.3877592364098351,2771.28,2727.46,True,2021-04-30 05:55:00+00:00,1,1,0,0,1,0,0
0.1,E10,external,300,05:00,2021-07-07 05:00:00+00:00,2021-07-07 08:00:00+00:00,2374.645,2021-07-07 11:00:00+00:00,2371.93,TIME_EXIT_EXEC_END,-0.9716643961518608,-1.470843142382538,2401.88,2292.94,False,,0,0,0,0,0,0,0
0.1,E10,external,300,05:00,2021-08-11 05:00:00+00:00,2021-08-11 06:15:00+00:00,3173.4225,2021-08-11 06:45:00+00:00,3205.062,LIVE_FLOOR_TOUCH,4.585075261803251,4.080342552895866,3191.0,3120.69,True,2021-08-11 06:20:00+00:00,3,3,2,0,0,1,0
0.1,E10,external,300,05:00,2021-08-23 05:00:00+00:00,2021-08-23 10:20:00+00:00,3332.205,2021-08-23 11:00:00+00:00,3334.23,TIME_EXIT_EXEC_END,-0.09614714580878891,-0.5962009717499935,3365.25,3233.07,False,,0,0,0,0,0,0,0
0.1,E10,external,300,05:00,2021-08-25 05:00:00+00:00,2021-08-25 06:20:00+00:00,3204.8675,2021-08-25 08:20:00+00:00,3168.07,CLOSE_INVALIDATION_F20,-6.140876962932129,-6.634889079910655,3219.49,3161.0,False,,0,0,0,0,0,0,0
0.1,E10,external,300,05:00,2021-09-06 05:00:00+00:00,2021-09-06 09:20:00+00:00,3950.9475,2021-09-06 11:00:00+00:00,3952.23,TIME_EXIT_EXEC_END,-0.23769715998505048,-0.7376095066517371,3967.92,3900.03,False,,0,0,0,0,0,0,0
0.1,E10,external,300,05:00,2021-09-23 05:00:00+00:00,2021-09-23 05:30:00+00:00,3108.7525,2021-09-23 08:10:00+00:00,3134.08,LIVE_FLOOR_TOUCH,3.673579353776169,3.1697576852566915,3134.08,3032.77,True,2021-09-23 07:55:00+00:00,1,1,0,0,0,1,0
0.1,E10,external,300,05:00,2021-10-05 05:00:00+00:00,2021-10-05 09:10:00+00:00,3405.6725,2021-10-05 10:20:00+00:00,3455.84,LIVE_FLOOR_GAP_OPEN,6.965285417197387,6.458173687644964,3419.71,3363.56,True,2021-10-05 09:40:00+00:00,4,4,3,0,1,0,0
0.1,E10,external,300,05:00,2021-10-14 05:00:00+00:00,2021-10-14 05:10:00+00:00,3644.2075,2021-10-14 11:00:00+00:00,3642.81,TIME_EXIT_EXEC_END,-0.5917426491219177,-1.091301127233701,3662.27,3590.02,False,,0,0,0,0,0,0,0
0.1,E10,external,300,05:00,2021-10-28 05:00:00+00:00,2021-10-28 06:10:00+00:00,3991.4375,2021-10-28 07:00:00+00:00,4023.46,LIVE_FLOOR_GAP_OPEN,3.6113994018445843,3.1076398822025957,4026.0,3887.75,True,2021-10-28 06:50:00+00:00,1,1,0,0,1,0,0
0.1,E10,external,300,05:00,2021-11-02 05:00:00+00:00,2021-11-02 06:10:00+00:00,4354.425,2021-11-02 06:45:00+00:00,4372.41,LIVE_FLOOR_GAP_OPEN,1.6651406328044964,1.1633263992884673,4377.01,4286.67,True,2021-11-02 06:35:00+00:00,1,1,0,0,1,0,0
0.1,E10,external,540,09:00,2020-01-02 09:00:00+00:00,2020-01-02 10:35:00+00:00,129.83249999999998,2020-01-02 15:00:00+00:00,129.3,TIME_EXIT_EXEC_END,-2.4507191958868964,-2.9484196264756175,130.22,128.67,False,,0,0,0,0,0,0,0
0.1,E10,external,540,09:00,2020-01-13 09:00:00+00:00,2020-01-13 11:10:00+00:00,143.6325,2020-01-13 14:30:00+00:00,142.58,CLOSE_INVALIDATION_F20,-4.063864376098669,-4.559952467676753,144.07,142.32,False,,0,0,0,0,0,0,0
0.1,E10,external,540,09:00,2020-01-16 09:00:00+00:00,2020-01-16 11:20:00+00:00,161.97250000000003,2020-01-16 11:55:00+00:00,163.46200000000002,LIVE_FLOOR_TOUCH,4.198002747379981,3.6936569175474836,162.8,159.49,True,2020-01-16 11:30:00+00:00,2,2,1,0,0,1,0
0.1,E10,external,540,09:00,2020-02-17 09:00:00+00:00,2020-02-17 09:25:00+00:00,251.07999999999998,2020-02-17 11:25:00+00:00,243.2,CLOSE_INVALIDATION_F20,-16.092209654293466,-16.57627541176031,254.0,242.32,False,,0,0,0,0,0,0,0
0.1,E10,external,540,09:00,2020-03-13 09:00:00+00:00,2020-03-13 11:00:00+00:00,126.125,2020-03-13 13:45:00+00:00,132.95,LIVE_FLOOR_TOUCH,26.656491575817576,26.129698480789344,132.95,105.65,True,2020-03-13 13:30:00+00:00,1,1,0,0,0,1,0
0.1,E10,external,540,09:00,2020-03-20 09:00:00+00:00,2020-03-20 11:10:00+00:00,147.90499999999997,2020-03-20 13:25:00+00:00,137.28,CLOSE_INVALIDATION_F20,-36.31832595246941,-36.78217570164226,152.64,133.7,False,,0,0,0,0,0,0,0
0.1,E10,external,540,09:00,2020-04-02 09:00:00+00:00,2020-04-02 10:40:00+00:00,137.28,2020-04-02 12:10:00+00:00,137.35,LIVE_FLOOR_GAP_OPEN,-0.14504662004659574,-0.6450515709510604,137.85,135.57,True,2020-04-02 12:00:00+00:00,1,1,0,0,1,0,0
0.1,E10,external,540,09:00,2020-04-17 09:00:00+00:00,2020-04-17 09:30:00+00:00,170.6775,2020-04-17 09:55:00+00:00,171.5,LIVE_FLOOR_TOUCH,2.0095150210191597,1.5073565852161246,171.5,168.21,True,2020-04-17 09:40:00+00:00,2,1,1,0,0,1,0
0.1,E10,external,540,09:00,2020-04-24 09:00:00+00:00,2020-04-24 09:40:00+00:00,188.855,2020-04-24 10:35:00+00:00,186.93,CLOSE_INVALIDATION_F20,-5.496502607820797,-5.991158777128236,189.67,186.41,False,,0,0,0,0,0,0,0
0.1,E10,external,540,09:00,2020-05-06 09:00:00+00:00,2020-05-06 10:40:00+00:00,208.7,2020-05-06 12:10:00+00:00,210.32,LIVE_FLOOR_TOUCH,3.4811691423095152,2.977539787844497,209.6,206.0,True,2020-05-06 11:35:00+00:00,3,3,2,0,0,1,0
0.1,E10,external,540,09:00,2020-05-13 09:00:00+00:00,2020-05-13 11:20:00+00:00,190.085,2020-05-13 12:10:00+00:00,190.73,LIVE_FLOOR_GAP_OPEN,1.2966094115790088,0.7951635251107317,190.9,187.64,True,2020-05-13 12:00:00+00:00,1,1,0,0,1,0,0
0.1,E10,external,540,09:00,2020-06-08 09:00:00+00:00,2020-06-08 09:30:00+00:00,244.2925,2020-06-08 14:05:00+00:00,242.22,CLOSE_INVALIDATION_F20,-4.641841235404276,-5.137351638967047,244.89,242.5,False,,0,0,0,0,0,0,0
0.1,E10,external,540,09:00,2020-06-12 09:00:00+00:00,2020-06-12 12:15:00+00:00,236.44,2020-06-12 14:20:00+00:00,237.71,LIVE_FLOOR_TOUCH,2.28567078328541,1.7832363297289437,237.71,232.63,True,2020-06-12 13:55:00+00:00,1,1,0,0,0,1,0
0.1,E10,external,540,09:00,2020-06-22 09:00:00+00:00,2020-06-22 09:10:00+00:00,235.32999999999998,2020-06-22 12:35:00+00:00,237.76,LIVE_FLOOR_GAP_OPEN,4.762962648196156,4.258052140801727,235.89,233.65,True,2020-06-22 11:45:00+00:00,6,6,5,0,1,0,0
0.1,E10,external,540,09:00,2020-06-30 09:00:00+00:00,2020-06-30 09:55:00+00:00,227.11,2020-06-30 11:55:00+00:00,227.56,LIVE_FLOOR_TOUCH,0.5907093478930262,0.08996900871478564,227.56,225.76,True,2020-06-30 11:40:00+00:00,1,1,0,0,0,1,0
0.1,E10,external,540,09:00,2020-07-01 09:00:00+00:00,2020-07-01 13:55:00+00:00,228.03,2020-07-01 15:00:00+00:00,228.56,TIME_EXIT_EXEC_END,0.7621277902030824,0.26121611824887514,229.13,224.73,False,,0,0,0,0,0,0,0
0.1,E10,external,540,09:00,2020-07-20 09:00:00+00:00,2020-07-20 09:15:00+00:00,239.1025,2020-07-20 10:30:00+00:00,238.36,CLOSE_INVALIDATION_F20,-1.952681381415899,-2.4508796009247042,239.38,238.27,False,,0,0,0,0,0,0,0
0.1,E10,external,540,09:00,2020-07-23 09:00:00+00:00,2020-07-23 09:35:00+00:00,263.6625,2020-07-23 12:20:00+00:00,264.93,LIVE_FLOOR_TOUCH,2.0036410183473357,1.5014884536113775,264.93,259.86,True,2020-07-23 12:00:00+00:00,1,1,0,0,0,1,0
0.1,E10,external,540,09:00,2020-08-05 09:00:00+00:00,2020-08-05 10:05:00+00:00,392.7675,2020-08-05 11:25:00+00:00,396.579,LIVE_FLOOR_TOUCH,4.4521071626344,3.9475073553754796,394.5,387.57,True,2020-08-05 11:05:00+00:00,2,2,1,0,0,1,0
0.1,E10,external,540,09:00,2020-09-16 09:00:00+00:00,2020-09-16 12:15:00+00:00,364.44,2020-09-16 12:45:00+00:00,366.37,LIVE_FLOOR_TOUCH,2.247898145099359,1.7455014453042321,366.37,358.65,True,2020-09-16 12:30:00+00:00,1,1,0,0,0,1,0
0.1,E10,external,540,09:00,2020-09-18 09:00:00+00:00,2020-09-18 10:30:00+00:00,387.09,2020-09-18 15:00:00+00:00,385.22,TIME_EXIT_EXEC_END,-2.8154589371980228,-3.312794810324193,388.89,381.69,False,,0,0,0,0,0,0,0
0.1,E10,external,540,09:00,2020-09-29 09:00:00+00:00,2020-09-29 09:25:00+00:00,354.5175,2020-09-29 10:40:00+00:00,356.593,LIVE_FLOOR_TOUCH,2.527217979366348,2.024542099327076,356.0,350.07,True,2020-09-29 10:20:00+00:00,2,2,1,0,0,1,0
0.1,E10,external,540,09:00,2020-10-05 09:00:00+00:00,2020-10-05 11:15:00+00:00,351.28999999999996,2020-10-05 13:10:00+00:00,352.29,LIVE_FLOOR_GAP_OPEN,1.0233254575992672,0.5221527185112599,352.32,348.2,True,2020-10-05 13:00:00+00:00,1,1,0,0,1,0,0
0.1,E10,external,540,09:00,2020-10-07 09:00:00+00:00,2020-10-07 13:25:00+00:00,340.5875,2020-10-07 15:00:00+00:00,341.08,TIME_EXIT_EXEC_END,0.3230153778398085,-0.17745740114853936,342.21,335.72,False,,0,0,0,0,0,0,0
0.1,E10,external,540,09:00,2020-11-16 09:00:00+00:00,2020-11-16 11:30:00+00:00,454.625,2020-11-16 14:20:00+00:00,459.79,LIVE_FLOOR_GAP_OPEN,5.280505911465516,4.77507811945006,456.63,448.61,True,2020-11-16 14:00:00+00:00,3,3,2,0,1,0,0
0.1,E10,external,540,09:00,2020-11-20 09:00:00+00:00,2020-11-20 09:10:00+00:00,497.75,2020-11-20 12:15:00+00:00,505.1,LIVE_FLOOR_TOUCH,6.983224510296382,6.47609485061591,503.0,482.0,True,2020-11-20 10:40:00+00:00,2,2,1,0,0,1,0
0.1,E10,external,540,09:00,2020-12-16 09:00:00+00:00,2020-12-16 09:25:00+00:00,586.635,2020-12-16 10:40:00+00:00,592.23,LIVE_FLOOR_TOUCH,4.3687233117696955,3.864206846690488,588.5,581.04,True,2020-12-16 10:05:00+00:00,4,4,3,0,0,1,0
0.1,E10,external,540,09:00,2020-12-17 09:00:00+00:00,2020-12-17 10:05:00+00:00,652.125,2020-12-17 10:30:00+00:00,664.21,LIVE_FLOOR_GAP_OPEN,8.865861606287174,8.356850250358994,657.08,637.26,True,2020-12-17 10:15:00+00:00,2,2,1,0,1,0,0
0.1,E10,external,540,09:00,2020-12-24 09:00:00+00:00,2020-12-24 10:10:00+00:00,581.6,2020-12-24 14:05:00+00:00,593.8,LIVE_FLOOR_GAP_OPEN,10.088308115543244,9.578074924023584,585.46,570.02,True,2020-12-24 13:30:00+00:00,4,4,3,0,1,0,0
0.1,E10,external,540,09:00,2021-01-29 09:00:00+00:00,2021-01-29 09:10:00+00:00,1366.4075,2021-01-29 11:20:00+00:00,1393.39,LIVE_FLOOR_TOUCH,9.473518697753102,8.96389998841014,1393.39,1285.46,True,2021-01-29 11:05:00+00:00,1,1,0,0,0,1,0
0.1,E10,external,540,09:00,2021-02-01 09:00:00+00:00,2021-02-01 09:25:00+00:00,1330.6100000000001,2021-02-01 11:50:00+00:00,1339.4,LIVE_FLOOR_GAP_OPEN,2.902996370085909,2.3999448994511234,1339.91,1302.71,True,2021-02-01 11:40:00+00:00,1,1,0,0,1,0,0
0.1,E10,external,540,09:00,2021-02-02 09:00:00+00:00,2021-02-02 09:25:00+00:00,1439.0325,2021-02-02 15:00:00+00:00,1434.1,TIME_EXIT_EXEC_END,-2.1138250873416915,-2.611862243676199,1462.04,1370.01,False,,0,0,0,0,0,0,0
0.1,E10,external,540,09:00,2021-02-05 09:00:00+00:00,2021-02-05 09:20:00+00:00,1667.1499999999999,2021-02-05 14:05:00+00:00,1714.58,LIVE_FLOOR_TOUCH,13.824874786311957,13.310906895471165,1681.1,1625.3,True,2021-02-05 13:40:00+00:00,3,3,2,0,0,1,0
0.1,E10,external,540,09:00,2021-02-09 09:00:00+00:00,2021-02-09 09:30:00+00:00,1797.9750000000001,2021-02-09 10:50:00+00:00,1745.5,CLOSE_INVALIDATION_F20,-14.992805795408781,-15.477970407307406,1820.17,1731.39,False,,0,0,0,0,0,0,0
0.1,E10,external,540,09:00,2021-02-11 09:00:00+00:00,2021-02-11 09:10:00+00:00,1747.4575,2021-02-11 09:45:00+00:00,1756.99,LIVE_FLOOR_TOUCH,2.32753414603788,1.8250578500399022,1756.99,1718.86,True,2021-02-11 09:30:00+00:00,1,1,0,0,0,1,0
0.1,E10,external,540,09:00,2021-03-26 09:00:00+00:00,2021-03-26 13:20:00+00:00,1632.3625,2021-03-26 14:05:00+00:00,1645.192,LIVE_FLOOR_TOUCH,3.529733744802433,3.0260558500049943,1639.49,1610.98,True,2021-03-26 13:40:00+00:00,2,2,1,0,0,1,0
0.1,E10,external,540,09:00,2021-04-02 09:00:00+00:00,2021-04-02 12:10:00+00:00,2005.0175000000002,2021-04-02 14:20:00+00:00,2028.605,LIVE_FLOOR_TOUCH,5.482118235875699,4.9764889322917005,2012.88,1981.43,True,2021-04-02 14:00:00+00:00,2,2,1,0,0,1,0
0.1,E10,external,540,09:00,2021-04-13 09:00:00+00:00,2021-04-13 09:20:00+00:00,2211.995,2021-04-13 12:10:00+00:00,2230.76,LIVE_FLOOR_GAP_OPEN,3.8416461158366615,3.3376564645466016,2231.82,2152.52,True,2021-04-13 12:00:00+00:00,1,1,0,0,1,0,0
0.1,E10,external,540,09:00,2021-05-07 09:00:00+00:00,2021-05-07 11:10:00+00:00,3448.75,2021-05-07 13:20:00+00:00,3492.5,LIVE_FLOOR_TOUCH,5.942877854294992,5.436788021357231,3480.0,3355.0,True,2021-05-07 12:40:00+00:00,2,2,1,0,0,1,0
0.1,E10,external,540,09:00,2021-05-10 09:00:00+00:00,2021-05-10 09:10:00+00:00,4139.25,2021-05-10 10:50:00+00:00,4050.98,CLOSE_INVALIDATION_F20,-11.062559642447278,-11.551652536357915,4174.0,4035.0,False,,0,0,0,0,0,0,0
0.1,E10,external,540,09:00,2021-06-02 09:00:00+00:00,2021-06-02 09:15:00+00:00,2690.3625,2021-06-02 14:00:00+00:00,2728.5370000000003,LIVE_FLOOR_TOUCH,6.69467590334023,6.187834648064561,2717.63,2608.56,True,2021-06-02 13:25:00+00:00,2,2,1,0,0,1,0
0.1,E10,external,540,09:00,2021-06-24 09:00:00+00:00,2021-06-24 09:20:00+00:00,1939.1625,2021-06-24 12:25:00+00:00,1971.783,LIVE_FLOOR_TOUCH,8.010976388002588,7.50281949006355,1953.99,1894.68,True,2021-06-24 11:40:00+00:00,2,2,1,0,0,1,0
0.1,E10,external,540,09:00,2021-09-14 09:00:00+00:00,2021-09-14 09:10:00+00:00,3338.2175,2021-09-14 15:00:00+00:00,3343.55,TIME_EXIT_EXEC_END,0.39870469794129926,-0.10184373254133983,3359.92,3273.11,False,,0,0,0,0,0,0,0
0.1,E10,external,540,09:00,2021-10-05 09:00:00+00:00,2021-10-05 09:10:00+00:00,3407.0,2021-10-05 10:20:00+00:00,3455.84,LIVE_FLOOR_GAP_OPEN,6.767596125623787,6.260681986567773,3421.0,3365.0,True,2021-10-05 09:40:00+00:00,4,4,3,0,1,0,0
0.1,E10,external,540,09:00,2021-10-19 09:00:00+00:00,2021-10-19 13:50:00+00:00,3828.8175,2021-10-19 14:30:00+00:00,3765.02,CLOSE_INVALIDATION_F20,-8.73122759180871,-9.222650652686449,3848.48,3769.83,False,,0,0,0,0,0,0,0
0.1,E10,external,540,09:00,2021-10-20 09:00:00+00:00,2021-10-20 10:05:00+00:00,3864.6425,2021-10-20 12:55:00+00:00,3931.618,LIVE_FLOOR_TOUCH,8.265161137155653,7.756750181496308,3876.19,3830.0,True,2021-10-20 12:05:00+00:00,4,4,3,0,0,1,0
0.1,E10,external,540,09:00,2021-11-03 09:00:00+00:00,2021-11-03 09:50:00+00:00,4599.6849999999995,2021-11-03 12:30:00+00:00,4543.72,CLOSE_INVALIDATION_F20,-6.483568766121928,-6.977238362557525,4619.95,4538.89,False,,0,0,0,0,0,0,0
0.1,E10,external,540,09:00,2021-11-19 09:00:00+00:00,2021-11-19 10:15:00+00:00,4129.37,2021-11-19 15:00:00+00:00,4232.62,RUNNER_TIME_EXIT,12.101907070570084,11.589661286391783,4169.97,4007.57,True,2021-11-19 13:35:00+00:00,3,3,2,0,0,0,0
0.1,E10,external,540,09:00,2021-12-02 09:00:00+00:00,2021-12-02 09:25:00+00:00,4573.0650000000005,2021-12-02 11:25:00+00:00,4509.26,CLOSE_INVALIDATION_F20,-7.376174622490616,-7.868952059149659,4602.0,4486.26,False,,0,0,0,0,0,0,0
0.1,E10,external,540,09:00,2021-12-07 09:00:00+00:00,2021-12-07 09:15:00+00:00,4395.115,2021-12-07 12:35:00+00:00,4337.98,CLOSE_INVALIDATION_F20,-6.899829924814293,-7.393083468117778,4417.63,4327.57,False,,0,0,0,0,0,0,0
0.1,E10,external,540,09:00,2021-12-24 09:00:00+00:00,2021-12-24 13:45:00+00:00,4103.6449999999995,2021-12-24 15:00:00+00:00,4077.42,TIME_EXIT_EXEC_END,-3.5953300053975674,-4.091886397196198,4118.15,4060.13,False,,0,0,0,0,0,0,0
0.1,E10,external,600,10:00,2020-01-02 10:00:00+00:00,2020-01-02 10:20:00+00:00,129.905,2020-01-02 13:35:00+00:00,129.07,CLOSE_INVALIDATION_F20,-3.613887071321364,-4.110424915328081,130.22,128.96,False,,0,0,0,0,0,0,0
0.1,E10,external,600,10:00,2020-01-16 10:00:00+00:00,2020-01-16 11:20:00+00:00,162.055,2020-01-16 11:50:00+00:00,163.69400000000002,LIVE_FLOOR_TOUCH,4.656925118015476,4.15212059515897,162.8,159.82,True,2020-01-16 11:30:00+00:00,2,2,1,0,0,1,0
0.1,E10,external,600,10:00,2020-03-19 10:00:00+00:00,2020-03-19 10:40:00+00:00,122.46,2020-03-19 13:15:00+00:00,127.124,LIVE_FLOOR_TOUCH,18.642952800914614,18.124169239894197,124.58,116.1,True,2020-03-19 12:05:00+00:00,4,4,3,0,0,1,0
0.1,E10,external,600,10:00,2020-03-20 10:00:00+00:00,2020-03-20 11:00:00+00:00,148.5025,2020-03-20 13:25:00+00:00,137.28,CLOSE_INVALIDATION_F20,-38.18555916567061,-38.647542614780356,152.64,136.09,False,,0,0,0,0,0,0,0
0.1,E10,external,600,10:00,2020-03-31 10:00:00+00:00,2020-03-31 15:25:00+00:00,132.5275,2020-03-31 16:00:00+00:00,132.7,TIME_EXIT_EXEC_END,0.2508083228008443,-0.2495922852178586,133.26,130.33,False,,0,0,0,0,0,0,0
0.1,E10,external,600,10:00,2020-04-02 10:00:00+00:00,2020-04-02 10:40:00+00:00,137.28,2020-04-02 12:10:00+00:00,137.35,LIVE_FLOOR_GAP_OPEN,-0.14504662004659574,-0.6450515709510604,137.85,135.57,True,2020-04-02 12:00:00+00:00,1,1,0,0,1,0,0
0.1,E10,external,600,10:00,2020-04-28 10:00:00+00:00,2020-04-28 10:20:00+00:00,195.31,2020-04-28 11:10:00+00:00,196.248,LIVE_FLOOR_TOUCH,2.001310736777407,1.499160501158459,195.98,193.3,True,2020-04-28 10:50:00+00:00,2,2,1,0,0,1,0
0.1,E10,external,600,10:00,2020-05-06 10:00:00+00:00,2020-05-06 10:40:00+00:00,208.7,2020-05-06 12:10:00+00:00,210.32,LIVE_FLOOR_TOUCH,3.4811691423095152,2.977539787844497,209.6,206.0,True,2020-05-06 11:35:00+00:00,3,3,2,0,0,1,0
0.1,E10,external,600,10:00,2020-05-11 10:00:00+00:00,2020-05-11 10:55:00+00:00,187.39249999999998,2020-05-11 12:05:00+00:00,188.6,LIVE_FLOOR_TOUCH,2.8218471923903814,2.31887683037908,188.6,183.77,True,2020-05-11 11:50:00+00:00,1,1,0,0,0,1,0
0.1,E10,external,600,10:00,2020-05-12 10:00:00+00:00,2020-05-12 12:10:00+00:00,189.885,2020-05-12 14:30:00+00:00,190.96,LIVE_FLOOR_TOUCH,2.430660663032947,1.9280812920554173,190.96,186.66,True,2020-05-12 14:15:00+00:00,1,1,0,0,0,1,0
0.1,E10,external,600,10:00,2020-05-13 10:00:00+00:00,2020-05-13 11:20:00+00:00,189.98,2020-05-13 12:10:00+00:00,190.76,LIVE_FLOOR_TOUCH,1.6528476681755948,1.1510457214807928,190.76,187.64,True,2020-05-13 11:55:00+00:00,1,1,0,0,0,1,0
0.1,E10,external,600,10:00,2020-06-12 10:00:00+00:00,2020-06-12 12:15:00+00:00,236.44,2020-06-12 14:20:00+00:00,237.71,LIVE_FLOOR_TOUCH,2.28567078328541,1.7832363297289437,237.71,232.63,True,2020-06-12 13:55:00+00:00,1,1,0,0,0,1,0
0.1,E10,external,600,10:00,2020-06-30 10:00:00+00:00,2020-06-30 12:05:00+00:00,227.2225,2020-06-30 12:35:00+00:00,224.84,CLOSE_INVALIDATION_F20,-5.642658627556685,-6.1371687138859095,227.71,225.76,False,,0,0,0,0,0,0,0
