partition,k,entry_fraction,ttl,exit_reason,n
development,2,F75,FULL,SL_RANGE_EDGE,3
development,2,F75,FULL,TIME_EXIT_SESSION_END,3
development,2,F75,FULL,TP_RANGE_EDGE,15
development,2,F75,T15,NO_ELIGIBLE_5M,1
development,2,F75,T15,RANGE_BROKE_BEFORE_FILL,19
development,2,F75,T15,SL_RANGE_EDGE,1
development,2,F75,T15,TIME_EXIT_SESSION_END,1
development,2,F75,T15,TP_RANGE_EDGE,11
development,2,F75,T15,TTL_EXPIRED,11
development,2,F75,T30,NO_ELIGIBLE_5M,1
development,2,F75,T30,RANGE_BROKE_BEFORE_FILL,19
development,2,F75,T30,SL_RANGE_EDGE,3
development,2,F75,T30,TIME_EXIT_SESSION_END,3
development,2,F75,T30,TP_RANGE_EDGE,12
development,2,F75,T30,TTL_EXPIRED,6
development,2,F75,T45,NO_ELIGIBLE_5M,1
development,2,F75,T45,RANGE_BROKE_BEFORE_FILL,21
development,2,F75,T45,SL_RANGE_EDGE,3
development,2,F75,T45,TIME_EXIT_SESSION_END,3
development,2,F75,T45,TP_RANGE_EDGE,13
development,2,F75,T45,TTL_EXPIRED,3
development,2,F75,T60,NO_ELIGIBLE_5M,1
development,2,F75,T60,RANGE_BROKE_BEFORE_FILL,21
development,2,F75,T60,SL_RANGE_EDGE,3
development,2,F75,T60,TIME_EXIT_SESSION_END,3
development,2,F75,T60,TP_RANGE_EDGE,13
development,2,F75,T60,TTL_EXPIRED,3
development,2,F75,T90,NO_ELIGIBLE_5M,1
development,2,F75,T90,RANGE_BROKE_BEFORE_FILL,21
development,2,F75,T90,SL_RANGE_EDGE,3
development,2,F75,T90,TIME_EXIT_SESSION_END,3
development,2,F75,T90,TP_RANGE_EDGE,14
development,2,F75,T90,TTL_EXPIRED,2
development,2,F80,FULL,NO_ELIGIBLE_5M,1
development,2,F80,FULL,RANGE_BROKE_BEFORE_FILL,20
development,2,F80,FULL,SL_RANGE_EDGE,2
development,2,F80,FULL,TIME_EXIT_SESSION_END,3
development,2,F80,FULL,TP_RANGE_EDGE,18
development,2,F80,T15,NO_ELIGIBLE_5M,1
development,2,F80,T15,RANGE_BROKE_BEFORE_FILL,19
development,2,F80,T15,SL_RANGE_EDGE,1
development,2,F80,T15,TIME_EXIT_SESSION_END,2
development,2,F80,T15,TP_RANGE_EDGE,14
development,2,F80,T15,TTL_EXPIRED,7
development,2,F80,T30,NO_ELIGIBLE_5M,1
development,2,F80,T30,RANGE_BROKE_BEFORE_FILL,19
development,2,F80,T30,SL_RANGE_EDGE,2
development,2,F80,T30,TIME_EXIT_SESSION_END,2
development,2,F80,T30,TP_RANGE_EDGE,15
development,2,F80,T30,TTL_EXPIRED,5
development,2,F80,T45,NO_ELIGIBLE_5M,1
development,2,F80,T45,RANGE_BROKE_BEFORE_FILL,20
development,2,F80,T45,SL_RANGE_EDGE,2
development,2,F80,T45,TIME_EXIT_SESSION_END,2
development,2,F80,T45,TP_RANGE_EDGE,16
development,2,F80,T45,TTL_EXPIRED,3
development,2,F80,T60,NO_ELIGIBLE_5M,1
development,2,F80,T60,RANGE_BROKE_BEFORE_FILL,20
development,2,F80,T60,SL_RANGE_EDGE,2
development,2,F80,T60,TIME_EXIT_SESSION_END,2
development,2,F80,T60,TP_RANGE_EDGE,16
development,2,F80,T60,TTL_EXPIRED,3
development,2,F80,T90,NO_ELIGIBLE_5M,1
development,2,F80,T90,RANGE_BROKE_BEFORE_FILL,20
development,2,F80,T90,SL_RANGE_EDGE,2
development,2,F80,T90,TIME_EXIT_SESSION_END,2
development,2,F80,T90,TP_RANGE_EDGE,17
development,2,F80,T90,TTL_EXPIRED,2
external,1,F50,FULL,NO_FILL,2
external,1,F50,FULL,RANGE_BROKE_BEFORE_FILL,82
external,1,F50,FULL,SL_FILL_5M_CONSERVATIVE,1
external,1,F50,FULL,SL_RANGE_EDGE,3
external,1,F50,FULL,TIME_EXIT_SESSION_END,5
external,1,F50,FULL,TP_RANGE_EDGE,8
external,1,F50,T15,RANGE_BROKE_BEFORE_FILL,44
external,1,F50,T15,SL_FILL_5M_CONSERVATIVE,1
external,1,F50,T15,SL_RANGE_EDGE,2
external,1,F50,T15,TP_RANGE_EDGE,2
external,1,F50,T15,TTL_EXPIRED,52
external,1,F50,T30,RANGE_BROKE_BEFORE_FILL,58
external,1,F50,T30,SL_FILL_5M_CONSERVATIVE,1
external,1,F50,T30,SL_RANGE_EDGE,3
external,1,F50,T30,TIME_EXIT_SESSION_END,1
external,1,F50,T30,TP_RANGE_EDGE,4
external,1,F50,T30,TTL_EXPIRED,34
external,1,F50,T45,RANGE_BROKE_BEFORE_FILL,65
external,1,F50,T45,SL_FILL_5M_CONSERVATIVE,1
external,1,F50,T45,SL_RANGE_EDGE,3
external,1,F50,T45,TIME_EXIT_SESSION_END,1
external,1,F50,T45,TP_RANGE_EDGE,6
external,1,F50,T45,TTL_EXPIRED,25
external,1,F50,T60,RANGE_BROKE_BEFORE_FILL,67
external,1,F50,T60,SL_FILL_5M_CONSERVATIVE,1
external,1,F50,T60,SL_RANGE_EDGE,3
external,1,F50,T60,TIME_EXIT_SESSION_END,1
external,1,F50,T60,TP_RANGE_EDGE,8
external,1,F50,T60,TTL_EXPIRED,21
external,1,F50,T90,RANGE_BROKE_BEFORE_FILL,74
external,1,F50,T90,SL_FILL_5M_CONSERVATIVE,1
external,1,F50,T90,SL_RANGE_EDGE,3
external,1,F50,T90,TIME_EXIT_SESSION_END,2
external,1,F50,T90,TP_RANGE_EDGE,8
external,1,F50,T90,TTL_EXPIRED,13
external,1,F60,FULL,NO_FILL,1
external,1,F60,FULL,RANGE_BROKE_BEFORE_FILL,79
external,1,F60,FULL,SL_RANGE_EDGE,3
external,1,F60,FULL,TIME_EXIT_SESSION_END,6
external,1,F60,FULL,TP_RANGE_EDGE,12
external,1,F60,T15,RANGE_BROKE_BEFORE_FILL,44
external,1,F60,T15,SL_RANGE_EDGE,3
external,1,F60,T15,TP_RANGE_EDGE,5
external,1,F60,T15,TTL_EXPIRED,49
external,1,F60,T30,RANGE_BROKE_BEFORE_FILL,57
external,1,F60,T30,SL_RANGE_EDGE,3
external,1,F60,T30,TIME_EXIT_SESSION_END,1
external,1,F60,T30,TP_RANGE_EDGE,9
external,1,F60,T30,TTL_EXPIRED,31
external,1,F60,T45,RANGE_BROKE_BEFORE_FILL,64
external,1,F60,T45,SL_RANGE_EDGE,3
external,1,F60,T45,TIME_EXIT_SESSION_END,2
external,1,F60,T45,TP_RANGE_EDGE,11
external,1,F60,T45,TTL_EXPIRED,21
external,1,F60,T60,RANGE_BROKE_BEFORE_FILL,66
external,1,F60,T60,SL_RANGE_EDGE,3
external,1,F60,T60,TIME_EXIT_SESSION_END,3
external,1,F60,T60,TP_RANGE_EDGE,12
external,1,F60,T60,TTL_EXPIRED,17
external,1,F60,T90,RANGE_BROKE_BEFORE_FILL,72
external,1,F60,T90,SL_RANGE_EDGE,3
external,1,F60,T90,TIME_EXIT_SESSION_END,4
external,1,F60,T90,TP_RANGE_EDGE,12
external,1,F60,T90,TTL_EXPIRED,10
external,1,F65,FULL,NO_FILL,1
external,1,F65,FULL,RANGE_BROKE_BEFORE_FILL,76
external,1,F65,FULL,SL_RANGE_EDGE,3
external,1,F65,FULL,TIME_EXIT_SESSION_END,6
external,1,F65,FULL,TP_RANGE_EDGE,15
external,1,F65,T15,RANGE_BROKE_BEFORE_FILL,44
external,1,F65,T15,SL_RANGE_EDGE,3
external,1,F65,T15,TP_RANGE_EDGE,6
external,1,F65,T15,TTL_EXPIRED,48
external,1,F65,T30,RANGE_BROKE_BEFORE_FILL,56
external,1,F65,T30,SL_RANGE_EDGE,3
external,1,F65,T30,TIME_EXIT_SESSION_END,1
external,1,F65,T30,TP_RANGE_EDGE,10
external,1,F65,T30,TTL_EXPIRED,31
external,1,F65,T45,RANGE_BROKE_BEFORE_FILL,63
external,1,F65,T45,SL_RANGE_EDGE,3
external,1,F65,T45,TIME_EXIT_SESSION_END,3
external,1,F65,T45,TP_RANGE_EDGE,11
external,1,F65,T45,TTL_EXPIRED,21
external,1,F65,T60,RANGE_BROKE_BEFORE_FILL,65
external,1,F65,T60,SL_RANGE_EDGE,3
external,1,F65,T60,TIME_EXIT_SESSION_END,3
external,1,F65,T60,TP_RANGE_EDGE,13
external,1,F65,T60,TTL_EXPIRED,17
external,1,F65,T90,RANGE_BROKE_BEFORE_FILL,71
external,1,F65,T90,SL_RANGE_EDGE,3
external,1,F65,T90,TIME_EXIT_SESSION_END,4
external,1,F65,T90,TP_RANGE_EDGE,14
external,1,F65,T90,TTL_EXPIRED,9
external,1,F70,FULL,NO_FILL,1
external,1,F70,FULL,RANGE_BROKE_BEFORE_FILL,69
external,1,F70,FULL,SL_RANGE_EDGE,3
external,1,F70,FULL,TIME_EXIT_SESSION_END,6
external,1,F70,FULL,TP_RANGE_EDGE,22
external,1,F70,T15,RANGE_BROKE_BEFORE_FILL,43
external,1,F70,T15,SL_RANGE_EDGE,3
external,1,F70,T15,TP_RANGE_EDGE,11
external,1,F70,T15,TTL_EXPIRED,44
external,1,F70,T30,RANGE_BROKE_BEFORE_FILL,54
external,1,F70,T30,SL_RANGE_EDGE,3
external,1,F70,T30,TIME_EXIT_SESSION_END,1
external,1,F70,T30,TP_RANGE_EDGE,16
external,1,F70,T30,TTL_EXPIRED,27
external,1,F70,T45,RANGE_BROKE_BEFORE_FILL,61
external,1,F70,T45,SL_RANGE_EDGE,3
external,1,F70,T45,TIME_EXIT_SESSION_END,4
external,1,F70,T45,TP_RANGE_EDGE,19
external,1,F70,T45,TTL_EXPIRED,14
external,1,F70,T60,RANGE_BROKE_BEFORE_FILL,62
external,1,F70,T60,SL_RANGE_EDGE,3
external,1,F70,T60,TIME_EXIT_SESSION_END,4
external,1,F70,T60,TP_RANGE_EDGE,20
external,1,F70,T60,TTL_EXPIRED,12
external,1,F70,T90,RANGE_BROKE_BEFORE_FILL,65
external,1,F70,T90,SL_RANGE_EDGE,3
external,1,F70,T90,TIME_EXIT_SESSION_END,5
external,1,F70,T90,TP_RANGE_EDGE,21
external,1,F70,T90,TTL_EXPIRED,7
external,1,F75,FULL,RANGE_BROKE_BEFORE_FILL,61
external,1,F75,FULL,SL_RANGE_EDGE,3
external,1,F75,FULL,TIME_EXIT_SESSION_END,7
external,1,F75,FULL,TP_RANGE_EDGE,30
external,1,F75,T15,RANGE_BROKE_BEFORE_FILL,42
external,1,F75,T15,SL_RANGE_EDGE,3
external,1,F75,T15,TIME_EXIT_SESSION_END,1
external,1,F75,T15,TP_RANGE_EDGE,18
external,1,F75,T15,TTL_EXPIRED,37
external,1,F75,T30,RANGE_BROKE_BEFORE_FILL,50
external,1,F75,T30,SL_RANGE_EDGE,3
external,1,F75,T30,TIME_EXIT_SESSION_END,3
external,1,F75,T30,TP_RANGE_EDGE,24
external,1,F75,T30,TTL_EXPIRED,21
external,1,F75,T45,RANGE_BROKE_BEFORE_FILL,56
external,1,F75,T45,SL_RANGE_EDGE,3
external,1,F75,T45,TIME_EXIT_SESSION_END,4
external,1,F75,T45,TP_RANGE_EDGE,27
external,1,F75,T45,TTL_EXPIRED,11
external,1,F75,T60,RANGE_BROKE_BEFORE_FILL,57
external,1,F75,T60,SL_RANGE_EDGE,3
external,1,F75,T60,TIME_EXIT_SESSION_END,4
external,1,F75,T60,TP_RANGE_EDGE,28
external,1,F75,T60,TTL_EXPIRED,9
external,1,F75,T90,RANGE_BROKE_BEFORE_FILL,59
external,1,F75,T90,SL_RANGE_EDGE,3
external,1,F75,T90,TIME_EXIT_SESSION_END,5
external,1,F75,T90,TP_RANGE_EDGE,29
external,1,F75,T90,TTL_EXPIRED,5
external,1,F80,FULL,NO_FILL,2
external,1,F80,FULL,RANGE_BROKE_BEFORE_FILL,54
external,1,F80,FULL,SL_RANGE_EDGE,2
external,1,F80,FULL,TIME_EXIT_SESSION_END,6
external,1,F80,FULL,TP_RANGE_EDGE,37
external,1,F80,T15,RANGE_BROKE_BEFORE_FILL,41
external,1,F80,T15,SL_RANGE_EDGE,2
external,1,F80,T15,TIME_EXIT_SESSION_END,2
external,1,F80,T15,TP_RANGE_EDGE,29
external,1,F80,T15,TTL_EXPIRED,27
external,1,F80,T30,RANGE_BROKE_BEFORE_FILL,46
external,1,F80,T30,SL_RANGE_EDGE,2
external,1,F80,T30,TIME_EXIT_SESSION_END,4
external,1,F80,T30,TP_RANGE_EDGE,33
external,1,F80,T30,TTL_EXPIRED,16
external,1,F80,T45,RANGE_BROKE_BEFORE_FILL,50
external,1,F80,T45,SL_RANGE_EDGE,2
external,1,F80,T45,TIME_EXIT_SESSION_END,5
external,1,F80,T45,TP_RANGE_EDGE,36
external,1,F80,T45,TTL_EXPIRED,8
external,1,F80,T60,RANGE_BROKE_BEFORE_FILL,51
external,1,F80,T60,SL_RANGE_EDGE,2
external,1,F80,T60,TIME_EXIT_SESSION_END,5
external,1,F80,T60,TP_RANGE_EDGE,36
external,1,F80,T60,TTL_EXPIRED,7
external,1,F80,T90,RANGE_BROKE_BEFORE_FILL,52
external,1,F80,T90,SL_RANGE_EDGE,2
external,1,F80,T90,TIME_EXIT_SESSION_END,5
external,1,F80,T90,TP_RANGE_EDGE,36
external,1,F80,T90,TTL_EXPIRED,6
external,2,F50,FULL,NO_FILL,1
external,2,F50,FULL,RANGE_BROKE_BEFORE_FILL,25
external,2,F50,FULL,TP_RANGE_EDGE,1
external,2,F50,T15,RANGE_BROKE_BEFORE_FILL,12
external,2,F50,T15,TTL_EXPIRED,15
external,2,F50,T30,RANGE_BROKE_BEFORE_FILL,20
external,2,F50,T30,TP_RANGE_EDGE,1
external,2,F50,T30,TTL_EXPIRED,6
external,2,F50,T45,RANGE_BROKE_BEFORE_FILL,21
external,2,F50,T45,TP_RANGE_EDGE,1
external,2,F50,T45,TTL_EXPIRED,5
external,2,F50,T60,RANGE_BROKE_BEFORE_FILL,23
external,2,F50,T60,TP_RANGE_EDGE,1
external,2,F50,T60,TTL_EXPIRED,3
external,2,F50,T90,RANGE_BROKE_BEFORE_FILL,23
external,2,F50,T90,TP_RANGE_EDGE,1
external,2,F50,T90,TTL_EXPIRED,3
external,2,F60,FULL,NO_FILL,1
external,2,F60,FULL,RANGE_BROKE_BEFORE_FILL,25
external,2,F60,FULL,TP_RANGE_EDGE,1
external,2,F60,T15,RANGE_BROKE_BEFORE_FILL,12
external,2,F60,T15,TTL_EXPIRED,15
external,2,F60,T30,RANGE_BROKE_BEFORE_FILL,20
external,2,F60,T30,TP_RANGE_EDGE,1
external,2,F60,T30,TTL_EXPIRED,6
external,2,F60,T45,RANGE_BROKE_BEFORE_FILL,21
external,2,F60,T45,TP_RANGE_EDGE,1
external,2,F60,T45,TTL_EXPIRED,5
external,2,F60,T60,RANGE_BROKE_BEFORE_FILL,23
external,2,F60,T60,TP_RANGE_EDGE,1
external,2,F60,T60,TTL_EXPIRED,3
external,2,F60,T90,RANGE_BROKE_BEFORE_FILL,23
external,2,F60,T90,TP_RANGE_EDGE,1
external,2,F60,T90,TTL_EXPIRED,3
external,2,F65,FULL,NO_FILL,1
external,2,F65,FULL,RANGE_BROKE_BEFORE_FILL,23
external,2,F65,FULL,TP_RANGE_EDGE,3
external,2,F65,T15,RANGE_BROKE_BEFORE_FILL,12
external,2,F65,T15,TTL_EXPIRED,15
external,2,F65,T30,RANGE_BROKE_BEFORE_FILL,20
external,2,F65,T30,TP_RANGE_EDGE,1
external,2,F65,T30,TTL_EXPIRED,6
external,2,F65,T45,RANGE_BROKE_BEFORE_FILL,21
external,2,F65,T45,TP_RANGE_EDGE,2
external,2,F65,T45,TTL_EXPIRED,4
external,2,F65,T60,RANGE_BROKE_BEFORE_FILL,22
external,2,F65,T60,TP_RANGE_EDGE,2
external,2,F65,T60,TTL_EXPIRED,3
external,2,F65,T90,RANGE_BROKE_BEFORE_FILL,22
external,2,F65,T90,TP_RANGE_EDGE,3
external,2,F65,T90,TTL_EXPIRED,2
external,2,F70,FULL,NO_FILL,1
external,2,F70,FULL,RANGE_BROKE_BEFORE_FILL,22
external,2,F70,FULL,TP_RANGE_EDGE,4
external,2,F70,T15,RANGE_BROKE_BEFORE_FILL,12
external,2,F70,T15,TP_RANGE_EDGE,1
external,2,F70,T15,TTL_EXPIRED,14
external,2,F70,T30,RANGE_BROKE_BEFORE_FILL,19
external,2,F70,T30,TP_RANGE_EDGE,2
external,2,F70,T30,TTL_EXPIRED,6
external,2,F70,T45,RANGE_BROKE_BEFORE_FILL,20
external,2,F70,T45,TP_RANGE_EDGE,3
external,2,F70,T45,TTL_EXPIRED,4
external,2,F70,T60,RANGE_BROKE_BEFORE_FILL,21
external,2,F70,T60,TP_RANGE_EDGE,3
external,2,F70,T60,TTL_EXPIRED,3
external,2,F70,T90,RANGE_BROKE_BEFORE_FILL,21
external,2,F70,T90,TP_RANGE_EDGE,4
external,2,F70,T90,TTL_EXPIRED,2
external,2,F75,FULL,RANGE_BROKE_BEFORE_FILL,21
external,2,F75,FULL,TIME_EXIT_SESSION_END,1
external,2,F75,FULL,TP_RANGE_EDGE,5
external,2,F75,T15,RANGE_BROKE_BEFORE_FILL,12
external,2,F75,T15,TP_RANGE_EDGE,3
external,2,F75,T15,TTL_EXPIRED,12
external,2,F75,T30,RANGE_BROKE_BEFORE_FILL,18
external,2,F75,T30,TP_RANGE_EDGE,4
external,2,F75,T30,TTL_EXPIRED,5
external,2,F75,T45,RANGE_BROKE_BEFORE_FILL,19
external,2,F75,T45,TP_RANGE_EDGE,5
external,2,F75,T45,TTL_EXPIRED,3
external,2,F75,T60,RANGE_BROKE_BEFORE_FILL,20
external,2,F75,T60,TIME_EXIT_SESSION_END,1
external,2,F75,T60,TP_RANGE_EDGE,5
external,2,F75,T60,TTL_EXPIRED,1
external,2,F75,T90,RANGE_BROKE_BEFORE_FILL,20
external,2,F75,T90,TIME_EXIT_SESSION_END,1
external,2,F75,T90,TP_RANGE_EDGE,5
external,2,F75,T90,TTL_EXPIRED,1
external,2,F80,FULL,RANGE_BROKE_BEFORE_FILL,19
external,2,F80,FULL,TIME_EXIT_SESSION_END,1
external,2,F80,FULL,TP_RANGE_EDGE,7
external,2,F80,T15,RANGE_BROKE_BEFORE_FILL,12
external,2,F80,T15,TP_RANGE_EDGE,6
external,2,F80,T15,TTL_EXPIRED,9
external,2,F80,T30,RANGE_BROKE_BEFORE_FILL,17
external,2,F80,T30,TP_RANGE_EDGE,7
external,2,F80,T30,TTL_EXPIRED,3
external,2,F80,T45,RANGE_BROKE_BEFORE_FILL,18
external,2,F80,T45,TIME_EXIT_SESSION_END,1
external,2,F80,T45,TP_RANGE_EDGE,7
external,2,F80,T45,TTL_EXPIRED,1
external,2,F80,T60,RANGE_BROKE_BEFORE_FILL,18
external,2,F80,T60,TIME_EXIT_SESSION_END,1
external,2,F80,T60,TP_RANGE_EDGE,7
external,2,F80,T60,TTL_EXPIRED,1
external,2,F80,T90,RANGE_BROKE_BEFORE_FILL,18
external,2,F80,T90,TIME_EXIT_SESSION_END,1
external,2,F80,T90,TP_RANGE_EDGE,7
external,2,F80,T90,TTL_EXPIRED,1
reference_validation,1,F50,FULL,NO_FILL,1
reference_validation,1,F50,FULL,RANGE_BROKE_BEFORE_FILL,53
reference_validation,1,F50,FULL,SL_RANGE_EDGE,9
reference_validation,1,F50,FULL,TIME_EXIT_SESSION_END,2
reference_validation,1,F50,FULL,TP_RANGE_EDGE,17
reference_validation,1,F50,T15,RANGE_BROKE_BEFORE_FILL,39
reference_validation,1,F50,T15,SL_RANGE_EDGE,8
reference_validation,1,F50,T15,TIME_EXIT_SESSION_END,1
reference_validation,1,F50,T15,TP_RANGE_EDGE,8
reference_validation,1,F50,T15,TTL_EXPIRED,26
reference_validation,1,F50,T30,RANGE_BROKE_BEFORE_FILL,44
reference_validation,1,F50,T30,SL_RANGE_EDGE,9
reference_validation,1,F50,T30,TIME_EXIT_SESSION_END,2
reference_validation,1,F50,T30,TP_RANGE_EDGE,13
reference_validation,1,F50,T30,TTL_EXPIRED,14
reference_validation,1,F50,T45,RANGE_BROKE_BEFORE_FILL,48
reference_validation,1,F50,T45,SL_RANGE_EDGE,9
reference_validation,1,F50,T45,TIME_EXIT_SESSION_END,2
reference_validation,1,F50,T45,TP_RANGE_EDGE,17
reference_validation,1,F50,T45,TTL_EXPIRED,6
reference_validation,1,F50,T60,RANGE_BROKE_BEFORE_FILL,50
reference_validation,1,F50,T60,SL_RANGE_EDGE,9
reference_validation,1,F50,T60,TIME_EXIT_SESSION_END,2
reference_validation,1,F50,T60,TP_RANGE_EDGE,17
reference_validation,1,F50,T60,TTL_EXPIRED,4
reference_validation,1,F50,T90,RANGE_BROKE_BEFORE_FILL,52
reference_validation,1,F50,T90,SL_RANGE_EDGE,9
reference_validation,1,F50,T90,TIME_EXIT_SESSION_END,2
reference_validation,1,F50,T90,TP_RANGE_EDGE,17
reference_validation,1,F50,T90,TTL_EXPIRED,2
reference_validation,1,F60,FULL,RANGE_BROKE_BEFORE_FILL,47
reference_validation,1,F60,FULL,SL_RANGE_EDGE,8
reference_validation,1,F60,FULL,TIME_EXIT_SESSION_END,3
reference_validation,1,F60,FULL,TP_RANGE_EDGE,24
reference_validation,1,F60,T15,RANGE_BROKE_BEFORE_FILL,38
reference_validation,1,F60,T15,SL_RANGE_EDGE,7
reference_validation,1,F60,T15,TIME_EXIT_SESSION_END,2
reference_validation,1,F60,T15,TP_RANGE_EDGE,14
reference_validation,1,F60,T15,TTL_EXPIRED,21
reference_validation,1,F60,T30,RANGE_BROKE_BEFORE_FILL,42
reference_validation,1,F60,T30,SL_RANGE_EDGE,8
reference_validation,1,F60,T30,TIME_EXIT_SESSION_END,2
reference_validation,1,F60,T30,TP_RANGE_EDGE,22
reference_validation,1,F60,T30,TTL_EXPIRED,8
reference_validation,1,F60,T45,RANGE_BROKE_BEFORE_FILL,45
reference_validation,1,F60,T45,SL_RANGE_EDGE,8
reference_validation,1,F60,T45,TIME_EXIT_SESSION_END,2
reference_validation,1,F60,T45,TP_RANGE_EDGE,24
reference_validation,1,F60,T45,TTL_EXPIRED,3
reference_validation,1,F60,T60,RANGE_BROKE_BEFORE_FILL,45
reference_validation,1,F60,T60,SL_RANGE_EDGE,8
reference_validation,1,F60,T60,TIME_EXIT_SESSION_END,2
reference_validation,1,F60,T60,TP_RANGE_EDGE,24
reference_validation,1,F60,T60,TTL_EXPIRED,3
reference_validation,1,F60,T90,RANGE_BROKE_BEFORE_FILL,46
reference_validation,1,F60,T90,SL_RANGE_EDGE,8
reference_validation,1,F60,T90,TIME_EXIT_SESSION_END,2
reference_validation,1,F60,T90,TP_RANGE_EDGE,24
reference_validation,1,F60,T90,TTL_EXPIRED,2
reference_validation,1,F65,FULL,RANGE_BROKE_BEFORE_FILL,45
reference_validation,1,F65,FULL,SL_RANGE_EDGE,7
reference_validation,1,F65,FULL,TIME_EXIT_SESSION_END,3
reference_validation,1,F65,FULL,TP_RANGE_EDGE,27
reference_validation,1,F65,T15,RANGE_BROKE_BEFORE_FILL,37
reference_validation,1,F65,T15,SL_RANGE_EDGE,7
reference_validation,1,F65,T15,TIME_EXIT_SESSION_END,2
reference_validation,1,F65,T15,TP_RANGE_EDGE,20
reference_validation,1,F65,T15,TTL_EXPIRED,16
reference_validation,1,F65,T30,RANGE_BROKE_BEFORE_FILL,41
reference_validation,1,F65,T30,SL_RANGE_EDGE,7
reference_validation,1,F65,T30,TIME_EXIT_SESSION_END,2
reference_validation,1,F65,T30,TP_RANGE_EDGE,26
reference_validation,1,F65,T30,TTL_EXPIRED,6
reference_validation,1,F65,T45,RANGE_BROKE_BEFORE_FILL,44
reference_validation,1,F65,T45,SL_RANGE_EDGE,7
reference_validation,1,F65,T45,TIME_EXIT_SESSION_END,2
reference_validation,1,F65,T45,TP_RANGE_EDGE,27
reference_validation,1,F65,T45,TTL_EXPIRED,2
reference_validation,1,F65,T60,RANGE_BROKE_BEFORE_FILL,44
reference_validation,1,F65,T60,SL_RANGE_EDGE,7
reference_validation,1,F65,T60,TIME_EXIT_SESSION_END,2
reference_validation,1,F65,T60,TP_RANGE_EDGE,27
reference_validation,1,F65,T60,TTL_EXPIRED,2
reference_validation,1,F65,T90,RANGE_BROKE_BEFORE_FILL,44
reference_validation,1,F65,T90,SL_RANGE_EDGE,7
reference_validation,1,F65,T90,TIME_EXIT_SESSION_END,2
reference_validation,1,F65,T90,TP_RANGE_EDGE,27
reference_validation,1,F65,T90,TTL_EXPIRED,2
reference_validation,1,F70,FULL,RANGE_BROKE_BEFORE_FILL,45
reference_validation,1,F70,FULL,SL_RANGE_EDGE,6
reference_validation,1,F70,FULL,TIME_EXIT_SESSION_END,3
reference_validation,1,F70,FULL,TP_RANGE_EDGE,28
reference_validation,1,F70,T15,RANGE_BROKE_BEFORE_FILL,36
reference_validation,1,F70,T15,SL_RANGE_EDGE,6
reference_validation,1,F70,T15,TIME_EXIT_SESSION_END,2
reference_validation,1,F70,T15,TP_RANGE_EDGE,25
reference_validation,1,F70,T15,TTL_EXPIRED,13
reference_validation,1,F70,T30,RANGE_BROKE_BEFORE_FILL,41
reference_validation,1,F70,T30,SL_RANGE_EDGE,6
reference_validation,1,F70,T30,TIME_EXIT_SESSION_END,2
reference_validation,1,F70,T30,TP_RANGE_EDGE,28
reference_validation,1,F70,T30,TTL_EXPIRED,5
reference_validation,1,F70,T45,RANGE_BROKE_BEFORE_FILL,44
reference_validation,1,F70,T45,SL_RANGE_EDGE,6
reference_validation,1,F70,T45,TIME_EXIT_SESSION_END,2
reference_validation,1,F70,T45,TP_RANGE_EDGE,28
reference_validation,1,F70,T45,TTL_EXPIRED,2
reference_validation,1,F70,T60,RANGE_BROKE_BEFORE_FILL,44
reference_validation,1,F70,T60,SL_RANGE_EDGE,6
reference_validation,1,F70,T60,TIME_EXIT_SESSION_END,2
reference_validation,1,F70,T60,TP_RANGE_EDGE,28
reference_validation,1,F70,T60,TTL_EXPIRED,2
reference_validation,1,F70,T90,RANGE_BROKE_BEFORE_FILL,44
reference_validation,1,F70,T90,SL_RANGE_EDGE,6
reference_validation,1,F70,T90,TIME_EXIT_SESSION_END,2
reference_validation,1,F70,T90,TP_RANGE_EDGE,28
reference_validation,1,F70,T90,TTL_EXPIRED,2
reference_validation,1,F75,FULL,RANGE_BROKE_BEFORE_FILL,43
reference_validation,1,F75,FULL,SL_RANGE_EDGE,5
reference_validation,1,F75,FULL,TIME_EXIT_SESSION_END,3
reference_validation,1,F75,FULL,TP_RANGE_EDGE,31
reference_validation,1,F75,T15,RANGE_BROKE_BEFORE_FILL,35
reference_validation,1,F75,T15,SL_RANGE_EDGE,5
reference_validation,1,F75,T15,TIME_EXIT_SESSION_END,2
reference_validation,1,F75,T15,TP_RANGE_EDGE,29
reference_validation,1,F75,T15,TTL_EXPIRED,11
reference_validation,1,F75,T30,RANGE_BROKE_BEFORE_FILL,41
reference_validation,1,F75,T30,SL_RANGE_EDGE,5
reference_validation,1,F75,T30,TIME_EXIT_SESSION_END,3
reference_validation,1,F75,T30,TP_RANGE_EDGE,31
reference_validation,1,F75,T30,TTL_EXPIRED,2
reference_validation,1,F75,T45,RANGE_BROKE_BEFORE_FILL,42
reference_validation,1,F75,T45,SL_RANGE_EDGE,5
reference_validation,1,F75,T45,TIME_EXIT_SESSION_END,3
reference_validation,1,F75,T45,TP_RANGE_EDGE,31
reference_validation,1,F75,T45,TTL_EXPIRED,1
reference_validation,1,F75,T60,RANGE_BROKE_BEFORE_FILL,42
reference_validation,1,F75,T60,SL_RANGE_EDGE,5
reference_validation,1,F75,T60,TIME_EXIT_SESSION_END,3
reference_validation,1,F75,T60,TP_RANGE_EDGE,31
