partition,k,entry_fraction,ttl,exit_reason,n
reference_validation,1,F75,T60,TTL_EXPIRED,1
reference_validation,1,F75,T90,RANGE_BROKE_BEFORE_FILL,42
reference_validation,1,F75,T90,SL_RANGE_EDGE,5
reference_validation,1,F75,T90,TIME_EXIT_SESSION_END,3
reference_validation,1,F75,T90,TP_RANGE_EDGE,31
reference_validation,1,F75,T90,TTL_EXPIRED,1
reference_validation,1,F80,FULL,RANGE_BROKE_BEFORE_FILL,41
reference_validation,1,F80,FULL,SL_RANGE_EDGE,4
reference_validation,1,F80,FULL,TIME_EXIT_SESSION_END,3
reference_validation,1,F80,FULL,TP_RANGE_EDGE,34
reference_validation,1,F80,T15,RANGE_BROKE_BEFORE_FILL,33
reference_validation,1,F80,T15,SL_RANGE_EDGE,4
reference_validation,1,F80,T15,TIME_EXIT_SESSION_END,3
reference_validation,1,F80,T15,TP_RANGE_EDGE,32
reference_validation,1,F80,T15,TTL_EXPIRED,10
reference_validation,1,F80,T30,RANGE_BROKE_BEFORE_FILL,38
reference_validation,1,F80,T30,SL_RANGE_EDGE,4
reference_validation,1,F80,T30,TIME_EXIT_SESSION_END,3
reference_validation,1,F80,T30,TP_RANGE_EDGE,33
reference_validation,1,F80,T30,TTL_EXPIRED,4
reference_validation,1,F80,T45,RANGE_BROKE_BEFORE_FILL,40
reference_validation,1,F80,T45,SL_RANGE_EDGE,4
reference_validation,1,F80,T45,TIME_EXIT_SESSION_END,3
reference_validation,1,F80,T45,TP_RANGE_EDGE,33
reference_validation,1,F80,T45,TTL_EXPIRED,2
reference_validation,1,F80,T60,RANGE_BROKE_BEFORE_FILL,40
reference_validation,1,F80,T60,SL_RANGE_EDGE,4
reference_validation,1,F80,T60,TIME_EXIT_SESSION_END,3
reference_validation,1,F80,T60,TP_RANGE_EDGE,33
reference_validation,1,F80,T60,TTL_EXPIRED,2
reference_validation,1,F80,T90,RANGE_BROKE_BEFORE_FILL,40
reference_validation,1,F80,T90,SL_RANGE_EDGE,4
reference_validation,1,F80,T90,TIME_EXIT_SESSION_END,3
reference_validation,1,F80,T90,TP_RANGE_EDGE,34
reference_validation,1,F80,T90,TTL_EXPIRED,1
reference_validation,2,F50,FULL,RANGE_BROKE_BEFORE_FILL,14
reference_validation,2,F50,FULL,TP_RANGE_EDGE,3
reference_validation,2,F50,T15,RANGE_BROKE_BEFORE_FILL,10
reference_validation,2,F50,T15,TP_RANGE_EDGE,1
reference_validation,2,F50,T15,TTL_EXPIRED,6
reference_validation,2,F50,T30,RANGE_BROKE_BEFORE_FILL,12
reference_validation,2,F50,T30,TP_RANGE_EDGE,3
reference_validation,2,F50,T30,TTL_EXPIRED,2
reference_validation,2,F50,T45,RANGE_BROKE_BEFORE_FILL,12
reference_validation,2,F50,T45,TP_RANGE_EDGE,3
reference_validation,2,F50,T45,TTL_EXPIRED,2
reference_validation,2,F50,T60,RANGE_BROKE_BEFORE_FILL,13
reference_validation,2,F50,T60,TP_RANGE_EDGE,3
reference_validation,2,F50,T60,TTL_EXPIRED,1
reference_validation,2,F50,T90,RANGE_BROKE_BEFORE_FILL,14
reference_validation,2,F50,T90,TP_RANGE_EDGE,3
reference_validation,2,F60,FULL,RANGE_BROKE_BEFORE_FILL,12
reference_validation,2,F60,FULL,TP_RANGE_EDGE,5
reference_validation,2,F60,T15,RANGE_BROKE_BEFORE_FILL,9
reference_validation,2,F60,T15,TP_RANGE_EDGE,2
reference_validation,2,F60,T15,TTL_EXPIRED,6
reference_validation,2,F60,T30,RANGE_BROKE_BEFORE_FILL,11
reference_validation,2,F60,T30,TP_RANGE_EDGE,5
reference_validation,2,F60,T30,TTL_EXPIRED,1
reference_validation,2,F60,T45,RANGE_BROKE_BEFORE_FILL,11
reference_validation,2,F60,T45,TP_RANGE_EDGE,5
reference_validation,2,F60,T45,TTL_EXPIRED,1
reference_validation,2,F60,T60,RANGE_BROKE_BEFORE_FILL,11
reference_validation,2,F60,T60,TP_RANGE_EDGE,5
reference_validation,2,F60,T60,TTL_EXPIRED,1
reference_validation,2,F60,T90,RANGE_BROKE_BEFORE_FILL,12
reference_validation,2,F60,T90,TP_RANGE_EDGE,5
reference_validation,2,F65,FULL,RANGE_BROKE_BEFORE_FILL,12
reference_validation,2,F65,FULL,TP_RANGE_EDGE,5
reference_validation,2,F65,T15,RANGE_BROKE_BEFORE_FILL,9
reference_validation,2,F65,T15,TP_RANGE_EDGE,4
reference_validation,2,F65,T15,TTL_EXPIRED,4
reference_validation,2,F65,T30,RANGE_BROKE_BEFORE_FILL,11
reference_validation,2,F65,T30,TP_RANGE_EDGE,5
reference_validation,2,F65,T30,TTL_EXPIRED,1
reference_validation,2,F65,T45,RANGE_BROKE_BEFORE_FILL,11
reference_validation,2,F65,T45,TP_RANGE_EDGE,5
reference_validation,2,F65,T45,TTL_EXPIRED,1
reference_validation,2,F65,T60,RANGE_BROKE_BEFORE_FILL,11
reference_validation,2,F65,T60,TP_RANGE_EDGE,5
reference_validation,2,F65,T60,TTL_EXPIRED,1
reference_validation,2,F65,T90,RANGE_BROKE_BEFORE_FILL,12
reference_validation,2,F65,T90,TP_RANGE_EDGE,5
reference_validation,2,F70,FULL,RANGE_BROKE_BEFORE_FILL,12
reference_validation,2,F70,FULL,TP_RANGE_EDGE,5
reference_validation,2,F70,T15,RANGE_BROKE_BEFORE_FILL,9
reference_validation,2,F70,T15,TP_RANGE_EDGE,5
reference_validation,2,F70,T15,TTL_EXPIRED,3
reference_validation,2,F70,T30,RANGE_BROKE_BEFORE_FILL,11
reference_validation,2,F70,T30,TP_RANGE_EDGE,5
reference_validation,2,F70,T30,TTL_EXPIRED,1
reference_validation,2,F70,T45,RANGE_BROKE_BEFORE_FILL,11
reference_validation,2,F70,T45,TP_RANGE_EDGE,5
reference_validation,2,F70,T45,TTL_EXPIRED,1
reference_validation,2,F70,T60,RANGE_BROKE_BEFORE_FILL,11
reference_validation,2,F70,T60,TP_RANGE_EDGE,5
reference_validation,2,F70,T60,TTL_EXPIRED,1
reference_validation,2,F70,T90,RANGE_BROKE_BEFORE_FILL,12
reference_validation,2,F70,T90,TP_RANGE_EDGE,5
reference_validation,2,F75,FULL,RANGE_BROKE_BEFORE_FILL,12
reference_validation,2,F75,FULL,TP_RANGE_EDGE,5
reference_validation,2,F75,T15,RANGE_BROKE_BEFORE_FILL,9
reference_validation,2,F75,T15,TP_RANGE_EDGE,5
reference_validation,2,F75,T15,TTL_EXPIRED,3
reference_validation,2,F75,T30,RANGE_BROKE_BEFORE_FILL,11
reference_validation,2,F75,T30,TP_RANGE_EDGE,5
reference_validation,2,F75,T30,TTL_EXPIRED,1
reference_validation,2,F75,T45,RANGE_BROKE_BEFORE_FILL,11
reference_validation,2,F75,T45,TP_RANGE_EDGE,5
reference_validation,2,F75,T45,TTL_EXPIRED,1
reference_validation,2,F75,T60,RANGE_BROKE_BEFORE_FILL,11
reference_validation,2,F75,T60,TP_RANGE_EDGE,5
reference_validation,2,F75,T60,TTL_EXPIRED,1
reference_validation,2,F75,T90,RANGE_BROKE_BEFORE_FILL,12
reference_validation,2,F75,T90,TP_RANGE_EDGE,5
reference_validation,2,F80,FULL,RANGE_BROKE_BEFORE_FILL,11
reference_validation,2,F80,FULL,TP_RANGE_EDGE,6
reference_validation,2,F80,T15,RANGE_BROKE_BEFORE_FILL,9
reference_validation,2,F80,T15,TP_RANGE_EDGE,6
reference_validation,2,F80,T15,TTL_EXPIRED,2
reference_validation,2,F80,T30,RANGE_BROKE_BEFORE_FILL,10
reference_validation,2,F80,T30,TP_RANGE_EDGE,6
reference_validation,2,F80,T30,TTL_EXPIRED,1
reference_validation,2,F80,T45,RANGE_BROKE_BEFORE_FILL,10
reference_validation,2,F80,T45,TP_RANGE_EDGE,6
reference_validation,2,F80,T45,TTL_EXPIRED,1
reference_validation,2,F80,T60,RANGE_BROKE_BEFORE_FILL,10
reference_validation,2,F80,T60,TP_RANGE_EDGE,6
reference_validation,2,F80,T60,TTL_EXPIRED,1
reference_validation,2,F80,T90,RANGE_BROKE_BEFORE_FILL,11
reference_validation,2,F80,T90,TP_RANGE_EDGE,6
