partition,date_utc,signal_ts,window_status,H,L,range,F15,F65,E20_DOWN,eligible_start,h2_bar_start,opposite_break_bar_start,session_end,blind_filled,blind_touch_bar_start,blind_entry_px,h2_after_fill,minutes_fill_to_h2,max_pre_h2_frac,adverse_excursion_r,rule,entry_executed,confirmation_kind,confirmation_bar_start,entry_start,entry_px,entry_fraction,entry_on_h2_bar_open,entry_status,fixed_exit_reason,fixed_exit_px,fixed_net_pnl_usd,fixed_hold_minutes,fixed_h2_seen,fixed_breakdown_accepted,fixed_e20_reached,hybrid_exit_reason,hybrid_exit_px,hybrid_net_pnl_usd,hybrid_hold_minutes,hybrid_e20_reached,hybrid_ceiling_ratchets,hybrid_final_ceiling,session_trough_after_e20,trough_extension_r,realized_exit_extension_r,capture_ratio,giveback_r,entry_executed_b,b27ai_exit_reason,b27ai_exit_px,b27ai_net_pnl_usd,b27ai_hold_minutes,breakdown_accepted,acceptance_bar_start,e20_diag_reached,preaccept_f65_invalid,b27ai_trough_px_in_trade,b27ai_trough_extension_r,b27ai_realized_exit_extension_r,b27ai_capture_ratio,b27ai_giveback_r
development,2023-04-20,2023-04-20 16:05:00+00:00,H2_ARRIVAL,28940.0,28300.0,640.0,28396.0,28716.0,28172.0,2023-04-20 16:10:00+00:00,2023-04-20 18:30:00+00:00,,2023-04-20 20:00:00+00:00,True,2023-04-20 17:00:00+00:00,28396.0,True,90.0,0.4618749999999977,0.3118749999999977,BLIND_F15,True,,,2023-04-20 17:00:00+00:00,28396.0,0.15,False,EXECUTED,TP_E20_DOWN,28172.0,3.544217495421898,135.0,True,True,True,OPEN_GAP_AT_OR_ABOVE_PROFIT_CEILING,28174.7,3.496675588110965,140.0,True,0,28172.0,27983.0,0.4953125,0.1957812499999988,0.3952681388012595,0.2995312500000011,True,BREAKDOWN_RECLAIM_L,28320.0,0.9382166502324266,115.0,True,2023-04-20 18:40:00+00:00,False,False,28265.0,0.0546875,-0.03125,0.0,0.0859375
development,2023-04-20,2023-04-20 16:05:00+00:00,H2_ARRIVAL,28940.0,28300.0,640.0,28396.0,28716.0,28172.0,2023-04-20 16:10:00+00:00,2023-04-20 18:30:00+00:00,,2023-04-20 20:00:00+00:00,True,2023-04-20 17:00:00+00:00,28396.0,True,90.0,0.4618749999999977,0.3118749999999977,EARLY_REJECT,True,LATER_REJECT,2023-04-20 17:05:00+00:00,2023-04-20 17:10:00+00:00,28351.1,0.0798437499999977,False,EXECUTED,TP_E20_DOWN,28172.0,2.758607602526842,125.0,True,True,True,OPEN_GAP_AT_OR_ABOVE_PROFIT_CEILING,28174.7,2.710990402488745,130.0,True,0,28172.0,27983.0,0.4953125,0.1957812499999988,0.3952681388012595,0.2995312500000011,True,BREAKDOWN_RECLAIM_L,28320.0,0.14847960043874486,105.0,True,2023-04-20 18:40:00+00:00,False,False,28265.0,0.0546875,-0.03125,0.0,0.0859375
development,2023-04-20,2023-04-20 16:05:00+00:00,H2_ARRIVAL,28940.0,28300.0,640.0,28396.0,28716.0,28172.0,2023-04-20 16:10:00+00:00,2023-04-20 18:30:00+00:00,,2023-04-20 20:00:00+00:00,True,2023-04-20 17:00:00+00:00,28396.0,True,90.0,0.4618749999999977,0.3118749999999977,SAME_BAR_REJECTION,False,,,,,,False,NO_CONFIRMATION_PRE_H2,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2023-05-01,2023-05-01 14:00:00+00:00,H2_ARRIVAL,28659.2,28426.3,232.90000000000143,28461.235,28577.685,28379.72,2023-05-01 14:10:00+00:00,2023-05-01 14:20:00+00:00,,2023-05-01 20:00:00+00:00,False,,,False,,,,BLIND_F15,False,,,,,,False,NO_BLIND_F15_FILL,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2023-05-01,2023-05-01 14:00:00+00:00,H2_ARRIVAL,28659.2,28426.3,232.90000000000143,28461.235,28577.685,28379.72,2023-05-01 14:10:00+00:00,2023-05-01 14:20:00+00:00,,2023-05-01 20:00:00+00:00,False,,,False,,,,EARLY_REJECT,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2023-05-01,2023-05-01 14:00:00+00:00,H2_ARRIVAL,28659.2,28426.3,232.90000000000143,28461.235,28577.685,28379.72,2023-05-01 14:10:00+00:00,2023-05-01 14:20:00+00:00,,2023-05-01 20:00:00+00:00,False,,,False,,,,SAME_BAR_REJECTION,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2023-05-02,2023-05-02 13:40:00+00:00,H2_ARRIVAL,28250.0,27921.6,328.40000000000146,27970.86,28135.06,27855.92,2023-05-02 13:45:00+00:00,2023-05-02 14:05:00+00:00,,2023-05-02 20:00:00+00:00,True,2023-05-02 14:00:00+00:00,27970.86,True,5.0,0.4147381242387336,0.2647381242387336,BLIND_F15,True,,,2023-05-02 14:00:00+00:00,27970.86,0.15,False,EXECUTED,CLOSE_INVALIDATION_F65,28249.9,-5.388048275955781,25.0,True,False,False,PRE_E20_CLOSE_INVALIDATION_F65,28249.9,-5.388048275955781,25.0,False,0,,,,,,,True,PRE_ACCEPT_CLOSE_INVALIDATION_F65,28249.9,-5.388048275955781,25.0,False,,False,True,,,,,
development,2023-05-02,2023-05-02 13:40:00+00:00,H2_ARRIVAL,28250.0,27921.6,328.40000000000146,27970.86,28135.06,27855.92,2023-05-02 13:45:00+00:00,2023-05-02 14:05:00+00:00,,2023-05-02 20:00:00+00:00,True,2023-05-02 14:00:00+00:00,27970.86,True,5.0,0.4147381242387336,0.2647381242387336,EARLY_REJECT,True,SAME_BAR,2023-05-02 14:00:00+00:00,2023-05-02 14:05:00+00:00,27964.5,0.1306333739342304,True,EXECUTED,CLOSE_INVALIDATION_F65,28249.9,-5.502898317509763,20.0,True,False,False,PRE_E20_CLOSE_INVALIDATION_F65,28249.9,-5.502898317509763,20.0,False,0,,,,,,,True,PRE_ACCEPT_CLOSE_INVALIDATION_F65,28249.9,-5.502898317509763,20.0,False,,False,True,,,,,
development,2023-05-02,2023-05-02 13:40:00+00:00,H2_ARRIVAL,28250.0,27921.6,328.40000000000146,27970.86,28135.06,27855.92,2023-05-02 13:45:00+00:00,2023-05-02 14:05:00+00:00,,2023-05-02 20:00:00+00:00,True,2023-05-02 14:00:00+00:00,27970.86,True,5.0,0.4147381242387336,0.2647381242387336,SAME_BAR_REJECTION,True,SAME_BAR,2023-05-02 14:00:00+00:00,2023-05-02 14:05:00+00:00,27964.5,0.1306333739342304,True,EXECUTED,CLOSE_INVALIDATION_F65,28249.9,-5.502898317509763,20.0,True,False,False,PRE_E20_CLOSE_INVALIDATION_F65,28249.9,-5.502898317509763,20.0,False,0,,,,,,,True,PRE_ACCEPT_CLOSE_INVALIDATION_F65,28249.9,-5.502898317509763,20.0,False,,False,True,,,,,
development,2023-05-03,2023-05-03 14:55:00+00:00,NO_H2_BY_SESSION_END,28758.9,28115.4,643.5,28211.925000000003,28533.675000000003,27986.7,2023-05-03 15:00:00+00:00,,,2023-05-03 20:00:00+00:00,True,2023-05-03 15:05:00+00:00,28211.925000000003,False,,1.0638694638694617,0.9138694638694616,BLIND_F15,True,,,2023-05-03 15:05:00+00:00,28211.925000000003,0.15,False,EXECUTED,CLOSE_INVALIDATION_F65,28566.3,-6.680588793568632,140.0,False,False,False,PRE_E20_CLOSE_INVALIDATION_F65,28566.3,-6.680588793568632,140.0,False,0,,,,,,,True,PRE_ACCEPT_CLOSE_INVALIDATION_F65,28566.3,-6.6805887935686314,140.0,False,,False,True,,,,,
development,2023-05-03,2023-05-03 14:55:00+00:00,NO_H2_BY_SESSION_END,28758.9,28115.4,643.5,28211.925000000003,28533.675000000003,27986.7,2023-05-03 15:00:00+00:00,,,2023-05-03 20:00:00+00:00,True,2023-05-03 15:05:00+00:00,28211.925000000003,False,,1.0638694638694617,0.9138694638694616,EARLY_REJECT,False,,,,,,False,NO_CONFIRMATION_PRE_H2,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2023-05-03,2023-05-03 14:55:00+00:00,NO_H2_BY_SESSION_END,28758.9,28115.4,643.5,28211.925000000003,28533.675000000003,27986.7,2023-05-03 15:00:00+00:00,,,2023-05-03 20:00:00+00:00,True,2023-05-03 15:05:00+00:00,28211.925000000003,False,,1.0638694638694617,0.9138694638694616,SAME_BAR_REJECTION,False,,,,,,False,NO_CONFIRMATION_PRE_H2,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2023-05-11,2023-05-11 13:55:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,27630.0,27220.0,410.0,27281.5,27486.5,27138.0,,,,2023-05-11 20:00:00+00:00,False,,,False,,,,BLIND_F15,False,,,,,,False,NO_BLIND_F15_FILL,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2023-05-11,2023-05-11 13:55:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,27630.0,27220.0,410.0,27281.5,27486.5,27138.0,,,,2023-05-11 20:00:00+00:00,False,,,False,,,,EARLY_REJECT,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2023-05-11,2023-05-11 13:55:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,27630.0,27220.0,410.0,27281.5,27486.5,27138.0,,,,2023-05-11 20:00:00+00:00,False,,,False,,,,SAME_BAR_REJECTION,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2023-05-16,2023-05-16 14:00:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,27274.2,26959.1,315.1000000000022,27006.365,27163.915,26896.08,,,,2023-05-16 20:00:00+00:00,False,,,False,,,,BLIND_F15,False,,,,,,False,NO_BLIND_F15_FILL,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2023-05-16,2023-05-16 14:00:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,27274.2,26959.1,315.1000000000022,27006.365,27163.915,26896.08,,,,2023-05-16 20:00:00+00:00,False,,,False,,,,EARLY_REJECT,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2023-05-16,2023-05-16 14:00:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,27274.2,26959.1,315.1000000000022,27006.365,27163.915,26896.08,,,,2023-05-16 20:00:00+00:00,False,,,False,,,,SAME_BAR_REJECTION,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2023-05-17,2023-05-17 14:40:00+00:00,OPPOSITE_BREAK_BEFORE_H2,26907.5,26558.0,349.5,26610.425,26785.175,26488.1,2023-05-17 14:45:00+00:00,,2023-05-17 16:50:00+00:00,2023-05-17 20:00:00+00:00,False,,,False,,,,BLIND_F15,False,,,,,,False,NO_BLIND_F15_FILL,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2023-05-17,2023-05-17 14:40:00+00:00,OPPOSITE_BREAK_BEFORE_H2,26907.5,26558.0,349.5,26610.425,26785.175,26488.1,2023-05-17 14:45:00+00:00,,2023-05-17 16:50:00+00:00,2023-05-17 20:00:00+00:00,False,,,False,,,,EARLY_REJECT,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2023-05-17,2023-05-17 14:40:00+00:00,OPPOSITE_BREAK_BEFORE_H2,26907.5,26558.0,349.5,26610.425,26785.175,26488.1,2023-05-17 14:45:00+00:00,,2023-05-17 16:50:00+00:00,2023-05-17 20:00:00+00:00,False,,,False,,,,SAME_BAR_REJECTION,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2023-05-18,2023-05-18 14:50:00+00:00,H2_ARRIVAL,27471.5,27165.6,305.90000000000146,27211.485,27364.435,27104.42,2023-05-18 15:00:00+00:00,2023-05-18 15:20:00+00:00,,2023-05-18 20:00:00+00:00,True,2023-05-18 15:05:00+00:00,27211.485,True,15.0,0.3213468453743133,0.1713468453743133,BLIND_F15,True,,,2023-05-18 15:05:00+00:00,27211.485,0.15,False,EXECUTED,TP_E20_DOWN,27104.42,1.5672759498425286,15.0,True,False,True,OPEN_GAP_AT_OR_ABOVE_PROFIT_CEILING,27105.6,1.5455939284460656,20.0,True,0,27104.42,26335.3,2.714285714285699,0.1961425302386391,0.0722630374563411,2.51814318404706,True,TIME_EXIT_SESSION_END,26719.3,8.643699746632716,295.0,True,2023-05-18 15:20:00+00:00,True,False,26335.3,2.714285714285699,1.4589735207584085,0.5375165602794166,1.2553121935272904
development,2023-05-18,2023-05-18 14:50:00+00:00,H2_ARRIVAL,27471.5,27165.6,305.90000000000146,27211.485,27364.435,27104.42,2023-05-18 15:00:00+00:00,2023-05-18 15:20:00+00:00,,2023-05-18 20:00:00+00:00,True,2023-05-18 15:05:00+00:00,27211.485,True,15.0,0.3213468453743133,0.1713468453743133,EARLY_REJECT,True,SAME_BAR,2023-05-18 15:05:00+00:00,2023-05-18 15:10:00+00:00,27196.2,0.1000326904217131,False,EXECUTED,TP_E20_DOWN,27104.42,1.287368088188812,10.0,True,False,True,OPEN_GAP_AT_OR_ABOVE_PROFIT_CEILING,27105.6,1.265673880909879,15.0,True,0,27104.42,26335.3,2.714285714285699,0.1961425302386391,0.0722630374563411,2.51814318404706,True,TIME_EXIT_SESSION_END,26719.3,8.367769026555182,290.0,True,2023-05-18 15:20:00+00:00,True,False,26335.3,2.714285714285699,1.4589735207584085,0.5375165602794166,1.2553121935272904
development,2023-05-18,2023-05-18 14:50:00+00:00,H2_ARRIVAL,27471.5,27165.6,305.90000000000146,27211.485,27364.435,27104.42,2023-05-18 15:00:00+00:00,2023-05-18 15:20:00+00:00,,2023-05-18 20:00:00+00:00,True,2023-05-18 15:05:00+00:00,27211.485,True,15.0,0.3213468453743133,0.1713468453743133,SAME_BAR_REJECTION,True,SAME_BAR,2023-05-18 15:05:00+00:00,2023-05-18 15:10:00+00:00,27196.2,0.1000326904217131,False,EXECUTED,TP_E20_DOWN,27104.42,1.287368088188812,10.0,True,False,True,OPEN_GAP_AT_OR_ABOVE_PROFIT_CEILING,27105.6,1.265673880909879,15.0,True,0,27104.42,26335.3,2.714285714285699,0.1961425302386391,0.0722630374563411,2.51814318404706,True,TIME_EXIT_SESSION_END,26719.3,8.367769026555182,290.0,True,2023-05-18 15:20:00+00:00,True,False,26335.3,2.714285714285699,1.4589735207584085,0.5375165602794166,1.2553121935272904
development,2023-05-19,2023-05-19 14:15:00+00:00,H2_ARRIVAL,26985.6,26773.0,212.59999999999852,26804.89,26911.19,26730.48,2023-05-19 14:25:00+00:00,2023-05-19 14:25:00+00:00,,2023-05-19 20:00:00+00:00,False,,,False,,,,BLIND_F15,False,,,,,,False,NO_BLIND_F15_FILL,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2023-05-19,2023-05-19 14:15:00+00:00,H2_ARRIVAL,26985.6,26773.0,212.59999999999852,26804.89,26911.19,26730.48,2023-05-19 14:25:00+00:00,2023-05-19 14:25:00+00:00,,2023-05-19 20:00:00+00:00,False,,,False,,,,EARLY_REJECT,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2023-05-19,2023-05-19 14:15:00+00:00,H2_ARRIVAL,26985.6,26773.0,212.59999999999852,26804.89,26911.19,26730.48,2023-05-19 14:25:00+00:00,2023-05-19 14:25:00+00:00,,2023-05-19 20:00:00+00:00,False,,,False,,,,SAME_BAR_REJECTION,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2023-05-23,2023-05-23 13:40:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,27383.0,27225.0,158.0,27248.7,27327.7,27193.4,,,,2023-05-23 20:00:00+00:00,False,,,False,,,,BLIND_F15,False,,,,,,False,NO_BLIND_F15_FILL,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2023-05-23,2023-05-23 13:40:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,27383.0,27225.0,158.0,27248.7,27327.7,27193.4,,,,2023-05-23 20:00:00+00:00,False,,,False,,,,EARLY_REJECT,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2023-05-23,2023-05-23 13:40:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,27383.0,27225.0,158.0,27248.7,27327.7,27193.4,,,,2023-05-23 20:00:00+00:00,False,,,False,,,,SAME_BAR_REJECTION,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2023-05-29,2023-05-29 15:00:00+00:00,H2_ARRIVAL,27966.7,27730.0,236.70000000000076,27765.505,27883.855,27682.66,2023-05-29 15:05:00+00:00,2023-05-29 15:20:00+00:00,,2023-05-29 20:00:00+00:00,False,,,False,,,,BLIND_F15,False,,,,,,False,NO_BLIND_F15_FILL,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2023-05-29,2023-05-29 15:00:00+00:00,H2_ARRIVAL,27966.7,27730.0,236.70000000000076,27765.505,27883.855,27682.66,2023-05-29 15:05:00+00:00,2023-05-29 15:20:00+00:00,,2023-05-29 20:00:00+00:00,False,,,False,,,,EARLY_REJECT,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2023-05-29,2023-05-29 15:00:00+00:00,H2_ARRIVAL,27966.7,27730.0,236.70000000000076,27765.505,27883.855,27682.66,2023-05-29 15:05:00+00:00,2023-05-29 15:20:00+00:00,,2023-05-29 20:00:00+00:00,False,,,False,,,,SAME_BAR_REJECTION,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2023-06-05,2023-06-05 15:05:00+00:00,H2_ARRIVAL,26831.2,26625.0,206.20000000000076,26655.93,26759.03,26583.76,2023-06-05 15:15:00+00:00,2023-06-05 15:15:00+00:00,,2023-06-05 20:00:00+00:00,False,,,False,,,,BLIND_F15,False,,,,,,False,NO_BLIND_F15_FILL,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2023-06-05,2023-06-05 15:05:00+00:00,H2_ARRIVAL,26831.2,26625.0,206.20000000000076,26655.93,26759.03,26583.76,2023-06-05 15:15:00+00:00,2023-06-05 15:15:00+00:00,,2023-06-05 20:00:00+00:00,False,,,False,,,,EARLY_REJECT,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2023-06-05,2023-06-05 15:05:00+00:00,H2_ARRIVAL,26831.2,26625.0,206.20000000000076,26655.93,26759.03,26583.76,2023-06-05 15:15:00+00:00,2023-06-05 15:15:00+00:00,,2023-06-05 20:00:00+00:00,False,,,False,,,,SAME_BAR_REJECTION,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2023-06-07,2023-06-07 14:55:00+00:00,H2_ARRIVAL,26968.0,26330.8,637.2000000000007,26426.38,26744.98,26203.36,2023-06-07 15:10:00+00:00,2023-06-07 15:50:00+00:00,,2023-06-07 20:00:00+00:00,True,2023-06-07 15:40:00+00:00,26426.38,True,10.0,0.380100439422474,0.230100439422474,BLIND_F15,True,,,2023-06-07 15:40:00+00:00,26426.38,0.15,False,EXECUTED,TIME_EXIT_SESSION_END,26469.2,-1.2101752869670297,260.0,True,True,False,TIME_EXIT_SESSION_END,26469.2,-1.2101752869670297,260.0,False,0,,,,,,,True,BREAKDOWN_RECLAIM_L,26333.9,1.3497667103856252,20.0,True,2023-06-07 15:50:00+00:00,False,False,26261.0,0.1095417451349642,-0.004865034526054895,0.0,0.1144067796610191
development,2023-06-07,2023-06-07 14:55:00+00:00,H2_ARRIVAL,26968.0,26330.8,637.2000000000007,26426.38,26744.98,26203.36,2023-06-07 15:10:00+00:00,2023-06-07 15:50:00+00:00,,2023-06-07 20:00:00+00:00,True,2023-06-07 15:40:00+00:00,26426.38,True,10.0,0.380100439422474,0.230100439422474,EARLY_REJECT,True,SAME_BAR,2023-06-07 15:40:00+00:00,2023-06-07 15:45:00+00:00,26366.4,0.055869428750788,False,EXECUTED,TIME_EXIT_SESSION_END,26469.2,-2.3494508161902457,255.0,True,True,False,TIME_EXIT_SESSION_END,26469.2,-2.3494508161902457,255.0,False,0,,,,,,,True,BREAKDOWN_RECLAIM_L,26333.9,0.21631470356210414,15.0,True,2023-06-07 15:50:00+00:00,False,False,26261.0,0.1095417451349642,-0.004865034526054895,0.0,0.1144067796610191
development,2023-06-07,2023-06-07 14:55:00+00:00,H2_ARRIVAL,26968.0,26330.8,637.2000000000007,26426.38,26744.98,26203.36,2023-06-07 15:10:00+00:00,2023-06-07 15:50:00+00:00,,2023-06-07 20:00:00+00:00,True,2023-06-07 15:40:00+00:00,26426.38,True,10.0,0.380100439422474,0.230100439422474,SAME_BAR_REJECTION,True,SAME_BAR,2023-06-07 15:40:00+00:00,2023-06-07 15:45:00+00:00,26366.4,0.055869428750788,False,EXECUTED,TIME_EXIT_SESSION_END,26469.2,-2.3494508161902457,255.0,True,True,False,TIME_EXIT_SESSION_END,26469.2,-2.3494508161902457,255.0,False,0,,,,,,,True,BREAKDOWN_RECLAIM_L,26333.9,0.21631470356210414,15.0,True,2023-06-07 15:50:00+00:00,False,False,26261.0,0.1095417451349642,-0.004865034526054895,0.0,0.1144067796610191
development,2023-06-08,2023-06-08 13:40:00+00:00,OPPOSITE_BREAK_BEFORE_H2,26594.9,26300.0,294.90000000000146,26344.235,26491.685,26241.02,2023-06-08 13:45:00+00:00,,2023-06-08 14:35:00+00:00,2023-06-08 20:00:00+00:00,True,2023-06-08 13:55:00+00:00,26344.235,False,,1.1868429976263082,1.0368429976263085,BLIND_F15,True,,,2023-06-08 13:55:00+00:00,26344.235,0.15,False,EXECUTED,CLOSE_INVALIDATION_F65,26590.0,-5.064493009571169,40.0,False,False,False,PRE_E20_CLOSE_INVALIDATION_F65,26590.0,-5.064493009571169,40.0,False,0,,,,,,,True,PRE_ACCEPT_CLOSE_INVALIDATION_F65,26590.0,-5.064493009571169,40.0,False,,False,True,,,,,
development,2023-06-08,2023-06-08 13:40:00+00:00,OPPOSITE_BREAK_BEFORE_H2,26594.9,26300.0,294.90000000000146,26344.235,26491.685,26241.02,2023-06-08 13:45:00+00:00,,2023-06-08 14:35:00+00:00,2023-06-08 20:00:00+00:00,True,2023-06-08 13:55:00+00:00,26344.235,False,,1.1868429976263082,1.0368429976263085,EARLY_REJECT,True,LATER_REJECT,2023-06-08 14:00:00+00:00,2023-06-08 14:05:00+00:00,26339.5,0.1339437097321119,False,EXECUTED,CLOSE_INVALIDATION_F65,26590.0,-5.155215550788728,30.0,False,False,False,PRE_E20_CLOSE_INVALIDATION_F65,26590.0,-5.155215550788728,30.0,False,0,,,,,,,True,PRE_ACCEPT_CLOSE_INVALIDATION_F65,26590.0,-5.155215550788728,30.0,False,,False,True,,,,,
development,2023-06-08,2023-06-08 13:40:00+00:00,OPPOSITE_BREAK_BEFORE_H2,26594.9,26300.0,294.90000000000146,26344.235,26491.685,26241.02,2023-06-08 13:45:00+00:00,,2023-06-08 14:35:00+00:00,2023-06-08 20:00:00+00:00,True,2023-06-08 13:55:00+00:00,26344.235,False,,1.1868429976263082,1.0368429976263085,SAME_BAR_REJECTION,False,,,,,,False,NO_CONFIRMATION_PRE_H2,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2023-06-09,2023-06-09 15:50:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,26775.0,26476.8,298.2000000000007,26521.53,26670.63,26417.16,,,,2023-06-09 20:00:00+00:00,False,,,False,,,,BLIND_F15,False,,,,,,False,NO_BLIND_F15_FILL,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2023-06-09,2023-06-09 15:50:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,26775.0,26476.8,298.2000000000007,26521.53,26670.63,26417.16,,,,2023-06-09 20:00:00+00:00,False,,,False,,,,EARLY_REJECT,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2023-06-09,2023-06-09 15:50:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,26775.0,26476.8,298.2000000000007,26521.53,26670.63,26417.16,,,,2023-06-09 20:00:00+00:00,False,,,False,,,,SAME_BAR_REJECTION,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2023-06-13,2023-06-13 15:05:00+00:00,H2_ARRIVAL,26430.5,25888.0,542.5,25969.375,26240.625,25779.5,2023-06-13 15:10:00+00:00,2023-06-13 15:15:00+00:00,,2023-06-13 20:00:00+00:00,False,,,False,,,,BLIND_F15,False,,,,,,False,NO_BLIND_F15_FILL,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
